ID;Huishoudenskenmerken;Perioden;ZeerMoeilijkRondkomen_1;MaandelijkseWoonkostenZijnZwareLast_2;LeningenZijnZwareLast_3;EenWarmeMaaltijdOmDeAndereDag_4;HetRegelmatigKopenVanNieuweKleding_5;HetVerwarmenVanHetHuis_6;HetVervangenVanVersletenMeubels_7;HetTeEtenVragenVanFamilieKennissen_8;JaarlijksEenWeekVakantie_9;OnverwachteNoodzakelijkeUitgaven_10;MinstensEenVanDeGenoemdeItems_11;HuurOfHypotheek_12;GasWaterEnElektriciteit_13;OpAfbetalingGekochteArtikelen_14;OpMinstensEenVanDeGenoemdeItems_15
100;Type: Paar, minstens één kind >= 18 jr;2010;13;11;2;3;10;1;18;8;15;18;29;3;2;0;4
101;Type: Paar, minstens één kind >= 18 jr;2011;12;11;3;3;9;1;16;8;17;16;28;2;2;1;4
102;Type: Paar, minstens één kind >= 18 jr;2012;10;9;2;1;7;2;15;5;15;16;29;3;3;1;5
103;Type: Paar, minstens één kind >= 18 jr;2013;12;10;2;1;9;1;15;5;15;15;27;2;2;0;3
104;Type: Paar, minstens één kind >= 18 jr;2014;13;11;4;2;11;1;18;8;16;18;29;4;2;1;5
105;Type: Paar, minstens één kind >= 18 jr;2015;10;9;2;1;12;1;16;9;13;15;27;3;2;1;4
106;Type: Paar, minstens één kind >= 18 jr;2016;8;7;2;1;6;2;13;7;11;14;25;2;1;0;3
107;Type: Paar, minstens één kind >= 18 jr;2017;8;7;1;1;5;2;12;5;10;12;22;3;1;1;4
108;Type: Paar, minstens één kind >= 18 jr;2018;8;6;2;1;8;1;12;7;12;16;24;1;1;0;2
109;Type: Paar, minstens één kind >= 18 jr;2019;9;7;2;2;9;3;14;10;13;16;27;3;2;1;4
110;Type: Paar, minstens één kind >= 18 jr;2020;5;6;1;1;8;2;13;7;10;13;23;1;2;0;3
111;Type: Paar, minstens één kind >= 18 jr;2021;4;4;1;2;7;1;10;6;10;10;19;1;1;1;2
112;Type: Paar, minstens één kind >= 18 jr;2022;5;4;1;1;7;3;10;8;10;9;21;1;1;0;2
113;Type: Paar, minstens één kind >= 18 jr;2023;6;6;0;1;8;4;12;8;9;9;22;1;1;1;1
114;Type: Eenoudergezin;2005;47;41;11;7;46;10;59;25;51;62;74;13;14;6;21
115;Type: Eenoudergezin;2006;37;37;10;7;41;7;57;24;46;60;71;7;9;2;13
116;Type: Eenoudergezin;2007;34;35;7;4;33;7;51;20;43;56;69;8;7;2;12
117;Type: Eenoudergezin;2008;37;28;5;6;32;6;50;18;46;53;67;8;7;3;12
118;Type: Eenoudergezin;2009;34;25;6;7;37;4;52;20;44;53;67;7;5;2;10
119;Type: Eenoudergezin;2010;33;28;5;8;31;8;53;20;43;52;65;6;6;3;11
120;Type: Eenoudergezin;2011;35;28;4;8;32;5;48;18;46;54;67;8;10;2;16
121;Type: Eenoudergezin;2012;27;28;6;6;37;4;52;24;47;56;67;10;7;1;12
122;Type: Eenoudergezin;2013;33;31;6;7;34;8;55;21;46;54;67;11;10;2;14
123;Type: Eenoudergezin;2014;35;29;12;7;39;9;53;22;44;53;67;13;12;2;19
124;Type: Eenoudergezin;2015;34;28;8;6;34;11;56;22;44;54;66;7;7;2;11
125;Type: Eenoudergezin;2016;31;25;9;4;33;9;48;18;41;57;68;9;6;3;13
126;Type: Eenoudergezin;2017;31;28;6;6;36;8;48;19;44;55;65;9;7;2;12
127;Type: Eenoudergezin;2018;26;22;5;5;31;10;48;18;40;54;66;9;5;3;11
128;Type: Eenoudergezin;2019;22;22;5;5;28;9;44;23;39;50;63;6;5;3;10
129;Type: Eenoudergezin;2020;19;16;2;3;25;9;36;17;32;44;57;5;5;1;8
130;Type: Eenoudergezin;2021;15;16;5;3;24;6;34;16;30;38;54;5;4;5;8
131;Type: Eenoudergezin;2022;19;16;6;5;27;14;37;19;32;36;55;5;5;7;10
132;Type: Eenoudergezin;2023;20;12;2;7;27;18;39;20;28;37;53;5;4;2;8
133;Type: Eenouder, alle kinderen < 18 jr;2005;51;47;10;8;52;12;66;28;58;71;83;16;16;7;25
134;Type: Eenouder, alle kinderen < 18 jr;2006;47;46;12;8;53;9;73;28;58;72;85;8;12;3;17
135;Type: Eenouder, alle kinderen < 18 jr;2007;41;46;9;5;41;11;68;24;54;67;82;8;7;3;12
136;Type: Eenouder, alle kinderen < 18 jr;2008;46;35;5;5;45;10;63;19;53;66;77;11;11;3;16
137;Type: Eenouder, alle kinderen < 18 jr;2009;38;27;9;7;39;3;57;22;48;59;71;8;6;3;12
138;Type: Eenouder, alle kinderen < 18 jr;2010;36;32;5;7;32;9;61;21;44;58;72;8;6;5;13
139;Type: Eenouder, alle kinderen < 18 jr;2011;37;31;6;6;33;5;53;21;55;60;73;8;8;1;14
140;Type: Eenouder, alle kinderen < 18 jr;2012;27;26;6;7;39;4;52;27;50;61;71;11;7;2;12
141;Type: Eenouder, alle kinderen < 18 jr;2013;31;29;7;3;31;4;56;22;45;60;70;11;10;1;13
142;Type: Eenouder, alle kinderen < 18 jr;2014;32;27;13;5;39;5;55;21;46;62;71;15;15;3;25
143;Type: Eenouder, alle kinderen < 18 jr;2015;28;23;5;4;32;10;54;17;40;58;66;6;6;3;10
144;Type: Eenouder, alle kinderen < 18 jr;2016;29;25;11;3;32;8;47;17;36;58;67;11;6;3;14
145;Type: Eenouder, alle kinderen < 18 jr;2017;30;29;8;5;37;8;52;18;46;58;68;12;8;3;15
146;Type: Eenouder, alle kinderen < 18 jr;2018;24;19;5;5;32;8;52;18;37;57;69;8;5;3;11
147;Type: Eenouder, alle kinderen < 18 jr;2019;25;23;5;8;31;8;50;26;38;58;69;8;6;4;12
148;Type: Eenouder, alle kinderen < 18 jr;2020;19;17;4;4;26;10;41;17;34;49;60;7;6;2;9
149;Type: Eenouder, alle kinderen < 18 jr;2021;13;14;5;2;26;6;37;15;33;41;57;4;4;4;8
150;Type: Eenouder, alle kinderen < 18 jr;2022;23;18;8;7;27;12;38;19;28;39;52;5;6;8;10
151;Type: Eenouder, alle kinderen < 18 jr;2023;15;8;1;6;25;13;38;15;22;34;48;3;3;3;6
152;Type: Eenouder, minst. één kind >= 18 jr;2005;40;34;11;6;37;6;49;22;41;51;63;10;10;4;14
153;Type: Eenouder, minst. één kind >= 18 jr;2006;26;26;8;5;25;5;38;20;30;44;54;7;6;1;7
154;Type: Eenouder, minst. één kind >= 18 jr;2007;24;21;4;3;22;2;30;13;28;42;53;9;6;1;12
155;Type: Eenouder, minst. één kind >= 18 jr;2008;26;19;5;6;17;2;35;17;38;37;55;4;3;3;6
156;Type: Eenouder, minst. één kind >= 18 jr;2009;28;23;3;6;34;5;45;18;40;46;63;6;3;1;8
157;Type: Eenouder, minst. één kind >= 18 jr;2010;31;25;4;10;30;8;46;19;41;46;57;4;6;1;9
158;Type: Eenouder, minst. één kind >= 18 jr;2011;33;26;1;10;31;4;43;16;38;48;61;9;13;2;18
159;Type: Eenouder, minst. één kind >= 18 jr;2012;27;30;7;6;35;4;52;21;43;50;63;9;7;0;11
160;Type: Eenouder, minst. één kind >= 18 jr;2013;36;35;3;11;38;14;53;20;48;47;64;11;10;2;15
161;Type: Eenouder, minst. één kind >= 18 jr;2014;39;33;11;9;40;13;51;22;41;42;62;11;9;0;13
162;Type: Eenouder, minst. één kind >= 18 jr;2015;41;34;12;8;35;12;58;28;48;49;66;7;9;1;12
163;Type: Eenouder, minst. één kind >= 18 jr;2016;35;25;7;5;35;10;49;21;48;55;71;7;7;4;11
164;Type: Eenouder, minst. één kind >= 18 jr;2017;32;28;4;7;34;9;43;20;42;50;62;5;6;1;7
165;Type: Eenouder, minst. één kind >= 18 jr;2018;29;25;3;5;30;11;44;17;43;49;62;10;6;3;12
166;Type: Eenouder, minst. één kind >= 18 jr;2019;18;20;4;2;26;10;36;20;40;41;55;5;4;2;8
167;Type: Eenouder, minst. één kind >= 18 jr;2020;19;14;1;2;24;8;30;17;30;38;54;4;4;1;6
168;Type: Eenouder, minst. één kind >= 18 jr;2021;17;18;6;3;21;7;30;17;28;35;51;5;3;5;7
169;Type: Eenouder, minst. één kind >= 18 jr;2022;14;13;4;4;26;17;36;20;37;32;59;6;5;5;11
170;Type: Eenouder, minst. één kind >= 18 jr;2023;26;18;2;7;30;22;40;27;35;40;60;8;5;2;10
171;Type: Meerpersoonshuishouden, overig;2005;16;22;2;4;17;8;27;8;22;32;46;7;7;0;13
172;Type: Meerpersoonshuishouden, overig;2006;21;18;2;1;20;0;23;5;20;32;40;11;10;0;14
173;Type: Meerpersoonshuishouden, overig;2007;7;10;3;1;11;1;22;4;16;29;44;5;9;2;11
174;Type: Meerpersoonshuishouden, overig;2008;6;15;2;1;11;2;16;3;14;31;37;4;3;1;6
175;Type: Meerpersoonshuishouden, overig;2009;9;9;1;0;8;2;18;1;15;14;29;1;1;0;2
176;Type: Meerpersoonshuishouden, overig;2010;11;13;4;0;12;5;19;3;17;27;35;4;3;2;5
177;Type: Meerpersoonshuishouden, overig;2011;13;14;3;3;8;1;17;5;18;22;35;4;6;2;8
178;Type: Meerpersoonshuishouden, overig;2012;13;8;1;3;13;4;22;4;20;27;41;8;5;5;10
179;Type: Meerpersoonshuishouden, overig;2013;14;15;3;3;20;3;25;4;25;25;39;2;1;2;5
180;Type: Meerpersoonshuishouden, overig;2014;13;18;4;3;17;3;23;9;20;25;32;7;2;1;7
181;Type: Meerpersoonshuishouden, overig;2015;12;9;1;0;21;5;21;10;22;29;43;4;4;0;6
182;Type: Meerpersoonshuishouden, overig;2016;14;14;4;4;13;1;25;17;24;36;50;6;6;1;7
183;Type: Meerpersoonshuishouden, overig;2017;9;6;3;10;14;3;23;11;15;31;42;5;5;3;6
184;Type: Meerpersoonshuishouden, overig;2018;13;14;1;0;12;3;29;7;16;30;40;5;1;3;8
185;Type: Meerpersoonshuishouden, overig;2019;7;9;0;0;11;2;22;13;19;37;47;1;6;0;7
186;Type: Meerpersoonshuishouden, overig;2020;17;6;2;1;10;7;24;16;16;39;51;3;0;0;3
187;Type: Meerpersoonshuishouden, overig;2021;8;5;1;2;21;4;23;10;29;21;46;6;0;0;6
188;Type: Meerpersoonshuishouden, overig;2022;8;6;0;2;28;4;27;23;24;23;50;7;4;0;9
189;Type: Meerpersoonshuishouden, overig;2023;10;16;0;0;13;10;20;29;30;26;55;1;1;0;1
190;Hoofdkostwinner: tot 25 jaar;2005;23;16;5;4;22;3;35;8;22;52;63;9;4;3;10
191;Hoofdkostwinner: tot 25 jaar;2006;17;15;3;2;13;3;28;5;15;57;62;4;4;1;6
192;Hoofdkostwinner: tot 25 jaar;2007;10;11;2;3;14;0;28;3;16;52;61;5;2;2;7
193;Hoofdkostwinner: tot 25 jaar;2008;10;10;1;3;10;2;24;0;12;56;66;2;2;0;4
194;Hoofdkostwinner: tot 25 jaar;2009;9;6;1;1;10;1;24;2;12;51;57;3;2;1;4
195;Hoofdkostwinner: tot 25 jaar;2010;10;10;1;2;15;1;20;4;19;63;68;7;1;4;7
196;Hoofdkostwinner: tot 25 jaar;2011;11;10;1;0;18;2;28;4;28;57;63;3;6;0;8
197;Hoofdkostwinner: tot 25 jaar;2012;7;6;0;3;11;2;25;1;19;50;66;3;0;1;4
198;Hoofdkostwinner: tot 25 jaar;2013;16;8;5;3;15;0;23;2;18;43;50;5;3;2;5
199;Hoofdkostwinner: tot 25 jaar;2014;10;8;0;1;10;1;31;7;20;45;57;5;4;2;5
200;Hoofdkostwinner: tot 25 jaar;2015;15;9;3;0;25;4;40;15;15;51;60;6;4;1;6
201;Hoofdkostwinner: tot 25 jaar;2016;14;10;3;4;16;1;38;8;19;46;63;3;3;2;5
202;Hoofdkostwinner: tot 25 jaar;2017;13;9;4;3;14;3;29;7;15;39;50;4;2;2;5
203;Hoofdkostwinner: tot 25 jaar;2018;6;7;3;3;11;1;22;6;12;39;48;4;1;0;4
204;Hoofdkostwinner: tot 25 jaar;2019;9;10;3;5;19;1;28;8;15;49;60;4;1;0;5
205;Hoofdkostwinner: tot 25 jaar;2020;10;5;4;1;14;1;25;8;16;38;51;3;2;0;5
206;Hoofdkostwinner: tot 25 jaar;2021;11;7;7;2;14;4;24;4;13;36;47;2;1;4;4
207;Hoofdkostwinner: tot 25 jaar;2022;9;6;4;1;13;2;24;5;9;28;40;1;0;1;2
208;Hoofdkostwinner: tot 25 jaar;2023;15;14;3;12;21;11;47;11;22;48;64;3;1;3;5
209;Hoofdkostwinner: 25 tot 45 jaar;2005;17;19;4;2;16;2;26;6;17;29;39;6;5;2;9
210;Hoofdkostwinner: 25 tot 45 jaar;2006;15;17;4;4;15;2;23;7;16;29;37;5;4;1;7
211;Hoofdkostwinner: 25 tot 45 jaar;2007;11;13;3;2;12;2;23;5;15;26;35;4;4;1;6
212;Hoofdkostwinner: 25 tot 45 jaar;2008;11;12;2;2;12;2;19;5;14;24;31;3;3;1;6
213;Hoofdkostwinner: 25 tot 45 jaar;2009;11;12;3;3;12;2;20;6;14;24;32;4;3;1;6
214;Hoofdkostwinner: 25 tot 45 jaar;2010;14;13;4;3;14;3;23;6;16;29;36;5;3;1;7
215;Hoofdkostwinner: 25 tot 45 jaar;2011;14;12;3;3;13;2;22;6;18;27;36;5;4;1;8
216;Hoofdkostwinner: 25 tot 45 jaar;2012;14;12;3;3;16;3;23;8;18;29;38;5;3;2;7
217;Hoofdkostwinner: 25 tot 45 jaar;2013;15;14;3;3;18;3;24;7;20;30;40;6;4;1;8
218;Hoofdkostwinner: 25 tot 45 jaar;2014;15;12;5;3;18;3;26;6;19;31;39;7;5;1;9
219;Hoofdkostwinner: 25 tot 45 jaar;2015;12;10;3;2;13;3;22;6;15;30;37;7;5;2;9
220;Hoofdkostwinner: 25 tot 45 jaar;2016;13;12;4;3;15;4;23;8;17;29;37;6;3;1;7
221;Hoofdkostwinner: 25 tot 45 jaar;2017;12;10;4;2;14;3;22;9;16;27;34;5;3;2;6
222;Hoofdkostwinner: 25 tot 45 jaar;2018;9;9;3;2;15;2;21;9;15;27;34;4;2;1;5
223;Hoofdkostwinner: 25 tot 45 jaar;2019;10;9;3;3;14;3;21;8;14;25;33;4;3;1;5
224;Hoofdkostwinner: 25 tot 45 jaar;2020;8;7;2;3;13;3;19;8;14;24;32;3;2;1;3
225;Hoofdkostwinner: 25 tot 45 jaar;2021;6;7;2;2;14;3;19;8;14;19;29;3;2;2;5
226;Hoofdkostwinner: 25 tot 45 jaar;2022;9;8;3;4;15;7;20;10;14;20;32;3;3;2;5
227;Hoofdkostwinner: 25 tot 45 jaar;2023;8;8;2;5;14;9;21;9;13;21;32;2;2;3;5
228;Hoofdkostwinner: 45 tot 65 jaar;2005;20;19;4;4;18;4;26;11;21;26;38;3;3;1;5
229;Hoofdkostwinner: 45 tot 65 jaar;2006;18;18;4;3;15;3;24;10;19;24;33;3;3;1;5
230;Hoofdkostwinner: 45 tot 65 jaar;2007;14;16;3;3;14;2;22;9;18;23;32;3;2;1;4
231;Hoofdkostwinner: 45 tot 65 jaar;2008;15;13;2;3;12;3;20;8;18;20;32;2;2;1;3
232;Hoofdkostwinner: 45 tot 65 jaar;2009;13;11;2;3;13;3;21;8;16;20;31;3;2;1;4
233;Hoofdkostwinner: 45 tot 65 jaar;2010;15;14;3;4;15;3;24;9;20;23;34;3;2;1;5
234;Hoofdkostwinner: 45 tot 65 jaar;2011;16;15;4;4;15;2;23;9;20;24;35;3;3;1;5
235;Hoofdkostwinner: 45 tot 65 jaar;2012;17;14;2;5;18;2;27;10;22;25;37;4;2;1;6
236;Hoofdkostwinner: 45 tot 65 jaar;2013;20;15;2;4;20;5;27;11;24;26;38;3;2;0;5
237;Hoofdkostwinner: 45 tot 65 jaar;2014;20;16;4;5;20;5;28;13;23;26;39;5;3;0;6
238;Hoofdkostwinner: 45 tot 65 jaar;2015;19;15;4;5;21;5;29;14;23;28;39;4;3;1;5
239;Hoofdkostwinner: 45 tot 65 jaar;2016;18;15;4;4;19;4;26;13;21;26;37;4;3;1;5
240;Hoofdkostwinner: 45 tot 65 jaar;2017;18;14;4;3;19;4;25;13;21;26;35;4;3;1;5
241;Hoofdkostwinner: 45 tot 65 jaar;2018;15;12;3;3;17;4;25;12;20;26;35;3;2;1;4
242;Hoofdkostwinner: 45 tot 65 jaar;2019;14;12;3;3;17;4;25;14;20;27;37;3;2;1;4
243;Hoofdkostwinner: 45 tot 65 jaar;2020;12;9;2;3;16;3;22;12;18;24;34;3;2;0;4
244;Hoofdkostwinner: 45 tot 65 jaar;2021;9;8;2;3;15;4;21;12;18;20;31;2;1;1;4
245;Hoofdkostwinner: 45 tot 65 jaar;2022;10;8;1;3;16;7;22;13;17;19;32;2;2;1;3
246;Hoofdkostwinner: 45 tot 65 jaar;2023;10;8;1;4;17;9;22;15;17;19;33;2;1;1;4
247;Hoofdkostwinner: 65 jaar of ouder;2005;13;17;1;3;15;4;30;13;25;26;44;1;0;0;1
248;Hoofdkostwinner: 65 jaar of ouder;2006;9;12;0;2;12;1;24;11;19;18;36;0;0;0;1
249;Hoofdkostwinner: 65 jaar of ouder;2007;8;8;0;1;10;1;20;9;18;18;33;1;0;0;1
250;Hoofdkostwinner: 65 jaar of ouder;2008;9;10;0;2;11;2;21;10;18;17;33;0;0;0;1
