ID;Arbeidspositie;Onderwijs;Geslacht;Leeftijd;Perioden;BeroepsEnNietBeroepsbevolking_1
81;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2017 2e kwartaal;2086
82;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2017 3e kwartaal;2090
83;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2017 4e kwartaal;2094
84;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2017;2088
85;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2018 1e kwartaal;2097
86;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2018 2e kwartaal;2099
87;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2018 3e kwartaal;2102
88;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2018 4e kwartaal;2104
89;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2018;2101
90;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2019 1e kwartaal;2108
91;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2019 2e kwartaal;2112
92;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2019 3e kwartaal;2117
93;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2019 4e kwartaal;2121
94;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2019;2115
95;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2020 1e kwartaal;2124
96;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2020 2e kwartaal;2125
97;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2020 3e kwartaal;2125
98;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2020 4e kwartaal;2126
99;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2020;2125
100;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2021 1e kwartaal;2119
101;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2021 2e kwartaal;2115
102;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2021 3e kwartaal;2109
103;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2021 4e kwartaal;2139
104;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2021;2120
105;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2022 1e kwartaal;2137
106;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2022 2e kwartaal;2143
107;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2022 3e kwartaal;2138
108;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2022 4e kwartaal;2170
109;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2022;2147
110;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2023 1e kwartaal;2169
111;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2023 2e kwartaal;2167
112;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2023 3e kwartaal;2158
113;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2023 4e kwartaal;2183
114;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2023;2169
115;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2024 1e kwartaal;2179
116;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2024 2e kwartaal;2175
117;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2024 3e kwartaal;2162
118;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2024 4e kwartaal;2184
119;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;15 tot 25 jaar;2024;2175
120;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2013 1e kwartaal;2033
121;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2013 2e kwartaal;2037
122;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2013 3e kwartaal;2041
123;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2013 4e kwartaal;2045
124;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2013;2039
125;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2014 1e kwartaal;2046
126;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2014 2e kwartaal;2044
127;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2014 3e kwartaal;2042
128;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2014 4e kwartaal;2040
129;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2014;2043
130;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2015 1e kwartaal;2041
131;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2015 2e kwartaal;2045
132;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2015 3e kwartaal;2049
133;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2015 4e kwartaal;2052
134;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2015 ;2047
135;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2016 1e kwartaal;2060
136;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2016 2e kwartaal;2073
137;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2016 3e kwartaal;2085
138;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2016 4e kwartaal;2097
139;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2016;2079
140;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2017 1e kwartaal;2108
141;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2017 2e kwartaal;2118
142;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2017 3e kwartaal;2127
143;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2017 4e kwartaal;2137
144;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2017;2123
145;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2018 1e kwartaal;2146
146;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2018 2e kwartaal;2153
147;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2018 3e kwartaal;2161
148;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2018 4e kwartaal;2169
149;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2018;2157
150;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2019 1e kwartaal;2177
151;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2019 2e kwartaal;2185
152;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2019 3e kwartaal;2193
153;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2019 4e kwartaal;2202
154;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2019;2189
155;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2020 1e kwartaal;2208
156;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2020 2e kwartaal;2213
157;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2020 3e kwartaal;2217
158;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2020 4e kwartaal;2222
159;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2020;2215
160;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2021 1e kwartaal;2233
161;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2021 2e kwartaal;2235
162;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2021 3e kwartaal;2237
163;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2021 4e kwartaal;2249
164;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2021;2238
165;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2022 1e kwartaal;2259
166;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2022 2e kwartaal;2274
167;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2022 3e kwartaal;2287
168;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2022 4e kwartaal;2302
169;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2022;2280
170;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2023 1e kwartaal;2314
171;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2023 2e kwartaal;2319
172;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2023 3e kwartaal;2327
173;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2023 4e kwartaal;2342
174;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2023;2325
175;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2024 1e kwartaal;2349
176;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2024 2e kwartaal;2353
177;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2024 3e kwartaal;2358
178;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2024 4e kwartaal;2366
179;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;25 tot 35 jaar;2024;2356
180;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2013 1e kwartaal;2286
181;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2013 2e kwartaal;2272
182;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2013 3e kwartaal;2258
183;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2013 4e kwartaal;2245
184;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2013;2265
185;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2014 1e kwartaal;2228
186;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2014 2e kwartaal;2208
187;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2014 3e kwartaal;2188
188;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2014 4e kwartaal;2168
189;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2014;2198
190;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2015 1e kwartaal;2151
191;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2015 2e kwartaal;2137
192;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2015 3e kwartaal;2123
193;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2015 4e kwartaal;2109
194;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2015 ;2130
195;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2016 1e kwartaal;2098
196;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2016 2e kwartaal;2090
197;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2016 3e kwartaal;2082
198;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2016 4e kwartaal;2074
199;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2016;2086
200;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2017 1e kwartaal;2066
201;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2017 2e kwartaal;2058
202;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2017 3e kwartaal;2051
203;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2017 4e kwartaal;2043
204;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2017;2055
205;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2018 1e kwartaal;2037
206;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2018 2e kwartaal;2033
207;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2018 3e kwartaal;2028
208;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2018 4e kwartaal;2024
209;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2018;2031
210;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2019 1e kwartaal;2024
211;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2019 2e kwartaal;2028
212;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2019 3e kwartaal;2032
213;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2019 4e kwartaal;2035
214;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2019;2030
215;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2020 1e kwartaal;2039
216;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2020 2e kwartaal;2042
217;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2020 3e kwartaal;2045
218;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2020 4e kwartaal;2048
219;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2020;2044
220;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2021 1e kwartaal;2068
221;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;35 tot 45 jaar;2021 2e kwartaal;2074
