ID;ArbeidspositieEindePeriode;LangdurigeAandoening;Geslacht;KinderenInHuishouden;Perioden;Personen15Tot65JaarBeginPeriode_1;WerkzameBeroepsbevolkingBeginPeriode_2;WerklozenNietActievenBeginPeriode_3
135;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden met jongste kind >= 18 jaar;2010 4e kwartaal;1662;1070;592
136;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2003 1e kwartaal;4694;2976;1718
137;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2003 2e kwartaal;4705;2963;1742
138;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2003 3e kwartaal;4728;2975;1753
139;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2003 4e kwartaal;4711;2961;1750
140;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2003;4799;3026;1774
141;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2004 1e kwartaal;4683;2925;1758
142;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2004 2e kwartaal;4678;2947;1731
143;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2004 3e kwartaal;4706;2972;1734
144;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2004 4e kwartaal;4695;2967;1728
145;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2004;4759;3013;1746
146;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2005 1e kwartaal;4730;2945;1784
147;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2005 2e kwartaal;4737;2971;1766
148;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2005 3e kwartaal;4743;2987;1755
149;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2005 4e kwartaal;4735;2978;1757
150;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2005;4797;3014;1783
151;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2006 1e kwartaal;4734;2972;1762
152;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2006 2e kwartaal;4760;3019;1742
153;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2006 3e kwartaal;4791;3070;1721
154;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2006 4e kwartaal;4762;3048;1714
155;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2006;4842;3078;1763
156;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2008 1e kwartaal;4745;3126;1619
157;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2008 2e kwartaal;4746;3185;1561
158;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2008 3e kwartaal;4735;3185;1550
159;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2008 4e kwartaal;4730;3187;1542
160;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2008;4795;3196;1599
161;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2009 1e kwartaal;4742;3201;1541
162;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2009 2e kwartaal;4727;3162;1565
163;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2009 3e kwartaal;4736;3149;1586
164;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2009 4e kwartaal;4776;3167;1609
165;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2009;4840;3234;1606
166;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2010 1e kwartaal;4796;3137;1658
167;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2010 2e kwartaal;4791;3159;1632
168;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2010 3e kwartaal;4843;3235;1609
169;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;1;Huishouden zonder kinderen;2010 4e kwartaal;4850;3243;1607
