ID;Geslacht;OnderwijssoortInDetail;Herkomstland;GeboortelandOuders;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
21;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in Nederland;2019/'20;95280.0;94680.0;99.0
22;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in Nederland;2020/'21;88980.0;86940.0;98.0
23;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in Nederland;2021/'22;83480.0;81200.0;97.0
24;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in Nederland;2022/'23;81090.0;75560.0;93.0
25;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in Nederland;2023/'24;85530.0;80350.0;94.0
26;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2011/'12;73450.0;68780.0;94.0
27;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2012/'13;74930.0;70630.0;94.0
28;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2013/'14;76200.0;72890.0;96.0
29;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2014/'15;79140.0;76040.0;96.0
30;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2015/'16;81050.0;77840.0;96.0
31;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2016/'17;81500.0;77830.0;95.0
32;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2017/'18;79100.0;75260.0;95.0
33;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2018/'19;76890.0;73370.0;95.0
34;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2019/'20;73480.0;73100.0;99.0
35;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2020/'21;68280.0;67050.0;98.0
36;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2021/'22;64270.0;62830.0;98.0
37;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2022/'23;62410.0;58980.0;95.0
38;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouders in NL;2023/'24;65980.0;62610.0;95.0
39;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2011/'12;18390.0;16190.0;88.0
40;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2012/'13;19810.0;17580.0;89.0
41;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2013/'14;20630.0;18740.0;91.0
42;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2014/'15;21480.0;19800.0;92.0
43;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2015/'16;22290.0;20680.0;93.0
44;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2016/'17;23050.0;21220.0;92.0
45;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2017/'18;22680.0;20710.0;91.0
46;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2018/'19;22020.0;20240.0;92.0
47;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2019/'20;21810.0;21590.0;99.0
48;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2020/'21;20700.0;19880.0;96.0
49;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2021/'22;19200.0;18370.0;96.0
50;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2022/'23;18680.0;16580.0;89.0
51;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren in NL, ouder(s) buiten NL;2023/'24;19550.0;17730.0;91.0
52;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2011/'12;4980.0;4420.0;89.0
53;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2012/'13;5140.0;4550.0;88.0
54;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2013/'14;5160.0;4700.0;91.0
55;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2014/'15;4780.0;4430.0;93.0
56;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2015/'16;4720.0;4370.0;93.0
57;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2016/'17;4500.0;4160.0;92.0
58;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2017/'18;4350.0;3980.0;91.0
59;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2018/'19;4500.0;4150.0;92.0
60;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2019/'20;4810.0;4740.0;99.0
61;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2020/'21;5120.0;4950.0;97.0
62;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2021/'22;5530.0;5300.0;96.0
63;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2022/'23;5760.0;5100.0;89.0
64;Totaal mannen en vrouwen;Vmbo;Totaal;Geboren buiten Nederland;2023/'24;6230.0;5590.0;90.0
65;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2011/'12;73450.0;68780.0;94.0
66;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2012/'13;74930.0;70630.0;94.0
67;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2013/'14;76200.0;72890.0;96.0
68;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2014/'15;79140.0;76040.0;96.0
69;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2015/'16;81050.0;77840.0;96.0
70;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2016/'17;81500.0;77830.0;95.0
71;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2017/'18;79100.0;75260.0;95.0
72;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2018/'19;76890.0;73370.0;95.0
73;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2019/'20;73480.0;73100.0;99.0
74;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2020/'21;68280.0;67050.0;98.0
75;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2021/'22;64270.0;62830.0;98.0
76;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2022/'23;62410.0;58980.0;95.0
77;Totaal mannen en vrouwen;Vmbo;Nederland;Totaal;2023/'24;65980.0;62610.0;95.0
78;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2011/'12;73450.0;68780.0;94.0
79;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2012/'13;74930.0;70630.0;94.0
80;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2013/'14;76200.0;72890.0;96.0
81;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2014/'15;79140.0;76040.0;96.0
82;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2015/'16;81050.0;77840.0;96.0
83;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2016/'17;81500.0;77830.0;95.0
84;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2017/'18;79100.0;75260.0;95.0
85;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2018/'19;76890.0;73370.0;95.0
86;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2019/'20;73480.0;73100.0;99.0
87;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2020/'21;68280.0;67050.0;98.0
88;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2021/'22;64270.0;62830.0;98.0
89;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2022/'23;62410.0;58980.0;95.0
90;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in Nederland;2023/'24;65980.0;62610.0;95.0
91;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2011/'12;73450.0;68780.0;94.0
92;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2012/'13;74930.0;70630.0;94.0
93;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2013/'14;76200.0;72890.0;96.0
94;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2014/'15;79140.0;76040.0;96.0
95;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2015/'16;81050.0;77840.0;96.0
96;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2016/'17;81500.0;77830.0;95.0
97;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2017/'18;79100.0;75260.0;95.0
98;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2018/'19;76890.0;73370.0;95.0
99;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2019/'20;73480.0;73100.0;99.0
100;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2020/'21;68280.0;67050.0;98.0
101;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2021/'22;64270.0;62830.0;98.0
102;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2022/'23;62410.0;58980.0;95.0
103;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouders in NL;2023/'24;65980.0;62610.0;95.0
104;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2011/'12;;;
105;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2012/'13;;;
106;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2013/'14;;;
107;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2014/'15;;;
108;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2015/'16;;;
109;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2016/'17;;;
110;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2017/'18;;;
111;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2018/'19;;;
112;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2019/'20;;;
113;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2020/'21;;;
114;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2021/'22;;;
115;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2022/'23;;;
116;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren in NL, ouder(s) buiten NL;2023/'24;;;
117;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2011/'12;;;
118;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2012/'13;;;
119;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2013/'14;;;
120;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2014/'15;;;
121;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2015/'16;;;
122;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2016/'17;;;
123;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2017/'18;;;
124;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2018/'19;;;
125;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2019/'20;;;
126;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2020/'21;;;
127;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2021/'22;;;
128;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2022/'23;;;
129;Totaal mannen en vrouwen;Vmbo;Nederland;Geboren buiten Nederland;2023/'24;;;
130;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2011/'12;4310.0;3950.0;92.0
131;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2012/'13;4540.0;4190.0;92.0
132;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2013/'14;4650.0;4370.0;94.0
133;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2014/'15;4920.0;4670.0;95.0
134;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2015/'16;5200.0;4920.0;95.0
135;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2016/'17;5330.0;4990.0;94.0
136;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2017/'18;5250.0;4960.0;94.0
137;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2018/'19;5240.0;4940.0;94.0
138;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2019/'20;5290.0;5230.0;99.0
139;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2020/'21;5230.0;5110.0;98.0
140;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2021/'22;5040.0;4910.0;97.0
141;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2022/'23;5250.0;4860.0;93.0
142;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Totaal;2023/'24;5530.0;5130.0;93.0
143;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2011/'12;3040.0;2790.0;92.0
144;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2012/'13;3210.0;2980.0;93.0
145;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2013/'14;3210.0;3020.0;94.0
146;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2014/'15;3490.0;3320.0;95.0
147;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2015/'16;3740.0;3550.0;95.0
148;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2016/'17;3850.0;3600.0;94.0
149;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2017/'18;3730.0;3530.0;95.0
150;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2018/'19;3650.0;3450.0;94.0
151;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2019/'20;3650.0;3620.0;99.0
152;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2020/'21;3520.0;3440.0;98.0
153;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2021/'22;3190.0;3110.0;98.0
154;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2022/'23;3230.0;3000.0;93.0
155;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in Nederland;2023/'24;3430.0;3190.0;93.0
156;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2011/'12;;;
157;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2012/'13;;;
158;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2013/'14;;;
159;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2014/'15;;;
160;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2015/'16;;;
161;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2016/'17;;;
162;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2017/'18;;;
163;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2018/'19;;;
164;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2019/'20;;;
165;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020/'21;;;
166;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021/'22;;;
167;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022/'23;;;
168;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023/'24;;;
169;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2011/'12;3040.0;2790.0;92.0
170;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2012/'13;3210.0;2980.0;93.0
171;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2013/'14;3210.0;3020.0;94.0
172;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2014/'15;3490.0;3320.0;95.0
173;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2015/'16;3740.0;3550.0;95.0
174;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2016/'17;3850.0;3600.0;94.0
175;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2017/'18;3730.0;3530.0;95.0
176;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2018/'19;3650.0;3450.0;94.0
177;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2019/'20;3650.0;3620.0;99.0
178;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020/'21;3520.0;3440.0;98.0
179;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021/'22;3190.0;3110.0;98.0
180;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022/'23;3230.0;3000.0;93.0
181;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023/'24;3430.0;3190.0;93.0
182;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2011/'12;1270.0;1160.0;91.0
183;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2012/'13;1330.0;1220.0;92.0
184;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2013/'14;1450.0;1350.0;93.0
185;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2014/'15;1430.0;1360.0;95.0
186;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2015/'16;1450.0;1370.0;94.0
187;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2016/'17;1480.0;1380.0;94.0
188;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2017/'18;1520.0;1430.0;94.0
189;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2018/'19;1590.0;1490.0;94.0
190;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2019/'20;1640.0;1620.0;99.0
191;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2020/'21;1710.0;1670.0;97.0
192;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2021/'22;1850.0;1800.0;97.0
193;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2022/'23;2020.0;1860.0;92.0
194;Totaal mannen en vrouwen;Vmbo;Europa (exclusief Nederland);Geboren buiten Nederland;2023/'24;2110.0;1940.0;92.0
195;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2011/'12;4480.0;3650.0;81.0
196;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2012/'13;4810.0;3960.0;82.0
197;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2013/'14;5120.0;4470.0;87.0
198;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2014/'15;4980.0;4430.0;89.0
199;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2015/'16;4810.0;4300.0;89.0
200;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2016/'17;4820.0;4300.0;89.0
201;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2017/'18;4600.0;4060.0;88.0
202;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2018/'19;4240.0;3780.0;89.0
203;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2019/'20;4070.0;4020.0;99.0
204;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2020/'21;3750.0;3550.0;95.0
205;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2021/'22;3460.0;3260.0;94.0
206;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2022/'23;3330.0;2870.0;86.0
207;Totaal mannen en vrouwen;Vmbo;Turkije;Totaal;2023/'24;3270.0;2870.0;88.0
208;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2011/'12;4200.0;3410.0;81.0
209;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2012/'13;4540.0;3740.0;82.0
210;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2013/'14;4850.0;4220.0;87.0
211;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2014/'15;4760.0;4230.0;89.0
212;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2015/'16;4600.0;4100.0;89.0
213;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2016/'17;4640.0;4140.0;89.0
214;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2017/'18;4430.0;3920.0;89.0
215;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2018/'19;4100.0;3660.0;89.0
216;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2019/'20;3980.0;3930.0;99.0
217;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2020/'21;3640.0;3440.0;95.0
218;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2021/'22;3370.0;3180.0;94.0
219;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2022/'23;3210.0;2760.0;86.0
220;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in Nederland;2023/'24;3140.0;2760.0;88.0
221;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2011/'12;;;
222;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2012/'13;;;
223;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2013/'14;;;
224;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2014/'15;;;
225;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2015/'16;;;
226;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2016/'17;;;
227;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2017/'18;;;
228;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2018/'19;;;
229;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2019/'20;;;
230;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2020/'21;;;
231;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2021/'22;;;
232;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2022/'23;;;
233;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouders in NL;2023/'24;;;
234;Totaal mannen en vrouwen;Vmbo;Turkije;Geboren in NL, ouder(s) buiten NL;2011/'12;4200.0;3410.0;81.0
