ID;Geslacht;Persoonskenmerken;Arbeidsgehandicapten;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
33;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Niet-arbeidsgehandicapten;2015;3782;3480;3301;2847;2287;560;454;325;111;18;0;1321;312;121;191;1009;476;533;1980;179;5.1;302;92.0;87.3
34;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Niet-arbeidsgehandicapten;2016;3782;3462;3322;2854;2258;595;468;340;120;9;0;1299;277;107;170;1022;443;579;2023;140;4.0;320;91.5;87.8
35;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Niet-arbeidsgehandicapten;2017;3752;3434;3321;2856;2253;603;464;332;124;8;0;1282;257;99;158;1025;453;572;2039;113;3.3;318;91.5;88.5
36;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;2015;2047;1804;1698;1517;1109;408;181;140;33;7;0;673;171;74;97;502;232;270;1024;107;5.9;242;88.2;82.9
37;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;2016;2079;1827;1738;1543;1129;414;195;150;40;5;0;669;155;64;91;514;208;306;1069;89;4.9;252;87.9;83.6
38;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;2017;2123;1857;1782;1588;1150;437;194;147;44;3;0;672;146;66;79;527;220;307;1110;75;4.1;265;87.5;84.0
39;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Arbeidsgehandicapten;2015;168;91;77;71;48;22;7;6;0;0;0;47;16;6;10;31;16;15;30;14;15.2;77;54.2;46.0
40;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Arbeidsgehandicapten;2016;152;74;61;53;37;16;8;5;1;2;0;37;11;4;7;26;12;14;24;14;18.3;78;48.8;39.9
41;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Arbeidsgehandicapten;2017;185;96;85;75;50;25;9;8;1;0;0;50;17;7;10;33;16;18;35;11;11.8;89;51.9;45.8
42;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet-arbeidsgehandicapten;2015;1879;1713;1620;1446;1061;385;174;134;33;7;0;626;155;68;87;471;216;255;994;93;5.4;166;91.2;86.2
43;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet-arbeidsgehandicapten;2016;1927;1753;1677;1490;1092;398;187;145;39;3;0;633;145;60;84;488;196;292;1045;75;4.3;174;91.0;87.1
44;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet-arbeidsgehandicapten;2017;1938;1761;1697;1513;1101;412;185;139;44;2;0;622;129;60;69;493;204;289;1075;64;3.6;176;90.9;87.6
45;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2015;2130;1869;1771;1471;1284;187;300;209;80;11;0;746;172;60;113;574;278;296;1025;98;5.3;260;87.8;83.2
46;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2016;2086;1819;1741;1446;1234;212;294;205;84;5;0;723;152;54;98;571;267;304;1018;78;4.3;267;87.2;83.5
47;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2017;2055;1789;1728;1431;1223;208;298;209;83;6;0;724;149;52;97;574;275;299;1005;61;3.4;265;87.1;84.1
48;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Arbeidsgehandicapten;2015;227;103;90;71;58;13;20;17;2;1;0;51;15;7;8;36;18;18;39;13;12.6;124;45.5;39.8
49;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Arbeidsgehandicapten;2016;231;110;96;83;68;15;13;11;3;0;0;57;19;7;12;38;20;17;39;14;12.6;121;47.8;41.7
50;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Arbeidsgehandicapten;2017;240;116;105;87;70;17;18;16;2;0;0;64;21;12;9;43;27;16;41;12;10.0;124;48.5;43.7
51;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Niet-arbeidsgehandicapten;2015;1903;1766;1681;1401;1227;174;280;191;78;11;0;695;157;53;104;538;260;278;985;86;4.8;137;92.8;88.3
52;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Niet-arbeidsgehandicapten;2016;1855;1709;1644;1363;1166;197;281;195;81;5;0;666;133;47;86;533;247;287;978;65;3.8;146;92.1;88.7
53;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Niet-arbeidsgehandicapten;2017;1814;1673;1623;1344;1153;191;280;193;81;6;0;659;128;40;88;531;248;283;964;49;2.9;142;92.2;89.5
54;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;Totaal;2015;4726;3650;3408;2730;2462;268;678;491;167;20;0;1523;473;211;262;1051;534;516;1885;242;6.6;1076;77.2;72.1
55;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;Totaal;2016;4758;3700;3489;2806;2502;304;684;490;178;15;0;1549;476;193;282;1073;527;546;1940;211;5.7;1057;77.8;73.3
56;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;Totaal;2017;4779;3736;3570;2869;2543;326;701;510;177;13;0;1615;471;188;283;1143;552;592;1955;166;4.5;1042;78.2;74.7
57;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;Arbeidsgehandicapten;2015;909;368;322;257;227;30;66;52;11;2;0;194;81;44;38;113;62;51;128;45;12.3;541;40.4;35.4
58;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;Arbeidsgehandicapten;2016;888;344;302;245;214;31;57;42;12;2;0;185;79;39;40;106;60;46;117;42;12.2;544;38.7;34.0
59;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;Arbeidsgehandicapten;2017;953;378;349;280;246;34;69;51;16;1;0;216;90;40;50;127;66;61;133;29;7.8;575;39.7;36.6
60;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;Niet-arbeidsgehandicapten;2015;3817;3282;3086;2474;2235;238;612;439;156;18;0;1330;392;167;225;938;472;466;1756;196;6.0;535;86.0;80.8
61;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;Niet-arbeidsgehandicapten;2016;3869;3356;3187;2560;2288;272;627;448;166;13;0;1364;397;155;242;967;467;500;1823;169;5.0;513;86.7;82.4
62;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;Niet-arbeidsgehandicapten;2017;3825;3358;3221;2589;2297;292;632;459;162;12;0;1398;382;148;234;1017;486;531;1823;137;4.1;467;87.8;84.2
63;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;2015;2536;2183;2065;1660;1488;173;405;286;105;13;0;880;251;99;152;630;320;309;1185;118;5.4;354;86.0;81.4
64;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;2016;2539;2189;2087;1674;1483;191;413;287;117;10;0;888;252;95;157;636;308;328;1199;101;4.6;350;86.2;82.2
65;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;2017;2528;2167;2090;1687;1483;204;403;290;106;7;0;905;231;88;143;675;322;353;1185;77;3.6;361;85.7;82.7
66;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Arbeidsgehandicapten;2015;397;191;171;138;120;18;33;25;6;2;0;98;38;18;20;60;36;25;72;20;10.6;206;48.1;43.0
67;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Arbeidsgehandicapten;2016;368;171;151;122;103;20;29;20;7;1;0;90;40;20;20;50;27;23;61;20;11.9;197;46.5;41.0
68;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Arbeidsgehandicapten;2017;402;185;171;137;117;20;35;25;9;1;0;102;37;15;23;65;33;32;69;14;7.5;217;46.0;42.5
69;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Niet-arbeidsgehandicapten;2015;2140;1992;1894;1523;1368;155;372;261;99;12;0;782;213;81;132;569;285;284;1113;97;4.9;148;93.1;88.5
70;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Niet-arbeidsgehandicapten;2016;2170;2017;1936;1552;1380;171;385;267;109;9;0;798;212;75;137;586;281;305;1138;81;4.0;153;93.0;89.2
71;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Niet-arbeidsgehandicapten;2017;2125;1982;1919;1550;1366;184;368;265;96;7;0;803;193;73;120;610;289;320;1116;63;3.2;143;93.2;90.3
72;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Totaal;2015;6461;3831;3580;2806;2499;307;774;575;176;24;0;1661;569;286;284;1092;564;528;1919;251;6.5;2629;59.3;55.4
73;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Totaal;2016;6538;3887;3668;2898;2549;350;770;567;186;17;0;1696;583;272;310;1114;554;560;1972;219;5.6;2651;59.4;56.1
74;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Totaal;2017;6605;3944;3769;2967;2602;365;802;601;186;14;0;1777;580;264;316;1197;583;614;1992;175;4.4;2662;59.7;57.1
75;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Arbeidsgehandicapten;2015;1182;381;335;261;230;31;74;58;12;3;0;202;87;48;39;115;64;51;133;45;11.9;802;32.2;28.4
76;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Arbeidsgehandicapten;2016;1234;355;313;252;219;33;61;46;13;2;0;194;84;43;42;109;62;47;119;42;11.9;879;28.8;25.4
77;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Arbeidsgehandicapten;2017;1321;397;366;290;251;38;77;59;16;2;0;230;99;49;50;131;68;63;136;31;7.9;923;30.1;27.7
78;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-arbeidsgehandicapten;2015;5278;3451;3245;2545;2269;276;700;517;163;20;0;1459;482;238;244;977;500;477;1786;205;5.9;1828;65.4;61.5
79;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-arbeidsgehandicapten;2016;5304;3531;3355;2646;2330;316;709;521;173;15;0;1503;498;230;268;1004;492;512;1852;176;5.0;1772;66.6;63.3
80;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-arbeidsgehandicapten;2017;5285;3546;3403;2678;2351;327;725;543;170;12;0;1547;481;215;265;1066;514;552;1856;144;4.0;1738;67.1;64.4
81;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;2015;2189;1467;1343;1070;975;95;273;205;61;7;0;643;222;112;110;421;214;207;700;124;8.5;722;67.0;61.3
82;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;2016;2219;1512;1402;1132;1019;113;270;204;62;5;0;661;224;99;125;437;220;218;741;110;7.3;707;68.1;63.2
83;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;2017;2251;1570;1480;1182;1060;122;298;220;72;6;0;709;241;100;141;469;229;239;771;89;5.7;682;69.7;65.7
84;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Arbeidsgehandicapten;2015;512;177;152;119;107;12;33;27;5;1;0;95;43;26;17;52;26;26;56;25;14.2;336;34.5;29.6
85;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Arbeidsgehandicapten;2016;520;173;151;123;111;12;28;22;5;1;0;95;39;19;20;56;33;23;56;22;12.6;347;33.2;29.0
86;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Arbeidsgehandicapten;2017;551;193;178;143;129;14;34;27;6;1;0;114;52;26;27;61;33;29;64;16;8.0;358;35.0;32.2
87;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Niet-arbeidsgehandicapten;2015;1677;1291;1191;951;868;83;241;178;57;6;0;548;179;86;93;369;188;181;644;99;7.7;386;77.0;71.0
88;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Niet-arbeidsgehandicapten;2016;1699;1339;1251;1009;908;101;243;181;57;5;0;566;185;79;105;381;186;195;685;88;6.6;360;78.8;73.6
89;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Niet-arbeidsgehandicapten;2017;1700;1376;1303;1039;931;108;264;193;65;5;0;596;188;74;114;407;196;211;707;74;5.4;324;81.0;76.6
90;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Totaal;2015;1735;181;172;76;37;40;96;84;9;3;0;138;97;75;21;41;29;12;34;9;4.9;1553;10.5;9.9
91;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Totaal;2016;1780;186;179;93;47;46;86;77;8;1;0;147;107;79;28;40;27;14;32;8;4.1;1594;10.5;10.0
92;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Totaal;2017;1827;207;199;98;59;39;101;91;9;1;0;162;109;76;32;54;31;23;36;8;4.1;1619;11.3;10.9
93;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Arbeidsgehandicapten;2015;273;13;13;5;3;2;8;6;1;1;0;8;6;4;2;2;2;1;5;0;;260;4.8;4.8
94;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Arbeidsgehandicapten;2016;346;11;11;7;5;2;4;4;0;0;0;8;5;4;2;3;2;1;3;0;;335;3.3;3.2
95;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Arbeidsgehandicapten;2017;367;19;17;9;5;4;8;7;0;1;0;14;10;9;1;5;3;2;3;2;;348;5.2;4.7
96;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Niet-arbeidsgehandicapten;2015;1462;168;159;72;34;38;88;78;8;3;0;130;91;71;20;39;28;11;30;9;5.3;1293;11.5;10.9
97;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Niet-arbeidsgehandicapten;2016;1434;175;168;86;42;44;82;73;7;1;0;139;102;75;26;37;25;12;29;7;4.3;1259;12.2;11.7
98;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Niet-arbeidsgehandicapten;2017;1459;188;182;89;54;35;93;84;9;0;0;148;99;67;32;49;29;21;33;7;3.5;1271;12.9;12.4
99;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag;Totaal;2015;3681;1929;1718;1483;954;529;236;181;39;15;0;996;622;429;192;375;215;159;722;210;10.9;1752;52.4;46.7
100;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag;Totaal;2016;3597;1878;1690;1464;895;568;227;166;50;11;0;987;606;419;186;382;197;185;703;188;10.0;1719;52.2;47.0
101;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag;Totaal;2017;3479;1775;1628;1423;853;570;205;158;39;8;0;963;591;404;187;372;213;159;665;147;8.3;1703;51.0;46.8
102;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag;Arbeidsgehandicapten;2015;696;179;148;129;92;36;20;17;1;2;0;99;55;34;21;44;24;20;49;31;17.3;517;25.7;21.3
103;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag;Arbeidsgehandicapten;2016;714;160;136;118;84;34;19;15;3;2;0;90;49;29;20;42;23;19;46;24;14.9;554;22.4;19.1
104;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag;Arbeidsgehandicapten;2017;738;173;150;136;102;33;14;10;4;0;0;95;48;25;23;46;31;15;55;24;13.6;565;23.5;20.3
105;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag;Niet-arbeidsgehandicapten;2015;2985;1750;1570;1354;862;492;216;164;38;14;0;897;566;395;171;331;191;139;673;179;10.3;1235;58.6;52.6
106;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag;Niet-arbeidsgehandicapten;2016;2883;1718;1554;1346;811;535;208;151;48;9;0;897;557;391;166;340;174;166;657;164;9.6;1165;59.6;53.9
107;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag;Niet-arbeidsgehandicapten;2017;2741;1602;1478;1287;751;537;191;148;35;8;0;869;543;379;164;326;182;144;610;124;7.7;1139;58.5;53.9
108;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;Totaal;2015;5056;3739;3469;2943;2210;733;526;379;125;23;0;1774;730;399;331;1045;562;483;1695;270;7.2;1318;73.9;68.6
109;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;Totaal;2016;5109;3734;3500;2974;2226;748;527;382;131;14;0;1775;712;374;338;1063;547;516;1725;234;6.3;1375;73.1;68.5
110;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;Totaal;2017;5173;3798;3607;3080;2270;811;527;382;133;11;0;1831;720;388;333;1111;560;550;1776;191;5.0;1375;73.4;69.7
111;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;Arbeidsgehandicapten;2015;676;278;244;194;148;46;50;41;7;2;0;156;66;35;31;90;51;39;88;34;12.3;397;41.2;36.1
112;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;Arbeidsgehandicapten;2016;677;264;224;193;152;41;31;24;6;1;0;138;56;29;27;82;44;37;86;40;15.1;414;38.9;33.0
113;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;Arbeidsgehandicapten;2017;718;291;263;218;167;50;45;34;10;2;0;173;72;39;33;102;49;52;89;29;9.8;426;40.6;36.6
114;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;Niet-arbeidsgehandicapten;2015;4381;3460;3225;2750;2062;688;475;338;117;20;0;1618;663;364;300;955;511;444;1607;235;6.8;920;79.0;73.6
115;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;Niet-arbeidsgehandicapten;2016;4432;3471;3277;2781;2074;706;496;358;124;14;0;1637;655;345;310;982;503;479;1640;194;5.6;961;78.3;73.9
116;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;Niet-arbeidsgehandicapten;2017;4455;3507;3344;2863;2102;760;482;348;124;9;0;1657;648;349;300;1009;511;498;1687;163;4.6;948;78.7;75.1
117;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;Totaal;2015;3836;3180;3053;2499;2083;416;554;420;125;9;0;1260;301;152;149;959;395;563;1793;127;4.0;655;82.9;79.6
118;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;Totaal;2016;3922;3247;3136;2570;2116;454;565;430;127;7;0;1283;299;150;150;983;392;591;1853;111;3.4;675;82.8;80.0
119;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;Totaal;2017;4056;3339;3247;2646;2161;485;602;454;141;7;0;1354;313;160;153;1041;412;629;1893;92;2.7;716;82.3;80.1
120;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;Arbeidsgehandicapten;2015;308;172;156;121;106;15;34;29;5;0;0;84;27;13;14;57;25;32;72;17;9.6;135;56.0;50.6
121;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;Arbeidsgehandicapten;2016;320;158;143;108;94;14;35;26;8;2;0;88;29;14;14;60;33;27;54;15;9.5;162;49.3;44.7
122;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;Arbeidsgehandicapten;2017;372;191;180;135;109;26;45;39;5;1;0;110;42;22;20;68;34;34;70;11;5.8;182;51.2;48.2
