ID;KenmerkenWerknemer;CaoSector;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
24;3000;Gesubsidieerde instellingen;2006;291.0;13.6;20.1;27.7;37.2;48.2;73.6;254.1;10.4;15.7;22.2;30.5;40.3;63.2
25;3000;Gesubsidieerde instellingen;2007;293.0;16.9;23.2;31.6;40.2;51.6;77.0;255.5;13.1;18.3;25.4;32.9;43.1;65.9
26;3000;Gesubsidieerde instellingen;2008;298.2;18.2;25.3;34.0;42.8;54.1;78.6;260.7;14.6;20.3;27.7;35.4;45.4;67.4
27;3000;Gesubsidieerde instellingen;2009;306.1;20.2;28.6;37.8;46.8;59.8;81.9;266.0;16.1;22.9;30.7;38.4;50.1;69.6
28;3000;Overheid;2006;512.4;10.7;11.4;12.3;13.7;15.9;22.9;473.3;7.7;8.2;8.8;10.0;11.8;17.9
29;3000;Overheid;2007;510.9;10.9;11.6;12.5;13.8;15.7;22.1;471.6;8.1;8.6;9.2;10.3;11.9;17.5
30;3000;Overheid;2008;508.8;10.3;11.0;11.8;13.1;14.9;21.2;469.7;8.4;8.9;9.5;10.6;12.0;17.4
31;3000;Overheid;2009;507.4;10.5;11.2;12.1;13.5;15.4;21.5;468.1;8.6;9.2;9.9;11.0;12.6;17.9
32;4000;Totaal;2006;3413.2;259.4;347.5;461.6;606.9;739.2;1008.8;2181.6;138.5;183.9;243.4;319.2;393.3;548.1
33;4000;Totaal;2007;3531.4;280.7;375.0;492.1;644.4;785.5;1066.1;2279.4;154.1;203.1;265.9;345.9;424.6;586.0
34;4000;Totaal;2008;3613.4;269.5;365.5;480.8;615.5;761.8;1048.0;2353.1;151.2;201.6;264.6;339.2;420.3;586.2
35;4000;Totaal;2009;3629.8;276.3;370.9;485.0;602.7;740.6;1029.5;2347.3;151.7;201.0;263.6;329.5;405.4;569.7
36;4000;Particuliere bedrijven;2006;2006.3;204.2;275.6;368.0;486.6;586.5;782.7;1223.5;104.0;139.5;186.2;245.8;300.0;409.8
37;4000;Particuliere bedrijven;2007;2084.1;214.6;292.5;387.6;514.2;623.2;830.9;1284.8;111.3;150.6;200.2;264.7;323.8;440.3
38;4000;Particuliere bedrijven;2008;2128.5;205.4;285.7;380.1;488.8;604.3;816.4;1322.6;108.2;149.2;199.3;257.9;319.7;439.7
39;4000;Particuliere bedrijven;2009;2099.8;203.6;280.9;374.1;467.6;575.5;792.7;1289.3;102.9;141.7;191.4;242.4;299.3;419.3
40;4000;Gesubsidieerde instellingen;2006;916.9;42.5;58.2;78.4;102.7;131.2;192.0;593.3;26.2;35.4;47.3;62.1;79.4;116.5
41;4000;Gesubsidieerde instellingen;2007;943.7;53.3;68.6;89.2;112.6;141.2;202.4;618.6;34.1;43.0;55.3;69.4;86.9;124.5
42;4000;Gesubsidieerde instellingen;2008;966.1;53.1;67.7;87.0;110.6;138.0;201.3;641.3;35.4;44.1;56.1;70.6;87.7;127.1
43;4000;Gesubsidieerde instellingen;2009;999.2;62.0;78.1;97.4;119.1;145.6;206.8;660.4;41.1;50.8;62.8;76.2;93.0;131.0
44;4000;Overheid;2006;490.0;12.6;13.8;15.2;17.6;21.5;34.1;364.7;8.3;9.0;9.8;11.3;13.9;21.8
45;4000;Overheid;2007;503.6;12.8;13.9;15.3;17.5;21.0;32.8;375.9;8.8;9.5;10.3;11.7;14.0;21.2
46;4000;Overheid;2008;518.8;11.0;12.1;13.7;16.1;19.5;30.3;389.2;7.7;8.4;9.3;10.7;12.8;19.5
47;4000;Overheid;2009;530.9;10.7;11.8;13.5;15.9;19.5;29.9;397.5;7.8;8.4;9.4;10.9;13.1;19.5
48;Leeftijd: 0 tot 15 jaar;Totaal;2006;10.9;2.3;3.0;4.0;4.6;5.4;6.9;2.4;0.5;0.7;0.9;1.0;1.2;1.5
49;Leeftijd: 0 tot 15 jaar;Totaal;2007;12.0;2.7;3.7;4.6;5.4;6.2;8.1;2.6;0.6;0.8;1.0;1.2;1.4;1.8
50;Leeftijd: 0 tot 15 jaar;Totaal;2008;13.1;2.7;3.9;4.8;5.8;6.7;8.5;2.8;0.6;0.9;1.1;1.3;1.5;1.9
51;Leeftijd: 0 tot 15 jaar;Totaal;2009;12.1;2.8;3.6;4.5;5.4;6.5;7.9;2.4;0.6;0.8;0.9;1.1;1.3;1.6
52;Leeftijd: 0 tot 15 jaar;Particuliere bedrijven;2006;10.8;2.3;3.0;3.9;4.6;5.4;6.9;2.3;0.5;0.7;0.9;1.0;1.2;1.5
53;Leeftijd: 0 tot 15 jaar;Particuliere bedrijven;2007;11.9;2.7;3.7;4.6;5.3;6.2;8.1;2.6;0.6;0.8;1.0;1.2;1.4;1.7
54;Leeftijd: 0 tot 15 jaar;Particuliere bedrijven;2008;13.0;2.6;3.9;4.8;5.7;6.7;8.4;2.8;0.6;0.9;1.1;1.3;1.5;1.9
55;Leeftijd: 0 tot 15 jaar;Particuliere bedrijven;2009;11.9;2.7;3.6;4.5;5.4;6.5;7.8;2.4;0.6;0.8;0.9;1.1;1.3;1.6
56;Leeftijd: 0 tot 15 jaar;Gesubsidieerde instellingen;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;Leeftijd: 0 tot 15 jaar;Gesubsidieerde instellingen;2007;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58;Leeftijd: 0 tot 15 jaar;Gesubsidieerde instellingen;2008;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;Leeftijd: 0 tot 15 jaar;Gesubsidieerde instellingen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Leeftijd: 0 tot 15 jaar;Overheid;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61;Leeftijd: 0 tot 15 jaar;Overheid;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;Leeftijd: 0 tot 15 jaar;Overheid;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Leeftijd: 0 tot 15 jaar;Overheid;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;Leeftijd: 15 tot 20 jaar;Totaal;2006;514.2;83.0;104.6;126.9;151.5;179.9;242.6;196.6;36.9;45.3;53.4;62.2;73.2;94.4
65;Leeftijd: 15 tot 20 jaar;Totaal;2007;556.0;94.4;118.3;144.0;171.2;205.8;278.1;215.9;43.5;52.5;61.7;71.4;84.5;108.6
66;Leeftijd: 15 tot 20 jaar;Totaal;2008;580.8;91.6;117.1;143.4;169.6;198.9;261.9;225.4;44.0;53.4;62.7;72.0;83.0;105.7
67;Leeftijd: 15 tot 20 jaar;Totaal;2009;567.7;91.3;116.9;141.1;166.0;194.5;250.1;207.0;42.0;50.9;59.0;67.2;76.5;96.9
68;Leeftijd: 15 tot 20 jaar;Particuliere bedrijven;2006;470.8;73.2;93.9;115.6;139.6;167.5;229.0;175.4;30.6;38.6;46.6;55.2;65.9;86.7
69;Leeftijd: 15 tot 20 jaar;Particuliere bedrijven;2007;509.7;80.6;103.8;129.0;155.6;189.7;260.9;192.0;34.5;43.1;52.1;61.7;74.6;98.3
70;Leeftijd: 15 tot 20 jaar;Particuliere bedrijven;2008;532.2;76.6;101.4;127.1;152.8;181.6;243.5;199.7;33.7;42.8;51.8;61.0;71.8;94.1
71;Leeftijd: 15 tot 20 jaar;Particuliere bedrijven;2009;515.7;74.0;98.9;122.6;147.0;175.0;229.4;180.1;30.4;38.9;46.9;54.9;64.0;84.0
72;Leeftijd: 15 tot 20 jaar;Gesubsidieerde instellingen;2006;36.3;8.6;9.5;10.0;10.5;11.0;12.1;15.5;5.3;5.7;5.9;6.1;6.3;6.6
73;Leeftijd: 15 tot 20 jaar;Gesubsidieerde instellingen;2007;38.7;12.4;13.1;13.5;14.0;14.6;15.6;17.8;8.0;8.3;8.4;8.6;8.7;9.0
74;Leeftijd: 15 tot 20 jaar;Gesubsidieerde instellingen;2008;41.1;13.8;14.4;15.0;15.4;15.9;16.9;19.7;9.3;9.6;9.8;10.0;10.1;10.4
75;Leeftijd: 15 tot 20 jaar;Gesubsidieerde instellingen;2009;43.5;15.4;16.1;16.5;17.0;17.5;18.5;20.2;10.1;10.4;10.5;10.7;10.8;11.1
76;Leeftijd: 15 tot 20 jaar;Overheid;2006;7.0;1.2;1.3;1.3;1.4;1.4;1.4;5.7;0.9;0.9;1.0;1.0;1.0;1.0
77;Leeftijd: 15 tot 20 jaar;Overheid;2007;7.5;1.4;1.4;1.5;1.5;1.5;1.6;6.1;1.1;1.1;1.1;1.1;1.1;1.2
78;Leeftijd: 15 tot 20 jaar;Overheid;2008;7.5;1.2;1.3;1.3;1.3;1.4;1.5;6.1;1.0;1.0;1.0;1.0;1.1;1.2
79;Leeftijd: 15 tot 20 jaar;Overheid;2009;8.5;1.9;1.9;2.0;2.0;2.1;2.2;6.8;1.5;1.6;1.6;1.6;1.6;1.8
80;Leeftijd: 20 tot 25 jaar;Totaal;2006;794.0;110.0;142.4;180.8;221.0;264.7;351.4;517.0;64.2;83.3;106.5;131.4;159.4;216.4
81;Leeftijd: 20 tot 25 jaar;Totaal;2007;819.8;118.7;153.0;192.3;235.1;280.6;371.0;542.8;72.5;92.6;116.5;142.8;171.9;231.4
82;Leeftijd: 20 tot 25 jaar;Totaal;2008;832.3;111.8;145.9;184.3;225.2;269.3;358.1;556.4;70.4;90.5;113.7;139.0;166.6;225.0
83;Leeftijd: 20 tot 25 jaar;Totaal;2009;811.9;118.1;152.4;191.4;229.7;271.5;357.3;528.7;71.0;90.8;114.0;137.3;162.8;218.3
84;Leeftijd: 20 tot 25 jaar;Particuliere bedrijven;2006;635.0;90.1;119.3;154.2;190.6;229.4;304.8;405.6;50.8;67.8;88.6;110.9;135.6;184.7
85;Leeftijd: 20 tot 25 jaar;Particuliere bedrijven;2007;654.6;94.7;125.8;161.6;200.6;240.9;320.1;426.1;55.7;73.6;95.2;118.9;144.5;196.2
86;Leeftijd: 20 tot 25 jaar;Particuliere bedrijven;2008;661.2;88.6;119.5;154.3;191.3;230.5;307.3;435.1;53.5;71.5;92.3;114.9;139.3;189.4
87;Leeftijd: 20 tot 25 jaar;Particuliere bedrijven;2009;633.2;93.1;124.0;159.3;193.6;230.5;303.2;403.8;53.0;70.5;91.3;111.9;134.1;180.6
88;Leeftijd: 20 tot 25 jaar;Gesubsidieerde instellingen;2006;105.1;13.9;16.4;19.4;22.5;26.1;34.7;68.0;9.3;11.0;13.0;15.0;17.4;23.2
89;Leeftijd: 20 tot 25 jaar;Gesubsidieerde instellingen;2007;109.6;17.4;20.1;23.0;26.1;29.9;38.5;72.6;12.2;14.0;16.0;17.9;20.5;26.2
90;Leeftijd: 20 tot 25 jaar;Gesubsidieerde instellingen;2008;114.2;17.7;20.4;23.4;26.5;30.2;39.4;76.8;12.8;14.6;16.7;18.7;21.1;27.4
91;Leeftijd: 20 tot 25 jaar;Gesubsidieerde instellingen;2009;121.1;19.2;22.2;25.2;28.3;32.0;42.0;80.4;13.7;15.7;17.7;19.6;22.1;28.9
92;Leeftijd: 20 tot 25 jaar;Overheid;2006;53.9;6.1;6.6;7.2;8.0;9.2;11.8;43.3;4.2;4.5;4.9;5.5;6.4;8.5
93;Leeftijd: 20 tot 25 jaar;Overheid;2007;55.5;6.5;7.1;7.7;8.5;9.7;12.4;44.1;4.7;5.0;5.4;6.0;6.9;8.9
94;Leeftijd: 20 tot 25 jaar;Overheid;2008;56.9;5.5;6.0;6.6;7.5;8.6;11.4;44.5;4.0;4.4;4.7;5.4;6.2;8.3
95;Leeftijd: 20 tot 25 jaar;Overheid;2009;57.6;5.7;6.2;6.9;7.8;9.0;12.1;44.6;4.3;4.7;5.1;5.8;6.6;8.9
96;Leeftijd: 25 tot 30 jaar;Totaal;2006;830.3;48.0;66.4;90.9;121.7;152.0;218.8;691.2;29.6;41.7;58.3;79.5;102.0;154.5
97;Leeftijd: 25 tot 30 jaar;Totaal;2007;850.1;52.3;72.3;98.4;130.8;161.8;229.6;711.6;33.3;46.6;64.6;87.1;110.2;164.0
98;Leeftijd: 25 tot 30 jaar;Totaal;2008;854.6;50.0;70.6;96.3;126.2;157.7;223.5;718.2;32.6;46.4;64.2;85.4;108.4;160.1
99;Leeftijd: 25 tot 30 jaar;Totaal;2009;840.0;53.6;75.1;102.1;130.1;161.3;226.7;700.1;33.9;48.2;67.0;87.3;110.0;160.9
100;Leeftijd: 25 tot 30 jaar;Particuliere bedrijven;2006;616.4;39.7;55.1;75.8;102.3;128.1;183.8;514.1;24.0;33.9;47.7;65.6;84.8;128.9
101;Leeftijd: 25 tot 30 jaar;Particuliere bedrijven;2007;631.9;42.5;59.7;81.7;110.0;136.6;193.1;530.7;26.6;37.7;52.7;72.2;92.0;137.1
102;Leeftijd: 25 tot 30 jaar;Particuliere bedrijven;2008;634.4;40.7;58.5;80.2;106.0;133.1;187.5;535.2;26.0;37.7;52.5;70.7;90.4;133.5
103;Leeftijd: 25 tot 30 jaar;Particuliere bedrijven;2009;613.9;43.5;61.7;84.6;108.5;135.3;189.1;513.3;26.7;38.5;54.2;71.5;90.9;133.1
104;Leeftijd: 25 tot 30 jaar;Gesubsidieerde instellingen;2006;117.2;5.8;8.4;11.9;15.6;19.2;27.8;91.9;3.9;5.8;8.5;11.2;13.9;20.2
105;Leeftijd: 25 tot 30 jaar;Gesubsidieerde instellingen;2007;119.6;6.9;9.6;13.2;16.7;20.4;29.2;94.0;4.8;6.7;9.5;12.1;14.7;21.3
106;Leeftijd: 25 tot 30 jaar;Gesubsidieerde instellingen;2008;120.9;6.8;9.4;12.9;16.5;20.1;29.0;95.6;4.9;6.7;9.4;12.1;14.7;21.3
107;Leeftijd: 25 tot 30 jaar;Gesubsidieerde instellingen;2009;125.5;7.7;10.7;14.4;17.8;21.5;30.5;98.5;5.5;7.7;10.6;13.1;15.7;22.4
108;Leeftijd: 25 tot 30 jaar;Overheid;2006;96.6;2.6;2.9;3.3;3.8;4.7;7.2;85.2;1.7;1.9;2.2;2.6;3.3;5.4
109;Leeftijd: 25 tot 30 jaar;Overheid;2007;98.5;2.8;3.1;3.5;4.0;4.8;7.3;86.8;1.9;2.1;2.4;2.8;3.5;5.5
110;Leeftijd: 25 tot 30 jaar;Overheid;2008;99.3;2.5;2.7;3.1;3.8;4.5;7.0;87.4;1.8;2.0;2.2;2.7;3.3;5.3
111;Leeftijd: 25 tot 30 jaar;Overheid;2009;100.6;2.4;2.6;3.0;3.7;4.6;7.1;88.3;1.7;1.9;2.2;2.7;3.4;5.5
112;Leeftijd: 30 tot 35 jaar;Totaal;2006;870.6;31.3;43.5;60.0;81.7;100.6;143.2;719.3;19.0;26.5;36.8;50.3;63.3;94.2
113;Leeftijd: 30 tot 35 jaar;Totaal;2007;850.8;32.1;44.9;61.6;83.6;102.8;145.2;707.3;20.1;28.2;39.2;53.2;66.6;98.0
114;Leeftijd: 30 tot 35 jaar;Totaal;2008;835.1;29.7;42.6;58.7;78.1;98.0;139.4;698.1;19.1;27.5;38.3;51.3;64.8;95.5
115;Leeftijd: 30 tot 35 jaar;Totaal;2009;814.9;30.8;43.5;59.6;76.3;95.7;136.8;680.1;19.6;27.8;38.7;50.3;63.8;93.9
116;Leeftijd: 30 tot 35 jaar;Particuliere bedrijven;2006;643.7;25.5;35.2;48.6;66.5;82.0;116.0;541.6;15.1;21.0;29.0;39.7;50.2;74.9
117;Leeftijd: 30 tot 35 jaar;Particuliere bedrijven;2007;625.8;25.6;36.2;49.7;68.3;84.3;118.7;530.0;15.7;22.3;30.8;42.3;53.5;79.1
118;Leeftijd: 30 tot 35 jaar;Particuliere bedrijven;2008;610.1;23.8;34.5;47.5;63.6;80.5;114.4;519.6;15.0;21.8;30.2;40.9;52.3;77.5
119;Leeftijd: 30 tot 35 jaar;Particuliere bedrijven;2009;585.8;24.4;34.7;47.7;61.4;77.6;111.9;498.5;15.0;21.5;30.1;39.6;50.7;75.9
120;Leeftijd: 30 tot 35 jaar;Gesubsidieerde instellingen;2006;121.1;4.2;6.5;9.5;12.9;15.8;22.8;87.8;2.9;4.5;6.6;9.2;11.2;16.2
121;Leeftijd: 30 tot 35 jaar;Gesubsidieerde instellingen;2007;119.8;5.0;7.1;10.1;13.2;15.9;22.5;87.9;3.5;4.9;7.2;9.4;11.3;16.0
122;Leeftijd: 30 tot 35 jaar;Gesubsidieerde instellingen;2008;119.1;4.5;6.6;9.5;12.4;15.1;21.3;88.4;3.2;4.6;6.8;8.9;10.8;15.3
123;Leeftijd: 30 tot 35 jaar;Gesubsidieerde instellingen;2009;121.7;5.2;7.4;10.3;13.0;15.7;21.4;90.4;3.7;5.2;7.4;9.4;11.4;15.3
124;Leeftijd: 30 tot 35 jaar;Overheid;2006;105.8;1.5;1.7;1.9;2.2;2.8;4.3;90.0;1.0;1.1;1.2;1.4;1.8;3.0
125;Leeftijd: 30 tot 35 jaar;Overheid;2007;105.2;1.5;1.6;1.8;2.1;2.6;3.9;89.4;1.0;1.1;1.2;1.4;1.7;2.8
126;Leeftijd: 30 tot 35 jaar;Overheid;2008;105.8;1.4;1.5;1.7;2.1;2.5;3.7;90.1;1.0;1.1;1.2;1.5;1.8;2.7
127;Leeftijd: 30 tot 35 jaar;Overheid;2009;107.5;1.2;1.4;1.6;1.9;2.3;3.5;91.3;0.9;1.0;1.2;1.4;1.7;2.6
128;Leeftijd: 35 tot 40 jaar;Totaal;2006;990.9;34.7;47.7;64.8;88.4;108.7;151.9;794.6;20.3;27.8;37.5;51.0;63.8;92.9
129;Leeftijd: 35 tot 40 jaar;Totaal;2007;999.7;36.3;50.3;68.1;92.9;114.1;158.1;806.0;21.9;30.2;40.9;55.3;69.0;99.2
130;Leeftijd: 35 tot 40 jaar;Totaal;2008;985.0;33.8;47.9;65.1;86.3;108.7;153.3;798.5;20.9;29.5;40.2;53.4;67.5;98.0
131;Leeftijd: 35 tot 40 jaar;Totaal;2009;935.4;32.8;46.1;62.4;79.7;100.4;143.4;757.4;20.2;28.3;38.6;49.8;63.2;91.8
132;Leeftijd: 35 tot 40 jaar;Particuliere bedrijven;2006;724.9;27.7;37.9;51.4;70.1;85.5;117.3;597.6;15.9;21.5;28.9;39.0;48.5;69.7
133;Leeftijd: 35 tot 40 jaar;Particuliere bedrijven;2007;735.6;28.5;39.7;53.8;74.2;90.8;124.3;609.2;16.8;23.3;31.5;42.9;53.4;76.3
134;Leeftijd: 35 tot 40 jaar;Particuliere bedrijven;2008;724.4;26.6;37.9;51.4;68.3;86.5;121.0;602.3;15.9;22.6;30.8;41.0;52.2;75.6
135;Leeftijd: 35 tot 40 jaar;Particuliere bedrijven;2009;679.5;25.1;35.5;48.3;61.7;78.0;112.4;564.6;14.7;20.9;28.7;37.2;47.4;70.2
136;Leeftijd: 35 tot 40 jaar;Gesubsidieerde instellingen;2006;148.4;5.0;7.8;11.1;15.5;19.8;29.3;100.9;3.2;5.0;7.2;10.3;13.1;19.8
137;Leeftijd: 35 tot 40 jaar;Gesubsidieerde instellingen;2007;146.8;5.9;8.6;12.1;16.2;20.3;29.2;100.9;3.9;5.6;8.0;10.8;13.6;19.8
138;Leeftijd: 35 tot 40 jaar;Gesubsidieerde instellingen;2008;143.6;5.6;8.2;11.6;15.6;19.4;28.1;100.2;3.9;5.6;8.0;10.8;13.4;19.5
139;Leeftijd: 35 tot 40 jaar;Gesubsidieerde instellingen;2009;140.5;6.2;9.0;12.3;15.9;19.8;27.2;98.3;4.4;6.3;8.6;11.1;14.0;19.0
140;Leeftijd: 35 tot 40 jaar;Overheid;2006;117.6;2.0;2.1;2.3;2.7;3.4;5.3;96.1;1.2;1.3;1.4;1.7;2.2;3.5
141;Leeftijd: 35 tot 40 jaar;Overheid;2007;117.3;1.8;2.0;2.2;2.5;3.0;4.6;96.0;1.2;1.3;1.4;1.6;2.0;3.1
142;Leeftijd: 35 tot 40 jaar;Overheid;2008;117.1;1.6;1.8;2.0;2.4;2.8;4.2;96.1;1.2;1.3;1.4;1.7;1.9;2.9
143;Leeftijd: 35 tot 40 jaar;Overheid;2009;115.4;1.4;1.5;1.8;2.1;2.6;3.8;94.5;1.0;1.1;1.3;1.5;1.8;2.6
144;Leeftijd: 40 tot 45 jaar;Totaal;2006;988.5;36.2;49.9;67.7;92.3;114.0;159.1;787.6;21.0;28.7;38.7;52.3;65.9;95.8
145;Leeftijd: 40 tot 45 jaar;Totaal;2007;1000.8;38.4;52.8;70.9;96.5;119.2;165.3;800.9;22.9;31.2;41.8;56.4;70.8;101.7
146;Leeftijd: 40 tot 45 jaar;Totaal;2008;1002.2;36.3;51.0;68.4;90.0;114.3;161.3;804.9;22.0;30.7;41.3;54.4;69.4;101.0
147;Leeftijd: 40 tot 45 jaar;Totaal;2009;989.3;36.1;50.2;67.3;85.4;108.0;155.0;793.0;21.8;30.1;40.6;52.0;66.2;96.6
148;Leeftijd: 40 tot 45 jaar;Particuliere bedrijven;2006;668.7;28.1;38.3;51.7;70.6;85.4;115.0;549.5;15.9;21.4;28.6;38.5;47.5;66.6
149;Leeftijd: 40 tot 45 jaar;Particuliere bedrijven;2007;688.5;29.4;40.6;54.2;74.6;90.8;122.2;568.1;17.0;23.3;31.1;42.2;52.2;73.1
150;Leeftijd: 40 tot 45 jaar;Particuliere bedrijven;2008;698.0;27.9;39.4;52.8;69.3;87.6;120.7;577.2;16.1;22.8;30.6;40.4;51.3;73.2
151;Leeftijd: 40 tot 45 jaar;Particuliere bedrijven;2009;691.0;27.1;37.8;50.8;64.3;80.9;115.8;570.4;15.4;21.5;29.2;37.5;47.5;69.7
152;Leeftijd: 40 tot 45 jaar;Gesubsidieerde instellingen;2006;177.9;5.7;9.0;13.2;18.4;24.4;37.5;122.3;3.6;5.7;8.3;11.8;15.8;24.9
153;Leeftijd: 40 tot 45 jaar;Gesubsidieerde instellingen;2007;175.2;6.7;9.8;14.0;18.8;24.7;37.2;121.0;4.3;6.3;9.0;12.1;16.1;24.8
154;Leeftijd: 40 tot 45 jaar;Gesubsidieerde instellingen;2008;171.4;6.3;9.4;13.2;17.9;23.2;35.4;119.5;4.3;6.3;8.9;12.0;15.7;24.2
155;Leeftijd: 40 tot 45 jaar;Gesubsidieerde instellingen;2009;169.8;7.3;10.5;14.3;18.6;24.0;34.6;118.0;5.1;7.2;9.8;12.7;16.6;23.8
156;Leeftijd: 40 tot 45 jaar;Overheid;2006;141.9;2.4;2.6;2.8;3.3;4.1;6.6;115.8;1.5;1.6;1.8;2.1;2.6;4.3
157;Leeftijd: 40 tot 45 jaar;Overheid;2007;137.1;2.3;2.5;2.7;3.1;3.8;5.9;111.7;1.6;1.6;1.8;2.0;2.5;3.9
158;Leeftijd: 40 tot 45 jaar;Overheid;2008;132.8;2.1;2.2;2.5;2.9;3.5;5.3;108.2;1.5;1.6;1.8;2.0;2.4;3.6
159;Leeftijd: 40 tot 45 jaar;Overheid;2009;128.5;1.7;1.9;2.1;2.5;3.1;4.7;104.6;1.3;1.4;1.6;1.8;2.1;3.2
