ID;Geslacht;Arbeidskenmerken;GeregistreerdWerkzoekendeBijUWV;Onderwijsvolgend;Persoonskenmerken;Uitkering;Perioden;Jongeren15Tot27Jaar_1
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2006;996100.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2007;1003200.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2008;1009400.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2009;1015000.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2010;1010100.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2011;1000100.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2012;994900.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2013;995400.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2014;1001000.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2015;1014500.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2016;1033300.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2017;1045000.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2018;1053100.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2019;1051900.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2020;1037800.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2021;1028800.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2022;1028500.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Totaal met of zonder uitkering;2023;1022600.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2005;18200.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2006;17700.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2007;20300.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2008;21000.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2009;23900.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2010;23400.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2011;22800.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2012;22000.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2013;22000.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2014;20900.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2015;16400.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2016;13100.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2017;12500.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2018;11700.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2019;10900.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2020;16700.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2021;15000.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2022;14700.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Met uitkering sociale zekerheid;2023;15700.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2005;970200.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2006;978400.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2007;982900.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2008;988500.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2009;991200.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2010;986600.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2011;977300.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2012;972900.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2013;973400.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2014;980100.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2015;998200.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2016;1020300.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2017;1032400.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2018;1041400.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2019;1041000.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2020;1021100.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2021;1013800.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2022;1013800.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;Zonder uitkering sociale zekerheid;2023;1006900.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2005;965800.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2006;966000.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2007;976000.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2008;993900.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2009;1008900.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2010;1030300.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2011;1047200.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2012;1056200.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2013;1062100.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2014;1068700.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2015;1067300.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2016;1066000.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2017;1068900.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2018;1077300.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2019;1092400.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2020;1103100.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2021;1126500.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2022;1159100.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Totaal met of zonder uitkering;2023;1180100.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2005;73400.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2006;65300.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2007;64700.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2008;64900.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2009;83800.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2010;88100.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2011;91200.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2012;98000.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2013;107400.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2014;102900.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2015;99400.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2016;94700.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2017;85000.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2018;73700.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2019;65500.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2020;94500.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2021;70800.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2022;62000.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Met uitkering sociale zekerheid;2023;64400.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2005;892400.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2006;900700.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2007;911300.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2008;929000.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2009;925100.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2010;942200.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2011;956000.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2012;958200.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2013;954700.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2014;965700.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2015;967900.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2016;971300.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2017;983800.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2018;1003600.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2019;1026900.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2020;1008600.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2021;1055700.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2022;1097100.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;Zonder uitkering sociale zekerheid;2023;1115700.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2005;1954200.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2006;1962100.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2007;1979200.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2008;2003300.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2009;2023900.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2010;2040300.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2011;2047300.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2012;2051100.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2013;2057500.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2014;2069600.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2015;2081900.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2016;2099400.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2017;2113900.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2018;2130400.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2019;2144200.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2020;2140900.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2021;2155400.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2022;2187700.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Totaal met of zonder uitkering;2023;2202600.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Met uitkering sociale zekerheid;2005;91600.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Met uitkering sociale zekerheid;2006;83000.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Met uitkering sociale zekerheid;2007;85000.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Met uitkering sociale zekerheid;2008;85800.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Met uitkering sociale zekerheid;2009;107600.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Leeftijd: 15 tot 25  jaar;Met uitkering sociale zekerheid;2010;111500.0
