ID;Geslacht;Leeftijd;Herkomstland;GeboortelandOuders;DuurVanDeUitkeringssituatie;Perioden;PersonenVanWieBijstandIsBeeindigd_1
99;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;Totaal;2015;80120.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;Totaal;2016;75000.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;Totaal;2017;70350.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;Totaal;2018;62620.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;Totaal;2019;53250.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;Totaal;2020;49520.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;Totaal;2021;54610.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;Totaal;2022;45120.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;Totaal;2023;38140.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2012;26860.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2013;29670.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2014;30530.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2015;26140.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2016;24080.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2017;20220.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2018;16580.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2019;14200.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2020;18730.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2021;15500.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2022;10410.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;0 tot 6 maanden;2023;9490.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2012;15370.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2013;16720.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2014;19140.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2015;17630.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2016;15800.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2017;13770.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2018;10950.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2019;9020.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2020;8340.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2021;10740.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2022;6810.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;6 tot 12 maanden;2023;6100.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2012;9250.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2013;14580.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2014;15730.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2015;17370.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2016;14920.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2017;13960.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2018;11850.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2019;9380.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2020;7150.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2021;10520.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2022;8770.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;1 tot 2 jaar;2023;6210.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2012;4550.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2013;4110.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2014;7030.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2015;7490.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2016;7790.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2017;7460.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2018;6840.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2019;5320.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2020;3780.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2021;4470.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2022;5010.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;2 tot 3 jaar;2023;3960.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2012;2250.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2013;2270.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2014;2520.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2015;4420.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2016;4300.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2017;4820.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2018;4500.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2019;3790.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2020;2460.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2021;2840.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2022;3020.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;3 tot 4 jaar;2023;2680.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2012;1190.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2013;1320.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2014;1560.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2015;1830.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2016;2840.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2017;3170.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2018;3350.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2019;2900.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2020;1970.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2021;2110.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2022;2110.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;4 tot 5 jaar;2023;1760.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2012;6140.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2013;4850.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2014;4700.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2015;5240.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2016;5280.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2017;6960.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2018;8550.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2019;8650.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2020;7090.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2021;8430.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2022;8990.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Geboren in Nederland;5 jaar of langer;2023;7940.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2012;43960.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2013;43600.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2014;45810.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2015;45810.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2016;44920.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2017;47750.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2018;50990.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2019;46730.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2020;36000.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2021;43420.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2022;38440.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;Totaal;2023;34420.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2012;12910.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2013;12020.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2014;12050.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2015;10900.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2016;10760.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2017;10220.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2018;9440.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2019;8330.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2020;9750.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2021;9540.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2022;6840.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;0 tot 6 maanden;2023;6610.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2012;9320.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2013;8660.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2014;9730.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2015;9050.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2016;8550.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2017;8110.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2018;7020.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2019;6280.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2020;5030.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2021;7310.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2022;5350.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;6 tot 12 maanden;2023;4880.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2012;7360.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2013;10210.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2014;9310.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2015;9990.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2016;9220.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2017;10120.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2018;10870.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2019;8200.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2020;5300.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2021;7930.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2022;7270.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;1 tot 2 jaar;2023;6160.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2012;4170.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2013;3890.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2014;5600.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2015;5100.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2016;5420.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2017;6350.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2018;8130.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2019;7540.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2020;3850.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2021;4170.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2022;4430.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;2 tot 3 jaar;2023;4060.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;3 tot 4 jaar;2012;2480.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;3 tot 4 jaar;2013;2380.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;3 tot 4 jaar;2014;2530.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;3 tot 4 jaar;2015;3540.0
256;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;3 tot 4 jaar;2016;3140.0
257;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;3 tot 4 jaar;2017;3910.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;3 tot 4 jaar;2018;4900.0
259;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;3 tot 4 jaar;2019;5240.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;3 tot 4 jaar;2020;3520.0
261;Totaal mannen en vrouwen;Totaal;Totaal;Geboren buiten Nederland;3 tot 4 jaar;2021;3420.0
