ID;Geslacht;Leeftijden;TypeZorg;Inkomensgroepen;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
46;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;7;2009;10680;0.8;1097;103;0.8
47;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;7;2010;9965;0.74;1075;108;0.8
48;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;8;2009;7945;0.58;815;103;0.6
49;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;8;2010;7245;0.53;767;106;0.5
50;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;9;2009;5870;0.42;600;102;0.4
51;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;9;2010;5070;0.36;531;105;0.3
52;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;10e 10%-inkomensgroep (hoog inkomen);2009;4135;0.3;424;102;0.3
53;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;10e 10%-inkomensgroep (hoog inkomen);2010;3565;0.26;376;106;0.2
54;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;1e 20%-inkomensgroep (laag inkomen);2009;93450;3.78;11615;124;4.7
55;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;1e 20%-inkomensgroep (laag inkomen);2010;84555;3.43;10626;126;4.3
56;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;2e 20%-inkomensgroep;2009;86925;3.44;10524;121;4.1
57;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;2e 20%-inkomensgroep;2010;97485;3.78;12141;125;4.7
58;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;3e 20%-inkomensgroep;2009;34535;1.34;3825;111;1.4
59;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;3e 20%-inkomensgroep;2010;34440;1.33;3927;114;1.5
60;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;4e 20%-inkomensgroep;2009;18625;0.69;1912;103;0.7
61;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;4e 20%-inkomensgroep;2010;17210;0.64;1842;107;0.6
62;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;5e 20%-inkomensgroep (hoog inkomen);2009;10005;0.36;1023;102;0.3
63;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;5e 20%-inkomensgroep (hoog inkomen);2010;8635;0.31;907;105;0.3
64;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;0;2009;80775;0.62;7040;87;0.5
65;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;0;2010;94740;0.72;7909;83;0.6
66;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;1;2009;5135;0.43;467;91;0.3
67;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;1;2010;4730;0.39;374;79;0.3
68;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;2;2009;15625;1.23;1567;100;1.2
69;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;2;2010;16305;1.29;1531;94;1.2
70;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;3;2009;13820;1.09;1342;97;1.0
71;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;3;2010;18810;1.45;1721;92;1.3
72;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;4;2009;9770;0.78;795;81;0.6
73;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;4;2010;12645;0.99;1034;82;0.8
74;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;5;2009;7650;0.6;635;83;0.5
75;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;5;2010;9365;0.73;722;77;0.5
76;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;6;2009;6685;0.52;519;78;0.4
77;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;6;2010;7905;0.61;607;77;0.4
78;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;7;2009;6285;0.47;489;78;0.3
79;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;7;2010;7290;0.54;546;75;0.4
80;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;8;2009;5480;0.4;413;75;0.3
81;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;8;2010;6310;0.46;473;75;0.3
82;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;9;2009;5105;0.37;379;74;0.2
83;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;9;2010;5790;0.41;428;74;0.3
84;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;10e 10%-inkomensgroep (hoog inkomen);2009;5215;0.38;434;83;0.3
85;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;10e 10%-inkomensgroep (hoog inkomen);2010;5595;0.4;474;85;0.3
86;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;1e 20%-inkomensgroep (laag inkomen);2009;20765;0.84;2034;98;0.8
87;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;1e 20%-inkomensgroep (laag inkomen);2010;21035;0.85;1905;91;0.7
88;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;2e 20%-inkomensgroep;2009;23590;0.93;2137;91;0.8
89;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;2e 20%-inkomensgroep;2010;31450;1.22;2755;88;1.0
90;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;3e 20%-inkomensgroep;2009;14335;0.56;1155;81;0.4
91;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;3e 20%-inkomensgroep;2010;17270;0.67;1329;77;0.5
92;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;4e 20%-inkomensgroep;2009;11765;0.44;902;77;0.3
93;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;4e 20%-inkomensgroep;2010;13600;0.5;1019;75;0.3
94;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;5e 20%-inkomensgroep (hoog inkomen);2009;10320;0.37;813;79;0.2
95;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;5e 20%-inkomensgroep (hoog inkomen);2010;11385;0.41;901;79;0.3
96;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;0;2009;41205;0.32;719;17;0.0
97;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;0;2010;37405;0.28;638;17;0.0
98;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;1;2009;3425;0.28;93;27;0.0
99;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;1;2010;2445;0.2;50;20;0.0
100;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;2;2009;6735;0.53;144;21;0.1
101;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;2;2010;5570;0.44;116;21;0.0
102;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;3;2009;5905;0.46;102;17;0.0
103;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;3;2010;5945;0.46;109;18;0.0
104;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;4;2009;4700;0.37;79;17;0.0
105;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;4;2010;4690;0.37;78;17;0.0
106;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;5;2009;4160;0.33;63;15;0.0
107;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;5;2010;3745;0.29;60;16;0.0
108;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;6;2009;3770;0.29;55;15;0.0
109;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;6;2010;3565;0.27;54;15;0.0
110;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;7;2009;3430;0.26;47;14;0.0
111;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;7;2010;3210;0.24;47;15;0.0
112;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;8;2009;3230;0.24;49;15;0.0
113;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;8;2010;2940;0.21;45;15;0.0
114;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;9;2009;2970;0.21;42;14;0.0
115;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;9;2010;2645;0.19;37;14;0.0
116;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;10e 10%-inkomensgroep (hoog inkomen);2009;2890;0.21;46;16;0.0
117;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;10e 10%-inkomensgroep (hoog inkomen);2010;2655;0.19;41;15;0.0
118;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;1e 20%-inkomensgroep (laag inkomen);2009;10155;0.41;237;23;0.1
119;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;1e 20%-inkomensgroep (laag inkomen);2010;8015;0.32;166;21;0.0
120;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;2e 20%-inkomensgroep;2009;10605;0.42;181;17;0.0
121;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;2e 20%-inkomensgroep;2010;10635;0.41;187;18;0.0
122;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;3e 20%-inkomensgroep;2009;7930;0.31;118;15;0.0
123;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;3e 20%-inkomensgroep;2010;7310;0.28;115;16;0.0
124;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;4e 20%-inkomensgroep;2009;6655;0.25;95;14;0.0
125;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;4e 20%-inkomensgroep;2010;6155;0.23;92;15;0.0
126;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;5e 20%-inkomensgroep (hoog inkomen);2009;5860;0.21;88;15;0.0
127;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;5e 20%-inkomensgroep (hoog inkomen);2010;5300;0.19;78;15;0.0
128;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;0;2009;98100;0.75;24419;249;1.8
129;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;0;2010;107350;0.82;28174;262;2.1
130;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;1;2009;6185;0.51;1532;248;1.2
131;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;1;2010;5210;0.43;1319;253;1.1
132;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;2;2009;30515;2.41;7907;259;6.2
133;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;2;2010;29015;2.3;7923;273;6.2
134;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;3;2009;23925;1.88;5968;249;4.7
135;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;3;2010;29960;2.31;7946;265;6.1
136;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;4;2009;13255;1.05;3249;245;2.5
137;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;4;2010;16850;1.32;4363;259;3.4
138;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;5;2009;7875;0.62;1878;239;1.4
139;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;5;2010;8950;0.7;2247;251;1.7
140;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;6;2009;5300;0.41;1258;237;0.9
141;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;6;2010;5850;0.45;1495;255;1.1
142;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;7;2009;3990;0.3;957;240;0.7
143;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;7;2010;4285;0.32;1076;251;0.8
144;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;8;2009;2915;0.21;678;232;0.5
145;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;8;2010;3120;0.23;771;247;0.5
146;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;9;2009;2365;0.17;551;233;0.3
147;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;9;2010;2320;0.17;575;248;0.4
148;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;10e 10%-inkomensgroep (hoog inkomen);2009;1780;0.13;440;248;0.3
149;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;10e 10%-inkomensgroep (hoog inkomen);2010;1790;0.13;460;257;0.3
150;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;1e 20%-inkomensgroep (laag inkomen);2009;36700;1.48;9439;257;3.8
151;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;1e 20%-inkomensgroep (laag inkomen);2010;34225;1.39;9242;270;3.7
152;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;2e 20%-inkomensgroep;2009;37180;1.47;9217;248;3.6
153;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;2e 20%-inkomensgroep;2010;46810;1.82;12309;263;4.7
154;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;3e 20%-inkomensgroep;2009;13170;0.51;3136;238;1.2
155;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;3e 20%-inkomensgroep;2010;14805;0.57;3742;253;1.4
156;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;4e 20%-inkomensgroep;2009;6905;0.26;1635;237;0.6
157;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;4e 20%-inkomensgroep;2010;7405;0.27;1846;249;0.6
158;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;5e 20%-inkomensgroep (hoog inkomen);2009;4140;0.15;992;239;0.3
159;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;5e 20%-inkomensgroep (hoog inkomen);2010;4110;0.15;1035;252;0.3
160;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;0;2009;11585;0.09;1750;151;0.1
161;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;0;2010;9995;0.08;1557;156;0.1
162;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;1;2009;915;0.08;142;155;0.1
163;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;1;2010;700;0.06;109;156;0.0
164;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;2;2009;3520;0.28;568;161;0.4
165;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;2;2010;2820;0.22;470;167;0.3
166;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;3;2009;2640;0.21;407;154;0.3
167;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;3;2010;2420;0.19;394;163;0.3
168;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;4;2009;1540;0.12;230;149;0.1
169;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;4;2010;1525;0.12;235;154;0.1
170;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;5;2009;955;0.08;135;141;0.1
171;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;5;2010;870;0.07;126;145;0.1
172;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;6;2009;685;0.05;94;137;0.0
173;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;6;2010;580;0.04;79;136;0.0
174;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;7;2009;485;0.04;65;133;0.0
175;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;7;2010;440;0.03;59;133;0.0
176;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;8;2009;355;0.03;45;128;0.0
177;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;8;2010;305;0.02;40;133;0.0
178;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;9;2009;290;0.02;38;132;0.0
179;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;9;2010;200;0.01;25;127;0.0
180;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;10e 10%-inkomensgroep (hoog inkomen);2009;195;0.01;25;130;0.0
181;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;10e 10%-inkomensgroep (hoog inkomen);2010;135;0.01;18;135;0.0
182;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;1e 20%-inkomensgroep (laag inkomen);2009;4435;0.18;710;160;0.2
183;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;1e 20%-inkomensgroep (laag inkomen);2010;3520;0.14;580;165;0.2
184;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;2e 20%-inkomensgroep;2009;4185;0.17;637;152;0.2
185;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;2e 20%-inkomensgroep;2010;3945;0.15;630;160;0.2
186;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;3e 20%-inkomensgroep;2009;1640;0.06;229;140;0.0
187;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;3e 20%-inkomensgroep;2010;1450;0.06;204;141;0.0
188;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;4e 20%-inkomensgroep;2009;840;0.03;110;131;0.0
189;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;4e 20%-inkomensgroep;2010;745;0.03;99;133;0.0
190;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;5e 20%-inkomensgroep (hoog inkomen);2009;485;0.02;64;131;0.0
191;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;5e 20%-inkomensgroep (hoog inkomen);2010;335;0.01;44;130;0.0
192;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;0;2009;67345;0.52;8685;129;0.6
193;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;0;2010;67080;0.51;8911;133;0.6
194;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;1;2009;4030;0.33;565;140;0.4
195;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;1;2010;3340;0.28;480;144;0.4
196;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;2;2009;12530;0.99;1761;141;1.3
197;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;2;2010;10875;0.86;1614;148;1.2
198;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;3;2009;11165;0.88;1379;123;1.0
199;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;3;2010;12370;0.95;1653;134;1.2
200;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;4;2009;8000;0.64;976;122;0.7
201;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;4;2010;8810;0.69;1125;128;0.8
202;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;5;2009;6440;0.51;772;120;0.6
203;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;5;2010;6655;0.52;801;120;0.6
204;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;6;2009;5530;0.43;654;118;0.5
205;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;6;2010;5765;0.44;721;125;0.5
206;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;7;2009;5285;0.4;647;122;0.4
207;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;7;2010;5355;0.4;654;122;0.4
208;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;8;2009;4820;0.35;590;122;0.4
209;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;8;2010;4785;0.35;610;128;0.4
210;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;9;2009;4510;0.32;583;129;0.4
211;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;9;2010;4395;0.31;553;126;0.3
212;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;10e 10%-inkomensgroep (hoog inkomen);2009;5040;0.36;758;150;0.5
213;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;10e 10%-inkomensgroep (hoog inkomen);2010;4735;0.34;700;148;0.5
214;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;1e 20%-inkomensgroep (laag inkomen);2009;16555;0.67;2326;141;0.9
215;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;1e 20%-inkomensgroep (laag inkomen);2010;14215;0.58;2094;147;0.8
216;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;2e 20%-inkomensgroep;2009;19165;0.76;2354;123;0.9
217;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;2e 20%-inkomensgroep;2010;21175;0.82;2778;131;1.0
218;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;3e 20%-inkomensgroep;2009;11970;0.47;1426;119;0.5
219;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;3e 20%-inkomensgroep;2010;12420;0.48;1522;123;0.5
220;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;4e 20%-inkomensgroep;2009;10105;0.37;1237;122;0.4
221;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;4e 20%-inkomensgroep;2010;10145;0.37;1265;125;0.4
222;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;5e 20%-inkomensgroep (hoog inkomen);2009;9555;0.34;1341;140;0.4
223;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;5e 20%-inkomensgroep (hoog inkomen);2010;9130;0.33;1252;137;0.4
224;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;0;2009;78340;0.6;27681;353;2.1
225;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;0;2010;70260;0.53;25094;357;1.9
226;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;1;2009;5100;0.42;1743;342;1.4
227;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;1;2010;3350;0.28;1142;341;0.9
228;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;2;2009;24485;1.93;8930;365;7.0
229;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;2;2010;19050;1.51;7018;368;5.5
230;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;3;2009;18525;1.46;6476;350;5.1
231;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;3;2010;19060;1.47;6793;356;5.2
