ID;Geslacht;Leeftijd;Afstudeerrichting;Herkomstgroepering;Peilmoment;Arbeidsmarktposities;Perioden;AfgestudeerdenHogerOnderwijs_1;AfgestudeerdenTotaal_2;AfgestudeerdenBachelor_3;AfgestudeerdenMasterVervolgopleiding_4;AfgestudeerdenTotaal_5;AfgestudeerdenBachelor_6;AfgestudeerdenDoctoraalMaster_7;AfgestudeerdenVervolgopleiding_8
87;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;7;Cohort 2007/'08;;;;;;;;
88;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;8;Cohort 2004/'05;220.0;140.0;140.0;0.0;80.0;10.0;70.0;10.0
89;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;8;Cohort 2005/'06;160.0;100.0;100.0;0.0;50.0;10.0;40.0;0.0
90;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;8;Cohort 2006/'07;200.0;130.0;130.0;0.0;70.0;0.0;70.0;0.0
91;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;8;Cohort 2007/'08;;;;;;;;
92;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;9;Cohort 2004/'05;180.0;110.0;110.0;0.0;70.0;10.0;50.0;0.0
93;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;9;Cohort 2005/'06;90.0;50.0;50.0;0.0;50.0;10.0;40.0;0.0
94;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;9;Cohort 2006/'07;100.0;60.0;60.0;0.0;40.0;10.0;30.0;0.0
95;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;9;Cohort 2007/'08;;;;;;;;
96;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Andere uitkering;Cohort 2004/'05;490.0;370.0;350.0;10.0;130.0;20.0;100.0;10.0
97;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Andere uitkering;Cohort 2005/'06;440.0;360.0;340.0;20.0;80.0;10.0;60.0;10.0
98;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Andere uitkering;Cohort 2006/'07;500.0;380.0;360.0;20.0;120.0;20.0;90.0;10.0
99;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Andere uitkering;Cohort 2007/'08;;;;;;;;
100;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Doorstuderende afgestudeerden;Cohort 2004/'05;190.0;140.0;140.0;0.0;50.0;30.0;20.0;10.0
101;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Doorstuderende afgestudeerden;Cohort 2005/'06;250.0;180.0;180.0;0.0;60.0;40.0;20.0;0.0
102;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Doorstuderende afgestudeerden;Cohort 2006/'07;240.0;160.0;160.0;0.0;80.0;40.0;30.0;0.0
103;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Doorstuderende afgestudeerden;Cohort 2007/'08;;;;;;;;
104;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Overige afgestudeerden;Cohort 2004/'05;3780.0;2160.0;2070.0;90.0;1630.0;130.0;1400.0;100.0
105;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Overige afgestudeerden;Cohort 2005/'06;3750.0;2000.0;1950.0;50.0;1750.0;210.0;1450.0;100.0
106;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Overige afgestudeerden;Cohort 2006/'07;3840.0;1980.0;1920.0;60.0;1860.0;250.0;1520.0;90.0
107;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Overige afgestudeerden;Cohort 2007/'08;;;;;;;;
108;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Emigratie/sterfte;Cohort 2004/'05;1660.0;870.0;830.0;40.0;790.0;70.0;670.0;60.0
109;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Emigratie/sterfte;Cohort 2005/'06;1870.0;980.0;940.0;40.0;900.0;90.0;750.0;50.0
110;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Emigratie/sterfte;Cohort 2006/'07;1950.0;890.0;850.0;40.0;1050.0;120.0;880.0;60.0
111;Totaal mannen en vrouwen;0;0;0;Één jaar na afstuderen;Emigratie/sterfte;Cohort 2007/'08;;;;;;;;
112;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;0;Cohort 2004/'05;55180.0;33060.0;32480.0;580.0;22120.0;800.0;18980.0;2340.0
113;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;0;Cohort 2005/'06;58760.0;34180.0;33570.0;610.0;24580.0;1190.0;20930.0;2470.0
114;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;0;Cohort 2006/'07;;;;;;;;
115;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;0;Cohort 2007/'08;;;;;;;;
116;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;1;Cohort 2004/'05;49320.0;29830.0;29360.0;460.0;19490.0;570.0;16760.0;2160.0
117;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;1;Cohort 2005/'06;52400.0;30740.0;30240.0;500.0;21660.0;850.0;18530.0;2290.0
118;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;1;Cohort 2006/'07;;;;;;;;
119;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;1;Cohort 2007/'08;;;;;;;;
120;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;2;Cohort 2004/'05;47710.0;28740.0;28360.0;380.0;18970.0;530.0;16430.0;2010.0
121;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;2;Cohort 2005/'06;50530.0;29490.0;29090.0;410.0;21040.0;800.0;18130.0;2110.0
122;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;2;Cohort 2006/'07;;;;;;;;
123;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;2;Cohort 2007/'08;;;;;;;;
124;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;3;Cohort 2004/'05;32750.0;18370.0;18240.0;130.0;14380.0;300.0;12480.0;1590.0
125;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;3;Cohort 2005/'06;35570.0;19550.0;19370.0;180.0;16020.0;470.0;13880.0;1670.0
126;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;3;Cohort 2006/'07;;;;;;;;
127;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;3;Cohort 2007/'08;;;;;;;;
128;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;4;Cohort 2004/'05;14960.0;10360.0;10120.0;250.0;4590.0;230.0;3950.0;410.0
129;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;4;Cohort 2005/'06;14970.0;9950.0;9720.0;230.0;5020.0;330.0;4250.0;440.0
130;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;4;Cohort 2006/'07;;;;;;;;
131;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;4;Cohort 2007/'08;;;;;;;;
132;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;5;Cohort 2004/'05;1610.0;1090.0;1010.0;80.0;520.0;40.0;330.0;150.0
133;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;5;Cohort 2005/'06;1870.0;1250.0;1160.0;90.0;620.0;40.0;400.0;180.0
134;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;5;Cohort 2006/'07;;;;;;;;
135;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;5;Cohort 2007/'08;;;;;;;;
136;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;6;Cohort 2004/'05;730.0;500.0;480.0;20.0;230.0;20.0;190.0;20.0
137;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;6;Cohort 2005/'06;770.0;540.0;520.0;20.0;230.0;40.0;180.0;20.0
138;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;6;Cohort 2006/'07;;;;;;;;
139;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;6;Cohort 2007/'08;;;;;;;;
140;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;7;Cohort 2004/'05;110.0;80.0;80.0;0.0;30.0;10.0;20.0;10.0
141;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;7;Cohort 2005/'06;100.0;60.0;60.0;0.0;40.0;10.0;30.0;0.0
142;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;7;Cohort 2006/'07;;;;;;;;
143;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;7;Cohort 2007/'08;;;;;;;;
144;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;8;Cohort 2004/'05;170.0;100.0;100.0;0.0;70.0;0.0;60.0;10.0
145;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;8;Cohort 2005/'06;180.0;130.0;120.0;10.0;60.0;0.0;50.0;0.0
146;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;8;Cohort 2006/'07;;;;;;;;
147;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;8;Cohort 2007/'08;;;;;;;;
148;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;9;Cohort 2004/'05;90.0;50.0;50.0;0.0;40.0;0.0;30.0;0.0
149;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;9;Cohort 2005/'06;80.0;50.0;50.0;0.0;40.0;10.0;30.0;0.0
150;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;9;Cohort 2006/'07;;;;;;;;
151;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;9;Cohort 2007/'08;;;;;;;;
152;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Andere uitkering;Cohort 2004/'05;360.0;270.0;250.0;20.0;100.0;10.0;90.0;0.0
153;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Andere uitkering;Cohort 2005/'06;400.0;300.0;290.0;10.0;90.0;20.0;70.0;10.0
154;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Andere uitkering;Cohort 2006/'07;;;;;;;;
155;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Andere uitkering;Cohort 2007/'08;;;;;;;;
156;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Doorstuderende afgestudeerden;Cohort 2004/'05;360.0;240.0;240.0;0.0;120.0;40.0;70.0;10.0
157;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Doorstuderende afgestudeerden;Cohort 2005/'06;360.0;240.0;240.0;0.0;120.0;50.0;60.0;10.0
158;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Doorstuderende afgestudeerden;Cohort 2006/'07;;;;;;;;
159;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Doorstuderende afgestudeerden;Cohort 2007/'08;;;;;;;;
160;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Overige afgestudeerden;Cohort 2004/'05;2410.0;1250.0;1210.0;40.0;1170.0;100.0;990.0;70.0
161;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Overige afgestudeerden;Cohort 2005/'06;2640.0;1370.0;1330.0;40.0;1270.0;140.0;1050.0;70.0
162;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Overige afgestudeerden;Cohort 2006/'07;;;;;;;;
163;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Overige afgestudeerden;Cohort 2007/'08;;;;;;;;
164;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Emigratie/sterfte;Cohort 2004/'05;2370.0;1250.0;1190.0;60.0;1120.0;80.0;960.0;80.0
165;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Emigratie/sterfte;Cohort 2005/'06;2590.0;1300.0;1240.0;50.0;1300.0;110.0;1110.0;80.0
166;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Emigratie/sterfte;Cohort 2006/'07;;;;;;;;
167;Totaal mannen en vrouwen;0;0;0;Twee jaar na afstuderen;Emigratie/sterfte;Cohort 2007/'08;;;;;;;;
168;Totaal mannen en vrouwen;0;0;0;Drie jaar na afstuderen;0;Cohort 2004/'05;55180.0;33060.0;32480.0;580.0;22120.0;800.0;18980.0;2340.0
169;Totaal mannen en vrouwen;0;0;0;Drie jaar na afstuderen;0;Cohort 2005/'06;;;;;;;;
170;Totaal mannen en vrouwen;0;0;0;Drie jaar na afstuderen;0;Cohort 2006/'07;;;;;;;;
171;Totaal mannen en vrouwen;0;0;0;Drie jaar na afstuderen;0;Cohort 2007/'08;;;;;;;;
172;Totaal mannen en vrouwen;0;0;0;Drie jaar na afstuderen;1;Cohort 2004/'05;49180.0;29830.0;29370.0;460.0;19350.0;580.0;16620.0;2160.0
173;Totaal mannen en vrouwen;0;0;0;Drie jaar na afstuderen;1;Cohort 2005/'06;;;;;;;;
174;Totaal mannen en vrouwen;0;0;0;Drie jaar na afstuderen;1;Cohort 2006/'07;;;;;;;;
175;Totaal mannen en vrouwen;0;0;0;Drie jaar na afstuderen;1;Cohort 2007/'08;;;;;;;;
176;Totaal mannen en vrouwen;0;0;0;Drie jaar na afstuderen;2;Cohort 2004/'05;47270.0;28560.0;28200.0;370.0;18700.0;540.0;16210.0;1960.0
177;Totaal mannen en vrouwen;0;0;0;Drie jaar na afstuderen;2;Cohort 2005/'06;;;;;;;;
