ID;Geslacht;Migratieachtergrond;Generatie;Regiokenmerken;Perioden;TotaalDeelnemersVavo_1;VavoDeelnemersVmboT_2;VavoDeelnemersHavo_3;VavoDeelnemersVwo_4
26;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Nederland (LD);2016/'17;1256.0;118.0;806.0;332.0
27;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Nederland (LD);2017/'18;1312.0;154.0;811.0;347.0
28;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Nederland (LD);2018/'19;1425.0;164.0;894.0;367.0
29;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Nederland (LD);2019/'20;1317.0;179.0;755.0;383.0
30;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Nederland (LD);2020/'21;778.0;77.0;505.0;196.0
31;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Nederland (LD);2021/'22;996.0;94.0;604.0;298.0
32;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2006/'07;2876.0;773.0;1508.0;595.0
33;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2007/'08;3353.0;738.0;1902.0;713.0
34;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2008/'09;3846.0;658.0;2381.0;807.0
35;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2009/'10;4148.0;770.0;2372.0;1006.0
36;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2010/'11;3580.0;619.0;2146.0;815.0
37;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2011/'12;3051.0;524.0;1873.0;654.0
38;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2012/'13;2995.0;540.0;1706.0;749.0
39;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2013/'14;2987.0;543.0;1750.0;694.0
40;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2014/'15;3064.0;516.0;1816.0;732.0
41;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2015/'16;3528.0;575.0;2106.0;847.0
42;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2016/'17;3824.0;639.0;2259.0;926.0
43;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2017/'18;3942.0;696.0;2249.0;997.0
44;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2018/'19;3752.0;642.0;2112.0;998.0
45;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2019/'20;3687.0;642.0;1997.0;1048.0
46;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2020/'21;2436.0;389.0;1407.0;640.0
47;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2021/'22;3007.0;438.0;1710.0;859.0
48;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2006/'07;6654.0;1503.0;3575.0;1576.0
49;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2007/'08;6751.0;1477.0;3652.0;1622.0
50;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2008/'09;7879.0;1283.0;4747.0;1849.0
51;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2009/'10;8277.0;1253.0;4540.0;2484.0
52;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2010/'11;7593.0;1137.0;4499.0;1957.0
53;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2011/'12;7056.0;1099.0;4156.0;1801.0
54;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2012/'13;6776.0;1107.0;3798.0;1871.0
55;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2013/'14;6949.0;1227.0;4008.0;1714.0
56;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2014/'15;7043.0;1208.0;3930.0;1905.0
57;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2015/'16;7859.0;1294.0;4454.0;2111.0
58;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2016/'17;8010.0;1247.0;4685.0;2078.0
59;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2017/'18;8199.0;1346.0;4695.0;2158.0
60;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2018/'19;7979.0;1164.0;4625.0;2190.0
61;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2019/'20;7613.0;1080.0;4273.0;2260.0
62;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2020/'21;4781.0;585.0;2949.0;1247.0
63;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2021/'22;5940.0;615.0;3518.0;1807.0
64;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2006/'07;1717.0;338.0;1077.0;302.0
65;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2007/'08;2070.0;406.0;1209.0;455.0
66;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2008/'09;2469.0;408.0;1589.0;472.0
67;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2009/'10;2895.0;402.0;1674.0;819.0
68;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2010/'11;2771.0;400.0;1662.0;709.0
69;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2011/'12;2466.0;421.0;1456.0;589.0
70;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2012/'13;2396.0;406.0;1342.0;648.0
71;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2013/'14;2494.0;454.0;1502.0;538.0
72;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2014/'15;2663.0;468.0;1577.0;618.0
73;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2015/'16;2928.0;501.0;1802.0;625.0
74;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2016/'17;3110.0;502.0;1824.0;784.0
75;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2017/'18;3178.0;521.0;1877.0;780.0
76;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2018/'19;2987.0;465.0;1733.0;789.0
77;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2019/'20;2869.0;423.0;1712.0;734.0
78;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2020/'21;1830.0;276.0;1143.0;411.0
79;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2021/'22;2266.0;293.0;1370.0;603.0
80;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2006/'07;50.0;14.0;31.0;5.0
81;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2007/'08;58.0;15.0;36.0;7.0
82;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2008/'09;57.0;17.0;29.0;11.0
83;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2009/'10;66.0;22.0;29.0;15.0
84;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2010/'11;52.0;17.0;25.0;10.0
85;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2011/'12;25.0;11.0;9.0;5.0
86;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2012/'13;22.0;8.0;11.0;3.0
87;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2013/'14;44.0;8.0;26.0;10.0
88;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2014/'15;39.0;4.0;26.0;9.0
89;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2015/'16;41.0;4.0;29.0;8.0
90;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2016/'17;50.0;7.0;29.0;14.0
91;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2017/'18;43.0;6.0;22.0;15.0
92;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2018/'19;57.0;13.0;21.0;23.0
93;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2019/'20;72.0;14.0;32.0;26.0
94;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2020/'21;51.0;8.0;31.0;12.0
95;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2021/'22;43.0;5.0;25.0;13.0
96;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2006/'07;260.0;43.0;145.0;72.0
97;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2007/'08;313.0;40.0;179.0;94.0
98;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2008/'09;414.0;39.0;250.0;125.0
99;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2009/'10;441.0;32.0;250.0;159.0
100;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2010/'11;412.0;28.0;263.0;121.0
101;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2011/'12;536.0;42.0;344.0;150.0
102;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2012/'13;475.0;56.0;278.0;141.0
103;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2013/'14;419.0;39.0;250.0;130.0
104;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2014/'15;374.0;36.0;215.0;123.0
105;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2015/'16;410.0;38.0;218.0;154.0
106;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2016/'17;456.0;38.0;266.0;152.0
107;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2017/'18;460.0;66.0;249.0;145.0
108;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2018/'19;465.0;75.0;246.0;144.0
109;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2019/'20;425.0;85.0;196.0;144.0
110;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2020/'21;241.0;35.0;129.0;77.0
111;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2021/'22;288.0;41.0;166.0;81.0
112;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2006/'07;270.0;30.0;180.0;60.0
113;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2007/'08;329.0;29.0;215.0;85.0
114;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2008/'09;403.0;29.0;293.0;81.0
115;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2009/'10;501.0;48.0;307.0;146.0
116;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2010/'11;483.0;39.0;315.0;129.0
117;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2011/'12;322.0;31.0;198.0;93.0
118;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2012/'13;380.0;44.0;236.0;100.0
119;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2013/'14;348.0;42.0;222.0;84.0
120;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2014/'15;375.0;37.0;226.0;112.0
121;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2015/'16;397.0;58.0;227.0;112.0
122;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2016/'17;421.0;61.0;246.0;114.0
123;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2017/'18;470.0;63.0;279.0;128.0
124;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2018/'19;479.0;55.0;296.0;128.0
125;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2019/'20;468.0;63.0;252.0;153.0
126;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2020/'21;268.0;23.0;162.0;83.0
127;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2021/'22;385.0;31.0;212.0;142.0
128;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2006/'07;159.0;13.0;115.0;31.0
129;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2007/'08;204.0;14.0;144.0;46.0
130;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2008/'09;296.0;19.0;220.0;57.0
131;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2009/'10;337.0;13.0;215.0;109.0
132;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2010/'11;284.0;16.0;198.0;70.0
133;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2011/'12;265.0;15.0;186.0;64.0
134;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2012/'13;290.0;20.0;184.0;86.0
135;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2013/'14;212.0;14.0;149.0;49.0
136;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2014/'15;233.0;16.0;165.0;52.0
137;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2015/'16;359.0;10.0;270.0;79.0
138;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2016/'17;379.0;19.0;294.0;66.0
139;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2017/'18;382.0;25.0;283.0;74.0
140;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2018/'19;481.0;34.0;352.0;95.0
141;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2019/'20;424.0;31.0;307.0;86.0
142;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2020/'21;269.0;19.0;214.0;36.0
143;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2021/'22;323.0;22.0;226.0;75.0
144;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2006/'07;821.0;156.0;457.0;208.0
145;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2007/'08;986.0;168.0;582.0;236.0
146;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2008/'09;1209.0;154.0;761.0;294.0
147;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2009/'10;1191.0;176.0;698.0;317.0
148;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2010/'11;1034.0;140.0;655.0;239.0
149;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2011/'12;823.0;112.0;535.0;176.0
150;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2012/'13;802.0;123.0;452.0;227.0
151;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2013/'14;832.0;122.0;511.0;199.0
152;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2014/'15;946.0;124.0;576.0;246.0
153;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2015/'16;1101.0;116.0;677.0;308.0
154;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2016/'17;1183.0;114.0;741.0;328.0
155;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2017/'18;1214.0;142.0;727.0;345.0
156;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2018/'19;1213.0;145.0;740.0;328.0
157;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2019/'20;1165.0;143.0;671.0;351.0
158;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2020/'21;845.0;89.0;511.0;245.0
159;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2021/'22;968.0;115.0;556.0;297.0
160;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2006/'07;286.0;72.0;166.0;48.0
161;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2007/'08;306.0;47.0;205.0;54.0
162;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2008/'09;335.0;60.0;217.0;58.0
163;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2009/'10;406.0;59.0;243.0;104.0
164;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2010/'11;371.0;58.0;230.0;83.0
165;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2011/'12;322.0;63.0;186.0;73.0
166;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2012/'13;344.0;71.0;194.0;79.0
167;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2013/'14;344.0;58.0;210.0;76.0
168;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2014/'15;328.0;53.0;192.0;83.0
169;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2015/'16;311.0;33.0;190.0;88.0
170;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2016/'17;347.0;23.0;227.0;97.0
171;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2017/'18;373.0;40.0;227.0;106.0
172;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2018/'19;329.0;30.0;211.0;88.0
173;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2019/'20;329.0;29.0;199.0;101.0
174;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2020/'21;182.0;15.0;111.0;56.0
175;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2021/'22;259.0;18.0;158.0;83.0
176;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2006/'07;1769.0;545.0;885.0;339.0
177;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2007/'08;2061.0;523.0;1115.0;423.0
178;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2008/'09;2302.0;444.0;1403.0;455.0
179;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2009/'10;2551.0;535.0;1431.0;585.0
180;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2010/'11;2175.0;421.0;1261.0;493.0
181;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2011/'12;1906.0;349.0;1152.0;405.0
182;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2012/'13;1849.0;346.0;1060.0;443.0
183;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2013/'14;1811.0;363.0;1029.0;419.0
184;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2014/'15;1790.0;339.0;1048.0;403.0
185;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2015/'16;2116.0;426.0;1239.0;451.0
186;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2016/'17;2294.0;502.0;1291.0;501.0
187;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2017/'18;2355.0;514.0;1295.0;546.0
188;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2018/'19;2210.0;467.0;1161.0;582.0
189;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2019/'20;2193.0;470.0;1127.0;596.0
190;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2020/'21;1409.0;285.0;785.0;339.0
191;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2021/'22;1780.0;305.0;996.0;479.0
192;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2006/'07;998.0;186.0;562.0;250.0
193;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2007/'08;888.0;161.0;473.0;254.0
194;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2008/'09;1265.0;184.0;772.0;309.0
195;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2009/'10;1183.0;174.0;643.0;366.0
196;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2010/'11;1151.0;157.0;674.0;320.0
197;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2011/'12;999.0;156.0;595.0;248.0
198;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2012/'13;1086.0;161.0;616.0;309.0
199;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2013/'14;963.0;119.0;589.0;255.0
200;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2014/'15;533.0;97.0;292.0;144.0
201;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2015/'16;1001.0;146.0;603.0;252.0
202;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2016/'17;969.0;132.0;597.0;240.0
203;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2017/'18;1128.0;190.0;647.0;291.0
204;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2018/'19;1119.0;160.0;653.0;306.0
205;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2019/'20;1106.0;159.0;625.0;322.0
