ID;Geslacht;Leeftijd;BurgerlijkeStaat;Migratieachtergrond;Perioden;GemiddeldAantalVerzekerdeJarenAOW_1;GemiddeldOpbouwpercentageAOW_2
57;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;2013;19.0;97.9
58;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;2014;19.0;98.1
59;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;2015;18.0;98.2
60;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2004;21.0;79.7
61;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2005;21.0;79.8
62;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2006;21.0;79.6
63;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2007;21.0;78.7
64;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2008;21.0;77.4
65;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2009;20.0;76.7
66;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2010;20.0;76.2
67;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2011;20.0;76.1
68;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2012;20.0;74.1
69;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2013;19.0;74.2
70;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2014;19.0;73.9
71;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;2015;19.0;74.8
72;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2004;13.0;71.1
73;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2005;13.0;72.6
74;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2006;13.0;73.8
75;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2007;14.0;74.7
76;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2008;14.0;74.9
77;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2009;14.0;75.2
78;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2010;15.0;75.9
79;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2011;15.0;76.7
80;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2012;15.0;76.8
81;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2013;15.0;78.3
82;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2014;15.0;78.9
83;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Niet-westerse migratieachtergrond;2015;16.0;79.2
84;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2004;13.0;77.1
85;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2005;13.0;78.5
86;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2006;14.0;79.7
87;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2007;14.0;80.9
88;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2008;14.0;81.9
89;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2009;15.0;82.6
90;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2010;15.0;83.4
91;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2011;16.0;84.0
92;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2012;16.0;84.5
93;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2013;16.0;85.8
94;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2014;16.0;86.6
95;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Marokko;2015;17.0;87.5
96;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2004;14.0;78.6
97;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2005;14.0;79.8
98;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2006;15.0;81.0
99;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2007;15.0;82.0
100;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2008;15.0;82.6
101;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2009;16.0;83.1
102;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2010;16.0;83.7
103;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2011;16.0;84.4
104;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2012;17.0;84.8
105;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2013;17.0;86.6
106;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2014;17.0;87.5
107;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Turkije;2015;17.0;88.4
108;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2004;17.0;82.9
109;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2005;17.0;83.8
110;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2006;17.0;84.7
111;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2007;18.0;85.3
112;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2008;18.0;85.9
113;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2009;19.0;86.4
114;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2010;19.0;87.0
115;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2011;19.0;87.5
116;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2012;20.0;88.0
117;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2013;20.0;89.3
118;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2014;20.0;90.1
119;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Suriname;2015;21.0;90.8
120;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2004;12.0;68.1
121;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2005;12.0;70.5
122;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2006;13.0;72.1
123;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2007;13.0;73.0
124;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2008;13.0;73.4
125;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2009;14.0;74.5
126;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2010;14.0;75.5
127;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2011;14.0;76.1
128;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2012;15.0;76.8
129;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2013;15.0;79.3
130;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2014;15.0;80.7
131;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;(voormalige) Nederlandse Antillen, Aruba;2015;16.0;82.7
132;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2004;9.0;56.8
133;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2005;10.0;58.6
134;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2006;10.0;59.9
135;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2007;11.0;60.9
136;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2008;11.0;60.7
137;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2009;11.0;60.7
138;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2010;11.0;61.7
139;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2011;12.0;63.2
140;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2012;12.0;62.7
141;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2013;12.0;64.4
142;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2014;12.0;64.9
143;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Overige niet-westerse migratieachterg...;2015;12.0;65.0
144;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2004;30.0;93.7
145;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2005;30.0;93.9
146;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2006;30.0;94.0
147;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2007;31.0;94.0
148;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2008;31.0;94.0
149;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2009;31.0;94.0
150;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2010;31.0;94.0
151;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2011;31.0;93.9
152;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2012;31.0;93.8
153;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2013;30.0;94.1
154;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2014;30.0;94.1
155;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2015;30.0;94.0
156;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2004;32.0;98.4
157;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2005;32.0;98.5
158;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2006;32.0;98.5
159;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2007;33.0;98.5
160;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2008;33.0;98.6
161;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2009;33.0;98.6
162;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2010;33.0;98.7
163;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2011;33.0;98.7
164;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2012;33.0;98.8
165;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2013;32.0;98.8
166;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2014;32.0;98.9
167;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederlandse achtergrond;2015;32.0;98.9
168;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2004;21.0;71.6
169;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2005;21.0;72.3
170;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2006;22.0;72.7
171;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2007;22.0;73.2
172;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2008;22.0;73.3
173;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2009;22.0;73.4
174;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2010;22.0;73.6
175;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2011;22.0;73.7
176;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2012;22.0;73.4
177;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2013;22.0;75.3
178;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2014;22.0;75.2
179;Totaal mannen en vrouwen;Totaal;Gehuwd;Met migratieachtergrond;2015;22.0;75.4
180;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2004;17.0;60.4
181;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2005;18.0;61.2
182;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2006;18.0;61.8
183;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2007;18.0;62.4
184;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2008;19.0;62.5
185;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2009;19.0;62.6
186;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2010;19.0;62.9
187;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2011;19.0;63.1
188;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2012;19.0;62.7
189;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2013;19.0;65.3
190;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2014;19.0;65.2
191;Totaal mannen en vrouwen;Totaal;Gehuwd;1e generatie migratieachtergrond;2015;19.0;65.5
192;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2004;30.0;97.0
193;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2005;30.0;97.2
194;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2006;30.0;97.3
195;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2007;30.0;97.3
196;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2008;30.0;97.4
197;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2009;30.0;97.5
198;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2010;30.0;97.6
199;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2011;30.0;97.6
200;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2012;30.0;97.7
201;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2013;28.0;97.8
202;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2014;28.0;98.0
203;Totaal mannen en vrouwen;Totaal;Gehuwd;2e generatie migratieachtergrond;2015;28.0;98.1
204;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2004;26.0;79.4
205;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2005;26.0;79.4
206;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2006;26.0;79.3
207;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2007;27.0;79.1
208;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2008;27.0;78.6
209;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2009;27.0;78.4
210;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2010;27.0;78.1
211;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2011;26.0;77.6
212;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2012;26.0;76.6
213;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2013;25.0;77.2
214;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2014;25.0;76.6
215;Totaal mannen en vrouwen;Totaal;Gehuwd;Westerse migratieachtergrond;2015;25.0;77.0
216;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2004;16.0;64.2
217;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2005;16.0;65.5
218;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2006;17.0;66.6
219;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2007;18.0;67.8
220;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2008;18.0;68.4
221;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2009;18.0;69.0
222;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2010;19.0;69.7
223;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2011;19.0;70.4
224;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2012;20.0;70.7
225;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2013;19.0;73.7
226;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2014;19.0;74.0
227;Totaal mannen en vrouwen;Totaal;Gehuwd;Niet-westerse migratieachtergrond;2015;20.0;74.1
228;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2004;16.0;68.1
229;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2005;17.0;69.5
230;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2006;17.0;70.9
231;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2007;18.0;72.5
232;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2008;18.0;73.8
233;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2009;19.0;74.9
234;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2010;19.0;75.9
235;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2011;20.0;76.8
236;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2012;20.0;77.3
237;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2013;20.0;80.7
238;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2014;20.0;81.5
239;Totaal mannen en vrouwen;Totaal;Gehuwd;Marokko;2015;21.0;82.5
240;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2004;17.0;73.2
241;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2005;17.0;74.3
242;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2006;18.0;75.4
243;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2007;19.0;76.7
244;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2008;19.0;77.5
245;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2009;20.0;78.2
246;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2010;20.0;78.9
247;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2011;20.0;79.6
248;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2012;21.0;80.0
249;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2013;21.0;83.3
250;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2014;21.0;84.3
251;Totaal mannen en vrouwen;Totaal;Gehuwd;Turkije;2015;21.0;85.2
252;Totaal mannen en vrouwen;Totaal;Gehuwd;Suriname;2004;21.0;77.1
253;Totaal mannen en vrouwen;Totaal;Gehuwd;Suriname;2005;22.0;78.3
254;Totaal mannen en vrouwen;Totaal;Gehuwd;Suriname;2006;23.0;79.3
255;Totaal mannen en vrouwen;Totaal;Gehuwd;Suriname;2007;23.0;80.3
256;Totaal mannen en vrouwen;Totaal;Gehuwd;Suriname;2008;24.0;81.1
257;Totaal mannen en vrouwen;Totaal;Gehuwd;Suriname;2009;24.0;82.0
258;Totaal mannen en vrouwen;Totaal;Gehuwd;Suriname;2010;25.0;82.9
