ID;Geslacht;Persoonskenmerken;RegioS;Perioden;Personen_1;PersonenMetPersoonlijkInkomen_2;AandeelPersonen_3;GemiddeldGestandaardiseerdInkomen_4;MediaanGestandaardiseerdInkomen_5;GemiddeldPersoonlijkInkomen_6;MediaanPersoonlijkInkomen_7
27;Totaal mannen en vrouwen;Totaal personen;Oost-Nederland (LD);2018;3547.9;2846.7;100;30.5;27.9;30.5;24.6
28;Totaal mannen en vrouwen;Totaal personen;Oost-Nederland (LD);2019;3570.5;2882.2;100;32.8;29.4;31.5;25.5
29;Totaal mannen en vrouwen;Totaal personen;Oost-Nederland (LD);2020;3592.0;2904.3;100;33.7;30.6;32.3;26.4
30;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2011;7662.2;6005.9;100;27.8;24.7;30.6;24.2
31;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2012;7710.3;6052.4;100;28.0;24.8;30.8;24.1
32;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2013;7745.7;6084.5;100;28.2;25.1;31.2;24.2
33;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2014;7776.0;6119.8;100;29.9;25.9;31.8;24.3
34;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2015;7831.3;6182.2;100;29.7;26.4;32.3;24.5
35;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2016;7883.5;6243.4;100;31.0;27.5;32.9;25.0
36;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2017;7949.4;6329.3;100;32.2;28.3;34.1;25.6
37;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2018;8014.2;6412.6;100;32.6;28.8;34.4;26.4
38;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2019;8076.3;6490.0;100;35.3;30.3;35.5;27.4
39;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2020;8141.8;6542.9;100;36.1;31.4;36.4;28.2
40;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2011;3504.4;2793.2;100;26.8;24.4;27.9;22.5
41;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2012;3512.5;2808.7;100;27.1;24.6;28.3;22.5
42;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2013;3518.2;2820.0;100;27.3;24.9;28.6;22.6
43;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2014;3518.3;2830.0;100;28.7;25.6;29.0;22.7
44;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2015;3525.6;2849.4;100;28.6;26.1;29.5;23.0
45;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2016;3532.1;2869.4;100;29.8;27.3;30.1;23.5
46;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2017;3551.2;2903.6;100;31.0;28.0;31.2;24.1
47;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2018;3564.8;2930.5;100;31.2;28.5;31.4;24.8
48;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2019;3580.8;2958.1;100;33.7;29.9;32.4;25.8
49;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2020;3596.2;2972.8;100;34.5;31.0;33.2;26.5
50;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2011;564.3;449.8;100;23.7;21.8;25.2;20.3
51;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2012;565.4;452.0;100;23.8;21.9;25.3;20.2
52;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2013;566.3;453.7;100;24.0;22.2;25.6;20.3
53;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2014;565.2;454.4;100;25.1;22.9;26.0;20.4
54;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2015;566.7;457.3;100;25.2;23.2;26.3;20.5
55;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2016;565.7;457.7;100;26.2;24.2;26.9;21.0
56;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2017;566.3;460.2;100;27.0;24.8;27.6;21.6
57;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2018;566.4;462.2;100;27.3;25.2;28.1;22.3
58;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2019;567.0;465.1;100;28.9;26.5;29.0;23.2
59;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2020;567.6;466.0;100;29.9;27.7;29.9;24.1
60;Totaal mannen en vrouwen;Totaal personen;Fryslân (PV);2011;634.3;492.6;100;24.6;22.5;25.4;21.1
61;Totaal mannen en vrouwen;Totaal personen;Fryslân (PV);2012;634.1;494.3;100;24.7;22.8;25.5;21.0
62;Totaal mannen en vrouwen;Totaal personen;Fryslân (PV);2013;633.8;495.2;100;25.0;23.0;25.9;21.1
63;Totaal mannen en vrouwen;Totaal personen;Fryslân (PV);2014;632.6;496.4;100;26.3;23.8;26.3;21.3
64;Totaal mannen en vrouwen;Totaal personen;Fryslân (PV);2015;632.4;498.6;100;26.2;24.2;26.5;21.5
65;Totaal mannen en vrouwen;Totaal personen;Fryslân (PV);2016;631.8;500.9;100;27.4;25.4;27.2;21.9
66;Totaal mannen en vrouwen;Totaal personen;Fryslân (PV);2017;632.8;505.7;100;28.3;26.0;27.8;22.4
67;Totaal mannen en vrouwen;Totaal personen;Fryslân (PV);2018;633.1;509.8;100;28.8;26.5;28.4;23.1
68;Totaal mannen en vrouwen;Totaal personen;Fryslân (PV);2019;634.3;513.7;100;30.6;27.8;29.2;24.0
69;Totaal mannen en vrouwen;Totaal personen;Fryslân (PV);2020;635.8;516.2;100;31.6;29.0;30.0;24.7
70;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2011;481.3;377.0;100;25.5;23.4;26.6;21.8
71;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2012;480.8;378.3;100;25.7;23.6;26.8;21.8
72;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2013;480.1;378.4;100;25.9;23.9;27.2;22.0
73;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2014;478.2;378.2;100;27.2;24.7;27.6;22.2
74;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2015;477.8;380.0;100;27.2;25.1;27.9;22.4
75;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2016;477.1;381.9;100;28.4;26.2;28.6;22.8
76;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2017;478.9;386.5;100;29.5;27.0;29.3;23.3
77;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2018;480.0;390.1;100;29.8;27.4;29.6;24.0
78;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2019;481.1;393.3;100;31.5;28.8;30.5;24.9
79;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2020;482.1;395.5;100;32.5;30.0;31.3;25.6
80;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2011;1113.6;863.8;100;25.5;23.3;26.3;21.7
81;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2012;1116.8;869.1;100;25.6;23.5;26.5;21.7
82;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2013;1119.2;872.7;100;25.8;23.8;26.8;21.8
83;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2014;1116.7;873.0;100;27.3;24.5;27.2;22.0
84;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2015;1118.3;878.3;100;27.0;25.0;27.5;22.1
85;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2016;1120.7;885.4;100;28.4;26.2;28.1;22.7
86;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2017;1125.8;895.9;100;29.4;26.9;29.0;23.3
87;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2018;1129.2;905.9;100;29.8;27.4;29.3;23.9
88;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2019;1134.0;915.5;100;32.0;28.8;30.2;24.8
89;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2020;1138.7;921.5;100;33.1;30.1;31.2;25.7
90;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2011;385.7;289.4;100;25.9;23.8;28.7;24.0
91;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2012;389.0;292.7;100;25.7;23.8;28.8;23.9
92;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2013;391.6;295.1;100;26.1;24.1;29.1;23.9
93;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2014;392.4;296.4;100;27.3;24.8;29.6;24.0
94;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2015;394.4;299.3;100;27.4;25.3;29.8;24.1
95;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2016;396.4;303.0;100;28.7;26.6;30.4;24.6
96;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2017;400.3;308.6;100;29.5;27.2;31.0;25.0
97;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2018;404.4;314.1;100;30.0;27.8;31.5;25.7
98;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2019;409.6;319.9;100;32.0;29.3;32.5;26.8
99;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2020;415.1;324.3;100;32.8;30.4;33.2;27.5
100;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2011;1962.1;1533.9;100;26.7;24.2;27.9;22.8
101;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2012;1968.1;1543.3;100;26.9;24.4;28.1;22.7
102;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2013;1973.9;1551.2;100;27.0;24.6;28.4;22.8
103;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2014;1975.0;1557.6;100;28.6;25.4;28.8;22.9
104;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2015;1981.6;1570.5;100;28.1;25.9;29.1;23.1
105;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2016;1987.9;1583.8;100;29.5;27.0;29.7;23.5
106;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2017;2002.6;1606.9;100;30.7;27.8;30.7;24.1
107;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2018;2014.4;1626.8;100;31.0;28.3;31.0;24.7
108;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2019;2026.9;1646.8;100;33.5;29.7;32.0;25.7
109;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2020;2038.1;1658.4;100;34.3;30.9;32.8;26.5
110;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2011;1239.2;962.8;100;29.1;25.9;31.9;25.5
111;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2012;1247.7;970.2;100;29.3;26.1;32.1;25.5
112;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2013;1255.8;976.8;100;29.5;26.4;32.5;25.6
113;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2014;1262.1;983.9;100;31.3;27.3;33.1;25.8
114;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2015;1271.6;993.9;100;31.0;27.8;33.6;26.1
115;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2016;1281.6;1005.3;100;32.4;29.0;34.3;26.7
116;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2017;1293.0;1019.9;100;33.6;29.9;35.5;27.3
117;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2018;1304.2;1034.7;100;34.0;30.4;35.8;28.2
118;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2019;1316.0;1049.6;100;36.7;32.0;36.9;29.2
119;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2020;1328.4;1059.7;100;37.7;33.3;37.9;30.2
120;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2011;2633.6;2080.5;100;28.1;24.6;31.1;24.4
121;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2012;2652.1;2098.8;100;28.3;24.8;31.3;24.3
122;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2013;2667.0;2113.2;100;28.6;25.1;31.7;24.4
123;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2014;2682.3;2130.8;100;30.4;25.9;32.4;24.5
124;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2015;2704.3;2155.4;100;30.4;26.5;33.1;24.8
125;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2016;2725.5;2181.4;100;31.7;27.7;33.8;25.3
126;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2017;2749.3;2211.5;100;33.0;28.4;35.1;25.9
127;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2018;2770.9;2239.9;100;33.6;29.0;35.4;26.8
128;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2019;2793.2;2267.2;100;36.4;30.5;36.7;27.8
129;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2020;2815.5;2285.0;100;37.1;31.6;37.5;28.5
130;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2011;3415.3;2666.7;100;27.3;24.3;30.1;23.8
131;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2012;3436.4;2686.2;100;27.4;24.4;30.3;23.7
132;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2013;3448.8;2696.5;100;27.5;24.6;30.6;23.7
133;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2014;3458.6;2707.0;100;29.2;25.4;31.2;23.8
134;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2015;3482.5;2733.5;100;28.9;25.8;31.5;24.0
135;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2016;3503.1;2755.6;100;30.0;26.9;32.1;24.4
136;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2017;3532.9;2794.1;100;31.2;27.6;33.2;25.0
137;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2018;3564.3;2832.1;100;31.5;28.2;33.4;25.8
138;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2019;3591.1;2864.8;100;34.1;29.6;34.5;26.8
139;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2020;3621.7;2889.6;100;34.9;30.8;35.3;27.6
140;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2011;374.0;295.9;100;26.6;24.2;27.5;22.3
141;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2012;374.0;297.2;100;26.7;24.5;27.8;22.4
142;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2013;374.1;298.0;100;27.1;24.7;28.3;22.5
143;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2014;373.0;298.2;100;28.4;25.5;28.7;22.6
144;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2015;372.9;299.4;100;28.2;25.9;29.0;22.8
145;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2016;373.3;301.1;100;29.3;26.9;29.4;23.2
146;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2017;374.1;303.8;100;30.2;27.5;30.4;23.7
147;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2018;374.8;305.9;100;30.4;27.9;30.6;24.3
148;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2019;376.0;308.3;100;32.6;29.3;31.5;25.1
149;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2020;376.2;308.6;100;33.3;30.4;32.1;25.9
150;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2011;2409.5;1906.0;100;27.3;24.8;28.6;23.1
151;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2012;2418.4;1918.6;100;27.5;25.0;28.9;23.1
152;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2013;2426.5;1928.7;100;27.8;25.3;29.3;23.1
153;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2014;2430.4;1938.4;100;29.3;26.0;29.7;23.3
154;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2015;2440.4;1955.8;100;29.1;26.6;30.2;23.5
155;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2016;2449.4;1973.1;100;30.4;27.7;30.8;24.0
156;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2017;2466.4;2000.0;100;31.6;28.5;31.9;24.6
157;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2018;2480.7;2023.1;100;31.9;29.0;32.1;25.3
158;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2019;2496.7;2046.6;100;34.5;30.5;33.2;26.3
159;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2020;2512.4;2061.3;100;35.3;31.6;34.0;27.2
160;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2011;1094.9;887.2;100;25.7;23.5;26.5;21.5
161;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2012;1094.1;890.1;100;26.0;23.7;26.9;21.5
162;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2013;1091.8;891.3;100;26.1;24.0;27.1;21.6
163;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2014;1087.8;891.6;100;27.4;24.7;27.6;21.7
164;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2015;1085.2;893.6;100;27.4;25.2;28.0;22.0
165;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2016;1082.7;896.2;100;28.5;26.2;28.5;22.5
166;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2017;1084.8;903.6;100;29.5;26.9;29.4;23.0
167;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2018;1084.1;907.3;100;29.7;27.3;29.8;23.7
168;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2019;1084.1;911.4;100;31.8;28.6;30.7;24.6
169;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2020;1083.8;911.4;100;32.6;29.7;31.4;25.3
170;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2011;136.0;107.4;100;23.4;21.5;24.0;19.8
171;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2012;135.4;107.3;100;23.7;21.7;24.2;19.8
172;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2013;134.7;107.1;100;23.7;21.9;24.4;19.8
173;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2014;133.5;106.5;100;24.8;22.6;24.7;20.1
174;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2015;133.7;107.2;100;24.7;22.9;24.9;20.0
175;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2016;132.7;107.0;100;25.8;23.8;25.4;20.4
176;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2017;132.2;107.2;100;26.6;24.5;26.0;20.9
177;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2018;132.0;107.8;100;26.8;24.9;26.4;21.4
178;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2019;131.8;108.3;100;28.3;26.0;27.3;22.3
179;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2020;131.7;108.5;100;29.3;27.2;28.0;23.0
180;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2011;47.9;37.8;100;24.1;22.2;25.3;20.6
181;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2012;47.6;37.5;100;24.0;22.3;25.3;20.6
182;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2013;47.3;37.5;100;24.4;22.6;25.8;20.7
183;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2014;46.7;37.2;100;25.3;23.3;26.1;20.8
184;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2015;46.3;37.0;100;25.5;23.6;26.3;20.9
185;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2016;45.9;36.9;100;26.1;24.3;26.5;21.3
186;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2017;45.7;36.9;100;26.9;24.9;27.3;21.8
187;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2018;45.3;36.8;100;27.5;25.2;28.0;22.5
188;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2019;45.0;36.7;100;28.7;26.5;28.7;23.2
189;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2020;44.7;36.7;100;29.5;27.6;29.2;23.9
190;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2011;380.4;304.7;100;23.7;21.8;25.6;20.4
191;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2012;382.5;307.1;100;23.8;22.0;25.7;20.3
192;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2013;384.4;309.2;100;24.1;22.2;26.0;20.4
193;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2014;385.1;310.7;100;25.2;23.0;26.5;20.6
194;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2015;386.7;313.1;100;25.3;23.3;26.8;20.7
195;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2016;387.1;313.8;100;26.4;24.3;27.5;21.2
196;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2017;388.5;316.0;100;27.1;24.9;28.2;21.8
197;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2018;389.1;317.6;100;27.5;25.4;28.7;22.6
198;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2019;390.2;320.1;100;29.1;26.7;29.7;23.5
199;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2020;391.2;320.8;100;30.1;27.9;30.6;24.5
200;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2011;311.4;242.7;100;24.1;22.2;25.0;20.9
201;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2012;311.4;243.5;100;24.0;22.4;25.0;20.7
202;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2013;311.6;244.2;100;24.4;22.7;25.3;20.9
203;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2014;311.5;244.9;100;25.6;23.3;25.8;21.0
204;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2015;311.2;245.6;100;25.6;23.8;26.0;21.2
205;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2016;310.9;246.6;100;26.8;24.9;26.7;21.7
206;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2017;311.5;248.9;100;27.5;25.5;27.2;22.1
207;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2018;311.6;250.8;100;28.0;26.0;27.7;22.8
208;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2019;312.3;252.7;100;29.6;27.2;28.5;23.6
209;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2020;313.4;254.1;100;30.6;28.4;29.3;24.4
210;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2011;139.2;107.2;100;25.5;23.1;26.0;21.5
211;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2012;139.2;107.6;100;25.7;23.5;26.2;21.4
212;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2013;139.1;107.9;100;25.9;23.7;26.4;21.5
213;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2014;138.9;108.3;100;27.5;24.5;27.0;21.8
214;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2015;138.7;108.9;100;27.0;24.9;27.1;21.8
215;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2016;138.5;109.7;100;28.4;26.1;27.7;22.3
