ID;Geslacht;LeerlingEnStudentkenmerken;CaribischNederland;Perioden;LeerlingenEnStudenten_1
50;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2011/'12;146.0
51;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2012/'13;154.0
52;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2013/'14;150.0
53;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2014/'15;158.0
54;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2015/'16;165.0
55;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2016/'17;166.0
56;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2017/'18;167.0
57;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2018/'19;149.0
58;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2019/'20;158.0
59;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2020/'21;159.0
60;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2021/'22;170.0
61;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2022/'23;151.0
62;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2023/'24;153.0
63;Totaal mannen en vrouwen;Totaal primair onderwijs;Saba;2024/'25;149.0
64;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2009/'10;243.0
65;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2010/'11;241.0
66;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2011/'12;210.0
67;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2012/'13;240.0
68;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2013/'14;258.0
69;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2014/'15;269.0
70;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2015/'16;254.0
71;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2016/'17;269.0
72;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2017/'18;296.0
73;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2018/'19;274.0
74;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2019/'20;265.0
75;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2020/'21;238.0
76;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2021/'22;256.0
77;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2022/'23;259.0
78;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2023/'24;278.0
79;Totaal mannen en vrouwen;Jonger dan 5 jaar;Caribisch Nederland;2024/'25;328.0
80;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2009/'10;183.0
81;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2010/'11;186.0
82;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2011/'12;170.0
83;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2012/'13;187.0
84;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2013/'14;201.0
85;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2014/'15;209.0
86;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2015/'16;213.0
87;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2016/'17;215.0
88;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2017/'18;238.0
89;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2018/'19;213.0
90;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2019/'20;210.0
91;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2020/'21;190.0
92;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2021/'22;205.0
93;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2022/'23;218.0
94;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2023/'24;219.0
95;Totaal mannen en vrouwen;Jonger dan 5 jaar;Bonaire;2024/'25;249.0
96;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2009/'10;36.0
97;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2010/'11;33.0
98;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2011/'12;24.0
99;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2012/'13;33.0
100;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2013/'14;37.0
101;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2014/'15;44.0
102;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2015/'16;29.0
103;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2016/'17;32.0
104;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2017/'18;46.0
105;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2018/'19;41.0
106;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2019/'20;32.0
107;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2020/'21;32.0
108;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2021/'22;30.0
109;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2022/'23;27.0
110;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2023/'24;39.0
111;Totaal mannen en vrouwen;Jonger dan 5 jaar;Sint Eustatius;2024/'25;50.0
112;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2009/'10;24.0
113;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2010/'11;22.0
114;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2011/'12;16.0
115;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2012/'13;20.0
116;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2013/'14;20.0
117;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2014/'15;16.0
118;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2015/'16;12.0
119;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2016/'17;22.0
120;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2017/'18;12.0
121;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2018/'19;20.0
122;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2019/'20;23.0
123;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2020/'21;16.0
124;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2021/'22;21.0
125;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2022/'23;14.0
126;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2023/'24;20.0
127;Totaal mannen en vrouwen;Jonger dan 5 jaar;Saba;2024/'25;14.0
128;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2009/'10;252.0
129;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2010/'11;239.0
130;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2011/'12;251.0
131;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2012/'13;246.0
132;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2013/'14;259.0
133;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2014/'15;284.0
134;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2015/'16;292.0
135;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2016/'17;279.0
136;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2017/'18;267.0
137;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2018/'19;288.0
138;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2019/'20;288.0
139;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2020/'21;285.0
140;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2021/'22;250.0
141;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2022/'23;260.0
142;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2023/'24;281.0
143;Totaal mannen en vrouwen;5 jaar;Caribisch Nederland;2024/'25;303.0
144;Totaal mannen en vrouwen;5 jaar;Bonaire;2009/'10;181.0
145;Totaal mannen en vrouwen;5 jaar;Bonaire;2010/'11;179.0
146;Totaal mannen en vrouwen;5 jaar;Bonaire;2011/'12;193.0
147;Totaal mannen en vrouwen;5 jaar;Bonaire;2012/'13;189.0
148;Totaal mannen en vrouwen;5 jaar;Bonaire;2013/'14;204.0
149;Totaal mannen en vrouwen;5 jaar;Bonaire;2014/'15;221.0
150;Totaal mannen en vrouwen;5 jaar;Bonaire;2015/'16;223.0
151;Totaal mannen en vrouwen;5 jaar;Bonaire;2016/'17;232.0
152;Totaal mannen en vrouwen;5 jaar;Bonaire;2017/'18;214.0
153;Totaal mannen en vrouwen;5 jaar;Bonaire;2018/'19;233.0
154;Totaal mannen en vrouwen;5 jaar;Bonaire;2019/'20;223.0
155;Totaal mannen en vrouwen;5 jaar;Bonaire;2020/'21;224.0
156;Totaal mannen en vrouwen;5 jaar;Bonaire;2021/'22;198.0
157;Totaal mannen en vrouwen;5 jaar;Bonaire;2022/'23;210.0
158;Totaal mannen en vrouwen;5 jaar;Bonaire;2023/'24;234.0
159;Totaal mannen en vrouwen;5 jaar;Bonaire;2024/'25;239.0
160;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2009/'10;52.0
161;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2010/'11;35.0
162;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2011/'12;35.0
163;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2012/'13;41.0
164;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2013/'14;35.0
165;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2014/'15;44.0
166;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2015/'16;52.0
167;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2016/'17;34.0
168;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2017/'18;32.0
169;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2018/'19;41.0
170;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2019/'20;45.0
171;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2020/'21;35.0
172;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2021/'22;31.0
173;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2022/'23;29.0
174;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2023/'24;29.0
175;Totaal mannen en vrouwen;5 jaar;Sint Eustatius;2024/'25;36.0
176;Totaal mannen en vrouwen;5 jaar;Saba;2009/'10;19.0
177;Totaal mannen en vrouwen;5 jaar;Saba;2010/'11;25.0
178;Totaal mannen en vrouwen;5 jaar;Saba;2011/'12;23.0
179;Totaal mannen en vrouwen;5 jaar;Saba;2012/'13;16.0
180;Totaal mannen en vrouwen;5 jaar;Saba;2013/'14;20.0
181;Totaal mannen en vrouwen;5 jaar;Saba;2014/'15;19.0
182;Totaal mannen en vrouwen;5 jaar;Saba;2015/'16;17.0
183;Totaal mannen en vrouwen;5 jaar;Saba;2016/'17;13.0
184;Totaal mannen en vrouwen;5 jaar;Saba;2017/'18;21.0
185;Totaal mannen en vrouwen;5 jaar;Saba;2018/'19;14.0
186;Totaal mannen en vrouwen;5 jaar;Saba;2019/'20;20.0
187;Totaal mannen en vrouwen;5 jaar;Saba;2020/'21;26.0
188;Totaal mannen en vrouwen;5 jaar;Saba;2021/'22;21.0
189;Totaal mannen en vrouwen;5 jaar;Saba;2022/'23;21.0
190;Totaal mannen en vrouwen;5 jaar;Saba;2023/'24;18.0
191;Totaal mannen en vrouwen;5 jaar;Saba;2024/'25;19.0
192;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2009/'10;249.0
193;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2010/'11;252.0
194;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2011/'12;235.0
195;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2012/'13;249.0
196;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2013/'14;248.0
197;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2014/'15;276.0
198;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2015/'16;295.0
199;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2016/'17;306.0
200;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2017/'18;293.0
201;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2018/'19;269.0
202;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2019/'20;309.0
203;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2020/'21;292.0
204;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2021/'22;295.0
205;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2022/'23;267.0
206;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2023/'24;268.0
207;Totaal mannen en vrouwen;6 jaar;Caribisch Nederland;2024/'25;308.0
208;Totaal mannen en vrouwen;6 jaar;Bonaire;2009/'10;191.0
209;Totaal mannen en vrouwen;6 jaar;Bonaire;2010/'11;182.0
210;Totaal mannen en vrouwen;6 jaar;Bonaire;2011/'12;175.0
211;Totaal mannen en vrouwen;6 jaar;Bonaire;2012/'13;188.0
212;Totaal mannen en vrouwen;6 jaar;Bonaire;2013/'14;191.0
213;Totaal mannen en vrouwen;6 jaar;Bonaire;2014/'15;220.0
214;Totaal mannen en vrouwen;6 jaar;Bonaire;2015/'16;228.0
215;Totaal mannen en vrouwen;6 jaar;Bonaire;2016/'17;239.0
216;Totaal mannen en vrouwen;6 jaar;Bonaire;2017/'18;232.0
217;Totaal mannen en vrouwen;6 jaar;Bonaire;2018/'19;215.0
218;Totaal mannen en vrouwen;6 jaar;Bonaire;2019/'20;247.0
219;Totaal mannen en vrouwen;6 jaar;Bonaire;2020/'21;229.0
220;Totaal mannen en vrouwen;6 jaar;Bonaire;2021/'22;235.0
221;Totaal mannen en vrouwen;6 jaar;Bonaire;2022/'23;215.0
222;Totaal mannen en vrouwen;6 jaar;Bonaire;2023/'24;220.0
223;Totaal mannen en vrouwen;6 jaar;Bonaire;2024/'25;247.0
224;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2009/'10;36.0
225;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2010/'11;55.0
226;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2011/'12;40.0
227;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2012/'13;39.0
228;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2013/'14;39.0
229;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2014/'15;36.0
230;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2015/'16;46.0
231;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2016/'17;51.0
232;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2017/'18;44.0
233;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2018/'19;34.0
234;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2019/'20;44.0
235;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2020/'21;42.0
236;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2021/'22;36.0
237;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2022/'23;32.0
238;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2023/'24;30.0
239;Totaal mannen en vrouwen;6 jaar;Sint Eustatius;2024/'25;35.0
240;Totaal mannen en vrouwen;6 jaar;Saba;2009/'10;22.0
241;Totaal mannen en vrouwen;6 jaar;Saba;2010/'11;15.0
242;Totaal mannen en vrouwen;6 jaar;Saba;2011/'12;20.0
243;Totaal mannen en vrouwen;6 jaar;Saba;2012/'13;22.0
244;Totaal mannen en vrouwen;6 jaar;Saba;2013/'14;18.0
245;Totaal mannen en vrouwen;6 jaar;Saba;2014/'15;20.0
246;Totaal mannen en vrouwen;6 jaar;Saba;2015/'16;21.0
247;Totaal mannen en vrouwen;6 jaar;Saba;2016/'17;16.0
248;Totaal mannen en vrouwen;6 jaar;Saba;2017/'18;17.0
249;Totaal mannen en vrouwen;6 jaar;Saba;2018/'19;20.0
250;Totaal mannen en vrouwen;6 jaar;Saba;2019/'20;18.0
251;Totaal mannen en vrouwen;6 jaar;Saba;2020/'21;21.0
252;Totaal mannen en vrouwen;6 jaar;Saba;2021/'22;24.0
253;Totaal mannen en vrouwen;6 jaar;Saba;2022/'23;20.0
254;Totaal mannen en vrouwen;6 jaar;Saba;2023/'24;18.0
255;Totaal mannen en vrouwen;6 jaar;Saba;2024/'25;13.0
256;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2009/'10;270.0
257;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2010/'11;245.0
258;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2011/'12;264.0
259;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2012/'13;260.0
260;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2013/'14;266.0
261;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2014/'15;258.0
262;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2015/'16;281.0
263;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2016/'17;299.0
264;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2017/'18;325.0
265;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2018/'19;291.0
266;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2019/'20;278.0
267;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2020/'21;298.0
268;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2021/'22;311.0
269;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2022/'23;302.0
270;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2023/'24;261.0
271;Totaal mannen en vrouwen;7 jaar;Caribisch Nederland;2024/'25;282.0
272;Totaal mannen en vrouwen;7 jaar;Bonaire;2009/'10;191.0
273;Totaal mannen en vrouwen;7 jaar;Bonaire;2010/'11;185.0
274;Totaal mannen en vrouwen;7 jaar;Bonaire;2011/'12;188.0
275;Totaal mannen en vrouwen;7 jaar;Bonaire;2012/'13;193.0
276;Totaal mannen en vrouwen;7 jaar;Bonaire;2013/'14;208.0
277;Totaal mannen en vrouwen;7 jaar;Bonaire;2014/'15;197.0
278;Totaal mannen en vrouwen;7 jaar;Bonaire;2015/'16;227.0
279;Totaal mannen en vrouwen;7 jaar;Bonaire;2016/'17;236.0
280;Totaal mannen en vrouwen;7 jaar;Bonaire;2017/'18;250.0
281;Totaal mannen en vrouwen;7 jaar;Bonaire;2018/'19;239.0
282;Totaal mannen en vrouwen;7 jaar;Bonaire;2019/'20;225.0
283;Totaal mannen en vrouwen;7 jaar;Bonaire;2020/'21;240.0
284;Totaal mannen en vrouwen;7 jaar;Bonaire;2021/'22;247.0
285;Totaal mannen en vrouwen;7 jaar;Bonaire;2022/'23;241.0
286;Totaal mannen en vrouwen;7 jaar;Bonaire;2023/'24;212.0
287;Totaal mannen en vrouwen;7 jaar;Bonaire;2024/'25;230.0
288;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2009/'10;58.0
289;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2010/'11;37.0
290;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2011/'12;60.0
291;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2012/'13;45.0
292;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2013/'14;37.0
293;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2014/'15;43.0
294;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2015/'16;33.0
295;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2016/'17;42.0
296;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2017/'18;58.0
297;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2018/'19;37.0
298;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2019/'20;34.0
299;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2020/'21;42.0
300;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2021/'22;44.0
301;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2022/'23;38.0
302;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2023/'24;32.0
303;Totaal mannen en vrouwen;7 jaar;Sint Eustatius;2024/'25;28.0
304;Totaal mannen en vrouwen;7 jaar;Saba;2009/'10;21.0
305;Totaal mannen en vrouwen;7 jaar;Saba;2010/'11;23.0
306;Totaal mannen en vrouwen;7 jaar;Saba;2011/'12;16.0
307;Totaal mannen en vrouwen;7 jaar;Saba;2012/'13;22.0
308;Totaal mannen en vrouwen;7 jaar;Saba;2013/'14;21.0
309;Totaal mannen en vrouwen;7 jaar;Saba;2014/'15;18.0
310;Totaal mannen en vrouwen;7 jaar;Saba;2015/'16;21.0
311;Totaal mannen en vrouwen;7 jaar;Saba;2016/'17;21.0
312;Totaal mannen en vrouwen;7 jaar;Saba;2017/'18;17.0
313;Totaal mannen en vrouwen;7 jaar;Saba;2018/'19;15.0
314;Totaal mannen en vrouwen;7 jaar;Saba;2019/'20;19.0
315;Totaal mannen en vrouwen;7 jaar;Saba;2020/'21;16.0
316;Totaal mannen en vrouwen;7 jaar;Saba;2021/'22;20.0
317;Totaal mannen en vrouwen;7 jaar;Saba;2022/'23;23.0
318;Totaal mannen en vrouwen;7 jaar;Saba;2023/'24;17.0
319;Totaal mannen en vrouwen;7 jaar;Saba;2024/'25;17.0
320;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2009/'10;278.0
321;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2010/'11;258.0
322;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2011/'12;252.0
323;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2012/'13;259.0
324;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2013/'14;265.0
325;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2014/'15;269.0
326;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2015/'16;261.0
327;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2016/'17;285.0
328;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2017/'18;302.0
329;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2018/'19;324.0
330;Totaal mannen en vrouwen;8 jaar;Caribisch Nederland;2019/'20;296.0
