ID;Geslacht;Leeftijden;TypeZorg;BurgerlijkeStaat;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
19;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Gehuwd/partnerschap;2009;208600;3.04;25873;124;3.77
20;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Gehuwd/partnerschap;2010;212850;3.11;26851;126;3.92
21;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Verweduwd;2004;265350;30.25;46993;177;53.56
22;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Verweduwd;2005;263170;30.06;48227;183;55.09
23;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Verweduwd;2006;267775;30.66;50793;190;58.15
24;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Verweduwd;2007;268265;30.83;50797;189;58.37
25;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Verweduwd;2008;270515;31.06;50892;188;58.44
26;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Verweduwd;2009;269925;31.1;51819;192;59.71
27;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Verweduwd;2010;268260;30.98;52085;194;60.14
28;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Gescheiden;2004;63570;6.55;9047;142;9.33
29;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Gescheiden;2005;64330;6.67;9491;148;9.85
30;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Gescheiden;2006;66995;6.82;10054;150;10.23
31;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Gescheiden;2007;69155;6.89;10311;149;10.28
32;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Gescheiden;2008;73310;6.79;10895;149;10.1
33;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Gescheiden;2009;76170;6.91;11558;152;10.48
34;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Gescheiden;2010;80515;7.19;12455;155;11.12
35;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal burgerlijke staat;2004;169795;1.33;16552;97;1.3
36;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal burgerlijke staat;2005;219245;1.71;24001;109;1.88
37;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal burgerlijke staat;2006;234270;1.83;26167;112;2.04
38;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal burgerlijke staat;2007;237020;1.85;26770;113;2.09
39;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal burgerlijke staat;2008;240110;1.85;27481;114;2.12
40;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal burgerlijke staat;2009;243535;1.87;28900;119;2.21
41;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal burgerlijke staat;2010;242320;1.84;29442;122;2.24
42;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Ongehuwd;2004;14030;0.36;1237;88;0.32
43;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Ongehuwd;2005;21155;0.53;2125;100;0.53
44;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Ongehuwd;2006;24455;0.61;2489;102;0.62
45;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Ongehuwd;2007;25385;0.62;2588;102;0.64
46;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Ongehuwd;2008;26190;0.63;2717;104;0.66
47;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Ongehuwd;2009;27500;0.65;2973;108;0.7
48;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Ongehuwd;2010;29260;0.68;3250;111;0.76
49;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gehuwd/partnerschap;2004;57015;0.81;5039;88;0.72
50;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gehuwd/partnerschap;2005;65635;0.94;6741;103;0.97
51;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gehuwd/partnerschap;2006;68090;0.98;7149;105;1.03
52;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gehuwd/partnerschap;2007;67570;0.98;7326;108;1.06
53;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gehuwd/partnerschap;2008;68030;0.99;7631;112;1.11
54;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gehuwd/partnerschap;2009;68780;1.0;8098;118;1.18
55;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gehuwd/partnerschap;2010;68940;1.01;8371;121;1.22
56;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Verweduwd;2004;79530;9.06;8407;106;9.58
57;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Verweduwd;2005;103320;11.8;11913;115;13.61
58;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Verweduwd;2006;108680;12.44;12799;118;14.65
59;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Verweduwd;2007;109100;12.54;12929;119;14.86
60;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Verweduwd;2008;108380;12.44;12908;119;14.82
61;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Verweduwd;2009;107230;12.36;13184;123;15.19
62;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Verweduwd;2010;101820;11.76;12806;126;14.79
63;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gescheiden;2004;19220;1.98;1869;97;1.93
64;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gescheiden;2005;29135;3.02;3221;111;3.34
65;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gescheiden;2006;33040;3.36;3729;113;3.8
66;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gescheiden;2007;34970;3.48;3927;112;3.91
67;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gescheiden;2008;37510;3.48;4224;113;3.91
68;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gescheiden;2009;40030;3.63;4645;116;4.21
69;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Gescheiden;2010;42305;3.78;5015;119;4.48
70;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal burgerlijke staat;2004;39710;0.31;6533;165;0.51
71;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal burgerlijke staat;2005;29425;0.23;4735;161;0.37
72;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal burgerlijke staat;2006;31910;0.25;4035;126;0.31
73;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal burgerlijke staat;2007;48000;0.37;4672;97;0.36
74;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal burgerlijke staat;2008;67705;0.52;5904;87;0.46
75;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal burgerlijke staat;2009;80775;0.62;7040;87;0.54
76;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal burgerlijke staat;2010;94740;0.72;7909;83;0.6
77;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Ongehuwd;2004;5690;0.15;602;106;0.15
78;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Ongehuwd;2005;3595;0.09;433;120;0.11
79;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Ongehuwd;2006;3630;0.09;376;103;0.09
80;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Ongehuwd;2007;5290;0.13;486;92;0.12
81;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Ongehuwd;2008;7380;0.18;614;83;0.15
82;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Ongehuwd;2009;8360;0.2;691;83;0.16
83;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Ongehuwd;2010;9650;0.22;792;82;0.18
84;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gehuwd/partnerschap;2004;16690;0.24;2052;123;0.29
85;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gehuwd/partnerschap;2005;13670;0.2;1408;103;0.2
86;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gehuwd/partnerschap;2006;15765;0.23;1251;79;0.18
87;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gehuwd/partnerschap;2007;23320;0.34;1644;71;0.24
88;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gehuwd/partnerschap;2008;32050;0.47;2195;68;0.32
89;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gehuwd/partnerschap;2009;38415;0.56;2795;73;0.41
90;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gehuwd/partnerschap;2010;44830;0.65;3243;72;0.47
91;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Verweduwd;2004;12870;1.47;3418;266;3.9
92;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Verweduwd;2005;10115;1.16;2656;263;3.03
93;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Verweduwd;2006;10645;1.22;2237;210;2.56
94;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Verweduwd;2007;16375;1.88;2309;141;2.65
95;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Verweduwd;2008;23740;2.73;2751;116;3.16
96;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Verweduwd;2009;28355;3.27;3164;112;3.65
97;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Verweduwd;2010;33390;3.86;3443;103;3.98
98;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gescheiden;2004;4460;0.46;462;103;0.48
99;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gescheiden;2005;2045;0.21;239;117;0.25
100;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gescheiden;2006;1870;0.19;172;92;0.18
101;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gescheiden;2007;3015;0.3;233;77;0.23
102;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gescheiden;2008;4535;0.42;344;76;0.32
103;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gescheiden;2009;5640;0.51;389;69;0.35
104;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gescheiden;2010;6870;0.61;431;63;0.39
105;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal burgerlijke staat;2004;66325;0.52;1629;25;0.13
106;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal burgerlijke staat;2005;58795;0.46;976;17;0.08
107;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal burgerlijke staat;2006;59755;0.47;974;16;0.08
108;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal burgerlijke staat;2007;55040;0.43;951;17;0.07
109;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal burgerlijke staat;2008;50005;0.39;873;17;0.07
110;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal burgerlijke staat;2009;41205;0.32;719;17;0.06
111;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal burgerlijke staat;2010;37405;0.28;638;17;0.05
112;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Ongehuwd;2004;7815;0.2;217;28;0.06
113;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Ongehuwd;2005;7845;0.2;170;22;0.04
114;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Ongehuwd;2006;8150;0.2;190;23;0.05
115;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Ongehuwd;2007;8190;0.2;215;26;0.05
116;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Ongehuwd;2008;7825;0.19;216;28;0.05
117;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Ongehuwd;2009;6530;0.15;183;28;0.04
118;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Ongehuwd;2010;5155;0.12;115;22;0.03
119;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gehuwd/partnerschap;2004;41510;0.59;876;21;0.13
120;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gehuwd/partnerschap;2005;35660;0.51;509;14;0.07
121;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gehuwd/partnerschap;2006;35765;0.52;477;13;0.07
122;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gehuwd/partnerschap;2007;32815;0.48;458;14;0.07
123;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gehuwd/partnerschap;2008;30175;0.44;427;14;0.06
124;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gehuwd/partnerschap;2009;24530;0.36;345;14;0.05
125;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gehuwd/partnerschap;2010;22585;0.33;326;14;0.05
126;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Verweduwd;2004;12230;1.39;437;36;0.5
127;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Verweduwd;2005;10695;1.22;220;21;0.25
128;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Verweduwd;2006;11015;1.26;227;21;0.26
129;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Verweduwd;2007;9295;1.07;194;21;0.22
130;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Verweduwd;2008;7595;0.87;149;20;0.17
131;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Verweduwd;2009;6300;0.73;124;20;0.14
132;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Verweduwd;2010;6190;0.71;130;21;0.15
133;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gescheiden;2004;4770;0.49;99;21;0.1
134;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gescheiden;2005;4595;0.48;77;17;0.08
135;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gescheiden;2006;4830;0.49;80;17;0.08
136;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gescheiden;2007;4740;0.47;84;18;0.08
137;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gescheiden;2008;4415;0.41;82;19;0.08
138;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gescheiden;2009;3845;0.35;67;17;0.06
139;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gescheiden;2010;3480;0.31;68;19;0.06
140;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal burgerlijke staat;2004;119180;0.94;17583;148;1.38
141;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal burgerlijke staat;2005;66675;0.52;11314;170;0.89
142;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal burgerlijke staat;2006;56665;0.44;10637;188;0.83
143;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal burgerlijke staat;2007;59540;0.46;12262;206;0.96
144;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal burgerlijke staat;2008;80850;0.62;18501;229;1.43
145;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal burgerlijke staat;2009;98100;0.75;24419;249;1.87
146;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal burgerlijke staat;2010;107350;0.82;28174;262;2.14
147;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Ongehuwd;2004;12340;0.32;1759;143;0.45
148;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Ongehuwd;2005;7555;0.19;1224;162;0.31
149;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Ongehuwd;2006;6005;0.15;1123;187;0.28
150;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Ongehuwd;2007;5395;0.13;1115;207;0.27
151;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Ongehuwd;2008;6935;0.17;1595;230;0.39
152;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Ongehuwd;2009;8485;0.2;2089;246;0.49
153;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Ongehuwd;2010;9660;0.22;2486;257;0.58
154;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gehuwd/partnerschap;2004;34265;0.49;4691;137;0.67
155;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gehuwd/partnerschap;2005;17390;0.25;2701;155;0.39
156;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gehuwd/partnerschap;2006;14520;0.21;2478;171;0.36
157;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gehuwd/partnerschap;2007;14310;0.21;2782;194;0.4
158;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gehuwd/partnerschap;2008;17695;0.26;3812;215;0.55
159;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gehuwd/partnerschap;2009;20470;0.3;4756;232;0.69
160;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gehuwd/partnerschap;2010;22090;0.32;5396;244;0.79
161;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Verweduwd;2004;56665;6.46;8851;156;10.09
162;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Verweduwd;2005;33510;3.83;6118;183;6.99
163;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Verweduwd;2006;29745;3.41;5914;199;6.77
164;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Verweduwd;2007;33535;3.85;7143;213;8.21
165;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Verweduwd;2008;47540;5.46;11250;237;12.92
166;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Verweduwd;2009;58335;6.72;15074;258;17.37
167;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Verweduwd;2010;63070;7.28;17212;273;19.87
168;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gescheiden;2004;15905;1.64;2283;144;2.35
169;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gescheiden;2005;8220;0.85;1271;155;1.32
170;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gescheiden;2006;6395;0.65;1123;176;1.14
171;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gescheiden;2007;6300;0.63;1222;194;1.22
172;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gescheiden;2008;8675;0.8;1844;213;1.71
173;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gescheiden;2009;10810;0.98;2500;231;2.27
174;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gescheiden;2010;12530;1.12;3081;246;2.75
175;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal burgerlijke staat;2004;19675;0.15;2444;124;0.19
176;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal burgerlijke staat;2005;24720;0.19;3210;130;0.25
177;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal burgerlijke staat;2006;26990;0.21;3671;136;0.29
178;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal burgerlijke staat;2007;20795;0.16;2983;143;0.23
179;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal burgerlijke staat;2008;14650;0.11;2137;146;0.16
180;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal burgerlijke staat;2009;11585;0.09;1750;151;0.13
181;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal burgerlijke staat;2010;9995;0.08;1557;156;0.12
182;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Ongehuwd;2004;1575;0.04;190;121;0.05
183;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Ongehuwd;2005;2485;0.06;312;125;0.08
184;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Ongehuwd;2006;2975;0.07;389;131;0.1
185;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Ongehuwd;2007;2400;0.06;341;142;0.08
186;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Ongehuwd;2008;1760;0.04;264;150;0.06
187;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Ongehuwd;2009;1455;0.03;225;154;0.05
188;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Ongehuwd;2010;1260;0.03;212;168;0.05
189;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gehuwd/partnerschap;2004;7070;0.1;809;114;0.12
190;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gehuwd/partnerschap;2005;7550;0.11;883;117;0.13
191;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gehuwd/partnerschap;2006;7420;0.11;919;124;0.13
192;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gehuwd/partnerschap;2007;5435;0.08;718;132;0.1
193;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gehuwd/partnerschap;2008;3915;0.06;535;137;0.08
194;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gehuwd/partnerschap;2009;3125;0.05;450;144;0.07
195;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gehuwd/partnerschap;2010;2750;0.04;405;147;0.06
196;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Verweduwd;2004;9010;1.03;1200;133;1.37
197;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Verweduwd;2005;11360;1.3;1581;139;1.81
198;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Verweduwd;2006;12865;1.47;1860;145;2.13
199;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Verweduwd;2007;9845;1.13;1471;149;1.69
200;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Verweduwd;2008;6635;0.76;1000;151;1.15
201;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Verweduwd;2009;5155;0.59;795;154;0.92
202;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Verweduwd;2010;4260;0.49;672;158;0.78
203;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gescheiden;2004;2020;0.21;245;121;0.25
204;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gescheiden;2005;3325;0.34;435;131;0.45
205;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gescheiden;2006;3730;0.38;504;135;0.51
206;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gescheiden;2007;3120;0.31;453;145;0.45
207;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gescheiden;2008;2335;0.22;338;145;0.31
208;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gescheiden;2009;1845;0.17;281;152;0.25
209;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Gescheiden;2010;1725;0.15;268;155;0.24
210;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal burgerlijke staat;2004;66680;0.52;8566;128;0.67
211;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal burgerlijke staat;2005;66165;0.52;6914;104;0.54
212;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal burgerlijke staat;2006;66135;0.52;7230;109;0.56
213;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal burgerlijke staat;2007;76455;0.6;9461;124;0.74
214;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal burgerlijke staat;2008;73190;0.56;9279;127;0.72
215;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal burgerlijke staat;2009;67345;0.52;8685;129;0.67
216;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal burgerlijke staat;2010;67080;0.51;8911;133;0.68
217;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Ongehuwd;2004;7430;0.19;1073;144;0.28
218;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Ongehuwd;2005;6795;0.17;803;118;0.2
219;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Ongehuwd;2006;6635;0.16;847;128;0.21
220;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Ongehuwd;2007;7605;0.19;1104;145;0.27
221;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Ongehuwd;2008;7510;0.18;1128;150;0.27
222;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Ongehuwd;2009;6540;0.15;1003;153;0.24
