ID;SIC2008;Periods;Value_1;Price_2;Volume_3;Value_4;Price_5;Volume_6
54;Retail trade, no dispensing chemists ..;2003 1st quarter;96.5;104.7;92.2;1.0;-0.9;1.9
55;Retail trade, no dispensing chemists ..;2003 April;104.6;106.4;98.3;0.7;-0.8;1.4
56;Retail trade, no dispensing chemists ..;2003 May;110.6;106.4;104.0;-0.6;-0.6;0.0
57;Retail trade, no dispensing chemists ..;2003 June;100.8;104.8;96.2;-5.2;-1.2;-4.0
58;Retail trade, no dispensing chemists ..;2003 2nd quarter;105.3;105.9;99.5;-1.7;-0.9;-0.8
59;Retail trade, no dispensing chemists ..;2003 July;102.0;103.0;99.0;-1.9;-0.9;-1.0
60;Retail trade, no dispensing chemists ..;2003 August;98.4;103.5;95.1;-6.2;-1.0;-5.3
61;Retail trade, no dispensing chemists ..;2003 September;100.0;106.1;94.2;-2.3;-0.5;-1.8
62;Retail trade, no dispensing chemists ..;2003 3rd quarter;100.1;104.2;96.1;-3.5;-0.8;-2.7
63;Retail trade, no dispensing chemists ..;2003 October;108.8;105.4;103.3;-1.2;-0.9;-0.3
64;Retail trade, no dispensing chemists ..;2003 November;100.7;104.6;96.2;-7.4;-1.2;-6.3
65;Retail trade, no dispensing chemists ..;2003 December;116.7;103.1;113.2;-2.8;-1.7;-1.2
66;Retail trade, no dispensing chemists ..;2003 4th quarter;108.7;104.4;104.2;-3.8;-1.2;-2.6
67;Retail trade, no dispensing chemists ..;2003;102.7;104.8;98.0;-2.1;-1.0;-1.1
68;Retail trade, no dispensing chemists ..;2004 January;95.3;101.1;94.3;-1.7;-2.2;0.6
69;Retail trade, no dispensing chemists ..;2004 February;86.6;102.1;84.9;-4.6;-2.1;-2.6
70;Retail trade, no dispensing chemists ..;2004 March;98.9;103.6;95.4;-2.9;-2.7;-0.2
71;Retail trade, no dispensing chemists ..;2004 1st quarter;93.6;102.3;91.5;-3.0;-2.3;-0.7
72;Retail trade, no dispensing chemists ..;2004 April;103.9;103.7;100.2;-0.6;-2.5;1.9
73;Retail trade, no dispensing chemists ..;2004 May;103.5;103.5;100.0;-6.4;-2.7;-3.8
74;Retail trade, no dispensing chemists ..;2004 June;102.6;102.1;100.6;1.8;-2.7;4.6
75;Retail trade, no dispensing chemists ..;2004 2nd quarter;103.4;103.1;100.3;-1.9;-2.6;0.8
76;Retail trade, no dispensing chemists ..;2004 July;103.6;100.1;103.6;1.6;-2.9;4.6
77;Retail trade, no dispensing chemists ..;2004 August;93.4;100.5;92.9;-5.1;-2.9;-2.3
78;Retail trade, no dispensing chemists ..;2004 September;98.9;102.7;96.4;-1.1;-3.2;2.2
79;Retail trade, no dispensing chemists ..;2004 3rd quarter;98.6;101.1;97.6;-1.5;-3.0;1.5
80;Retail trade, no dispensing chemists ..;2004 October;102.3;102.5;99.8;-6.0;-2.7;-3.4
81;Retail trade, no dispensing chemists ..;2004 November;97.9;102.0;96.0;-2.8;-2.5;-0.3
82;Retail trade, no dispensing chemists ..;2004 December;117.5;100.1;117.4;0.7;-2.9;3.7
83;Retail trade, no dispensing chemists ..;2004 4th quarter;105.9;101.5;104.3;-2.6;-2.7;0.1
84;Retail trade, no dispensing chemists ..;2004;100.4;102.0;98.4;-2.2;-2.7;0.4
85;Retail trade, no dispensing chemists ..;2005 January;87.7;98.4;89.2;-8.0;-2.7;-5.4
86;Retail trade, no dispensing chemists ..;2005 February;84.0;99.8;84.2;-3.0;-2.2;-0.8
87;Retail trade, no dispensing chemists ..;2005 March;100.2;101.7;98.5;1.3;-1.8;3.2
88;Retail trade, no dispensing chemists ..;2005 1st quarter;90.6;100.0;90.7;-3.2;-2.3;-0.9
89;Retail trade, no dispensing chemists ..;2005 April;100.3;101.3;99.0;-3.5;-2.4;-1.2
90;Retail trade, no dispensing chemists ..;2005 May;98.4;101.3;97.1;-4.9;-2.1;-2.9
91;Retail trade, no dispensing chemists ..;2005 June;103.8;99.9;103.9;1.1;-2.1;3.4
92;Retail trade, no dispensing chemists ..;2005 2nd quarter;100.8;100.8;100.0;-2.4;-2.2;-0.3
93;Retail trade, no dispensing chemists ..;2005 July;100.3;97.9;102.5;-3.2;-2.2;-1.0
94;Retail trade, no dispensing chemists ..;2005 August;96.4;98.5;97.9;3.3;-2.0;5.4
95;Retail trade, no dispensing chemists ..;2005 September;101.4;100.5;100.9;2.5;-2.2;4.7
96;Retail trade, no dispensing chemists ..;2005 3rd quarter;99.4;98.9;100.4;0.7;-2.1;2.9
97;Retail trade, no dispensing chemists ..;2005 October;102.8;100.7;102.1;0.5;-1.7;2.3
98;Retail trade, no dispensing chemists ..;2005 November;102.6;100.7;101.9;4.8;-1.3;6.2
99;Retail trade, no dispensing chemists ..;2005 December;122.1;99.4;122.8;3.9;-0.7;4.6
100;Retail trade, no dispensing chemists ..;2005 4th quarter;109.2;100.3;108.8;3.1;-1.2;4.4
101;Retail trade, no dispensing chemists ..;2005;100.0;100.0;100.0;-0.4;-2.0;1.6
102;Retail trade, no dispensing chemists ..;2006 January;92.3;98.0;94.1;5.2;-0.3;5.5
103;Retail trade, no dispensing chemists ..;2006 February;87.7;99.4;88.2;4.3;-0.4;4.7
104;Retail trade, no dispensing chemists ..;2006 March;105.0;101.3;103.6;4.8;-0.4;5.2
105;Retail trade, no dispensing chemists ..;2006 1st quarter;95.0;99.6;95.4;4.8;-0.4;5.2
106;Retail trade, no dispensing chemists ..;2006 April;104.7;101.8;102.9;4.4;0.5;3.9
107;Retail trade, no dispensing chemists ..;2006 May;110.3;101.8;108.3;12.1;0.5;11.5
108;Retail trade, no dispensing chemists ..;2006 June;110.4;100.6;109.8;6.4;0.8;5.6
109;Retail trade, no dispensing chemists ..;2006 2nd quarter;108.5;101.4;107.0;7.6;0.6;7.0
110;Retail trade, no dispensing chemists ..;2006 July;102.1;98.2;104.1;1.8;0.3;1.5
111;Retail trade, no dispensing chemists ..;2006 August;105.6;99.8;105.8;9.6;1.3;8.1
112;Retail trade, no dispensing chemists ..;2006 September;106.1;101.9;104.2;4.7;1.4;3.3
113;Retail trade, no dispensing chemists ..;2006 3rd quarter;104.6;99.9;104.7;5.3;1.0;4.2
114;Retail trade, no dispensing chemists ..;2006 October;105.1;101.7;103.4;2.2;0.9;1.3
115;Retail trade, no dispensing chemists ..;2006 November;108.3;101.5;106.7;5.6;0.8;4.7
116;Retail trade, no dispensing chemists ..;2006 December;124.3;100.4;123.8;1.8;1.0;0.8
117;Retail trade, no dispensing chemists ..;2006 4th quarter;112.5;101.2;111.2;3.1;0.9;2.2
118;Retail trade, no dispensing chemists ..;2006;105.2;100.5;104.6;5.2;0.5;4.6
119;Retail trade, no dispensing chemists ..;2007 January;96.1;98.7;97.4;4.1;0.6;3.5
120;Retail trade, no dispensing chemists ..;2007 February;91.7;99.7;92.0;4.6;0.3;4.3
121;Retail trade, no dispensing chemists ..;2007 March;112.6;102.3;110.1;7.3;1.0;6.2
122;Retail trade, no dispensing chemists ..;2007 1st quarter;100.1;100.2;99.9;5.4;0.6;4.8
123;Retail trade, no dispensing chemists ..;2007 April;108.7;103.0;105.5;3.8;1.2;2.6
124;Retail trade, no dispensing chemists ..;2007 May;113.1;102.7;110.1;2.5;0.8;1.7
125;Retail trade, no dispensing chemists ..;2007 June;116.2;101.2;114.8;5.2;0.6;4.6
126;Retail trade, no dispensing chemists ..;2007 2nd quarter;112.6;102.3;110.1;3.8;0.9;2.9
127;Retail trade, no dispensing chemists ..;2007 July;106.3;99.6;106.7;4.1;1.5;2.6
128;Retail trade, no dispensing chemists ..;2007 August;108.3;100.1;108.2;2.6;0.3;2.3
129;Retail trade, no dispensing chemists ..;2007 September;107.7;101.9;105.7;1.5;0.0;1.5
130;Retail trade, no dispensing chemists ..;2007 3rd quarter;107.4;100.5;106.9;2.7;0.6;2.1
131;Retail trade, no dispensing chemists ..;2007 October;111.7;102.4;109.2;6.3;0.7;5.6
132;Retail trade, no dispensing chemists ..;2007 November;112.7;102.4;110.1;4.1;0.9;3.2
133;Retail trade, no dispensing chemists ..;2007 December;128.1;101.3;126.5;3.1;0.9;2.2
134;Retail trade, no dispensing chemists ..;2007 4th quarter;117.5;102.0;115.2;4.4;0.8;3.6
135;Retail trade, no dispensing chemists ..;2007;109.4;101.3;108.1;4.1;0.7;3.3
136;Retail trade, no dispensing chemists ..;2008 January;100.8;100.0;100.8;4.9;1.3;3.5
137;Retail trade, no dispensing chemists ..;2008 February;100.9;101.6;99.3;10.1;1.9;8.0
138;Retail trade, no dispensing chemists ..;2008 March;109.1;104.5;104.5;-3.1;2.1;-5.1
139;Retail trade, no dispensing chemists ..;2008 1st quarter;103.6;102.0;101.6;3.5;1.8;1.7
140;Retail trade, no dispensing chemists ..;2008 April;112.6;104.6;107.6;3.6;1.6;2.0
141;Retail trade, no dispensing chemists ..;2008 May;122.0;104.8;116.4;7.9;2.1;5.7
142;Retail trade, no dispensing chemists ..;2008 June;111.8;103.5;108.1;-3.8;2.2;-5.8
143;Retail trade, no dispensing chemists ..;2008 2nd quarter;115.5;104.3;110.7;2.5;1.9;0.6
144;Retail trade, no dispensing chemists ..;2008 July;112.0;101.5;110.4;5.4;1.9;3.4
145;Retail trade, no dispensing chemists ..;2008 August;109.8;102.4;107.3;1.4;2.3;-0.9
146;Retail trade, no dispensing chemists ..;2008 September;109.5;104.3;105.0;1.7;2.4;-0.7
147;Retail trade, no dispensing chemists ..;2008 3rd quarter;110.4;102.7;107.5;2.8;2.2;0.6
148;Retail trade, no dispensing chemists ..;2008 October;117.4;104.9;112.0;5.1;2.4;2.6
149;Retail trade, no dispensing chemists ..;2008 November;110.9;105.1;105.5;-1.7;2.6;-4.1
150;Retail trade, no dispensing chemists ..;2008 December;130.7;103.7;126.1;2.1;2.4;-0.3
151;Retail trade, no dispensing chemists ..;2008 4th quarter;119.7;104.5;114.5;1.8;2.5;-0.6
152;Retail trade, no dispensing chemists ..;2008;112.3;103.4;108.6;2.6;2.1;0.5
153;Retail trade, no dispensing chemists ..;2009 January;102.6;101.9;100.7;1.8;2.0;-0.1
154;Retail trade, no dispensing chemists ..;2009 February;93.5;103.4;90.4;-7.4;1.8;-9.0
155;Retail trade, no dispensing chemists ..;2009 March;104.3;106.6;97.8;-4.4;2.0;-6.3
156;Retail trade, no dispensing chemists ..;2009 1st quarter;100.1;104.0;96.3;-3.3;1.9;-5.2
157;Retail trade, no dispensing chemists ..;2009 April;111.5;106.7;104.5;-1.0;2.0;-2.9
158;Retail trade, no dispensing chemists ..;2009 May;112.9;106.6;105.8;-7.5;1.7;-9.1
159;Retail trade, no dispensing chemists ..;2009 June;108.8;104.9;103.7;-2.7;1.4;-4.0
160;Retail trade, no dispensing chemists ..;2009 2nd quarter;111.1;106.1;104.7;-3.8;1.7;-5.4
161;Retail trade, no dispensing chemists ..;2009 July;109.8;102.4;107.2;-2.0;0.9;-2.9
162;Retail trade, no dispensing chemists ..;2009 August;102.2;103.1;99.1;-7.0;0.7;-7.6
163;Retail trade, no dispensing chemists ..;2009 September;105.4;105.2;100.2;-3.8;0.8;-4.5
164;Retail trade, no dispensing chemists ..;2009 3rd quarter;105.8;103.6;102.1;-4.2;0.8;-5.0
165;Retail trade, no dispensing chemists ..;2009 October;113.1;105.6;107.2;-3.7;0.6;-4.3
166;Retail trade, no dispensing chemists ..;2009 November;103.6;105.3;98.4;-6.6;0.2;-6.8
167;Retail trade, no dispensing chemists ..;2009 December;127.1;103.7;122.5;-2.8;0.0;-2.8
168;Retail trade, no dispensing chemists ..;2009 4th quarter;114.6;104.9;109.3;-4.2;0.3;-4.5
169;Retail trade, no dispensing chemists ..;2009;107.9;104.6;103.1;-3.9;1.2;-5.1
170;Retail trade, no dispensing chemists ..;2010 January;97.4;102.1;95.4;-5.1;0.1;-5.2
171;Retail trade, no dispensing chemists ..;2010 February;90.2;103.5;87.2;-3.5;0.0;-3.6
172;Retail trade, no dispensing chemists ..;2010 March;107.0;106.6;100.3;2.6;0.0;2.5
173;Retail trade, no dispensing chemists ..;2010 1st quarter;98.2;104.1;94.3;-2.0;0.1;-2.0
174;Retail trade, no dispensing chemists ..;2010 April;110.2;106.7;103.3;-1.2;-0.1;-1.2
175;Retail trade, no dispensing chemists ..;2010 May;110.0;106.4;103.4;-2.6;-0.2;-2.3
176;Retail trade, no dispensing chemists ..;2010 June;110.6;104.7;105.7;1.7;-0.2;1.9
177;Retail trade, no dispensing chemists ..;2010 2nd quarter;110.3;105.9;104.1;-0.7;-0.2;-0.6
178;Retail trade, no dispensing chemists ..;2010 July;110.6;103.0;107.4;0.8;0.6;0.2
179;Retail trade, no dispensing chemists ..;2010 August;102.6;103.5;99.2;0.5;0.4;0.1
180;Retail trade, no dispensing chemists ..;2010 September;108.1;105.4;102.6;2.6;0.2;2.4
181;Retail trade, no dispensing chemists ..;2010 3rd quarter;107.1;104.0;103.0;1.3;0.4;0.9
182;Retail trade, no dispensing chemists ..;2010 October;110.5;105.9;104.3;-2.3;0.3;-2.7
183;Retail trade, no dispensing chemists ..;2010 November;108.3;105.7;102.5;4.6;0.3;4.2
184;Retail trade, no dispensing chemists ..;2010 December;127.0;104.4;121.7;-0.1;0.6;-0.7
185;Retail trade, no dispensing chemists ..;2010 4th quarter;115.2;105.3;109.4;0.6;0.4;0.1
186;Retail trade, no dispensing chemists ..;2010;107.7;104.8;102.7;-0.2;0.2;-0.4
187;Retail trade, no dispensing chemists ..;2011 January;96.8;102.7;94.3;-0.5;0.7;-1.2
188;Retail trade, no dispensing chemists ..;2011 February;92.3;104.4;88.5;2.3;0.9;1.5
189;Retail trade, no dispensing chemists ..;2011 March;107.8;107.5;100.3;0.8;0.8;0.0
190;Retail trade, no dispensing chemists ..;2011 1st quarter;99.0;104.9;94.4;0.8;0.8;0.1
191;Retail trade, no dispensing chemists ..;2011 April;113.3;108.1;104.9;2.9;1.3;1.6
192;Retail trade, no dispensing chemists ..;2011 May;109.7;108.1;101.5;-0.2;1.6;-1.8
193;Retail trade, no dispensing chemists ..;2011 June;110.1;106.5;103.4;-0.5;1.7;-2.2
194;Retail trade, no dispensing chemists ..;2011 2nd quarter;111.0;107.5;103.3;0.7;1.5;-0.8
195;Retail trade, no dispensing chemists ..;2011 July;109.1;104.7;104.1;-1.4;1.7;-3.0
196;Retail trade, no dispensing chemists ..;2011 August;104.9;105.3;99.7;2.2;1.7;0.5
197;Retail trade, no dispensing chemists ..;2011 September;106.4;107.5;99.0;-1.6;2.0;-3.5
198;Retail trade, no dispensing chemists ..;2011 3rd quarter;106.8;105.8;100.9;-0.3;1.8;-2.1
199;Retail trade, no dispensing chemists ..;2011 October;107.6;107.9;99.7;-2.6;1.9;-4.4
200;Retail trade, no dispensing chemists ..;2011 November;108.8;107.8;101.0;0.5;2.0;-1.5
201;Retail trade, no dispensing chemists ..;2011 December;128.0;106.5;120.2;0.8;2.0;-1.2
202;Retail trade, no dispensing chemists ..;2011 4th quarter;114.8;107.4;106.9;-0.4;2.0;-2.3
203;Retail trade, no dispensing chemists ..;2011;107.9;106.4;101.4;0.2;1.5;-1.3
204;Retail trade, no dispensing chemists ..;2012 January;97.5;104.7;93.1;0.6;1.9;-1.2
205;Retail trade, no dispensing chemists ..;2012 February;93.0;106.3;87.5;0.8;1.9;-1.1
206;Retail trade, no dispensing chemists ..;2012 March;110.7;109.6;101.0;2.7;2.0;0.7
207;Retail trade, no dispensing chemists ..;2012 1st quarter;100.4;106.9;94.0;1.4;1.9;-0.5
208;Retail trade, no dispensing chemists ..;2012 April;102.6;109.6;93.6;-9.5;1.5;-10.8
209;Retail trade, no dispensing chemists ..;2012 May;111.9;109.5;102.2;2.1;1.3;0.7
210;Retail trade, no dispensing chemists ..;2012 June;111.8;108.2;103.4;1.6;1.6;0.0
211;Retail trade, no dispensing chemists ..;2012 2nd quarter;108.8;109.1;99.7;-2.0;1.5;-3.5
212;Retail trade, no dispensing chemists ..;2012 July;104.6;106.1;98.6;-4.1;1.3;-5.3
213;Retail trade, no dispensing chemists ..;2012 August;105.4;106.2;99.2;0.5;0.9;-0.4
214;Retail trade, no dispensing chemists ..;2012 September;106.3;108.4;98.0;-0.1;0.9;-1.0
215;Retail trade, no dispensing chemists ..;2012 3rd quarter;105.4;106.9;98.6;-1.3;1.0;-2.3
216;Retail trade, no dispensing chemists ..;2012 October;107.6;109.9;97.9;0.0;1.8;-1.8
217;Retail trade, no dispensing chemists ..;2012 November;107.4;109.8;97.8;-1.3;1.9;-3.1
218;Retail trade, no dispensing chemists ..;2012 December;123.3;108.9;113.2;-3.6;2.3;-5.8
219;Retail trade, no dispensing chemists ..;2012 4th quarter;112.8;109.5;103.0;-1.8;2.0;-3.7
220;Retail trade, no dispensing chemists ..;2012;106.8;108.1;98.8;-1.0;1.6;-2.5
221;Retail trade, no dispensing chemists;2000 January;81.1;96.4;84.1;;;
222;Retail trade, no dispensing chemists;2000 February;81.3;97.3;83.5;;;
223;Retail trade, no dispensing chemists;2000 March;92.8;98.7;94.1;;;
224;Retail trade, no dispensing chemists;2000 1st quarter;85.0;97.4;87.3;;;
225;Retail trade, no dispensing chemists;2000 April;93.2;98.7;94.5;;;
226;Retail trade, no dispensing chemists;2000 May;98.5;99.0;99.4;;;
227;Retail trade, no dispensing chemists;2000 June;96.5;98.6;97.9;;;
228;Retail trade, no dispensing chemists;2000 2nd quarter;96.0;98.7;97.3;;;
229;Retail trade, no dispensing chemists;2000 July;93.1;96.5;96.5;;;
230;Retail trade, no dispensing chemists;2000 August;91.5;97.4;93.9;;;
231;Retail trade, no dispensing chemists;2000 September;96.6;99.8;96.8;;;
232;Retail trade, no dispensing chemists;2000 3rd quarter;93.7;97.9;95.7;;;
233;Retail trade, no dispensing chemists;2000 October;95.1;100.3;94.9;;;
234;Retail trade, no dispensing chemists;2000 November;98.8;100.5;98.4;;;
235;Retail trade, no dispensing chemists;2000 December;112.5;99.1;113.5;;;
236;Retail trade, no dispensing chemists;2000 4th quarter;102.2;99.9;102.2;;;
237;Retail trade, no dispensing chemists;2000;94.2;98.5;95.7;;;
238;Retail trade, no dispensing chemists;2001 January;87.7;98.4;89.1;8.1;2.1;5.9
239;Retail trade, no dispensing chemists;2001 February;84.0;100.0;84.0;3.4;2.8;0.6
240;Retail trade, no dispensing chemists;2001 March;100.4;101.8;98.7;8.2;3.1;4.9
241;Retail trade, no dispensing chemists;2001 1st quarter;90.7;100.0;90.7;6.7;2.7;3.9
242;Retail trade, no dispensing chemists;2001 April;96.4;102.7;93.9;3.4;4.1;-0.6
243;Retail trade, no dispensing chemists;2001 May;106.7;103.0;103.6;8.4;4.0;4.2
244;Retail trade, no dispensing chemists;2001 June;103.8;102.1;101.7;7.6;3.6;3.9
245;Retail trade, no dispensing chemists;2001 2nd quarter;102.3;102.6;99.7;6.5;3.9;2.5
246;Retail trade, no dispensing chemists;2001 July;96.5;100.0;96.5;3.7;3.6;0.1
247;Retail trade, no dispensing chemists;2001 August;98.0;100.6;97.5;7.2;3.3;3.8
248;Retail trade, no dispensing chemists;2001 September;100.3;103.2;97.2;3.8;3.3;0.5
249;Retail trade, no dispensing chemists;2001 3rd quarter;98.3;101.3;97.1;4.9;3.4;1.4
250;Retail trade, no dispensing chemists;2001 October;102.9;103.0;99.9;8.2;2.7;5.3
251;Retail trade, no dispensing chemists;2001 November;105.3;102.6;102.6;6.5;2.1;4.3
252;Retail trade, no dispensing chemists;2001 December;115.5;101.9;113.4;2.7;2.8;-0.1
253;Retail trade, no dispensing chemists;2001 4th quarter;107.9;102.5;105.3;5.6;2.5;3.0
254;Retail trade, no dispensing chemists;2001;99.8;101.6;98.2;5.9;3.1;2.7
255;Retail trade, no dispensing chemists;2002 January;91.7;101.7;90.2;4.6;3.4;1.2
256;Retail trade, no dispensing chemists;2002 February;86.8;102.6;84.6;3.3;2.6;0.7
257;Retail trade, no dispensing chemists;2002 March;103.0;104.3;98.7;2.5;2.5;0.0
258;Retail trade, no dispensing chemists;2002 1st quarter;93.8;102.9;91.2;3.4;2.8;0.6
259;Retail trade, no dispensing chemists;2002 April;101.9;104.7;97.4;5.7;2.0;3.7
260;Retail trade, no dispensing chemists;2002 May;108.8;104.4;104.2;2.0;1.4;0.6
261;Retail trade, no dispensing chemists;2002 June;104.2;103.5;100.7;0.4;1.4;-1.0
262;Retail trade, no dispensing chemists;2002 2nd quarter;105.0;104.2;100.7;2.6;1.6;1.0
263;Retail trade, no dispensing chemists;2002 July;101.6;101.6;100.0;5.3;1.5;3.6
264;Retail trade, no dispensing chemists;2002 August;102.2;102.1;100.1;4.3;1.5;2.7
265;Retail trade, no dispensing chemists;2002 September;100.3;104.2;96.2;0.0;1.0;-1.0
266;Retail trade, no dispensing chemists;2002 3rd quarter;101.4;102.6;98.8;3.1;1.4;1.8
267;Retail trade, no dispensing chemists;2002 October;107.5;103.8;103.6;4.5;0.8;3.7
268;Retail trade, no dispensing chemists;2002 November;106.0;103.1;102.8;0.7;0.5;0.2
269;Retail trade, no dispensing chemists;2002 December;116.4;102.4;113.7;0.7;0.5;0.3
270;Retail trade, no dispensing chemists;2002 4th quarter;110.0;103.1;106.7;1.9;0.6;1.3
271;Retail trade, no dispensing chemists;2002;102.5;103.2;99.4;2.7;1.6;1.1
272;Retail trade, no dispensing chemists;2003 January;95.5;101.3;94.2;4.2;-0.3;4.5
273;Retail trade, no dispensing chemists;2003 February;89.8;102.3;87.8;3.5;-0.3;3.8
274;Retail trade, no dispensing chemists;2003 March;100.7;104.4;96.5;-2.2;0.1;-2.2
275;Retail trade, no dispensing chemists;2003 1st quarter;95.3;102.7;92.9;1.6;-0.2;1.8
276;Retail trade, no dispensing chemists;2003 April;102.6;103.9;98.8;0.7;-0.8;1.5
277;Retail trade, no dispensing chemists;2003 May;108.0;103.6;104.3;-0.8;-0.8;0.0
278;Retail trade, no dispensing chemists;2003 June;99.3;102.3;97.1;-4.7;-1.2;-3.5
279;Retail trade, no dispensing chemists;2003 2nd quarter;103.3;103.2;100.1;-1.6;-0.9;-0.7
280;Retail trade, no dispensing chemists;2003 July;99.9;100.8;99.1;-1.7;-0.8;-0.9
281;Retail trade, no dispensing chemists;2003 August;96.7;101.3;95.5;-5.4;-0.8;-4.6
282;Retail trade, no dispensing chemists;2003 September;98.4;103.5;95.0;-1.9;-0.7;-1.2
283;Retail trade, no dispensing chemists;2003 3rd quarter;98.3;101.9;96.5;-3.0;-0.8;-2.3
284;Retail trade, no dispensing chemists;2003 October;106.5;102.9;103.5;-1.0;-0.9;-0.1
285;Retail trade, no dispensing chemists;2003 November;98.8;102.2;96.7;-6.8;-0.8;-6.0
286;Retail trade, no dispensing chemists;2003 December;113.1;100.8;112.3;-2.8;-1.6;-1.2
