ID;Marges;Kenmerken;MateVanEenzaamheid;Perioden;Eenzaamheid_1;SocialeEenzaamheid_2;EmotioneleEenzaamheid_3
63;Waarde;Leeftijd: 35 tot 45 jaar;Niet;2023;59.0;55.6;58.0
64;Waarde;Leeftijd: 35 tot 45 jaar;Enigszins;2019;22.8;27.1;25.7
65;Waarde;Leeftijd: 35 tot 45 jaar;Enigszins;2021;29.5;24.7;38.3
66;Waarde;Leeftijd: 35 tot 45 jaar;Enigszins;2022;26.9;26.7;30.0
67;Waarde;Leeftijd: 35 tot 45 jaar;Enigszins;2023;27.6;26.5;30.5
68;Waarde;Leeftijd: 35 tot 45 jaar;Sterk;2019;10.9;13.6;8.0
69;Waarde;Leeftijd: 35 tot 45 jaar;Sterk;2021;11.4;15.1;10.4
70;Waarde;Leeftijd: 35 tot 45 jaar;Sterk;2022;14.1;16.6;13.1
71;Waarde;Leeftijd: 35 tot 45 jaar;Sterk;2023;13.4;17.9;11.5
72;Waarde;Leeftijd: 45 tot 55 jaar;Niet;2019;65.3;56.0;70.1
73;Waarde;Leeftijd: 45 tot 55 jaar;Niet;2021;56.7;55.3;56.4
74;Waarde;Leeftijd: 45 tot 55 jaar;Niet;2022;63.0;58.1;63.7
75;Waarde;Leeftijd: 45 tot 55 jaar;Niet;2023;62.4;56.1;63.7
76;Waarde;Leeftijd: 45 tot 55 jaar;Enigszins;2019;26.1;30.4;22.6
77;Waarde;Leeftijd: 45 tot 55 jaar;Enigszins;2021;31.4;26.1;32.2
78;Waarde;Leeftijd: 45 tot 55 jaar;Enigszins;2022;27.7;27.7;28.4
79;Waarde;Leeftijd: 45 tot 55 jaar;Enigszins;2023;26.0;29.0;25.1
80;Waarde;Leeftijd: 45 tot 55 jaar;Sterk;2019;8.6;13.6;7.3
81;Waarde;Leeftijd: 45 tot 55 jaar;Sterk;2021;12.0;18.5;11.3
82;Waarde;Leeftijd: 45 tot 55 jaar;Sterk;2022;9.3;14.2;7.9
83;Waarde;Leeftijd: 45 tot 55 jaar;Sterk;2023;11.6;14.9;11.2
84;Waarde;Leeftijd: 55 tot 65 jaar;Niet;2019;66.1;59.1;68.1
85;Waarde;Leeftijd: 55 tot 65 jaar;Niet;2021;61.1;59.1;60.3
86;Waarde;Leeftijd: 55 tot 65 jaar;Niet;2022;60.7;55.5;63.7
87;Waarde;Leeftijd: 55 tot 65 jaar;Niet;2023;65.1;58.0;67.2
88;Waarde;Leeftijd: 55 tot 65 jaar;Enigszins;2019;26.0;27.7;24.5
89;Waarde;Leeftijd: 55 tot 65 jaar;Enigszins;2021;28.5;27.3;30.1
90;Waarde;Leeftijd: 55 tot 65 jaar;Enigszins;2022;27.7;28.3;26.1
91;Waarde;Leeftijd: 55 tot 65 jaar;Enigszins;2023;24.7;27.9;24.1
92;Waarde;Leeftijd: 55 tot 65 jaar;Sterk;2019;8.0;13.2;7.3
93;Waarde;Leeftijd: 55 tot 65 jaar;Sterk;2021;10.4;13.5;9.6
94;Waarde;Leeftijd: 55 tot 65 jaar;Sterk;2022;11.6;16.2;10.2
95;Waarde;Leeftijd: 55 tot 65 jaar;Sterk;2023;10.2;14.1;8.8
96;Waarde;Leeftijd: 65 tot 75 jaar;Niet;2019;67.5;62.2;67.8
97;Waarde;Leeftijd: 65 tot 75 jaar;Niet;2021;58.8;57.9;58.4
98;Waarde;Leeftijd: 65 tot 75 jaar;Niet;2022;66.0;58.3;67.4
99;Waarde;Leeftijd: 65 tot 75 jaar;Niet;2023;62.5;56.5;64.6
100;Waarde;Leeftijd: 65 tot 75 jaar;Enigszins;2019;24.7;25.7;25.2
101;Waarde;Leeftijd: 65 tot 75 jaar;Enigszins;2021;33.0;29.5;32.6
102;Waarde;Leeftijd: 65 tot 75 jaar;Enigszins;2022;26.8;29.7;25.2
103;Waarde;Leeftijd: 65 tot 75 jaar;Enigszins;2023;28.6;30.8;25.6
104;Waarde;Leeftijd: 65 tot 75 jaar;Sterk;2019;7.8;12.1;7.1
105;Waarde;Leeftijd: 65 tot 75 jaar;Sterk;2021;8.3;12.6;9.0
106;Waarde;Leeftijd: 65 tot 75 jaar;Sterk;2022;7.2;12.0;7.3
107;Waarde;Leeftijd: 65 tot 75 jaar;Sterk;2023;8.9;12.8;9.8
108;Waarde;Leeftijd: 75 jaar of ouder;Niet;2019;58.2;60.3;52.1
109;Waarde;Leeftijd: 75 jaar of ouder;Niet;2021;53.7;58.2;48.2
110;Waarde;Leeftijd: 75 jaar of ouder;Niet;2022;56.3;58.6;53.3
111;Waarde;Leeftijd: 75 jaar of ouder;Niet;2023;57.8;60.2;52.3
112;Waarde;Leeftijd: 75 jaar of ouder;Enigszins;2019;32.9;30.0;37.0
113;Waarde;Leeftijd: 75 jaar of ouder;Enigszins;2021;37.2;30.2;42.5
114;Waarde;Leeftijd: 75 jaar of ouder;Enigszins;2022;34.3;30.1;35.6
115;Waarde;Leeftijd: 75 jaar of ouder;Enigszins;2023;33.8;28.8;38.4
116;Waarde;Leeftijd: 75 jaar of ouder;Sterk;2019;8.8;9.7;10.9
117;Waarde;Leeftijd: 75 jaar of ouder;Sterk;2021;9.1;11.6;9.4
118;Waarde;Leeftijd: 75 jaar of ouder;Sterk;2022;9.4;11.3;11.1
119;Waarde;Leeftijd: 75 jaar of ouder;Sterk;2023;8.4;11.0;9.3
120;Waarde;Herkomst: geb. in NL, ouders in NL;Niet;2019;67.8;62.4;67.9
121;Waarde;Herkomst: geb. in NL, ouders in NL;Niet;2021;60.6;61.2;55.2
122;Waarde;Herkomst: geb. in NL, ouders in NL;Niet;2022;62.6;59.5;60.6
123;Waarde;Herkomst: geb. in NL, ouders in NL;Niet;2023;63.8;59.8;63.1
124;Waarde;Herkomst: geb. in NL, ouders in NL;Enigszins;2019;24.7;27.1;24.7
125;Waarde;Herkomst: geb. in NL, ouders in NL;Enigszins;2021;29.9;26.3;35.5
126;Waarde;Herkomst: geb. in NL, ouders in NL;Enigszins;2022;27.8;28.6;29.3
127;Waarde;Herkomst: geb. in NL, ouders in NL;Enigszins;2023;27.1;28.7;27.2
128;Waarde;Herkomst: geb. in NL, ouders in NL;Sterk;2019;7.5;10.4;7.4
129;Waarde;Herkomst: geb. in NL, ouders in NL;Sterk;2021;9.6;12.5;9.4
130;Waarde;Herkomst: geb. in NL, ouders in NL;Sterk;2022;9.7;11.9;10.1
131;Waarde;Herkomst: geb. in NL, ouders in NL;Sterk;2023;9.1;11.5;9.7
132;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Niet;2019;63.6;55.8;64.0
133;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Niet;2021;52.3;57.7;52.4
134;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Niet;2022;61.6;56.1;58.7
135;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Niet;2023;59.4;57.1;57.8
136;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Enigszins;2019;26.8;30.1;30.1
137;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Enigszins;2021;38.9;29.3;42.2
138;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Enigszins;2022;28.6;32.9;31.6
139;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Enigszins;2023;30.8;29.4;33.2
140;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Sterk;2019;9.6;14.1;5.9
141;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Sterk;2021;8.8;13.0;5.4
142;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Sterk;2022;9.8;11.1;9.7
143;Waarde;Herkomst: geb. in NL, ouder(s) in Europa;Sterk;2023;9.8;13.5;9.0
144;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Niet;2019;62.8;55.5;63.4
145;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Niet;2021;54.1;55.0;51.4
146;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Niet;2022;58.3;53.2;57.4
147;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Niet;2023;58.7;52.5;56.1
148;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Enigszins;2019;28.0;31.5;29.0
149;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Enigszins;2021;33.8;32.2;34.8
150;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Enigszins;2022;29.9;31.3;32.5
151;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Enigszins;2023;30.4;31.1;32.4
152;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Sterk;2019;9.2;13.0;7.6
153;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Sterk;2021;12.1;12.7;13.8
154;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Sterk;2022;11.8;15.5;10.1
155;Waarde;Herkomst: geb. NL, ouder(s) buit. Europa;Sterk;2023;10.9;16.4;11.5
156;Waarde;Herkomst: geboren in Europa (excl. NL);Niet;2019;60.4;51.9;61.4
157;Waarde;Herkomst: geboren in Europa (excl. NL);Niet;2021;45.3;47.5;40.1
158;Waarde;Herkomst: geboren in Europa (excl. NL);Niet;2022;50.2;49.0;48.0
159;Waarde;Herkomst: geboren in Europa (excl. NL);Niet;2023;44.9;44.3;41.8
160;Waarde;Herkomst: geboren in Europa (excl. NL);Enigszins;2019;27.9;31.3;30.1
161;Waarde;Herkomst: geboren in Europa (excl. NL);Enigszins;2021;37.3;28.8;43.1
162;Waarde;Herkomst: geboren in Europa (excl. NL);Enigszins;2022;33.9;26.2;41.5
163;Waarde;Herkomst: geboren in Europa (excl. NL);Enigszins;2023;35.9;28.8;40.3
164;Waarde;Herkomst: geboren in Europa (excl. NL);Sterk;2019;11.7;16.8;8.5
165;Waarde;Herkomst: geboren in Europa (excl. NL);Sterk;2021;17.4;23.7;16.9
166;Waarde;Herkomst: geboren in Europa (excl. NL);Sterk;2022;15.9;24.8;10.5
167;Waarde;Herkomst: geboren in Europa (excl. NL);Sterk;2023;19.1;26.9;17.9
168;Waarde;Herkomst: geboren buiten Europa;Niet;2019;51.6;48.1;47.9
169;Waarde;Herkomst: geboren buiten Europa;Niet;2021;42.7;45.3;38.1
170;Waarde;Herkomst: geboren buiten Europa;Niet;2022;44.2;44.9;44.2
171;Waarde;Herkomst: geboren buiten Europa;Niet;2023;45.2;45.0;42.4
172;Waarde;Herkomst: geboren buiten Europa;Enigszins;2019;31.6;31.2;38.5
173;Waarde;Herkomst: geboren buiten Europa;Enigszins;2021;37.6;30.5;43.0
174;Waarde;Herkomst: geboren buiten Europa;Enigszins;2022;38.7;31.4;42.1
175;Waarde;Herkomst: geboren buiten Europa;Enigszins;2023;35.0;31.9;38.8
176;Waarde;Herkomst: geboren buiten Europa;Sterk;2019;16.8;20.7;13.6
177;Waarde;Herkomst: geboren buiten Europa;Sterk;2021;19.7;24.1;18.9
178;Waarde;Herkomst: geboren buiten Europa;Sterk;2022;17.0;23.7;13.7
179;Waarde;Herkomst: geboren buiten Europa;Sterk;2023;19.9;23.1;18.8
180;Waarde;Herkomst: geboren buiten Nederland;Niet;2019;54.3;49.2;52.1
181;Waarde;Herkomst: geboren buiten Nederland;Niet;2021;43.4;46.0;38.7
182;Waarde;Herkomst: geboren buiten Nederland;Niet;2022;46.1;46.2;45.4
183;Waarde;Herkomst: geboren buiten Nederland;Niet;2023;45.1;44.8;42.2
184;Waarde;Herkomst: geboren buiten Nederland;Enigszins;2019;30.5;31.2;35.9
185;Waarde;Herkomst: geboren buiten Nederland;Enigszins;2021;37.5;30.0;43.0
186;Waarde;Herkomst: geboren buiten Nederland;Enigszins;2022;37.3;29.8;41.9
187;Waarde;Herkomst: geboren buiten Nederland;Enigszins;2023;35.3;30.9;39.2
188;Waarde;Herkomst: geboren buiten Nederland;Sterk;2019;15.3;19.5;12.0
189;Waarde;Herkomst: geboren buiten Nederland;Sterk;2021;19.0;24.0;18.3
190;Waarde;Herkomst: geboren buiten Nederland;Sterk;2022;16.7;24.0;12.7
191;Waarde;Herkomst: geboren buiten Nederland;Sterk;2023;19.6;24.3;18.5
192;Waarde;Herkomst: geboren in Nederland;Niet;2019;67.2;61.6;67.4
193;Waarde;Herkomst: geboren in Nederland;Niet;2021;59.7;60.5;54.7
194;Waarde;Herkomst: geboren in Nederland;Niet;2022;62.1;58.8;60.3
195;Waarde;Herkomst: geboren in Nederland;Niet;2023;63.1;59.1;62.2
196;Waarde;Herkomst: geboren in Nederland;Enigszins;2019;25.0;27.6;25.2
197;Waarde;Herkomst: geboren in Nederland;Enigszins;2021;30.6;26.9;35.7
198;Waarde;Herkomst: geboren in Nederland;Enigszins;2022;28.0;29.1;29.7
199;Waarde;Herkomst: geboren in Nederland;Enigszins;2023;27.5;28.9;27.9
200;Waarde;Herkomst: geboren in Nederland;Sterk;2019;7.8;10.8;7.4
201;Waarde;Herkomst: geboren in Nederland;Sterk;2021;9.8;12.6;9.6
202;Waarde;Herkomst: geboren in Nederland;Sterk;2022;9.9;12.2;10.1
203;Waarde;Herkomst: geboren in Nederland;Sterk;2023;9.3;12.0;9.8
204;Waarde;Herkomstland: Nederland;Niet;2019;67.8;62.4;67.9
205;Waarde;Herkomstland: Nederland;Niet;2021;60.6;61.2;55.2
206;Waarde;Herkomstland: Nederland;Niet;2022;62.6;59.5;60.6
207;Waarde;Herkomstland: Nederland;Niet;2023;63.8;59.8;63.1
208;Waarde;Herkomstland: Nederland;Enigszins;2019;24.7;27.1;24.7
209;Waarde;Herkomstland: Nederland;Enigszins;2021;29.9;26.3;35.5
210;Waarde;Herkomstland: Nederland;Enigszins;2022;27.8;28.6;29.3
211;Waarde;Herkomstland: Nederland;Enigszins;2023;27.1;28.7;27.2
212;Waarde;Herkomstland: Nederland;Sterk;2019;7.5;10.4;7.4
213;Waarde;Herkomstland: Nederland;Sterk;2021;9.6;12.5;9.4
214;Waarde;Herkomstland: Nederland;Sterk;2022;9.7;11.9;10.1
215;Waarde;Herkomstland: Nederland;Sterk;2023;9.1;11.5;9.7
216;Waarde;Herkomstland: Europa (excl. Nederland);Niet;2019;62.0;53.8;62.7
217;Waarde;Herkomstland: Europa (excl. Nederland);Niet;2021;48.6;52.5;46.1
218;Waarde;Herkomstland: Europa (excl. Nederland);Niet;2022;56.0;52.6;53.5
219;Waarde;Herkomstland: Europa (excl. Nederland);Niet;2023;51.5;50.1;49.3
220;Waarde;Herkomstland: Europa (excl. Nederland);Enigszins;2019;27.3;30.7;30.1
221;Waarde;Herkomstland: Europa (excl. Nederland);Enigszins;2021;38.1;29.0;42.7
222;Waarde;Herkomstland: Europa (excl. Nederland);Enigszins;2022;31.2;29.6;36.4
223;Waarde;Herkomstland: Europa (excl. Nederland);Enigszins;2023;33.6;29.1;37.0
224;Waarde;Herkomstland: Europa (excl. Nederland);Sterk;2019;10.7;15.5;7.2
225;Waarde;Herkomstland: Europa (excl. Nederland);Sterk;2021;13.3;18.5;11.2
226;Waarde;Herkomstland: Europa (excl. Nederland);Sterk;2022;12.8;17.8;10.1
227;Waarde;Herkomstland: Europa (excl. Nederland);Sterk;2023;14.9;20.8;13.8
228;Waarde;Herkomstland: buiten Europa;Niet;2019;56.7;51.5;55.1
229;Waarde;Herkomstland: buiten Europa;Niet;2021;47.7;49.6;44.0
230;Waarde;Herkomstland: buiten Europa;Niet;2022;50.9;48.9;50.6
231;Waarde;Herkomstland: buiten Europa;Niet;2023;51.1;48.3;48.4
232;Waarde;Herkomstland: buiten Europa;Enigszins;2019;29.9;31.3;34.1
233;Waarde;Herkomstland: buiten Europa;Enigszins;2021;35.9;31.3;39.3
234;Waarde;Herkomstland: buiten Europa;Enigszins;2022;34.5;31.4;37.4
235;Waarde;Herkomstland: buiten Europa;Enigszins;2023;33.0;31.5;36.0
236;Waarde;Herkomstland: buiten Europa;Sterk;2019;13.4;17.2;10.8
237;Waarde;Herkomstland: buiten Europa;Sterk;2021;16.3;19.1;16.6
238;Waarde;Herkomstland: buiten Europa;Sterk;2022;14.5;19.7;12.0
239;Waarde;Herkomstland: buiten Europa;Sterk;2023;15.9;20.2;15.6
240;Waarde;11 Basisonderwijs;Niet;2019;58.1;53.8;55.6
241;Waarde;11 Basisonderwijs;Niet;2021;51.9;52.2;50.0
242;Waarde;11 Basisonderwijs;Niet;2022;55.3;52.5;53.5
243;Waarde;11 Basisonderwijs;Niet;2023;51.7;53.4;49.1
244;Waarde;11 Basisonderwijs;Enigszins;2019;29.8;31.2;32.9
245;Waarde;11 Basisonderwijs;Enigszins;2021;36.9;33.9;36.6
246;Waarde;11 Basisonderwijs;Enigszins;2022;32.1;31.6;30.6
247;Waarde;11 Basisonderwijs;Enigszins;2023;36.3;32.3;35.5
248;Waarde;11 Basisonderwijs;Sterk;2019;12.1;15.0;11.5
249;Waarde;11 Basisonderwijs;Sterk;2021;11.2;13.9;13.4
250;Waarde;11 Basisonderwijs;Sterk;2022;12.6;15.9;15.8
251;Waarde;11 Basisonderwijs;Sterk;2023;12.0;14.2;15.5
252;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Niet;2019;63.5;59.0;62.0
253;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Niet;2021;54.3;55.0;51.2
254;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Niet;2022;55.9;54.6;53.7
255;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Niet;2023;56.3;52.5;56.0
256;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Enigszins;2019;27.5;29.3;28.4
257;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Enigszins;2021;33.1;29.3;35.7
258;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Enigszins;2022;32.6;30.2;34.4
259;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Enigszins;2023;32.2;33.4;31.6
260;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Sterk;2019;9.1;11.7;9.6
261;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Sterk;2021;12.6;15.7;13.1
262;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Sterk;2022;11.5;15.2;11.9
263;Waarde;12 Vmbo, havo-, vwo-onderbouw, mbo1;Sterk;2023;11.5;14.1;12.5
264;Waarde;21 Havo, vwo, mbo2-4;Niet;2019;65.1;58.7;65.8
265;Waarde;21 Havo, vwo, mbo2-4;Niet;2021;58.3;59.4;52.5
266;Waarde;21 Havo, vwo, mbo2-4;Niet;2022;61.1;57.0;60.4
267;Waarde;21 Havo, vwo, mbo2-4;Niet;2023;60.5;56.3;59.1
268;Waarde;21 Havo, vwo, mbo2-4;Enigszins;2019;25.5;28.4;25.7
269;Waarde;21 Havo, vwo, mbo2-4;Enigszins;2021;30.2;26.0;36.7
270;Waarde;21 Havo, vwo, mbo2-4;Enigszins;2022;27.7;29.6;28.6
271;Waarde;21 Havo, vwo, mbo2-4;Enigszins;2023;28.3;29.4;29.4
272;Waarde;21 Havo, vwo, mbo2-4;Sterk;2019;9.4;12.9;8.6
273;Waarde;21 Havo, vwo, mbo2-4;Sterk;2021;11.5;14.6;10.8
274;Waarde;21 Havo, vwo, mbo2-4;Sterk;2022;11.1;13.4;10.9
275;Waarde;21 Havo, vwo, mbo2-4;Sterk;2023;11.3;14.3;11.6
276;Waarde;31 Hbo-, wo-bachelor;Niet;2019;70.8;65.2;70.3
277;Waarde;31 Hbo-, wo-bachelor;Niet;2021;59.9;61.9;53.7
278;Waarde;31 Hbo-, wo-bachelor;Niet;2022;61.8;60.1;59.2
279;Waarde;31 Hbo-, wo-bachelor;Niet;2023;64.8;61.6;64.9
280;Waarde;31 Hbo-, wo-bachelor;Enigszins;2019;22.5;24.8;24.1
281;Waarde;31 Hbo-, wo-bachelor;Enigszins;2021;31.2;26.0;38.1
282;Waarde;31 Hbo-, wo-bachelor;Enigszins;2022;28.8;28.9;32.2
283;Waarde;31 Hbo-, wo-bachelor;Enigszins;2023;25.6;25.5;25.9
284;Waarde;31 Hbo-, wo-bachelor;Sterk;2019;6.7;10.0;5.6
285;Waarde;31 Hbo-, wo-bachelor;Sterk;2021;8.9;12.1;8.2
286;Waarde;31 Hbo-, wo-bachelor;Sterk;2022;9.4;11.0;8.5
287;Waarde;31 Hbo-, wo-bachelor;Sterk;2023;9.6;12.9;9.2
288;Waarde;32 Hbo-, wo-master, doctor;Niet;2019;68.5;63.1;70.4
289;Waarde;32 Hbo-, wo-master, doctor;Niet;2021;60.2;60.7;55.1
290;Waarde;32 Hbo-, wo-master, doctor;Niet;2022;65.0;61.2;62.5
291;Waarde;32 Hbo-, wo-master, doctor;Niet;2023;67.0;61.4;64.9
292;Waarde;32 Hbo-, wo-master, doctor;Enigszins;2019;24.9;27.4;24.9
293;Waarde;32 Hbo-, wo-master, doctor;Enigszins;2021;30.3;26.7;36.4
294;Waarde;32 Hbo-, wo-master, doctor;Enigszins;2022;25.6;25.9;31.1
295;Waarde;32 Hbo-, wo-master, doctor;Enigszins;2023;23.9;26.6;27.7
296;Waarde;32 Hbo-, wo-master, doctor;Sterk;2019;6.7;9.5;4.7
297;Waarde;32 Hbo-, wo-master, doctor;Sterk;2021;9.5;12.6;8.6
298;Waarde;32 Hbo-, wo-master, doctor;Sterk;2022;9.4;12.9;6.3
299;Waarde;32 Hbo-, wo-master, doctor;Sterk;2023;9.1;12.1;7.4
300;Waarde;Positie in huishouden: alleenstaande;Niet;2019;52.2;53.1;48.9
301;Waarde;Positie in huishouden: alleenstaande;Niet;2021;43.4;52.7;38.7
302;Waarde;Positie in huishouden: alleenstaande;Niet;2022;46.8;51.3;43.3
303;Waarde;Positie in huishouden: alleenstaande;Niet;2023;48.0;51.9;45.1
304;Waarde;Positie in huishouden: alleenstaande;Enigszins;2019;33.7;30.6;36.3
305;Waarde;Positie in huishouden: alleenstaande;Enigszins;2021;40.7;29.9;44.9
306;Waarde;Positie in huishouden: alleenstaande;Enigszins;2022;38.0;31.4;40.2
307;Waarde;Positie in huishouden: alleenstaande;Enigszins;2023;35.1;29.1;37.9
308;Waarde;Positie in huishouden: alleenstaande;Sterk;2019;14.1;16.3;14.8
309;Waarde;Positie in huishouden: alleenstaande;Sterk;2021;15.8;17.4;16.4
310;Waarde;Positie in huishouden: alleenstaande;Sterk;2022;15.3;17.4;16.5
