ID;Geslacht;Leeftijd;Herkomst;Generatie;BurgerlijkeStaat;OoitOfNooitGescheiden;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;ContanteWaarde_3;TeBereikenJaarlijkseAanspraken_4;Vervangingspercentage_5;OpgebouwdeJaarlijkseAanspraken_6;ContanteWaarde_7;TeBereikenJaarlijkseAanspraken_8;Vervangingspercentage_9;VierdePijler_10;OpgebouwdeJaarlijkseAanspraken_11;ContanteWaarde_12;TeBereikenJaarlijkseAanspraken_13;Vervangingspercentage_14
16;Totaal mannen en vrouwen;0;0;Totaal alle generaties;Verweduwd;Ooit gescheiden;2005;16350.0;8100.0;77300.0;10000.0;38.0;5200.0;48900.0;6700.0;25.0;40.0;13300.0;126200.0;16700.0;63.0
17;Totaal mannen en vrouwen;0;0;Totaal alle generaties;Verweduwd;Nooit gescheiden;2005;144750.0;8400.0;80000.0;10300.0;36.0;6400.0;59500.0;8600.0;30.0;55.0;14800.0;139500.0;18900.0;66.0
18;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;1364950.0;2700.0;15500.0;7600.0;46.0;1500.0;9800.0;3700.0;23.0;18.0;4200.0;25300.0;11300.0;69.0
19;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;247050.0;3900.0;26000.0;7600.0;38.0;2000.0;14700.0;4300.0;22.0;18.0;5900.0;40700.0;11900.0;60.0
20;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;1117900.0;2400.0;13200.0;7600.0;48.0;1300.0;8700.0;3600.0;23.0;18.0;3700.0;21900.0;11200.0;71.0
21;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;680550.0;2800.0;17500.0;6500.0;35.0;1900.0;12900.0;4500.0;24.0;29.0;4700.0;30400.0;11000.0;59.0
22;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Gehuwd;Ooit gescheiden;2005;82300.0;3300.0;21400.0;6400.0;31.0;2400.0;17800.0;4900.0;24.0;30.0;5700.0;39200.0;11300.0;55.0
23;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Gehuwd;Nooit gescheiden;2005;598250.0;2800.0;17000.0;6500.0;36.0;1800.0;12200.0;4400.0;24.0;28.0;4600.0;29200.0;10900.0;60.0
24;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;684400.0;2500.0;13500.0;8800.0;60.0;1000.0;6600.0;3000.0;21.0;7.0;3500.0;20100.0;11800.0;81.0
25;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Niet gehuwd;Ooit gescheiden;2005;164750.0;4300.0;28200.0;8200.0;41.0;1800.0;13100.0;4000.0;20.0;12.0;6100.0;41300.0;12200.0;61.0
26;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Niet gehuwd;Nooit gescheiden;2005;519650.0;1900.0;8800.0;8900.0;69.0;800.0;4600.0;2700.0;21.0;6.0;2700.0;13400.0;11600.0;90.0
27;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Ongehuwd;Totaal ooit of nooit gescheiden;2005;503750.0;1800.0;7600.0;9000.0;70.0;700.0;3800.0;2700.0;21.0;5.0;2500.0;11400.0;11700.0;91.0
28;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
29;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Ongehuwd;Nooit gescheiden;2005;500400.0;1800.0;7500.0;9000.0;70.0;700.0;3700.0;2700.0;21.0;5.0;2500.0;11200.0;11700.0;91.0
30;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Gescheiden;Totaal ooit of nooit gescheiden;2005;161250.0;4300.0;28000.0;8200.0;42.0;1800.0;12800.0;4000.0;20.0;12.0;6100.0;40800.0;12200.0;62.0
31;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Gescheiden;Ooit gescheiden;2005;159000.0;4300.0;28200.0;8200.0;42.0;1800.0;12900.0;4000.0;20.0;12.0;6100.0;41100.0;12200.0;62.0
32;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
33;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Verweduwd;Totaal ooit of nooit gescheiden;2005;19400.0;5100.0;45600.0;7700.0;36.0;3100.0;29200.0;4000.0;19.0;23.0;8200.0;74800.0;11700.0;55.0
34;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Verweduwd;Ooit gescheiden;2005;2400.0;5200.0;47500.0;7600.0;33.0;3400.0;32800.0;4500.0;20.0;27.0;8600.0;80300.0;12100.0;53.0
35;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Verweduwd;Nooit gescheiden;2005;17000.0;5000.0;45400.0;7700.0;37.0;3000.0;28600.0;3900.0;19.0;23.0;8000.0;74000.0;11600.0;56.0
36;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;845900.0;3500.0;20000.0;9500.0;49.0;2700.0;18300.0;6300.0;33.0;28.0;6200.0;38300.0;15800.0;82.0
37;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;91300.0;5900.0;41600.0;9300.0;35.0;4700.0;33700.0;8600.0;33.0;35.0;10600.0;75300.0;17900.0;68.0
38;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;754600.0;3200.0;17400.0;9600.0;52.0;2500.0;16500.0;6100.0;33.0;28.0;5700.0;33900.0;15700.0;85.0
39;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;303200.0;4700.0;32100.0;8000.0;29.0;5300.0;36800.0;10500.0;38.0;59.0;10000.0;68900.0;18500.0;67.0
40;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Gehuwd;Ooit gescheiden;2005;30950.0;5300.0;37700.0;7900.0;28.0;6000.0;44200.0;10200.0;36.0;50.0;11300.0;81900.0;18100.0;64.0
41;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Gehuwd;Nooit gescheiden;2005;272300.0;4700.0;31400.0;8000.0;29.0;5200.0;35900.0;10600.0;38.0;60.0;9900.0;67300.0;18600.0;67.0
42;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;542700.0;2700.0;13200.0;10400.0;71.0;1300.0;8000.0;4000.0;27.0;12.0;4000.0;21200.0;14400.0;98.0
43;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Niet gehuwd;Ooit gescheiden;2005;60400.0;6300.0;43600.0;10000.0;39.0;4000.0;28300.0;7900.0;31.0;28.0;10300.0;71900.0;17900.0;70.0
44;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Niet gehuwd;Nooit gescheiden;2005;482300.0;2300.0;9400.0;10500.0;78.0;1000.0;5500.0;3500.0;26.0;10.0;3300.0;14900.0;14000.0;104.0
45;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Ongehuwd;Totaal ooit of nooit gescheiden;2005;477200.0;2200.0;8300.0;10500.0;79.0;900.0;4600.0;3400.0;26.0;9.0;3100.0;12900.0;13900.0;105.0
46;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
47;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Ongehuwd;Nooit gescheiden;2005;474500.0;2200.0;8200.0;10500.0;80.0;900.0;4500.0;3400.0;26.0;9.0;3100.0;12700.0;13900.0;106.0
48;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Gescheiden;Totaal ooit of nooit gescheiden;2005;56950.0;6300.0;43800.0;9900.0;40.0;4000.0;28200.0;7800.0;31.0;27.0;10300.0;72000.0;17700.0;71.0
49;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Gescheiden;Ooit gescheiden;2005;56650.0;6300.0;43800.0;9900.0;40.0;4000.0;28200.0;7800.0;31.0;27.0;10300.0;72000.0;17700.0;71.0
50;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
51;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Verweduwd;Totaal ooit of nooit gescheiden;2005;8550.0;8700.0;84200.0;10500.0;35.0;6900.0;65900.0;8800.0;30.0;53.0;15600.0;150100.0;19300.0;65.0
52;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Verweduwd;Ooit gescheiden;2005;1000.0;8500.0;80900.0;10300.0;36.0;5400.0;52400.0;7200.0;25.0;42.0;13900.0;133300.0;17500.0;61.0
53;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Verweduwd;Nooit gescheiden;2005;7500.0;8700.0;84600.0;10500.0;35.0;7100.0;67700.0;9000.0;30.0;55.0;15800.0;152300.0;19500.0;65.0
54;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;8811050.0;4400.0;27700.0;9000.0;39.0;3900.0;26000.0;9400.0;40.0;47.0;8300.0;53700.0;18400.0;79.0
55;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;1027500.0;6300.0;44800.0;9300.0;35.0;5100.0;36600.0;9800.0;37.0;41.0;11400.0;81400.0;19100.0;72.0
56;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;7783550.0;4100.0;25400.0;9000.0;39.0;3700.0;24600.0;9300.0;41.0;48.0;7800.0;50000.0;18300.0;80.0
57;Totaal mannen en vrouwen;0;0;Autochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;4652350.0;5100.0;35000.0;8000.0;30.0;5500.0;37400.0;11900.0;44.0;70.0;10600.0;72400.0;19900.0;74.0
58;Totaal mannen en vrouwen;0;0;Autochtonen;Gehuwd;Ooit gescheiden;2005;364600.0;5500.0;39900.0;7900.0;29.0;6200.0;45400.0;11000.0;40.0;55.0;11700.0;85300.0;18900.0;69.0
59;Totaal mannen en vrouwen;0;0;Autochtonen;Gehuwd;Nooit gescheiden;2005;4287700.0;5000.0;34500.0;8000.0;30.0;5400.0;36700.0;12000.0;45.0;71.0;10400.0;71200.0;20000.0;75.0
60;Totaal mannen en vrouwen;0;0;Autochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;4158700.0;3500.0;19500.0;10200.0;52.0;2100.0;13200.0;6600.0;34.0;21.0;5600.0;32700.0;16800.0;86.0
61;Totaal mannen en vrouwen;0;0;Autochtonen;Niet gehuwd;Ooit gescheiden;2005;662900.0;6700.0;47500.0;10000.0;39.0;4500.0;31700.0;9200.0;35.0;34.0;11200.0;79200.0;19200.0;74.0
62;Totaal mannen en vrouwen;0;0;Autochtonen;Niet gehuwd;Nooit gescheiden;2005;3495800.0;3000.0;14200.0;10300.0;56.0;1700.0;9700.0;6000.0;33.0;19.0;4700.0;23900.0;16300.0;89.0
63;Totaal mannen en vrouwen;0;0;Autochtonen;Ongehuwd;Totaal ooit of nooit gescheiden;2005;3406250.0;2800.0;11800.0;10300.0;57.0;1500.0;7900.0;6000.0;33.0;18.0;4300.0;19700.0;16300.0;90.0
64;Totaal mannen en vrouwen;0;0;Autochtonen;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
65;Totaal mannen en vrouwen;0;0;Autochtonen;Ongehuwd;Nooit gescheiden;2005;3372300.0;2700.0;11600.0;10300.0;57.0;1500.0;7700.0;5900.0;33.0;18.0;4200.0;19300.0;16200.0;90.0
66;Totaal mannen en vrouwen;0;0;Autochtonen;Gescheiden;Totaal ooit of nooit gescheiden;2005;619300.0;6700.0;47900.0;10000.0;39.0;4500.0;31700.0;9100.0;35.0;33.0;11200.0;79600.0;19100.0;74.0
67;Totaal mannen en vrouwen;0;0;Autochtonen;Gescheiden;Ooit gescheiden;2005;616000.0;6700.0;47900.0;10000.0;39.0;4500.0;31700.0;9100.0;35.0;33.0;11200.0;79600.0;19100.0;74.0
68;Totaal mannen en vrouwen;0;0;Autochtonen;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
69;Totaal mannen en vrouwen;0;0;Autochtonen;Verweduwd;Totaal ooit of nooit gescheiden;2005;133150.0;8800.0;84400.0;10600.0;36.0;6700.0;62200.0;9000.0;31.0;58.0;15500.0;146600.0;19600.0;67.0
70;Totaal mannen en vrouwen;0;0;Autochtonen;Verweduwd;Ooit gescheiden;2005;12900.0;8600.0;82600.0;10500.0;39.0;5500.0;51600.0;7000.0;26.0;42.0;14100.0;134200.0;17500.0;65.0
71;Totaal mannen en vrouwen;0;0;Autochtonen;Verweduwd;Nooit gescheiden;2005;120250.0;8800.0;84600.0;10700.0;36.0;6800.0;63300.0;9300.0;31.0;59.0;15600.0;147900.0;20000.0;67.0
72;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;8811050.0;4400.0;27700.0;9000.0;39.0;3900.0;26000.0;9400.0;40.0;47.0;8300.0;53700.0;18400.0;79.0
73;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Totaal burgerlijke staat;Ooit gescheiden;2005;1027500.0;6300.0;44800.0;9300.0;35.0;5100.0;36600.0;9800.0;37.0;41.0;11400.0;81400.0;19100.0;72.0
74;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Totaal burgerlijke staat;Nooit gescheiden;2005;7783550.0;4100.0;25400.0;9000.0;39.0;3700.0;24600.0;9300.0;41.0;48.0;7800.0;50000.0;18300.0;80.0
75;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Gehuwd;Totaal ooit of nooit gescheiden;2005;4652350.0;5100.0;35000.0;8000.0;30.0;5500.0;37400.0;11900.0;44.0;70.0;10600.0;72400.0;19900.0;74.0
76;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Gehuwd;Ooit gescheiden;2005;364600.0;5500.0;39900.0;7900.0;29.0;6200.0;45400.0;11000.0;40.0;55.0;11700.0;85300.0;18900.0;69.0
77;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Gehuwd;Nooit gescheiden;2005;4287700.0;5000.0;34500.0;8000.0;30.0;5400.0;36700.0;12000.0;45.0;71.0;10400.0;71200.0;20000.0;75.0
78;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;4158700.0;3500.0;19500.0;10200.0;52.0;2100.0;13200.0;6600.0;34.0;21.0;5600.0;32700.0;16800.0;86.0
79;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Niet gehuwd;Ooit gescheiden;2005;662900.0;6700.0;47500.0;10000.0;39.0;4500.0;31700.0;9200.0;35.0;34.0;11200.0;79200.0;19200.0;74.0
80;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Niet gehuwd;Nooit gescheiden;2005;3495800.0;3000.0;14200.0;10300.0;56.0;1700.0;9700.0;6000.0;33.0;19.0;4700.0;23900.0;16300.0;89.0
81;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Ongehuwd;Totaal ooit of nooit gescheiden;2005;3406250.0;2800.0;11800.0;10300.0;57.0;1500.0;7900.0;6000.0;33.0;18.0;4300.0;19700.0;16300.0;90.0
82;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
83;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Ongehuwd;Nooit gescheiden;2005;3372300.0;2700.0;11600.0;10300.0;57.0;1500.0;7700.0;5900.0;33.0;18.0;4200.0;19300.0;16200.0;90.0
84;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Gescheiden;Totaal ooit of nooit gescheiden;2005;619300.0;6700.0;47900.0;10000.0;39.0;4500.0;31700.0;9100.0;35.0;33.0;11200.0;79600.0;19100.0;74.0
85;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Gescheiden;Ooit gescheiden;2005;616000.0;6700.0;47900.0;10000.0;39.0;4500.0;31700.0;9100.0;35.0;33.0;11200.0;79600.0;19100.0;74.0
86;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
87;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Verweduwd;Totaal ooit of nooit gescheiden;2005;133150.0;8800.0;84400.0;10600.0;36.0;6700.0;62200.0;9000.0;31.0;58.0;15500.0;146600.0;19600.0;67.0
88;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Verweduwd;Ooit gescheiden;2005;12900.0;8600.0;82600.0;10500.0;39.0;5500.0;51600.0;7000.0;26.0;42.0;14100.0;134200.0;17500.0;65.0
89;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Verweduwd;Nooit gescheiden;2005;120250.0;8800.0;84600.0;10700.0;36.0;6800.0;63300.0;9300.0;31.0;59.0;15600.0;147900.0;20000.0;67.0
90;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
91;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;;;;;;;;;;;;;;
92;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;;;;;;;;;;;;;;
93;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
94;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Gehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
95;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Gehuwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
96;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
97;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Niet gehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
98;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Niet gehuwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
99;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Ongehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
100;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
101;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Ongehuwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
102;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Gescheiden;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
103;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Gescheiden;Ooit gescheiden;2005;;;;;;;;;;;;;;
104;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
105;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Verweduwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
106;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Verweduwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
107;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Verweduwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
108;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
109;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;;;;;;;;;;;;;;
110;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;;;;;;;;;;;;;;
111;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
112;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Gehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
113;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Gehuwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
114;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
115;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Niet gehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
116;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Niet gehuwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
117;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Ongehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
118;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
119;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Ongehuwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
120;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Gescheiden;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
121;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Gescheiden;Ooit gescheiden;2005;;;;;;;;;;;;;;
122;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
123;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Verweduwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
124;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Verweduwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
125;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Verweduwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
126;Totaal mannen en vrouwen;0;2;Autochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;8811050.0;4400.0;27700.0;9000.0;39.0;3900.0;26000.0;9400.0;40.0;47.0;8300.0;53700.0;18400.0;79.0
127;Totaal mannen en vrouwen;0;2;Autochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;1027500.0;6300.0;44800.0;9300.0;35.0;5100.0;36600.0;9800.0;37.0;41.0;11400.0;81400.0;19100.0;72.0
128;Totaal mannen en vrouwen;0;2;Autochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;7783550.0;4100.0;25400.0;9000.0;39.0;3700.0;24600.0;9300.0;41.0;48.0;7800.0;50000.0;18300.0;80.0
129;Totaal mannen en vrouwen;0;2;Autochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;4652350.0;5100.0;35000.0;8000.0;30.0;5500.0;37400.0;11900.0;44.0;70.0;10600.0;72400.0;19900.0;74.0
