ID;OpleidingEnArbeid;Persoonskenmerken;Perioden;NietZoGelukkig_1;Gelukkig_2;NietZoTevredenMetHetLeven_3;TevredenMetHetLeven_4
30;999;Leeftijd: 18 tot 35 jaar;2003;9.0;91.0;11.0;89.0
31;999;Leeftijd: 18 tot 35 jaar;2004;10.0;90.0;12.0;88.0
32;999;Leeftijd: 18 tot 35 jaar;2005;11.0;89.0;13.0;87.0
33;999;Leeftijd: 18 tot 35 jaar;2006;8.0;92.0;12.0;88.0
34;999;Leeftijd: 18 tot 35 jaar;2007;10.0;90.0;10.0;90.0
35;999;Leeftijd: 18 tot 35 jaar;2008;7.0;93.0;9.0;91.0
36;999;Leeftijd: 18 tot 35 jaar;2009;9.0;91.0;11.0;89.0
37;999;Leeftijd: 18 tot 35 jaar;2010 oude methode;8.0;92.0;11.0;89.0
38;999;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;13.0;87.0;14.0;86.0
39;999;Leeftijd: 18 tot 35 jaar;2012;12.0;88.0;15.0;85.0
40;999;Leeftijd: 35 tot 50 jaar;2003;12.0;88.0;14.0;86.0
41;999;Leeftijd: 35 tot 50 jaar;2004;12.0;88.0;14.0;86.0
42;999;Leeftijd: 35 tot 50 jaar;2005;12.0;88.0;14.0;86.0
43;999;Leeftijd: 35 tot 50 jaar;2006;12.0;88.0;14.0;86.0
44;999;Leeftijd: 35 tot 50 jaar;2007;11.0;89.0;13.0;87.0
45;999;Leeftijd: 35 tot 50 jaar;2008;13.0;87.0;14.0;86.0
46;999;Leeftijd: 35 tot 50 jaar;2009;11.0;89.0;14.0;86.0
47;999;Leeftijd: 35 tot 50 jaar;2010 oude methode;12.0;88.0;15.0;85.0
48;999;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;16.0;84.0;16.0;84.0
49;999;Leeftijd: 35 tot 50 jaar;2012;16.0;84.0;17.0;83.0
50;999;Leeftijd: 50 tot 65 jaar;2003;14.0;86.0;13.0;87.0
51;999;Leeftijd: 50 tot 65 jaar;2004;14.0;86.0;14.0;86.0
52;999;Leeftijd: 50 tot 65 jaar;2005;15.0;85.0;16.0;84.0
53;999;Leeftijd: 50 tot 65 jaar;2006;13.0;87.0;15.0;85.0
54;999;Leeftijd: 50 tot 65 jaar;2007;14.0;86.0;14.0;86.0
55;999;Leeftijd: 50 tot 65 jaar;2008;13.0;87.0;12.0;88.0
56;999;Leeftijd: 50 tot 65 jaar;2009;11.0;89.0;13.0;87.0
57;999;Leeftijd: 50 tot 65 jaar;2010 oude methode;14.0;86.0;15.0;85.0
58;999;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;17.0;83.0;16.0;84.0
59;999;Leeftijd: 50 tot 65 jaar;2012;22.0;78.0;21.0;79.0
60;999;Leeftijd: 65 jaar of ouder;2003;18.0;82.0;15.0;85.0
61;999;Leeftijd: 65 jaar of ouder;2004;17.0;83.0;13.0;87.0
62;999;Leeftijd: 65 jaar of ouder;2005;17.0;83.0;13.0;87.0
63;999;Leeftijd: 65 jaar of ouder;2006;15.0;85.0;12.0;88.0
64;999;Leeftijd: 65 jaar of ouder;2007;16.0;84.0;14.0;86.0
65;999;Leeftijd: 65 jaar of ouder;2008;15.0;85.0;12.0;88.0
66;999;Leeftijd: 65 jaar of ouder;2009;15.0;85.0;13.0;87.0
67;999;Leeftijd: 65 jaar of ouder;2010 oude methode;18.0;82.0;14.0;86.0
68;999;Leeftijd: 65 jaar of ouder;2010 nieuwe methode;20.0;80.0;16.0;84.0
69;999;Leeftijd: 65 jaar of ouder;2012;18.0;82.0;15.0;85.0
70;999;Herkomst: autochtoon;2003;11.0;89.0;12.0;88.0
71;999;Herkomst: autochtoon;2004;11.0;89.0;12.0;88.0
72;999;Herkomst: autochtoon;2005;11.0;89.0;12.0;88.0
73;999;Herkomst: autochtoon;2006;10.0;90.0;12.0;88.0
74;999;Herkomst: autochtoon;2007;11.0;89.0;12.0;88.0
75;999;Herkomst: autochtoon;2008;10.0;90.0;11.0;89.0
76;999;Herkomst: autochtoon;2009;10.0;90.0;11.0;89.0
77;999;Herkomst: autochtoon;2010 oude methode;11.0;89.0;12.0;88.0
78;999;Herkomst: autochtoon;2010 nieuwe methode;15.0;85.0;15.0;85.0
79;999;Herkomst: autochtoon;2012;16.0;84.0;16.0;84.0
80;999;Herkomst: westerse allochtoon;2003;17.0;83.0;16.0;84.0
81;999;Herkomst: westerse allochtoon;2004;14.0;86.0;16.0;84.0
82;999;Herkomst: westerse allochtoon;2005;17.0;83.0;15.0;85.0
83;999;Herkomst: westerse allochtoon;2006;13.0;87.0;16.0;84.0
84;999;Herkomst: westerse allochtoon;2007;15.0;85.0;16.0;84.0
85;999;Herkomst: westerse allochtoon;2008;15.0;85.0;15.0;85.0
86;999;Herkomst: westerse allochtoon;2009;12.0;88.0;17.0;83.0
87;999;Herkomst: westerse allochtoon;2010 oude methode;15.0;85.0;18.0;82.0
88;999;Herkomst: westerse allochtoon;2010 nieuwe methode;19.0;81.0;18.0;82.0
89;999;Herkomst: westerse allochtoon;2012;19.0;81.0;21.0;79.0
90;999;Herkomst: niet-westerse allochtoon;2003;28.0;72.0;25.0;75.0
91;999;Herkomst: niet-westerse allochtoon;2004;28.0;72.0;27.0;73.0
92;999;Herkomst: niet-westerse allochtoon;2005;28.0;72.0;27.0;73.0
93;999;Herkomst: niet-westerse allochtoon;2006;22.0;78.0;28.0;72.0
94;999;Herkomst: niet-westerse allochtoon;2007;25.0;75.0;19.0;81.0
95;999;Herkomst: niet-westerse allochtoon;2008;23.0;77.0;19.0;81.0
96;999;Herkomst: niet-westerse allochtoon;2009;22.0;78.0;24.0;76.0
97;999;Herkomst: niet-westerse allochtoon;2010 oude methode;23.0;77.0;22.0;78.0
98;999;Herkomst: niet-westerse allochtoon;2010 nieuwe methode;26.0;74.0;20.0;80.0
99;999;Herkomst: niet-westerse allochtoon;2012;23.0;77.0;25.0;75.0
100;Onderwijsniveau: basisonderwijs;Totaal personen;2003;23.0;77.0;21.0;79.0
101;Onderwijsniveau: basisonderwijs;Totaal personen;2004;24.0;76.0;22.0;78.0
102;Onderwijsniveau: basisonderwijs;Totaal personen;2005;24.0;76.0;21.0;79.0
103;Onderwijsniveau: basisonderwijs;Totaal personen;2006;21.0;79.0;21.0;79.0
104;Onderwijsniveau: basisonderwijs;Totaal personen;2007;22.0;78.0;19.0;81.0
105;Onderwijsniveau: basisonderwijs;Totaal personen;2008;22.0;78.0;19.0;81.0
106;Onderwijsniveau: basisonderwijs;Totaal personen;2009;20.0;80.0;19.0;81.0
107;Onderwijsniveau: basisonderwijs;Totaal personen;2010 oude methode;27.0;73.0;23.0;77.0
108;Onderwijsniveau: basisonderwijs;Totaal personen;2010 nieuwe methode;23.0;77.0;21.0;79.0
109;Onderwijsniveau: basisonderwijs;Totaal personen;2012;28.0;72.0;27.0;73.0
110;Onderwijsniveau: basisonderwijs;Geslacht: mannen;2003;22.0;78.0;20.0;80.0
111;Onderwijsniveau: basisonderwijs;Geslacht: mannen;2004;24.0;76.0;23.0;77.0
112;Onderwijsniveau: basisonderwijs;Geslacht: mannen;2005;24.0;76.0;25.0;75.0
113;Onderwijsniveau: basisonderwijs;Geslacht: mannen;2006;19.0;81.0;21.0;79.0
114;Onderwijsniveau: basisonderwijs;Geslacht: mannen;2007;20.0;80.0;17.0;83.0
115;Onderwijsniveau: basisonderwijs;Geslacht: mannen;2008;20.0;80.0;18.0;82.0
116;Onderwijsniveau: basisonderwijs;Geslacht: mannen;2009;17.0;83.0;17.0;83.0
117;Onderwijsniveau: basisonderwijs;Geslacht: mannen;2010 oude methode;19.0;81.0;21.0;79.0
118;Onderwijsniveau: basisonderwijs;Geslacht: mannen;2010 nieuwe methode;21.0;79.0;21.0;79.0
119;Onderwijsniveau: basisonderwijs;Geslacht: mannen;2012;;;;
120;Onderwijsniveau: basisonderwijs;Geslacht: vrouwen;2003;24.0;76.0;21.0;79.0
121;Onderwijsniveau: basisonderwijs;Geslacht: vrouwen;2004;24.0;76.0;21.0;79.0
122;Onderwijsniveau: basisonderwijs;Geslacht: vrouwen;2005;23.0;77.0;18.0;82.0
123;Onderwijsniveau: basisonderwijs;Geslacht: vrouwen;2006;23.0;77.0;21.0;79.0
124;Onderwijsniveau: basisonderwijs;Geslacht: vrouwen;2007;24.0;76.0;21.0;79.0
125;Onderwijsniveau: basisonderwijs;Geslacht: vrouwen;2008;23.0;77.0;21.0;79.0
126;Onderwijsniveau: basisonderwijs;Geslacht: vrouwen;2009;23.0;77.0;21.0;79.0
127;Onderwijsniveau: basisonderwijs;Geslacht: vrouwen;2010 oude methode;31.0;69.0;25.0;75.0
128;Onderwijsniveau: basisonderwijs;Geslacht: vrouwen;2010 nieuwe methode;24.0;76.0;21.0;79.0
129;Onderwijsniveau: basisonderwijs;Geslacht: vrouwen;2012;27.0;73.0;28.0;72.0
130;Onderwijsniveau: basisonderwijs;Leeftijd: 18 tot 35 jaar;2003;25.0;75.0;25.0;75.0
131;Onderwijsniveau: basisonderwijs;Leeftijd: 18 tot 35 jaar;2004;26.0;74.0;33.0;67.0
132;Onderwijsniveau: basisonderwijs;Leeftijd: 18 tot 35 jaar;2005;24.0;76.0;24.0;76.0
133;Onderwijsniveau: basisonderwijs;Leeftijd: 18 tot 35 jaar;2006;21.0;79.0;23.0;77.0
134;Onderwijsniveau: basisonderwijs;Leeftijd: 18 tot 35 jaar;2007;21.0;79.0;23.0;77.0
135;Onderwijsniveau: basisonderwijs;Leeftijd: 18 tot 35 jaar;2008;23.0;77.0;22.0;78.0
136;Onderwijsniveau: basisonderwijs;Leeftijd: 18 tot 35 jaar;2009;14.0;86.0;21.0;79.0
137;Onderwijsniveau: basisonderwijs;Leeftijd: 18 tot 35 jaar;2010 oude methode;;;;
138;Onderwijsniveau: basisonderwijs;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;;;;
139;Onderwijsniveau: basisonderwijs;Leeftijd: 18 tot 35 jaar;2012;;;;
140;Onderwijsniveau: basisonderwijs;Leeftijd: 35 tot 50 jaar;2003;25.0;75.0;23.0;77.0
141;Onderwijsniveau: basisonderwijs;Leeftijd: 35 tot 50 jaar;2004;30.0;70.0;34.0;66.0
142;Onderwijsniveau: basisonderwijs;Leeftijd: 35 tot 50 jaar;2005;25.0;75.0;23.0;77.0
143;Onderwijsniveau: basisonderwijs;Leeftijd: 35 tot 50 jaar;2006;21.0;79.0;26.0;74.0
144;Onderwijsniveau: basisonderwijs;Leeftijd: 35 tot 50 jaar;2007;27.0;73.0;25.0;75.0
145;Onderwijsniveau: basisonderwijs;Leeftijd: 35 tot 50 jaar;2008;27.0;73.0;26.0;74.0
146;Onderwijsniveau: basisonderwijs;Leeftijd: 35 tot 50 jaar;2009;24.0;76.0;27.0;73.0
147;Onderwijsniveau: basisonderwijs;Leeftijd: 35 tot 50 jaar;2010 oude methode;;;;
148;Onderwijsniveau: basisonderwijs;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;26.0;74.0;26.0;74.0
149;Onderwijsniveau: basisonderwijs;Leeftijd: 35 tot 50 jaar;2012;;;;
150;Onderwijsniveau: basisonderwijs;Leeftijd: 50 tot 65 jaar;2003;22.0;78.0;20.0;80.0
151;Onderwijsniveau: basisonderwijs;Leeftijd: 50 tot 65 jaar;2004;22.0;78.0;20.0;80.0
152;Onderwijsniveau: basisonderwijs;Leeftijd: 50 tot 65 jaar;2005;22.0;78.0;23.0;77.0
153;Onderwijsniveau: basisonderwijs;Leeftijd: 50 tot 65 jaar;2006;22.0;78.0;24.0;76.0
154;Onderwijsniveau: basisonderwijs;Leeftijd: 50 tot 65 jaar;2007;23.0;77.0;19.0;81.0
155;Onderwijsniveau: basisonderwijs;Leeftijd: 50 tot 65 jaar;2008;21.0;79.0;19.0;81.0
156;Onderwijsniveau: basisonderwijs;Leeftijd: 50 tot 65 jaar;2009;16.0;84.0;15.0;85.0
157;Onderwijsniveau: basisonderwijs;Leeftijd: 50 tot 65 jaar;2010 oude methode;20.0;80.0;23.0;77.0
158;Onderwijsniveau: basisonderwijs;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;22.0;78.0;22.0;78.0
159;Onderwijsniveau: basisonderwijs;Leeftijd: 50 tot 65 jaar;2012;;;;
160;Onderwijsniveau: basisonderwijs;Leeftijd: 65 jaar of ouder;2003;22.0;78.0;17.0;83.0
161;Onderwijsniveau: basisonderwijs;Leeftijd: 65 jaar of ouder;2004;23.0;77.0;16.0;84.0
162;Onderwijsniveau: basisonderwijs;Leeftijd: 65 jaar of ouder;2005;23.0;77.0;16.0;84.0
163;Onderwijsniveau: basisonderwijs;Leeftijd: 65 jaar of ouder;2006;21.0;79.0;16.0;84.0
164;Onderwijsniveau: basisonderwijs;Leeftijd: 65 jaar of ouder;2007;19.0;81.0;15.0;85.0
165;Onderwijsniveau: basisonderwijs;Leeftijd: 65 jaar of ouder;2008;19.0;81.0;15.0;85.0
166;Onderwijsniveau: basisonderwijs;Leeftijd: 65 jaar of ouder;2009;23.0;77.0;18.0;82.0
167;Onderwijsniveau: basisonderwijs;Leeftijd: 65 jaar of ouder;2010 oude methode;26.0;74.0;20.0;80.0
168;Onderwijsniveau: basisonderwijs;Leeftijd: 65 jaar of ouder;2010 nieuwe methode;22.0;78.0;18.0;82.0
169;Onderwijsniveau: basisonderwijs;Leeftijd: 65 jaar of ouder;2012;;;;
170;Onderwijsniveau: basisonderwijs;Herkomst: autochtoon;2003;19.0;81.0;18.0;82.0
171;Onderwijsniveau: basisonderwijs;Herkomst: autochtoon;2004;21.0;79.0;19.0;81.0
172;Onderwijsniveau: basisonderwijs;Herkomst: autochtoon;2005;21.0;79.0;19.0;81.0
173;Onderwijsniveau: basisonderwijs;Herkomst: autochtoon;2006;19.0;81.0;18.0;82.0
174;Onderwijsniveau: basisonderwijs;Herkomst: autochtoon;2007;17.0;83.0;16.0;84.0
175;Onderwijsniveau: basisonderwijs;Herkomst: autochtoon;2008;18.0;82.0;16.0;84.0
176;Onderwijsniveau: basisonderwijs;Herkomst: autochtoon;2009;18.0;82.0;17.0;83.0
177;Onderwijsniveau: basisonderwijs;Herkomst: autochtoon;2010 oude methode;23.0;77.0;21.0;79.0
178;Onderwijsniveau: basisonderwijs;Herkomst: autochtoon;2010 nieuwe methode;21.0;79.0;20.0;80.0
179;Onderwijsniveau: basisonderwijs;Herkomst: autochtoon;2012;24.0;76.0;23.0;77.0
180;Onderwijsniveau: basisonderwijs;Herkomst: westerse allochtoon;2003;29.0;71.0;24.0;76.0
181;Onderwijsniveau: basisonderwijs;Herkomst: westerse allochtoon;2004;26.0;74.0;26.0;74.0
182;Onderwijsniveau: basisonderwijs;Herkomst: westerse allochtoon;2005;24.0;76.0;15.0;85.0
183;Onderwijsniveau: basisonderwijs;Herkomst: westerse allochtoon;2006;20.0;80.0;21.0;79.0
184;Onderwijsniveau: basisonderwijs;Herkomst: westerse allochtoon;2007;26.0;74.0;21.0;79.0
185;Onderwijsniveau: basisonderwijs;Herkomst: westerse allochtoon;2008;24.0;76.0;21.0;79.0
186;Onderwijsniveau: basisonderwijs;Herkomst: westerse allochtoon;2009;;;;
187;Onderwijsniveau: basisonderwijs;Herkomst: westerse allochtoon;2010 oude methode;;;;
188;Onderwijsniveau: basisonderwijs;Herkomst: westerse allochtoon;2010 nieuwe methode;;;;
189;Onderwijsniveau: basisonderwijs;Herkomst: westerse allochtoon;2012;;;;
190;Onderwijsniveau: basisonderwijs;Herkomst: niet-westerse allochtoon;2003;37.0;63.0;31.0;69.0
191;Onderwijsniveau: basisonderwijs;Herkomst: niet-westerse allochtoon;2004;42.0;58.0;38.0;62.0
192;Onderwijsniveau: basisonderwijs;Herkomst: niet-westerse allochtoon;2005;28.0;72.0;32.0;68.0
193;Onderwijsniveau: basisonderwijs;Herkomst: niet-westerse allochtoon;2006;31.0;69.0;33.0;67.0
194;Onderwijsniveau: basisonderwijs;Herkomst: niet-westerse allochtoon;2007;37.0;63.0;29.0;71.0
195;Onderwijsniveau: basisonderwijs;Herkomst: niet-westerse allochtoon;2008;35.0;65.0;31.0;69.0
196;Onderwijsniveau: basisonderwijs;Herkomst: niet-westerse allochtoon;2009;28.0;72.0;26.0;74.0
197;Onderwijsniveau: basisonderwijs;Herkomst: niet-westerse allochtoon;2010 oude methode;;;;
198;Onderwijsniveau: basisonderwijs;Herkomst: niet-westerse allochtoon;2010 nieuwe methode;;;;
199;Onderwijsniveau: basisonderwijs;Herkomst: niet-westerse allochtoon;2012;;;;
200;Onderwijsniveau: vmbo, mbo1, avo;Totaal personen;2003;13.0;87.0;13.0;87.0
201;Onderwijsniveau: vmbo, mbo1, avo;Totaal personen;2004;14.0;86.0;14.0;86.0
202;Onderwijsniveau: vmbo, mbo1, avo;Totaal personen;2005;14.0;86.0;15.0;85.0
203;Onderwijsniveau: vmbo, mbo1, avo;Totaal personen;2006;12.0;88.0;14.0;86.0
204;Onderwijsniveau: vmbo, mbo1, avo;Totaal personen;2007;13.0;87.0;14.0;86.0
205;Onderwijsniveau: vmbo, mbo1, avo;Totaal personen;2008;12.0;88.0;12.0;88.0
206;Onderwijsniveau: vmbo, mbo1, avo;Totaal personen;2009;14.0;86.0;14.0;86.0
207;Onderwijsniveau: vmbo, mbo1, avo;Totaal personen;2010 oude methode;14.0;86.0;13.0;87.0
208;Onderwijsniveau: vmbo, mbo1, avo;Totaal personen;2010 nieuwe methode;17.0;83.0;16.0;84.0
209;Onderwijsniveau: vmbo, mbo1, avo;Totaal personen;2012;19.0;81.0;20.0;80.0
210;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: mannen;2003;13.0;87.0;14.0;86.0
211;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: mannen;2004;13.0;87.0;15.0;85.0
212;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: mannen;2005;14.0;86.0;15.0;85.0
213;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: mannen;2006;12.0;88.0;14.0;86.0
214;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: mannen;2007;12.0;88.0;13.0;87.0
215;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: mannen;2008;12.0;88.0;11.0;89.0
216;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: mannen;2009;13.0;87.0;15.0;85.0
217;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: mannen;2010 oude methode;11.0;89.0;10.0;90.0
218;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: mannen;2010 nieuwe methode;17.0;83.0;16.0;84.0
219;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: mannen;2012;25.0;75.0;24.0;76.0
220;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: vrouwen;2003;13.0;87.0;13.0;87.0
221;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: vrouwen;2004;15.0;85.0;14.0;86.0
222;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: vrouwen;2005;13.0;87.0;16.0;84.0
223;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: vrouwen;2006;12.0;88.0;13.0;87.0
224;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: vrouwen;2007;14.0;86.0;14.0;86.0
225;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: vrouwen;2008;12.0;88.0;12.0;88.0
226;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: vrouwen;2009;14.0;86.0;14.0;86.0
227;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: vrouwen;2010 oude methode;16.0;84.0;15.0;85.0
228;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: vrouwen;2010 nieuwe methode;18.0;82.0;16.0;84.0
229;Onderwijsniveau: vmbo, mbo1, avo;Geslacht: vrouwen;2012;15.0;85.0;16.0;84.0
230;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 18 tot 35 jaar;2003;10.0;90.0;12.0;88.0
231;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 18 tot 35 jaar;2004;12.0;88.0;15.0;85.0
232;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 18 tot 35 jaar;2005;13.0;87.0;16.0;84.0
233;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 18 tot 35 jaar;2006;10.0;90.0;15.0;85.0
234;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 18 tot 35 jaar;2007;13.0;87.0;9.0;91.0
235;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 18 tot 35 jaar;2008;9.0;91.0;10.0;90.0
236;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 18 tot 35 jaar;2009;13.0;87.0;15.0;85.0
237;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 18 tot 35 jaar;2010 oude methode;13.0;87.0;13.0;87.0
238;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;17.0;83.0;15.0;85.0
239;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 18 tot 35 jaar;2012;;;;
240;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 35 tot 50 jaar;2003;13.0;87.0;17.0;83.0
241;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 35 tot 50 jaar;2004;14.0;86.0;17.0;83.0
242;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 35 tot 50 jaar;2005;14.0;86.0;16.0;84.0
243;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 35 tot 50 jaar;2006;15.0;85.0;16.0;84.0
244;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 35 tot 50 jaar;2007;12.0;88.0;16.0;84.0
245;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 35 tot 50 jaar;2008;14.0;86.0;15.0;85.0
246;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 35 tot 50 jaar;2009;14.0;86.0;18.0;82.0
247;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 35 tot 50 jaar;2010 oude methode;10.0;90.0;13.0;87.0
248;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;16.0;84.0;17.0;83.0
249;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 35 tot 50 jaar;2012;;;;
250;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 50 tot 65 jaar;2003;12.0;88.0;11.0;89.0
251;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 50 tot 65 jaar;2004;15.0;85.0;14.0;86.0
252;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 50 tot 65 jaar;2005;14.0;86.0;16.0;84.0
253;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 50 tot 65 jaar;2006;13.0;87.0;13.0;87.0
254;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 50 tot 65 jaar;2007;13.0;87.0;14.0;86.0
255;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 50 tot 65 jaar;2008;12.0;88.0;11.0;89.0
256;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 50 tot 65 jaar;2009;12.0;88.0;13.0;87.0
257;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 50 tot 65 jaar;2010 oude methode;14.0;86.0;12.0;88.0
258;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;16.0;84.0;16.0;84.0
259;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 50 tot 65 jaar;2012;15.0;85.0;17.0;83.0
260;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 65 jaar of ouder;2003;18.0;82.0;14.0;86.0
261;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 65 jaar of ouder;2004;17.0;83.0;11.0;89.0
262;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 65 jaar of ouder;2005;13.0;87.0;11.0;89.0
263;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 65 jaar of ouder;2006;11.0;89.0;10.0;90.0
264;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 65 jaar of ouder;2007;15.0;85.0;15.0;85.0
265;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 65 jaar of ouder;2008;12.0;88.0;11.0;89.0
266;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 65 jaar of ouder;2009;17.0;83.0;13.0;87.0
267;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 65 jaar of ouder;2010 oude methode;17.0;83.0;12.0;88.0
268;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 65 jaar of ouder;2010 nieuwe methode;21.0;79.0;15.0;85.0
269;Onderwijsniveau: vmbo, mbo1, avo;Leeftijd: 65 jaar of ouder;2012;20.0;80.0;17.0;84.0
270;Onderwijsniveau: vmbo, mbo1, avo;Herkomst: autochtoon;2003;12.0;88.0;12.0;88.0
271;Onderwijsniveau: vmbo, mbo1, avo;Herkomst: autochtoon;2004;13.0;87.0;13.0;87.0
272;Onderwijsniveau: vmbo, mbo1, avo;Herkomst: autochtoon;2005;11.0;89.0;13.0;87.0
273;Onderwijsniveau: vmbo, mbo1, avo;Herkomst: autochtoon;2006;11.0;89.0;13.0;87.0
274;Onderwijsniveau: vmbo, mbo1, avo;Herkomst: autochtoon;2007;12.0;88.0;13.0;87.0
275;Onderwijsniveau: vmbo, mbo1, avo;Herkomst: autochtoon;2008;11.0;89.0;11.0;89.0
