ID;Geslacht;Leeftijd;Onderwijssoort;Vooropleiding;Studierichting;Opleidingsfase;Perioden;Eerstejaarsstudenten_1
29;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;1993/'94;87628
30;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;1994/'95;86943
31;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;1995/'96;84503
32;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;1996/'97;89834
33;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;1997/'98;90827
34;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;1998/'99;96008
35;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;1999/'00;102836
36;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2000/'01;102932
37;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2001/'02;103821
38;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2002/'03;100208
39;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2003/'04;106486
40;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2004/'05;109131
41;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2005/'06;110024
42;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2006/'07;113238
43;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2007/'08;117050
44;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2008/'09;120838
45;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2009/'10;128527
46;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2010/'11;127150
47;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2011/'12;127914
48;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2012/'13;126060
49;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2013/'14;135410
50;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2014/'15;129987
51;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Bachelor- en doctoraalopleidingen;2015/'16;121867
52;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;1990/'91;573
53;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;1991/'92;448
54;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;1992/'93;351
55;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;1993/'94;1256
56;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;1994/'95;916
57;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;1995/'96;925
58;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;1996/'97;1209
59;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;1997/'98;1092
60;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;1998/'99;1071
61;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;1999/'00;1445
62;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2000/'01;1749
63;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2001/'02;2092
64;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2002/'03;2402
65;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2003/'04;3263
66;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2004/'05;3749
67;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2005/'06;4405
68;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2006/'07;4459
69;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2007/'08;4824
70;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2008/'09;5479
71;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2009/'10;6202
72;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2010/'11;6949
73;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2011/'12;7199
74;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2012/'13;7639
75;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2013/'14;7977
76;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2014/'15;8651
77;Totaal mannen en vrouwen;0;Hoger onderwijs;0;0;Master- en vervolgopleidingen;2015/'16;10132
78;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;1990/'91;15530
79;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;1991/'92;14488
80;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;1992/'93;14132
81;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;1993/'94;14483
82;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;1994/'95;13863
83;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;1995/'96;12645
84;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;1996/'97;12817
85;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;1997/'98;12809
86;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;1998/'99;13324
87;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;1999/'00;15577
88;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2000/'01;16523
89;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2001/'02;15706
90;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2002/'03;15955
91;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2003/'04;18013
92;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2004/'05;17587
93;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2005/'06;16767
94;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2006/'07;16891
95;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2007/'08;15918
96;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2008/'09;15039
97;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2009/'10;15568
98;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2010/'11;15057
99;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2011/'12;13921
100;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2012/'13;12865
101;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2013/'14;13468
102;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2014/'15;13061
103;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Totaal opleidingsfase;2015/'16;0
104;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;1990/'91;15119
105;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;1991/'92;14149
106;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;1992/'93;13896
107;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;1993/'94;13298
108;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;1994/'95;13048
109;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;1995/'96;11810
110;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;1996/'97;11686
111;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;1997/'98;11796
112;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;1998/'99;12359
113;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;1999/'00;14244
114;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2000/'01;14919
115;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2001/'02;13786
116;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2002/'03;14412
117;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2003/'04;16379
118;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2004/'05;16104
119;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2005/'06;15358
120;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2006/'07;15715
121;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2007/'08;15106
122;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2008/'09;14234
123;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2009/'10;14791
124;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2010/'11;14479
125;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2011/'12;13488
126;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2012/'13;12513
127;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2013/'14;13127
128;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2014/'15;12768
129;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Bachelor- en doctoraalopleidingen;2015/'16;0
130;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;1990/'91;411
131;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;1991/'92;339
132;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;1992/'93;236
133;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;1993/'94;1185
134;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;1994/'95;815
135;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;1995/'96;835
136;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;1996/'97;1131
137;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;1997/'98;1013
138;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;1998/'99;965
139;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;1999/'00;1333
140;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2000/'01;1604
141;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2001/'02;1920
142;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2002/'03;1543
143;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2003/'04;1634
144;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2004/'05;1483
145;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2005/'06;1409
146;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2006/'07;1176
147;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2007/'08;812
148;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2008/'09;805
149;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2009/'10;777
150;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2010/'11;578
151;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2011/'12;433
152;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2012/'13;352
153;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2013/'14;341
154;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2014/'15;293
155;Totaal mannen en vrouwen;0;Hoger onderwijs;0;1;Master- en vervolgopleidingen;2015/'16;0
156;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;1990/'91;15530
157;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;1991/'92;14488
158;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;1992/'93;14132
159;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;1993/'94;14483
160;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;1994/'95;13863
161;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;1995/'96;12645
162;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;1996/'97;12817
163;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;1997/'98;12809
164;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;1998/'99;13324
165;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;1999/'00;15577
166;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2000/'01;16523
167;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2001/'02;15706
168;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2002/'03;15955
169;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2003/'04;18013
170;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2004/'05;17587
171;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2005/'06;16767
172;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2006/'07;16891
173;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2007/'08;15918
174;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2008/'09;15039
175;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2009/'10;15568
176;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2010/'11;15057
177;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2011/'12;13921
178;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2012/'13;12865
179;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2013/'14;13468
180;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2014/'15;13061
181;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Totaal opleidingsfase;2015/'16;0
182;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;1990/'91;15119
183;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;1991/'92;14149
184;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;1992/'93;13896
185;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;1993/'94;13298
186;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;1994/'95;13048
187;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;1995/'96;11810
188;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;1996/'97;11686
189;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;1997/'98;11796
190;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;1998/'99;12359
191;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;1999/'00;14244
192;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2000/'01;14919
193;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2001/'02;13786
194;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2002/'03;14412
195;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2003/'04;16379
196;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2004/'05;16104
197;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2005/'06;15358
198;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2006/'07;15715
199;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2007/'08;15106
200;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2008/'09;14234
201;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2009/'10;14791
202;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2010/'11;14479
203;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2011/'12;13488
204;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2012/'13;12513
205;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2013/'14;13127
206;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2014/'15;12768
207;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Bachelor- en doctoraalopleidingen;2015/'16;0
208;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;1990/'91;411
209;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;1991/'92;339
210;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;1992/'93;236
211;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;1993/'94;1185
212;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;1994/'95;815
213;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;1995/'96;835
214;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;1996/'97;1131
215;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;1997/'98;1013
216;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;1998/'99;965
217;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;1999/'00;1333
218;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2000/'01;1604
219;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2001/'02;1920
220;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2002/'03;1543
221;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2003/'04;1634
222;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2004/'05;1483
223;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2005/'06;1409
224;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2006/'07;1176
225;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2007/'08;812
226;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2008/'09;805
227;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2009/'10;777
228;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2010/'11;578
229;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2011/'12;433
230;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2012/'13;352
231;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2013/'14;341
232;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2014/'15;293
233;Totaal mannen en vrouwen;0;Hoger onderwijs;0;14;Master- en vervolgopleidingen;2015/'16;0
234;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;1990/'91;171
235;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;1991/'92;121
236;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;1992/'93;106
237;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;1993/'94;1058
238;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;1994/'95;713
239;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;1995/'96;776
240;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;1996/'97;1064
241;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;1997/'98;947
242;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;1998/'99;902
243;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;1999/'00;1268
244;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;2000/'01;1492
245;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;2001/'02;1835
246;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;2002/'03;1455
247;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;2003/'04;1535
248;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;2004/'05;1355
249;Totaal mannen en vrouwen;0;Hoger onderwijs;0;140;Totaal opleidingsfase;2005/'06;1255
