ID;Geslacht;Leerweg;OpleidingsrichtingEnSector;Herkomstgroepering;Generatie;Regiokenmerken;Perioden;TotaalDeelnemers_1;EntreeopleidingNiveau1_2;BasisberoepsopleidingNiveau2_3;VakopleidingNiveau3_4;MiddenkaderopleidingNiveau4a_5;SpecialistenopleidingNiveau4b_6;KorteOpleiding_7;LangeOpleiding_8;PrimaireOpleiding_9;VoortgezetteOpleiding_10
10;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2000/'01;;;;;;;;;;
11;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2001/'02;;;;;;;;;;
12;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2002/'03;;;;;;;;;;
13;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2003/'04;;;;;;;;;;
14;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2004/'05;;;;;;;;;;
15;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2005/'06;491721.0;23846.0;127351.0;128157.0;204793.0;7574.0;;;;
16;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2006/'07;505756.0;23641.0;129457.0;131988.0;213506.0;7164.0;;;;
17;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2007/'08;521187.0;23449.0;135411.0;136369.0;219210.0;6748.0;;;;
18;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2008/'09;526040.0;22478.0;137362.0;140613.0;219663.0;5924.0;;;;
19;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2009/'10;535759.0;25489.0;134520.0;146303.0;224461.0;4986.0;;;;
20;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2010/'11;545640.0;26532.0;137566.0;148768.0;228719.0;4055.0;;;;
21;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2011/'12;534647.0;25080.0;129343.0;146827.0;230629.0;2768.0;;;;
22;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2012/'13;525300.0;24180.0;122758.0;143653.0;232941.0;1768.0;;;;
23;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2013/'14;512202.0;20853.0;113146.0;139380.0;238164.0;659.0;;;;
24;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2014/'15;491731.0;14463.0;100004.0;132060.0;244991.0;213.0;;;;
25;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2015/'16;484141.0;13237.0;91201.0;130544.0;249130.0;29.0;;;;
26;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2016/'17;492298.0;13083.0;87025.0;131087.0;261006.0;97.0;;;;
27;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);1990/'91;;;;;;;;;;
28;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);1991/'92;;;;;;;;;;
29;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);1992/'93;;;;;;;;;;
30;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);1993/'94;;;;;;;;;;
31;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);1994/'95;;;;;;;;;;
32;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);1995/'96;;;;;;;;;;
33;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);1996/'97;;;;;;;;;;
34;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);1997/'98;;;;;;;;;;
35;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);1998/'99;;;;;;;;;;
36;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);1999/'00;;;;;;;;;;
37;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2000/'01;;;;;;;;;;
38;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2001/'02;;;;;;;;;;
39;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2002/'03;;;;;;;;;;
40;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2003/'04;;;;;;;;;;
41;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2004/'05;;;;;;;;;;
42;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2005/'06;59077.0;4995.0;18227.0;14422.0;20918.0;515.0;;;;
43;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2006/'07;61685.0;4743.0;18776.0;15613.0;22071.0;482.0;;;;
44;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2007/'08;64150.0;4322.0;19412.0;16353.0;23616.0;447.0;;;;
45;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2008/'09;63480.0;3966.0;19001.0;16140.0;24000.0;373.0;;;;
46;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2009/'10;63916.0;3930.0;18245.0;16964.0;24460.0;317.0;;;;
47;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2010/'11;65287.0;4261.0;18619.0;17390.0;24778.0;239.0;;;;
48;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2011/'12;63684.0;4102.0;17399.0;17244.0;24786.0;153.0;;;;
49;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2012/'13;62570.0;4297.0;16781.0;16401.0;24996.0;95.0;;;;
50;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2013/'14;61538.0;3927.0;15936.0;16120.0;25517.0;38.0;;;;
51;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2014/'15;58542.0;3135.0;14113.0;15214.0;26068.0;12.0;;;;
52;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2015/'16;57544.0;2881.0;12974.0;15367.0;26321.0;1.0;;;;
53;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Vier grootste gemeenten (G4);2016/'17;58060.0;2793.0;12484.0;15197.0;27579.0;7.0;;;;
54;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;1990/'91;;;;;;;;;;
55;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;1991/'92;;;;;;;;;;
56;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;1992/'93;;;;;;;;;;
57;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;1993/'94;;;;;;;;;;
58;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;1994/'95;;;;;;;;;;
59;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;1995/'96;;;;;;;;;;
60;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;1996/'97;;;;;;;;;;
61;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;1997/'98;;;;;;;;;;
62;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;1998/'99;;;;;;;;;;
63;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;1999/'00;;;;;;;;;;
64;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2000/'01;;;;;;;;;;
65;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2001/'02;;;;;;;;;;
66;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2002/'03;;;;;;;;;;
67;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2003/'04;;;;;;;;;;
68;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2004/'05;;;;;;;;;;
69;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2005/'06;20085.0;1792.0;6163.0;4711.0;7257.0;162.0;;;;
70;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2006/'07;20196.0;1633.0;6166.0;4721.0;7543.0;133.0;;;;
71;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2007/'08;21212.0;1455.0;6488.0;4920.0;8242.0;107.0;;;;
72;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2008/'09;20624.0;1235.0;6017.0;4940.0;8340.0;92.0;;;;
73;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2009/'10;20915.0;1326.0;5690.0;5376.0;8457.0;66.0;;;;
74;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2010/'11;20897.0;1237.0;5825.0;5423.0;8359.0;53.0;;;;
75;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2011/'12;19832.0;1123.0;5310.0;5299.0;8064.0;36.0;;;;
76;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2012/'13;19146.0;1201.0;5177.0;5000.0;7747.0;21.0;;;;
77;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2013/'14;18925.0;1227.0;4950.0;5013.0;7727.0;8.0;;;;
78;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2014/'15;17699.0;1102.0;4298.0;4802.0;7497.0;;;;;
79;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2015/'16;17084.0;997.0;3800.0;4811.0;7476.0;;;;;
80;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Amsterdam;2016/'17;17192.0;936.0;3872.0;4712.0;7668.0;4.0;;;;
81;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;1990/'91;;;;;;;;;;
82;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;1991/'92;;;;;;;;;;
83;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;1992/'93;;;;;;;;;;
84;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;1993/'94;;;;;;;;;;
85;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;1994/'95;;;;;;;;;;
86;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;1995/'96;;;;;;;;;;
87;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;1996/'97;;;;;;;;;;
88;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;1997/'98;;;;;;;;;;
89;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;1998/'99;;;;;;;;;;
90;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;1999/'00;;;;;;;;;;
91;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2000/'01;;;;;;;;;;
92;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2001/'02;;;;;;;;;;
93;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2002/'03;;;;;;;;;;
94;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2003/'04;;;;;;;;;;
95;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2004/'05;;;;;;;;;;
96;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2005/'06;11872.0;538.0;3501.0;3293.0;4436.0;104.0;;;;
97;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2006/'07;12993.0;601.0;3722.0;3792.0;4777.0;101.0;;;;
98;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2007/'08;13494.0;641.0;3824.0;3991.0;4952.0;86.0;;;;
99;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2008/'09;13694.0;611.0;3969.0;3916.0;5111.0;87.0;;;;
100;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2009/'10;13639.0;601.0;3946.0;3782.0;5221.0;89.0;;;;
101;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2010/'11;14274.0;873.0;3932.0;3971.0;5435.0;63.0;;;;
102;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2011/'12;14208.0;870.0;3688.0;4063.0;5552.0;35.0;;;;
103;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2012/'13;14464.0;946.0;3987.0;3844.0;5663.0;24.0;;;;
104;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2013/'14;14034.0;960.0;3723.0;3760.0;5580.0;11.0;;;;
105;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2014/'15;13080.0;656.0;3288.0;3361.0;5770.0;5.0;;;;
106;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2015/'16;12695.0;578.0;2834.0;3315.0;5968.0;;;;;
107;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;'s-Gravenhage;2016/'17;12961.0;636.0;2681.0;3350.0;6291.0;3.0;;;;
108;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;1990/'91;;;;;;;;;;
109;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;1991/'92;;;;;;;;;;
110;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;1992/'93;;;;;;;;;;
111;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;1993/'94;;;;;;;;;;
112;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;1994/'95;;;;;;;;;;
113;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;1995/'96;;;;;;;;;;
114;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;1996/'97;;;;;;;;;;
115;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;1997/'98;;;;;;;;;;
116;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;1998/'99;;;;;;;;;;
117;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;1999/'00;;;;;;;;;;
118;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2000/'01;;;;;;;;;;
119;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2001/'02;;;;;;;;;;
120;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2002/'03;;;;;;;;;;
121;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2003/'04;;;;;;;;;;
122;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2004/'05;;;;;;;;;;
123;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2005/'06;20786.0;2309.0;6643.0;4996.0;6649.0;189.0;;;;
124;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2006/'07;21847.0;2103.0;6990.0;5538.0;7026.0;190.0;;;;
125;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2007/'08;22558.0;1812.0;7206.0;5956.0;7411.0;173.0;;;;
126;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2008/'09;22341.0;1676.0;7084.0;5913.0;7538.0;130.0;;;;
127;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2009/'10;22322.0;1576.0;6635.0;6162.0;7826.0;123.0;;;;
128;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Rotterdam;2010/'11;22818.0;1724.0;6721.0;6227.0;8056.0;90.0;;;;
