ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDatHeeftVerzuimd_2;GemiddeldeVerzuimfrequentie_3;GemiddeldeVerzuimduur_4;k_1Tot5Werkdagen_5;k_5Tot20Werkdagen_6;k_20Tot210Werkdagen_7;k_210WerkdagenOfMeer_8;JaHoofdzakelijkGevolgVanMijnWerk_9;JaVoorEenDeelGevolgVanMijnWerk_10;NeeGeenGevolgVanMijnWerk_11;WeetNiet_12
180;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2014;3.7;41.6;1.1;6.8;70.7;22.8;12.6;2.3;15.6;21.9;55.9;16.6
181;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2015;4.1;42.6;1.2;7.4;66.9;27.7;11.3;1.7;15.3;18.7;60.6;14.2
182;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2016;4.1;42.2;1.2;8.0;65.1;27.0;13.8;1.7;16.3;19.0;59.1;14.3
183;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2017;4.0;43.3;1.3;7.5;71.2;21.9;12.4;1.7;20.2;21.0;54.3;13.5
184;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2018;4.9;43.9;1.4;8.7;67.2;25.1;12.1;1.7;17.9;19.9;54.7;14.8
185;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2019;4.3;43.8;1.3;7.7;67.7;24.9;11.8;2.0;18.2;19.7;53.0;16.7
186;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2020;4.6;39.1;1.2;8.0;63.6;29.8;11.4;1.5;17.9;17.5;56.2;15.8
187;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2021;4.4;40.8;1.2;7.9;62.0;29.1;14.6;1.8;17.2;22.2;52.1;17.3
188;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2022;;;;;;;;;;;;
189;Migratieachtergrond: 2e gen niet-west...;Waarde;2014;3.0;47.0;1.3;5.2;75.2;17.0;7.6;0.2;9.0;15.1;70.2;5.7
190;Migratieachtergrond: 2e gen niet-west...;Waarde;2015;3.0;46.9;1.2;5.2;81.3;12.8;5.2;0.6;6.4;15.0;69.4;9.2
191;Migratieachtergrond: 2e gen niet-west...;Waarde;2016;3.3;48.3;1.3;5.2;78.8;14.8;5.7;0.7;9.5;17.1;67.1;6.3
192;Migratieachtergrond: 2e gen niet-west...;Waarde;2017;3.2;49.1;1.2;4.9;79.6;13.7;5.9;0.8;9.6;18.0;66.3;6.1
193;Migratieachtergrond: 2e gen niet-west...;Waarde;2018;3.6;51.0;1.4;6.1;75.5;16.2;7.7;0.6;9.5;15.3;67.0;8.2
194;Migratieachtergrond: 2e gen niet-west...;Waarde;2019;4.0;53.4;1.6;6.6;77.5;14.6;7.1;0.8;10.1;16.1;64.5;9.3
195;Migratieachtergrond: 2e gen niet-west...;Waarde;2020;3.7;47.0;1.3;6.5;72.9;18.6;7.9;0.6;7.5;15.0;65.5;12.0
196;Migratieachtergrond: 2e gen niet-west...;Waarde;2021;4.6;50.1;1.4;7.5;67.9;19.9;10.8;1.4;9.1;16.0;64.9;10.0
197;Migratieachtergrond: 2e gen niet-west...;Waarde;2022;;;;;;;;;;;;
198;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2014;2.4;43.2;1.1;4.0;71.3;13.9;5.7;0.0;6.9;12.2;66.0;3.9
199;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2015;2.4;43.9;1.0;3.9;78.4;10.6;3.9;0.3;4.9;12.6;65.9;7.2
200;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2016;2.6;45.4;1.1;4.2;75.9;12.6;4.4;0.3;7.7;14.7;63.9;4.8
201;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2017;2.6;46.2;1.1;4.1;76.8;11.5;4.5;0.4;7.8;15.5;63.1;4.7
202;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2018;3.1;48.7;1.3;5.3;73.2;14.3;6.4;0.3;8.1;13.5;64.5;6.8
203;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2019;3.4;51.0;1.4;5.6;75.1;12.7;5.8;0.4;8.6;14.2;61.8;7.8
204;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2020;3.2;44.7;1.1;5.4;70.4;16.5;6.6;0.3;6.2;13.2;62.8;10.3
205;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2021;3.9;47.6;1.2;6.3;65.0;17.6;9.1;0.8;7.6;13.9;62.0;8.2
206;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2022;;;;;;;;;;;;
207;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2014;3.7;50.7;1.5;6.4;78.8;20.5;10.1;0.8;11.7;18.5;74.0;8.4
208;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2015;3.7;50.0;1.5;6.4;84.0;15.4;7.1;1.5;8.3;17.8;72.6;11.7
209;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2016;3.9;51.2;1.5;6.3;81.4;17.3;7.4;1.6;11.7;19.8;70.2;8.2
210;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2017;3.7;52.0;1.4;5.8;82.2;16.1;7.7;1.6;11.7;20.7;69.4;8.0
211;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2018;4.0;53.3;1.6;7.0;77.7;18.3;9.2;1.1;11.1;17.3;69.4;9.9
212;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2019;4.5;55.8;1.8;7.6;79.8;16.6;8.6;1.5;11.9;18.2;67.1;11.1
213;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2020;4.3;49.4;1.4;7.5;75.3;20.8;9.5;1.2;9.0;17.1;68.1;13.9
214;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2021;5.2;52.7;1.5;8.6;70.7;22.5;12.7;2.3;10.9;18.3;67.8;12.0
215;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2022;;;;;;;;;;;;
216;Migratieachtergrond : onbekend;Waarde;2014;;;;;;;;;;;;
217;Migratieachtergrond : onbekend;Waarde;2015;;;;;;;;;;;;
218;Migratieachtergrond : onbekend;Waarde;2016;;;;;;;;;;;;
219;Migratieachtergrond : onbekend;Waarde;2017;;;;;;;;;;;;
220;Migratieachtergrond : onbekend;Waarde;2018;;;;;;;;;;;;
221;Migratieachtergrond : onbekend;Waarde;2019;;;;;;;;;;;;
222;Migratieachtergrond : onbekend;Waarde;2020;;;;;;;;;;;;
223;Migratieachtergrond : onbekend;Waarde;2021;;;;;;;;;;;;
224;Migratieachtergrond : onbekend;Waarde;2022;;;;;;;;;;;;
225;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2014;;;;;;;;;;;;
226;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2015;;;;;;;;;;;;
227;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2016;;;;;;;;;;;;
228;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2017;;;;;;;;;;;;
229;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2018;;;;;;;;;;;;
230;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2019;;;;;;;;;;;;
231;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2020;;;;;;;;;;;;
232;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2021;;;;;;;;;;;;
233;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2022;;;;;;;;;;;;
234;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2014;;;;;;;;;;;;
235;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2015;;;;;;;;;;;;
236;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2016;;;;;;;;;;;;
237;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2017;;;;;;;;;;;;
238;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2018;;;;;;;;;;;;
239;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2019;;;;;;;;;;;;
240;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2020;;;;;;;;;;;;
241;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2021;;;;;;;;;;;;
242;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2022;;;;;;;;;;;;
243;Onderwijsniveau: basisonderwijs;Waarde;2014;4.7;38.2;1.1;8.2;57.6;25.5;14.9;2.0;11.0;16.0;61.3;11.7
244;Onderwijsniveau: basisonderwijs;Waarde;2015;4.8;38.4;1.1;8.4;53.2;26.6;18.0;2.1;10.8;13.0;63.7;12.5
245;Onderwijsniveau: basisonderwijs;Waarde;2016;5.0;41.6;1.2;9.4;56.5;27.0;14.6;1.9;11.3;17.3;60.9;10.4
246;Onderwijsniveau: basisonderwijs;Waarde;2017;4.6;38.1;1.0;8.4;55.8;26.6;16.0;1.7;15.9;15.2;57.3;11.6
247;Onderwijsniveau: basisonderwijs;Waarde;2018;5.3;42.7;1.3;8.9;58.8;25.1;14.5;1.7;11.8;18.5;57.2;12.5
248;Onderwijsniveau: basisonderwijs;Waarde;2019;4.7;38.3;1.1;8.1;57.5;26.3;14.2;2.0;11.2;16.9;55.8;16.1
249;Onderwijsniveau: basisonderwijs;Waarde;2020;4.9;39.1;1.3;8.3;56.7;27.1;14.7;1.4;12.1;14.8;58.0;15.2
250;Onderwijsniveau: basisonderwijs;Waarde;2021;4.5;39.3;1.3;7.9;54.6;29.3;14.2;1.9;13.8;15.9;53.1;17.2
251;Onderwijsniveau: basisonderwijs;Waarde;2022;6.2;52.1;1.6;11.3;51.6;34.5;11.7;2.2;9.4;13.2;63.6;13.9
252;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2014;4.0;35.5;0.9;6.9;54.1;22.7;12.8;1.3;9.3;13.7;57.9;9.6
253;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2015;4.1;36.0;0.9;7.2;50.1;24.0;15.8;1.4;9.1;11.2;60.7;10.6
254;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2016;4.2;39.1;1.0;7.9;53.4;24.4;12.7;1.3;9.6;15.2;57.9;8.6
255;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2017;3.9;35.6;0.9;7.2;52.5;23.9;13.8;1.1;13.8;13.2;54.2;9.6
256;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2018;4.6;40.6;1.1;7.8;56.0;22.7;12.8;1.1;10.2;16.5;54.6;10.8
257;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2019;4.1;36.0;1.0;6.9;54.4;23.7;12.3;1.3;9.6;14.8;52.9;14.0
258;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2020;4.2;36.7;1.1;7.0;53.6;24.4;12.7;0.9;10.3;12.8;55.0;13.1
259;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2021;3.8;36.6;1.1;6.6;51.0;26.1;12.1;1.1;11.6;13.5;49.6;14.7
260;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2022;5.4;49.7;1.4;9.8;48.7;31.9;10.1;1.5;7.9;11.4;60.8;12.0
261;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2014;5.5;41.1;1.4;9.5;61.0;28.5;17.4;3.1;13.1;18.7;64.6;14.2
262;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2015;5.5;40.9;1.3;9.7;56.4;29.5;20.5;3.1;12.7;15.1;66.6;14.7
263;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2016;5.7;44.2;1.4;10.8;59.5;29.8;16.8;2.8;13.3;19.7;63.9;12.5
264;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2017;5.3;40.7;1.2;9.7;59.0;29.5;18.4;2.6;18.2;17.6;60.5;13.8
265;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2018;5.9;44.9;1.5;10.0;61.5;27.5;16.4;2.5;13.6;20.6;59.8;14.4
266;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2019;5.4;40.6;1.3;9.2;60.5;29.1;16.4;2.9;13.2;19.2;58.7;18.4
267;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2020;5.6;41.5;1.5;9.6;59.9;30.0;17.0;2.3;14.1;17.1;61.0;17.5
268;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2021;5.2;42.1;1.5;9.2;58.2;32.7;16.7;3.2;16.3;18.6;56.5;20.1
269;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2022;7.0;54.5;1.8;12.8;54.4;37.3;13.6;3.1;11.1;15.2;66.2;16.0
270;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2014;3.9;39.5;1.0;6.7;62.6;23.3;12.5;1.6;10.7;15.3;66.6;7.4
271;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2015;4.6;42.2;1.0;7.8;59.4;25.3;13.6;1.6;10.4;14.1;67.9;7.6
272;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2016;4.1;41.9;1.1;7.2;61.0;23.9;14.0;1.1;10.3;15.6;66.8;7.3
273;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2017;4.4;41.2;1.0;7.6;61.6;23.3;13.6;1.6;12.0;15.2;66.2;6.7
274;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2018;4.7;45.1;1.3;8.0;61.5;23.6;13.7;1.3;11.5;15.0;66.0;7.5
275;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2019;4.8;44.7;1.3;8.3;63.6;21.8;13.3;1.3;10.7;14.7;66.0;8.5
276;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2020;4.9;44.8;1.3;8.1;58.8;25.8;14.0;1.3;10.0;12.4;68.4;9.1
277;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2021;4.8;44.5;1.2;8.2;59.7;25.4;13.2;1.7;10.6;14.3;64.5;10.7
278;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2022;5.8;55.7;1.6;9.7;58.9;29.9;9.9;1.3;7.9;11.4;71.5;9.2
279;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2014;3.6;38.1;0.9;6.1;60.9;21.9;11.5;1.2;9.7;14.2;65.0;6.5
280;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2015;4.2;40.9;0.9;7.1;57.9;24.0;12.6;1.3;9.5;13.1;66.5;6.8
281;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2016;3.8;40.6;1.0;6.6;59.3;22.4;13.0;0.8;9.4;14.5;65.2;6.2
282;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2017;4.0;40.0;0.9;6.9;60.0;21.9;12.6;1.2;11.0;14.1;64.6;5.9
283;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2018;4.4;44.0;1.2;7.5;60.1;22.4;12.8;1.0;10.7;14.1;64.7;6.9
284;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2019;4.5;43.6;1.2;7.6;62.2;20.6;12.4;1.0;9.8;13.8;64.7;7.8
285;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2020;4.5;43.6;1.2;7.5;57.4;24.6;13.0;1.0;9.2;11.5;67.0;8.3
286;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2021;4.4;43.1;1.1;7.5;58.1;24.0;12.1;1.4;9.7;13.2;62.9;9.7
287;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2022;5.4;54.5;1.6;9.1;57.6;28.8;9.2;1.0;7.2;10.6;70.4;8.5
288;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2014;4.3;40.9;1.1;7.3;64.2;24.7;13.6;2.1;11.7;16.6;68.2;8.3
289;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2015;4.9;43.4;1.1;8.4;60.9;26.7;14.7;2.0;11.3;15.2;69.3;8.5
290;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2016;4.4;43.2;1.2;7.8;62.6;25.5;15.1;1.5;11.3;16.7;68.3;8.7
291;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2017;4.7;42.5;1.1;8.3;63.1;24.6;14.8;2.0;13.1;16.3;67.7;7.5
292;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2018;5.0;46.2;1.4;8.6;62.8;24.8;14.7;1.6;12.4;15.9;67.2;8.3
293;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2019;5.1;45.9;1.4;8.9;65.0;23.0;14.3;1.7;11.6;15.8;67.3;9.4
294;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2020;5.3;46.0;1.4;8.8;60.3;27.2;15.1;1.7;11.0;13.4;69.7;10.0
295;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2021;5.2;45.8;1.3;8.9;61.3;26.9;14.3;2.2;11.7;15.4;66.0;11.7
296;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2022;6.1;56.8;1.7;10.4;60.1;31.1;10.7;1.6;8.6;12.2;72.7;10.0
297;Onderwijsniveau: havo, vwo, mbo;Waarde;2014;4.1;43.9;1.0;7.0;67.4;20.4;11.3;1.0;8.6;15.3;71.5;4.7
298;Onderwijsniveau: havo, vwo, mbo;Waarde;2015;4.2;45.6;1.0;7.4;65.3;21.0;12.7;1.0;8.1;14.1;72.3;5.5
299;Onderwijsniveau: havo, vwo, mbo;Waarde;2016;4.0;46.2;1.1;7.0;66.5;20.1;12.3;1.2;9.1;14.8;71.2;4.9
300;Onderwijsniveau: havo, vwo, mbo;Waarde;2017;4.2;44.5;1.0;7.4;67.9;19.0;11.8;1.2;9.4;14.6;70.1;5.8
301;Onderwijsniveau: havo, vwo, mbo;Waarde;2018;4.6;48.2;1.3;8.0;65.3;20.9;12.6;1.1;10.3;15.1;69.3;5.4
302;Onderwijsniveau: havo, vwo, mbo;Waarde;2019;4.8;47.6;1.3;8.5;65.6;20.0;12.9;1.5;9.9;15.3;68.7;6.1
303;Onderwijsniveau: havo, vwo, mbo;Waarde;2020;4.8;45.4;1.2;8.4;61.7;23.4;13.6;1.3;9.5;14.3;69.6;6.6
304;Onderwijsniveau: havo, vwo, mbo;Waarde;2021;5.3;45.4;1.3;9.1;58.5;24.7;15.1;1.8;10.2;14.8;67.6;7.4
305;Onderwijsniveau: havo, vwo, mbo;Waarde;2022;5.8;59.4;1.6;10.0;60.0;28.8;10.2;1.0;7.8;12.3;72.6;7.3
306;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2014;3.8;43.1;1.0;6.7;66.5;19.6;10.7;0.8;8.0;14.6;70.7;4.3
307;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2015;4.0;44.8;1.0;7.0;64.5;20.3;12.2;0.9;7.7;13.5;71.5;5.2
308;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2016;3.8;45.5;1.1;6.7;65.7;19.4;11.7;1.0;8.6;14.2;70.5;4.6
309;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2017;4.0;43.7;1.0;7.1;67.1;18.4;11.2;1.1;8.9;14.0;69.3;5.4
310;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2018;4.4;47.5;1.2;7.7;64.6;20.3;12.2;1.0;9.8;14.5;68.6;5.0
311;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2019;4.6;46.9;1.2;8.1;64.9;19.4;12.4;1.3;9.5;14.7;67.9;5.8
312;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2020;4.6;44.7;1.2;8.0;60.9;22.7;13.0;1.1;9.0;13.7;68.9;6.2
313;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2021;5.0;44.6;1.2;8.7;57.6;23.9;14.5;1.6;9.7;14.2;66.7;6.9
314;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2022;5.6;58.7;1.5;9.6;59.2;28.1;9.8;0.9;7.4;11.8;71.9;6.9
315;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2014;4.3;44.7;1.1;7.4;68.2;21.1;11.9;1.2;9.1;16.0;72.4;5.1
316;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2015;4.4;46.3;1.1;7.7;66.1;21.7;13.3;1.2;8.6;14.7;73.0;5.9
317;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2016;4.2;47.0;1.2;7.4;67.3;20.7;12.8;1.4;9.6;15.4;72.0;5.3
318;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2017;4.4;45.2;1.1;7.8;68.8;19.7;12.3;1.4;10.0;15.3;70.9;6.2
319;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2018;4.8;48.8;1.3;8.3;66.1;21.5;13.2;1.3;10.7;15.6;70.0;5.7
320;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2019;5.0;48.2;1.3;8.8;66.4;20.6;13.5;1.6;10.4;15.9;69.4;6.5
321;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2020;5.1;46.1;1.3;8.8;62.5;24.1;14.2;1.5;10.0;14.9;70.4;7.0
322;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2021;5.5;46.1;1.3;9.5;59.3;25.4;15.8;2.0;10.8;15.5;68.4;7.9
323;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2022;6.0;60.1;1.6;10.4;60.7;29.5;10.7;1.2;8.3;12.8;73.3;7.7
324;Onderwijsniveau: hbo, wo bachelor;Waarde;2014;3.2;44.9;1.0;5.5;75.3;15.5;8.6;0.6;7.1;14.6;74.5;3.8
325;Onderwijsniveau: hbo, wo bachelor;Waarde;2015;3.6;47.3;1.1;6.3;74.4;15.1;9.7;0.8;6.5;13.1;76.8;3.6
326;Onderwijsniveau: hbo, wo bachelor;Waarde;2016;3.5;47.6;1.2;6.2;74.4;15.5;9.4;0.7;6.7;14.9;75.0;3.5
327;Onderwijsniveau: hbo, wo bachelor;Waarde;2017;3.7;46.0;1.1;6.4;75.3;15.0;8.9;0.8;6.8;15.0;74.2;4.1
328;Onderwijsniveau: hbo, wo bachelor;Waarde;2018;4.1;50.0;1.2;7.1;73.6;15.9;9.5;0.9;7.1;14.5;74.5;3.9
329;Onderwijsniveau: hbo, wo bachelor;Waarde;2019;4.2;48.5;1.2;7.4;73.5;14.9;10.6;1.0;7.8;15.0;73.1;4.1
330;Onderwijsniveau: hbo, wo bachelor;Waarde;2020;3.9;42.6;1.1;6.8;69.9;18.1;10.8;1.2;7.9;14.3;72.7;5.1
331;Onderwijsniveau: hbo, wo bachelor;Waarde;2021;4.4;43.1;1.1;7.6;66.0;19.5;13.2;1.3;8.7;14.7;71.2;5.4
332;Onderwijsniveau: hbo, wo bachelor;Waarde;2022;4.6;57.4;1.4;7.9;70.2;21.4;7.5;0.9;6.3;11.1;77.4;5.3
333;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2014;3.0;43.9;1.0;5.1;74.3;14.7;7.9;0.4;6.5;13.8;73.4;3.4
334;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2015;3.4;46.3;1.0;5.9;73.5;14.3;9.0;0.6;6.0;12.3;75.9;3.2
335;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2016;3.3;46.6;1.1;5.8;73.3;14.7;8.5;0.6;6.2;13.9;73.9;3.1
336;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2017;3.4;45.0;1.1;6.0;74.3;14.2;8.3;0.6;6.2;14.2;73.2;3.7
337;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2018;3.9;49.2;1.2;6.7;72.8;15.2;8.9;0.8;6.6;13.9;73.7;3.5
338;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2019;4.0;47.7;1.1;6.9;72.7;14.2;10.0;0.8;7.3;14.3;72.2;3.8
339;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2020;3.7;41.8;1.0;6.4;69.0;17.4;10.2;1.0;7.4;13.7;71.8;4.7
340;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2021;4.1;42.2;1.0;7.1;65.0;18.7;12.5;1.1;8.1;14.0;70.3;4.9
341;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2022;4.4;56.5;1.3;7.4;69.2;20.6;7.0;0.7;5.8;10.5;76.5;4.8
342;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2014;3.5;46.0;1.1;5.9;76.3;16.4;9.3;0.8;7.8;15.5;75.5;4.3
343;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2015;3.9;48.3;1.1;6.7;75.4;15.9;10.3;1.0;7.1;13.9;77.8;4.0
344;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2016;3.8;48.6;1.2;6.6;75.5;16.3;10.3;0.9;7.3;15.9;76.0;3.9
345;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2017;3.9;47.0;1.2;6.8;76.2;15.8;9.6;1.0;7.4;15.8;75.1;4.6
346;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2018;4.3;50.9;1.3;7.5;74.5;16.7;10.1;1.1;7.6;15.2;75.3;4.3
347;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2019;4.5;49.4;1.2;7.8;74.4;15.6;11.2;1.2;8.4;15.7;73.9;4.6
348;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2020;4.1;43.4;1.1;7.2;70.8;18.9;11.4;1.4;8.4;15.0;73.5;5.5
349;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2021;4.6;44.0;1.1;8.0;67.0;20.4;13.9;1.5;9.3;15.5;72.1;5.9
350;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2022;4.9;58.3;1.5;8.3;71.1;22.3;8.1;1.1;6.8;11.7;78.2;5.7
351;Onderwijsniveau: wo, master, doctor;Waarde;2014;2.6;44.9;1.0;4.7;79.1;13.9;6.4;0.6;6.4;14.2;75.7;3.7
352;Onderwijsniveau: wo, master, doctor;Waarde;2015;2.8;46.3;1.0;5.1;79.8;12.0;7.7;0.5;6.4;12.4;78.1;3.1
353;Onderwijsniveau: wo, master, doctor;Waarde;2016;2.8;47.5;1.0;5.1;78.3;13.0;8.1;0.7;6.3;13.4;77.0;3.3
354;Onderwijsniveau: wo, master, doctor;Waarde;2017;3.0;46.2;1.0;5.2;80.3;12.6;6.6;0.5;7.0;13.3;76.4;3.2
355;Onderwijsniveau: wo, master, doctor;Waarde;2018;3.4;50.3;1.1;6.2;77.2;13.9;8.2;0.7;6.9;14.0;75.9;3.2
356;Onderwijsniveau: wo, master, doctor;Waarde;2019;3.5;48.1;1.2;6.3;76.5;13.3;9.3;0.8;7.1;14.0;75.2;3.7
