ID;Beroep;Geslacht;Nationaliteit;Personen_1
90;Beroepsloozen;Vrouwen;Groot Britannië en Noord Ierland;976
91;Beroepsloozen;Vrouwen;Frankrijk;468
92;Beroepsloozen;Vrouwen;Italië;877
93;Beroepsloozen;Vrouwen;Zwitserland;303
94;Beroepsloozen;Vrouwen;Oostenrijk;2075
95;Beroepsloozen;Vrouwen;Hongarije;1273
96;Beroepsloozen;Vrouwen;Rusland;276
97;Beroepsloozen;Vrouwen;Polen;2315
98;Beroepsloozen;Vrouwen;Tsjechoslowakije;738
99;Beroepsloozen;Vrouwen;Andere nationaliteit;2643
100;Beroepsloozen;Vrouwen;Geen nationaliteit;3666
101;Beroepsloozen;Vrouwen;Onbekende nationaliteit;500
102;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;3185816
103;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Nederland;3087076
104;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;98740
105;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Duitschland;61987
106;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;België;11396
107;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;1166
108;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Frankrijk;1057
109;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Italië;1363
110;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Zwitserland;715
111;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Oostenrijk;6121
112;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Hongarije;1203
113;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Rusland;350
114;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Polen;2630
115;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Tsjechoslowakije;1330
116;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Andere nationaliteit;3701
117;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Geen nationaliteit;4958
118;Totaal van Staat IIA en IIB;Totaal mannen en vrouwen;Onbekende nationaliteit;763
119;Totaal van Staat IIA en IIB;Mannen;Totaal van alle nationaliteiten;2418237
120;Totaal van Staat IIA en IIB;Mannen;Nederland;2364837
121;Totaal van Staat IIA en IIB;Mannen;Totaal van alle vreemde nationaliteiten;53400
122;Totaal van Staat IIA en IIB;Mannen;Duitschland;29379
123;Totaal van Staat IIA en IIB;Mannen;België;8115
124;Totaal van Staat IIA en IIB;Mannen;Groot Britannië en Noord Ierland;771
125;Totaal van Staat IIA en IIB;Mannen;Frankrijk;527
126;Totaal van Staat IIA en IIB;Mannen;Italië;1186
127;Totaal van Staat IIA en IIB;Mannen;Zwitserland;387
128;Totaal van Staat IIA en IIB;Mannen;Oostenrijk;2029
129;Totaal van Staat IIA en IIB;Mannen;Hongarije;687
130;Totaal van Staat IIA en IIB;Mannen;Rusland;287
131;Totaal van Staat IIA en IIB;Mannen;Polen;2139
132;Totaal van Staat IIA en IIB;Mannen;Tsjechoslowakije;729
133;Totaal van Staat IIA en IIB;Mannen;Andere nationaliteit;2818
134;Totaal van Staat IIA en IIB;Mannen;Geen nationaliteit;3863
135;Totaal van Staat IIA en IIB;Mannen;Onbekende nationaliteit;483
136;Totaal van Staat IIA en IIB;Vrouwen;Totaal van alle nationaliteiten;767579
137;Totaal van Staat IIA en IIB;Vrouwen;Nederland;722239
138;Totaal van Staat IIA en IIB;Vrouwen;Totaal van alle vreemde nationaliteiten;45340
139;Totaal van Staat IIA en IIB;Vrouwen;Duitschland;32608
140;Totaal van Staat IIA en IIB;Vrouwen;België;3281
141;Totaal van Staat IIA en IIB;Vrouwen;Groot Britannië en Noord Ierland;395
142;Totaal van Staat IIA en IIB;Vrouwen;Frankrijk;530
143;Totaal van Staat IIA en IIB;Vrouwen;Italië;177
144;Totaal van Staat IIA en IIB;Vrouwen;Zwitserland;328
145;Totaal van Staat IIA en IIB;Vrouwen;Oostenrijk;4092
146;Totaal van Staat IIA en IIB;Vrouwen;Hongarije;516
147;Totaal van Staat IIA en IIB;Vrouwen;Rusland;63
148;Totaal van Staat IIA en IIB;Vrouwen;Polen;491
149;Totaal van Staat IIA en IIB;Vrouwen;Tsjechoslowakije;601
150;Totaal van Staat IIA en IIB;Vrouwen;Andere nationaliteit;883
151;Totaal van Staat IIA en IIB;Vrouwen;Geen nationaliteit;1095
152;Totaal van Staat IIA en IIB;Vrouwen;Onbekende nationaliteit;280
153;Totaal van Staat IIA;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;730960
154;Totaal van Staat IIA;Totaal mannen en vrouwen;Nederland;718206
155;Totaal van Staat IIA;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;12754
156;Totaal van Staat IIA;Totaal mannen en vrouwen;Duitschland;6260
157;Totaal van Staat IIA;Totaal mannen en vrouwen;België;2872
158;Totaal van Staat IIA;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;203
159;Totaal van Staat IIA;Totaal mannen en vrouwen;Frankrijk;151
160;Totaal van Staat IIA;Totaal mannen en vrouwen;Italië;240
161;Totaal van Staat IIA;Totaal mannen en vrouwen;Zwitserland;94
162;Totaal van Staat IIA;Totaal mannen en vrouwen;Oostenrijk;320
163;Totaal van Staat IIA;Totaal mannen en vrouwen;Hongarije;125
164;Totaal van Staat IIA;Totaal mannen en vrouwen;Rusland;102
165;Totaal van Staat IIA;Totaal mannen en vrouwen;Polen;358
166;Totaal van Staat IIA;Totaal mannen en vrouwen;Tsjechoslowakije;133
167;Totaal van Staat IIA;Totaal mannen en vrouwen;Andere nationaliteit;476
168;Totaal van Staat IIA;Totaal mannen en vrouwen;Geen nationaliteit;1295
169;Totaal van Staat IIA;Totaal mannen en vrouwen;Onbekende nationaliteit;125
170;Totaal van Staat IIA;Mannen;Totaal van alle nationaliteiten;608754
171;Totaal van Staat IIA;Mannen;Nederland;598524
172;Totaal van Staat IIA;Mannen;Totaal van alle vreemde nationaliteiten;10230
173;Totaal van Staat IIA;Mannen;Duitschland;5083
174;Totaal van Staat IIA;Mannen;België;2115
175;Totaal van Staat IIA;Mannen;Groot Britannië en Noord Ierland;180
176;Totaal van Staat IIA;Mannen;Frankrijk;122
177;Totaal van Staat IIA;Mannen;Italië;223
178;Totaal van Staat IIA;Mannen;Zwitserland;84
179;Totaal van Staat IIA;Mannen;Oostenrijk;228
180;Totaal van Staat IIA;Mannen;Hongarije;91
181;Totaal van Staat IIA;Mannen;Rusland;91
182;Totaal van Staat IIA;Mannen;Polen;315
183;Totaal van Staat IIA;Mannen;Tsjechoslowakije;111
184;Totaal van Staat IIA;Mannen;Andere nationaliteit;408
185;Totaal van Staat IIA;Mannen;Geen nationaliteit;1075
186;Totaal van Staat IIA;Mannen;Onbekende nationaliteit;104
187;Totaal van Staat IIA;Vrouwen;Totaal van alle nationaliteiten;122206
188;Totaal van Staat IIA;Vrouwen;Nederland;119682
189;Totaal van Staat IIA;Vrouwen;Totaal van alle vreemde nationaliteiten;2524
190;Totaal van Staat IIA;Vrouwen;Duitschland;1177
191;Totaal van Staat IIA;Vrouwen;België;757
192;Totaal van Staat IIA;Vrouwen;Groot Britannië en Noord Ierland;23
193;Totaal van Staat IIA;Vrouwen;Frankrijk;29
194;Totaal van Staat IIA;Vrouwen;Italië;17
195;Totaal van Staat IIA;Vrouwen;Zwitserland;10
196;Totaal van Staat IIA;Vrouwen;Oostenrijk;92
197;Totaal van Staat IIA;Vrouwen;Hongarije;34
198;Totaal van Staat IIA;Vrouwen;Rusland;11
199;Totaal van Staat IIA;Vrouwen;Polen;43
200;Totaal van Staat IIA;Vrouwen;Tsjechoslowakije;22
201;Totaal van Staat IIA;Vrouwen;Andere nationaliteit;68
202;Totaal van Staat IIA;Vrouwen;Geen nationaliteit;220
203;Totaal van Staat IIA;Vrouwen;Onbekende nationaliteit;21
204;Totaal van Staat IIB;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;2454856
205;Totaal van Staat IIB;Totaal mannen en vrouwen;Nederland;2368870
206;Totaal van Staat IIB;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;85986
207;Totaal van Staat IIB;Totaal mannen en vrouwen;Duitschland;55727
208;Totaal van Staat IIB;Totaal mannen en vrouwen;België;8524
209;Totaal van Staat IIB;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;963
210;Totaal van Staat IIB;Totaal mannen en vrouwen;Frankrijk;906
211;Totaal van Staat IIB;Totaal mannen en vrouwen;Italië;1123
212;Totaal van Staat IIB;Totaal mannen en vrouwen;Zwitserland;621
213;Totaal van Staat IIB;Totaal mannen en vrouwen;Oostenrijk;5801
214;Totaal van Staat IIB;Totaal mannen en vrouwen;Hongarije;1078
215;Totaal van Staat IIB;Totaal mannen en vrouwen;Rusland;248
216;Totaal van Staat IIB;Totaal mannen en vrouwen;Polen;2272
217;Totaal van Staat IIB;Totaal mannen en vrouwen;Tsjechoslowakije;1197
218;Totaal van Staat IIB;Totaal mannen en vrouwen;Andere nationaliteit;3225
219;Totaal van Staat IIB;Totaal mannen en vrouwen;Geen nationaliteit;3663
220;Totaal van Staat IIB;Totaal mannen en vrouwen;Onbekende nationaliteit;638
221;Totaal van Staat IIB;Mannen;Totaal van alle nationaliteiten;1809483
222;Totaal van Staat IIB;Mannen;Nederland;1766313
223;Totaal van Staat IIB;Mannen;Totaal van alle vreemde nationaliteiten;43170
224;Totaal van Staat IIB;Mannen;Duitschland;24296
225;Totaal van Staat IIB;Mannen;België;6000
226;Totaal van Staat IIB;Mannen;Groot Britannië en Noord Ierland;591
227;Totaal van Staat IIB;Mannen;Frankrijk;405
228;Totaal van Staat IIB;Mannen;Italië;963
229;Totaal van Staat IIB;Mannen;Zwitserland;303
230;Totaal van Staat IIB;Mannen;Oostenrijk;1801
231;Totaal van Staat IIB;Mannen;Hongarije;596
232;Totaal van Staat IIB;Mannen;Rusland;196
233;Totaal van Staat IIB;Mannen;Polen;1824
234;Totaal van Staat IIB;Mannen;Tsjechoslowakije;618
235;Totaal van Staat IIB;Mannen;Andere nationaliteit;2410
236;Totaal van Staat IIB;Mannen;Geen nationaliteit;2788
237;Totaal van Staat IIB;Mannen;Onbekende nationaliteit;379
238;Totaal van Staat IIB;Vrouwen;Totaal van alle nationaliteiten;645373
239;Totaal van Staat IIB;Vrouwen;Nederland;602557
240;Totaal van Staat IIB;Vrouwen;Totaal van alle vreemde nationaliteiten;42816
241;Totaal van Staat IIB;Vrouwen;Duitschland;31431
242;Totaal van Staat IIB;Vrouwen;België;2524
243;Totaal van Staat IIB;Vrouwen;Groot Britannië en Noord Ierland;372
244;Totaal van Staat IIB;Vrouwen;Frankrijk;501
245;Totaal van Staat IIB;Vrouwen;Italië;160
246;Totaal van Staat IIB;Vrouwen;Zwitserland;318
247;Totaal van Staat IIB;Vrouwen;Oostenrijk;4000
248;Totaal van Staat IIB;Vrouwen;Hongarije;482
249;Totaal van Staat IIB;Vrouwen;Rusland;52
250;Totaal van Staat IIB;Vrouwen;Polen;448
251;Totaal van Staat IIB;Vrouwen;Tsjechoslowakije;579
252;Totaal van Staat IIB;Vrouwen;Andere nationaliteit;815
253;Totaal van Staat IIB;Vrouwen;Geen nationaliteit;875
254;Totaal van Staat IIB;Vrouwen;Onbekende nationaliteit;259
255;Aardewerkmaker;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;1351
256;Aardewerkmaker;Totaal mannen en vrouwen;Nederland;1306
257;Aardewerkmaker;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;45
258;Aardewerkmaker;Totaal mannen en vrouwen;Duitschland;11
259;Aardewerkmaker;Totaal mannen en vrouwen;België;27
260;Aardewerkmaker;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
261;Aardewerkmaker;Totaal mannen en vrouwen;Frankrijk;1
262;Aardewerkmaker;Totaal mannen en vrouwen;Italië;0
263;Aardewerkmaker;Totaal mannen en vrouwen;Zwitserland;0
264;Aardewerkmaker;Totaal mannen en vrouwen;Oostenrijk;1
265;Aardewerkmaker;Totaal mannen en vrouwen;Hongarije;1
266;Aardewerkmaker;Totaal mannen en vrouwen;Rusland;0
267;Aardewerkmaker;Totaal mannen en vrouwen;Polen;0
268;Aardewerkmaker;Totaal mannen en vrouwen;Tsjechoslowakije;1
269;Aardewerkmaker;Totaal mannen en vrouwen;Andere nationaliteit;2
270;Aardewerkmaker;Totaal mannen en vrouwen;Geen nationaliteit;1
271;Aardewerkmaker;Totaal mannen en vrouwen;Onbekende nationaliteit;0
272;Aardewerkmaker;Mannen;Totaal van alle nationaliteiten;1220
273;Aardewerkmaker;Mannen;Nederland;1177
274;Aardewerkmaker;Mannen;Totaal van alle vreemde nationaliteiten;43
275;Aardewerkmaker;Mannen;Duitschland;11
276;Aardewerkmaker;Mannen;België;26
277;Aardewerkmaker;Mannen;Groot Britannië en Noord Ierland;0
278;Aardewerkmaker;Mannen;Frankrijk;1
279;Aardewerkmaker;Mannen;Italië;0
280;Aardewerkmaker;Mannen;Zwitserland;0
281;Aardewerkmaker;Mannen;Oostenrijk;1
282;Aardewerkmaker;Mannen;Hongarije;0
283;Aardewerkmaker;Mannen;Rusland;0
284;Aardewerkmaker;Mannen;Polen;0
285;Aardewerkmaker;Mannen;Tsjechoslowakije;1
286;Aardewerkmaker;Mannen;Andere nationaliteit;2
287;Aardewerkmaker;Mannen;Geen nationaliteit;1
288;Aardewerkmaker;Mannen;Onbekende nationaliteit;0
289;Aardewerkmaker;Vrouwen;Totaal van alle nationaliteiten;131
290;Aardewerkmaker;Vrouwen;Nederland;129
291;Aardewerkmaker;Vrouwen;Totaal van alle vreemde nationaliteiten;2
292;Aardewerkmaker;Vrouwen;Duitschland;0
293;Aardewerkmaker;Vrouwen;België;1
294;Aardewerkmaker;Vrouwen;Groot Britannië en Noord Ierland;0
295;Aardewerkmaker;Vrouwen;Frankrijk;0
296;Aardewerkmaker;Vrouwen;Italië;0
297;Aardewerkmaker;Vrouwen;Zwitserland;0
298;Aardewerkmaker;Vrouwen;Oostenrijk;0
299;Aardewerkmaker;Vrouwen;Hongarije;1
300;Aardewerkmaker;Vrouwen;Rusland;0
301;Aardewerkmaker;Vrouwen;Polen;0
302;Aardewerkmaker;Vrouwen;Tsjechoslowakije;0
303;Aardewerkmaker;Vrouwen;Andere nationaliteit;0
304;Aardewerkmaker;Vrouwen;Geen nationaliteit;0
305;Aardewerkmaker;Vrouwen;Onbekende nationaliteit;0
306;Accountant;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;1417
307;Accountant;Totaal mannen en vrouwen;Nederland;1391
308;Accountant;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;26
309;Accountant;Totaal mannen en vrouwen;Duitschland;5
310;Accountant;Totaal mannen en vrouwen;België;3
311;Accountant;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;13
312;Accountant;Totaal mannen en vrouwen;Frankrijk;0
313;Accountant;Totaal mannen en vrouwen;Italië;0
314;Accountant;Totaal mannen en vrouwen;Zwitserland;0
315;Accountant;Totaal mannen en vrouwen;Oostenrijk;1
316;Accountant;Totaal mannen en vrouwen;Hongarije;0
317;Accountant;Totaal mannen en vrouwen;Rusland;0
318;Accountant;Totaal mannen en vrouwen;Polen;0
319;Accountant;Totaal mannen en vrouwen;Tsjechoslowakije;0
320;Accountant;Totaal mannen en vrouwen;Andere nationaliteit;3
321;Accountant;Totaal mannen en vrouwen;Geen nationaliteit;1
322;Accountant;Totaal mannen en vrouwen;Onbekende nationaliteit;0
323;Accountant;Mannen;Totaal van alle nationaliteiten;1417
324;Accountant;Mannen;Nederland;1391
325;Accountant;Mannen;Totaal van alle vreemde nationaliteiten;26
326;Accountant;Mannen;Duitschland;5
327;Accountant;Mannen;België;3
328;Accountant;Mannen;Groot Britannië en Noord Ierland;13
329;Accountant;Mannen;Frankrijk;0
330;Accountant;Mannen;Italië;0
331;Accountant;Mannen;Zwitserland;0
332;Accountant;Mannen;Oostenrijk;1
333;Accountant;Mannen;Hongarije;0
334;Accountant;Mannen;Rusland;0
335;Accountant;Mannen;Polen;0
336;Accountant;Mannen;Tsjechoslowakije;0
337;Accountant;Mannen;Andere nationaliteit;3
338;Accountant;Mannen;Geen nationaliteit;1
339;Accountant;Mannen;Onbekende nationaliteit;0
340;Accountant;Vrouwen;Totaal van alle nationaliteiten;0
341;Accountant;Vrouwen;Nederland;0
342;Accountant;Vrouwen;Totaal van alle vreemde nationaliteiten;0
343;Accountant;Vrouwen;Duitschland;0
344;Accountant;Vrouwen;België;0
345;Accountant;Vrouwen;Groot Britannië en Noord Ierland;0
346;Accountant;Vrouwen;Frankrijk;0
347;Accountant;Vrouwen;Italië;0
348;Accountant;Vrouwen;Zwitserland;0
349;Accountant;Vrouwen;Oostenrijk;0
350;Accountant;Vrouwen;Hongarije;0
351;Accountant;Vrouwen;Rusland;0
352;Accountant;Vrouwen;Polen;0
353;Accountant;Vrouwen;Tsjechoslowakije;0
354;Accountant;Vrouwen;Andere nationaliteit;0
355;Accountant;Vrouwen;Geen nationaliteit;0
356;Accountant;Vrouwen;Onbekende nationaliteit;0
357;Administratief personeel;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;180644
358;Administratief personeel;Totaal mannen en vrouwen;Nederland;176773
359;Administratief personeel;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;3871
360;Administratief personeel;Totaal mannen en vrouwen;Duitschland;2130
361;Administratief personeel;Totaal mannen en vrouwen;België;386
362;Administratief personeel;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;190
363;Administratief personeel;Totaal mannen en vrouwen;Frankrijk;46
364;Administratief personeel;Totaal mannen en vrouwen;Italië;25
365;Administratief personeel;Totaal mannen en vrouwen;Zwitserland;77
366;Administratief personeel;Totaal mannen en vrouwen;Oostenrijk;176
367;Administratief personeel;Totaal mannen en vrouwen;Hongarije;61
368;Administratief personeel;Totaal mannen en vrouwen;Rusland;30
369;Administratief personeel;Totaal mannen en vrouwen;Polen;46
370;Administratief personeel;Totaal mannen en vrouwen;Tsjechoslowakije;58
371;Administratief personeel;Totaal mannen en vrouwen;Andere nationaliteit;199
372;Administratief personeel;Totaal mannen en vrouwen;Geen nationaliteit;390
373;Administratief personeel;Totaal mannen en vrouwen;Onbekende nationaliteit;57
374;Administratief personeel;Mannen;Totaal van alle nationaliteiten;132789
375;Administratief personeel;Mannen;Nederland;130176
376;Administratief personeel;Mannen;Totaal van alle vreemde nationaliteiten;2613
377;Administratief personeel;Mannen;Duitschland;1443
378;Administratief personeel;Mannen;België;277
379;Administratief personeel;Mannen;Groot Britannië en Noord Ierland;135
380;Administratief personeel;Mannen;Frankrijk;28
381;Administratief personeel;Mannen;Italië;17
382;Administratief personeel;Mannen;Zwitserland;62
383;Administratief personeel;Mannen;Oostenrijk;89
384;Administratief personeel;Mannen;Hongarije;36
385;Administratief personeel;Mannen;Rusland;14
386;Administratief personeel;Mannen;Polen;22
387;Administratief personeel;Mannen;Tsjechoslowakije;39
388;Administratief personeel;Mannen;Andere nationaliteit;140
389;Administratief personeel;Mannen;Geen nationaliteit;275
390;Administratief personeel;Mannen;Onbekende nationaliteit;36
391;Administratief personeel;Vrouwen;Totaal van alle nationaliteiten;47855
392;Administratief personeel;Vrouwen;Nederland;46597
393;Administratief personeel;Vrouwen;Totaal van alle vreemde nationaliteiten;1258
394;Administratief personeel;Vrouwen;Duitschland;687
395;Administratief personeel;Vrouwen;België;109
396;Administratief personeel;Vrouwen;Groot Britannië en Noord Ierland;55
397;Administratief personeel;Vrouwen;Frankrijk;18
398;Administratief personeel;Vrouwen;Italië;8
399;Administratief personeel;Vrouwen;Zwitserland;15
400;Administratief personeel;Vrouwen;Oostenrijk;87
401;Administratief personeel;Vrouwen;Hongarije;25
402;Administratief personeel;Vrouwen;Rusland;16
403;Administratief personeel;Vrouwen;Polen;24
404;Administratief personeel;Vrouwen;Tsjechoslowakije;19
405;Administratief personeel;Vrouwen;Andere nationaliteit;59
406;Administratief personeel;Vrouwen;Geen nationaliteit;115
407;Administratief personeel;Vrouwen;Onbekende nationaliteit;21
408;Apothekersassistent;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;2573
409;Apothekersassistent;Totaal mannen en vrouwen;Nederland;2549
410;Apothekersassistent;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;24
411;Apothekersassistent;Totaal mannen en vrouwen;Duitschland;11
412;Apothekersassistent;Totaal mannen en vrouwen;België;2
413;Apothekersassistent;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;2
414;Apothekersassistent;Totaal mannen en vrouwen;Frankrijk;0
415;Apothekersassistent;Totaal mannen en vrouwen;Italië;0
416;Apothekersassistent;Totaal mannen en vrouwen;Zwitserland;0
417;Apothekersassistent;Totaal mannen en vrouwen;Oostenrijk;1
418;Apothekersassistent;Totaal mannen en vrouwen;Hongarije;0
419;Apothekersassistent;Totaal mannen en vrouwen;Rusland;0
420;Apothekersassistent;Totaal mannen en vrouwen;Polen;1
421;Apothekersassistent;Totaal mannen en vrouwen;Tsjechoslowakije;0
422;Apothekersassistent;Totaal mannen en vrouwen;Andere nationaliteit;3
423;Apothekersassistent;Totaal mannen en vrouwen;Geen nationaliteit;3
424;Apothekersassistent;Totaal mannen en vrouwen;Onbekende nationaliteit;1
425;Apothekersassistent;Mannen;Totaal van alle nationaliteiten;444
426;Apothekersassistent;Mannen;Nederland;442
427;Apothekersassistent;Mannen;Totaal van alle vreemde nationaliteiten;2
428;Apothekersassistent;Mannen;Duitschland;2
429;Apothekersassistent;Mannen;België;0
430;Apothekersassistent;Mannen;Groot Britannië en Noord Ierland;0
431;Apothekersassistent;Mannen;Frankrijk;0
432;Apothekersassistent;Mannen;Italië;0
433;Apothekersassistent;Mannen;Zwitserland;0
434;Apothekersassistent;Mannen;Oostenrijk;0
435;Apothekersassistent;Mannen;Hongarije;0
436;Apothekersassistent;Mannen;Rusland;0
