ID;Bestedingscategorieen;KenmerkenHuishoudens;Perioden;GemiddeldBesteedBedrag_1
37;000000 Alle bestedingen;Type: Paar, zonder kind, vanaf AOW-lft;2020;35.9
38;000000 Alle bestedingen;Type: Meerpersoonshuishouden, overig;2015;40.7
39;000000 Alle bestedingen;Type: Meerpersoonshuishouden, overig;2020;40.8
40;000000 Alle bestedingen;Huishoudensgrootte: 1 persoon;2015;22.2
41;000000 Alle bestedingen;Huishoudensgrootte: 1 persoon;2020;23.6
42;000000 Alle bestedingen;Huishoudensgrootte: 2 personen;2015;37.0
43;000000 Alle bestedingen;Huishoudensgrootte: 2 personen;2020;37.3
44;000000 Alle bestedingen;Huishoudensgrootte: 3 personen;2015;40.9
45;000000 Alle bestedingen;Huishoudensgrootte: 3 personen;2020;43.3
46;000000 Alle bestedingen;Huishoudensgrootte: 4 personen;2015;46.5
47;000000 Alle bestedingen;Huishoudensgrootte: 4 personen;2020;50.5
48;000000 Alle bestedingen;Huishoudensgrootte: 5 of meer personen;2015;46.7
49;000000 Alle bestedingen;Huishoudensgrootte: 5 of meer personen;2020;52.0
50;000000 Alle bestedingen;Hoofdkostwinner: tot 25 jaar;2015;21.8
51;000000 Alle bestedingen;Hoofdkostwinner: tot 25 jaar;2020;23.9
52;000000 Alle bestedingen;Hoofdkostwinner: 25 tot 35 jaar;2015;29.3
53;000000 Alle bestedingen;Hoofdkostwinner: 25 tot 35 jaar;2020;31.8
54;000000 Alle bestedingen;Hoofdkostwinner: 35 tot 45 jaar;2015;35.9
55;000000 Alle bestedingen;Hoofdkostwinner: 35 tot 45 jaar;2020;39.0
56;000000 Alle bestedingen;Hoofdkostwinner: 45 tot 55 jaar;2015;40.1
57;000000 Alle bestedingen;Hoofdkostwinner: 45 tot 55 jaar;2020;42.8
58;000000 Alle bestedingen;Hoofdkostwinner: 55 tot 65 jaar;2015;36.7
59;000000 Alle bestedingen;Hoofdkostwinner: 55 tot 65 jaar;2020;37.3
60;000000 Alle bestedingen;Hoofdkostwinner: 65 tot 75 jaar;2015;32.2
61;000000 Alle bestedingen;Hoofdkostwinner: 65 tot 75 jaar;2020;31.9
62;000000 Alle bestedingen;Hoofdkostwinner: 75 jaar of ouder;2015;27.4
63;000000 Alle bestedingen;Hoofdkostwinner: 75 jaar of ouder;2020;28.4
64;000000 Alle bestedingen;Hoofdkostwinner: 25 tot 45 jaar;2015;32.7
65;000000 Alle bestedingen;Hoofdkostwinner: 25 tot 45 jaar;2020;35.5
66;000000 Alle bestedingen;Hoofdkostwinner: 45 tot 65 jaar;2015;38.5
67;000000 Alle bestedingen;Hoofdkostwinner: 45 tot 65 jaar;2020;39.9
68;000000 Alle bestedingen;Hoofdkostwinner: 65 jaar of ouder;2015;30.5
69;000000 Alle bestedingen;Hoofdkostwinner: 65 jaar of ouder;2020;30.4
70;000000 Alle bestedingen;Hoofdkostwinner: Nederland;2015;34.5
71;000000 Alle bestedingen;Hoofdkostwinner: Nederland;2020;36.3
72;000000 Alle bestedingen;Hoofdkostwinner: Westers land;2015;33.3
73;000000 Alle bestedingen;Hoofdkostwinner: Westers land;2020;34.2
74;000000 Alle bestedingen;Hoofdkostwinner: Niet-westers land;2015;28.5
75;000000 Alle bestedingen;Hoofdkostwinner: Niet-westers land;2020;29.4
76;000000 Alle bestedingen;Bron: Inkomen als werknemer/zelfstandige;2015;38.1
77;000000 Alle bestedingen;Bron: Inkomen als werknemer/zelfstandige;2020;39.8
78;000000 Alle bestedingen;Bron: Inkomen als werknemer;2015;37.4
79;000000 Alle bestedingen;Bron: Inkomen als werknemer;2020;38.8
80;000000 Alle bestedingen;Bron: Inkomen als zelfstandige (totaal);2015;43.4
81;000000 Alle bestedingen;Bron: Inkomen als zelfstandige (totaal);2020;45.7
82;000000 Alle bestedingen;Bron: Overdrachtsinkomen;2015;27.2
83;000000 Alle bestedingen;Bron: Overdrachtsinkomen;2020;27.7
84;000000 Alle bestedingen;Bron: Uitkering inkomensverzekering;2015;29.4
85;000000 Alle bestedingen;Bron: Uitkering inkomensverzekering;2020;29.3
86;000000 Alle bestedingen;Bron: Uitkering werkloosheid;2015;26.5
87;000000 Alle bestedingen;Bron: Uitkering werkloosheid;2020;25.3
88;000000 Alle bestedingen;Bron: Uitkering arbeidsongeschiktheid;2015;21.7
89;000000 Alle bestedingen;Bron: Uitkering arbeidsongeschiktheid;2020;24.9
90;000000 Alle bestedingen;Bron: Uitkering pensioen;2015;30.5
91;000000 Alle bestedingen;Bron: Uitkering pensioen;2020;30.0
92;000000 Alle bestedingen;Bron: Uitkering sociale voorziening;2015;17.0
93;000000 Alle bestedingen;Bron: Uitkering sociale voorziening;2020;19.1
94;000000 Alle bestedingen;Bron: Uitkering bijstand;2015;16.4
95;000000 Alle bestedingen;Bron: Uitkering bijstand;2020;18.4
96;000000 Alle bestedingen;Bron: Uitk. sociale voorziening, overig;2015;18.4
97;000000 Alle bestedingen;Bron: Uitk. sociale voorziening, overig;2020;20.5
98;000000 Alle bestedingen;Bron: Studiefinanciering;2015;16.7
99;000000 Alle bestedingen;Bron: Studiefinanciering;2020;21.2
100;000000 Alle bestedingen;Woningbezit: eigen woning;2015;41.3
101;000000 Alle bestedingen;Woningbezit: eigen woning;2020;42.8
102;000000 Alle bestedingen;Woningbezit: huurwoning;2015;23.9
103;000000 Alle bestedingen;Woningbezit: huurwoning;2020;25.2
104;000000 Alle bestedingen;Woningbezit: huurwoning met huurtoeslag;2015;20.2
105;000000 Alle bestedingen;Woningbezit: huurwoning met huurtoeslag;2020;20.2
106;000000 Alle bestedingen;Woningbezit: huurwoning geen huurtoeslag;2015;29.7
107;000000 Alle bestedingen;Woningbezit: huurwoning geen huurtoeslag;2020;28.7
108;000000 Alle bestedingen;Besteedbaar inkomen: 1e 10%-groep;2015;18.0
109;000000 Alle bestedingen;Besteedbaar inkomen: 1e 10%-groep;2020;19.3
110;000000 Alle bestedingen;Besteedbaar inkomen: 2e 10%-groep;2015;18.8
111;000000 Alle bestedingen;Besteedbaar inkomen: 2e 10%-groep;2020;20.6
112;000000 Alle bestedingen;Besteedbaar inkomen: 3e 10%-groep;2015;22.7
113;000000 Alle bestedingen;Besteedbaar inkomen: 3e 10%-groep;2020;23.9
114;000000 Alle bestedingen;Besteedbaar inkomen: 4e 10%-groep;2015;26.6
115;000000 Alle bestedingen;Besteedbaar inkomen: 4e 10%-groep;2020;27.8
116;000000 Alle bestedingen;Besteedbaar inkomen: 5e 10%-groep;2015;29.4
117;000000 Alle bestedingen;Besteedbaar inkomen: 5e 10%-groep;2020;30.8
118;000000 Alle bestedingen;Besteedbaar inkomen: 6e 10%-groep;2015;33.6
119;000000 Alle bestedingen;Besteedbaar inkomen: 6e 10%-groep;2020;34.5
120;000000 Alle bestedingen;Besteedbaar inkomen: 7e 10%-groep;2015;36.9
121;000000 Alle bestedingen;Besteedbaar inkomen: 7e 10%-groep;2020;39.2
122;000000 Alle bestedingen;Besteedbaar inkomen: 8e 10%-groep;2015;42.0
123;000000 Alle bestedingen;Besteedbaar inkomen: 8e 10%-groep;2020;44.1
124;000000 Alle bestedingen;Besteedbaar inkomen: 9e 10%-groep;2015;48.4
125;000000 Alle bestedingen;Besteedbaar inkomen: 9e 10%-groep;2020;50.0
126;000000 Alle bestedingen;Besteedbaar inkomen: 10e 10%-groep;2015;61.1
127;000000 Alle bestedingen;Besteedbaar inkomen: 10e 10%-groep;2020;62.0
128;000000 Alle bestedingen;Besteedbaar inkomen: 1e 20%-groep;2015;18.4
129;000000 Alle bestedingen;Besteedbaar inkomen: 1e 20%-groep;2020;19.9
130;000000 Alle bestedingen;Besteedbaar inkomen: 2e 20%-groep;2015;24.7
131;000000 Alle bestedingen;Besteedbaar inkomen: 2e 20%-groep;2020;25.8
132;000000 Alle bestedingen;Besteedbaar inkomen: 3e 20%-groep;2015;31.5
133;000000 Alle bestedingen;Besteedbaar inkomen: 3e 20%-groep;2020;32.6
134;000000 Alle bestedingen;Besteedbaar inkomen: 4e 20%-groep;2015;39.4
135;000000 Alle bestedingen;Besteedbaar inkomen: 4e 20%-groep;2020;41.7
136;000000 Alle bestedingen;Besteedbaar inkomen: 5e 20%-groep;2015;54.8
137;000000 Alle bestedingen;Besteedbaar inkomen: 5e 20%-groep;2020;56.0
138;000000 Alle bestedingen;Gestandaardiseerd inkomen: 1e 10%-groep;2015;19.5
139;000000 Alle bestedingen;Gestandaardiseerd inkomen: 1e 10%-groep;2020;21.1
140;000000 Alle bestedingen;Gestandaardiseerd inkomen: 2e 10%-groep;2015;20.5
141;000000 Alle bestedingen;Gestandaardiseerd inkomen: 2e 10%-groep;2020;22.0
142;000000 Alle bestedingen;Gestandaardiseerd inkomen: 3e 10%-groep;2015;23.6
143;000000 Alle bestedingen;Gestandaardiseerd inkomen: 3e 10%-groep;2020;25.6
144;000000 Alle bestedingen;Gestandaardiseerd inkomen: 4e 10%-groep;2015;27.5
145;000000 Alle bestedingen;Gestandaardiseerd inkomen: 4e 10%-groep;2020;29.2
146;000000 Alle bestedingen;Gestandaardiseerd inkomen: 5e 10%-groep;2015;31.2
147;000000 Alle bestedingen;Gestandaardiseerd inkomen: 5e 10%-groep;2020;33.0
148;000000 Alle bestedingen;Gestandaardiseerd inkomen: 6e 10%-groep;2015;34.6
149;000000 Alle bestedingen;Gestandaardiseerd inkomen: 6e 10%-groep;2020;35.7
150;000000 Alle bestedingen;Gestandaardiseerd inkomen: 7e 10%-groep;2015;37.3
151;000000 Alle bestedingen;Gestandaardiseerd inkomen: 7e 10%-groep;2020;38.2
152;000000 Alle bestedingen;Gestandaardiseerd inkomen: 8e 10%-groep;2015;41.1
153;000000 Alle bestedingen;Gestandaardiseerd inkomen: 8e 10%-groep;2020;43.4
154;000000 Alle bestedingen;Gestandaardiseerd inkomen: 9e 10%-groep;2015;46.4
155;000000 Alle bestedingen;Gestandaardiseerd inkomen: 9e 10%-groep;2020;47.4
156;000000 Alle bestedingen;Gestandaardiseerd inkomen: 10e 10%-groep;2015;56.0
157;000000 Alle bestedingen;Gestandaardiseerd inkomen: 10e 10%-groep;2020;56.6
158;000000 Alle bestedingen;Gestandaardiseerd inkomen: 1e 20%-groep;2015;20.0
159;000000 Alle bestedingen;Gestandaardiseerd inkomen: 1e 20%-groep;2020;21.5
160;000000 Alle bestedingen;Gestandaardiseerd inkomen: 2e 20%-groep;2015;25.5
161;000000 Alle bestedingen;Gestandaardiseerd inkomen: 2e 20%-groep;2020;27.4
162;000000 Alle bestedingen;Gestandaardiseerd inkomen: 3e 20%-groep;2015;32.9
163;000000 Alle bestedingen;Gestandaardiseerd inkomen: 3e 20%-groep;2020;34.4
164;000000 Alle bestedingen;Gestandaardiseerd inkomen: 4e 20%-groep;2015;39.2
165;000000 Alle bestedingen;Gestandaardiseerd inkomen: 4e 20%-groep;2020;40.8
166;000000 Alle bestedingen;Gestandaardiseerd inkomen: 5e 20%-groep;2015;51.2
167;000000 Alle bestedingen;Gestandaardiseerd inkomen: 5e 20%-groep;2020;52.0
168;000000 Alle bestedingen;Inkomen tot lage-inkomensgrens;2015;18.8
169;000000 Alle bestedingen;Inkomen tot lage-inkomensgrens;2020;19.8
170;000000 Alle bestedingen;Inkomen boven lage-inkomensgrens;2015;36.0
171;000000 Alle bestedingen;Inkomen boven lage-inkomensgrens;2020;36.8
172;010000 Voedingsmidd. en alc.vrije drank;Particuliere huishoudens;2015;3.7
173;010000 Voedingsmidd. en alc.vrije drank;Particuliere huishoudens;2020;4.5
174;010000 Voedingsmidd. en alc.vrije drank;Type: Eenpersoonshuishouden;2015;2.2
175;010000 Voedingsmidd. en alc.vrije drank;Type: Eenpersoonshuishouden;2020;2.7
176;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande man;2015;2.1
177;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande man;2020;2.7
178;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande man onder AOW-lft;2015;2.1
179;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande man onder AOW-lft;2020;2.7
180;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande man vanaf AOW-lft;2015;2.5
181;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande man vanaf AOW-lft;2020;2.8
182;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande vrouw;2015;2.2
183;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande vrouw;2020;2.7
184;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande vrouw onder AOW-lft;2015;2.1
185;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande vrouw onder AOW-lft;2020;2.5
186;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande vrouw vanaf AOW-lft;2015;2.4
187;010000 Voedingsmidd. en alc.vrije drank;Type: Alleenstaande vrouw vanaf AOW-lft;2020;2.9
188;010000 Voedingsmidd. en alc.vrije drank;Type: Meerpersoonshuishouden;2015;4.6
189;010000 Voedingsmidd. en alc.vrije drank;Type: Meerpersoonshuishouden;2020;5.5
190;010000 Voedingsmidd. en alc.vrije drank;Type: Eenoudergezin;2015;3.7
191;010000 Voedingsmidd. en alc.vrije drank;Type: Eenoudergezin;2020;4.3
192;010000 Voedingsmidd. en alc.vrije drank;Type: Eenouder, alle kinderen < 18 jr;2015;3.5
193;010000 Voedingsmidd. en alc.vrije drank;Type: Eenouder, alle kinderen < 18 jr;2020;4.1
194;010000 Voedingsmidd. en alc.vrije drank;Type: Eenouder, minst. één kind >= 18 jr;2015;3.9
195;010000 Voedingsmidd. en alc.vrije drank;Type: Eenouder, minst. één kind >= 18 jr;2020;4.4
196;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, totaal;2015;4.7
197;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, totaal;2020;5.7
198;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, met kind(eren);2015;5.5
199;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, met kind(eren);2020;6.7
200;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, alle kinderen < 18 jr;2015;5.2
201;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, alle kinderen < 18 jr;2020;6.5
202;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, minstens één kind >= 18 jr;2015;5.9
203;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, minstens één kind >= 18 jr;2020;7.1
204;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, zonder kind;2015;4.1
205;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, zonder kind;2020;4.8
206;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, zonder kind, onder AOW-lft;2015;4.0
207;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, zonder kind, onder AOW-lft;2020;4.8
208;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, zonder kind, vanaf AOW-lft;2015;4.2
209;010000 Voedingsmidd. en alc.vrije drank;Type: Paar, zonder kind, vanaf AOW-lft;2020;4.9
210;010000 Voedingsmidd. en alc.vrije drank;Type: Meerpersoonshuishouden, overig;2015;4.6
211;010000 Voedingsmidd. en alc.vrije drank;Type: Meerpersoonshuishouden, overig;2020;4.8
212;010000 Voedingsmidd. en alc.vrije drank;Huishoudensgrootte: 1 persoon;2015;2.2
213;010000 Voedingsmidd. en alc.vrije drank;Huishoudensgrootte: 1 persoon;2020;2.7
214;010000 Voedingsmidd. en alc.vrije drank;Huishoudensgrootte: 2 personen;2015;4.0
215;010000 Voedingsmidd. en alc.vrije drank;Huishoudensgrootte: 2 personen;2020;4.7
216;010000 Voedingsmidd. en alc.vrije drank;Huishoudensgrootte: 3 personen;2015;4.7
217;010000 Voedingsmidd. en alc.vrije drank;Huishoudensgrootte: 3 personen;2020;5.7
218;010000 Voedingsmidd. en alc.vrije drank;Huishoudensgrootte: 4 personen;2015;5.6
219;010000 Voedingsmidd. en alc.vrije drank;Huishoudensgrootte: 4 personen;2020;6.9
220;010000 Voedingsmidd. en alc.vrije drank;Huishoudensgrootte: 5 of meer personen;2015;6.0
221;010000 Voedingsmidd. en alc.vrije drank;Huishoudensgrootte: 5 of meer personen;2020;7.3
222;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: tot 25 jaar;2015;2.1
223;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: tot 25 jaar;2020;2.5
224;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 25 tot 35 jaar;2015;2.9
225;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 25 tot 35 jaar;2020;3.4
226;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 35 tot 45 jaar;2015;4.0
227;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 35 tot 45 jaar;2020;5.0
228;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 45 tot 55 jaar;2015;4.7
229;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 45 tot 55 jaar;2020;5.7
230;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 55 tot 65 jaar;2015;4.0
231;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 55 tot 65 jaar;2020;4.9
232;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 65 tot 75 jaar;2015;3.6
233;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 65 tot 75 jaar;2020;4.1
234;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 75 jaar of ouder;2015;3.2
235;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 75 jaar of ouder;2020;4.0
236;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 25 tot 45 jaar;2015;3.5
237;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 25 tot 45 jaar;2020;4.2
238;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 45 tot 65 jaar;2015;4.4
239;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 45 tot 65 jaar;2020;5.2
240;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 65 jaar of ouder;2015;3.4
241;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: 65 jaar of ouder;2020;4.0
242;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: Nederland;2015;3.8
243;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: Nederland;2020;4.6
244;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: Westers land;2015;3.8
245;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: Westers land;2020;4.4
246;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: Niet-westers land;2015;3.1
247;010000 Voedingsmidd. en alc.vrije drank;Hoofdkostwinner: Niet-westers land;2020;3.8
248;010000 Voedingsmidd. en alc.vrije drank;Bron: Inkomen als werknemer/zelfstandige;2015;4.1
249;010000 Voedingsmidd. en alc.vrije drank;Bron: Inkomen als werknemer/zelfstandige;2020;5.0
250;010000 Voedingsmidd. en alc.vrije drank;Bron: Inkomen als werknemer;2015;4.1
251;010000 Voedingsmidd. en alc.vrije drank;Bron: Inkomen als werknemer;2020;4.8
252;010000 Voedingsmidd. en alc.vrije drank;Bron: Inkomen als zelfstandige (totaal);2015;4.5
253;010000 Voedingsmidd. en alc.vrije drank;Bron: Inkomen als zelfstandige (totaal);2020;5.7
254;010000 Voedingsmidd. en alc.vrije drank;Bron: Overdrachtsinkomen;2015;3.1
255;010000 Voedingsmidd. en alc.vrije drank;Bron: Overdrachtsinkomen;2020;3.6
256;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering inkomensverzekering;2015;3.3
257;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering inkomensverzekering;2020;3.8
258;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering werkloosheid;2015;3.0
259;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering werkloosheid;2020;3.0
260;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering arbeidsongeschiktheid;2015;2.7
261;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering arbeidsongeschiktheid;2020;3.5
262;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering pensioen;2015;3.4
263;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering pensioen;2020;3.9
264;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering sociale voorziening;2015;2.2
265;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering sociale voorziening;2020;2.8
266;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering bijstand;2015;2.1
267;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitkering bijstand;2020;2.8
268;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitk. sociale voorziening, overig;2015;2.2
269;010000 Voedingsmidd. en alc.vrije drank;Bron: Uitk. sociale voorziening, overig;2020;2.7
270;010000 Voedingsmidd. en alc.vrije drank;Bron: Studiefinanciering;2015;1.6
271;010000 Voedingsmidd. en alc.vrije drank;Bron: Studiefinanciering;2020;1.9
272;010000 Voedingsmidd. en alc.vrije drank;Woningbezit: eigen woning;2015;4.4
273;010000 Voedingsmidd. en alc.vrije drank;Woningbezit: eigen woning;2020;5.3
274;010000 Voedingsmidd. en alc.vrije drank;Woningbezit: huurwoning;2015;2.8
275;010000 Voedingsmidd. en alc.vrije drank;Woningbezit: huurwoning;2020;3.3
276;010000 Voedingsmidd. en alc.vrije drank;Woningbezit: huurwoning met huurtoeslag;2015;2.5
277;010000 Voedingsmidd. en alc.vrije drank;Woningbezit: huurwoning met huurtoeslag;2020;2.8
278;010000 Voedingsmidd. en alc.vrije drank;Woningbezit: huurwoning geen huurtoeslag;2015;3.3
279;010000 Voedingsmidd. en alc.vrije drank;Woningbezit: huurwoning geen huurtoeslag;2020;3.6
280;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 1e 10%-groep;2015;2.0
281;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 1e 10%-groep;2020;2.4
282;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 2e 10%-groep;2015;2.2
283;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 2e 10%-groep;2020;2.7
284;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 3e 10%-groep;2015;2.8
285;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 3e 10%-groep;2020;3.1
286;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 4e 10%-groep;2015;2.9
287;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 4e 10%-groep;2020;3.5
288;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 5e 10%-groep;2015;3.4
289;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 5e 10%-groep;2020;3.8
290;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 6e 10%-groep;2015;3.8
291;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 6e 10%-groep;2020;4.5
292;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 7e 10%-groep;2015;4.1
293;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 7e 10%-groep;2020;5.0
294;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 8e 10%-groep;2015;4.7
295;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 8e 10%-groep;2020;5.7
296;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 9e 10%-groep;2015;5.3
297;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 9e 10%-groep;2020;6.4
298;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 10e 10%-groep;2015;6.0
299;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 10e 10%-groep;2020;7.5
300;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 1e 20%-groep;2015;2.1
301;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 1e 20%-groep;2020;2.6
302;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 2e 20%-groep;2015;2.9
303;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 2e 20%-groep;2020;3.3
304;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 3e 20%-groep;2015;3.6
305;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 3e 20%-groep;2020;4.2
306;010000 Voedingsmidd. en alc.vrije drank;Besteedbaar inkomen: 4e 20%-groep;2015;4.4
