ID;Geslacht;Leeftijd;LandVanVertrekBestemming;Geboorteland;Perioden;Immigratie_1;EmigratieExclusiefAdministratieveC_2;MigratiesaldoExclusiefAdministrati_3
23;Totaal mannen en vrouwen;Totaal;Totaal;Nederland;2017;32831.0;41034.0;-8203.0
24;Totaal mannen en vrouwen;Totaal;Totaal;Nederland;2018;32820.0;40064.0;-7244.0
25;Totaal mannen en vrouwen;Totaal;Totaal;Nederland;2019;33110.0;38043.0;-4933.0
26;Totaal mannen en vrouwen;Totaal;Totaal;Nederland;2020;31846.0;30718.0;1128.0
27;Totaal mannen en vrouwen;Totaal;Totaal;Nederland;2021;25880.0;35351.0;-9471.0
28;Totaal mannen en vrouwen;Totaal;Totaal;Nederland;2022;24986.0;41718.0;-16732.0
29;Totaal mannen en vrouwen;Totaal;Totaal;Nederland;2023;25655.0;40114.0;-14459.0
30;Totaal mannen en vrouwen;Totaal;Totaal;Overig land;2014;35412.0;26157.0;9255.0
31;Totaal mannen en vrouwen;Totaal;Totaal;Overig land;2015;42187.0;27343.0;14844.0
32;Totaal mannen en vrouwen;Totaal;Totaal;Overig land;2016;49774.0;27479.0;22295.0
33;Totaal mannen en vrouwen;Totaal;Totaal;Overig land;2017;52179.0;26709.0;25470.0
34;Totaal mannen en vrouwen;Totaal;Totaal;Overig land;2018;50969.0;28192.0;22777.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Overig land;2019;57642.0;29207.0;28435.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Overig land;2020;46653.0;25494.0;21159.0
37;Totaal mannen en vrouwen;Totaal;Totaal;Overig land;2021;51575.0;26257.0;25318.0
38;Totaal mannen en vrouwen;Totaal;Totaal;Overig land;2022;74139.0;33845.0;40294.0
39;Totaal mannen en vrouwen;Totaal;Totaal;Overig land;2023;71274.0;36863.0;34411.0
40;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Totaal;2014;181345.0;120429.0;60916.0
41;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Totaal;2015;203018.0;125051.0;77967.0
42;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Totaal;2016;229193.0;125518.0;103675.0
43;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Totaal;2017;233166.0;125300.0;107866.0
44;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Totaal;2018;242097.0;132676.0;109421.0
45;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Totaal;2019;267593.0;136908.0;130685.0
46;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Totaal;2020;219346.0;131024.0;88322.0
47;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Totaal;2021;251083.0;126336.0;124747.0
48;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Totaal;2022;401633.0;154183.0;247450.0
49;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Totaal;2023;333131.0;163125.0;170006.0
50;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Land vertrek / bestemming;2014;118781.0;52435.0;66346.0
51;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Land vertrek / bestemming;2015;132546.0;55143.0;77403.0
52;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Land vertrek / bestemming;2016;149317.0;57169.0;92148.0
53;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Land vertrek / bestemming;2017;149947.0;59709.0;90238.0
54;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Land vertrek / bestemming;2018;159948.0;66541.0;93407.0
55;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Land vertrek / bestemming;2019;178312.0;71906.0;106406.0
56;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Land vertrek / bestemming;2020;142354.0;76949.0;65405.0
57;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Land vertrek / bestemming;2021;175073.0;66486.0;108587.0
58;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Land vertrek / bestemming;2022;303983.0;80657.0;223326.0
59;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Land vertrek / bestemming;2023;238739.0;89007.0;149732.0
60;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Nederland;2014;28124.0;43179.0;-15055.0
61;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Nederland;2015;29170.0;43951.0;-14781.0
62;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Nederland;2016;30933.0;42270.0;-11337.0
63;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Nederland;2017;32087.0;40566.0;-8479.0
64;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Nederland;2018;32153.0;39644.0;-7491.0
65;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Nederland;2019;32443.0;37674.0;-5231.0
66;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Nederland;2020;31273.0;30397.0;876.0
67;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Nederland;2021;25344.0;35137.0;-9793.0
68;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Nederland;2022;24446.0;41500.0;-17054.0
69;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Nederland;2023;25140.0;39885.0;-14745.0
70;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Overig land;2014;34440.0;24815.0;9625.0
71;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Overig land;2015;41302.0;25957.0;15345.0
72;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Overig land;2016;48943.0;26079.0;22864.0
73;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Overig land;2017;51132.0;25025.0;26107.0
74;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Overig land;2018;49996.0;26491.0;23505.0
75;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Overig land;2019;56838.0;27328.0;29510.0
76;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Overig land;2020;45719.0;23678.0;22041.0
77;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Overig land;2021;50666.0;24713.0;25953.0
78;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Overig land;2022;73204.0;32026.0;41178.0
79;Totaal mannen en vrouwen;Totaal;Buiten Nederland;Overig land;2023;69252.0;34233.0;35019.0
80;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Totaal;2014;106192.0;72613.0;33579.0
81;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Totaal;2015;107641.0;76926.0;30715.0
82;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Totaal;2016;116590.0;78441.0;38149.0
83;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Totaal;2017;129107.0;79349.0;49758.0
84;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Totaal;2018;139243.0;85224.0;54019.0
85;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Totaal;2019;155215.0;89594.0;65621.0
86;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Totaal;2020;137388.0;90571.0;46817.0
87;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Totaal;2021;150523.0;89454.0;61069.0
88;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Totaal;2022;273897.0;112098.0;161799.0
89;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Totaal;2023;198822.0;116199.0;82623.0
90;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Land vertrek / bestemming;2014;69922.0;30579.0;39343.0
91;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Land vertrek / bestemming;2015;70646.0;32907.0;37739.0
92;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Land vertrek / bestemming;2016;75707.0;34921.0;40786.0
93;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Land vertrek / bestemming;2017;83632.0;37315.0;46317.0
94;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Land vertrek / bestemming;2018;91528.0;41637.0;49891.0
95;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Land vertrek / bestemming;2019;102237.0;46128.0;56109.0
96;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Land vertrek / bestemming;2020;90263.0;50511.0;39752.0
97;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Land vertrek / bestemming;2021;103270.0;45684.0;57586.0
98;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Land vertrek / bestemming;2022;209607.0;59467.0;150140.0
99;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Land vertrek / bestemming;2023;142230.0;63933.0;78297.0
100;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Nederland;2014;16096.0;25234.0;-9138.0
101;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Nederland;2015;16406.0;26177.0;-9771.0
102;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Nederland;2016;17018.0;25537.0;-8519.0
103;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Nederland;2017;17896.0;24704.0;-6808.0
104;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Nederland;2018;17929.0;24805.0;-6876.0
105;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Nederland;2019;17905.0;23843.0;-5938.0
106;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Nederland;2020;17196.0;21566.0;-4370.0
107;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Nederland;2021;15171.0;24369.0;-9198.0
108;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Nederland;2022;14530.0;28363.0;-13833.0
109;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Nederland;2023;14597.0;26732.0;-12135.0
110;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Overig land;2014;20174.0;16800.0;3374.0
111;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Overig land;2015;20589.0;17842.0;2747.0
112;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Overig land;2016;23865.0;17983.0;5882.0
113;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Overig land;2017;27579.0;17330.0;10249.0
114;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Overig land;2018;29786.0;18782.0;11004.0
115;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Overig land;2019;35073.0;19623.0;15450.0
116;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Overig land;2020;29929.0;18494.0;11435.0
117;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Overig land;2021;32082.0;19401.0;12681.0
118;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Overig land;2022;49760.0;24268.0;25492.0
119;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Overig land;2023;41995.0;25534.0;16461.0
120;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2014;75153.0;47816.0;27337.0
121;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2015;95377.0;48125.0;47252.0
122;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2016;112603.0;47077.0;65526.0
123;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2017;104059.0;45951.0;58108.0
124;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2018;102854.0;47452.0;55402.0
125;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2019;112378.0;47314.0;65064.0
126;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2020;81958.0;40453.0;41505.0
127;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2021;100560.0;36882.0;63678.0
128;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2022;127736.0;42085.0;85651.0
129;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2023;134309.0;46926.0;87383.0
130;Totaal mannen en vrouwen;Totaal;Buiten Europa;Land vertrek / bestemming;2014;48859.0;21856.0;27003.0
131;Totaal mannen en vrouwen;Totaal;Buiten Europa;Land vertrek / bestemming;2015;61900.0;22236.0;39664.0
132;Totaal mannen en vrouwen;Totaal;Buiten Europa;Land vertrek / bestemming;2016;73610.0;22248.0;51362.0
133;Totaal mannen en vrouwen;Totaal;Buiten Europa;Land vertrek / bestemming;2017;66315.0;22394.0;43921.0
134;Totaal mannen en vrouwen;Totaal;Buiten Europa;Land vertrek / bestemming;2018;68420.0;24904.0;43516.0
135;Totaal mannen en vrouwen;Totaal;Buiten Europa;Land vertrek / bestemming;2019;76075.0;25778.0;50297.0
136;Totaal mannen en vrouwen;Totaal;Buiten Europa;Land vertrek / bestemming;2020;52091.0;26438.0;25653.0
137;Totaal mannen en vrouwen;Totaal;Buiten Europa;Land vertrek / bestemming;2021;71803.0;20802.0;51001.0
138;Totaal mannen en vrouwen;Totaal;Buiten Europa;Land vertrek / bestemming;2022;94376.0;21190.0;73186.0
139;Totaal mannen en vrouwen;Totaal;Buiten Europa;Land vertrek / bestemming;2023;96509.0;25074.0;71435.0
140;Totaal mannen en vrouwen;Totaal;Buiten Europa;Nederland;2014;12028.0;17945.0;-5917.0
141;Totaal mannen en vrouwen;Totaal;Buiten Europa;Nederland;2015;12764.0;17774.0;-5010.0
142;Totaal mannen en vrouwen;Totaal;Buiten Europa;Nederland;2016;13915.0;16733.0;-2818.0
143;Totaal mannen en vrouwen;Totaal;Buiten Europa;Nederland;2017;14191.0;15862.0;-1671.0
144;Totaal mannen en vrouwen;Totaal;Buiten Europa;Nederland;2018;14224.0;14839.0;-615.0
145;Totaal mannen en vrouwen;Totaal;Buiten Europa;Nederland;2019;14538.0;13831.0;707.0
146;Totaal mannen en vrouwen;Totaal;Buiten Europa;Nederland;2020;14077.0;8831.0;5246.0
147;Totaal mannen en vrouwen;Totaal;Buiten Europa;Nederland;2021;10173.0;10768.0;-595.0
148;Totaal mannen en vrouwen;Totaal;Buiten Europa;Nederland;2022;9916.0;13137.0;-3221.0
149;Totaal mannen en vrouwen;Totaal;Buiten Europa;Nederland;2023;10543.0;13153.0;-2610.0
150;Totaal mannen en vrouwen;Totaal;Buiten Europa;Overig land;2014;14266.0;8015.0;6251.0
151;Totaal mannen en vrouwen;Totaal;Buiten Europa;Overig land;2015;20713.0;8115.0;12598.0
152;Totaal mannen en vrouwen;Totaal;Buiten Europa;Overig land;2016;25078.0;8096.0;16982.0
153;Totaal mannen en vrouwen;Totaal;Buiten Europa;Overig land;2017;23553.0;7695.0;15858.0
154;Totaal mannen en vrouwen;Totaal;Buiten Europa;Overig land;2018;20210.0;7709.0;12501.0
155;Totaal mannen en vrouwen;Totaal;Buiten Europa;Overig land;2019;21765.0;7705.0;14060.0
156;Totaal mannen en vrouwen;Totaal;Buiten Europa;Overig land;2020;15790.0;5184.0;10606.0
157;Totaal mannen en vrouwen;Totaal;Buiten Europa;Overig land;2021;18584.0;5312.0;13272.0
158;Totaal mannen en vrouwen;Totaal;Buiten Europa;Overig land;2022;23444.0;7758.0;15686.0
159;Totaal mannen en vrouwen;Totaal;Buiten Europa;Overig land;2023;27257.0;8699.0;18558.0
160;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2014;1718.0;1203.0;515.0
161;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2015;1885.0;1259.0;626.0
162;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2016;2242.0;1287.0;955.0
163;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2017;2081.0;1423.0;658.0
164;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2018;2128.0;1445.0;683.0
165;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2019;2134.0;1429.0;705.0
166;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2020;1619.0;1132.0;487.0
167;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2021;2035.0;1027.0;1008.0
168;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2022;2406.0;1246.0;1160.0
169;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2023;2400.0;1429.0;971.0
170;Totaal mannen en vrouwen;Totaal;Indonesië;Land vertrek / bestemming;2014;1391.0;751.0;640.0
171;Totaal mannen en vrouwen;Totaal;Indonesië;Land vertrek / bestemming;2015;1465.0;819.0;646.0
172;Totaal mannen en vrouwen;Totaal;Indonesië;Land vertrek / bestemming;2016;1781.0;833.0;948.0
173;Totaal mannen en vrouwen;Totaal;Indonesië;Land vertrek / bestemming;2017;1601.0;1003.0;598.0
174;Totaal mannen en vrouwen;Totaal;Indonesië;Land vertrek / bestemming;2018;1679.0;1041.0;638.0
175;Totaal mannen en vrouwen;Totaal;Indonesië;Land vertrek / bestemming;2019;1705.0;981.0;724.0
176;Totaal mannen en vrouwen;Totaal;Indonesië;Land vertrek / bestemming;2020;1134.0;889.0;245.0
177;Totaal mannen en vrouwen;Totaal;Indonesië;Land vertrek / bestemming;2021;1764.0;667.0;1097.0
178;Totaal mannen en vrouwen;Totaal;Indonesië;Land vertrek / bestemming;2022;2122.0;752.0;1370.0
179;Totaal mannen en vrouwen;Totaal;Indonesië;Land vertrek / bestemming;2023;2075.0;908.0;1167.0
180;Totaal mannen en vrouwen;Totaal;Indonesië;Nederland;2014;261.0;349.0;-88.0
181;Totaal mannen en vrouwen;Totaal;Indonesië;Nederland;2015;310.0;340.0;-30.0
182;Totaal mannen en vrouwen;Totaal;Indonesië;Nederland;2016;327.0;346.0;-19.0
183;Totaal mannen en vrouwen;Totaal;Indonesië;Nederland;2017;341.0;318.0;23.0
184;Totaal mannen en vrouwen;Totaal;Indonesië;Nederland;2018;325.0;320.0;5.0
185;Totaal mannen en vrouwen;Totaal;Indonesië;Nederland;2019;300.0;321.0;-21.0
186;Totaal mannen en vrouwen;Totaal;Indonesië;Nederland;2020;365.0;165.0;200.0
187;Totaal mannen en vrouwen;Totaal;Indonesië;Nederland;2021;173.0;288.0;-115.0
188;Totaal mannen en vrouwen;Totaal;Indonesië;Nederland;2022;176.0;386.0;-210.0
189;Totaal mannen en vrouwen;Totaal;Indonesië;Nederland;2023;183.0;405.0;-222.0
190;Totaal mannen en vrouwen;Totaal;Indonesië;Overig land;2014;66.0;103.0;-37.0
191;Totaal mannen en vrouwen;Totaal;Indonesië;Overig land;2015;110.0;100.0;10.0
192;Totaal mannen en vrouwen;Totaal;Indonesië;Overig land;2016;134.0;108.0;26.0
193;Totaal mannen en vrouwen;Totaal;Indonesië;Overig land;2017;139.0;102.0;37.0
194;Totaal mannen en vrouwen;Totaal;Indonesië;Overig land;2018;124.0;84.0;40.0
195;Totaal mannen en vrouwen;Totaal;Indonesië;Overig land;2019;129.0;127.0;2.0
196;Totaal mannen en vrouwen;Totaal;Indonesië;Overig land;2020;120.0;78.0;42.0
197;Totaal mannen en vrouwen;Totaal;Indonesië;Overig land;2021;98.0;72.0;26.0
198;Totaal mannen en vrouwen;Totaal;Indonesië;Overig land;2022;108.0;108.0;0.0
199;Totaal mannen en vrouwen;Totaal;Indonesië;Overig land;2023;142.0;116.0;26.0
200;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2014;1914.0;1048.0;866.0
201;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2015;1522.0;963.0;559.0
202;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2016;1881.0;825.0;1056.0
203;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2017;2093.0;756.0;1337.0
204;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2018;2894.0;617.0;2277.0
205;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2019;3147.0;579.0;2568.0
206;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2020;2146.0;386.0;1760.0
207;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2021;2402.0;510.0;1892.0
208;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2022;2463.0;528.0;1935.0
209;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2023;2610.0;620.0;1990.0
210;Totaal mannen en vrouwen;Totaal;Marokko;Land vertrek / bestemming;2014;1456.0;529.0;927.0
211;Totaal mannen en vrouwen;Totaal;Marokko;Land vertrek / bestemming;2015;1131.0;452.0;679.0
212;Totaal mannen en vrouwen;Totaal;Marokko;Land vertrek / bestemming;2016;1419.0;356.0;1063.0
213;Totaal mannen en vrouwen;Totaal;Marokko;Land vertrek / bestemming;2017;1617.0;346.0;1271.0
214;Totaal mannen en vrouwen;Totaal;Marokko;Land vertrek / bestemming;2018;2410.0;250.0;2160.0
215;Totaal mannen en vrouwen;Totaal;Marokko;Land vertrek / bestemming;2019;2647.0;268.0;2379.0
216;Totaal mannen en vrouwen;Totaal;Marokko;Land vertrek / bestemming;2020;1709.0;210.0;1499.0
217;Totaal mannen en vrouwen;Totaal;Marokko;Land vertrek / bestemming;2021;2091.0;261.0;1830.0
218;Totaal mannen en vrouwen;Totaal;Marokko;Land vertrek / bestemming;2022;2196.0;286.0;1910.0
219;Totaal mannen en vrouwen;Totaal;Marokko;Land vertrek / bestemming;2023;2286.0;300.0;1986.0
220;Totaal mannen en vrouwen;Totaal;Marokko;Nederland;2014;416.0;475.0;-59.0
221;Totaal mannen en vrouwen;Totaal;Marokko;Nederland;2015;338.0;481.0;-143.0
222;Totaal mannen en vrouwen;Totaal;Marokko;Nederland;2016;424.0;429.0;-5.0
223;Totaal mannen en vrouwen;Totaal;Marokko;Nederland;2017;415.0;370.0;45.0
224;Totaal mannen en vrouwen;Totaal;Marokko;Nederland;2018;415.0;345.0;70.0
225;Totaal mannen en vrouwen;Totaal;Marokko;Nederland;2019;423.0;278.0;145.0
226;Totaal mannen en vrouwen;Totaal;Marokko;Nederland;2020;354.0;148.0;206.0
227;Totaal mannen en vrouwen;Totaal;Marokko;Nederland;2021;250.0;215.0;35.0
228;Totaal mannen en vrouwen;Totaal;Marokko;Nederland;2022;197.0;212.0;-15.0
229;Totaal mannen en vrouwen;Totaal;Marokko;Nederland;2023;226.0;285.0;-59.0
230;Totaal mannen en vrouwen;Totaal;Marokko;Overig land;2014;42.0;44.0;-2.0
231;Totaal mannen en vrouwen;Totaal;Marokko;Overig land;2015;53.0;30.0;23.0
232;Totaal mannen en vrouwen;Totaal;Marokko;Overig land;2016;38.0;40.0;-2.0
233;Totaal mannen en vrouwen;Totaal;Marokko;Overig land;2017;61.0;40.0;21.0
234;Totaal mannen en vrouwen;Totaal;Marokko;Overig land;2018;69.0;22.0;47.0
235;Totaal mannen en vrouwen;Totaal;Marokko;Overig land;2019;77.0;33.0;44.0
236;Totaal mannen en vrouwen;Totaal;Marokko;Overig land;2020;83.0;28.0;55.0
237;Totaal mannen en vrouwen;Totaal;Marokko;Overig land;2021;61.0;34.0;27.0
238;Totaal mannen en vrouwen;Totaal;Marokko;Overig land;2022;70.0;30.0;40.0
239;Totaal mannen en vrouwen;Totaal;Marokko;Overig land;2023;98.0;35.0;63.0
240;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2014;5573.0;5330.0;243.0
241;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2015;5853.0;5567.0;286.0
242;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2016;6145.0;5326.0;819.0
243;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2017;7339.0;4586.0;2753.0
244;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2018;7367.0;4280.0;3087.0
245;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2019;7962.0;4112.0;3850.0
246;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2020;7448.0;3254.0;4194.0
247;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2021;7810.0;4266.0;3544.0
248;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2022;8088.0;4561.0;3527.0
249;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2023;7383.0;4452.0;2931.0
250;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Land vertrek / bestemming;2014;710.0;256.0;454.0
251;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Land vertrek / bestemming;2015;784.0;311.0;473.0
252;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Land vertrek / bestemming;2016;816.0;296.0;520.0
253;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Land vertrek / bestemming;2017;1082.0;310.0;772.0
254;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Land vertrek / bestemming;2018;1043.0;329.0;714.0
255;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Land vertrek / bestemming;2019;1295.0;303.0;992.0
256;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Land vertrek / bestemming;2020;4101.0;1079.0;3022.0
257;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Land vertrek / bestemming;2021;4909.0;1368.0;3541.0
258;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Land vertrek / bestemming;2022;4976.0;1402.0;3574.0
