ID;SoortVordering;Perioden;VorderingenWWBWIJABWIOAWIOAZ_1;UitstaandSaldo_2
52;Totaal vorderingen;2005 mei;497660;1235.2
53;Totaal vorderingen;2005 juni;493210;1229.8
54;Totaal vorderingen;2005 juli;488680;1238.8
55;Totaal vorderingen;2005 augustus;488330;1238.0
56;Totaal vorderingen;2005 september;488580;1238.1
57;Totaal vorderingen;2005 oktober;489020;1239.4
58;Totaal vorderingen;2005 november;490250;1241.4
59;Totaal vorderingen;2005 december;489040;1241.6
60;Totaal vorderingen;2006 januari;480470;1243.1
61;Totaal vorderingen;2006 februari;477030;1246.2
62;Totaal vorderingen;2006 maart;483010;1260.4
63;Totaal vorderingen;2006 april;482350;1268.8
64;Totaal vorderingen;2006 mei;481610;1266.6
65;Totaal vorderingen;2006 juni;476830;1264.0
66;Totaal vorderingen;2006 juli;473540;1267.2
67;Totaal vorderingen;2006 augustus;472790;1269.7
68;Totaal vorderingen;2006 september;472740;1272.0
69;Totaal vorderingen;2006 oktober;473940;1275.4
70;Totaal vorderingen;2006 november;473860;1275.4
71;Totaal vorderingen;2006 december;471570;1274.0
72;Totaal vorderingen;2007 januari;462040;1273.0
73;Totaal vorderingen;2007 februari;462670;1277.3
74;Totaal vorderingen;2007 maart;465570;1280.0
75;Totaal vorderingen;2007 april;463300;1283.4
76;Totaal vorderingen;2007 mei;463830;1279.6
77;Totaal vorderingen;2007 juni;459850;1276.9
78;Totaal vorderingen;2007 juli;455690;1279.3
79;Totaal vorderingen;2007 augustus;454580;1280.5
80;Totaal vorderingen;2007 september;453140;1280.1
81;Totaal vorderingen;2007 oktober;454110;1278.5
82;Totaal vorderingen;2007 november;452280;1282.0
83;Totaal vorderingen;2007 december;448540;1279.7
84;Totaal vorderingen;2008 januari;444090;1287.3
85;Totaal vorderingen;2008 februari;445850;1299.3
86;Totaal vorderingen;2008 maart;443780;1298.7
87;Totaal vorderingen;2008 april;444360;1298.4
88;Totaal vorderingen;2008 mei;440940;1295.1
89;Totaal vorderingen;2008 juni;436960;1289.8
90;Totaal vorderingen;2008 juli;434680;1291.7
91;Totaal vorderingen;2008 augustus;429860;1290.1
92;Totaal vorderingen;2008 september;430240;1292.1
93;Totaal vorderingen;2008 oktober;429390;1289.8
94;Totaal vorderingen;2008 november;427690;1290.2
95;Totaal vorderingen;2008 december;426210;1287.3
96;Totaal vorderingen;2009 januari;416950;1279.7
97;Totaal vorderingen;2009 februari;418500;1283.8
98;Totaal vorderingen;2009 maart;419170;1288.0
99;Totaal vorderingen;2009 april;417090;1288.0
100;Totaal vorderingen;2009 mei;415410;1284.1
101;Totaal vorderingen;2009 juni;413300;1283.4
102;Totaal vorderingen;2009 juli;410880;1285.0
103;Totaal vorderingen;2009 augustus;408660;1287.7
104;Totaal vorderingen;2009 september;409240;1292.0
105;Totaal vorderingen;2009 oktober;410370;1294.9
106;Totaal vorderingen;2009 november;410520;1301.2
107;Totaal vorderingen;2009 december;411890;1306.5
108;Totaal vorderingen;2010 januari;408560;1321.8
109;Totaal vorderingen;2010 februari;411090;1328.0
110;Totaal vorderingen;2010 maart;415380;1334.0
111;Totaal vorderingen;2010 april;415130;1340.3
112;Totaal vorderingen;2010 mei;411930;1324.4
113;Totaal vorderingen;2010 juni;411230;1326.0
114;Totaal vorderingen;2010 juli;408320;1330.3
115;Totaal vorderingen;2010 augustus;408930;1330.4
116;Totaal vorderingen;2010 september;411730;1335.1
117;Totaal vorderingen;2010 oktober;412920;1338.0
118;Totaal vorderingen;2010 november;415920;1343.7
119;Totaal vorderingen;2010 december;418710;1344.6
120;Totaal vorderingen;2011 januari;407870;1350.5
121;Totaal vorderingen;2011 februari;411590;1357.6
122;Totaal vorderingen;2011 maart;413570;1358.6
123;Totaal vorderingen;2011 april;412480;1361.3
124;Totaal vorderingen;2011 mei;413630;1359.1
125;Totaal vorderingen;2011 juni;405470;1356.7
126;Totaal vorderingen;2011 juli;405900;1360.9
127;Totaal vorderingen;2011 augustus;406930;1361.4
128;Totaal vorderingen;2011 september;408430;1362.2
129;Totaal vorderingen;2011 oktober;410480;1362.2
130;Totaal vorderingen;2011 november;413450;1360.4
131;Totaal vorderingen;2011 december;415740;1361.1
132;Totaal vorderingen;2012 januari;408920;1371.7
133;Totaal vorderingen;2012 februari;411440;1377.2
134;Totaal vorderingen;2012 maart;414730;1381.0
135;Totaal vorderingen;2012 april;415210;1394.6
136;Totaal vorderingen;2012 mei;416540;1388.2
137;Totaal vorderingen;2012 juni;411100;1388.1
138;Totaal vorderingen;2012 juli;409630;1387.0
139;Totaal vorderingen;2012 augustus;410530;1389.8
140;Totaal vorderingen;2012 september;411060;1389.0
141;Totaal vorderingen;2012 oktober;415130;1388.8
142;Totaal vorderingen;2012 november;416880;1385.8
143;Totaal vorderingen;2012 december;414970;1376.6
144;Boete/maatregel;2001 januari;18170;5.4
145;Boete/maatregel;2001 februari;18740;5.2
146;Boete/maatregel;2001 maart;19620;5.3
147;Boete/maatregel;2001 april;19750;5.4
148;Boete/maatregel;2001 mei;19960;5.5
149;Boete/maatregel;2001 juni;20060;5.8
150;Boete/maatregel;2001 juli;20000;5.9
151;Boete/maatregel;2001 augustus;20250;5.3
152;Boete/maatregel;2001 september;20490;5.3
153;Boete/maatregel;2001 oktober;21010;5.3
154;Boete/maatregel;2001 november;21800;5.3
155;Boete/maatregel;2001 december;21640;5.5
156;Boete/maatregel;2002 januari;21580;4.5
157;Boete/maatregel;2002 februari;22190;4.4
158;Boete/maatregel;2002 maart;22680;4.5
159;Boete/maatregel;2002 april;24540;4.8
160;Boete/maatregel;2002 mei;26830;5.1
161;Boete/maatregel;2002 juni;27910;5.4
162;Boete/maatregel;2002 juli;30950;5.9
163;Boete/maatregel;2002 augustus;31250;6.1
164;Boete/maatregel;2002 september;31390;6.1
165;Boete/maatregel;2002 oktober;32120;6.0
166;Boete/maatregel;2002 november;33580;6.2
167;Boete/maatregel;2002 december;33350;6.2
168;Boete/maatregel;2003 januari;33330;6.7
169;Boete/maatregel;2003 februari;32940;6.8
170;Boete/maatregel;2003 maart;33590;6.9
171;Boete/maatregel;2003 april;33510;6.9
172;Boete/maatregel;2003 mei;33010;6.8
173;Boete/maatregel;2003 juni;32530;6.8
174;Boete/maatregel;2003 juli;32430;6.9
175;Boete/maatregel;2003 augustus;32300;6.8
176;Boete/maatregel;2003 september;32960;6.9
177;Boete/maatregel;2003 oktober;33580;7.2
178;Boete/maatregel;2003 november;33580;8.1
179;Boete/maatregel;2003 december;35240;7.9
180;Boete/maatregel;2004 januari;34820;8.1
181;Boete/maatregel;2004 februari;35340;8.1
182;Boete/maatregel;2004 maart;35500;8.3
183;Boete/maatregel;2004 april;35840;8.5
184;Boete/maatregel;2004 mei;35140;8.5
185;Boete/maatregel;2004 juni;34620;8.5
186;Boete/maatregel;2004 juli;34000;8.6
187;Boete/maatregel;2004 augustus;33620;8.6
188;Boete/maatregel;2004 september;33480;8.6
189;Boete/maatregel;2004 oktober;33130;8.6
190;Boete/maatregel;2004 november;32790;8.7
191;Boete/maatregel;2004 december;32680;8.6
192;Boete/maatregel;2005 januari;31510;7.8
193;Boete/maatregel;2005 februari;30740;7.7
194;Boete/maatregel;2005 maart;30050;7.5
195;Boete/maatregel;2005 april;29210;7.7
196;Boete/maatregel;2005 mei;28430;7.5
197;Boete/maatregel;2005 juni;27480;7.4
198;Boete/maatregel;2005 juli;26590;7.3
199;Boete/maatregel;2005 augustus;25950;7.1
200;Boete/maatregel;2005 september;25410;7.1
201;Boete/maatregel;2005 oktober;24900;7.2
202;Boete/maatregel;2005 november;24200;6.8
203;Boete/maatregel;2005 december;23710;6.8
204;Boete/maatregel;2006 januari;22990;6.6
205;Boete/maatregel;2006 februari;22400;6.4
206;Boete/maatregel;2006 maart;22010;6.2
207;Boete/maatregel;2006 april;21660;6.2
208;Boete/maatregel;2006 mei;21300;6.1
209;Boete/maatregel;2006 juni;20740;6.0
210;Boete/maatregel;2006 juli;20140;5.9
211;Boete/maatregel;2006 augustus;19740;5.9
212;Boete/maatregel;2006 september;19380;5.8
213;Boete/maatregel;2006 oktober;19070;5.7
214;Boete/maatregel;2006 november;18760;5.6
215;Boete/maatregel;2006 december;18460;5.1
216;Boete/maatregel;2007 januari;17930;5.0
217;Boete/maatregel;2007 februari;17650;4.9
218;Boete/maatregel;2007 maart;17380;4.8
219;Boete/maatregel;2007 april;17080;4.7
220;Boete/maatregel;2007 mei;16880;4.7
221;Boete/maatregel;2007 juni;16530;4.6
222;Boete/maatregel;2007 juli;16170;4.0
223;Boete/maatregel;2007 augustus;15890;4.0
224;Boete/maatregel;2007 september;15620;4.0
225;Boete/maatregel;2007 oktober;15370;3.9
226;Boete/maatregel;2007 november;15100;3.8
227;Boete/maatregel;2007 december;14770;3.7
228;Boete/maatregel;2008 januari;14520;3.7
229;Boete/maatregel;2008 februari;14270;3.7
230;Boete/maatregel;2008 maart;13980;3.5
231;Boete/maatregel;2008 april;13710;3.4
232;Boete/maatregel;2008 mei;13430;3.4
233;Boete/maatregel;2008 juni;13060;3.2
234;Boete/maatregel;2008 juli;12920;3.2
235;Boete/maatregel;2008 augustus;12620;3.2
236;Boete/maatregel;2008 september;12420;3.1
237;Boete/maatregel;2008 oktober;12250;3.1
238;Boete/maatregel;2008 november;12000;3.0
239;Boete/maatregel;2008 december;11760;3.0
240;Boete/maatregel;2009 januari;11420;2.9
241;Boete/maatregel;2009 februari;11110;2.8
242;Boete/maatregel;2009 maart;10830;2.7
243;Boete/maatregel;2009 april;10550;2.6
244;Boete/maatregel;2009 mei;10250;2.5
245;Boete/maatregel;2009 juni;9830;2.4
246;Boete/maatregel;2009 juli;9520;2.3
247;Boete/maatregel;2009 augustus;9200;2.3
248;Boete/maatregel;2009 september;8950;2.2
249;Boete/maatregel;2009 oktober;8750;2.2
250;Boete/maatregel;2009 november;8510;2.2
251;Boete/maatregel;2009 december;8290;2.1
252;Boete/maatregel;2010 januari;7890;2.0
253;Boete/maatregel;2010 februari;7750;2.0
254;Boete/maatregel;2010 maart;7620;2.0
255;Boete/maatregel;2010 april;7430;2.0
256;Boete/maatregel;2010 mei;7300;1.9
257;Boete/maatregel;2010 juni;7100;1.9
258;Boete/maatregel;2010 juli;6950;1.9
259;Boete/maatregel;2010 augustus;6830;1.8
260;Boete/maatregel;2010 september;6760;1.8
261;Boete/maatregel;2010 oktober;6660;1.7
262;Boete/maatregel;2010 november;6540;1.7
263;Boete/maatregel;2010 december;6380;1.6
264;Boete/maatregel;2011 januari;6190;1.7
265;Boete/maatregel;2011 februari;6100;1.6
266;Boete/maatregel;2011 maart;5950;1.6
267;Boete/maatregel;2011 april;5790;1.6
268;Boete/maatregel;2011 mei;5650;1.5
269;Boete/maatregel;2011 juni;5500;1.5
270;Boete/maatregel;2011 juli;5370;1.5
271;Boete/maatregel;2011 augustus;5300;1.4
272;Boete/maatregel;2011 september;5210;1.4
273;Boete/maatregel;2011 oktober;5140;1.4
274;Boete/maatregel;2011 november;5160;1.4
275;Boete/maatregel;2011 december;5110;1.4
276;Boete/maatregel;2012 januari;4950;1.3
277;Boete/maatregel;2012 februari;4850;1.2
278;Boete/maatregel;2012 maart;4740;1.2
279;Boete/maatregel;2012 april;4690;1.2
280;Boete/maatregel;2012 mei;4590;1.1
281;Boete/maatregel;2012 juni;4530;1.2
282;Boete/maatregel;2012 juli;4400;1.1
283;Boete/maatregel;2012 augustus;4380;1.1
284;Boete/maatregel;2012 september;4360;1.1
285;Boete/maatregel;2012 oktober;4390;1.1
286;Boete/maatregel;2012 november;4250;1.0
287;Boete/maatregel;2012 december;4180;1.0
288;Terugvordering;2001 januari;265300;529.8
289;Terugvordering;2001 februari;265510;531.5
290;Terugvordering;2001 maart;268450;532.9
291;Terugvordering;2001 april;266130;533.2
292;Terugvordering;2001 mei;264400;531.4
293;Terugvordering;2001 juni;262430;530.8
294;Terugvordering;2001 juli;261470;532.7
295;Terugvordering;2001 augustus;255020;530.3
296;Terugvordering;2001 september;256100;530.6
297;Terugvordering;2001 oktober;256170;534.2
298;Terugvordering;2001 november;257720;535.3
299;Terugvordering;2001 december;256120;528.9
300;Terugvordering;2002 januari;251880;537.7
301;Terugvordering;2002 februari;254060;538.6
302;Terugvordering;2002 maart;255520;542.0
303;Terugvordering;2002 april;257780;546.6
304;Terugvordering;2002 mei;259400;545.9
305;Terugvordering;2002 juni;259180;546.3
306;Terugvordering;2002 juli;264640;563.5
307;Terugvordering;2002 augustus;263720;564.6
308;Terugvordering;2002 september;263920;564.4
309;Terugvordering;2002 oktober;267670;570.5
310;Terugvordering;2002 november;272350;577.1
311;Terugvordering;2002 december;272230;577.6
312;Terugvordering;2003 januari;273840;587.3
313;Terugvordering;2003 februari;272350;589.5
314;Terugvordering;2003 maart;275130;593.8
315;Terugvordering;2003 april;275310;597.7
316;Terugvordering;2003 mei;274470;595.9
317;Terugvordering;2003 juni;272760;596.2
318;Terugvordering;2003 juli;273120;596.8
319;Terugvordering;2003 augustus;272190;598.3
320;Terugvordering;2003 september;274260;599.9
321;Terugvordering;2003 oktober;278820;604.2
322;Terugvordering;2003 november;278160;605.4
323;Terugvordering;2003 december;281750;610.2
324;Terugvordering;2004 januari;281520;617.7
325;Terugvordering;2004 februari;283270;620.2
326;Terugvordering;2004 maart;286510;626.0
327;Terugvordering;2004 april;286290;628.9
328;Terugvordering;2004 mei;285500;626.5
329;Terugvordering;2004 juni;286530;628.0
330;Terugvordering;2004 juli;283860;630.7
331;Terugvordering;2004 augustus;283490;630.1
332;Terugvordering;2004 september;284270;632.1
333;Terugvordering;2004 oktober;285000;633.0
334;Terugvordering;2004 november;285870;635.9
335;Terugvordering;2004 december;286250;636.0
336;Terugvordering;2005 januari;284210;647.6
337;Terugvordering;2005 februari;283650;653.6
338;Terugvordering;2005 maart;284930;657.2
339;Terugvordering;2005 april;285780;659.4
340;Terugvordering;2005 mei;285200;658.0
341;Terugvordering;2005 juni;283110;656.5
342;Terugvordering;2005 juli;280700;658.7
343;Terugvordering;2005 augustus;280970;658.8
344;Terugvordering;2005 september;281720;661.1
345;Terugvordering;2005 oktober;282990;662.0
346;Terugvordering;2005 november;285060;664.5
347;Terugvordering;2005 december;284680;666.7
348;Terugvordering;2006 januari;283080;668.3
349;Terugvordering;2006 februari;281150;672.0
350;Terugvordering;2006 maart;285760;681.1
351;Terugvordering;2006 april;285330;686.9
352;Terugvordering;2006 mei;285270;685.2
353;Terugvordering;2006 juni;282230;683.2
354;Terugvordering;2006 juli;280760;685.1
355;Terugvordering;2006 augustus;281250;689.2
356;Terugvordering;2006 september;282100;690.6
357;Terugvordering;2006 oktober;284080;696.1
358;Terugvordering;2006 november;285090;698.5
359;Terugvordering;2006 december;283750;698.9
360;Terugvordering;2007 januari;277120;700.3
361;Terugvordering;2007 februari;278020;703.9
362;Terugvordering;2007 maart;280860;707.2
363;Terugvordering;2007 april;280190;709.7
364;Terugvordering;2007 mei;281070;707.5
365;Terugvordering;2007 juni;278630;705.3
366;Terugvordering;2007 juli;276370;705.3
367;Terugvordering;2007 augustus;276120;707.3
368;Terugvordering;2007 september;275660;707.9
369;Terugvordering;2007 oktober;276920;707.6
370;Terugvordering;2007 november;276410;709.2
371;Terugvordering;2007 december;273610;706.1
372;Terugvordering;2008 januari;270040;711.9
373;Terugvordering;2008 februari;270920;715.8
374;Terugvordering;2008 maart;269980;715.2
375;Terugvordering;2008 april;270470;714.8
376;Terugvordering;2008 mei;268180;709.9
377;Terugvordering;2008 juni;265340;704.7
378;Terugvordering;2008 juli;264060;706.2
379;Terugvordering;2008 augustus;260840;702.8
380;Terugvordering;2008 september;261150;704.4
381;Terugvordering;2008 oktober;261160;702.8
382;Terugvordering;2008 november;260540;703.0
383;Terugvordering;2008 december;259130;701.4
384;Terugvordering;2009 januari;252590;699.5
385;Terugvordering;2009 februari;253280;699.6
386;Terugvordering;2009 maart;253540;700.4
387;Terugvordering;2009 april;251850;698.6
388;Terugvordering;2009 mei;250350;692.8
389;Terugvordering;2009 juni;248220;688.8
390;Terugvordering;2009 juli;245670;686.5
391;Terugvordering;2009 augustus;244190;685.0
392;Terugvordering;2009 september;244730;684.6
393;Terugvordering;2009 oktober;245450;683.8
394;Terugvordering;2009 november;245210;683.5
395;Terugvordering;2009 december;245750;681.1
396;Terugvordering;2010 januari;241610;686.6
397;Terugvordering;2010 februari;242940;684.8
398;Terugvordering;2010 maart;245710;685.0
399;Terugvordering;2010 april;245200;685.8
400;Terugvordering;2010 mei;242960;674.0
401;Terugvordering;2010 juni;242070;670.6
402;Terugvordering;2010 juli;239580;670.2
403;Terugvordering;2010 augustus;240180;670.2
404;Terugvordering;2010 september;242680;672.5
405;Terugvordering;2010 oktober;244390;674.6
406;Terugvordering;2010 november;247270;678.3
407;Terugvordering;2010 december;248210;677.1
408;Terugvordering;2011 januari;241680;682.3
409;Terugvordering;2011 februari;244340;684.3
410;Terugvordering;2011 maart;246350;685.7
411;Terugvordering;2011 april;245620;685.1
412;Terugvordering;2011 mei;246000;680.4
413;Terugvordering;2011 juni;239980;679.5
414;Terugvordering;2011 juli;241480;682.2
415;Terugvordering;2011 augustus;242970;683.1
416;Terugvordering;2011 september;244690;685.0
417;Terugvordering;2011 oktober;246890;687.1
418;Terugvordering;2011 november;249620;689.3
419;Terugvordering;2011 december;251440;691.9
420;Terugvordering;2012 januari;245670;699.2
421;Terugvordering;2012 februari;248570;701.7
422;Terugvordering;2012 maart;251470;704.5
423;Terugvordering;2012 april;251810;712.4
424;Terugvordering;2012 mei;253070;707.3
425;Terugvordering;2012 juni;248670;705.4
426;Terugvordering;2012 juli;248040;706.5
427;Terugvordering;2012 augustus;248890;708.2
428;Terugvordering;2012 september;249950;709.5
429;Terugvordering;2012 oktober;253740;712.2
430;Terugvordering;2012 november;255720;713.4
431;Terugvordering;2012 december;254420;709.3
432;Verhaal;2001 januari;36620;97.1
433;Verhaal;2001 februari;36630;98.2
434;Verhaal;2001 maart;36890;97.9
435;Verhaal;2001 april;36680;98.7
436;Verhaal;2001 mei;37780;100.3
437;Verhaal;2001 juni;37910;100.0
438;Verhaal;2001 juli;37760;99.6
439;Verhaal;2001 augustus;38040;99.6
440;Verhaal;2001 september;39280;108.2
441;Verhaal;2001 oktober;39570;109.0
442;Verhaal;2001 november;40000;110.2
443;Verhaal;2001 december;38710;103.8
444;Verhaal;2002 januari;38880;112.8
445;Verhaal;2002 februari;38830;113.7
446;Verhaal;2002 maart;38860;114.7
447;Verhaal;2002 april;39030;114.6
448;Verhaal;2002 mei;38840;116.0
449;Verhaal;2002 juni;39090;116.2
450;Verhaal;2002 juli;39320;118.7
451;Verhaal;2002 augustus;39460;119.5
452;Verhaal;2002 september;39660;119.0
453;Verhaal;2002 oktober;39600;119.9
454;Verhaal;2002 november;39090;120.1
455;Verhaal;2002 december;38050;113.4
456;Verhaal;2003 januari;37230;121.4
457;Verhaal;2003 februari;37340;122.6
458;Verhaal;2003 maart;37510;123.8
459;Verhaal;2003 april;36400;124.9
460;Verhaal;2003 mei;36640;126.6
461;Verhaal;2003 juni;36410;128.0
462;Verhaal;2003 juli;36450;129.0
463;Verhaal;2003 augustus;36080;130.1
464;Verhaal;2003 september;36790;130.5
465;Verhaal;2003 oktober;36750;131.6
466;Verhaal;2003 november;38890;136.6
467;Verhaal;2003 december;35500;124.7
468;Verhaal;2004 januari;36450;133.7
469;Verhaal;2004 februari;36240;134.0
470;Verhaal;2004 maart;36180;133.9
471;Verhaal;2004 april;35900;134.3
472;Verhaal;2004 mei;35580;135.1
473;Verhaal;2004 juni;35440;135.1
474;Verhaal;2004 juli;35000;135.2
475;Verhaal;2004 augustus;34820;136.0
476;Verhaal;2004 september;34630;135.8
477;Verhaal;2004 oktober;33870;139.2
478;Verhaal;2004 november;33470;138.4
479;Verhaal;2004 december;33090;137.9
480;Verhaal;2005 januari;32800;139.4
481;Verhaal;2005 februari;32500;138.9
482;Verhaal;2005 maart;32250;138.4
483;Verhaal;2005 april;31840;137.5
484;Verhaal;2005 mei;31590;137.6
485;Verhaal;2005 juni;31450;137.0
486;Verhaal;2005 juli;31260;136.7
487;Verhaal;2005 augustus;31070;136.0
488;Verhaal;2005 september;30990;135.0
489;Verhaal;2005 oktober;30630;134.9
490;Verhaal;2005 november;30420;134.3
491;Verhaal;2005 december;30230;134.4
492;Verhaal;2006 januari;30010;133.2
493;Verhaal;2006 februari;29660;133.0
494;Verhaal;2006 maart;30140;134.3
495;Verhaal;2006 april;29950;134.4
496;Verhaal;2006 mei;29900;133.5
497;Verhaal;2006 juni;29700;134.0
498;Verhaal;2006 juli;29560;134.3
499;Verhaal;2006 augustus;29400;134.2
500;Verhaal;2006 september;29250;134.8
501;Verhaal;2006 oktober;29000;133.9
502;Verhaal;2006 november;28720;132.3
503;Verhaal;2006 december;28550;131.6
504;Verhaal;2007 januari;27620;130.3
505;Verhaal;2007 februari;27550;129.8
506;Verhaal;2007 maart;27380;128.8
507;Verhaal;2007 april;26890;128.1
508;Verhaal;2007 mei;26730;127.3
509;Verhaal;2007 juni;26420;126.1
510;Verhaal;2007 juli;26230;125.3
511;Verhaal;2007 augustus;26120;125.2
512;Verhaal;2007 september;25880;125.5
513;Verhaal;2007 oktober;25780;124.7
514;Verhaal;2007 november;25480;123.8
515;Verhaal;2007 december;25320;123.9
516;Verhaal;2008 januari;25080;123.0
517;Verhaal;2008 februari;25010;122.8
518;Verhaal;2008 maart;24690;122.4
519;Verhaal;2008 april;24610;121.6
520;Verhaal;2008 mei;24380;121.4
521;Verhaal;2008 juni;24300;120.3
522;Verhaal;2008 juli;24200;120.8
523;Verhaal;2008 augustus;23960;120.8
524;Verhaal;2008 september;24130;120.5
525;Verhaal;2008 oktober;23790;119.6
526;Verhaal;2008 november;23550;119.4
527;Verhaal;2008 december;23360;118.9
528;Verhaal;2009 januari;22880;118.4
529;Verhaal;2009 februari;22790;118.3
530;Verhaal;2009 maart;22630;117.2
531;Verhaal;2009 april;22400;117.0
532;Verhaal;2009 mei;22280;116.9
533;Verhaal;2009 juni;22310;116.5
534;Verhaal;2009 juli;22210;115.6
535;Verhaal;2009 augustus;22100;115.8
536;Verhaal;2009 september;22060;115.6
537;Verhaal;2009 oktober;22110;115.0
538;Verhaal;2009 november;22050;114.5
539;Verhaal;2009 december;21870;114.0
540;Verhaal;2010 januari;22520;115.4
541;Verhaal;2010 februari;22490;115.4
542;Verhaal;2010 maart;22360;114.4
543;Verhaal;2010 april;22030;114.2
544;Verhaal;2010 mei;21640;112.3
545;Verhaal;2010 juni;21630;111.8
546;Verhaal;2010 juli;21540;111.5
547;Verhaal;2010 augustus;21460;110.4
548;Verhaal;2010 september;21400;110.0
549;Verhaal;2010 oktober;20540;109.6
550;Verhaal;2010 november;20340;109.4
551;Verhaal;2010 december;20330;108.5
552;Verhaal;2011 januari;19890;108.7
553;Verhaal;2011 februari;19900;108.3
554;Verhaal;2011 maart;19850;107.3
555;Verhaal;2011 april;19740;107.2
556;Verhaal;2011 mei;19750;106.6
557;Verhaal;2011 juni;19730;105.8
558;Verhaal;2011 juli;19770;104.8
559;Verhaal;2011 augustus;19640;104.5
560;Verhaal;2011 september;19650;104.3
561;Verhaal;2011 oktober;19600;104.1
562;Verhaal;2011 november;19580;103.7
563;Verhaal;2011 december;19480;103.1
564;Verhaal;2012 januari;18910;102.4
565;Verhaal;2012 februari;18910;102.1
566;Verhaal;2012 maart;18920;102.0
567;Verhaal;2012 april;18900;103.3
568;Verhaal;2012 mei;18860;102.8
569;Verhaal;2012 juni;18850;102.5
570;Verhaal;2012 juli;18780;102.3
571;Verhaal;2012 augustus;18610;102.3
572;Verhaal;2012 september;18510;102.5
573;Verhaal;2012 oktober;18430;101.9
574;Verhaal;2012 november;18430;101.2
575;Verhaal;2012 december;18340;98.8
576;Geldlening;2001 januari;123570;328.2
577;Geldlening;2001 februari;123950;329.6
578;Geldlening;2001 maart;126620;330.0
579;Geldlening;2001 april;126120;330.9
580;Geldlening;2001 mei;126350;332.4
581;Geldlening;2001 juni;125850;332.4
582;Geldlening;2001 juli;125450;332.5
583;Geldlening;2001 augustus;134310;339.5
584;Geldlening;2001 september;131760;338.1
585;Geldlening;2001 oktober;132490;340.0
586;Geldlening;2001 november;132950;342.9
587;Geldlening;2001 december;132420;341.6
588;Geldlening;2002 januari;133070;345.3
589;Geldlening;2002 februari;134490;350.6
590;Geldlening;2002 maart;134710;354.1
591;Geldlening;2002 april;135300;355.6
592;Geldlening;2002 mei;134340;354.2
593;Geldlening;2002 juni;134910;354.7
594;Geldlening;2002 juli;136930;364.6
595;Geldlening;2002 augustus;135730;361.8
596;Geldlening;2002 september;137240;363.3
597;Geldlening;2002 oktober;139470;366.1
598;Geldlening;2002 november;136160;365.2
599;Geldlening;2002 december;135780;365.6
600;Geldlening;2003 januari;130680;367.3
601;Geldlening;2003 februari;130430;369.8
602;Geldlening;2003 maart;130870;369.9
603;Geldlening;2003 april;131760;374.1
