ID;Cijfersoort;RegioS;Perioden;GeweldsdelictenTotaal_1;Mishandeling_2;Bedreiging_3;GeweldMetSeksueleBedoelingen_4;VermogensdelictenTotaal_5;PogingTotInbraak_6;PogingTotInbraak_7;Inbraak_8;Fietsdiefstal_9;Autodiefstal_10;DiefstalUitOfVanafAuto_11;DiefstalAndereVoertuigen_12;PogingTotZakkenrollerijBeroving_13;ZakkenrollerijZonderGeweld_14;ZakkenrollerijMetGeweld_15;OverigeDiefstal_16;VandalismedelictenTotaal_17;VernielingenAanVoertuigen_18;OverigeVernielingen_19;SlachtofferschapTotaal_20;CybercrimeTotaal_21;Identiteitsfraude_22;KoopEnVerkoopfraude_23;Hacken_24;Cyberpesten_25
26;2;Nederland;2012;0.2;0.1;0.1;0.0;0.3;0.2;0.1;0.1;0.2;0.0;0.2;0.1;0.2;0.1;0.0;0.2;0.3;0.2;0.2;0.4;0.3;0.1;0.2;0.2;0.2
27;2;Groningen (PO);2012;0.8;0.4;0.7;;1.5;0.7;0.5;0.5;1.0;;0.5;0.3;0.7;0.6;;0.9;1.1;0.9;0.7;1.7;1.4;0.3;0.8;1.0;0.9
28;2;Friesland (PO);2012;0.5;0.3;0.4;0.0;1.3;0.6;0.3;0.5;0.8;0.0;0.5;0.3;0.6;0.4;0.0;0.8;1.0;0.8;0.7;1.6;1.3;0.4;0.7;1.0;0.7
29;2;Drenthe (PO);2012;0.6;0.4;0.5;0.0;1.2;0.5;0.4;0.4;0.7;;0.5;0.2;0.5;0.5;;0.8;1.0;0.7;0.7;1.5;1.3;0.4;0.6;0.9;0.8
30;2;IJsselland (PO);2012;0.7;0.4;0.6;;1.3;0.6;0.5;0.4;0.7;0.0;0.5;0.3;0.5;0.5;;0.7;1.1;0.9;0.7;1.6;1.5;0.5;0.8;1.1;0.8
31;2;Twente (PO);2012;0.6;0.4;0.5;;1.4;0.7;0.5;0.5;0.9;;0.5;0.4;0.6;0.5;;0.8;1.1;0.9;0.7;1.7;1.4;0.5;0.8;1.0;0.7
32;2;Noord- en Oost-Gelderland (PO);2012;0.6;0.4;0.4;;1.2;0.6;0.5;0.4;0.6;;0.5;0.2;0.5;0.4;0.0;0.8;1.0;0.7;0.7;1.5;1.3;0.5;0.7;0.9;0.7
33;2;Gelderland-Midden (PO);2012;0.7;0.5;0.5;0.0;1.4;0.8;0.6;0.6;0.7;;0.7;0.2;0.6;0.5;;0.8;1.2;1.0;0.6;1.7;1.4;0.5;0.8;1.0;0.8
34;2;Gelderland-Zuid (PO);2012;0.7;0.5;0.5;;1.5;0.9;0.7;0.6;1.0;0.1;0.7;0.3;0.6;0.5;;0.8;1.2;0.9;0.7;1.8;1.5;0.5;0.7;1.1;0.8
35;2;Utrecht (PO);2012;0.8;0.4;0.6;;1.6;0.8;0.7;0.5;1.0;;0.8;0.5;0.7;0.7;;0.9;1.2;1.0;0.8;1.9;1.5;0.5;0.9;1.1;0.8
36;2;Noord-Holland-Noord (PO);2012;0.7;0.5;0.5;;1.3;0.6;0.5;0.4;0.7;;0.7;0.3;0.6;0.5;0.0;0.8;1.1;0.8;0.7;1.6;1.4;0.5;0.7;1.0;0.7
37;2;Zaanstreek-Waterland (PO);2012;0.9;0.5;0.7;;1.6;0.7;0.6;0.5;0.9;;0.7;0.5;0.8;0.7;;1.0;1.2;1.0;0.7;1.9;1.5;0.5;0.8;1.1;0.9
38;2;Kennemerland (PO);2012;0.8;0.5;0.7;0.0;1.6;0.6;0.5;0.4;0.9;0.2;0.9;0.4;0.6;0.5;0.0;0.9;1.4;1.2;0.9;2.0;1.7;0.7;0.8;1.2;1.1
39;2;Amsterdam-Amstelland (PO);2012;1.0;0.6;0.7;;2.1;0.9;0.7;0.6;1.4;;1.0;0.5;1.0;0.9;0.2;1.1;1.5;1.2;0.9;2.3;1.7;0.7;0.8;1.3;1.0
40;2;Gooi en Vechtstreek (PO);2012;0.8;0.4;0.6;;1.6;0.8;0.6;0.5;0.8;0.2;0.7;0.4;0.6;0.5;;0.9;1.2;1.0;0.7;1.8;1.6;0.7;0.8;1.1;1.0
41;2;Haaglanden (PO);2012;0.3;0.2;0.3;0.1;0.7;0.4;0.3;0.2;0.4;0.1;0.3;0.2;0.3;0.3;0.1;0.4;0.5;0.5;0.3;0.8;0.7;0.3;0.3;0.5;0.4
42;2;Hollands Midden (PO);2012;0.7;0.4;0.6;;1.3;0.6;0.5;0.4;0.7;0.2;0.6;0.3;0.5;0.5;;0.8;1.1;0.9;0.8;1.6;1.4;0.6;0.6;1.0;0.8
43;2;Rotterdam-Rijnmond (PO);2012;0.9;0.6;0.7;;1.8;1.1;0.9;0.6;1.0;;0.9;0.6;0.9;0.7;0.3;0.9;1.3;1.1;0.8;2.0;1.6;0.6;0.9;1.2;0.9
44;2;Zuid-Holland-Zuid (PO);2012;0.5;0.2;0.4;0.2;0.9;0.4;0.3;0.2;0.4;0.2;0.5;0.2;0.3;0.3;0.1;0.5;0.8;0.6;0.5;1.1;1.0;0.4;0.5;0.7;0.5
45;2;Zeeland (PO);2012;0.7;0.4;0.5;0.0;1.3;0.6;0.4;0.3;0.6;;0.6;0.3;0.4;0.4;0.0;0.8;1.2;0.9;0.8;1.6;1.6;0.5;0.9;1.2;0.9
46;2;Midden- en West-Brabant (PO);2012;0.9;0.4;0.7;;1.6;0.9;0.7;0.7;1.0;0.3;0.8;0.3;0.7;0.6;0.0;0.9;1.3;1.1;0.6;1.9;1.5;0.6;0.8;1.1;0.9
47;2;Brabant-Noord (PO);2012;0.6;0.4;0.4;0.0;1.3;0.7;0.6;0.4;0.8;0.2;0.6;0.3;0.6;0.5;0.2;0.7;1.0;0.9;0.6;1.6;1.3;0.6;0.7;0.9;0.7
48;2;Brabant-Zuidoost (PO);2012;0.7;0.5;0.5;;1.6;0.8;0.6;0.6;1.0;0.3;0.7;0.4;0.8;0.7;;0.8;1.1;1.0;0.6;1.8;1.3;0.5;0.7;1.0;0.7
49;2;Limburg-Noord (PO);2012;0.5;0.3;0.4;;1.4;0.6;0.5;0.4;0.8;0.2;0.6;0.3;0.7;0.6;;0.8;1.0;0.8;0.6;1.6;1.4;0.4;0.8;1.0;0.8
50;2;Limburg-Zuid (PO);2012;0.9;0.4;0.8;;1.7;0.9;0.7;0.5;1.0;0.3;0.9;0.6;0.8;0.6;0.2;0.9;1.2;1.0;0.8;1.9;1.5;0.4;0.8;1.0;0.9
51;2;Flevoland (PO);2012;0.9;0.6;0.6;;1.6;0.8;0.7;0.5;0.7;;0.7;0.3;0.7;0.7;0.0;1.0;1.3;1.0;0.9;1.9;1.6;0.5;0.8;1.2;0.8
