ID;Bedrijfstypen;Landbouwmethoden;Perioden;Landbouwbedrijven_1;StandaardOpbrengstSOWaarde_2;TotaalActiva_3;ImmaterieleVasteActiva_4;MaterieleVasteActiva_5;FinancieleVasteActiva_6;Voorraden_7;Vorderingen_8;Effecten_9;LiquideMiddelen_10;TotaalPassiva_11;TotaalEigenVermogen_12;Oudedagsreserve_13;Ondernemingsvermogen_14;Terugkeerreserve_15;TotaalVoorzieningen_16;LanglopendeSchulden_17;KortlopendeSchulden_18;TotaalBedrijfsopbrengsten_19;NettoOmzet_20;TotaalBedrijfskosten_21;KostenGrondEnHulpstoffen_22;Personeelskosten_23;Afschrijving_24;OverigeImmaterieleEnMaterieleActiva_25;WaardeverminderingVanVlottendeActiva_26;OverigeBedrijfskosten_27;TotaalFinancieleBatenEnLasten_28;Renteopbrengsten_29;KostenVanSchulden_30;ResultaatUitGewoneBedrijfsuitoefening_31;TotaalResultaten_32;BuitengewoneBaten_33;BuitengewoneLasten_34;SaldoFiscaleWinstberekening_35
370;Pot- en perkplantenbedrijven;Landbouw (totaal);2021;653.0;1824.2;1789.1;2.5;682.4;188.1;469.0;240.2;7.1;199.8;1789.1;849.3;17.0;184.5;0.4;21.0;415.7;502.7;2167.4;2112.8;1888.6;1192.0;336.9;60.3;0.0;0.0;299.4;-13.2;0.2;5.4;265.7;12.1;13.0;0.9;298.1
371;Pot- en perkplantenbedrijven;Landbouw (totaal);2022;692.0;2031.8;1764.8;6.1;636.1;151.8;518.5;257.0;8.9;186.4;1764.8;818.2;14.1;175.4;0.3;17.0;373.3;555.9;2152.6;2097.1;2017.3;1243.6;373.7;64.5;0.3;0.0;336.8;-12.8;0.1;5.5;122.5;18.5;19.1;0.6;153.1
372;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2011;4.0;16.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2012;4.0;15.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2013;5.0;16.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2014;5.0;16.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2015;4.0;18.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2016;5.0;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
378;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2017;5.0;14.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2018;4.0;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2019;4.0;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
381;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2020;6.0;14.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2021;5.0;31.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;Pot- en perkplantenbedrijven;Biologische landbouw (totaal);2022;7.0;43.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;Pot- en perkplantenbedrijven;Gangbare landbouw;2011;885.0;1276.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;Pot- en perkplantenbedrijven;Gangbare landbouw;2012;857.0;1277.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;Pot- en perkplantenbedrijven;Gangbare landbouw;2013;821.0;1472.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
387;Pot- en perkplantenbedrijven;Gangbare landbouw;2014;749.0;1439.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;Pot- en perkplantenbedrijven;Gangbare landbouw;2015;720.0;1462.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;Pot- en perkplantenbedrijven;Gangbare landbouw;2016;665.0;1520.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;Pot- en perkplantenbedrijven;Gangbare landbouw;2017;598.0;1592.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Pot- en perkplantenbedrijven;Gangbare landbouw;2018;577.0;1649.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;Pot- en perkplantenbedrijven;Gangbare landbouw;2019;607.0;1743.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;Pot- en perkplantenbedrijven;Gangbare landbouw;2020;630.0;1804.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;Pot- en perkplantenbedrijven;Gangbare landbouw;2021;648.0;1793.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;Pot- en perkplantenbedrijven;Gangbare landbouw;2022;685.0;1988.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;Overige glastuinbouwbedrijven;Landbouw (totaal);2011;595.0;458.4;1275.9;12.4;574.1;74.3;205.8;284.6;0.4;124.3;1275.9;390.0;18.0;39.8;0.1;28.2;405.5;452.1;1075.7;1024.6;966.3;473.6;273.3;60.9;1.1;1.3;156.2;-22.2;3.8;8.4;87.4;10.6;11.3;0.6;98.1
397;Overige glastuinbouwbedrijven;Landbouw (totaal);2012;539.0;438.7;948.8;1.7;459.1;73.1;160.8;185.9;0.1;68.0;948.8;270.7;18.4;63.3;0.0;22.7;311.9;343.5;854.0;821.1;777.7;412.8;208.3;47.3;7.1;1.1;101.0;-18.1;1.8;6.6;58.3;7.8;10.3;2.5;71.1
398;Overige glastuinbouwbedrijven;Landbouw (totaal);2013;541.0;452.3;881.3;4.0;434.6;47.2;125.5;193.3;0.1;76.5;881.3;301.5;15.3;58.3;0.1;20.5;299.8;259.4;889.2;854.2;792.3;418.0;240.2;50.3;0.8;0.4;82.7;-14.9;1.6;5.4;82.0;6.4;10.5;4.1;89.6
399;Overige glastuinbouwbedrijven;Landbouw (totaal);2014;462.0;436.7;853.1;3.3;408.8;47.4;133.9;159.1;0.1;100.3;853.1;282.5;11.8;52.5;0.1;19.7;268.5;282.2;860.1;824.1;760.2;401.4;247.1;42.8;-0.1;0.5;68.4;-13.0;1.3;4.0;86.9;3.5;4.2;0.7;92.1
400;Overige glastuinbouwbedrijven;Landbouw (totaal);2015;387.0;397.4;765.5;3.2;310.3;61.7;106.1;181.7;0.1;102.4;765.5;287.7;10.4;62.6;0.1;11.7;223.5;242.7;859.7;831.7;751.3;394.0;262.4;36.2;2.5;0.0;56.1;-8.9;1.1;3.3;99.7;6.6;7.6;1.1;108.3
401;Overige glastuinbouwbedrijven;Landbouw (totaal);2016;346.0;400.7;615.9;2.3;271.5;43.5;102.4;133.4;0.1;62.6;615.9;235.3;9.0;61.8;0.0;10.4;159.5;210.8;840.1;807.1;756.1;370.9;194.4;29.3;0.9;0.0;160.8;-8.2;0.6;2.5;75.7;3.9;4.2;0.3;82.6
402;Overige glastuinbouwbedrijven;Landbouw (totaal);2017;311.0;415.8;782.4;1.5;321.9;75.7;127.9;193.2;0.0;62.2;782.4;279.9;7.3;55.6;0.0;14.5;202.3;285.7;836.5;797.8;764.3;378.1;193.9;36.3;-0.4;0.0;156.3;-10.4;0.9;1.5;61.8;8.3;9.0;0.6;73.3
403;Overige glastuinbouwbedrijven;Landbouw (totaal);2018;259.0;361.3;631.5;1.8;231.1;56.2;96.0;184.1;1.1;61.2;631.5;228.4;5.9;45.3;0.0;8.3;172.1;222.8;692.7;656.5;644.7;317.3;183.2;26.6;0.0;0.0;117.6;-6.4;0.4;1.1;41.8;2.1;2.3;0.2;45.2
404;Overige glastuinbouwbedrijven;Landbouw (totaal);2019;294.0;455.4;722.5;3.2;344.5;59.7;113.1;136.8;0.7;64.6;722.5;272.1;6.3;43.6;0.0;17.0;177.3;256.1;846.4;832.0;774.2;395.8;168.6;41.2;0.0;0.0;168.6;-6.9;1.6;1.3;65.3;-27.7;3.2;30.8;41.5
405;Overige glastuinbouwbedrijven;Landbouw (totaal);2020;282.0;467.0;595.3;1.5;188.4;43.9;133.7;153.4;0.0;74.4;595.3;314.9;5.2;46.1;0.0;6.8;78.2;195.4;798.8;776.7;744.1;392.3;167.6;21.6;0.0;-0.6;163.2;-2.7;0.5;0.9;52.1;10.6;10.8;0.1;66.3
406;Overige glastuinbouwbedrijven;Landbouw (totaal);2021;300.0;486.6;836.5;2.6;274.6;78.9;159.6;198.2;1.4;121.1;836.5;404.1;5.0;53.5;0.0;9.3;163.5;259.5;959.8;936.0;867.6;502.2;170.9;28.6;0.0;0.0;165.9;-4.3;0.2;1.0;87.9;7.3;8.5;1.2;100.1
407;Overige glastuinbouwbedrijven;Landbouw (totaal);2022;290.0;475.7;640.6;8.1;172.4;157.5;84.5;135.6;3.8;78.7;640.6;349.7;5.5;51.1;0.0;5.1;79.2;206.6;608.3;593.2;548.7;271.0;127.6;17.3;0.0;0.0;132.8;-4.5;0.2;0.9;55.1;0.2;0.9;0.7;62.3
408;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2011;17.0;78.6;166.8;0.6;86.5;5.9;27.5;31.4;0.0;14.9;166.8;37.3;1.1;2.6;0.0;5.3;43.1;81.1;153.0;146.0;140.9;71.6;48.0;8.3;0.0;0.0;12.9;-3.3;0.2;0.5;8.9;0.3;0.5;0.1;9.2
409;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2012;20.0;81.7;157.6;0.1;79.0;7.1;29.5;31.3;0.0;10.6;157.6;30.8;1.3;5.1;0.0;5.6;30.8;90.4;142.3;136.2;135.0;69.5;47.4;8.6;0.3;0.0;9.1;-3.4;0.1;0.5;4.0;0.8;1.4;0.6;5.2
410;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2013;19.0;75.6;158.0;0.1;78.1;3.6;24.8;41.9;0.0;9.5;158.0;43.2;0.4;2.7;0.0;5.4;32.9;76.5;146.6;140.8;137.9;70.4;51.2;8.7;0.0;0.0;7.6;-3.3;0.1;0.1;5.4;-0.2;0.4;0.6;5.6
411;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2014;21.0;83.1;177.5;0.5;79.7;4.9;35.3;39.3;0.0;17.7;177.5;55.2;0.7;2.3;0.0;5.8;35.3;81.1;178.2;167.8;165.6;88.1;63.9;8.4;0.0;0.0;5.2;-3.0;0.2;0.2;9.6;1.6;1.6;0.0;11.8
412;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2015;14.0;38.5;70.0;0.2;13.7;3.3;11.1;28.4;0.0;13.2;70.0;31.3;0.2;0.6;0.0;1.4;8.4;29.0;97.5;84.2;87.4;37.5;47.0;2.0;0.0;0.0;0.8;-0.3;0.1;0.0;9.9;-0.7;0.1;0.8;9.2
413;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2016;14.0;70.9;147.4;1.1;60.3;3.8;28.4;43.5;0.0;10.2;147.4;46.1;0.0;0.5;0.0;3.7;6.2;91.5;214.5;197.6;202.1;88.5;64.5;7.0;0.1;0.0;42.1;-1.7;0.0;0.0;10.7;0.4;0.4;0.0;11.4
414;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2017;18.0;99.8;256.6;1.0;118.9;18.8;38.6;70.1;0.0;9.2;256.6;87.4;0.2;2.4;0.0;5.4;43.2;120.6;236.5;219.1;225.5;96.4;69.3;13.6;0.0;0.0;46.1;-3.2;0.0;0.1;7.8;1.1;1.2;0.0;10.1
415;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2018;17.0;93.5;151.2;0.1;36.5;9.1;32.1;63.7;0.0;9.7;151.2;51.8;0.0;0.5;0.0;2.1;25.3;72.0;192.7;173.2;185.5;77.3;70.8;4.9;0.0;0.0;32.4;-0.8;0.1;0.0;6.5;1.0;1.0;0.0;7.5
416;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2019;24.0;125.2;210.2;2.2;106.6;8.6;35.7;46.7;0.0;10.5;210.2;77.7;0.2;1.7;0.0;6.5;18.1;108.0;268.6;266.8;253.8;127.0;55.2;12.4;0.0;0.0;59.3;-2.4;0.3;0.1;12.4;-12.9;2.2;15.1;0.1
417;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2020;25.0;165.8;175.7;0.2;53.4;8.7;51.1;49.3;0.0;12.9;175.7;88.1;0.0;0.1;0.0;2.9;16.1;68.6;266.6;262.5;259.8;123.7;66.0;6.6;0.0;-0.1;63.6;-0.5;0.4;0.1;6.3;5.8;5.8;0.0;12.8
418;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2021;25.0;155.5;236.5;1.2;65.9;14.7;58.0;74.5;0.2;22.0;236.5;112.0;0.1;1.4;0.0;2.3;29.4;92.8;294.8;290.0;273.8;149.6;58.6;7.9;0.0;0.0;57.6;-1.4;0.1;0.0;19.6;2.5;2.8;0.2;23.0
419;Overige glastuinbouwbedrijven;Biologische landbouw (totaal);2022;21.0;151.2;200.2;3.5;36.5;62.8;26.9;49.0;1.5;20.0;200.2;102.8;0.1;1.0;0.0;1.1;16.7;79.6;181.1;178.2;168.6;68.3;47.9;4.2;0.0;0.0;48.3;-1.3;0.1;0.0;11.2;0.1;0.3;0.2;14.2
420;Overige glastuinbouwbedrijven;Gangbare landbouw;2011;578.0;379.8;1109.1;11.8;487.6;68.4;178.3;253.2;0.4;109.4;1109.1;352.7;16.9;37.2;0.1;22.9;362.4;371.0;922.7;878.6;825.4;402.0;225.3;52.6;1.1;1.3;143.3;-18.9;3.6;7.9;78.5;10.3;10.8;0.5;88.9
421;Overige glastuinbouwbedrijven;Gangbare landbouw;2012;519.0;357.0;791.2;1.6;380.1;66.0;131.3;154.6;0.1;57.4;791.2;239.9;17.1;58.2;0.0;17.1;281.1;253.1;711.7;684.9;642.7;343.3;160.9;38.7;6.8;1.1;91.9;-14.7;1.7;6.1;54.3;7.0;8.9;1.9;65.9
422;Overige glastuinbouwbedrijven;Gangbare landbouw;2013;522.0;376.7;723.3;3.9;356.5;43.6;100.7;151.4;0.1;67.0;723.3;258.3;14.9;55.6;0.1;15.1;266.9;182.9;742.6;713.4;654.4;347.6;189.0;41.6;0.8;0.4;75.1;-11.6;1.5;5.3;76.6;6.6;10.1;3.5;84.0
423;Overige glastuinbouwbedrijven;Gangbare landbouw;2014;441.0;353.6;675.6;2.8;329.1;42.5;98.6;119.8;0.1;82.6;675.6;227.3;11.1;50.2;0.1;13.9;233.2;201.1;681.9;656.3;594.6;313.3;183.2;34.4;-0.1;0.5;63.2;-10.0;1.1;3.8;77.3;1.9;2.6;0.7;80.3
424;Overige glastuinbouwbedrijven;Gangbare landbouw;2015;373.0;358.9;695.5;3.0;296.6;58.4;95.0;153.3;0.1;89.2;695.5;256.4;10.2;62.0;0.1;10.3;215.1;213.7;762.2;747.5;663.9;356.5;215.4;34.2;2.5;0.0;55.3;-8.6;1.0;3.3;89.8;7.3;7.5;0.3;99.1
425;Overige glastuinbouwbedrijven;Gangbare landbouw;2016;332.0;329.8;468.5;1.2;211.2;39.7;74.0;89.9;0.1;52.4;468.5;189.2;9.0;61.3;0.0;6.7;153.3;119.3;625.6;609.5;554.0;282.4;129.9;22.3;0.8;0.0;118.7;-6.5;0.6;2.5;65.0;3.5;3.8;0.3;71.2
426;Overige glastuinbouwbedrijven;Gangbare landbouw;2017;293.0;316.0;525.8;0.5;203.0;56.9;89.3;123.1;0.0;53.0;525.8;192.5;7.1;53.2;0.0;9.1;159.1;165.1;600.0;578.7;538.8;281.7;124.6;22.7;-0.4;0.0;110.2;-7.2;0.9;1.4;54.0;7.2;7.8;0.6;63.2
427;Overige glastuinbouwbedrijven;Gangbare landbouw;2018;242.0;267.8;480.3;1.7;194.6;47.1;63.9;120.4;1.1;51.5;480.3;176.6;5.9;44.8;0.0;6.2;146.8;150.8;500.0;483.3;459.2;240.0;112.4;21.7;0.0;0.0;85.2;-5.6;0.3;1.1;35.3;1.1;1.3;0.2;37.7
428;Overige glastuinbouwbedrijven;Gangbare landbouw;2019;270.0;330.3;512.2;1.1;237.8;51.2;77.3;90.1;0.7;54.1;512.2;194.4;6.0;41.9;0.0;10.5;159.2;148.1;577.8;565.3;520.4;268.9;113.3;28.8;0.0;0.0;109.4;-4.4;1.4;1.2;53.0;-14.8;1.0;15.7;41.4
429;Overige glastuinbouwbedrijven;Gangbare landbouw;2020;257.0;301.1;419.7;1.2;135.1;35.2;82.6;104.1;0.0;61.5;419.7;226.8;5.2;46.0;0.0;3.9;62.1;126.8;532.2;514.2;484.3;268.6;101.6;15.0;0.0;-0.5;99.6;-2.2;0.1;0.9;45.8;4.8;5.0;0.1;53.5
430;Overige glastuinbouwbedrijven;Gangbare landbouw;2021;275.0;331.1;600.0;1.4;208.7;64.2;101.6;123.7;1.1;99.2;600.0;292.0;4.9;52.1;0.0;7.1;134.1;166.8;665.1;646.0;593.8;352.6;112.3;20.7;0.0;0.0;108.3;-2.9;0.1;0.9;68.3;4.8;5.7;0.9;77.1
431;Overige glastuinbouwbedrijven;Gangbare landbouw;2022;269.0;324.5;440.4;4.6;135.9;94.6;57.6;86.7;2.4;58.6;440.4;246.9;5.4;50.1;0.0;4.1;62.5;127.0;427.2;415.0;380.1;202.7;79.7;13.1;0.0;0.0;84.5;-3.2;0.1;0.8;43.9;0.1;0.6;0.5;48.1
432;Opengrondsgroentenbedrijven;Landbouw (totaal);2011;1031.0;305.4;750.4;1.9;486.2;69.3;57.8;78.5;0.0;56.7;750.4;349.0;32.5;228.8;0.8;12.8;272.9;114.9;467.6;446.6;408.7;199.2;87.2;32.8;-3.6;0.1;93.1;-11.0;1.3;11.7;47.8;19.4;21.9;2.5;70.4
433;Opengrondsgroentenbedrijven;Landbouw (totaal);2012;1006.0;311.1;834.0;1.7;526.8;84.8;70.9;84.3;0.0;65.4;834.0;396.3;31.5;255.3;-0.7;14.8;285.2;138.4;539.4;505.9;465.1;221.7;100.7;34.0;0.3;0.0;108.5;-12.2;1.2;12.9;62.0;20.7;29.8;9.1;85.7
434;Opengrondsgroentenbedrijven;Landbouw (totaal);2013;1021.0;433.5;859.4;1.9;550.7;77.2;74.3;97.1;0.0;58.2;859.4;427.3;30.5;285.6;0.2;13.0;267.2;151.6;529.9;502.9;467.8;228.1;101.2;30.4;-0.5;0.0;108.8;-11.5;1.0;10.9;50.6;17.2;21.7;4.5;69.1
435;Opengrondsgroentenbedrijven;Landbouw (totaal);2014;990.0;439.5;894.1;0.9;618.4;52.7;84.1;81.1;0.4;56.5;894.1;480.5;30.9;347.6;0.2;13.7;252.9;146.8;551.6;522.0;488.1;238.1;110.3;27.8;-0.1;0.0;112.0;-10.2;0.7;10.9;53.3;20.6;22.4;1.8;77.1
436;Opengrondsgroentenbedrijven;Landbouw (totaal);2015;961.0;409.1;944.9;0.8;622.0;73.8;84.1;100.7;0.2;63.3;944.9;501.8;31.0;325.0;0.1;8.6;291.3;143.1;614.8;587.8;522.0;260.3;113.9;31.8;-1.5;0.0;117.6;-12.4;0.7;12.1;80.4;21.1;23.7;2.6;103.5
437;Opengrondsgroentenbedrijven;Landbouw (totaal);2016;855.0;422.4;900.1;1.1;603.7;39.0;88.1;96.5;0.6;71.2;900.1;482.1;28.8;354.2;0.1;6.4;269.8;141.9;625.1;597.9;536.6;278.0;108.0;31.7;-0.5;0.0;119.5;-10.8;0.5;9.6;77.8;17.4;17.8;0.4;97.0
438;Opengrondsgroentenbedrijven;Landbouw (totaal);2017;936.0;428.4;1111.1;1.4;762.6;57.1;87.0;104.4;11.3;87.3;1111.1;647.0;29.9;448.2;0.2;7.1;290.7;166.0;638.2;603.8;559.8;274.6;120.7;34.6;-1.0;0.0;131.0;-8.3;0.6;9.4;70.2;20.5;23.0;2.5;90.6
439;Opengrondsgroentenbedrijven;Landbouw (totaal);2018;913.0;409.3;1014.7;1.4;666.8;48.3;91.6;126.6;1.1;79.0;1014.7;564.3;26.2;412.7;0.1;6.0;250.9;193.4;626.0;589.9;539.0;273.6;154.0;28.3;-0.3;0.0;83.3;-8.3;0.5;7.7;78.7;19.7;20.6;0.8;98.9
440;Opengrondsgroentenbedrijven;Landbouw (totaal);2019;904.0;375.7;1035.6;0.9;705.2;46.2;81.2;117.1;1.4;83.6;1035.6;606.3;28.7;449.8;0.1;8.7;253.2;167.3;686.4;652.4;598.2;303.7;129.3;30.0;0.0;0.0;135.2;-7.7;0.2;6.9;80.4;26.8;27.9;1.1;107.8
441;Opengrondsgroentenbedrijven;Landbouw (totaal);2020;851.0;372.4;1101.1;2.0;766.4;49.1;75.5;91.8;1.3;115.0;1101.1;667.5;29.0;502.8;0.1;10.5;253.7;169.4;664.3;622.5;559.5;280.1;118.7;30.9;-1.8;0.0;131.6;-7.7;0.2;6.5;97.1;11.4;12.9;1.5;111.5
442;Opengrondsgroentenbedrijven;Landbouw (totaal);2021;856.0;391.0;1196.6;2.2;805.2;59.0;100.1;107.9;3.0;119.3;1196.6;732.3;28.0;539.5;0.6;10.7;271.2;181.8;709.9;654.6;599.9;302.6;127.2;34.6;-2.7;0.0;138.2;-6.0;0.2;6.7;103.9;43.2;44.8;1.6;151.8
443;Opengrondsgroentenbedrijven;Landbouw (totaal);2022;843.0;360.5;1132.5;2.9;748.2;93.1;75.5;89.0;5.0;118.9;1132.5;707.3;24.6;509.6;0.1;7.6;261.9;155.6;626.5;584.0;545.1;277.5;111.2;30.5;-2.2;0.0;133.5;-6.6;0.2;5.4;74.8;30.5;33.1;2.6;106.7
444;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2011;65.0;9.7;32.5;0.2;22.9;0.6;2.2;4.7;0.0;1.9;32.5;14.0;1.4;10.1;0.0;0.1;13.3;5.1;19.0;17.9;14.0;7.0;3.6;1.2;-1.6;0.0;3.9;-0.5;0.1;0.6;4.4;-0.2;0.2;0.4;4.3
445;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2012;69.0;9.9;37.4;0.1;25.7;2.1;2.2;5.1;0.0;2.1;37.4;17.8;1.5;13.2;0.0;0.1;15.5;4.0;21.8;20.5;17.6;7.9;3.3;1.3;0.0;0.0;5.2;-0.5;0.1;0.7;3.6;0.5;0.7;0.2;4.2
446;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2013;74.0;10.0;35.7;0.1;22.7;2.9;2.6;5.1;0.0;2.3;35.7;15.4;1.2;10.4;0.0;0.2;15.0;5.1;20.4;18.9;16.5;6.8;3.3;1.3;0.0;0.0;5.2;-0.6;0.1;0.7;3.3;0.2;0.2;0.0;3.7
447;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2014;78.0;12.0;60.4;0.1;47.0;1.8;3.6;5.4;0.0;2.5;60.4;30.5;1.3;25.5;0.0;0.2;24.4;5.3;27.3;25.0;22.0;10.1;3.9;1.8;-0.2;0.0;6.5;-0.9;0.1;1.0;4.4;0.5;0.6;0.1;4.9
448;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2015;68.0;15.0;56.8;0.2;41.7;2.1;3.4;6.0;0.0;3.4;56.8;25.6;1.4;19.2;0.0;0.3;24.5;6.4;29.4;27.7;23.7;12.2;3.6;1.7;0.0;0.0;6.3;-0.8;0.1;1.0;5.0;0.4;0.5;0.1;5.4
449;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2016;53.0;13.5;42.3;0.1;29.7;1.0;3.2;5.1;0.0;3.2;42.3;17.4;1.1;14.1;0.0;0.3;16.9;7.7;28.8;27.3;25.2;12.4;4.7;1.9;0.0;0.0;6.2;-0.7;0.1;0.7;3.0;2.1;2.1;0.0;5.1
450;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2017;73.0;20.1;86.5;0.4;64.1;2.2;7.0;7.9;0.1;4.8;86.5;38.5;1.7;28.1;0.0;0.4;35.4;12.1;43.1;39.6;37.6;17.0;8.4;2.3;0.0;0.0;10.0;-1.0;0.1;1.1;4.5;3.1;3.2;0.1;7.6
451;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2018;68.0;19.0;73.6;0.0;52.5;3.4;3.9;8.8;0.1;4.9;73.6;33.1;1.1;22.2;0.0;0.6;25.7;14.1;54.7;50.2;47.0;25.7;7.3;2.3;0.0;0.0;11.6;-0.7;0.1;0.6;7.0;0.5;0.6;0.0;7.6
452;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2019;69.0;19.7;79.2;0.3;60.7;2.8;5.1;5.9;0.1;4.4;79.2;40.4;1.1;24.9;0.0;0.8;28.4;9.7;43.5;41.0;37.6;19.1;7.6;2.8;0.0;0.0;8.1;-0.8;0.0;0.6;5.1;1.6;1.6;0.0;6.7
453;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2020;69.0;20.5;74.9;0.1;54.0;2.0;4.7;8.3;0.0;5.8;74.9;39.2;1.0;22.1;0.0;1.1;21.2;13.4;59.1;56.0;51.8;32.5;7.3;2.7;0.0;0.0;9.4;-0.5;0.0;0.4;6.8;0.5;0.7;0.2;7.3
454;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2021;83.0;21.9;78.6;0.3;54.1;3.8;6.1;7.4;0.0;6.9;78.6;46.1;1.1;29.6;0.0;0.7;19.8;12.0;48.3;45.8;41.4;24.1;6.6;2.5;0.0;0.0;8.2;-0.6;0.0;0.4;6.3;1.6;1.7;0.1;8.3
455;Opengrondsgroentenbedrijven;Biologische landbouw (totaal);2022;79.0;27.7;127.2;0.1;90.2;13.4;5.9;7.6;0.1;9.9;127.2;84.9;1.0;61.0;0.0;1.8;30.7;9.8;49.7;46.1;44.4;26.0;7.7;3.4;0.0;0.0;9.1;-0.8;0.0;0.5;4.5;5.5;5.6;0.1;10.1
456;Opengrondsgroentenbedrijven;Gangbare landbouw;2011;966.0;295.7;717.9;1.7;463.3;68.7;55.6;73.8;0.0;54.8;717.9;335.0;31.1;218.7;0.8;12.7;259.6;109.8;448.6;428.7;394.7;192.2;83.6;31.6;-2.0;0.1;89.2;-10.5;1.2;11.1;43.4;19.6;21.7;2.1;66.1
457;Opengrondsgroentenbedrijven;Gangbare landbouw;2012;937.0;301.2;796.6;1.6;501.1;82.7;68.7;79.2;0.0;63.3;796.6;378.5;30.0;242.1;-0.7;14.7;269.7;134.4;517.6;485.4;447.5;213.8;97.4;32.7;0.3;0.0;103.3;-11.7;1.1;12.2;58.4;20.2;29.1;8.9;81.5
458;Opengrondsgroentenbedrijven;Gangbare landbouw;2013;947.0;423.5;823.7;1.8;528.0;74.3;71.7;92.0;0.0;55.9;823.7;411.9;29.3;275.2;0.2;12.8;252.2;146.5;509.5;484.0;451.3;221.3;97.9;29.1;-0.5;0.0;103.6;-10.9;0.9;10.2;47.3;17.0;21.5;4.5;65.4
459;Opengrondsgroentenbedrijven;Gangbare landbouw;2014;912.0;427.5;833.7;0.8;571.4;50.9;80.5;75.7;0.4;54.0;833.7;450.0;29.6;322.1;0.2;13.5;228.5;141.5;524.3;497.0;466.1;228.0;106.4;26.0;0.1;0.0;105.5;-9.3;0.6;9.9;48.9;20.1;21.8;1.7;72.2
460;Opengrondsgroentenbedrijven;Gangbare landbouw;2015;893.0;394.1;888.1;0.6;580.3;71.7;80.7;94.7;0.2;59.9;888.1;476.2;29.6;305.8;0.1;8.3;266.8;136.7;585.4;560.1;498.3;248.1;110.3;30.1;-1.5;0.0;111.3;-11.6;0.6;11.1;75.4;20.7;23.2;2.5;98.1
