ID;Geslacht;Persoonskenmerken;PositieInDeWerkkring;ArbeidspositiePartner;Perioden;WerkzameBeroepsbevolkingMetPartner_1;WerkzameBeroepsbevolkingInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzBeroepsbevPartnerInkOnbekend_6
38;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2005;4322;;;;;
39;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2006;4439;;;;;
40;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2007;4600;;;;;
41;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2008;4764;;;;;
42;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2009;4756;;;;;
43;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2010;4730;;;;;
44;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2011;4700;4643.0;44.0;37.4;31.5;57.0
45;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2012;4690;4619.0;44.8;38.0;31.6;70.0
46;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2013;4559;4435.0;46.1;39.4;32.6;123.0
47;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2014;4486;4335.0;47.4;40.3;34.6;151.0
48;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2015;4565;4442.0;47.0;41.0;34.4;124.0
49;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2016;4603;4436.0;48.5;42.3;36.4;167.0
50;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2017;4697;4426.0;49.9;43.6;37.7;271.0
51;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2018;4796;4562.0;51.3;44.4;38.0;234.0
52;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2019;4874;4632.0;53.3;45.8;40.1;242.0
53;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2020;4894;;;;;
54;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2003;125;;;;;
55;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2004;149;;;;;
56;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2005;155;;;;;
57;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2006;131;;;;;
58;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2007;110;;;;;
59;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2008;99;;;;;
60;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2009;119;;;;;
61;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2010;136;;;;;
62;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2011;137;134.0;49.5;42.0;25.5;2.0
63;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2012;159;156.0;48.4;41.0;25.3;3.0
64;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2013;205;198.0;46.5;39.7;25.6;6.0
65;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2014;212;203.0;47.9;40.8;27.2;9.0
66;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2015;194;189.0;49.9;43.5;28.4;6.0
67;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2016;163;157.0;51.3;44.7;28.7;6.0
68;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2017;134;127.0;51.7;45.5;29.9;7.0
69;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2018;101;94.0;55.1;48.6;31.2;6.0
70;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2019;87;82.0;56.4;48.8;32.1;5.0
71;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2020;91;;;;;
72;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2003;994;;;;;
73;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2004;965;;;;;
74;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2005;931;;;;;
75;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2006;907;;;;;
76;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2007;869;;;;;
77;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2008;851;;;;;
78;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2009;846;;;;;
79;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2010;826;;;;;
80;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2011;815;800.0;51.8;47.7;28.3;14.0
81;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2012;798;783.0;50.7;47.1;28.2;15.0
82;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2013;783;759.0;51.3;48.8;28.7;24.0
83;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2014;805;775.0;51.5;49.3;30.8;30.0
84;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2015;785;761.0;51.8;49.9;30.0;24.0
85;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2016;772;740.0;52.8;51.0;31.3;31.0
86;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2017;778;736.0;53.5;51.9;32.5;42.0
87;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2018;781;740.0;53.6;51.3;31.7;41.0
88;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2019;786;745.0;54.5;52.1;34.1;42.0
89;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2020;781;;;;;
90;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2003;3672;;;;;
91;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2004;3637;;;;;
92;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2005;3643;;;;;
93;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2006;3724;;;;;
94;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2007;3851;;;;;
95;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2008;3973;;;;;
96;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2009;3953;;;;;
97;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2010;3919;;;;;
98;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2011;3892;3848.0;44.6;37.5;31.0;45.0
99;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2012;3882;3826.0;45.4;38.1;31.1;56.0
100;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2013;3724;3628.0;46.9;39.5;32.3;97.0
101;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2014;3639;3518.0;47.9;40.3;33.7;120.0
102;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2015;3689;3592.0;47.6;41.0;34.1;97.0
103;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2016;3717;3588.0;48.7;42.0;35.7;129.0
104;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2017;3788;3572.0;50.3;43.3;36.8;216.0
105;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2018;3889;3703.0;51.7;44.1;37.1;186.0
106;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2019;3948;3760.0;53.8;45.7;39.1;188.0
107;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2020;3937;;;;;
108;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2003;3288;;;;;
109;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2004;3271;;;;;
110;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2005;3270;;;;;
111;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2006;3314;;;;;
112;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2007;3376;;;;;
113;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2008;3471;;;;;
114;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2009;3464;;;;;
115;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2010;3432;;;;;
116;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2011;3410;3372.0;44.5;37.4;31.5;38.0
117;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2012;3376;3329.0;45.4;38.0;31.7;47.0
118;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2013;3210;3128.0;47.0;39.6;32.9;82.0
119;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2014;3114;3012.0;48.1;40.4;34.4;101.0
120;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2015;3132;3049.0;48.0;41.3;34.9;82.0
121;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2016;3135;3026.0;49.1;42.3;36.5;109.0
122;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2017;3194;3010.0;50.5;43.5;37.6;183.0
123;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2018;3282;3123.0;51.9;44.3;37.8;160.0
124;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2019;3375;3214.0;54.1;45.8;39.9;160.0
125;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2020;3450;;;;;
126;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2003;385;;;;;
127;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2004;366;;;;;
128;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2005;373;;;;;
129;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2006;410;;;;;
130;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2007;475;;;;;
131;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2008;502;;;;;
132;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2009;489;;;;;
133;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2010;487;;;;;
134;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2011;482;476.0;45.1;38.2;27.2;7.0
135;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2012;506;497.0;45.5;38.5;27.7;9.0
136;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2013;515;500.0;46.2;39.5;28.5;15.0
137;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2014;525;506.0;46.3;39.4;29.8;19.0
138;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2015;557;542.0;45.1;39.2;29.7;14.0
139;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2016;582;562.0;46.8;40.4;31.2;19.0
140;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2017;594;561.0;48.8;42.2;32.7;33.0
141;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2018;607;580.0;50.2;43.1;33.0;26.0
142;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2019;574;546.0;52.1;44.6;34.2;27.0
143;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2020;486;;;;;
144;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2003;641;;;;;
145;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2004;661;;;;;
146;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2005;679;;;;;
147;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2006;715;;;;;
148;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2007;748;;;;;
149;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2008;791;;;;;
150;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2009;802;;;;;
151;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2010;811;;;;;
152;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2011;808;795.0;40.9;36.8;34.0;13.0
153;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2012;808;793.0;41.9;37.4;34.0;14.0
154;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2013;834;808.0;42.7;38.7;34.3;27.0
155;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2014;847;816.0;45.1;40.5;38.2;31.0
156;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2015;877;850.0;44.6;41.0;35.5;27.0
157;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2016;886;848.0;47.4;43.6;39.4;39.0
158;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2017;909;854.0;48.2;44.8;41.2;55.0
159;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2018;907;859.0;49.9;45.6;42.2;48.0
160;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2019;926;872.0;51.2;46.6;44.7;54.0
161;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2020;958;;;;;
162;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2003;40;;;;;
163;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2004;37;;;;;
164;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2005;40;;;;;
165;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2006;40;;;;;
166;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2007;41;;;;;
167;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2008;35;;;;;
168;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2009;34;;;;;
169;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2010;39;;;;;
170;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2011;44;43.0;42.9;41.5;33.3;1.0
171;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2012;39;38.0;41.5;41.4;33.4;1.0
172;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2013;36;34.0;45.2;46.2;32.5;1.0
173;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2014;34;33.0;45.5;44.2;32.1;1.0
174;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2015;37;36.0;41.9;42.3;29.4;1.0
175;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2016;29;29.0;47.4;48.0;33.7;1.0
176;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2017;24;23.0;57.1;55.1;39.1;1.0
177;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2018;25;24.0;65.5;65.7;42.5;1.0
178;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2019;26;25.0;49.4;51.9;37.8;2.0
179;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2020;27;;;;;
180;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2003;226;;;;;
181;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2004;232;;;;;
182;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2005;235;;;;;
183;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2006;240;;;;;
184;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2007;247;;;;;
185;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2008;250;;;;;
186;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2009;254;;;;;
187;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2010;246;;;;;
188;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2011;241;238.0;36.4;33.0;37.8;4.0
189;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2012;237;233.0;37.5;33.7;37.9;5.0
190;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2013;242;234.0;37.1;33.8;38.3;8.0
191;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2014;243;233.0;39.3;35.7;45.5;10.0
192;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2015;236;229.0;41.2;37.5;40.0;6.0
193;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2016;245;234.0;44.4;40.8;45.5;11.0
194;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2017;256;239.0;45.9;42.3;46.8;17.0
195;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2018;258;245.0;44.6;40.8;48.3;13.0
196;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2019;257;244.0;48.0;44.2;55.7;13.0
197;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2020;260;;;;;
198;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2003;374;;;;;
199;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2004;392;;;;;
200;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2005;404;;;;;
201;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2006;435;;;;;
202;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2007;460;;;;;
203;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2008;506;;;;;
204;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2009;514;;;;;
205;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2010;525;;;;;
206;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2011;522;514.0;42.8;38.1;32.3;8.0
207;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2012;531;522.0;43.8;38.7;32.4;9.0
208;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2013;557;540.0;45.0;40.4;32.6;17.0
209;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2014;570;550.0;47.5;42.3;35.5;20.0
210;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2015;605;585.0;46.0;42.3;34.0;20.0
211;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2016;612;584.0;48.6;44.6;37.2;28.0
212;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2017;629;592.0;48.7;45.4;39.0;37.0
