ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
29;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2018;12936;9398;8939;7604;4814;2791;1335;999;310;26;0;4227;1605;1010;595;2622;1278;1344;4713;459;4.9;3538;72.6;69.1
30;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2019 1e kwartaal;12975;9480;9030;7684;4934;2750;1346;1015;307;24;0;4308;1615;1026;589;2693;1311;1382;4722;450;4.7;3496;73.1;69.6
31;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2019 2e kwartaal;13002;9519;9104;7760;4974;2786;1345;1010;307;27;0;4332;1620;1029;591;2712;1281;1431;4773;415;4.4;3483;73.2;70.0
32;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2019 3e kwartaal;13029;9568;9156;7808;5012;2796;1348;1015;305;27;0;4348;1580;981;599;2768;1313;1455;4808;412;4.3;3461;73.4;70.3
33;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2019 4e kwartaal;13055;9593;9177;7792;5066;2726;1386;1037;319;30;0;4367;1610;1019;591;2757;1301;1456;4810;416;4.3;3462;73.5;70.3
34;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2019;13015;9540;9117;7761;4996;2765;1356;1019;310;27;0;4339;1606;1014;593;2732;1301;1431;4778;423;4.4;3475;73.3;70.0
35;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2020 1e kwartaal;13075;9584;9174;7776;5129;2647;1399;1047;318;33;0;4417;1613;1029;584;2805;1271;1534;4757;410;4.3;3491;73.3;70.2
36;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2020 2e kwartaal;13088;9511;9051;7646;5135;2511;1405;1047;328;30;0;4321;1546;994;552;2776;1289;1487;4730;460;4.8;3576;72.7;69.2
37;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2020 3e kwartaal;13101;9608;9100;7688;5187;2501;1412;1052;331;29;0;4322;1530;944;586;2792;1314;1478;4778;508;5.3;3492;73.3;69.5
38;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2020 4e kwartaal;13113;9619;9138;7701;5182;2519;1437;1069;339;29;0;4391;1584;1028;556;2807;1310;1497;4748;481;5.0;3494;73.4;69.7
39;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2020;13094;9581;9116;7703;5158;2545;1413;1054;329;30;0;4363;1568;999;569;2795;1296;1499;4753;465;4.9;3513;73.2;69.6
40;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2021 1e kwartaal;13148;9599;9135;7699;5180;2519;1437;1071;334;32;0;4422;1598;877;721;2824;1252;1572;4713;464;4.8;3549;73.0;69.5
41;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2021 2e kwartaal;13139;9623;9207;7776;5247;2529;1431;1069;332;31;0;4434;1571;866;704;2863;1272;1592;4773;416;4.3;3516;73.2;70.1
42;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2021 3e kwartaal;13128;9697;9309;7866;5234;2632;1443;1077;329;37;0;4457;1523;820;703;2934;1305;1629;4851;389;4.0;3431;73.9;70.9
43;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2021 4e kwartaal;13170;9734;9370;7900;5261;2639;1470;1097;340;33;0;4507;1561;879;682;2946;1293;1653;4860;364;3.7;3437;73.9;71.1
44;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2021;13147;9663;9255;7810;5230;2580;1445;1078;334;33;0;4455;1563;861;702;2892;1280;1611;4799;408;4.2;3483;73.5;70.4
45;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2022 1e kwartaal;13175;9768;9412;7926;5296;2630;1486;1120;336;31;0;4500;1555;886;670;2945;1279;1666;4912;356;3.6;3407;74.1;71.4
46;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2022 2e kwartaal;13212;9873;9544;8037;5282;2755;1507;1143;333;31;0;4571;1573;876;697;2998;1292;1706;4973;329;3.3;3339;74.7;72.2
47;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;2022 3e kwartaal;13232;9939;9573;8009;5329;2680;1564;1204;327;32;0;4546;1494;827;667;3051;1313;1738;5027;366;3.7;3293;75.1;72.3
48;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2013 1e kwartaal;9953;7265;6771;5759;3886;1874;1012;723;258;32;0;3167;1312;835;476;1856;993;863;3604;494;6.8;2688;73.0;68.0
49;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2013 2e kwartaal;9968;7277;6778;5777;3846;1931;1001;717;253;32;0;3178;1308;834;473;1870;982;888;3600;499;6.9;2691;73.0;68.0
50;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2013 3e kwartaal;9985;7316;6804;5799;3835;1965;1004;714;254;36;0;3182;1299;821;478;1883;987;896;3622;513;7.0;2669;73.3;68.1
51;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2013 4e kwartaal;9997;7300;6792;5767;3794;1972;1025;732;260;33;0;3195;1321;859;462;1874;963;910;3597;508;7.0;2697;73.0;67.9
52;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2013;9976;7289;6786;5776;3840;1935;1011;721;256;33;0;3181;1310;838;472;1871;981;889;3605;503;6.9;2686;73.1;68.0
53;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2014 1e kwartaal;9981;7235;6689;5675;3747;1928;1014;732;253;30;0;3146;1307;868;439;1839;957;883;3543;546;7.5;2746;72.5;67.0
54;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2014 2e kwartaal;9983;7238;6720;5715;3746;1969;1005;729;247;29;0;3180;1320;856;464;1860;983;877;3540;518;7.2;2745;72.5;67.3
55;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2014 3e kwartaal;9995;7254;6763;5744;3743;2001;1019;744;246;29;0;3175;1286;809;477;1889;981;908;3589;490;6.8;2741;72.6;67.7
56;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2014 4e kwartaal;9983;7252;6767;5728;3737;1992;1039;761;247;31;0;3203;1319;858;461;1885;986;898;3564;484;6.7;2731;72.6;67.8
57;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2014;9985;7245;6735;5716;3743;1972;1019;741;248;30;0;3176;1308;848;460;1868;977;892;3559;510;7.0;2741;72.6;67.4
58;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2015 1e kwartaal;9949;7237;6729;5689;3726;1964;1040;764;245;31;0;3207;1311;861;450;1896;977;918;3522;508;7.0;2712;72.7;67.6
59;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2015 2e kwartaal;9966;7263;6777;5753;3719;2034;1024;751;242;30;0;3233;1315;844;471;1918;1005;913;3544;486;6.7;2704;72.9;68.0
60;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2015 3e kwartaal;9974;7290;6825;5797;3722;2075;1028;759;241;29;0;3222;1294;801;493;1928;1020;909;3603;465;6.4;2684;73.1;68.4
61;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2015 4e kwartaal;9989;7275;6812;5758;3737;2021;1054;781;245;28;0;3215;1308;834;474;1907;996;911;3597;463;6.4;2714;72.8;68.2
62;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2015 ;9970;7266;6786;5749;3726;2024;1036;764;243;30;0;3219;1307;835;472;1912;1000;913;3567;480;6.6;2703;72.9;68.1
63;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2016 1e kwartaal;9950;7222;6742;5700;3718;1981;1043;770;248;25;0;3183;1296;838;458;1886;958;928;3560;480;6.6;2728;72.6;67.8
64;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2016 2e kwartaal;9970;7263;6812;5768;3718;2050;1044;772;249;23;0;3215;1302;829;473;1913;978;935;3597;451;6.2;2707;72.9;68.3
65;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2016 3e kwartaal;10006;7280;6872;5822;3740;2082;1051;773;255;23;0;3238;1272;800;472;1966;997;969;3635;408;5.6;2726;72.8;68.7
66;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2016 4e kwartaal;10026;7293;6896;5822;3741;2081;1074;787;265;23;0;3253;1289;833;456;1965;969;995;3642;397;5.4;2734;72.7;68.8
67;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2016;9988;7265;6831;5778;3729;2048;1053;775;254;23;0;3222;1290;825;464;1933;976;957;3608;434;6.0;2724;72.7;68.4
68;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2017 1e kwartaal;9989;7255;6860;5788;3734;2054;1072;786;265;22;0;3238;1269;826;443;1970;980;990;3622;395;5.4;2734;72.6;68.7
69;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2017 2e kwartaal;10018;7316;6947;5889;3753;2136;1058;774;263;20;0;3302;1291;819;472;2011;999;1012;3645;370;5.1;2702;73.0;69.3
70;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2017 3e kwartaal;10022;7323;6980;5928;3790;2137;1053;773;260;19;0;3297;1264;785;480;2033;1024;1009;3683;342;4.7;2699;73.1;69.7
71;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2017 4e kwartaal;10039;7307;6970;5907;3802;2104;1064;793;252;18;0;3316;1266;816;450;2049;998;1052;3655;337;4.6;2732;72.8;69.4
72;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2017;10017;7300;6939;5878;3770;2108;1062;782;260;20;0;3288;1273;811;461;2016;1000;1016;3651;361;4.9;2717;72.9;69.3
73;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2018 1e kwartaal;9984;7241;6902;5838;3778;2060;1064;788;256;20;0;3281;1255;803;452;2026;993;1034;3621;339;4.7;2742;72.5;69.1
74;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2018 2e kwartaal;9996;7284;6973;5921;3825;2096;1052;780;250;21;0;3334;1255;784;471;2078;1022;1056;3639;311;4.3;2712;72.9;69.8
75;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2018 3e kwartaal;10010;7322;7026;5989;3876;2114;1037;769;246;22;0;3334;1224;761;463;2109;1050;1060;3692;295;4.0;2689;73.1;70.2
76;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2018 4e kwartaal;10029;7346;7068;6008;3907;2101;1061;793;248;21;0;3369;1255;792;463;2114;1031;1083;3700;278;3.8;2683;73.2;70.5
77;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2018;10005;7298;6992;5939;3846;2093;1053;783;250;21;0;3329;1247;785;462;2082;1024;1058;3663;306;4.2;2707;72.9;69.9
78;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2019 1e kwartaal;9964;7303;7016;5966;3916;2050;1050;778;251;21;0;3387;1253;804;449;2134;1042;1092;3630;287;3.9;2661;73.3;70.4
79;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2019 2e kwartaal;9980;7355;7092;6042;3957;2085;1051;775;251;24;0;3393;1253;799;455;2140;1015;1124;3699;262;3.6;2625;73.7;71.1
80;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2019 3e kwartaal;10004;7391;7116;6047;3968;2079;1070;788;258;23;0;3408;1225;760;465;2183;1043;1140;3708;275;3.7;2612;73.9;71.1
81;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2019 4e kwartaal;10008;7397;7139;6046;4028;2018;1093;800;267;26;0;3398;1213;778;436;2185;1036;1149;3741;258;3.5;2611;73.9;71.3
82;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2019;9989;7362;7091;6025;3967;2058;1066;785;257;23;0;3397;1236;785;451;2161;1034;1126;3694;271;3.7;2627;73.7;71.0
83;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2020 1e kwartaal;9951;7334;7067;5974;4039;1935;1093;806;262;25;0;3399;1214;775;439;2185;995;1190;3667;268;3.6;2617;73.7;71.0
84;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2020 2e kwartaal;9949;7290;6987;5914;4031;1883;1073;783;267;24;0;3359;1191;771;420;2168;1021;1146;3628;302;4.1;2660;73.3;70.2
85;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2020 3e kwartaal;9953;7357;7035;5962;4067;1895;1073;780;271;22;0;3362;1168;725;444;2194;1036;1157;3673;321;4.4;2596;73.9;70.7
86;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2020 4e kwartaal;9972;7351;7046;5954;4058;1896;1092;793;277;22;0;3412;1207;796;410;2205;1035;1170;3634;305;4.1;2620;73.7;70.7
87;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2020;9956;7333;7034;5951;4049;1902;1083;790;269;23;0;3383;1195;767;428;2188;1022;1166;3651;299;4.1;2623;73.7;70.6
88;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2021 1e kwartaal;9823;7297;7038;5893;4077;1816;1145;835;280;29;0;3511;1239;675;563;2272;1017;1255;3527;259;3.6;2526;74.3;71.6
89;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2021 2e kwartaal;9800;7279;7036;5899;4092;1808;1137;841;273;22;0;3465;1183;652;531;2281;1033;1248;3571;243;3.3;2522;74.3;71.8
90;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2021 3e kwartaal;9787;7319;7094;5979;4107;1871;1115;824;264;27;0;3470;1155;617;538;2315;1051;1263;3624;226;3.1;2467;74.8;72.5
91;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2021 4e kwartaal;9766;7293;7071;5934;4088;1846;1137;838;273;26;0;3444;1158;649;509;2286;1017;1269;3625;222;3.0;2473;74.7;72.4
92;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2021;9794;7297;7060;5926;4091;1835;1133;835;272;26;0;3472;1184;648;535;2289;1030;1259;3587;238;3.3;2497;74.5;72.1
93;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2022 1e kwartaal;9755;7308;7096;5948;4084;1864;1149;851;273;25;0;3455;1161;668;492;2295;1014;1281;3641;212;2.9;2446;74.9;72.7
94;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2022 2e kwartaal;9734;7345;7155;6019;4060;1959;1136;849;265;22;0;3505;1176;664;512;2329;1011;1317;3650;190;2.6;2389;75.5;73.5
95;Totaal mannen en vrouwen;15 tot 75 jaar;Nederlandse achtergrond;2022 3e kwartaal;9720;7377;7164;5991;4087;1904;1174;889;258;26;0;3480;1127;622;505;2353;1023;1330;3685;213;2.9;2343;75.9;73.7
96;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2013 1e kwartaal;2642;1880;1639;1432;890;542;207;162;41;4;0;785;335;221;114;450;230;221;854;241;12.8;762;71.2;62.1
97;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2013 2e kwartaal;2639;1887;1642;1425;900;525;217;165;47;5;0;788;341;216;125;447;225;222;854;245;13.0;752;71.5;62.2
98;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2013 3e kwartaal;2638;1876;1626;1393;865;528;233;182;46;5;0;764;320;205;114;445;227;218;861;250;13.3;763;71.1;61.6
99;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2013 4e kwartaal;2635;1875;1617;1387;848;539;230;178;46;5;0;779;343;219;124;436;220;217;838;258;13.8;760;71.2;61.4
100;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2013;2639;1879;1631;1409;875;534;222;172;45;5;0;779;335;215;119;445;225;219;852;248;13.2;759;71.2;61.8
101;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2014 1e kwartaal;2660;1884;1613;1381;856;525;232;174;53;5;0;778;331;213;118;448;223;224;835;271;14.4;776;70.8;60.7
102;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2014 2e kwartaal;2662;1876;1626;1392;853;539;234;177;52;5;0;766;321;202;118;445;211;234;860;251;13.4;786;70.5;61.1
103;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2014 3e kwartaal;2651;1873;1641;1414;864;550;227;169;50;8;0;765;322;207;114;443;207;236;876;232;12.4;778;70.7;61.9
104;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2014 4e kwartaal;2658;1901;1650;1422;878;544;228;175;46;7;0;768;328;212;116;440;201;239;882;251;13.2;757;71.5;62.1
105;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2014;2658;1884;1632;1402;863;540;230;173;50;6;0;769;325;209;117;444;211;233;863;251;13.3;774;70.9;61.4
106;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2015 1e kwartaal;2699;1919;1652;1434;897;537;218;165;44;9;0;776;338;219;119;438;209;228;877;267;13.9;780;71.1;61.2
107;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2015 2e kwartaal;2696;1909;1667;1436;885;550;231;174;48;9;0;785;345;227;118;440;210;230;882;243;12.7;786;70.8;61.8
108;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2015 3e kwartaal;2696;1884;1658;1423;866;557;235;177;47;12;0;776;329;209;120;447;215;232;882;225;12.0;812;69.9;61.5
109;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2015 4e kwartaal;2697;1892;1658;1428;859;569;230;168;49;13;0;783;334;211;123;449;215;234;876;233;12.3;805;70.1;61.5
110;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2015 ;2697;1901;1659;1430;877;553;229;171;47;11;0;780;337;217;120;443;212;231;879;242;12.7;796;70.5;61.5
111;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2016 1e kwartaal;2751;1928;1698;1452;878;573;246;181;52;14;0;811;336;211;125;476;233;243;887;230;11.9;823;70.1;61.7
112;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2016 2e kwartaal;2758;1934;1723;1483;898;585;240;178;50;12;0;811;334;212;122;476;232;244;913;211;10.9;824;70.1;62.5
113;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2016 3e kwartaal;2755;1943;1740;1496;890;606;244;184;52;8;0;797;325;196;129;472;219;253;943;203;10.5;812;70.5;63.1
114;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2016 4e kwartaal;2765;1928;1732;1481;875;606;251;191;52;8;0;800;333;204;129;467;219;248;932;196;10.2;836;69.7;62.6
115;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2016;2757;1933;1723;1478;885;592;245;184;51;10;0;805;332;206;126;473;226;247;919;210;10.9;824;70.1;62.5
116;Totaal mannen en vrouwen;15 tot 75 jaar;Met migratieachtergrond;2017 1e kwartaal;2824;1975;1763;1508;889;618;255;199;49;7;0;819;343;212;131;476;221;255;944;212;10.7;849;69.9;62.4
