ID;Zorgfuncties;FinancieringsvormenZorg;Perioden;UitgavenAanGezondheidszorgIngezetenen_1
256;HC13.1: Alg. polikl./amb. geneesk. zorg;HF22: Financiering door IZWH;2022;0.0
257;HC13.1: Alg. polikl./amb. geneesk. zorg;HF22: Financiering door IZWH;2023;0.0
258;HC13.1: Alg. polikl./amb. geneesk. zorg;HF23: Financiering door ondernemingen;2021;0.0
259;HC13.1: Alg. polikl./amb. geneesk. zorg;HF23: Financiering door ondernemingen;2022;0.0
260;HC13.1: Alg. polikl./amb. geneesk. zorg;HF23: Financiering door ondernemingen;2023;0.0
261;HC13.1: Alg. polikl./amb. geneesk. zorg;HF3: Eigen betalingen;2021;65.0
262;HC13.1: Alg. polikl./amb. geneesk. zorg;HF3: Eigen betalingen;2022;74.0
263;HC13.1: Alg. polikl./amb. geneesk. zorg;HF3: Eigen betalingen;2023;77.0
264;HC13.1: Alg. polikl./amb. geneesk. zorg;HF31: Directe eigen betalingen;2021;14.0
265;HC13.1: Alg. polikl./amb. geneesk. zorg;HF31: Directe eigen betalingen;2022;22.0
266;HC13.1: Alg. polikl./amb. geneesk. zorg;HF31: Directe eigen betalingen;2023;24.0
267;HC13.1: Alg. polikl./amb. geneesk. zorg;HF32: Eigen risico en bijdragen;2021;51.0
268;HC13.1: Alg. polikl./amb. geneesk. zorg;HF32: Eigen risico en bijdragen;2022;51.0
269;HC13.1: Alg. polikl./amb. geneesk. zorg;HF32: Eigen risico en bijdragen;2023;53.0
270;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2021;2333.0
271;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2022;2379.0
272;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2023;2586.0
273;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Overheid en soc. verzekering;2021;710.0
274;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Overheid en soc. verzekering;2022;756.0
275;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Overheid en soc. verzekering;2023;841.0
276;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2021;14.0
277;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2022;9.0
278;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2023;9.0
279;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2021;696.0
280;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2022;747.0
281;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2023;831.0
282;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: Wlz, AWBZ;2021;95.0
283;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: Wlz, AWBZ;2022;103.0
284;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: Wlz, AWBZ;2023;122.0
285;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2021;
286;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2022;
287;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2023;
288;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Zorgverzekeringswet;2021;601.0
289;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Zorgverzekeringswet;2022;644.0
290;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Zorgverzekeringswet;2023;709.0
291;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige financiering, eigen betaling;2021;1623.0
292;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige financiering, eigen betaling;2022;1623.0
293;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige financiering, eigen betaling;2023;1746.0
294;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige financieringsvormen;2021;1121.0
295;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige financieringsvormen;2022;1099.0
296;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige financieringsvormen;2023;1184.0
297;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2021;1121.0
