ID;Geslacht;Leeftijd;Onderwijsvolgend;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
40;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2011 1e kwartaal;2010;1336;1194;1136;504;632;57;52;3;3;0;887;659;509;151;227;99;128;307;142;10.7;674;66.5;59.4
41;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2011 2e kwartaal;2010;1355;1228;1175;491;684;53;46;4;4;0;911;679;517;162;232;106;126;317;126;9.3;655;67.4;61.1
42;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2011 3e kwartaal;2011;1397;1262;1214;488;726;48;42;4;3;0;929;665;480;185;264;124;140;333;135;9.6;614;69.5;62.8
43;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2011 4e kwartaal;2011;1387;1243;1189;484;705;54;46;3;5;0;930;696;526;169;234;105;129;313;144;10.4;624;69.0;61.8
44;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2011;2010;1369;1232;1179;492;687;53;46;3;4;0;914;675;508;167;239;109;131;318;137;10.0;642;68.1;61.3
45;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2012 1e kwartaal;2014;1378;1210;1154;477;677;55;47;4;5;0;912;679;520;160;233;107;126;298;168;12.2;636;68.4;60.1
46;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2012 2e kwartaal;2020;1391;1233;1181;464;717;52;44;3;4;0;932;689;520;169;243;114;129;301;158;11.4;629;68.9;61.0
47;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2012 3e kwartaal;2026;1425;1263;1215;463;752;47;41;2;4;0;945;674;498;175;271;129;142;319;162;11.4;601;70.4;62.4
48;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2012 4e kwartaal;2032;1406;1238;1186;432;753;53;46;3;4;0;943;701;542;158;243;111;132;295;167;11.9;626;69.2;61.0
49;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2012;2023;1400;1236;1184;459;725;52;44;3;4;0;933;686;520;166;247;115;132;303;164;11.7;623;69.2;61.1
50;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2013 1e kwartaal;2036;1393;1208;1144;420;724;64;57;2;4;0;922;696;539;157;225;114;111;286;185;13.3;643;68.4;59.3
51;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2013 2e kwartaal;2038;1413;1234;1165;417;749;68;62;2;4;0;946;714;543;171;232;110;122;287;179;12.7;626;69.3;60.5
52;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2013 3e kwartaal;2041;1435;1244;1175;407;768;70;62;3;4;0;938;674;506;168;264;130;133;307;190;13.3;606;70.3;61.0
53;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2013 4e kwartaal;2044;1405;1216;1148;403;745;68;62;2;4;0;940;714;558;156;226;99;127;276;189;13.5;638;68.8;59.5
54;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2013;2040;1411;1225;1158;412;746;67;61;3;4;0;936;700;537;163;237;113;123;289;186;13.2;628;69.2;60.1
55;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2014 1e kwartaal;2045;1366;1170;1108;390;718;62;56;3;4;0;903;690;550;140;213;103;110;267;196;14.4;679;66.8;57.2
56;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2014 2e kwartaal;2045;1370;1194;1129;384;744;65;58;3;4;0;928;703;547;157;225;116;109;266;176;12.9;675;67.0;58.4
57;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2014 3e kwartaal;2045;1396;1229;1170;373;796;59;49;4;6;0;942;694;518;176;249;124;125;286;168;12.0;649;68.3;60.1
58;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2014 4e kwartaal;2045;1378;1217;1152;380;772;65;57;2;5;0;955;727;565;162;227;106;121;262;161;11.7;668;67.4;59.5
59;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2014;2045;1378;1202;1140;382;758;63;55;3;5;0;932;703;545;159;228;112;116;270;175;12.7;668;67.4;58.8
60;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2015 1e kwartaal;2046;1382;1218;1152;384;767;66;59;1;5;0;966;737;574;162;229;111;117;252;164;11.9;664;67.5;59.5
61;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2015 2e kwartaal;2048;1411;1256;1183;376;807;73;64;3;6;0;990;756;584;172;234;116;119;266;155;11.0;637;68.9;61.3
62;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2015 3e kwartaal;2049;1427;1270;1198;356;843;71;61;2;8;0;982;711;528;184;271;136;135;287;158;11.0;622;69.7;62.0
63;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2015 4e kwartaal;2050;1389;1235;1162;356;806;73;65;2;6;0;969;741;569;172;228;110;118;266;154;11.1;661;67.8;60.2
64;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2015;2048;1402;1245;1174;368;806;71;62;2;6;0;977;736;564;172;240;118;122;268;158;11.3;646;68.5;60.8
65;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2016 1e kwartaal;2055;1380;1215;1134;340;795;81;72;3;6;0;956;736;569;167;220;108;113;259;165;12.0;674;67.2;59.1
66;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2016 2e kwartaal;2062;1413;1259;1182;346;836;77;67;3;7;0;998;753;571;182;245;125;120;261;154;10.9;648;68.6;61.1
67;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2016 3e kwartaal;2069;1436;1288;1224;349;875;64;57;4;4;0;1003;716;525;191;287;147;140;285;148;10.3;632;69.4;62.3
68;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2016 4e kwartaal;2076;1404;1262;1194;358;836;67;60;3;4;0;985;748;566;181;237;107;130;277;142;10.1;672;67.6;60.8
69;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2016;2065;1408;1256;1184;348;835;72;64;3;5;0;986;738;558;180;247;122;126;271;152;10.8;657;68.2;60.8
70;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2017 1e kwartaal;2082;1394;1250;1182;344;838;68;62;4;3;0;989;750;579;171;239;107;133;261;144;10.3;687;67.0;60.1
71;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2017 2e kwartaal;2086;1420;1292;1228;343;885;63;58;2;4;0;1028;780;588;192;248;119;130;264;128;9.0;666;68.1;61.9
72;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2017 3e kwartaal;2090;1460;1337;1279;353;926;58;53;2;3;0;1030;757;552;205;273;134;139;307;123;8.4;629;69.9;64.0
73;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2017 4e kwartaal;2094;1433;1322;1263;379;884;59;54;3;3;0;1033;788;597;191;245;115;130;289;111;7.7;661;68.4;63.1
74;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2017;2088;1427;1300;1238;355;883;62;57;3;3;0;1020;769;579;190;251;118;133;280;126;8.9;661;68.3;62.3
75;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2018 1e kwartaal;2097;1420;1309;1247;373;874;62;56;3;2;0;1035;784;597;187;250;114;136;274;111;7.8;677;67.7;62.4
76;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2018 2e kwartaal;2099;1441;1341;1273;382;891;68;62;4;3;0;1061;785;588;197;276;135;141;281;100;6.9;658;68.7;63.9
77;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2018 3e kwartaal;2102;1474;1367;1306;399;907;61;56;2;3;0;1041;742;541;201;299;150;149;326;107;7.3;628;70.1;65.0
78;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2018 4e kwartaal;2104;1452;1356;1292;400;892;64;59;3;2;0;1060;794;595;198;266;121;146;296;96;6.6;652;69.0;64.4
79;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2018;2101;1447;1343;1280;388;891;64;58;3;2;0;1049;776;580;196;273;130;143;294;104;7.2;654;68.9;63.9
80;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2019 1e kwartaal;2108;1449;1347;1278;406;872;69;63;3;3;0;1070;800;598;202;271;132;138;277;102;7.0;659;68.7;63.9
81;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2019 2e kwartaal;2112;1479;1386;1316;419;897;70;64;3;3;0;1092;814;601;213;278;134;144;294;93;6.3;634;70.0;65.6
82;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2019 3e kwartaal;2117;1503;1400;1332;425;907;68;61;3;4;0;1083;767;552;214;316;151;165;317;102;6.8;614;71.0;66.2
83;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2019 4e kwartaal;2121;1491;1389;1318;436;882;71;62;4;4;0;1078;810;596;214;268;126;143;311;102;6.9;630;70.3;65.5
84;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2019;2115;1480;1381;1311;422;890;70;63;3;4;0;1081;798;587;211;283;136;148;300;100;6.7;634;70.0;65.3
85;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2020 1e kwartaal;2124;1475;1374;1300;439;860;75;66;4;5;0;1078;805;601;204;273;119;154;297;100;6.8;649;69.4;64.7
86;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2020 2e kwartaal;2125;1422;1287;1212;419;793;75;68;4;3;0;1002;748;564;184;254;119;135;285;135;9.5;703;66.9;60.6
87;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2020 3e kwartaal;2125;1479;1320;1250;434;816;70;64;4;3;0;1028;741;538;203;287;143;144;292;159;10.8;646;69.6;62.1
88;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2020 4e kwartaal;2126;1467;1329;1255;433;822;74;70;2;3;0;1047;795;612;183;252;114;138;282;138;9.4;659;69.0;62.5
89;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2020;2125;1461;1328;1254;431;823;73;67;3;3;0;1039;772;579;193;267;124;143;289;133;9.1;664;68.7;62.5
90;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2021 1e kwartaal;2119;1633;1455;1389;245;1144;66;59;3;4;0;1098;787;538;249;311;153;158;357;178;10.9;486;77.1;68.7
91;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2021 2e kwartaal;2115;1665;1503;1433;254;1179;70;60;5;6;0;1138;806;537;269;332;158;174;365;162;9.7;449;78.8;71.1
92;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2021 3e kwartaal;2109;1708;1556;1487;267;1220;69;59;4;6;0;1166;790;506;284;377;193;184;389;153;8.9;400;81.0;73.8
93;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2021 4e kwartaal;2139;1699;1566;1500;285;1215;66;58;4;4;0;1189;861;587;274;328;165;163;377;133;7.8;440;79.4;73.2
94;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2021;2120;1676;1520;1452;263;1189;68;59;4;5;0;1148;811;542;269;337;167;170;372;156;9.3;444;79.1;71.7
95;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2022 1e kwartaal;2137;1708;1578;1510;304;1207;68;59;3;5;0;1210;883;612;271;326;167;159;368;130;7.6;429;79.9;73.9
96;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2003 1e kwartaal;1301;779;702;672;324;348;31;26;1;4;0;612;522;419;102;90;34;56;91;77;9.8;522;59.9;54.0
97;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2003 2e kwartaal;1343;832;746;718;346;372;28;23;0;5;0;643;538;424;114;105;44;61;103;86;10.3;510;62.0;55.6
98;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2003 3e kwartaal;1285;812;732;710;326;384;21;18;0;4;0;614;491;375;116;123;52;71;118;80;9.8;473;63.2;57.0
99;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2003 4e kwartaal;1316;780;702;679;335;343;23;19;0;4;0;614;520;417;103;94;35;59;88;78;10.0;536;59.3;53.3
100;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2003;1311;800;720;695;333;362;26;21;0;4;0;621;518;409;109;103;41;62;100;80;10.0;510;61.1;55.0
101;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2004 1e kwartaal;1332;764;683;658;328;330;24;21;0;3;0;598;515;413;102;83;30;53;85;81;10.6;569;57.3;51.2
102;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2004 2e kwartaal;1363;811;720;695;332;364;25;22;0;3;0;621;529;417;112;92;40;53;99;91;11.2;552;59.5;52.8
103;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2004 3e kwartaal;1329;805;718;696;306;390;22;18;0;3;0;597;484;374;110;113;53;60;121;87;10.8;524;60.6;54.0
104;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2004 4e kwartaal;1359;779;692;669;303;366;23;20;1;3;0;611;526;428;98;86;35;51;81;86;11.1;581;57.3;50.9
105;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2004;1346;790;703;680;317;362;24;20;0;3;0;607;514;408;105;93;39;54;96;86;10.9;556;58.7;52.2
106;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2005 1e kwartaal;1386;801;697;670;311;359;27;24;1;3;0;611;528;431;97;84;36;48;86;104;12.9;586;57.8;50.3
107;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2005 2e kwartaal;1404;842;738;708;314;394;29;24;1;5;0;638;539;432;107;99;46;53;100;104;12.4;561;60.0;52.6
108;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2005 3e kwartaal;1355;826;733;710;290;420;22;19;1;3;0;615;491;381;110;123;59;64;118;93;11.3;529;61.0;54.1
109;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2005 4e kwartaal;1390;815;722;698;305;393;23;20;1;2;0;636;543;434;108;93;38;55;86;94;11.5;574;58.7;51.9
110;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2005;1384;821;722;696;305;392;26;22;1;3;0;625;525;420;106;100;45;55;98;99;12.0;563;59.3;52.2
111;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2006 1e kwartaal;1408;816;719;694;302;391;26;21;1;4;0;632;545;438;107;87;35;52;87;96;11.8;592;57.9;51.1
112;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2006 2e kwartaal;1424;842;753;727;298;429;26;22;1;2;0;653;559;441;118;95;43;52;99;89;10.6;583;59.1;52.8
113;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2006 3e kwartaal;1403;862;778;755;292;462;23;18;1;4;0;645;528;400;128;117;58;59;132;84;9.7;542;61.4;55.4
114;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2006 4e kwartaal;1401;833;750;721;301;421;29;23;1;5;0;661;569;450;119;92;44;48;89;83;10.0;568;59.5;53.5
115;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2006;1409;838;750;724;298;426;26;21;1;4;0;648;550;432;118;98;45;53;102;88;10.5;571;59.5;53.2
116;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2007 1e kwartaal;1426;860;765;734;292;442;31;25;1;5;0;668;581;455;126;87;41;46;98;95;11.0;566;60.3;53.7
117;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2007 2e kwartaal;1442;901;809;779;298;481;30;24;1;5;0;706;598;458;140;108;56;53;103;92;10.2;541;62.5;56.1
118;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2007 3e kwartaal;1423;932;837;809;295;514;27;21;1;5;0;702;571;420;151;130;68;62;135;95;10.2;491;65.5;58.8
119;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2007 4e kwartaal;1423;889;805;777;304;474;28;24;0;3;0;709;610;472;138;99;45;54;96;84;9.4;535;62.4;56.6
120;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2007;1429;896;804;775;297;478;29;24;1;5;0;696;590;451;139;106;52;54;108;91;10.2;533;62.7;56.3
121;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2008 1e kwartaal;1452;911;823;792;312;480;31;27;0;4;0;729;627;480;146;102;44;58;94;88;9.6;541;62.7;56.7
122;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2008 2e kwartaal;1473;947;855;820;307;513;35;31;0;4;0;748;625;472;153;123;59;64;107;92;9.7;526;64.3;58.0
123;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2008 3e kwartaal;1452;951;866;836;310;526;30;25;0;4;1;731;580;429;151;151;76;75;135;85;8.9;501;65.5;59.7
124;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2008 4e kwartaal;1451;920;839;805;308;497;33;29;0;4;1;740;617;476;141;123;57;67;99;81;8.8;531;63.4;57.8
125;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2008;1457;932;846;813;309;504;32;28;0;4;1;737;612;464;148;125;59;66;109;86;9.3;525;64.0;58.1
126;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2009 1e kwartaal;1468;933;843;805;313;491;37;32;1;4;1;741;624;486;138;117;53;64;101;91;9.7;534;63.6;57.4
127;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2009 2e kwartaal;1479;959;865;830;319;511;35;30;0;5;0;763;636;481;155;127;59;67;102;93;9.7;520;64.8;58.5
128;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2009 3e kwartaal;1478;969;873;842;304;538;31;26;0;4;0;741;586;441;145;155;81;74;132;96;9.9;509;65.6;59.1
129;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2009 4e kwartaal;1484;929;829;796;296;500;33;28;0;5;0;738;624;494;131;113;54;59;92;100;10.7;555;62.6;55.9
