ID;Geslacht;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;Deeltijd_2;MinderDan20UurPerWeek_3;MinderDan12UurPerWeek_4;k_12Tot20UurPerWeek_5;k_20Tot35UurPerWeek_6;k_20Tot28UurPerWeek_7;k_28Tot35UurPerWeek_8;Voltijd_9;GemiddeldeArbeidsduurInUren_10
36;Totaal mannen en vrouwen;Totaal personen;2020 2e kwartaal;9051;4321;1546;994;552;2776;1289;1487;4730;31.3
37;Totaal mannen en vrouwen;Totaal personen;2020 3e kwartaal;9100;4322;1530;944;586;2792;1314;1478;4778;31.4
38;Totaal mannen en vrouwen;Totaal personen;2020 4e kwartaal;9138;4391;1584;1028;556;2807;1310;1497;4748;31.1
39;Totaal mannen en vrouwen;Totaal personen;2020;9116;4363;1568;999;569;2795;1296;1499;4753;31.2
40;Totaal mannen en vrouwen;Totaal personen;2021 1e kwartaal;9135;4422;1598;877;721;2824;1252;1572;4713;32.0
41;Totaal mannen en vrouwen;Totaal personen;2021 2e kwartaal;9207;4434;1571;866;704;2863;1272;1592;4773;32.1
42;Totaal mannen en vrouwen;Totaal personen;2021 3e kwartaal;9308;4457;1523;820;703;2934;1305;1629;4851;32.3
43;Totaal mannen en vrouwen;Totaal personen;2021 4e kwartaal;9368;4507;1561;879;682;2946;1293;1653;4860;32.1
44;Totaal mannen en vrouwen;Totaal personen;2021;9254;4455;1563;861;702;2892;1280;1611;4799;32.1
45;Totaal mannen en vrouwen;Totaal personen;2022 1e kwartaal;9412;4500;1555;886;670;2945;1279;1666;4912;32.1
46;Totaal mannen en vrouwen;Totaal personen;2022 2e kwartaal;9544;4571;1573;876;697;2998;1292;1706;4973;32.2
47;Totaal mannen en vrouwen;Totaal personen;2022 3e kwartaal;9573;4546;1494;827;667;3051;1313;1738;5027;32.4
48;Totaal mannen en vrouwen;Totaal personen;2022 4e kwartaal;9663;4636;1577;892;685;3059;1316;1743;5027;32.2
49;Totaal mannen en vrouwen;Totaal personen;2022;9548;4563;1550;870;680;3013;1300;1713;4985;32.2
50;Totaal mannen en vrouwen;Totaal personen;2023 1e kwartaal;9668;4655;1585;906;679;3070;1300;1770;5013;32.1
51;Totaal mannen en vrouwen;Totaal personen;2023 2e kwartaal;9731;4672;1576;885;692;3096;1337;1758;5059;32.1
52;Totaal mannen en vrouwen;Totaal personen;2023 3e kwartaal;9752;4658;1513;835;679;3145;1363;1782;5094;32.3
53;Totaal mannen en vrouwen;Totaal personen;2023 4e kwartaal;9796;4707;1576;895;681;3131;1350;1781;5089;32.1
54;Totaal mannen en vrouwen;Totaal personen;2023;9737;4673;1563;880;682;3110;1338;1773;5064;32.2
55;Totaal mannen en vrouwen;Totaal personen;2024 1e kwartaal;9767;4715;1594;909;686;3121;1344;1778;5051;32.0
56;Totaal mannen en vrouwen;Totaal personen;2024 2e kwartaal;9822;4741;1578;885;692;3164;1354;1810;5081;32.1
57;Totaal mannen en vrouwen;Totaal personen;2024 3e kwartaal;9792;4684;1513;830;684;3171;1353;1818;5108;32.2
58;Totaal mannen en vrouwen;Totaal personen;2024 4e kwartaal;9809;4729;1573;899;675;3156;1323;1833;5080;32.1
59;Totaal mannen en vrouwen;Totaal personen;2024;9798;4717;1565;881;684;3153;1343;1809;5080;32.1
60;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 1e kwartaal;1369;1042;786;627;158;256;141;115;327;18.7
61;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 2e kwartaal;1392;1066;802;628;174;263;130;134;326;18.8
62;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 3e kwartaal;1403;1054;755;582;173;299;155;144;349;19.8
63;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 4e kwartaal;1377;1063;806;640;166;257;114;143;314;18.6
64;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013;1385;1056;787;619;168;269;135;134;329;19.0
65;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 1e kwartaal;1332;1025;776;628;148;249;124;125;308;18.5
66;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 2e kwartaal;1355;1049;786;625;161;264;142;121;305;18.5
67;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 3e kwartaal;1389;1058;769;589;180;289;149;140;331;19.5
68;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 4e kwartaal;1375;1074;813;644;169;261;131;130;301;18.3
69;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014;1363;1051;786;621;164;266;137;129;311;18.7
70;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 1e kwartaal;1374;1086;822;658;164;264;132;131;289;18.1
71;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 2e kwartaal;1412;1107;836;655;181;271;138;133;305;18.4
72;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 3e kwartaal;1430;1096;779;585;194;316;162;154;334;19.7
73;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 4e kwartaal;1394;1088;824;643;181;264;136;129;305;18.4
74;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 ;1402;1094;815;635;180;279;142;137;308;18.6
75;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 1e kwartaal;1375;1078;822;647;175;256;129;127;298;18.2
76;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 2e kwartaal;1417;1118;833;647;187;284;153;131;299;18.4
77;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 3e kwartaal;1448;1121;792;591;200;329;173;156;327;19.5
78;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 4e kwartaal;1422;1105;838;652;186;268;124;144;317;18.7
79;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016;1415;1105;821;634;187;284;145;139;310;18.7
80;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 1e kwartaal;1410;1104;823;648;175;281;131;150;306;18.6
81;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 2e kwartaal;1451;1139;848;648;200;291;140;151;312;18.6
82;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 3e kwartaal;1498;1139;829;620;210;310;158;152;359;19.6
83;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 4e kwartaal;1481;1146;857;659;197;289;141;148;335;18.9
84;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017;1460;1132;839;644;195;293;143;150;328;18.9
85;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 1e kwartaal;1469;1153;862;661;201;292;140;152;315;18.7
86;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 2e kwartaal;1500;1171;850;641;208;321;159;161;330;19.1
87;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 3e kwartaal;1525;1161;822;620;202;339;180;159;365;19.8
88;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 4e kwartaal;1514;1185;876;672;203;309;148;161;330;18.8
89;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018;1502;1167;852;649;204;315;157;158;335;19.1
90;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 1e kwartaal;1507;1192;884;675;208;308;152;156;315;18.5
91;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 2e kwartaal;1545;1202;875;658;217;326;165;162;343;19.1
92;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 3e kwartaal;1558;1200;832;615;217;368;182;186;358;19.9
93;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 4e kwartaal;1548;1197;885;669;216;312;155;157;351;19.1
94;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019;1540;1198;869;654;215;329;164;165;342;19.2
95;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 1e kwartaal;1532;1204;885;681;204;319;148;171;328;18.7
96;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 2e kwartaal;1446;1132;825;628;198;307;154;154;313;18.8
97;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 3e kwartaal;1479;1147;804;587;217;343;175;169;332;19.7
98;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 4e kwartaal;1488;1159;866;672;195;293;141;151;329;18.6
99;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020;1486;1161;845;642;203;316;154;161;325;19.0
100;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 1e kwartaal;1455;1098;787;538;249;311;153;158;357;21.0
101;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 2e kwartaal;1503;1138;806;537;269;332;158;174;365;21.0
102;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 3e kwartaal;1556;1166;790;506;284;377;193;184;389;21.7
103;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 4e kwartaal;1565;1188;861;587;274;328;165;163;377;20.6
104;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;1520;1148;811;542;269;337;167;170;372;21.1
105;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 1e kwartaal;1578;1210;883;612;271;326;167;159;368;20.2
106;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 2e kwartaal;1629;1247;884;580;304;363;184;180;382;20.7
107;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 3e kwartaal;1630;1228;829;531;297;400;202;198;402;21.7
108;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 4e kwartaal;1648;1243;904;599;305;339;167;172;405;20.8
109;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022;1621;1232;875;581;294;357;180;177;389;20.9
110;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023 1e kwartaal;1633;1242;892;606;286;350;164;187;390;20.7
111;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023 2e kwartaal;1669;1269;872;581;291;397;200;197;400;21.2
112;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023 3e kwartaal;1667;1245;821;533;288;425;229;196;421;21.8
113;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023 4e kwartaal;1668;1263;886;593;292;377;190;187;405;21.0
114;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023;1659;1255;868;579;289;387;196;192;404;21.2
115;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024 1e kwartaal;1640;1263;893;599;294;370;181;189;376;20.6
116;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024 2e kwartaal;1670;1269;872;573;300;397;197;200;401;21.3
117;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024 3e kwartaal;1646;1247;820;530;290;427;215;212;399;21.8
118;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024 4e kwartaal;1657;1261;878;589;290;383;177;206;396;21.1
119;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024;1653;1260;866;573;293;394;192;202;393;21.2
120;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013 1e kwartaal;1701;629;168;86;82;460;219;241;1072;34.0
121;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013 2e kwartaal;1705;641;165;79;86;475;222;253;1064;33.9
122;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013 3e kwartaal;1697;621;159;84;75;461;217;245;1076;33.9
123;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013 4e kwartaal;1704;640;166;88;78;473;212;261;1065;33.7
124;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013;1702;632;165;84;80;468;217;250;1069;33.9
125;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014 1e kwartaal;1697;648;163;92;71;485;225;261;1049;33.6
126;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014 2e kwartaal;1700;648;166;90;76;482;220;262;1053;33.8
127;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014 3e kwartaal;1703;655;167;90;77;488;213;275;1047;33.8
128;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014 4e kwartaal;1717;652;165;92;73;487;225;262;1065;33.8
129;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014;1704;651;165;91;74;486;221;265;1054;33.8
130;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015 1e kwartaal;1704;645;165;88;77;480;227;253;1060;34.0
131;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015 2e kwartaal;1718;667;178;90;88;488;239;249;1051;33.7
132;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015 3e kwartaal;1715;658;172;88;84;486;236;250;1057;33.8
133;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015 4e kwartaal;1732;659;168;84;84;492;232;260;1073;34.0
134;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015 ;1717;657;171;87;83;486;233;253;1060;33.8
135;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016 1e kwartaal;1729;658;159;80;79;499;221;278;1071;34.1
136;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016 2e kwartaal;1733;647;159;77;82;488;213;275;1086;34.3
137;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016 3e kwartaal;1756;647;153;74;79;494;210;284;1108;34.5
138;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016 4e kwartaal;1780;671;155;77;79;516;226;290;1109;34.3
139;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016;1750;656;157;77;80;499;218;282;1094;34.3
140;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017 1e kwartaal;1780;668;154;78;76;514;229;286;1112;34.2
141;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017 2e kwartaal;1797;662;148;82;66;514;225;289;1135;34.6
142;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017 3e kwartaal;1806;659;133;71;62;526;233;293;1147;34.7
143;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017 4e kwartaal;1820;665;148;78;70;516;218;299;1155;34.4
144;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017;1801;664;146;77;69;518;226;292;1137;34.5
145;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018 1e kwartaal;1821;675;155;82;72;521;215;306;1146;34.4
146;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018 2e kwartaal;1841;684;148;78;70;536;216;320;1157;34.4
147;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018 3e kwartaal;1873;698;147;74;73;552;233;318;1175;34.4
148;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018 4e kwartaal;1885;693;138;63;75;555;239;316;1192;34.5
149;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018;1855;688;147;74;73;541;226;315;1167;34.4
150;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019 1e kwartaal;1869;692;139;69;70;553;238;315;1178;34.4
151;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019 2e kwartaal;1881;704;150;78;72;554;224;330;1177;34.3
152;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019 3e kwartaal;1894;716;149;72;76;568;230;338;1177;34.2
153;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019 4e kwartaal;1908;737;154;68;86;582;234;348;1171;34.2
154;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019;1888;712;148;72;76;564;231;333;1176;34.3
155;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020 1e kwartaal;1910;742;156;70;87;585;226;359;1168;34.2
156;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020 2e kwartaal;1901;729;161;82;79;568;226;342;1172;34.1
157;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020 3e kwartaal;1910;721;150;72;77;571;231;340;1188;34.2
158;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020 4e kwartaal;1936;733;144;69;75;590;231;358;1203;34.2
159;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020;1914;731;153;73;80;578;229;350;1183;34.2
160;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021 1e kwartaal;1940;721;143;58;86;578;204;374;1219;35.3
161;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021 2e kwartaal;1935;698;134;63;71;564;214;350;1238;35.5
162;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021 3e kwartaal;1948;709;132;61;71;577;211;366;1238;35.5
163;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021 4e kwartaal;1973;720;134;58;76;586;220;366;1253;35.4
164;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021;1949;712;136;60;76;576;212;364;1237;35.4
165;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 1e kwartaal;1981;701;129;53;76;572;205;367;1280;35.5
166;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 2e kwartaal;1993;708;135;59;76;573;208;365;1284;35.5
167;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 3e kwartaal;1995;702;118;54;64;584;213;371;1293;35.6
168;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 4e kwartaal;2007;735;127;56;72;608;228;380;1272;35.3
169;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022;1994;712;127;55;72;584;214;371;1282;35.5
170;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 1e kwartaal;2014;735;129;53;75;607;228;378;1279;35.5
171;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 2e kwartaal;2024;727;126;53;73;601;224;377;1297;35.5
172;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 3e kwartaal;2032;722;116;50;66;606;213;394;1310;35.7
173;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 4e kwartaal;2053;744;130;57;73;614;219;395;1309;35.5
174;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023;2031;732;125;53;72;607;221;386;1299;35.6
175;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 1e kwartaal;2050;740;125;56;69;615;217;398;1310;35.6
176;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 2e kwartaal;2065;738;130;54;75;608;210;399;1327;35.6
177;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 3e kwartaal;2063;745;126;53;73;619;211;408;1318;35.5
178;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 4e kwartaal;2077;749;124;57;67;624;225;399;1328;35.4
179;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024;2064;743;126;55;71;617;216;401;1321;35.5
180;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2013 1e kwartaal;3605;1406;362;161;200;1044;530;514;2199;33.9
181;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2013 2e kwartaal;3587;1401;352;157;195;1049;530;519;2185;33.9
182;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2013 3e kwartaal;3570;1376;344;162;183;1032;515;517;2193;33.9
183;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2013 4e kwartaal;3568;1394;349;166;183;1045;515;530;2173;33.9
184;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2013;3582;1394;352;162;190;1043;523;520;2188;33.9
185;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2014 1e kwartaal;3516;1383;352;177;175;1032;512;519;2133;33.8
186;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2014 2e kwartaal;3515;1377;346;163;183;1031;508;523;2138;33.9
187;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2014 3e kwartaal;3509;1362;338;156;182;1024;495;530;2147;34.1
188;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2014 4e kwartaal;3517;1372;332;160;171;1040;517;523;2146;34.0
189;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2014;3514;1374;342;164;178;1032;508;524;2141;34.0
190;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2015 1e kwartaal;3478;1362;330;158;172;1032;510;522;2116;34.0
191;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2015 2e kwartaal;3472;1364;344;161;182;1021;501;519;2107;34.0
192;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2015 3e kwartaal;3478;1352;343;162;181;1009;501;508;2126;34.0
193;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2015 4e kwartaal;3487;1365;337;154;184;1027;501;526;2122;34.0
194;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2015 ;3479;1361;338;159;180;1022;504;519;2118;34.0
195;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2016 1e kwartaal;3464;1352;315;144;171;1037;490;547;2112;34.2
196;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2016 2e kwartaal;3484;1336;310;143;168;1026;486;540;2148;34.3
197;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2016 3e kwartaal;3493;1337;297;136;161;1040;481;559;2156;34.5
198;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2016 4e kwartaal;3514;1364;302;142;160;1061;496;565;2150;34.3
199;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2016;3489;1347;306;141;165;1041;488;553;2142;34.3
200;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2017 1e kwartaal;3506;1343;293;133;160;1049;497;553;2163;34.3
201;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2017 2e kwartaal;3519;1340;292;137;155;1048;483;565;2179;34.5
202;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2017 3e kwartaal;3524;1332;268;123;145;1064;494;570;2192;34.6
203;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2017 4e kwartaal;3534;1356;285;137;148;1071;481;590;2179;34.3
