ID;TypeZelfstandige;Geslacht;BedrijfstakkenBranchesSBI2008;Kenmerken;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10;Zelfstandigen_11;GemiddeldPersoonlijkInkomen_12;MediaanPersoonlijkInkomen_13;GemiddeldInkomenAlsZelfstandige_14;MediaanInkomenAlsZelfstandige_15;GemiddeldGestandaardiseerdInkomen_16;MediaanGestandaardiseerdInkomen_17;ZelfstandigenMetBedrijfsvermogen_18;MediaanVermogen_19;MediaanBedrijfsvermogen_20
31;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: Jonger dan 25 jaar;2021;47.9;31.5;26.2;28.4;22.9;43.2;39.4;35.1;86.7;15.7;161.6;18.5;12.2;9.8;1.5;36.9;34.6;70.1;86.6;18.5
32;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: Jonger dan 25 jaar;2022;58.0;33.3;28.3;30.4;25.2;45.5;41.5;41.1;108.6;16.1;185.0;19.8;13.1;11.1;2.3;39.5;36.9;80.6;134.1;20.2
33;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: Jonger dan 25 jaar;2023;62.1;33.1;27.0;30.2;24.0;47.3;43.0;44.7;101.2;16.5;194.3;21.1;14.3;11.4;2.5;42.6;39.7;86.6;133.3;20.8
34;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2007;129.2;31.5;26.5;30.6;25.3;26.6;24.0;109.2;61.7;18.0;202.9;30.4;26.3;20.5;10.8;25.7;23.3;140.3;42.9;14.1
35;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2008;134.8;32.1;27.1;31.3;26.0;26.3;24.2;114.8;48.7;17.3;211.2;31.1;27.1;21.0;11.0;25.6;23.6;147.8;33.0;13.4
36;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2009;138.1;29.6;24.4;28.9;23.5;24.8;23.1;121.7;31.1;13.9;216.7;29.5;25.6;19.3;9.9;24.7;23.1;156.5;20.1;10.8
37;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2010;136.8;30.7;24.8;29.8;23.8;25.7;23.3;;;;218.4;30.3;25.9;19.6;10.3;25.2;23.1;;;
38;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2011;155.0;32.1;26.5;31.3;25.4;28.6;26.2;128.0;24.3;13.2;238.9;31.8;27.8;21.3;12.0;28.0;25.9;159.9;14.5;10.8
39;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2012;158.2;31.1;25.0;30.4;24.1;28.3;25.7;131.0;16.3;13.2;242.6;31.4;26.8;20.8;11.4;27.9;25.7;163.7;8.3;10.9
40;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2013;161.1;30.4;24.1;29.6;23.1;28.0;25.5;132.1;8.1;12.7;247.7;30.8;26.2;20.2;11.0;27.8;25.7;164.8;2.4;10.5
41;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2014;168.0;31.5;25.0;30.5;23.8;30.2;26.8;135.8;9.0;12.3;254.0;31.6;26.7;21.2;12.0;29.6;26.9;169.3;3.6;10.2
42;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2015;175.2;32.7;25.9;31.6;24.7;30.5;27.7;138.5;13.9;13.0;263.9;32.5;27.4;22.1;12.5;30.1;27.7;174.0;8.0;10.7
43;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2016;180.4;34.1;27.3;32.9;25.9;32.5;29.5;145.4;20.6;13.7;270.4;33.7;28.5;23.1;13.5;31.9;29.4;182.8;13.8;11.3
44;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2017;185.3;35.5;28.8;34.2;27.2;33.9;30.7;149.9;30.7;14.9;280.2;34.8;29.7;23.8;14.1;33.2;30.4;189.5;23.1;12.2
45;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2018;193.1;37.4;30.7;36.0;29.2;34.9;31.7;156.6;43.2;15.5;293.7;36.5;31.3;25.0;15.0;34.0;31.3;197.5;33.9;12.8
46;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2019;202.8;39.2;32.5;37.8;30.9;37.3;33.2;165.7;56.6;16.0;307.6;38.1;32.9;26.2;16.3;36.3;32.8;207.5;45.9;13.5
47;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2020;202.7;40.8;33.9;38.2;31.2;38.8;35.0;168.0;70.3;17.1;319.3;39.0;33.4;25.6;14.3;37.3;34.2;217.1;54.9;14.1
48;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2021;212.8;43.1;36.3;40.8;34.1;40.4;36.6;175.2;86.7;18.1;341.4;41.5;36.2;27.0;15.7;39.2;36.1;225.4;69.5;14.9
49;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2022;232.5;45.3;39.1;43.2;36.9;42.3;38.4;188.0;117.4;18.7;362.4;44.1;39.2;29.5;19.5;41.3;38.2;239.6;99.5;15.7
50;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2023;241.2;46.8;40.1;44.9;38.4;43.8;40.1;198.7;107.7;19.7;379.6;46.1;41.0;30.5;18.7;43.3;40.3;253.2;89.8;16.6
51;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2007;319.2;38.2;30.4;37.7;30.0;28.9;24.4;272.6;173.8;30.9;435.3;37.7;30.5;28.6;17.3;28.0;23.8;327.4;150.0;25.1
52;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2008;328.0;39.3;31.6;39.2;31.3;28.1;24.8;283.3;157.3;30.8;446.7;38.8;31.6;29.7;18.0;27.5;24.3;339.9;133.0;24.9
53;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2009;326.8;36.9;28.9;36.9;28.8;26.6;23.9;292.5;126.7;27.0;445.1;37.1;30.0;27.9;16.3;26.4;23.8;350.7;105.4;21.7
54;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2010;313.1;38.4;30.0;38.3;29.9;27.4;24.2;;;;431.9;38.4;31.0;28.7;17.5;27.1;24.1;;;
55;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2011;329.1;39.5;31.6;39.9;31.5;31.2;27.4;291.2;117.4;25.4;449.2;39.6;32.4;30.1;19.0;30.6;27.1;347.0;97.1;21.0
56;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2012;322.8;39.0;30.4;39.4;30.3;31.0;27.1;286.9;93.0;25.1;439.0;39.4;31.8;29.8;18.4;30.5;26.9;341.7;74.1;20.8
57;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2013;314.1;38.9;30.0;39.0;29.8;30.5;26.8;278.6;63.0;24.5;426.4;39.5;31.6;29.7;18.2;30.2;26.9;331.9;46.1;20.3
58;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2014;309.1;40.1;31.3;40.2;31.0;34.1;28.2;272.5;57.0;23.5;415.8;40.7;32.7;30.9;19.5;33.4;28.2;324.4;42.4;19.5
59;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2015;303.4;41.2;32.5;41.3;32.1;32.3;28.7;263.6;60.7;23.9;405.6;41.8;33.8;31.9;20.3;32.2;28.8;313.7;46.9;20.0
60;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2016;298.1;43.3;34.5;43.3;34.1;35.0;30.6;261.4;67.5;24.8;397.4;43.6;35.4;33.6;22.0;34.6;30.5;311.2;53.8;20.9
61;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2017;292.1;45.6;36.3;45.1;35.8;36.8;31.9;257.6;83.7;26.9;392.9;45.7;37.1;34.7;23.1;36.2;31.8;308.1;68.8;22.7
62;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2018;290.2;47.0;38.2;46.8;37.6;37.9;32.7;255.9;104.3;28.1;392.2;46.9;38.8;35.9;24.3;37.2;32.5;306.4;88.3;23.6
63;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2019;292.0;48.6;39.8;48.3;39.2;41.6;34.2;258.1;125.5;29.4;393.7;48.6;40.3;37.2;25.7;40.5;34.0;308.4;110.3;24.9
64;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2020;290.0;49.5;40.5;48.4;39.2;41.3;35.5;258.2;148.3;31.1;397.5;49.2;40.6;36.6;24.0;40.3;35.1;312.9;130.2;26.1
65;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2021;297.1;52.2;43.2;51.5;42.5;43.1;37.0;263.7;181.3;32.8;412.0;52.2;43.6;38.7;26.3;42.3;36.9;319.0;163.8;27.7
66;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2022;312.9;54.3;46.0;53.5;45.3;44.9;38.9;274.3;249.9;35.4;428.7;54.6;46.5;40.7;30.0;44.3;38.9;330.3;233.5;30.2
67;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2023;323.2;56.1;47.9;55.6;47.6;46.8;40.5;286.3;255.0;37.0;446.3;56.9;48.8;42.1;31.0;46.4;40.9;344.7;237.5;31.5
68;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2007;297.8;40.5;29.8;40.0;29.0;34.6;28.0;249.5;281.1;40.1;416.0;40.7;31.2;29.7;15.6;33.2;27.4;302.0;246.8;31.9
69;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2008;315.3;41.4;30.5;41.2;30.0;32.9;28.4;265.9;266.4;40.4;439.6;41.6;31.8;30.7;16.2;32.1;27.9;322.0;231.7;31.7
70;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2009;327.4;39.3;28.3;39.3;28.0;31.1;27.3;286.0;237.7;36.7;457.8;40.1;30.6;29.0;15.0;30.7;27.2;347.6;204.5;28.5
71;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2010;327.5;40.9;30.1;40.9;29.9;31.8;27.6;;;;460.9;41.5;31.9;30.1;16.8;31.2;27.4;;;
72;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2011;334.2;41.4;31.2;42.0;31.0;36.5;31.2;297.0;229.2;35.4;465.5;42.3;33.1;31.1;18.0;35.5;30.8;360.4;198.2;28.0
73;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2012;343.9;40.8;30.3;41.2;30.0;36.2;30.8;308.0;205.3;35.4;475.1;41.9;32.5;30.9;17.9;35.3;30.5;372.8;175.7;27.9
74;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2013;354.0;40.7;30.0;40.7;29.8;35.3;30.4;317.0;171.7;35.3;484.6;42.1;32.3;30.9;18.0;34.8;30.3;382.6;143.9;28.3
75;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2014;366.7;41.7;31.4;41.8;31.1;40.4;31.8;329.0;164.5;34.4;495.6;43.2;33.4;32.2;19.5;39.1;31.6;395.4;138.9;27.6
76;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2015;380.3;42.7;32.5;42.8;32.2;36.7;32.0;338.7;168.7;35.4;508.4;44.1;34.1;33.2;20.4;36.5;31.9;405.8;145.0;28.8
77;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2016;391.5;44.6;34.8;44.6;34.4;39.7;34.0;352.5;176.4;37.6;518.1;45.8;35.8;34.9;22.4;39.1;33.7;421.1;153.4;31.0
78;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2017;395.2;47.1;36.7;46.5;36.2;41.6;35.4;357.8;191.2;40.0;527.9;49.5;37.9;36.6;24.1;41.5;35.2;431.7;170.6;34.1
79;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2018;401.1;48.5;38.8;48.6;38.4;43.4;36.2;364.8;219.6;43.9;532.6;49.4;39.5;37.9;25.4;42.4;35.8;436.4;193.1;36.6
80;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2019;399.4;50.5;40.8;50.5;40.4;50.3;38.2;365.2;246.8;47.6;529.6;51.3;41.3;39.5;27.0;48.4;37.8;436.2;218.8;39.8
81;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2020;388.0;51.4;41.5;50.7;40.5;48.0;39.7;356.7;276.1;52.0;518.4;52.2;41.7;39.3;25.9;46.6;39.1;431.0;244.1;42.6
82;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2021;383.4;55.0;44.9;54.6;44.7;50.3;41.8;352.0;317.1;55.8;518.8;55.9;45.1;41.9;28.6;49.0;41.4;424.7;283.6;46.4
83;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2022;381.6;57.7;48.0;57.5;48.0;53.5;44.2;348.9;403.9;62.1;511.3;58.7;48.2;44.6;32.2;52.2;43.8;418.9;370.1;52.0
84;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2023;375.2;59.9;50.6;60.0;50.9;56.7;46.4;344.6;415.1;66.1;506.6;61.3;51.0;46.3;34.6;55.4;46.4;413.3;377.6;55.6
85;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2007;209.5;37.8;24.9;36.3;23.1;38.6;29.1;167.6;374.7;47.6;312.1;40.7;29.5;25.9;10.9;37.0;28.7;209.6;333.1;38.0
86;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2008;221.6;37.7;24.5;36.5;23.0;35.8;29.4;175.8;354.5;47.1;331.4;40.7;29.5;26.0;10.8;35.0;29.2;220.8;312.7;36.7
87;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2009;226.7;36.0;22.7;34.8;21.4;34.1;28.5;184.8;326.5;43.8;342.2;39.5;28.3;24.6;10.0;33.8;28.7;233.7;285.6;34.2
88;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2010;219.8;38.2;25.4;36.9;24.1;35.2;29.3;;;;338.4;41.1;30.1;25.6;11.5;34.4;29.1;;;
89;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2011;212.5;38.9;26.4;37.8;24.8;41.1;33.4;182.5;326.1;43.9;328.5;42.4;31.4;26.2;11.8;39.8;32.9;236.4;284.4;33.8
90;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2012;214.5;38.1;25.6;36.9;24.1;40.5;32.8;186.0;300.4;42.9;327.0;41.8;30.7;25.9;12.0;39.5;32.6;240.0;261.3;32.9
91;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2013;218.9;37.9;25.3;36.5;24.0;38.8;32.2;190.5;265.5;42.3;326.4;42.1;30.5;26.2;12.5;38.6;32.4;244.1;229.3;32.8
92;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2014;228.5;39.6;26.5;38.2;25.0;45.2;33.7;200.3;257.2;40.4;332.6;43.6;31.1;28.0;13.7;43.9;33.7;253.2;224.7;31.6
93;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2015;239.4;39.2;27.2;38.1;25.8;39.5;33.9;209.6;263.2;41.3;340.7;42.9;31.3;28.4;14.8;39.5;34.0;261.8;231.3;32.8
94;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2016;251.5;40.7;29.1;39.7;27.6;42.3;35.8;222.7;273.6;43.7;351.0;43.9;32.7;30.0;16.5;41.8;35.7;275.2;242.6;34.8
