ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDatHeeftVerzuimd_2;GemiddeldeVerzuimfrequentie_3;GemiddeldeVerzuimduur_4;k_1Tot5Werkdagen_5;k_5Tot20Werkdagen_6;k_20Tot210Werkdagen_7;k_210WerkdagenOfMeer_8;JaHoofdzakelijkGevolgVanMijnWerk_9;JaVoorEenDeelGevolgVanMijnWerk_10;NeeGeenGevolgVanMijnWerk_11;WeetNiet_12
21;Totaal;Bovengrens 95%-interval;2015;4.1;45.4;1.1;7.2;68.4;19.8;12.1;1.1;8.3;14.0;73.4;5.8
22;Totaal;Bovengrens 95%-interval;2016;3.9;46.1;1.1;7.0;69.1;19.4;11.8;1.1;8.8;15.3;72.1;5.4
23;Totaal;Bovengrens 95%-interval;2017;4.1;44.5;1.1;7.2;70.4;18.6;11.2;1.2;9.5;15.1;71.1;5.8
24;Totaal;Bovengrens 95%-interval;2018;4.5;48.4;1.3;7.8;68.6;19.7;11.8;1.2;9.7;15.3;70.6;5.7
25;Totaal;Bovengrens 95%-interval;2019;4.6;47.3;1.3;8.1;68.9;18.8;12.3;1.4;9.5;15.4;70.0;6.5
26;Totaal;Bovengrens 95%-interval;2020;4.5;44.0;1.2;7.7;65.4;22.0;12.6;1.3;9.4;14.2;70.7;7.1
27;Totaal;Bovengrens 95%-interval;2021;4.8;44.1;1.2;8.3;63.1;22.9;13.9;1.6;10.2;15.0;68.6;7.7
28;Totaal;Bovengrens 95%-interval;2022;5.3;58.0;1.6;9.3;64.5;26.4;9.2;1.1;7.5;12.0;74.4;7.3
29;Totaal;Bovengrens 95%-interval;2023;4.9;51.2;1.4;8.4;69.4;21.1;9.5;1.2;7.4;12.6;74.2;7.1
30;Herkomst: geboren in Nederland;Waarde;2014;3.7;43.4;1.0;6.5;69.4;19.1;10.5;1.0;8.0;14.6;72.8;4.6
31;Herkomst: geboren in Nederland;Waarde;2015;4.0;45.5;1.0;7.0;68.0;19.1;11.9;1.0;7.6;13.3;74.1;5.0
32;Herkomst: geboren in Nederland;Waarde;2016;3.9;46.2;1.1;6.8;68.9;18.6;11.4;1.1;8.0;14.6;73.0;4.5
33;Herkomst: geboren in Nederland;Waarde;2017;4.0;44.3;1.0;7.1;69.7;18.2;11.0;1.1;8.5;14.3;72.3;4.9
34;Herkomst: geboren in Nederland;Waarde;2018;4.4;48.6;1.2;7.6;68.3;19.1;11.6;1.1;8.6;14.5;72.2;4.7
35;Herkomst: geboren in Nederland;Waarde;2019;4.6;47.5;1.2;8.0;68.5;18.1;12.1;1.3;8.5;14.7;71.5;5.3
36;Herkomst: geboren in Nederland;Waarde;2020;4.4;44.3;1.2;7.6;65.0;21.2;12.6;1.2;8.4;13.6;71.9;6.1
37;Herkomst: geboren in Nederland;Waarde;2021;4.7;44.1;1.2;8.2;62.5;22.3;13.7;1.5;9.2;14.1;70.2;6.6
38;Herkomst: geboren in Nederland;Waarde;2022;5.3;57.9;1.5;9.2;64.1;25.7;9.2;1.1;6.8;11.2;75.5;6.5
39;Herkomst: geboren in Nederland;Waarde;2023;4.9;50.6;1.4;8.3;68.9;20.4;9.5;1.2;6.5;11.7;75.9;5.9
40;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2014;3.6;42.8;1.0;6.2;68.8;18.6;10.1;0.9;7.7;14.2;72.2;4.3
41;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2015;3.9;44.9;1.0;6.8;67.4;18.7;11.5;0.9;7.3;12.9;73.5;4.8
42;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2016;3.7;45.7;1.1;6.6;68.4;18.2;11.0;1.0;7.7;14.1;72.4;4.2
43;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2017;3.9;43.8;1.0;6.8;69.2;17.7;10.6;1.0;8.1;13.8;71.8;4.7
44;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2018;4.3;48.1;1.2;7.4;67.8;18.7;11.3;1.0;8.3;14.2;71.7;4.5
45;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2019;4.4;47.0;1.2;7.7;68.0;17.7;11.7;1.1;8.2;14.4;71.0;5.0
46;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2020;4.3;43.9;1.1;7.4;64.5;20.8;12.2;1.1;8.1;13.3;71.4;5.8
47;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2021;4.6;43.6;1.1;7.9;61.9;21.8;13.3;1.4;8.8;13.7;69.7;6.3
48;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2022;5.2;57.5;1.5;8.9;63.6;25.3;8.9;1.0;6.6;10.9;75.0;6.2
49;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2023;4.7;50.1;1.3;8.1;68.4;20.0;9.2;1.1;6.3;11.3;75.5;5.7
50;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2014;3.9;44.0;1.1;6.7;70.0;19.6;10.9;1.1;8.3;15.1;73.4;4.9
51;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2015;4.2;46.0;1.1;7.3;68.5;19.6;12.3;1.2;7.9;13.7;74.6;5.3
52;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2016;4.0;46.7;1.2;7.0;69.4;19.1;11.8;1.2;8.3;15.0;73.5;4.8
53;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2017;4.2;44.8;1.1;7.3;70.3;18.6;11.3;1.3;8.8;14.7;72.9;5.2
54;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2018;4.5;49.0;1.3;7.9;68.7;19.5;11.9;1.2;8.9;14.9;72.6;4.9
55;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2019;4.7;47.9;1.3;8.2;69.0;18.6;12.4;1.4;8.8;15.1;72.0;5.5
56;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2020;4.5;44.8;1.2;7.8;65.5;21.7;12.9;1.4;8.7;14.0;72.4;6.4
57;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2021;4.9;44.6;1.2;8.4;63.1;22.8;14.1;1.7;9.5;14.5;70.7;6.9
58;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2022;5.5;58.4;1.5;9.4;64.6;26.1;9.5;1.2;7.1;11.6;75.9;6.7
59;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2023;5.0;51.0;1.4;8.5;69.4;20.8;9.8;1.3;6.8;12.0;76.3;6.2
60;Herkomst: geboren buiten Nederland;Waarde;2014;3.4;39.5;1.0;6.0;69.5;19.8;9.5;1.2;13.0;18.7;57.1;11.2
61;Herkomst: geboren buiten Nederland;Waarde;2015;3.4;40.5;1.0;6.1;67.3;21.9;9.9;0.9;11.6;16.3;61.7;10.4
62;Herkomst: geboren buiten Nederland;Waarde;2016;3.4;41.3;1.0;6.5;66.2;21.7;11.4;0.7;12.7;17.5;59.3;10.5
63;Herkomst: geboren buiten Nederland;Waarde;2017;3.5;42.0;1.1;6.3;71.1;18.3;9.9;0.7;15.1;18.1;55.9;10.9
64;Herkomst: geboren buiten Nederland;Waarde;2018;3.9;43.4;1.2;7.1;67.5;21.1;10.5;1.0;15.6;18.3;54.6;11.5
65;Herkomst: geboren buiten Nederland;Waarde;2019;3.8;42.4;1.2;7.0;68.0;20.1;10.8;1.1;14.9;17.3;54.2;13.6
66;Herkomst: geboren buiten Nederland;Waarde;2020;3.8;38.6;1.1;6.9;64.3;24.7;10.2;0.9;14.6;15.4;57.5;12.5
67;Herkomst: geboren buiten Nederland;Waarde;2021;4.0;40.1;1.1;7.3;63.0;23.5;12.4;1.2;15.1;18.3;53.1;13.4
68;Herkomst: geboren buiten Nederland;Waarde;2022;4.5;55.6;1.6;8.3;64.0;27.4;7.7;0.9;10.0;14.1;64.9;10.9
69;Herkomst: geboren buiten Nederland;Waarde;2023;4.2;52.1;1.6;7.8;69.3;22.4;7.3;0.9;10.6;15.8;61.4;12.3
70;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2014;3.0;37.6;0.9;5.3;67.4;18.1;8.3;0.8;11.6;17.0;54.9;9.9
71;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2015;3.0;38.9;0.9;5.4;65.3;20.2;8.7;0.6;10.4;14.8;59.6;9.2
72;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2016;3.0;39.6;0.9;5.7;64.3;20.1;10.2;0.5;11.5;16.0;57.3;9.3
73;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2017;3.1;40.3;1.0;5.6;69.3;16.8;8.8;0.4;13.7;16.6;53.9;9.7
74;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2018;3.6;42.0;1.1;6.4;65.8;19.7;9.5;0.7;14.4;17.0;52.9;10.5
75;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2019;3.4;41.0;1.1;6.3;66.4;18.7;9.8;0.8;13.8;16.0;52.4;12.4
76;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2020;3.4;37.2;1.0;6.3;62.6;23.2;9.2;0.6;13.5;14.2;55.8;11.4
77;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2021;3.6;38.6;1.0;6.5;61.1;21.9;11.2;0.9;13.9;16.9;51.2;12.2
78;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2022;4.1;54.2;1.5;7.6;62.5;26.0;6.9;0.6;9.1;13.1;63.4;10.0
79;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2023;3.8;50.8;1.5;7.1;67.9;21.2;6.6;0.7;9.7;14.7;59.9;11.4
80;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2014;3.8;41.3;1.1;6.8;71.5;21.6;10.8;1.8;14.6;20.5;59.3;12.7
81;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2015;3.8;42.2;1.1;6.8;69.2;23.7;11.2;1.4;13.0;17.9;63.7;11.8
82;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2016;3.8;43.0;1.1;7.2;68.1;23.4;12.7;1.1;14.1;19.1;61.2;11.8
83;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2017;3.8;43.7;1.2;7.0;72.9;19.9;11.2;1.0;16.5;19.7;57.9;12.2
84;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2018;4.3;44.9;1.3;7.7;69.1;22.5;11.6;1.3;16.9;19.7;56.3;12.7
85;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2019;4.1;43.9;1.3;7.6;69.7;21.6;11.9;1.5;16.2;18.6;55.9;14.9
86;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2020;4.2;40.0;1.2;7.6;65.9;26.2;11.3;1.2;15.9;16.6;59.2;13.7
87;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2021;4.4;41.6;1.2;8.0;64.8;25.1;13.6;1.6;16.5;19.9;54.9;14.8
88;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2022;4.9;56.9;1.7;9.0;65.5;28.8;8.6;1.2;11.0;15.3;66.4;11.9
89;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2023;4.5;53.4;1.7;8.4;70.6;23.7;8.2;1.3;11.5;16.9;62.8;13.3
90;Herkomst: geb. in NL, ouders in NL;Waarde;2014;3.7;42.8;1.0;6.5;69.2;19.1;10.7;1.0;7.9;14.6;73.0;4.5
91;Herkomst: geb. in NL, ouders in NL;Waarde;2015;4.0;45.1;1.0;7.1;67.4;19.3;12.2;1.0;7.7;13.2;74.3;4.8
92;Herkomst: geb. in NL, ouders in NL;Waarde;2016;3.9;46.0;1.1;6.9;68.5;18.7;11.7;1.1;8.0;14.3;73.3;4.4
93;Herkomst: geb. in NL, ouders in NL;Waarde;2017;4.1;43.8;1.0;7.1;69.3;18.4;11.1;1.2;8.4;14.0;72.7;4.8
94;Herkomst: geb. in NL, ouders in NL;Waarde;2018;4.4;48.3;1.2;7.7;67.9;19.2;11.8;1.1;8.6;14.5;72.5;4.5
95;Herkomst: geb. in NL, ouders in NL;Waarde;2019;4.6;46.9;1.2;8.1;68.0;18.3;12.5;1.3;8.4;14.7;71.9;5.1
96;Herkomst: geb. in NL, ouders in NL;Waarde;2020;4.4;44.0;1.2;7.6;64.5;21.3;12.9;1.2;8.3;13.5;72.3;5.8
97;Herkomst: geb. in NL, ouders in NL;Waarde;2021;4.7;43.6;1.2;8.1;62.2;22.4;13.9;1.5;9.1;14.0;70.4;6.4
98;Herkomst: geb. in NL, ouders in NL;Waarde;2022;5.3;57.8;1.5;9.1;63.8;25.8;9.3;1.1;6.7;11.2;76.0;6.2
99;Herkomst: geb. in NL, ouders in NL;Waarde;2023;4.9;50.1;1.3;8.3;68.7;20.4;9.7;1.2;6.4;11.6;76.2;5.8
100;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2014;3.6;42.2;1.0;6.2;68.5;18.6;10.3;0.9;7.5;14.1;72.4;4.2
101;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2015;3.9;44.6;1.0;6.8;66.9;18.8;11.8;0.9;7.4;12.8;73.7;4.6
102;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2016;3.8;45.4;1.1;6.6;67.9;18.2;11.2;1.0;7.7;13.9;72.7;4.1
103;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2017;3.9;43.3;1.0;6.9;68.7;18.0;10.7;1.0;8.1;13.6;72.2;4.5
104;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2018;4.3;47.8;1.2;7.4;67.4;18.8;11.5;1.0;8.3;14.1;72.0;4.3
105;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2019;4.5;46.4;1.2;7.8;67.5;17.8;12.1;1.2;8.1;14.3;71.4;4.8
106;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2020;4.3;43.5;1.1;7.4;64.0;20.8;12.5;1.1;8.0;13.2;71.8;5.6
107;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2021;4.6;43.1;1.1;7.9;61.6;21.9;13.5;1.4;8.8;13.6;69.9;6.1
108;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2022;5.2;57.3;1.4;8.8;63.3;25.3;9.0;1.0;6.4;10.8;75.5;6.0
109;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2023;4.7;49.6;1.3;8.1;68.2;20.0;9.4;1.1;6.2;11.2;75.7;5.6
110;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2014;3.9;43.4;1.0;6.7;69.8;19.7;11.1;1.1;8.3;15.0;73.6;4.8
111;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2015;4.2;45.7;1.0;7.3;68.0;19.8;12.6;1.2;8.0;13.6;74.8;5.1
112;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2016;4.0;46.5;1.1;7.1;69.1;19.3;12.1;1.2;8.4;14.8;73.8;4.7
113;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2017;4.2;44.4;1.1;7.4;69.8;18.9;11.5;1.3;8.8;14.5;73.3;5.1
114;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2018;4.6;48.7;1.3;7.9;68.4;19.6;12.2;1.2;8.9;14.9;72.9;4.7
115;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2019;4.8;47.3;1.2;8.3;68.5;18.7;12.8;1.4;8.7;15.0;72.4;5.3
116;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2020;4.6;44.5;1.2;7.9;65.1;21.8;13.3;1.4;8.6;13.9;72.8;6.1
117;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2021;4.9;44.1;1.2;8.4;62.8;22.9;14.4;1.7;9.5;14.5;71.0;6.7
118;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2022;5.4;58.2;1.5;9.3;64.3;26.2;9.6;1.2;7.0;11.5;76.4;6.4
119;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2023;5.0;50.6;1.4;8.6;69.1;20.8;10.0;1.3;6.7;11.9;76.6;6.1
120;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2014;4.2;47.9;1.2;7.7;68.1;20.8;10.0;1.1;9.4;15.1;71.1;4.4
121;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2015;4.3;45.6;1.2;7.5;66.0;21.0;11.5;1.5;7.3;13.7;74.3;4.6
122;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2016;3.9;47.7;1.2;6.9;67.4;19.7;11.8;1.2;6.3;16.5;72.6;4.7
123;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2017;4.3;47.4;1.1;7.8;66.8;18.7;13.8;0.6;10.1;14.2;69.0;6.7
124;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2018;4.9;49.6;1.2;8.7;67.8;19.2;11.4;1.5;8.6;15.2;70.7;5.5
125;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2019;4.2;50.0;1.3;7.0;68.5;19.8;10.5;1.2;9.1;14.7;71.6;4.7
126;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2020;4.6;46.7;1.2;7.8;62.0;23.6;12.4;2.1;10.1;14.9;68.7;6.3
127;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2021;5.1;47.8;1.4;9.2;64.9;20.8;12.4;1.8;9.3;12.7;72.7;5.3
128;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2022;5.6;58.6;1.8;9.7;66.8;24.3;7.8;1.0;6.6;11.4;74.4;7.6
129;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2023;5.3;52.3;1.4;8.9;67.7;20.3;10.4;1.5;6.6;11.4;75.8;6.2
130;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2014;3.3;44.4;1.0;5.8;64.2;17.8;7.9;0.5;7.3;12.4;67.4;3.1
131;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2015;3.5;42.5;1.0;6.0;62.5;18.3;9.5;0.8;5.7;11.5;71.1;3.3
132;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2016;3.1;44.6;1.0;5.5;64.1;17.0;9.7;0.6;4.8;14.1;69.4;3.4
133;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2017;3.5;44.1;0.9;6.3;63.1;15.9;11.5;0.3;8.0;11.8;65.4;5.0
134;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2018;4.0;46.7;1.0;7.2;64.6;16.7;9.5;0.8;6.9;12.9;67.6;4.2
135;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2019;3.5;47.2;1.1;5.8;65.4;17.3;8.7;0.7;7.4;12.6;68.7;3.5
136;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2020;3.8;43.8;1.0;6.4;58.6;20.8;10.4;1.3;8.3;12.7;65.6;4.8
137;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2021;4.1;44.7;1.1;7.4;61.5;18.1;10.3;1.1;7.5;10.5;69.4;4.0
138;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2022;4.8;55.9;1.5;8.2;63.9;21.8;6.4;0.6;5.3;9.6;71.7;6.1
139;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2023;4.4;49.5;1.2;7.5;64.8;17.9;8.7;1.0;5.3;9.6;73.1;4.9
140;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2014;5.2;51.5;1.5;9.6;71.7;24.3;12.6;2.5;11.9;18.2;74.6;6.3
141;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2015;5.1;48.7;1.3;8.9;69.3;24.1;13.9;2.6;9.4;16.3;77.3;6.4
142;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2016;4.7;50.9;1.4;8.4;70.6;22.6;14.2;2.2;8.1;19.2;75.5;6.3
143;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2017;5.1;50.7;1.3;9.2;70.3;21.9;16.7;1.5;12.5;17.0;72.4;9.0
144;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2018;5.7;52.5;1.4;10.3;70.9;22.1;13.8;2.6;10.7;17.7;73.6;7.1
145;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2019;4.9;52.8;1.5;8.2;71.5;22.6;12.7;2.1;11.0;17.0;74.3;6.2
146;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2020;5.4;49.6;1.3;9.2;65.2;26.6;14.8;3.2;12.3;17.4;71.6;8.1
147;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2021;6.0;50.9;1.6;10.9;68.2;23.8;14.9;3.0;11.6;15.3;75.7;7.1
148;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2022;6.5;61.3;2.0;11.2;69.6;27.0;9.6;1.8;8.3;13.4;77.0;9.4
149;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2023;6.1;55.1;1.6;10.4;70.6;22.9;12.4;2.4;8.2;13.5;78.3;7.8
150;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2014;3.7;49.1;1.4;6.3;73.8;17.6;7.9;0.7;8.8;15.1;70.6;5.5
151;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2015;3.8;49.7;1.2;6.6;76.2;15.3;7.5;0.9;6.9;14.8;70.8;7.5
152;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2016;3.5;48.6;1.3;5.8;74.8;16.6;7.9;0.7;8.3;16.9;69.1;5.7
153;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2017;3.7;48.8;1.2;5.9;76.5;14.8;7.9;0.8;8.5;16.8;68.7;5.9
154;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2018;4.1;51.6;1.4;7.1;72.7;17.5;8.9;0.9;8.8;14.8;69.4;7.0
155;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2019;4.1;53.4;1.5;7.0;74.9;16.0;8.3;0.8;9.4;15.6;67.1;8.0
156;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2020;4.1;46.8;1.2;7.2;71.0;19.3;8.8;0.9;8.3;14.3;68.1;9.2
157;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2021;4.7;48.4;1.3;8.1;65.3;21.5;11.5;1.7;9.2;14.9;66.8;9.0
158;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2022;5.7;59.6;1.6;9.7;65.8;25.2;8.0;0.9;8.0;12.1;70.9;8.9
159;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2023;4.7;54.6;1.6;7.9;71.8;20.5;7.0;0.7;7.5;12.6;73.1;6.8
160;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2014;3.1;46.4;1.1;5.3;71.1;15.4;6.5;0.4;7.3;13.0;67.8;4.1
161;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2015;3.3;47.4;1.1;5.6;74.0;13.6;6.3;0.6;5.7;13.1;68.4;6.2
162;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2016;3.0;46.4;1.1;5.0;72.6;14.8;6.7;0.4;7.0;15.1;66.8;4.6
163;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2017;3.2;46.6;1.1;5.1;74.3;13.1;6.7;0.5;7.2;15.0;66.3;4.9
164;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2018;3.7;49.7;1.3;6.3;70.8;15.9;7.8;0.6;7.7;13.4;67.4;6.0
165;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2019;3.6;51.5;1.3;6.2;73.0;14.5;7.2;0.5;8.2;14.1;65.0;6.8
166;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2020;3.6;45.0;1.1;6.3;69.0;17.6;7.7;0.6;7.2;12.9;66.1;8.0
167;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2021;4.2;46.3;1.2;7.1;63.0;19.6;10.1;1.2;7.9;13.3;64.5;7.7
