ID;LandVanUiteindelijkeZeggenschapUCI;KenmerkenBedrijf;HoogstBehaaldOnderwijsniveau;KenmerkenBaanEnWerknemer;Perioden;BanenVanWerknemers_1
29;Totaal binnen- en buitenland;Totaal baan;Totaal;Contractsoort: niet van toepassing;2013;221.0
30;Totaal binnen- en buitenland;Totaal baan;Totaal;Contractsoort: niet van toepassing;2014;222.0
31;Totaal binnen- en buitenland;Totaal baan;Totaal;Contractsoort: niet van toepassing;2015;228.0
32;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Mannen;2008;4294.0
33;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Mannen;2009;4186.0
34;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Mannen;2010;4159.0
35;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Mannen;2011;4224.0
36;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Mannen;2012;4163.0
37;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Mannen;2013;4083.0
38;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Mannen;2014;4075.0
39;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Mannen;2015;4131.0
40;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Vrouwen;2008;3656.0
41;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Vrouwen;2009;3652.0
42;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Vrouwen;2010;3703.0
43;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Vrouwen;2011;3775.0
44;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Vrouwen;2012;3764.0
45;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Vrouwen;2013;3700.0
46;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Vrouwen;2014;3699.0
47;Totaal binnen- en buitenland;Totaal baan;Totaal;Geslacht: Vrouwen;2015;3731.0
48;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 15 tot 35 jaar;2008;3054.0
49;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 15 tot 35 jaar;2009;2963.0
50;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 15 tot 35 jaar;2010;2961.0
51;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 15 tot 35 jaar;2011;2999.0
52;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 15 tot 35 jaar;2012;2959.0
53;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 15 tot 35 jaar;2013;2886.0
54;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 15 tot 35 jaar;2014;2898.0
55;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 15 tot 35 jaar;2015;2951.0
56;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 35 tot 55 jaar;2008;3730.0
57;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 35 tot 55 jaar;2009;3667.0
58;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 35 tot 55 jaar;2010;3639.0
59;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 35 tot 55 jaar;2011;3649.0
60;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 35 tot 55 jaar;2012;3580.0
61;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 35 tot 55 jaar;2013;3481.0
62;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 35 tot 55 jaar;2014;3423.0
63;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 35 tot 55 jaar;2015;3397.0
64;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 55 jaar of ouder;2008;1167.0
65;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 55 jaar of ouder;2009;1208.0
66;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 55 jaar of ouder;2010;1262.0
67;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 55 jaar of ouder;2011;1351.0
68;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 55 jaar of ouder;2012;1387.0
69;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 55 jaar of ouder;2013;1415.0
70;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 55 jaar of ouder;2014;1452.0
71;Totaal binnen- en buitenland;Totaal baan;Totaal;Leeftijd: 55 jaar of ouder;2015;1514.0
72;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: laag (bij laagste 30 procent);2008;2335.0
73;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: laag (bij laagste 30 procent);2009;2302.0
74;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: laag (bij laagste 30 procent);2010;2309.0
75;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: laag (bij laagste 30 procent);2011;2348.0
76;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: laag (bij laagste 30 procent);2012;2328.0
77;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: laag (bij laagste 30 procent);2013;2287.0
78;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: laag (bij laagste 30 procent);2014;2287.0
79;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: laag (bij laagste 30 procent);2015;2310.0
80;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: midden;2008;4058.0
81;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: midden;2009;4001.0
82;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: midden;2010;4013.0
83;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: midden;2011;4085.0
84;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: midden;2012;4047.0
85;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: midden;2013;3971.0
86;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: midden;2014;3962.0
87;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: midden;2015;4012.0
88;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: hoog (bij hoogste 20 procent);2008;1557.0
89;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: hoog (bij hoogste 20 procent);2009;1535.0
90;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: hoog (bij hoogste 20 procent);2010;1539.0
91;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: hoog (bij hoogste 20 procent);2011;1566.0
92;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: hoog (bij hoogste 20 procent);2012;1552.0
93;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: hoog (bij hoogste 20 procent);2013;1524.0
94;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: hoog (bij hoogste 20 procent);2014;1525.0
95;Totaal binnen- en buitenland;Totaal baan;Totaal;Loon: hoog (bij hoogste 20 procent);2015;1540.0
96;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Nederlands;2008;7514.0
97;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Nederlands;2009;7416.0
98;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Nederlands;2010;7426.0
99;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Nederlands;2011;7537.0
100;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Nederlands;2012;7463.0
101;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Nederlands;2013;7316.0
102;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Nederlands;2014;7300.0
103;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Nederlands;2015;7357.0
104;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Belgisch;2008;28.0
105;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Belgisch;2009;28.0
106;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Belgisch;2010;28.0
107;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Belgisch;2011;28.0
108;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Belgisch;2012;28.0
109;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Belgisch;2013;27.0
110;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Belgisch;2014;27.0
111;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Belgisch;2015;27.0
112;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Brits;2008;25.0
113;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Brits;2009;24.0
114;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Brits;2010;23.0
115;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Brits;2011;24.0
116;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Brits;2012;23.0
117;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Brits;2013;23.0
118;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Brits;2014;23.0
119;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Brits;2015;23.0
120;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Duits;2008;70.0
121;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Duits;2009;60.0
122;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Duits;2010;57.0
123;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Duits;2011;57.0
124;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Duits;2012;52.0
125;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Duits;2013;49.0
126;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Duits;2014;45.0
127;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Duits;2015;44.0
128;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Pools;2008;90.0
129;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Pools;2009;98.0
130;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Pools;2010;109.0
131;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Pools;2011;127.0
132;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Pools;2012;137.0
133;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Pools;2013;146.0
134;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Pools;2014;148.0
135;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Pools;2015;164.0
136;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Indiaas;2008;4.0
137;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Indiaas;2009;4.0
138;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Indiaas;2010;5.0
139;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Indiaas;2011;6.0
140;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Indiaas;2012;6.0
141;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Indiaas;2013;6.0
142;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Indiaas;2014;7.0
143;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: Indiaas;2015;8.0
144;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: overige nationaliteiten;2008;218.0
145;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: overige nationaliteiten;2009;207.0
146;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: overige nationaliteiten;2010;213.0
147;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: overige nationaliteiten;2011;221.0
148;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: overige nationaliteiten;2012;218.0
149;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: overige nationaliteiten;2013;216.0
150;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: overige nationaliteiten;2014;223.0
151;Totaal binnen- en buitenland;Totaal baan;Totaal;Nationaliteit: overige nationaliteiten;2015;238.0
152;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Totaal;2008;2209.0
153;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Totaal;2009;2105.0
154;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Totaal;2010;2061.0
155;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Totaal;2011;2043.0
156;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Totaal;2012;1951.0
157;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Totaal;2013;1837.0
158;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Totaal;2014;1781.0
159;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Totaal;2015;
160;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2008;773.0
161;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2009;758.0
162;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2010;744.0
163;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2011;755.0
164;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2012;732.0
165;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2013;704.0
166;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2014;710.0
167;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2015;
168;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2008;1407.0
169;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2009;1317.0
170;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2010;1289.0
171;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2011;1261.0
172;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2012;1193.0
173;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2013;1109.0
174;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2014;1048.0
175;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2015;
176;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2008;30.0
177;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2009;27.0
178;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2010;26.0
179;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2011;29.0
180;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2012;29.0
181;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2013;27.0
182;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2014;26.0
183;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2015;
184;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Mannen;2008;1238.0
185;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Mannen;2009;1166.0
186;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Mannen;2010;1133.0
187;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Mannen;2011;1123.0
188;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Mannen;2012;1066.0
189;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Mannen;2013;1008.0
190;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Mannen;2014;979.0
191;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Mannen;2015;
192;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Vrouwen;2008;971.0
193;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Vrouwen;2009;939.0
194;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Vrouwen;2010;927.0
195;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Vrouwen;2011;920.0
196;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Vrouwen;2012;885.0
197;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Vrouwen;2013;830.0
198;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Vrouwen;2014;802.0
199;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Geslacht: Vrouwen;2015;
200;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2008;879.0
201;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2009;826.0
202;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2010;803.0
203;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2011;799.0
204;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2012;759.0
205;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2013;707.0
206;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2014;693.0
207;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2015;
208;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2008;910.0
209;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2009;852.0
210;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2010;820.0
211;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2011;789.0
212;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2012;741.0
213;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2013;689.0
214;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2014;653.0
215;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2015;
216;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2008;420.0
217;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2009;426.0
218;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2010;438.0
219;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2011;454.0
220;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2012;452.0
221;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2013;442.0
222;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2014;436.0
223;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2015;
224;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2008;1112.0
225;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2009;1072.0
226;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2010;1044.0
227;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2011;1037.0
228;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2012;995.0
229;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2013;941.0
230;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2014;923.0
231;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2015;
232;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: midden;2008;971.0
233;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: midden;2009;921.0
234;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: midden;2010;907.0
235;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: midden;2011;894.0
236;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: midden;2012;852.0
237;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: midden;2013;802.0
238;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: midden;2014;769.0
239;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: midden;2015;
240;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2008;126.0
241;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2009;111.0
242;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2010;109.0
243;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2011;112.0
244;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2012;104.0
245;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2013;94.0
246;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2014;89.0
247;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2015;
248;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2008;2062.0
249;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2009;1967.0
250;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2010;1920.0
251;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2011;1898.0
252;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2012;1812.0
253;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2013;1702.0
254;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2014;1646.0
255;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2015;
256;Totaal binnen- en buitenland;Totaal baan;100 Laag onderwijsniveau;Nationaliteit: Belgisch;2008;5.0
