ID;Geslacht;OnderwijssoortInDetail;Leerjaar;Herkomstland;GeboortelandOuders;Perioden;AantalLeerlingen_1
174;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2017/'18;
175;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2018/'19;
176;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2019/20;
177;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020/'21;
178;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021/'22;
179;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022/'23;
180;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023/'24;
181;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2024/'25;
182;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2011/'12;33570.0
183;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2012/'13;34930.0
184;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2013/'14;36430.0
185;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2014/'15;38040.0
186;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2015/'16;39370.0
187;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2016/'17;40350.0
188;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2017/'18;40940.0
189;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2018/'19;41340.0
190;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2019/20;41630.0
191;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020/'21;41900.0
192;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021/'22;42730.0
193;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022/'23;43840.0
194;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023/'24;45010.0
195;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2024/'25;45570.0
