ID;Geslacht;Inkomensbestanddelen;KenmerkenVanPersonen;Perioden;PersonenMetInkomen_1;PersonenMetInkomenRelatief_2;TotaalInkomen_3;GemiddeldInkomen_4;MediaanInkomen_5;AandeelVanBrutoInkomen_6
33;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 15 tot 25 jaar;2018;1727.0;92.1;20721.0;12.0;6.1;85.9
34;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 15 tot 25 jaar;2019;1755.2;92.7;22395.0;12.8;6.6;86.9
35;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 15 tot 25 jaar;2020;1720.7;91.7;23430.0;13.6;7.2;86.4
36;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 15 tot 25 jaar;2021;1757.8;92.4;24894.0;14.2;7.7;86.7
37;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 15 tot 25 jaar;2022;1808.8;92.4;28194.0;15.6;8.7;86.9
38;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 15 tot 25 jaar;2023;1822.4;91.4;31173.0;17.1;9.9;86.4
39;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2011;3413.1;82.2;141968.0;41.6;37.8;83.8
40;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2012;3356.2;81.6;141689.0;42.2;38.1;83.7
41;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2013;3284.6;80.8;139683.0;42.5;38.4;83.0
42;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2014;3231.7;80.4;139173.0;43.1;38.8;82.7
43;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2015;3196.8;80.5;136654.0;42.7;38.6;82.6
44;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2016;3187.9;80.6;138207.0;43.4;39.1;82.5
45;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2017;3210.6;81.0;141542.0;44.1;39.9;82.4
46;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2018;3247.6;81.5;146817.0;45.2;41.0;82.7
47;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2019;3288.2;81.7;154468.0;47.0;42.5;82.9
48;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2020;3302.1;81.0;161471.0;48.9;44.7;82.7
49;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2021;3345.3;81.2;169410.0;50.6;45.8;82.7
50;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2022;3405.6;81.4;184332.0;54.1;49.0;82.7
51;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 45 jaar;2023;3463.9;81.3;199939.0;57.7;52.4;82.8
52;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2011;2779.8;65.3;129281.0;46.5;40.3;70.1
53;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2012;2813.7;65.8;134367.0;47.8;41.1;71.2
54;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2013;2828.6;66.0;138249.0;48.9;41.9;71.3
55;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2014;2852.4;66.3;143196.0;50.2;43.0;71.5
56;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2015;2898.8;66.7;145649.0;50.2;43.1;72.1
57;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2016;2944.8;67.1;150530.0;51.1;43.9;72.1
58;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2017;3009.0;67.8;156585.0;52.0;44.7;71.2
59;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2018;3062.5;68.6;163192.0;53.3;45.7;72.9
60;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2019;3102.8;69.2;171107.0;55.1;47.0;73.4
61;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2020;3101.3;69.0;176574.0;56.9;48.7;73.8
62;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2021;3109.1;69.3;181909.0;58.5;49.5;73.4
63;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2022;3129.1;69.6;193566.0;61.9;52.4;74.2
64;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 65 jaar;2023;3132.0;70.0;205440.0;65.6;55.4;74.6
65;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2011;111.5;4.5;1138.0;10.2;5.2;2.2
66;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2012;128.1;4.9;1292.0;10.1;4.8;2.3
67;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2013;129.1;4.8;1413.0;10.9;5.4;2.4
68;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2014;133.1;4.8;1443.0;10.8;5.3;2.3
69;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2015;131.7;4.6;1505.0;11.4;5.7;2.3
70;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2016;138.4;4.7;1795.0;13.0;6.8;2.6
71;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2017;153.6;5.1;2380.0;15.5;7.8;3.1
72;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2018;173.7;5.6;2892.0;16.6;9.2;3.8
73;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2019;195.5;6.2;4037.0;20.7;11.3;5.0
74;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2020;214.4;6.6;4549.0;21.2;11.6;5.3
75;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2021;223.0;6.7;4990.0;22.4;12.7;5.5
76;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2022;247.3;7.3;6179.0;25.0;14.3;6.4
77;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 jaar of ouder;2023;272.3;7.9;7766.0;28.5;16.7;7.2
78;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2011;1623.1;86.4;59815.0;36.9;35.7;87.5
79;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2012;1620.5;85.6;60160.0;37.1;35.7;87.1
80;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2013;1610.9;84.7;59724.0;37.1;35.7;86.3
81;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2014;1608.8;84.2;60077.0;37.3;35.9;85.8
82;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2015;1621.1;84.1;60197.0;37.1;35.6;85.7
83;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2016;1643.5;84.2;61987.0;37.7;36.1;85.6
84;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2017;1681.0;84.4;64726.0;38.5;36.9;85.6
85;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2018;1726.3;85.0;68720.0;39.8;38.1;85.8
86;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2019;1766.4;85.1;73598.0;41.7;39.9;85.9
87;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2020;1784.7;84.4;77868.0;43.6;42.1;85.5
88;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2021;1808.6;84.6;82093.0;45.4;43.3;85.6
89;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2022;1838.1;84.8;89676.0;48.8;46.6;85.3
90;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 25 tot 35 jaar;2023;1866.1;84.6;97518.0;52.3;50.0;85.5
91;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2011;1790.0;78.8;82153.0;45.9;40.3;81.3
92;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2012;1735.7;78.2;81529.0;47.0;41.1;81.3
93;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2013;1673.7;77.4;79959.0;47.8;41.8;80.7
94;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2014;1622.9;77.0;79096.0;48.7;42.7;80.4
95;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2015;1575.8;77.0;76457.0;48.5;42.7;80.3
96;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2016;1544.5;77.2;76220.0;49.3;43.4;80.1
97;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2017;1529.5;77.5;76816.0;50.2;44.2;79.9
98;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2018;1521.2;78.0;78097.0;51.3;45.2;80.2
99;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2019;1521.8;78.1;80870.0;53.1;46.6;80.3
100;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2020;1517.4;77.4;83603.0;55.1;48.6;80.3
101;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2021;1536.7;77.6;87317.0;56.8;49.7;80.1
102;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2022;1567.5;77.8;94656.0;60.4;52.8;80.3
103;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 35 tot 45 jaar;2023;1597.8;77.7;102421.0;64.1;56.1;80.4
104;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2011;1751.8;75.4;84518.0;48.2;41.6;78.9
105;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2012;1754.8;74.9;86668.0;49.4;42.2;78.9
106;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2013;1741.8;73.9;87641.0;50.3;42.8;77.9
107;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2014;1731.5;73.2;89311.0;51.6;43.7;77.4
108;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2015;1737.7;72.9;89347.0;51.4;43.8;77.0
109;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2016;1748.0;72.9;91375.0;52.3;44.5;76.6
110;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2017;1759.0;73.1;93829.0;53.3;45.4;75.6
111;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2018;1763.9;73.5;96517.0;54.7;46.4;76.6
112;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2019;1749.8;73.8;99353.0;56.8;47.8;76.8
113;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2020;1712.4;73.3;100698.0;58.8;49.7;77.0
114;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2021;1685.8;73.5;102329.0;60.7;50.8;76.7
115;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2022;1666.4;73.8;107392.0;64.4;54.0;77.2
116;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 45 tot 55 jaar;2023;1639.9;74.0;112119.0;68.4;57.3;77.5
117;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2011;1028.0;53.1;44763.0;43.5;37.8;57.9
118;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2012;1058.9;54.8;47698.0;45.0;39.0;60.5
119;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2013;1086.9;56.3;50608.0;46.6;40.4;62.2
120;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2014;1120.9;57.8;53884.0;48.1;41.7;63.6
121;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2015;1161.1;59.2;56302.0;48.5;42.1;65.6
122;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2016;1196.7;60.1;59154.0;49.4;43.0;66.2
123;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2017;1250.0;61.5;62757.0;50.2;43.8;65.4
124;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2018;1298.7;62.9;66675.0;51.3;44.8;68.2
125;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2019;1353.1;64.1;71754.0;53.0;46.0;69.2
126;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2020;1388.9;64.4;75876.0;54.6;47.4;69.9
127;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2021;1423.3;64.8;79580.0;55.9;48.0;69.5
128;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2022;1462.7;65.4;86174.0;58.9;50.5;70.8
129;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 55 tot 65 jaar;2023;1492.2;66.1;93321.0;62.5;53.4;71.3
130;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2011;95.8;6.8;1044.0;10.9;5.7;3.3
131;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2012;109.6;7.3;1195.0;10.9;5.5;3.4
132;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2013;112.5;7.1;1306.0;11.6;5.9;3.5
133;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2014;116.9;7.1;1340.0;11.5;5.7;3.4
134;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2015;116.5;6.8;1393.0;11.9;6.1;3.3
135;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2016;124.9;7.1;1678.0;13.4;7.1;3.8
136;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2017;140.2;7.8;2255.0;16.1;8.2;4.6
137;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2018;159.3;8.6;2757.0;17.3;9.8;5.7
138;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2019;179.5;9.6;3880.0;21.6;12.2;7.5
139;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2020;198.0;10.4;4389.0;22.2;12.4;8.1
140;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2021;206.1;10.6;4808.0;23.3;13.5;8.4
141;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2022;226.8;11.8;5942.0;26.2;15.5;9.9
142;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 65 tot 75 jaar;2023;248.7;13.0;7486.0;30.1;18.3;11.4
143;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2011;13.2;1.6;84.0;6.4;2.7;0.5
144;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2012;15.6;1.9;87.0;5.6;1.9;0.5
145;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2013;14.1;1.7;95.0;6.7;2.7;0.6
146;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2014;14.1;1.6;95.0;6.7;2.7;0.5
147;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2015;13.5;1.5;103.0;7.6;3.1;0.6
148;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2016;12.3;1.3;108.0;8.8;4.4;0.6
149;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2017;12.3;1.3;117.0;9.5;4.8;0.6
150;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2018;13.4;1.4;127.0;9.5;4.9;0.6
151;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2019;14.9;1.5;148.0;9.9;5.3;0.7
152;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2020;15.4;1.5;150.0;9.8;5.0;0.6
153;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2021;15.9;1.5;172.0;10.8;6.2;0.7
154;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2022;19.5;1.7;225.0;11.6;6.7;0.8
155;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 75 tot 85 jaar;2023;22.5;1.9;268.0;11.9;7.2;0.8
156;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2011;2.5;1.1;11.0;4.2;1.0;0.2
157;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2012;2.9;1.2;10.0;3.3;0.5;0.2
158;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2013;2.5;1.0;12.0;4.8;1.0;0.2
159;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2014;2.2;0.8;9.0;4.2;0.9;0.2
160;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2015;1.8;0.6;10.0;5.5;0.9;0.2
161;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2016;1.2;0.4;9.0;7.5;2.7;0.2
162;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2017;1.1;0.4;9.0;7.9;3.3;0.1
163;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2018;1.1;0.3;8.0;8.0;3.3;0.1
164;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2019;1.1;0.4;9.0;8.1;3.8;0.1
165;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2020;1.0;0.3;9.0;9.0;4.1;0.1
166;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2021;1.0;0.3;10.0;10.2;5.2;0.1
167;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2022;1.1;0.3;11.0;10.4;5.1;0.1
168;Totaal mannen en vrouwen;1 Inkomen als werknemer;Leeftijd: 85 jaar of ouder;2023;1.1;0.3;13.0;11.7;6.0;0.1
169;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2011;6490.7;62.5;241695.0;37.2;32.0;67.7
170;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2012;6448.6;61.9;244716.0;37.9;32.3;67.5
171;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2013;6365.0;61.0;245450.0;38.6;32.8;66.8
172;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2014;6323.4;60.5;248149.0;39.2;33.3;66.3
173;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2015;6323.8;60.3;247207.0;39.1;33.4;66.0
174;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2016;6347.1;60.3;252035.0;39.7;34.1;65.6
175;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2017;6417.8;60.6;259247.0;40.4;34.8;64.7
176;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2018;6484.4;60.9;268398.0;41.4;35.8;65.9
177;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2019;6528.6;61.1;280308.0;42.9;37.2;66.2
178;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2020;6475.2;60.5;289045.0;44.6;39.1;66.2
179;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2021;;;;;;
180;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2022;;;;;;
181;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: Nederland;2023;;;;;;
182;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: westers;2011;719.5;61.1;27645.0;38.4;30.8;68.1
183;Totaal mannen en vrouwen;1 Inkomen als werknemer;Migratieachtergrond: westers;2012;725.1;60.6;28409.0;39.2;30.9;68.1
