ID;Geslacht;Migratieachtergrond;Generatie;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3;AdministratieveOpnemingen_4;AdministratieveAfvoeringen_5;SaldoAdministratieveCorrecties_6
67;Totaal mannen en vrouwen;Totaal;Totaal;2000 maart;9964.0;6667.0;3297.0;1717.0;3699.0;-1982.0
68;Totaal mannen en vrouwen;Totaal;Totaal;2000 april;8491.0;5685.0;2806.0;1404.0;2938.0;-1534.0
69;Totaal mannen en vrouwen;Totaal;Totaal;2000 mei;9970.0;5654.0;4316.0;1728.0;3253.0;-1525.0
70;Totaal mannen en vrouwen;Totaal;Totaal;2000 juni;10135.0;6455.0;3680.0;1390.0;2743.0;-1353.0
71;Totaal mannen en vrouwen;Totaal;Totaal;2000 juli;12269.0;8214.0;4055.0;1591.0;3027.0;-1436.0
72;Totaal mannen en vrouwen;Totaal;Totaal;2000 augustus;14833.0;7717.0;7116.0;1685.0;2740.0;-1055.0
73;Totaal mannen en vrouwen;Totaal;Totaal;2000 september;14015.0;7414.0;6601.0;1595.0;3075.0;-1480.0
74;Totaal mannen en vrouwen;Totaal;Totaal;2000 oktober;12611.0;6703.0;5908.0;1634.0;3031.0;-1397.0
75;Totaal mannen en vrouwen;Totaal;Totaal;2000 november;11939.0;6443.0;5496.0;1564.0;3409.0;-1845.0
76;Totaal mannen en vrouwen;Totaal;Totaal;2000 december;8339.0;5922.0;2417.0;1134.0;2141.0;-1007.0
77;Totaal mannen en vrouwen;Totaal;Totaal;2000;132850.0;78977.0;53873.0;18710.0;36486.0;-17776.0
78;Totaal mannen en vrouwen;Totaal;Totaal;2001 januari;11772.0;7920.0;3852.0;1771.0;3961.0;-2190.0
79;Totaal mannen en vrouwen;Totaal;Totaal;2001 februari;10209.0;5773.0;4436.0;1582.0;3013.0;-1431.0
80;Totaal mannen en vrouwen;Totaal;Totaal;2001 maart;10588.0;7217.0;3371.0;1708.0;4148.0;-2440.0
81;Totaal mannen en vrouwen;Totaal;Totaal;2001 april;9724.0;5601.0;4123.0;1446.0;2621.0;-1175.0
82;Totaal mannen en vrouwen;Totaal;Totaal;2001 mei;10669.0;6187.0;4482.0;1687.0;3482.0;-1795.0
83;Totaal mannen en vrouwen;Totaal;Totaal;2001 juni;10096.0;6883.0;3213.0;1614.0;3368.0;-1754.0
84;Totaal mannen en vrouwen;Totaal;Totaal;2001 juli;12166.0;8440.0;3726.0;1600.0;2998.0;-1398.0
85;Totaal mannen en vrouwen;Totaal;Totaal;2001 augustus;14633.0;7970.0;6663.0;1714.0;2761.0;-1047.0
86;Totaal mannen en vrouwen;Totaal;Totaal;2001 september;13109.0;6472.0;6637.0;1453.0;2359.0;-906.0
87;Totaal mannen en vrouwen;Totaal;Totaal;2001 oktober;12332.0;7226.0;5106.0;1724.0;3400.0;-1676.0
88;Totaal mannen en vrouwen;Totaal;Totaal;2001 november;10536.0;6256.0;4280.0;1588.0;3214.0;-1626.0
89;Totaal mannen en vrouwen;Totaal;Totaal;2001 december;7570.0;6621.0;949.0;1274.0;3084.0;-1810.0
90;Totaal mannen en vrouwen;Totaal;Totaal;2001;133404.0;82566.0;50838.0;19161.0;38409.0;-19248.0
91;Totaal mannen en vrouwen;Totaal;Totaal;2002 januari;11366.0;7301.0;4065.0;1847.0;3692.0;-1845.0
92;Totaal mannen en vrouwen;Totaal;Totaal;2002 februari;8950.0;6610.0;2340.0;1862.0;3931.0;-2069.0
93;Totaal mannen en vrouwen;Totaal;Totaal;2002 maart;9508.0;7847.0;1661.0;1697.0;4507.0;-2810.0
94;Totaal mannen en vrouwen;Totaal;Totaal;2002 april;9266.0;7172.0;2094.0;1616.0;4065.0;-2449.0
95;Totaal mannen en vrouwen;Totaal;Totaal;2002 mei;8897.0;7513.0;1384.0;1801.0;4475.0;-2674.0
96;Totaal mannen en vrouwen;Totaal;Totaal;2002 juni;8832.0;8162.0;670.0;1676.0;4396.0;-2720.0
97;Totaal mannen en vrouwen;Totaal;Totaal;2002 juli;11365.0;9981.0;1384.0;1957.0;4457.0;-2500.0
98;Totaal mannen en vrouwen;Totaal;Totaal;2002 augustus;13462.0;9500.0;3962.0;1803.0;4312.0;-2509.0
99;Totaal mannen en vrouwen;Totaal;Totaal;2002 september;13042.0;9135.0;3907.0;1895.0;4896.0;-3001.0
100;Totaal mannen en vrouwen;Totaal;Totaal;2002 oktober;11594.0;9107.0;2487.0;2052.0;5380.0;-3328.0
101;Totaal mannen en vrouwen;Totaal;Totaal;2002 november;8188.0;7270.0;918.0;1874.0;4170.0;-2296.0
102;Totaal mannen en vrouwen;Totaal;Totaal;2002 december;6780.0;7320.0;-540.0;1663.0;3652.0;-1989.0
103;Totaal mannen en vrouwen;Totaal;Totaal;2002;121250.0;96918.0;24332.0;21743.0;51933.0;-30190.0
104;Totaal mannen en vrouwen;Totaal;Totaal;2003 januari;9483.0;8390.0;1093.0;2202.0;4984.0;-2782.0
105;Totaal mannen en vrouwen;Totaal;Totaal;2003 februari;8169.0;7694.0;475.0;1986.0;5015.0;-3029.0
106;Totaal mannen en vrouwen;Totaal;Totaal;2003 maart;7939.0;7946.0;-7.0;2058.0;4945.0;-2887.0
107;Totaal mannen en vrouwen;Totaal;Totaal;2003 april;7363.0;7440.0;-77.0;1791.0;4450.0;-2659.0
108;Totaal mannen en vrouwen;Totaal;Totaal;2003 mei;7160.0;6618.0;542.0;1854.0;3844.0;-1990.0
109;Totaal mannen en vrouwen;Totaal;Totaal;2003 juni;7595.0;8572.0;-977.0;1971.0;4894.0;-2923.0
110;Totaal mannen en vrouwen;Totaal;Totaal;2003 juli;9396.0;12206.0;-2810.0;2260.0;7014.0;-4754.0
111;Totaal mannen en vrouwen;Totaal;Totaal;2003 augustus;11276.0;9904.0;1372.0;1958.0;4734.0;-2776.0
112;Totaal mannen en vrouwen;Totaal;Totaal;2003 september;12441.0;9557.0;2884.0;2298.0;5149.0;-2851.0
113;Totaal mannen en vrouwen;Totaal;Totaal;2003 oktober;10097.0;9517.0;580.0;2454.0;5947.0;-3493.0
114;Totaal mannen en vrouwen;Totaal;Totaal;2003 november;7197.0;8498.0;-1301.0;2070.0;5494.0;-3424.0
115;Totaal mannen en vrouwen;Totaal;Totaal;2003 december;6398.0;8489.0;-2091.0;1970.0;4348.0;-2378.0
116;Totaal mannen en vrouwen;Totaal;Totaal;2003;104514.0;104831.0;-317.0;24872.0;60818.0;-35946.0
117;Totaal mannen en vrouwen;Totaal;Totaal;2004 januari;7690.0;8848.0;-1158.0;2304.0;5591.0;-3287.0
118;Totaal mannen en vrouwen;Totaal;Totaal;2004 februari;6656.0;8636.0;-1980.0;2249.0;5951.0;-3702.0
119;Totaal mannen en vrouwen;Totaal;Totaal;2004 maart;7224.0;9976.0;-2752.0;2541.0;6746.0;-4205.0
120;Totaal mannen en vrouwen;Totaal;Totaal;2004 april;5678.0;8915.0;-3237.0;2275.0;5634.0;-3359.0
121;Totaal mannen en vrouwen;Totaal;Totaal;2004 mei;6318.0;7153.0;-835.0;1960.0;4328.0;-2368.0
122;Totaal mannen en vrouwen;Totaal;Totaal;2004 juni;7756.0;9087.0;-1331.0;2470.0;5191.0;-2721.0
123;Totaal mannen en vrouwen;Totaal;Totaal;2004 juli;8250.0;11431.0;-3181.0;2385.0;5113.0;-2728.0
124;Totaal mannen en vrouwen;Totaal;Totaal;2004 augustus;10778.0;11138.0;-360.0;2260.0;5532.0;-3272.0
125;Totaal mannen en vrouwen;Totaal;Totaal;2004 september;11967.0;9523.0;2444.0;2386.0;5037.0;-2651.0
126;Totaal mannen en vrouwen;Totaal;Totaal;2004 oktober;8556.0;9540.0;-984.0;2400.0;5741.0;-3341.0
127;Totaal mannen en vrouwen;Totaal;Totaal;2004 november;7095.0;7697.0;-602.0;2438.0;4300.0;-1862.0
128;Totaal mannen en vrouwen;Totaal;Totaal;2004 december;6051.0;8291.0;-2240.0;2292.0;3982.0;-1690.0
129;Totaal mannen en vrouwen;Totaal;Totaal;2004;94019.0;110235.0;-16216.0;27960.0;63146.0;-35186.0
130;Totaal mannen en vrouwen;Totaal;Totaal;2005 januari;6935.0;8618.0;-1683.0;2409.0;4937.0;-2528.0
131;Totaal mannen en vrouwen;Totaal;Totaal;2005 februari;6844.0;8340.0;-1496.0;2231.0;5336.0;-3105.0
132;Totaal mannen en vrouwen;Totaal;Totaal;2005 maart;6847.0;9346.0;-2499.0;2504.0;5785.0;-3281.0
133;Totaal mannen en vrouwen;Totaal;Totaal;2005 april;6339.0;9301.0;-2962.0;2462.0;5949.0;-3487.0
134;Totaal mannen en vrouwen;Totaal;Totaal;2005 mei;5699.0;7807.0;-2108.0;2312.0;4860.0;-2548.0
135;Totaal mannen en vrouwen;Totaal;Totaal;2005 juni;6589.0;9712.0;-3123.0;2589.0;5192.0;-2603.0
136;Totaal mannen en vrouwen;Totaal;Totaal;2005 juli;7576.0;10958.0;-3382.0;2489.0;4793.0;-2304.0
137;Totaal mannen en vrouwen;Totaal;Totaal;2005 augustus;10263.0;12343.0;-2080.0;2583.0;5942.0;-3359.0
138;Totaal mannen en vrouwen;Totaal;Totaal;2005 september;12965.0;11071.0;1894.0;2700.0;5660.0;-2960.0
139;Totaal mannen en vrouwen;Totaal;Totaal;2005 oktober;8457.0;10433.0;-1976.0;2894.0;5803.0;-2909.0
140;Totaal mannen en vrouwen;Totaal;Totaal;2005 november;7528.0;10348.0;-2820.0;2810.0;6749.0;-3939.0
141;Totaal mannen en vrouwen;Totaal;Totaal;2005 december;6255.0;11448.0;-5193.0;2508.0;5811.0;-3303.0
142;Totaal mannen en vrouwen;Totaal;Totaal;2005;92297.0;119725.0;-27428.0;30491.0;66817.0;-36326.0
143;Totaal mannen en vrouwen;Totaal;Totaal;2006 januari;7426.0;10059.0;-2633.0;3132.0;5657.0;-2525.0
144;Totaal mannen en vrouwen;Totaal;Totaal;2006 februari;7450.0;9615.0;-2165.0;2749.0;6229.0;-3480.0
145;Totaal mannen en vrouwen;Totaal;Totaal;2006 maart;7757.0;12083.0;-4326.0;3168.0;8031.0;-4863.0
146;Totaal mannen en vrouwen;Totaal;Totaal;2006 april;6466.0;10066.0;-3600.0;2486.0;6303.0;-3817.0
147;Totaal mannen en vrouwen;Totaal;Totaal;2006 mei;7221.0;10861.0;-3640.0;2848.0;7277.0;-4429.0
148;Totaal mannen en vrouwen;Totaal;Totaal;2006 juni;7338.0;9669.0;-2331.0;2866.0;5145.0;-2279.0
149;Totaal mannen en vrouwen;Totaal;Totaal;2006 juli;8614.0;11872.0;-3258.0;2744.0;5181.0;-2437.0
150;Totaal mannen en vrouwen;Totaal;Totaal;2006 augustus;11694.0;12467.0;-773.0;2926.0;5047.0;-2121.0
151;Totaal mannen en vrouwen;Totaal;Totaal;2006 september;13733.0;12874.0;859.0;2746.0;6825.0;-4079.0
152;Totaal mannen en vrouwen;Totaal;Totaal;2006 oktober;9631.0;11665.0;-2034.0;3043.0;7079.0;-4036.0
153;Totaal mannen en vrouwen;Totaal;Totaal;2006 november;7782.0;11628.0;-3846.0;3052.0;7955.0;-4903.0
154;Totaal mannen en vrouwen;Totaal;Totaal;2006 december;6038.0;9611.0;-3573.0;2491.0;4964.0;-2473.0
155;Totaal mannen en vrouwen;Totaal;Totaal;2006;101150.0;132470.0;-31320.0;34251.0;75693.0;-41442.0
156;Totaal mannen en vrouwen;Totaal;Totaal;2007 januari;9313.0;10970.0;-1657.0;3468.0;6419.0;-2951.0
157;Totaal mannen en vrouwen;Totaal;Totaal;2007 februari;8648.0;7868.0;780.0;3152.0;4937.0;-1785.0
158;Totaal mannen en vrouwen;Totaal;Totaal;2007 maart;8257.0;9322.0;-1065.0;3416.0;5996.0;-2580.0
159;Totaal mannen en vrouwen;Totaal;Totaal;2007 april;7045.0;7878.0;-833.0;2959.0;4804.0;-1845.0
160;Totaal mannen en vrouwen;Totaal;Totaal;2007 mei;8044.0;8707.0;-663.0;3138.0;5376.0;-2238.0
161;Totaal mannen en vrouwen;Totaal;Totaal;2007 juni;8644.0;9617.0;-973.0;3152.0;5309.0;-2157.0
162;Totaal mannen en vrouwen;Totaal;Totaal;2007 juli;10685.0;13392.0;-2707.0;3217.0;6594.0;-3377.0
163;Totaal mannen en vrouwen;Totaal;Totaal;2007 augustus;13270.0;13146.0;124.0;3212.0;6029.0;-2817.0
164;Totaal mannen en vrouwen;Totaal;Totaal;2007 september;14779.0;10326.0;4453.0;3144.0;5361.0;-2217.0
165;Totaal mannen en vrouwen;Totaal;Totaal;2007 oktober;11874.0;11191.0;683.0;3683.0;7308.0;-3625.0
166;Totaal mannen en vrouwen;Totaal;Totaal;2007 november;9360.0;10740.0;-1380.0;3446.0;6854.0;-3408.0
167;Totaal mannen en vrouwen;Totaal;Totaal;2007 december;6900.0;9419.0;-2519.0;2746.0;5035.0;-2289.0
168;Totaal mannen en vrouwen;Totaal;Totaal;2007;116819.0;122576.0;-5757.0;38733.0;70022.0;-31289.0
169;Totaal mannen en vrouwen;Totaal;Totaal;2008 januari;11236.0;9751.0;1485.0;3968.0;6117.0;-2149.0
170;Totaal mannen en vrouwen;Totaal;Totaal;2008 februari;10954.0;8609.0;2345.0;3661.0;5564.0;-1903.0
171;Totaal mannen en vrouwen;Totaal;Totaal;2008 maart;9580.0;8524.0;1056.0;3939.0;6168.0;-2229.0
172;Totaal mannen en vrouwen;Totaal;Totaal;2008 april;10337.0;8493.0;1844.0;3915.0;5942.0;-2027.0
173;Totaal mannen en vrouwen;Totaal;Totaal;2008 mei;8961.0;7881.0;1080.0;3117.0;5181.0;-2064.0
174;Totaal mannen en vrouwen;Totaal;Totaal;2008 juni;10372.0;9097.0;1275.0;3546.0;5073.0;-1527.0
175;Totaal mannen en vrouwen;Totaal;Totaal;2008 juli;12782.0;13314.0;-532.0;3516.0;6541.0;-3025.0
176;Totaal mannen en vrouwen;Totaal;Totaal;2008 augustus;15119.0;12395.0;2724.0;3101.0;5481.0;-2380.0
177;Totaal mannen en vrouwen;Totaal;Totaal;2008 september;19940.0;10429.0;9511.0;3438.0;5519.0;-2081.0
178;Totaal mannen en vrouwen;Totaal;Totaal;2008 oktober;13957.0;9800.0;4157.0;3654.0;5831.0;-2177.0
179;Totaal mannen en vrouwen;Totaal;Totaal;2008 november;10849.0;8917.0;1932.0;3285.0;6213.0;-2928.0
180;Totaal mannen en vrouwen;Totaal;Totaal;2008 december;9429.0;10569.0;-1140.0;3110.0;6332.0;-3222.0
181;Totaal mannen en vrouwen;Totaal;Totaal;2008;143516.0;117779.0;25737.0;42250.0;69962.0;-27712.0
182;Totaal mannen en vrouwen;Totaal;Totaal;2009 januari;11816.0;9581.0;2235.0;3606.0;5967.0;-2361.0
183;Totaal mannen en vrouwen;Totaal;Totaal;2009 februari;11329.0;7149.0;4180.0;3488.0;4662.0;-1174.0
184;Totaal mannen en vrouwen;Totaal;Totaal;2009 maart;11334.0;8745.0;2589.0;4134.0;6368.0;-2234.0
185;Totaal mannen en vrouwen;Totaal;Totaal;2009 april;9898.0;8975.0;923.0;3279.0;6454.0;-3175.0
186;Totaal mannen en vrouwen;Totaal;Totaal;2009 mei;8961.0;6712.0;2249.0;3087.0;4420.0;-1333.0
187;Totaal mannen en vrouwen;Totaal;Totaal;2009 juni;10783.0;9005.0;1778.0;3774.0;5486.0;-1712.0
188;Totaal mannen en vrouwen;Totaal;Totaal;2009 juli;13149.0;11506.0;1643.0;3744.0;5126.0;-1382.0
189;Totaal mannen en vrouwen;Totaal;Totaal;2009 augustus;16244.0;12101.0;4143.0;3147.0;6267.0;-3120.0
190;Totaal mannen en vrouwen;Totaal;Totaal;2009 september;20067.0;10006.0;10061.0;3630.0;5639.0;-2009.0
191;Totaal mannen en vrouwen;Totaal;Totaal;2009 oktober;13601.0;10128.0;3473.0;3461.0;6355.0;-2894.0
192;Totaal mannen en vrouwen;Totaal;Totaal;2009 november;10573.0;8624.0;1949.0;3264.0;5974.0;-2710.0
193;Totaal mannen en vrouwen;Totaal;Totaal;2009 december;8623.0;9365.0;-742.0;3039.0;5475.0;-2436.0
194;Totaal mannen en vrouwen;Totaal;Totaal;2009;146378.0;111897.0;34481.0;41653.0;68193.0;-26540.0
195;Totaal mannen en vrouwen;Totaal;Totaal;2010 januari;10962.0;9789.0;1173.0;3469.0;5555.0;-2086.0
196;Totaal mannen en vrouwen;Totaal;Totaal;2010 februari;11911.0;7734.0;4177.0;3543.0;5151.0;-1608.0
197;Totaal mannen en vrouwen;Totaal;Totaal;2010 maart;11677.0;10866.0;811.0;3944.0;7517.0;-3573.0
198;Totaal mannen en vrouwen;Totaal;Totaal;2010 april;9679.0;8430.0;1249.0;3236.0;5730.0;-2494.0
199;Totaal mannen en vrouwen;Totaal;Totaal;2010 mei;9116.0;7511.0;1605.0;2813.0;4641.0;-1828.0
200;Totaal mannen en vrouwen;Totaal;Totaal;2010 juni;11394.0;9321.0;2073.0;3632.0;5203.0;-1571.0
201;Totaal mannen en vrouwen;Totaal;Totaal;2010 juli;13240.0;12719.0;521.0;3261.0;5093.0;-1832.0
202;Totaal mannen en vrouwen;Totaal;Totaal;2010 augustus;18983.0;12136.0;6847.0;3134.0;5678.0;-2544.0
203;Totaal mannen en vrouwen;Totaal;Totaal;2010 september;21545.0;12534.0;9011.0;3278.0;7101.0;-3823.0
204;Totaal mannen en vrouwen;Totaal;Totaal;2010 oktober;14360.0;9535.0;4825.0;3294.0;5643.0;-2349.0
205;Totaal mannen en vrouwen;Totaal;Totaal;2010 november;11839.0;10476.0;1363.0;3308.0;6914.0;-3606.0
206;Totaal mannen en vrouwen;Totaal;Totaal;2010 december;9726.0;10300.0;-574.0;3061.0;5648.0;-2587.0
207;Totaal mannen en vrouwen;Totaal;Totaal;2010;154432.0;121351.0;33081.0;39973.0;69874.0;-29901.0
208;Totaal mannen en vrouwen;Totaal;Totaal;2011 januari;12347.0;9916.0;2431.0;3485.0;5022.0;-1537.0
209;Totaal mannen en vrouwen;Totaal;Totaal;2011 februari;12624.0;8229.0;4395.0;3317.0;4928.0;-1611.0
210;Totaal mannen en vrouwen;Totaal;Totaal;2011 maart;11918.0;9730.0;2188.0;3665.0;6220.0;-2555.0
211;Totaal mannen en vrouwen;Totaal;Totaal;2011 april;10028.0;10005.0;23.0;3053.0;6029.0;-2976.0
212;Totaal mannen en vrouwen;Totaal;Totaal;2011 mei;10228.0;9449.0;779.0;3133.0;5020.0;-1887.0
213;Totaal mannen en vrouwen;Totaal;Totaal;2011 juni;11026.0;10748.0;278.0;3039.0;4391.0;-1352.0
214;Totaal mannen en vrouwen;Totaal;Totaal;2011 juli;13878.0;14635.0;-757.0;3026.0;5157.0;-2131.0
215;Totaal mannen en vrouwen;Totaal;Totaal;2011 augustus;22165.0;14691.0;7474.0;3256.0;5728.0;-2472.0
216;Totaal mannen en vrouwen;Totaal;Totaal;2011 september;23533.0;12966.0;10567.0;3125.0;5615.0;-2490.0
217;Totaal mannen en vrouwen;Totaal;Totaal;2011 oktober;13445.0;11015.0;2430.0;3041.0;5497.0;-2456.0
218;Totaal mannen en vrouwen;Totaal;Totaal;2011 november;12164.0;10566.0;1598.0;3226.0;6395.0;-3169.0
