ID;Geslacht;LeeftijdBeginPeriode;Herkomstgroepering;SBI93NaInstroomOfVoorUitstroom;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstroomInArbeidAlsWerknemer_1;UitstroomUitArbeidAlsWerknemer_2
21;Totaal mannen en vrouwen;0;0;0;2;27 september 2002 tot 26 september 2003;0.0;0.0
22;Totaal mannen en vrouwen;0;0;0;2;26 september 2003 tot 24 september 2004;0.0;0.0
23;Totaal mannen en vrouwen;0;0;0;2;24 september 2004 tot 30 september 2005;0.0;0.0
24;Totaal mannen en vrouwen;0;0;0;2;30 september 2005 tot 29 september 2006;0.0;0.0
25;Totaal mannen en vrouwen;0;0;0;2;29 september 2006 tot 28 september 2007;0.0;0.0
26;Totaal mannen en vrouwen;0;0;0;2;28 september 2007 tot 26 september 2008;0.0;0.0
27;Totaal mannen en vrouwen;0;0;0;3;24 september 1999 tot 29 september 2000;32.5;55.8
28;Totaal mannen en vrouwen;0;0;0;3;29 september 2000 tot 28 september 2001;37.2;54.2
29;Totaal mannen en vrouwen;0;0;0;3;28 september 2001 tot 27 september 2002;33.9;48.8
30;Totaal mannen en vrouwen;0;0;0;3;27 september 2002 tot 26 september 2003;30.8;43.9
31;Totaal mannen en vrouwen;0;0;0;3;26 september 2003 tot 24 september 2004;28.2;44.0
32;Totaal mannen en vrouwen;0;0;0;3;24 september 2004 tot 30 september 2005;29.0;41.2
33;Totaal mannen en vrouwen;0;0;0;3;30 september 2005 tot 29 september 2006;34.1;56.8
34;Totaal mannen en vrouwen;0;0;0;3;29 september 2006 tot 28 september 2007;36.7;56.7
35;Totaal mannen en vrouwen;0;0;0;3;28 september 2007 tot 26 september 2008;36.3;57.7
36;Totaal mannen en vrouwen;0;0;0;4;24 september 1999 tot 29 september 2000;123.4;138.5
37;Totaal mannen en vrouwen;0;0;0;4;29 september 2000 tot 28 september 2001;109.1;141.9
38;Totaal mannen en vrouwen;0;0;0;4;28 september 2001 tot 27 september 2002;98.2;154.7
39;Totaal mannen en vrouwen;0;0;0;4;27 september 2002 tot 26 september 2003;83.9;189.7
40;Totaal mannen en vrouwen;0;0;0;4;26 september 2003 tot 24 september 2004;101.1;185.7
41;Totaal mannen en vrouwen;0;0;0;4;24 september 2004 tot 30 september 2005;120.4;160.7
42;Totaal mannen en vrouwen;0;0;0;4;30 september 2005 tot 29 september 2006;144.5;141.4
43;Totaal mannen en vrouwen;0;0;0;4;29 september 2006 tot 28 september 2007;162.5;104.9
44;Totaal mannen en vrouwen;0;0;0;4;28 september 2007 tot 26 september 2008;104.3;146.7
45;Totaal mannen en vrouwen;0;0;0;5;24 september 1999 tot 29 september 2000;22.4;51.0
46;Totaal mannen en vrouwen;0;0;0;5;29 september 2000 tot 28 september 2001;23.7;52.9
47;Totaal mannen en vrouwen;0;0;0;5;28 september 2001 tot 27 september 2002;23.2;51.6
48;Totaal mannen en vrouwen;0;0;0;5;27 september 2002 tot 26 september 2003;18.9;51.0
49;Totaal mannen en vrouwen;0;0;0;5;26 september 2003 tot 24 september 2004;19.0;48.6
50;Totaal mannen en vrouwen;0;0;0;5;24 september 2004 tot 30 september 2005;20.4;34.9
51;Totaal mannen en vrouwen;0;0;0;5;30 september 2005 tot 29 september 2006;21.9;33.3
52;Totaal mannen en vrouwen;0;0;0;5;29 september 2006 tot 28 september 2007;26.4;22.2
53;Totaal mannen en vrouwen;0;0;0;5;28 september 2007 tot 26 september 2008;15.8;
54;Totaal mannen en vrouwen;0;0;0;6;24 september 1999 tot 29 september 2000;27.0;31.7
55;Totaal mannen en vrouwen;0;0;0;6;29 september 2000 tot 28 september 2001;21.7;30.9
56;Totaal mannen en vrouwen;0;0;0;6;28 september 2001 tot 27 september 2002;19.0;46.6
57;Totaal mannen en vrouwen;0;0;0;6;27 september 2002 tot 26 september 2003;23.4;81.3
58;Totaal mannen en vrouwen;0;0;0;6;26 september 2003 tot 24 september 2004;41.3;83.3
59;Totaal mannen en vrouwen;0;0;0;6;24 september 2004 tot 30 september 2005;54.2;73.2
60;Totaal mannen en vrouwen;0;0;0;6;30 september 2005 tot 29 september 2006;60.0;55.6
61;Totaal mannen en vrouwen;0;0;0;6;29 september 2006 tot 28 september 2007;52.0;39.9
62;Totaal mannen en vrouwen;0;0;0;6;28 september 2007 tot 26 september 2008;34.9;42.9
63;Totaal mannen en vrouwen;0;0;0;7;24 september 1999 tot 29 september 2000;51.7;23.4
64;Totaal mannen en vrouwen;0;0;0;7;29 september 2000 tot 28 september 2001;40.1;22.7
65;Totaal mannen en vrouwen;0;0;0;7;28 september 2001 tot 27 september 2002;32.4;22.0
66;Totaal mannen en vrouwen;0;0;0;7;27 september 2002 tot 26 september 2003;22.8;27.2
67;Totaal mannen en vrouwen;0;0;0;7;26 september 2003 tot 24 september 2004;24.0;23.6
68;Totaal mannen en vrouwen;0;0;0;7;24 september 2004 tot 30 september 2005;29.1;20.1
69;Totaal mannen en vrouwen;0;0;0;7;30 september 2005 tot 29 september 2006;40.6;15.1
70;Totaal mannen en vrouwen;0;0;0;7;29 september 2006 tot 28 september 2007;40.3;14.6
71;Totaal mannen en vrouwen;0;0;0;7;28 september 2007 tot 26 september 2008;32.3;16.1
72;Totaal mannen en vrouwen;0;0;0;8;24 september 1999 tot 29 september 2000;32.8;51.5
73;Totaal mannen en vrouwen;0;0;0;8;29 september 2000 tot 28 september 2001;33.5;55.5
74;Totaal mannen en vrouwen;0;0;0;8;28 september 2001 tot 27 september 2002;33.1;56.8
75;Totaal mannen en vrouwen;0;0;0;8;27 september 2002 tot 26 september 2003;27.9;57.9
76;Totaal mannen en vrouwen;0;0;0;8;26 september 2003 tot 24 september 2004;27.6;57.0
77;Totaal mannen en vrouwen;0;0;0;8;24 september 2004 tot 30 september 2005;30.0;54.8
78;Totaal mannen en vrouwen;0;0;0;8;30 september 2005 tot 29 september 2006;37.9;55.7
79;Totaal mannen en vrouwen;0;0;0;8;29 september 2006 tot 28 september 2007;;
80;Totaal mannen en vrouwen;0;0;0;8;28 september 2007 tot 26 september 2008;31.1;
81;Totaal mannen en vrouwen;0;0;0;9;24 september 1999 tot 29 september 2000;11.7;56.9
82;Totaal mannen en vrouwen;0;0;0;9;29 september 2000 tot 28 september 2001;14.7;58.2
83;Totaal mannen en vrouwen;0;0;0;9;28 september 2001 tot 27 september 2002;15.1;68.3
84;Totaal mannen en vrouwen;0;0;0;9;27 september 2002 tot 26 september 2003;14.0;65.6
85;Totaal mannen en vrouwen;0;0;0;9;26 september 2003 tot 24 september 2004;13.8;89.9
86;Totaal mannen en vrouwen;0;0;0;9;24 september 2004 tot 30 september 2005;16.2;78.4
87;Totaal mannen en vrouwen;0;0;0;9;30 september 2005 tot 29 september 2006;20.6;98.7
88;Totaal mannen en vrouwen;0;0;0;9;29 september 2006 tot 28 september 2007;;70.0
89;Totaal mannen en vrouwen;0;0;0;9;28 september 2007 tot 26 september 2008;19.8;
90;Totaal mannen en vrouwen;0;0;0;10;24 september 1999 tot 29 september 2000;486.7;263.7
91;Totaal mannen en vrouwen;0;0;0;10;29 september 2000 tot 28 september 2001;488.2;266.5
92;Totaal mannen en vrouwen;0;0;0;10;28 september 2001 tot 27 september 2002;440.4;275.0
93;Totaal mannen en vrouwen;0;0;0;10;27 september 2002 tot 26 september 2003;388.2;263.8
94;Totaal mannen en vrouwen;0;0;0;10;26 september 2003 tot 24 september 2004;358.1;268.6
95;Totaal mannen en vrouwen;0;0;0;10;24 september 2004 tot 30 september 2005;398.4;262.7
96;Totaal mannen en vrouwen;0;0;0;10;30 september 2005 tot 29 september 2006;452.6;265.2
97;Totaal mannen en vrouwen;0;0;0;10;29 september 2006 tot 28 september 2007;477.3;228.2
98;Totaal mannen en vrouwen;0;0;0;10;28 september 2007 tot 26 september 2008;444.0;250.0
99;Totaal mannen en vrouwen;0;0;0;11;24 september 1999 tot 29 september 2000;300.6;104.5
100;Totaal mannen en vrouwen;0;0;0;11;29 september 2000 tot 28 september 2001;295.8;105.3
101;Totaal mannen en vrouwen;0;0;0;11;28 september 2001 tot 27 september 2002;267.4;112.9
102;Totaal mannen en vrouwen;0;0;0;11;27 september 2002 tot 26 september 2003;236.5;113.3
103;Totaal mannen en vrouwen;0;0;0;11;26 september 2003 tot 24 september 2004;229.0;108.7
104;Totaal mannen en vrouwen;0;0;0;11;24 september 2004 tot 30 september 2005;251.3;106.6
105;Totaal mannen en vrouwen;0;0;0;11;30 september 2005 tot 29 september 2006;284.5;109.1
106;Totaal mannen en vrouwen;0;0;0;11;29 september 2006 tot 28 september 2007;314.8;101.6
107;Totaal mannen en vrouwen;0;0;0;11;28 september 2007 tot 26 september 2008;302.1;111.8
108;Totaal mannen en vrouwen;0;0;0;12;24 september 1999 tot 29 september 2000;186.1;159.1
109;Totaal mannen en vrouwen;0;0;0;12;29 september 2000 tot 28 september 2001;192.4;161.2
110;Totaal mannen en vrouwen;0;0;0;12;28 september 2001 tot 27 september 2002;172.9;162.1
111;Totaal mannen en vrouwen;0;0;0;12;27 september 2002 tot 26 september 2003;151.7;150.5
112;Totaal mannen en vrouwen;0;0;0;12;26 september 2003 tot 24 september 2004;129.0;159.9
113;Totaal mannen en vrouwen;0;0;0;12;24 september 2004 tot 30 september 2005;147.1;156.1
114;Totaal mannen en vrouwen;0;0;0;12;30 september 2005 tot 29 september 2006;168.2;156.1
115;Totaal mannen en vrouwen;0;0;0;12;29 september 2006 tot 28 september 2007;162.5;126.7
116;Totaal mannen en vrouwen;0;0;0;12;28 september 2007 tot 26 september 2008;141.9;138.2
117;Totaal mannen en vrouwen;0;0;0;13;24 september 1999 tot 29 september 2000;36.0;0.0
118;Totaal mannen en vrouwen;0;0;0;13;29 september 2000 tot 28 september 2001;37.2;0.0
119;Totaal mannen en vrouwen;0;0;0;13;28 september 2001 tot 27 september 2002;33.8;0.0
120;Totaal mannen en vrouwen;0;0;0;13;27 september 2002 tot 26 september 2003;29.5;0.0
121;Totaal mannen en vrouwen;0;0;0;13;26 september 2003 tot 24 september 2004;27.2;0.0
122;Totaal mannen en vrouwen;0;0;0;13;24 september 2004 tot 30 september 2005;28.7;0.0
123;Totaal mannen en vrouwen;0;0;0;13;30 september 2005 tot 29 september 2006;35.6;0.0
124;Totaal mannen en vrouwen;0;0;0;13;29 september 2006 tot 28 september 2007;42.8;0.0
125;Totaal mannen en vrouwen;0;0;0;13;28 september 2007 tot 26 september 2008;54.2;0.0
126;Totaal mannen en vrouwen;0;0;0;14;24 september 1999 tot 29 september 2000;0.0;34.2
127;Totaal mannen en vrouwen;0;0;0;14;29 september 2000 tot 28 september 2001;0.0;35.8
128;Totaal mannen en vrouwen;0;0;0;14;28 september 2001 tot 27 september 2002;0.0;38.5
129;Totaal mannen en vrouwen;0;0;0;14;27 september 2002 tot 26 september 2003;0.0;42.0
130;Totaal mannen en vrouwen;0;0;0;14;26 september 2003 tot 24 september 2004;0.0;43.2
131;Totaal mannen en vrouwen;0;0;0;14;24 september 2004 tot 30 september 2005;0.0;45.4
132;Totaal mannen en vrouwen;0;0;0;14;30 september 2005 tot 29 september 2006;0.0;49.3
133;Totaal mannen en vrouwen;0;0;0;14;29 september 2006 tot 28 september 2007;0.0;50.8
134;Totaal mannen en vrouwen;0;0;0;14;28 september 2007 tot 26 september 2008;0.0;53.6
135;Totaal mannen en vrouwen;0;0;1;0;24 september 1999 tot 29 september 2000;28.3;18.7
136;Totaal mannen en vrouwen;0;0;1;0;29 september 2000 tot 28 september 2001;23.8;19.9
137;Totaal mannen en vrouwen;0;0;1;0;28 september 2001 tot 27 september 2002;23.2;17.2
138;Totaal mannen en vrouwen;0;0;1;0;27 september 2002 tot 26 september 2003;20.2;16.3
139;Totaal mannen en vrouwen;0;0;1;0;26 september 2003 tot 24 september 2004;19.0;15.0
140;Totaal mannen en vrouwen;0;0;1;0;24 september 2004 tot 30 september 2005;19.7;17.8
141;Totaal mannen en vrouwen;0;0;1;0;30 september 2005 tot 29 september 2006;23.1;15.5
142;Totaal mannen en vrouwen;0;0;1;0;29 september 2006 tot 28 september 2007;19.3;14.0
143;Totaal mannen en vrouwen;0;0;1;0;28 september 2007 tot 26 september 2008;17.1;12.4
144;Totaal mannen en vrouwen;0;0;1;1;24 september 1999 tot 29 september 2000;1.3;2.0
145;Totaal mannen en vrouwen;0;0;1;1;29 september 2000 tot 28 september 2001;1.3;2.0
146;Totaal mannen en vrouwen;0;0;1;1;28 september 2001 tot 27 september 2002;1.1;1.7
147;Totaal mannen en vrouwen;0;0;1;1;27 september 2002 tot 26 september 2003;1.0;1.5
148;Totaal mannen en vrouwen;0;0;1;1;26 september 2003 tot 24 september 2004;0.9;1.1
149;Totaal mannen en vrouwen;0;0;1;1;24 september 2004 tot 30 september 2005;0.8;1.5
150;Totaal mannen en vrouwen;0;0;1;1;30 september 2005 tot 29 september 2006;1.1;1.6
151;Totaal mannen en vrouwen;0;0;1;1;29 september 2006 tot 28 september 2007;1.0;1.6
152;Totaal mannen en vrouwen;0;0;1;1;28 september 2007 tot 26 september 2008;0.9;1.5
153;Totaal mannen en vrouwen;0;0;1;2;24 september 1999 tot 29 september 2000;0.0;0.0
154;Totaal mannen en vrouwen;0;0;1;2;29 september 2000 tot 28 september 2001;0.0;0.0
155;Totaal mannen en vrouwen;0;0;1;2;28 september 2001 tot 27 september 2002;0.0;0.0
156;Totaal mannen en vrouwen;0;0;1;2;27 september 2002 tot 26 september 2003;0.0;0.0
157;Totaal mannen en vrouwen;0;0;1;2;26 september 2003 tot 24 september 2004;0.0;0.0
158;Totaal mannen en vrouwen;0;0;1;2;24 september 2004 tot 30 september 2005;0.0;0.0
159;Totaal mannen en vrouwen;0;0;1;2;30 september 2005 tot 29 september 2006;0.0;0.0
160;Totaal mannen en vrouwen;0;0;1;2;29 september 2006 tot 28 september 2007;0.0;0.0
161;Totaal mannen en vrouwen;0;0;1;2;28 september 2007 tot 26 september 2008;0.0;0.0
162;Totaal mannen en vrouwen;0;0;1;3;24 september 1999 tot 29 september 2000;1.3;2.0
163;Totaal mannen en vrouwen;0;0;1;3;29 september 2000 tot 28 september 2001;1.3;2.0
164;Totaal mannen en vrouwen;0;0;1;3;28 september 2001 tot 27 september 2002;1.1;1.7
165;Totaal mannen en vrouwen;0;0;1;3;27 september 2002 tot 26 september 2003;1.0;1.5
166;Totaal mannen en vrouwen;0;0;1;3;26 september 2003 tot 24 september 2004;0.9;1.1
167;Totaal mannen en vrouwen;0;0;1;3;24 september 2004 tot 30 september 2005;0.8;1.5
168;Totaal mannen en vrouwen;0;0;1;3;30 september 2005 tot 29 september 2006;1.1;1.6
169;Totaal mannen en vrouwen;0;0;1;3;29 september 2006 tot 28 september 2007;1.0;1.6
170;Totaal mannen en vrouwen;0;0;1;3;28 september 2007 tot 26 september 2008;0.9;1.5
171;Totaal mannen en vrouwen;0;0;1;4;24 september 1999 tot 29 september 2000;2.5;2.9
172;Totaal mannen en vrouwen;0;0;1;4;29 september 2000 tot 28 september 2001;1.9;3.3
173;Totaal mannen en vrouwen;0;0;1;4;28 september 2001 tot 27 september 2002;1.9;2.7
174;Totaal mannen en vrouwen;0;0;1;4;27 september 2002 tot 26 september 2003;1.5;2.9
175;Totaal mannen en vrouwen;0;0;1;4;26 september 2003 tot 24 september 2004;1.6;2.5
176;Totaal mannen en vrouwen;0;0;1;4;24 september 2004 tot 30 september 2005;1.8;2.6
177;Totaal mannen en vrouwen;0;0;1;4;30 september 2005 tot 29 september 2006;1.9;2.1
178;Totaal mannen en vrouwen;0;0;1;4;29 september 2006 tot 28 september 2007;1.5;1.7
179;Totaal mannen en vrouwen;0;0;1;4;28 september 2007 tot 26 september 2008;1.1;1.7
180;Totaal mannen en vrouwen;0;0;1;5;24 september 1999 tot 29 september 2000;0.6;0.9
181;Totaal mannen en vrouwen;0;0;1;5;29 september 2000 tot 28 september 2001;0.5;1.0
182;Totaal mannen en vrouwen;0;0;1;5;28 september 2001 tot 27 september 2002;0.5;0.9
183;Totaal mannen en vrouwen;0;0;1;5;27 september 2002 tot 26 september 2003;0.4;0.8
184;Totaal mannen en vrouwen;0;0;1;5;26 september 2003 tot 24 september 2004;0.4;0.6
185;Totaal mannen en vrouwen;0;0;1;5;24 september 2004 tot 30 september 2005;0.4;0.6
186;Totaal mannen en vrouwen;0;0;1;5;30 september 2005 tot 29 september 2006;0.4;0.4
187;Totaal mannen en vrouwen;0;0;1;5;29 september 2006 tot 28 september 2007;0.3;0.4
188;Totaal mannen en vrouwen;0;0;1;5;28 september 2007 tot 26 september 2008;0.3;
189;Totaal mannen en vrouwen;0;0;1;6;24 september 1999 tot 29 september 2000;0.4;0.6
190;Totaal mannen en vrouwen;0;0;1;6;29 september 2000 tot 28 september 2001;0.3;0.6
191;Totaal mannen en vrouwen;0;0;1;6;28 september 2001 tot 27 september 2002;0.3;0.7
192;Totaal mannen en vrouwen;0;0;1;6;27 september 2002 tot 26 september 2003;0.3;0.8
193;Totaal mannen en vrouwen;0;0;1;6;26 september 2003 tot 24 september 2004;0.4;0.8
194;Totaal mannen en vrouwen;0;0;1;6;24 september 2004 tot 30 september 2005;0.5;0.9
195;Totaal mannen en vrouwen;0;0;1;6;30 september 2005 tot 29 september 2006;0.5;0.7
196;Totaal mannen en vrouwen;0;0;1;6;29 september 2006 tot 28 september 2007;0.4;0.4
197;Totaal mannen en vrouwen;0;0;1;6;28 september 2007 tot 26 september 2008;0.3;0.4
198;Totaal mannen en vrouwen;0;0;1;7;24 september 1999 tot 29 september 2000;0.9;0.6
199;Totaal mannen en vrouwen;0;0;1;7;29 september 2000 tot 28 september 2001;0.6;0.7
200;Totaal mannen en vrouwen;0;0;1;7;28 september 2001 tot 27 september 2002;0.6;0.5
201;Totaal mannen en vrouwen;0;0;1;7;27 september 2002 tot 26 september 2003;0.4;0.6
202;Totaal mannen en vrouwen;0;0;1;7;26 september 2003 tot 24 september 2004;0.4;0.5
203;Totaal mannen en vrouwen;0;0;1;7;24 september 2004 tot 30 september 2005;0.5;0.5
204;Totaal mannen en vrouwen;0;0;1;7;30 september 2005 tot 29 september 2006;0.5;0.3
205;Totaal mannen en vrouwen;0;0;1;7;29 september 2006 tot 28 september 2007;0.3;0.3
206;Totaal mannen en vrouwen;0;0;1;7;28 september 2007 tot 26 september 2008;0.2;0.2
207;Totaal mannen en vrouwen;0;0;1;8;24 september 1999 tot 29 september 2000;0.8;1.1
208;Totaal mannen en vrouwen;0;0;1;8;29 september 2000 tot 28 september 2001;0.6;1.2
209;Totaal mannen en vrouwen;0;0;1;8;28 september 2001 tot 27 september 2002;0.7;0.9
210;Totaal mannen en vrouwen;0;0;1;8;27 september 2002 tot 26 september 2003;0.6;0.9
211;Totaal mannen en vrouwen;0;0;1;8;26 september 2003 tot 24 september 2004;0.5;0.8
212;Totaal mannen en vrouwen;0;0;1;8;24 september 2004 tot 30 september 2005;0.6;1.0
213;Totaal mannen en vrouwen;0;0;1;8;30 september 2005 tot 29 september 2006;0.7;0.9
214;Totaal mannen en vrouwen;0;0;1;8;29 september 2006 tot 28 september 2007;;
215;Totaal mannen en vrouwen;0;0;1;8;28 september 2007 tot 26 september 2008;0.4;
216;Totaal mannen en vrouwen;0;0;1;9;24 september 1999 tot 29 september 2000;1.3;1.5
217;Totaal mannen en vrouwen;0;0;1;9;29 september 2000 tot 28 september 2001;1.1;1.9
218;Totaal mannen en vrouwen;0;0;1;9;28 september 2001 tot 27 september 2002;1.2;1.7
219;Totaal mannen en vrouwen;0;0;1;9;27 september 2002 tot 26 september 2003;1.2;1.8
220;Totaal mannen en vrouwen;0;0;1;9;26 september 2003 tot 24 september 2004;1.2;1.8
221;Totaal mannen en vrouwen;0;0;1;9;24 september 2004 tot 30 september 2005;1.3;2.3
222;Totaal mannen en vrouwen;0;0;1;9;30 september 2005 tot 29 september 2006;1.7;2.3
223;Totaal mannen en vrouwen;0;0;1;9;29 september 2006 tot 28 september 2007;;2.5
224;Totaal mannen en vrouwen;0;0;1;9;28 september 2007 tot 26 september 2008;1.2;
225;Totaal mannen en vrouwen;0;0;1;10;24 september 1999 tot 29 september 2000;22.4;12.0
226;Totaal mannen en vrouwen;0;0;1;10;29 september 2000 tot 28 september 2001;18.7;12.5
227;Totaal mannen en vrouwen;0;0;1;10;28 september 2001 tot 27 september 2002;18.3;10.9
228;Totaal mannen en vrouwen;0;0;1;10;27 september 2002 tot 26 september 2003;15.9;9.8
229;Totaal mannen en vrouwen;0;0;1;10;26 september 2003 tot 24 september 2004;14.8;9.3
230;Totaal mannen en vrouwen;0;0;1;10;24 september 2004 tot 30 september 2005;15.5;11.0
231;Totaal mannen en vrouwen;0;0;1;10;30 september 2005 tot 29 september 2006;18.0;9.2
232;Totaal mannen en vrouwen;0;0;1;10;29 september 2006 tot 28 september 2007;15.1;7.8
233;Totaal mannen en vrouwen;0;0;1;10;28 september 2007 tot 26 september 2008;13.0;7.0
234;Totaal mannen en vrouwen;0;0;1;11;24 september 1999 tot 29 september 2000;15.6;6.4
235;Totaal mannen en vrouwen;0;0;1;11;29 september 2000 tot 28 september 2001;13.9;6.1
236;Totaal mannen en vrouwen;0;0;1;11;28 september 2001 tot 27 september 2002;13.4;5.8
237;Totaal mannen en vrouwen;0;0;1;11;27 september 2002 tot 26 september 2003;11.9;5.4
238;Totaal mannen en vrouwen;0;0;1;11;26 september 2003 tot 24 september 2004;11.3;5.2
239;Totaal mannen en vrouwen;0;0;1;11;24 september 2004 tot 30 september 2005;12.3;5.0
240;Totaal mannen en vrouwen;0;0;1;11;30 september 2005 tot 29 september 2006;13.4;5.6
241;Totaal mannen en vrouwen;0;0;1;11;29 september 2006 tot 28 september 2007;12.6;4.6
242;Totaal mannen en vrouwen;0;0;1;11;28 september 2007 tot 26 september 2008;10.9;4.4
243;Totaal mannen en vrouwen;0;0;1;12;24 september 1999 tot 29 september 2000;6.8;5.6
244;Totaal mannen en vrouwen;0;0;1;12;29 september 2000 tot 28 september 2001;4.7;6.3
245;Totaal mannen en vrouwen;0;0;1;12;28 september 2001 tot 27 september 2002;4.8;5.0
246;Totaal mannen en vrouwen;0;0;1;12;27 september 2002 tot 26 september 2003;4.0;4.4
247;Totaal mannen en vrouwen;0;0;1;12;26 september 2003 tot 24 september 2004;3.6;4.1
248;Totaal mannen en vrouwen;0;0;1;12;24 september 2004 tot 30 september 2005;3.2;6.0
249;Totaal mannen en vrouwen;0;0;1;12;30 september 2005 tot 29 september 2006;4.6;3.6
250;Totaal mannen en vrouwen;0;0;1;12;29 september 2006 tot 28 september 2007;2.5;3.3
251;Totaal mannen en vrouwen;0;0;1;12;28 september 2007 tot 26 september 2008;2.1;2.6
252;Totaal mannen en vrouwen;0;0;1;13;24 september 1999 tot 29 september 2000;1.0;0.0
253;Totaal mannen en vrouwen;0;0;1;13;29 september 2000 tot 28 september 2001;1.1;0.0
254;Totaal mannen en vrouwen;0;0;1;13;28 september 2001 tot 27 september 2002;1.0;0.0
255;Totaal mannen en vrouwen;0;0;1;13;27 september 2002 tot 26 september 2003;0.8;0.0
256;Totaal mannen en vrouwen;0;0;1;13;26 september 2003 tot 24 september 2004;0.6;0.0
257;Totaal mannen en vrouwen;0;0;1;13;24 september 2004 tot 30 september 2005;0.5;0.0
258;Totaal mannen en vrouwen;0;0;1;13;30 september 2005 tot 29 september 2006;0.6;0.0
259;Totaal mannen en vrouwen;0;0;1;13;29 september 2006 tot 28 september 2007;0.7;0.0
260;Totaal mannen en vrouwen;0;0;1;13;28 september 2007 tot 26 september 2008;1.1;0.0
261;Totaal mannen en vrouwen;0;0;1;14;24 september 1999 tot 29 september 2000;0.0;0.5
262;Totaal mannen en vrouwen;0;0;1;14;29 september 2000 tot 28 september 2001;0.0;0.5
263;Totaal mannen en vrouwen;0;0;1;14;28 september 2001 tot 27 september 2002;0.0;0.6
264;Totaal mannen en vrouwen;0;0;1;14;27 september 2002 tot 26 september 2003;0.0;0.6
265;Totaal mannen en vrouwen;0;0;1;14;26 september 2003 tot 24 september 2004;0.0;0.6
266;Totaal mannen en vrouwen;0;0;1;14;24 september 2004 tot 30 september 2005;0.0;0.7
267;Totaal mannen en vrouwen;0;0;1;14;30 september 2005 tot 29 september 2006;0.0;0.6
268;Totaal mannen en vrouwen;0;0;1;14;29 september 2006 tot 28 september 2007;0.0;0.6
269;Totaal mannen en vrouwen;0;0;1;14;28 september 2007 tot 26 september 2008;0.0;0.6
270;Totaal mannen en vrouwen;0;0;2;0;24 september 1999 tot 29 september 2000;67.0;82.5
271;Totaal mannen en vrouwen;0;0;2;0;29 september 2000 tot 28 september 2001;65.6;84.0
272;Totaal mannen en vrouwen;0;0;2;0;28 september 2001 tot 27 september 2002;57.9;88.8
273;Totaal mannen en vrouwen;0;0;2;0;27 september 2002 tot 26 september 2003;49.1;95.7
274;Totaal mannen en vrouwen;0;0;2;0;26 september 2003 tot 24 september 2004;48.8;90.9
275;Totaal mannen en vrouwen;0;0;2;0;24 september 2004 tot 30 september 2005;51.3;84.4
276;Totaal mannen en vrouwen;0;0;2;0;30 september 2005 tot 29 september 2006;54.9;82.0
277;Totaal mannen en vrouwen;0;0;2;0;29 september 2006 tot 28 september 2007;58.3;63.2
278;Totaal mannen en vrouwen;0;0;2;0;28 september 2007 tot 26 september 2008;52.3;67.2
279;Totaal mannen en vrouwen;0;0;2;1;24 september 1999 tot 29 september 2000;3.6;11.3
280;Totaal mannen en vrouwen;0;0;2;1;29 september 2000 tot 28 september 2001;4.0;11.4
