ID;Geslacht;Persoonskenmerken;Arbeidsgehandicapten;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
37;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2004;1929.0;1300.0;1152.0;1113.0;610.0;503.0;39.0;30.0;4.0;5.0;0.0;742.0;543.0;428.0;115.0;198.0;78.0;120.0;410.0;149.0;11.4;629.0;67.4;59.7
38;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2005;1937.0;1304.0;1149.0;1110.0;572.0;538.0;39.0;30.0;4.0;5.0;0.0;767.0;571.0;441.0;130.0;195.0;77.0;118.0;383.0;154.0;11.8;633.0;67.3;59.3
39;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2006;1944.0;1306.0;1175.0;1127.0;542.0;585.0;48.0;38.0;4.0;6.0;0.0;778.0;584.0;453.0;132.0;194.0;86.0;108.0;397.0;131.0;10.0;638.0;67.2;60.5
40;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2007;;;;;;;;;;;;;;;;;;;;;;;;
41;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2008;;;;;;;;;;;;;;;;;;;;;;;;
42;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2009;1998.0;1400.0;1256.0;1206.0;510.0;696.0;49.0;39.0;4.0;6.0;0.0;894.0;652.0;491.0;162.0;242.0;111.0;131.0;362.0;144.0;10.3;597.0;70.1;62.9
43;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2010;2006.0;1370.0;1218.0;1160.0;486.0;675.0;58.0;51.0;2.0;5.0;0.0;891.0;657.0;501.0;156.0;234.0;110.0;124.0;327.0;152.0;11.1;637.0;68.3;60.7
44;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2011;2010.0;1369.0;1232.0;1177.0;518.0;659.0;55.0;48.0;3.0;3.0;0.0;919.0;676.0;508.0;168.0;244.0;114.0;130.0;313.0;137.0;10.0;642.0;68.1;61.3
45;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2012;2023.0;1400.0;1236.0;1184.0;480.0;704.0;52.0;45.0;3.0;4.0;0.0;940.0;692.0;520.0;172.0;249.0;110.0;138.0;296.0;164.0;11.7;623.0;69.2;61.1
46;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2013;2040.0;1411.0;1225.0;1164.0;431.0;733.0;62.0;57.0;1.0;3.0;0.0;944.0;711.0;537.0;174.0;233.0;110.0;123.0;282.0;186.0;13.2;628.0;69.2;60.1
47;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Totaal;2014;2045.0;1378.0;1202.0;1141.0;415.0;726.0;61.0;54.0;2.0;5.0;0.0;940.0;707.0;545.0;162.0;232.0;115.0;117.0;262.0;175.0;12.7;668.0;67.4;58.8
48;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2003;120.0;75.0;66.0;63.0;42.0;21.0;3.0;2.0;0.0;0.0;0.0;41.0;21.0;16.0;5.0;19.0;9.0;11.0;25.0;9.0;12.6;45.0;62.4;54.6
49;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2004;117.0;70.0;58.0;56.0;33.0;23.0;2.0;1.0;0.0;0.0;0.0;34.0;20.0;15.0;5.0;14.0;4.0;9.0;24.0;12.0;17.0;48.0;59.2;49.1
50;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2005;120.0;69.0;59.0;58.0;30.0;28.0;1.0;1.0;0.0;0.0;0.0;39.0;26.0;20.0;6.0;13.0;5.0;8.0;20.0;11.0;15.2;50.0;58.0;49.2
51;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2006;120.0;65.0;56.0;53.0;27.0;26.0;3.0;3.0;0.0;0.0;0.0;37.0;21.0;17.0;4.0;16.0;8.0;8.0;19.0;10.0;14.6;54.0;54.6;46.7
52;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2007;;;;;;;;;;;;;;;;;;;;;;;;
53;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2008;;;;;;;;;;;;;;;;;;;;;;;;
54;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2009;137.0;77.0;66.0;62.0;24.0;38.0;4.0;3.0;0.0;1.0;0.0;45.0;33.0;22.0;11.0;12.0;6.0;6.0;21.0;11.0;14.4;61.0;55.7;47.7
55;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2010;119.0;63.0;50.0;48.0;24.0;24.0;3.0;2.0;0.0;0.0;0.0;37.0;24.0;17.0;7.0;13.0;7.0;7.0;14.0;12.0;19.8;56.0;52.9;42.4
56;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2011;117.0;58.0;50.0;47.0;22.0;25.0;3.0;3.0;0.0;0.0;0.0;39.0;25.0;17.0;9.0;13.0;5.0;8.0;11.0;8.0;13.6;59.0;49.5;42.8
57;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2012;112.0;53.0;41.0;39.0;13.0;26.0;2.0;2.0;0.0;0.0;0.0;32.0;19.0;15.0;4.0;13.0;7.0;6.0;10.0;12.0;22.2;59.0;47.3;36.8
58;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2013;147.0;69.0;54.0;51.0;20.0;31.0;3.0;3.0;0.0;0.0;0.0;46.0;29.0;23.0;6.0;17.0;7.0;10.0;9.0;15.0;21.3;78.0;47.1;37.1
59;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Arbeidsgehandicapten;2014;136.0;56.0;43.0;41.0;14.0;26.0;2.0;2.0;0.0;0.0;0.0;36.0;24.0;19.0;5.0;12.0;7.0;5.0;7.0;13.0;23.4;79.0;41.6;31.8
60;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2003;1800.0;1251.0;1129.0;1097.0;631.0;465.0;33.0;25.0;2.0;6.0;0.0;720.0;529.0;411.0;117.0;192.0;74.0;117.0;409.0;121.0;9.7;549.0;69.5;62.7
61;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2004;1811.0;1231.0;1094.0;1057.0;576.0;480.0;37.0;29.0;4.0;4.0;0.0;708.0;523.0;413.0;110.0;185.0;74.0;111.0;386.0;137.0;11.1;581.0;67.9;60.4
62;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2005;1817.0;1234.0;1090.0;1052.0;542.0;510.0;38.0;29.0;4.0;5.0;0.0;728.0;545.0;421.0;124.0;182.0;72.0;110.0;363.0;144.0;11.7;583.0;67.9;60.0
63;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2006;1825.0;1241.0;1120.0;1074.0;515.0;559.0;45.0;36.0;4.0;6.0;0.0;741.0;563.0;436.0;127.0;177.0;77.0;100.0;379.0;121.0;9.8;584.0;68.0;61.4
64;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2007;;;;;;;;;;;;;;;;;;;;;;;;
65;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2008;;;;;;;;;;;;;;;;;;;;;;;;
66;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2009;1860.0;1324.0;1190.0;1144.0;486.0;658.0;46.0;37.0;4.0;5.0;0.0;849.0;619.0;469.0;151.0;230.0;105.0;125.0;341.0;133.0;10.1;536.0;71.2;64.0
67;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2010;1887.0;1307.0;1167.0;1112.0;461.0;651.0;55.0;48.0;2.0;5.0;0.0;854.0;633.0;484.0;149.0;221.0;104.0;117.0;314.0;139.0;10.7;581.0;69.2;61.9
68;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2011;1893.0;1311.0;1182.0;1130.0;496.0;634.0;52.0;45.0;3.0;3.0;0.0;880.0;650.0;491.0;159.0;230.0;108.0;122.0;301.0;129.0;9.8;582.0;69.2;62.4
69;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2012;1911.0;1347.0;1195.0;1145.0;467.0;678.0;50.0;43.0;3.0;4.0;0.0;909.0;673.0;505.0;168.0;236.0;103.0;133.0;286.0;152.0;11.3;564.0;70.5;62.5
70;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2013;1893.0;1342.0;1171.0;1112.0;411.0;702.0;59.0;54.0;1.0;3.0;0.0;898.0;682.0;514.0;168.0;216.0;103.0;113.0;273.0;171.0;12.8;551.0;70.9;61.9
71;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Niet-arbeidsgehandicapten;2014;1909.0;1321.0;1159.0;1100.0;401.0;699.0;59.0;51.0;2.0;5.0;0.0;904.0;683.0;526.0;157.0;220.0;108.0;112.0;255.0;162.0;12.3;588.0;69.2;60.7
72;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2003;4870.0;4181.0;4014.0;3548.0;3112.0;436.0;466.0;271.0;177.0;18.0;0.0;1485.0;513.0;192.0;321.0;972.0;486.0;486.0;2529.0;167.0;4.0;688.0;85.9;82.4
73;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2004;4809.0;4163.0;3968.0;3481.0;3022.0;459.0;486.0;290.0;175.0;21.0;0.0;1472.0;509.0;189.0;319.0;964.0;491.0;473.0;2495.0;195.0;4.7;646.0;86.6;82.5
74;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2005;4744.0;4133.0;3933.0;3464.0;2980.0;484.0;469.0;284.0;164.0;21.0;0.0;1490.0;501.0;181.0;320.0;990.0;490.0;500.0;2442.0;200.0;4.8;611.0;87.1;82.9
75;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2006;4673.0;4099.0;3943.0;3434.0;2914.0;520.0;509.0;310.0;180.0;20.0;0.0;1464.0;489.0;168.0;322.0;975.0;480.0;495.0;2479.0;156.0;3.8;574.0;87.7;84.4
76;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2007;;;;;;;;;;;;;;;;;;;;;;;;
77;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2008;;;;;;;;;;;;;;;;;;;;;;;;
78;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2009;4457.0;3989.0;3855.0;3328.0;2733.0;595.0;528.0;345.0;165.0;17.0;0.0;1483.0;400.0;132.0;267.0;1083.0;540.0;542.0;2373.0;133.0;3.3;469.0;89.5;86.5
79;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2010;4399.0;3921.0;3771.0;3276.0;2762.0;515.0;495.0;335.0;143.0;17.0;0.0;1466.0;390.0;120.0;270.0;1077.0;529.0;548.0;2305.0;150.0;3.8;478.0;89.1;85.7
80;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2011;4341.0;3841.0;3691.0;3192.0;2724.0;468.0;499.0;344.0;139.0;16.0;0.0;1458.0;381.0;117.0;264.0;1077.0;527.0;550.0;2233.0;149.0;3.9;500.0;88.5;85.0
81;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2012;4319.0;3833.0;3650.0;3151.0;2658.0;493.0;499.0;351.0;131.0;17.0;0.0;1464.0;379.0;125.0;254.0;1085.0;520.0;564.0;2186.0;183.0;4.8;486.0;88.7;84.5
82;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2013;4305.0;3810.0;3570.0;3061.0;2512.0;549.0;509.0;373.0;120.0;16.0;0.0;1469.0;371.0;142.0;229.0;1098.0;530.0;568.0;2101.0;240.0;6.3;495.0;88.5;82.9
83;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Totaal;2014;4241.0;3739.0;3502.0;3020.0;2405.0;615.0;482.0;357.0;111.0;15.0;0.0;1420.0;351.0;138.0;213.0;1070.0;504.0;566.0;2082.0;237.0;6.3;502.0;88.2;82.6
84;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2003;641.0;409.0;378.0;337.0;289.0;48.0;41.0;28.0;11.0;2.0;0.0;177.0;61.0;24.0;38.0;115.0;59.0;56.0;201.0;31.0;7.5;232.0;63.7;58.9
85;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2004;625.0;404.0;364.0;321.0;275.0;46.0;43.0;26.0;15.0;1.0;0.0;164.0;57.0;22.0;35.0;107.0;55.0;52.0;199.0;41.0;10.1;220.0;64.7;58.2
86;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2005;592.0;377.0;338.0;296.0;254.0;42.0;41.0;27.0;13.0;1.0;0.0;161.0;60.0;23.0;37.0;101.0;49.0;52.0;177.0;39.0;10.4;215.0;63.7;57.1
87;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2006;557.0;359.0;326.0;285.0;236.0;49.0;41.0;29.0;11.0;1.0;0.0;156.0;57.0;21.0;36.0;99.0;53.0;45.0;170.0;33.0;9.2;198.0;64.5;58.5
88;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2007;;;;;;;;;;;;;;;;;;;;;;;;
89;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2008;;;;;;;;;;;;;;;;;;;;;;;;
90;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2009;483.0;315.0;290.0;255.0;200.0;55.0;35.0;24.0;9.0;2.0;0.0;155.0;47.0;18.0;29.0;107.0;54.0;53.0;135.0;25.0;7.9;169.0;65.1;60.0
91;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2010;420.0;246.0;225.0;196.0;164.0;32.0;29.0;20.0;7.0;2.0;0.0;121.0;39.0;13.0;26.0;82.0;44.0;38.0;104.0;21.0;8.4;174.0;58.5;53.6
92;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2011;400.0;216.0;192.0;163.0;138.0;26.0;28.0;22.0;5.0;1.0;0.0;104.0;37.0;13.0;25.0;67.0;32.0;35.0;88.0;24.0;11.0;184.0;53.9;48.0
93;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2012;388.0;211.0;186.0;161.0;139.0;22.0;25.0;20.0;6.0;0.0;0.0;108.0;40.0;11.0;29.0;68.0;35.0;33.0;78.0;25.0;11.7;177.0;54.4;48.0
94;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2013;460.0;236.0;199.0;167.0;135.0;32.0;32.0;23.0;8.0;1.0;0.0;111.0;34.0;14.0;19.0;77.0;44.0;33.0;88.0;37.0;15.5;224.0;51.3;43.3
95;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Arbeidsgehandicapten;2014;441.0;213.0;175.0;154.0;110.0;44.0;21.0;16.0;3.0;1.0;0.0;115.0;42.0;15.0;27.0;72.0;36.0;36.0;60.0;38.0;18.0;227.0;48.4;39.7
96;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Niet-arbeidsgehandicapten;2003;4228.0;3773.0;3636.0;3212.0;2823.0;389.0;425.0;243.0;165.0;17.0;0.0;1308.0;452.0;168.0;284.0;856.0;427.0;430.0;2328.0;137.0;3.6;456.0;89.2;86.0
97;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Niet-arbeidsgehandicapten;2004;4185.0;3758.0;3604.0;3160.0;2747.0;414.0;444.0;265.0;159.0;20.0;0.0;1308.0;452.0;167.0;284.0;857.0;436.0;421.0;2296.0;154.0;4.1;426.0;89.8;86.1
