ID;Arbeidspositie;ArbeidspositieVoorgaandePeriode;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1
23;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2018 4e kwartaal;12956.0
24;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2019 1e kwartaal;12975.0
25;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2019 2e kwartaal;13002.0
26;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2019 3e kwartaal;13029.0
27;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2019 4e kwartaal;13055.0
28;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2020 1e kwartaal;13075.0
29;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2020 2e kwartaal;13088.0
30;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2020 3e kwartaal;13101.0
31;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2020 4e kwartaal;13113.0
32;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2021 1e kwartaal;
33;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2021 2e kwartaal;13139.0
34;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2021 3e kwartaal;13128.0
35;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2021 4e kwartaal;13170.0
36;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2022 1e kwartaal;13175.0
37;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2022 2e kwartaal;13212.0
38;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2022 3e kwartaal;13232.0
39;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2022 4e kwartaal;13291.0
40;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2023 1e kwartaal;13307.0
41;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2023 2e kwartaal;13310.0
42;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2023 3e kwartaal;13317.0
43;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2023 4e kwartaal;13368.0
44;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2024 1e kwartaal;13375.0
45;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2024 2e kwartaal;13377.0
46;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2024 3e kwartaal;13379.0
47;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Totaal personen;2024 4e kwartaal;13418.0
48;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2013 1e kwartaal;6318.0
49;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2013 2e kwartaal;6324.0
50;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2013 3e kwartaal;6331.0
51;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2013 4e kwartaal;6337.0
52;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2014 1e kwartaal;6340.0
53;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2014 2e kwartaal;6337.0
54;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2014 3e kwartaal;6335.0
55;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2014 4e kwartaal;6333.0
56;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2015 1e kwartaal;6334.0
57;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2015 2e kwartaal;6339.0
58;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2015 3e kwartaal;6344.0
59;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2015 4e kwartaal;6348.0
60;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2016 1e kwartaal;6358.0
61;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2016 2e kwartaal;6374.0
62;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2016 3e kwartaal;6389.0
63;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2016 4e kwartaal;6405.0
64;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2017 1e kwartaal;6418.0
65;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2017 2e kwartaal;6428.0
66;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2017 3e kwartaal;6437.0
67;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2017 4e kwartaal;6447.0
68;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2018 1e kwartaal;6455.0
69;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2018 2e kwartaal;6461.0
70;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2018 3e kwartaal;6467.0
71;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2018 4e kwartaal;6473.0
72;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2019 1e kwartaal;6484.0
73;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2019 2e kwartaal;6500.0
74;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2019 3e kwartaal;6517.0
75;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2019 4e kwartaal;6533.0
76;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2020 1e kwartaal;6544.0
77;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2020 2e kwartaal;6551.0
78;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2020 3e kwartaal;6557.0
79;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2020 4e kwartaal;6564.0
80;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2021 1e kwartaal;
81;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2021 2e kwartaal;6576.0
82;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2021 3e kwartaal;6572.0
83;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2021 4e kwartaal;6591.0
84;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2022 1e kwartaal;6595.0
85;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2022 2e kwartaal;6605.0
86;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2022 3e kwartaal;6617.0
87;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2022 4e kwartaal;6645.0
88;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2023 1e kwartaal;6654.0
89;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2023 2e kwartaal;6653.0
90;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2023 3e kwartaal;6659.0
91;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2023 4e kwartaal;6683.0
92;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2024 1e kwartaal;6688.0
93;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2024 2e kwartaal;6687.0
94;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2024 3e kwartaal;6691.0
95;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Mannen;2024 4e kwartaal;6709.0
96;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2013 1e kwartaal;6299.0
97;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2013 2e kwartaal;6306.0
98;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2013 3e kwartaal;6314.0
99;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2013 4e kwartaal;6321.0
100;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2014 1e kwartaal;6326.0
101;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2014 2e kwartaal;6328.0
102;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2014 3e kwartaal;6329.0
103;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2014 4e kwartaal;6331.0
104;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2015 1e kwartaal;6335.0
105;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2015 2e kwartaal;6341.0
106;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2015 3e kwartaal;6347.0
107;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2015 4e kwartaal;6353.0
108;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2016 1e kwartaal;6364.0
109;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2016 2e kwartaal;6379.0
110;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2016 3e kwartaal;6394.0
111;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2016 4e kwartaal;6409.0
112;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2017 1e kwartaal;6422.0
113;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2017 2e kwartaal;6432.0
114;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2017 3e kwartaal;6443.0
115;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2017 4e kwartaal;6453.0
116;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2018 1e kwartaal;6462.0
117;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2018 2e kwartaal;6469.0
118;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2018 3e kwartaal;6476.0
119;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2018 4e kwartaal;6483.0
120;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2019 1e kwartaal;6491.0
121;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2019 2e kwartaal;6502.0
122;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2019 3e kwartaal;6512.0
123;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2019 4e kwartaal;6522.0
124;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2020 1e kwartaal;6531.0
125;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2020 2e kwartaal;6537.0
126;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2020 3e kwartaal;6543.0
127;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2020 4e kwartaal;6550.0
128;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2021 1e kwartaal;
129;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2021 2e kwartaal;6563.0
130;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2021 3e kwartaal;6556.0
131;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2021 4e kwartaal;6579.0
132;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2022 1e kwartaal;6581.0
133;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2022 2e kwartaal;6608.0
134;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2022 3e kwartaal;6615.0
135;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2022 4e kwartaal;6646.0
136;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2023 1e kwartaal;6653.0
137;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2023 2e kwartaal;6657.0
138;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2023 3e kwartaal;6658.0
139;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2023 4e kwartaal;6685.0
140;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2024 1e kwartaal;6687.0
141;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2024 2e kwartaal;6690.0
142;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2024 3e kwartaal;6688.0
143;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Geslacht: Vrouwen;2024 4e kwartaal;6709.0
144;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2013 1e kwartaal;2036.0
145;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2013 2e kwartaal;2038.0
146;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2013 3e kwartaal;2041.0
147;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2013 4e kwartaal;2044.0
148;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2014 1e kwartaal;2045.0
149;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2014 2e kwartaal;2045.0
150;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2014 3e kwartaal;2045.0
151;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2014 4e kwartaal;2045.0
152;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2015 1e kwartaal;2046.0
153;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2015 2e kwartaal;2048.0
154;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2015 3e kwartaal;2049.0
155;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2015 4e kwartaal;2050.0
156;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2016 1e kwartaal;2055.0
157;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2016 2e kwartaal;2062.0
158;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2016 3e kwartaal;2069.0
159;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2016 4e kwartaal;2076.0
160;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2017 1e kwartaal;2082.0
161;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2017 2e kwartaal;2086.0
162;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2017 3e kwartaal;2090.0
163;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2017 4e kwartaal;2094.0
164;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2018 1e kwartaal;2097.0
165;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2018 2e kwartaal;2099.0
166;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2018 3e kwartaal;2102.0
167;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2018 4e kwartaal;2104.0
168;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2019 1e kwartaal;2108.0
169;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2019 2e kwartaal;2112.0
170;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2019 3e kwartaal;2117.0
171;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2019 4e kwartaal;2121.0
172;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2020 1e kwartaal;2124.0
173;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2020 2e kwartaal;2125.0
174;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2020 3e kwartaal;2125.0
175;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2020 4e kwartaal;2126.0
176;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2021 1e kwartaal;
177;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2021 2e kwartaal;2115.0
178;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2021 3e kwartaal;2109.0
179;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2021 4e kwartaal;2139.0
180;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2022 1e kwartaal;2137.0
181;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2022 2e kwartaal;2143.0
182;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2022 3e kwartaal;2138.0
183;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2022 4e kwartaal;2170.0
184;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2023 1e kwartaal;2169.0
185;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2023 2e kwartaal;2167.0
186;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2023 3e kwartaal;2158.0
187;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2023 4e kwartaal;2183.0
188;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2024 1e kwartaal;2179.0
189;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2024 2e kwartaal;2175.0
190;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2024 3e kwartaal;2162.0
191;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2024 4e kwartaal;2184.0
192;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2013 1e kwartaal;4319.0
193;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2013 2e kwartaal;4309.0
194;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2013 3e kwartaal;4300.0
195;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2013 4e kwartaal;4290.0
196;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2014 1e kwartaal;4274.0
197;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2014 2e kwartaal;4252.0
198;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2014 3e kwartaal;4230.0
199;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2014 4e kwartaal;4208.0
200;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2015 1e kwartaal;4192.0
201;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2015 2e kwartaal;4181.0
202;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2015 3e kwartaal;4171.0
203;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2015 4e kwartaal;4161.0
204;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2016 1e kwartaal;4158.0
205;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2016 2e kwartaal;4162.0
206;Beroeps- en niet beroepsbevolking;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2016 3e kwartaal;4167.0
