ID;Geslacht;Leeftijd;Onderwijsniveau;Onderwijsvolgend;Onderwijskenmerken;Perioden;DeelnemersLevenLangOntwikkelen_1
58;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2022;965
59;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2023;1012
60;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niv: Hbo, wo;2021;1124
61;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niv: Hbo, wo;2022;1150
62;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niv: Hbo, wo;2023;1119
63;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niveau: 31 Hbo-, wo-bachelor;2021;866
64;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niveau: 31 Hbo-, wo-bachelor;2022;879
65;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niveau: 31 Hbo-, wo-bachelor;2023;860
66;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niveau: 32 Hbo-, wo-master;2021;258
67;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niveau: 32 Hbo-, wo-master;2022;270
68;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act.ond.niveau: 32 Hbo-, wo-master;2023;259
69;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Actueel onderwijsniveau: onbekend;2021;131
70;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Actueel onderwijsniveau: onbekend;2022;94
71;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Actueel onderwijsniveau: onbekend;2023;32
72;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act. ond. niveau: niet van toepassing;2021;1451
73;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act. ond. niveau: niet van toepassing;2022;1390
74;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Act. ond. niveau: niet van toepassing;2023;1393
75;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;00 Algemeen;2021;565
76;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;00 Algemeen;2022;598
77;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;00 Algemeen;2023;664
78;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;01 Onderwijs;2021;230
79;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;01 Onderwijs;2022;233
80;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;01 Onderwijs;2023;231
81;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;2021;350
82;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;2022;360
83;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;2023;359
84;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;03 Journalistiek, gedrag en maatschappij;2021;177
85;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;03 Journalistiek, gedrag en maatschappij;2022;191
86;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;03 Journalistiek, gedrag en maatschappij;2023;192
87;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;04 Recht, administratie, handel en za...;2021;871
88;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;04 Recht, administratie, handel en za...;2022;843
89;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;04 Recht, administratie, handel en za...;2023;833
90;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;05 Wiskunde, natuurwetenschappen;2021;91
91;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;05 Wiskunde, natuurwetenschappen;2022;97
92;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;05 Wiskunde, natuurwetenschappen;2023;94
93;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;06 Informatica;2021;296
94;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;06 Informatica;2022;290
95;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;06 Informatica;2023;277
96;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;07 Techniek, industrie en bouwkunde;2021;367
97;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;07 Techniek, industrie en bouwkunde;2022;364
98;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;07 Techniek, industrie en bouwkunde;2023;367
99;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;08 Landbouw, diergeneeskunde en -verz...;2021;59
100;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;08 Landbouw, diergeneeskunde en -verz...;2022;60
101;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;08 Landbouw, diergeneeskunde en -verz...;2023;64
102;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;09 Gezondheidszorg en welzijn;2021;620
103;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;09 Gezondheidszorg en welzijn;2022;627
104;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;09 Gezondheidszorg en welzijn;2023;638
105;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;10 Dienstverlening;2021;395
106;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;10 Dienstverlening;2022;383
107;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;10 Dienstverlening;2023;392
108;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Onderwijsrichting onbekend;2021;277
109;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Onderwijsrichting onbekend;2022;245
110;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Onderwijsrichting onbekend;2023;201
111;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren minder dan 7 uur per week;2021;1407
112;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren minder dan 7 uur per week;2022;1310
113;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren minder dan 7 uur per week;2023;1328
114;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 7 tot 13 uur per week;2021;626
115;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 7 tot 13 uur per week;2022;635
116;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 7 tot 13 uur per week;2023;670
117;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 13 tot 19 uur per week;2021;204
118;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 13 tot 19 uur per week;2022;209
119;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 13 tot 19 uur per week;2023;214
120;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 19 tot 25 uur per week;2021;262
121;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 19 tot 25 uur per week;2022;264
122;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 19 tot 25 uur per week;2023;264
123;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 25 of meer uur per week;2021;1332
124;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 25 of meer uur per week;2022;1388
125;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren 25 of meer uur per week;2023;1234
126;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren onbekend;2021;467
127;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren onbekend;2022;486
128;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Lesuren onbekend;2023;601
129;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Totaal personen;2021;2439
130;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Totaal personen;2022;2468
131;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Totaal personen;2023;2473
132;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Volgt bekostigd onderwijs;2021;1866
133;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Volgt bekostigd onderwijs;2022;1881
134;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Volgt bekostigd onderwijs;2023;1860
135;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Volgt niet-bekostigd onderwijs;2021;573
136;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Volgt niet-bekostigd onderwijs;2022;587
137;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Volgt niet-bekostigd onderwijs;2023;613
138;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Volgt onderwijs, bekostiging onbekend;2021;0
139;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Volgt onderwijs, bekostiging onbekend;2022;0
140;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Volgt onderwijs, bekostiging onbekend;2023;0
141;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 week of korter;2021;0
142;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 week of korter;2022;0
143;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 week of korter;2023;0
144;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 week tot 6 maanden;2021;0
145;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 week tot 6 maanden;2022;0
146;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 week tot 6 maanden;2023;0
147;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 tot 4 weken;2021;0
148;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 tot 4 weken;2022;0
149;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 tot 4 weken;2023;0
150;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 tot 3 maanden;2021;0
151;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 tot 3 maanden;2022;0
152;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 tot 3 maanden;2023;0
153;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 3 tot 6 maanden;2021;0
154;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 3 tot 6 maanden;2022;0
155;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 3 tot 6 maanden;2023;0
156;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 6 tot 12 maanden;2021;55
157;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 6 tot 12 maanden;2022;62
158;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 6 tot 12 maanden;2023;70
159;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 12 maanden of langer;2021;2315
160;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 12 maanden of langer;2022;2321
161;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 12 maanden of langer;2023;2295
162;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 tot 2 jaar;2021;299
163;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 tot 2 jaar;2022;306
164;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 1 tot 2 jaar;2023;337
165;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 2 tot 3 jaar;2021;217
166;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 2 tot 3 jaar;2022;227
167;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur 2 tot 3 jaar;2023;227
168;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur langer dan 3 jaar;2021;1799
169;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur langer dan 3 jaar;2022;1788
170;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur langer dan 3 jaar;2023;1731
171;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur onbekend;2021;69
172;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur onbekend;2022;84
173;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Opleidingsduur onbekend;2023;108
174;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niv: Basisonderwijs, vmbo, mbo;2021;238
175;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niv: Basisonderwijs, vmbo, mbo;2022;260
176;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niv: Basisonderwijs, vmbo, mbo;2023;310
177;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 11 Basisonderwijs;2021;30
178;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 11 Basisonderwijs;2022;30
179;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 11 Basisonderwijs;2023;41
180;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 12 Vmbo, mbo1, ...;2021;207
181;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 12 Vmbo, mbo1, ...;2022;230
182;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 12 Vmbo, mbo1, ...;2023;269
183;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niv: Havo, vwo, mbo2-4;2021;946
184;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niv: Havo, vwo, mbo2-4;2022;965
185;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niv: Havo, vwo, mbo2-4;2023;1012
186;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2021;946
187;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2022;965
188;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2023;1012
189;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niv: Hbo, wo;2021;1124
190;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niv: Hbo, wo;2022;1150
191;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niv: Hbo, wo;2023;1119
192;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 31 Hbo-, wo-bachelor;2021;866
193;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 31 Hbo-, wo-bachelor;2022;879
194;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 31 Hbo-, wo-bachelor;2023;860
195;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 32 Hbo-, wo-master;2021;258
196;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 32 Hbo-, wo-master;2022;270
197;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act.ond.niveau: 32 Hbo-, wo-master;2023;259
198;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Actueel onderwijsniveau: onbekend;2021;131
199;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Actueel onderwijsniveau: onbekend;2022;94
200;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Actueel onderwijsniveau: onbekend;2023;32
201;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act. ond. niveau: niet van toepassing;2021;0
202;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act. ond. niveau: niet van toepassing;2022;0
203;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;Act. ond. niveau: niet van toepassing;2023;0
204;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;00 Algemeen;2021;399
205;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;00 Algemeen;2022;435
206;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;00 Algemeen;2023;502
207;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;01 Onderwijs;2021;145
208;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;01 Onderwijs;2022;149
209;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;01 Onderwijs;2023;151
210;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;02 Vormgeving, kunst, talen en gesch...;2021;169
211;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;02 Vormgeving, kunst, talen en gesch...;2022;169
212;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;02 Vormgeving, kunst, talen en gesch...;2023;168
213;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;03 Journalistiek, gedrag en maatschappij;2021;134
214;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;03 Journalistiek, gedrag en maatschappij;2022;144
215;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Volgt formeel onderwijs;03 Journalistiek, gedrag en maatschappij;2023;145
