ID;Besteding;CPIReeksen;Perioden;Prijsindexcijfers_1;Maandmutatie_2;Jaarmutatie_3;Wegingscoefficienten_4
53;0   Totaal bestedingen;CPI alle huishoudens;2000 februari;109.6;0.5;2.0;100000
54;0   Totaal bestedingen;CPI alle huishoudens;2000 maart;110.6;0.9;1.9;100000
55;0   Totaal bestedingen;CPI alle huishoudens;2000 april;111.0;0.4;2.1;100000
56;0   Totaal bestedingen;CPI alle huishoudens;2000 mei;111.3;0.3;2.4;100000
57;0   Totaal bestedingen;CPI alle huishoudens;2000 juni;111.2;-0.1;2.7;100000
58;0   Totaal bestedingen;CPI alle huishoudens;2000 juli;111.3;0.1;2.8;100000
59;0   Totaal bestedingen;CPI alle huishoudens;2000 augustus;111.6;0.3;2.5;100000
60;0   Totaal bestedingen;CPI alle huishoudens;2000 september;112.6;0.9;2.9;100000
61;0   Totaal bestedingen;CPI alle huishoudens;2000 oktober;112.9;0.3;3.1;100000
62;0   Totaal bestedingen;CPI alle huishoudens;2000 november;112.9;0.0;3.0;100000
63;0   Totaal bestedingen;CPI alle huishoudens;2000 december;112.4;-0.4;2.9;100000
64;0   Totaal bestedingen;CPI alle huishoudens;2000;111.4;;2.6;100000
65;0   Totaal bestedingen;CPI alle huishoudens;2001 januari;113.7;1.2;4.2;100000
66;0   Totaal bestedingen;CPI alle huishoudens;2001 februari;114.5;0.7;4.5;100000
67;0   Totaal bestedingen;CPI alle huishoudens;2001 maart;115.7;1.0;4.6;100000
68;0   Totaal bestedingen;CPI alle huishoudens;2001 april;116.4;0.6;4.9;100000
69;0   Totaal bestedingen;CPI alle huishoudens;2001 mei;116.7;0.3;4.9;100000
70;0   Totaal bestedingen;CPI alle huishoudens;2001 juni;116.2;-0.4;4.5;100000
71;0   Totaal bestedingen;CPI alle huishoudens;2001 juli;116.4;0.2;4.6;100000
72;0   Totaal bestedingen;CPI alle huishoudens;2001 augustus;116.8;0.3;4.7;100000
73;0   Totaal bestedingen;CPI alle huishoudens;2001 september;117.9;0.9;4.7;100000
74;0   Totaal bestedingen;CPI alle huishoudens;2001 oktober;117.8;-0.1;4.3;100000
75;0   Totaal bestedingen;CPI alle huishoudens;2001 november;117.6;-0.2;4.2;100000
76;0   Totaal bestedingen;CPI alle huishoudens;2001 december;117.4;-0.2;4.4;100000
77;0   Totaal bestedingen;CPI alle huishoudens;2001;116.4;;4.5;100000
78;0   Totaal bestedingen;CPI alle huishoudens;2002 januari;118.3;0.8;4.0;100000
79;0   Totaal bestedingen;CPI alle huishoudens;2002 februari;118.8;0.4;3.8;100000
80;0   Totaal bestedingen;CPI alle huishoudens;2002 maart;119.9;0.9;3.6;100000
81;0   Totaal bestedingen;CPI alle huishoudens;2002 april;120.6;0.6;3.6;100000
82;0   Totaal bestedingen;CPI alle huishoudens;2002 mei;120.6;0.0;3.3;100000
83;0   Totaal bestedingen;CPI alle huishoudens;2002 juni;120.2;-0.3;3.4;100000
84;0   Totaal bestedingen;CPI alle huishoudens;2002 juli;120.4;0.2;3.4;100000
85;0   Totaal bestedingen;CPI alle huishoudens;2002 augustus;120.6;0.2;3.3;100000
86;0   Totaal bestedingen;CPI alle huishoudens;2002 september;121.8;1.0;3.3;100000
87;0   Totaal bestedingen;CPI alle huishoudens;2002 oktober;121.6;-0.2;3.2;100000
88;0   Totaal bestedingen;CPI alle huishoudens;2002 november;121.2;-0.3;3.1;100000
89;0   Totaal bestedingen;CPI alle huishoudens;2002 december;121.0;-0.2;3.1;100000
90;0   Totaal bestedingen;CPI alle huishoudens;2002;120.4;;3.4;100000
91;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 januari;100.6;;;100000
92;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 februari;100.9;0.3;;100000
93;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 maart;101.9;1.0;;100000
94;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 april;102.2;0.3;;100000
95;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 mei;101.9;-0.3;;100000
96;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 juni;101.5;-0.4;;100000
97;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 juli;101.8;0.3;;100000
98;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 augustus;101.6;-0.2;;100000
99;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 september;102.5;0.9;;100000
100;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 oktober;102.8;0.3;;100000
101;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 november;102.6;-0.2;;100000
102;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996 december;102.5;-0.1;;100000
103;0   Totaal bestedingen;CPI werknemers met laag inkomen;1996;101.9;;;100000
104;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 januari;102.7;0.2;2.1;100000
105;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 februari;102.9;0.2;2.0;100000
106;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 maart;103.7;0.8;1.8;100000
107;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 april;103.8;0.1;1.6;100000
108;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 mei;104.0;0.2;2.1;100000
109;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 juni;103.5;-0.5;2.0;100000
110;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 juli;103.9;0.4;2.1;100000
111;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 augustus;104.1;0.2;2.5;100000
112;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 september;105.0;0.9;2.4;100000
113;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 oktober;105.1;0.1;2.2;100000
114;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 november;105.2;0.1;2.5;100000
115;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997 december;104.9;-0.3;2.3;100000
116;0   Totaal bestedingen;CPI werknemers met laag inkomen;1997;104.1;;2.2;100000
117;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 januari;104.6;-0.3;1.9;100000
118;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 februari;105.2;0.6;2.2;100000
119;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 maart;106.0;0.8;2.2;100000
120;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 april;106.3;0.3;2.4;100000
121;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 mei;106.2;-0.1;2.1;100000
122;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 juni;105.7;-0.5;2.1;100000
123;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 juli;105.9;0.2;1.9;100000
124;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 augustus;105.9;0.0;1.7;100000
125;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 september;106.8;0.8;1.7;100000
126;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 oktober;107.0;0.2;1.8;100000
127;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 november;107.0;0.0;1.7;100000
128;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998 december;106.7;-0.3;1.7;100000
129;0   Totaal bestedingen;CPI werknemers met laag inkomen;1998;106.1;;1.9;100000
130;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 januari;106.8;0.1;2.1;100000
131;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 februari;107.4;0.6;2.1;100000
132;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 maart;108.3;0.8;2.2;100000
133;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 april;108.5;0.2;2.1;100000
134;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 mei;108.5;0.0;2.2;100000
135;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 juni;108.1;-0.4;2.3;100000
136;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 juli;108.0;-0.1;2.0;100000
137;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 augustus;108.6;0.6;2.5;100000
138;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 september;109.1;0.5;2.2;100000
139;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 oktober;109.2;0.1;2.1;100000
140;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 november;109.4;0.2;2.2;100000
141;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999 december;109.0;-0.4;2.2;100000
142;0   Totaal bestedingen;CPI werknemers met laag inkomen;1999;108.4;;2.2;100000
143;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 januari;108.8;-0.2;1.9;100000
144;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 februari;109.4;0.6;1.9;100000
145;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 maart;110.4;0.9;1.9;100000
146;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 april;110.6;0.2;1.9;100000
147;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 mei;111.0;0.4;2.3;100000
148;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 juni;110.9;-0.1;2.6;100000
149;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 juli;110.9;0.0;2.7;100000
150;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 augustus;111.3;0.4;2.5;100000
151;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 september;112.3;0.9;2.9;100000
152;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 oktober;112.6;0.3;3.1;100000
153;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 november;112.7;0.1;3.0;100000
154;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000 december;112.1;-0.5;2.8;100000
155;0   Totaal bestedingen;CPI werknemers met laag inkomen;2000;111.1;;2.5;100000
156;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 januari;113.4;1.2;4.2;100000
157;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 februari;114.3;0.8;4.5;100000
158;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 maart;115.4;1.0;4.5;100000
159;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 april;116.1;0.6;5.0;100000
160;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 mei;116.5;0.3;5.0;100000
161;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 juni;116.0;-0.4;4.6;100000
162;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 juli;116.2;0.2;4.8;100000
163;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 augustus;116.5;0.3;4.7;100000
164;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 september;117.6;0.9;4.7;100000
165;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 oktober;117.6;0.0;4.4;100000
166;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 november;117.4;-0.2;4.2;100000
167;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001 december;117.1;-0.3;4.5;100000
168;0   Totaal bestedingen;CPI werknemers met laag inkomen;2001;116.2;;4.6;100000
169;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 januari;118.0;0.8;4.1;100000
170;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 februari;118.5;0.4;3.7;100000
171;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 maart;119.6;0.9;3.6;100000
172;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 april;120.2;0.5;3.5;100000
173;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 mei;120.2;0.0;3.2;100000
174;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 juni;119.8;-0.3;3.3;100000
175;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 juli;120.1;0.3;3.4;100000
176;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 augustus;120.2;0.1;3.2;100000
177;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 september;121.4;1.0;3.2;100000
178;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 oktober;121.2;-0.2;3.1;100000
179;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 november;120.8;-0.3;2.9;100000
180;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002 december;120.6;-0.2;3.0;100000
181;0   Totaal bestedingen;CPI werknemers met laag inkomen;2002;120.1;;3.4;100000
182;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 januari;100.3;;;100000
183;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 februari;100.8;0.5;;100000
184;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 maart;101.8;1.0;;100000
185;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 april;102.1;0.3;;100000
186;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 mei;101.9;-0.2;;100000
187;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 juni;101.4;-0.5;;100000
188;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 juli;101.3;-0.1;;100000
189;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 augustus;101.2;-0.1;;100000
190;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 september;102.3;1.1;;100000
191;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 oktober;102.5;0.2;;100000
192;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 november;102.4;-0.1;;100000
193;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996 december;102.3;-0.1;;100000
194;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1996;101.7;;;100000
195;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 januari;102.2;-0.1;1.9;100000
196;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 februari;102.5;0.3;1.7;100000
197;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 maart;103.4;0.9;1.6;100000
198;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 april;103.5;0.1;1.4;100000
199;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 mei;103.7;0.2;1.8;100000
200;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 juni;103.1;-0.6;1.7;100000
201;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 juli;103.1;0.0;1.8;100000
202;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 augustus;103.5;0.4;2.3;100000
203;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 september;104.6;1.1;2.2;100000
204;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 oktober;104.7;0.1;2.1;100000
205;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 november;104.7;0.0;2.2;100000
206;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997 december;104.3;-0.4;2.0;100000
207;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1997;103.6;;1.9;100000
208;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 januari;103.8;-0.5;1.6;100000
209;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 februari;104.5;0.7;2.0;100000
210;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 maart;105.5;1.0;2.0;100000
211;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 april;105.7;0.2;2.1;100000
212;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 mei;105.6;-0.1;1.8;100000
213;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 juni;105.1;-0.5;1.9;100000
214;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 juli;105.1;0.0;1.9;100000
215;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 augustus;105.1;0.0;1.5;100000
216;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 september;106.1;1.0;1.4;100000
217;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 oktober;106.4;0.3;1.6;100000
218;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 november;106.3;-0.1;1.5;100000
219;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998 december;106.0;-0.3;1.6;100000
220;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1998;105.4;;1.7;100000
221;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 januari;105.9;-0.1;2.0;100000
222;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 februari;106.5;0.6;1.9;100000
223;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 maart;107.6;1.0;2.0;100000
224;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 april;107.8;0.2;2.0;100000
225;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 mei;107.9;0.1;2.2;100000
226;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 juni;107.4;-0.5;2.2;100000
227;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 juli;107.2;-0.2;2.0;100000
228;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 augustus;107.9;0.7;2.7;100000
229;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 september;108.5;0.6;2.3;100000
230;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 oktober;108.6;0.1;2.1;100000
231;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 november;108.7;0.1;2.3;100000
232;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999 december;108.3;-0.4;2.2;100000
233;0   Totaal bestedingen;CPI werknemers met hoog inkomen;1999;107.7;;2.2;100000
234;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 januari;108.0;-0.3;2.0;100000
235;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 februari;108.7;0.6;2.1;100000
236;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 maart;109.9;1.1;2.1;100000
237;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 april;110.2;0.3;2.2;100000
238;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 mei;110.6;0.4;2.5;100000
239;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 juni;110.5;-0.1;2.9;100000
240;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 juli;110.2;-0.3;2.8;100000
241;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 augustus;110.6;0.4;2.5;100000
242;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 september;111.8;1.1;3.0;100000
243;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 oktober;112.1;0.3;3.2;100000
244;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 november;112.1;0.0;3.1;100000
245;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000 december;111.5;-0.5;3.0;100000
246;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2000;110.5;;2.6;100000
247;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 januari;112.5;0.9;4.2;100000
248;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 februari;113.4;0.8;4.3;100000
249;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 maart;114.7;1.1;4.4;100000
250;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 april;115.5;0.7;4.8;100000
251;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 mei;115.9;0.3;4.8;100000
252;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 juni;115.3;-0.5;4.3;100000
253;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 juli;115.1;-0.2;4.4;100000
254;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 augustus;115.5;0.3;4.4;100000
255;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 september;116.8;1.1;4.5;100000
256;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 oktober;116.8;0.0;4.2;100000
257;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 november;116.5;-0.3;3.9;100000
258;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001 december;116.3;-0.2;4.3;100000
259;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2001;115.4;;4.4;100000
260;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 januari;117.0;0.6;4.0;100000
261;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 februari;117.6;0.5;3.7;100000
262;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 maart;118.9;1.1;3.7;100000
263;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 april;119.6;0.6;3.5;100000
264;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 mei;119.5;-0.1;3.1;100000
265;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 juni;119.1;-0.3;3.3;100000
266;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 juli;119.0;-0.1;3.4;100000
267;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 augustus;119.3;0.3;3.3;100000
268;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 september;120.7;1.2;3.3;100000
269;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 oktober;120.5;-0.2;3.2;100000
270;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 november;120.0;-0.4;3.0;100000
271;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002 december;119.7;-0.2;2.9;100000
272;0   Totaal bestedingen;CPI werknemers met hoog inkomen;2002;119.3;;3.4;100000
273;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 januari;100.0;;;13726
274;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 februari;100.3;0.3;;13726
275;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 maart;102.1;1.8;;13726
276;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 april;102.0;-0.1;;13726
277;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 mei;100.5;-1.5;;13726
278;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 juni;99.8;-0.7;;13726
279;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 juli;99.7;-0.1;;13726
280;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 augustus;98.1;-1.6;;13726
281;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 september;98.5;0.4;;13726
282;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 oktober;98.9;0.4;;13726
283;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 november;98.9;0.0;;13726
284;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996 december;99.7;0.8;;13726
285;1   Voedingsmidd. en alc.vrije dranken;CPI alle huishoudens;1996;99.9;;;13726
