ID;EigenaarOfHuurder;Huishoudkenmerken;Woningkenmerken;Marges;Perioden;TevredenheidMetDeHuidigeWoning_1;TevredenheidMetDeHuidigeWoonomgeving_2
74;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Waarde;2009;96.0;90.5
75;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Waarde;2012;94.9;91.3
76;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Waarde;2015;94.9;90.3
77;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Waarde;2018;93.7;90.7
78;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Waarde;2021;95.3;91.6
79;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Waarde;2024;93.5;90.4
80;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2002;95.8;91.6
81;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2006;95.3;89.9
82;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2009;95.4;89.6
83;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2012;94.2;90.5
84;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2015;94.2;89.5
85;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2018;93.0;90.0
86;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2021;94.7;90.8
87;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2024;92.7;89.5
88;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2002;96.8;92.9
89;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2006;96.5;91.6
90;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2009;96.6;91.2
91;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2012;95.5;92.1
92;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2015;95.5;91.1
93;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2018;94.3;91.5
94;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2021;95.9;92.4
95;Totaal;Particuliere huishoudens;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2024;94.2;91.3
96;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Waarde;2002;90.7;84.4
97;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Waarde;2006;91.7;85.6
98;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Waarde;2009;91.0;83.1
99;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Waarde;2012;90.7;84.8
100;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Waarde;2015;87.7;81.6
101;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Waarde;2018;84.2;83.0
102;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Waarde;2021;87.7;83.7
103;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Waarde;2024;84.7;81.8
104;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2002;89.9;83.5
105;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2006;90.9;84.5
106;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2009;90.1;82.0
107;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2012;89.8;83.7
108;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2015;86.7;80.4
109;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2018;83.2;81.9
110;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2021;86.6;82.6
111;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2024;83.5;80.5
112;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2002;91.4;85.3
113;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2006;92.5;86.5
114;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2009;91.7;84.1
115;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2012;91.5;85.8
116;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2015;88.7;82.7
117;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2018;85.3;84.1
118;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2021;88.7;84.8
119;Totaal;Particuliere huishoudens;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2024;85.8;83.0
120;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Waarde;2002;90.8;84.7
121;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Waarde;2006;91.2;85.0
122;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Waarde;2009;91.1;82.9
123;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Waarde;2012;90.5;84.3
124;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Waarde;2015;87.7;81.0
125;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Waarde;2018;85.0;83.0
126;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Waarde;2021;86.2;83.7
127;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Waarde;2024;83.7;82.4
128;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2002;90.3;84.1
129;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2006;90.6;84.3
130;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2009;90.6;82.2
131;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2012;89.9;83.6
132;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2015;87.1;80.2
133;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2018;84.3;82.3
134;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2021;85.5;82.9
135;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2024;82.8;81.6
136;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2002;91.2;85.3
137;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2006;91.7;85.6
138;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2009;91.6;83.6
139;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2012;91.0;84.9
140;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2015;88.4;81.7
141;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2018;85.7;83.7
142;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2021;87.0;84.5
143;Totaal;Particuliere huishoudens;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2024;84.5;83.2
144;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Waarde;2002;80.2;76.7
145;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Waarde;2006;81.5;79.0
146;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Waarde;2009;82.5;77.7
147;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Waarde;2012;81.2;77.5
148;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Waarde;2015;78.7;75.6
149;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Waarde;2018;75.9;76.8
150;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Waarde;2021;75.9;76.9
151;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Waarde;2024;71.9;76.3
152;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2002;79.5;75.9
153;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2006;80.7;78.2
154;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2009;81.8;76.9
155;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2012;80.5;76.7
156;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2015;77.9;74.7
157;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2018;75.0;76.0
158;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2021;74.9;76.0
159;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2024;71.0;75.4
160;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2002;80.9;77.4
161;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2006;82.3;79.7
162;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2009;83.2;78.4
163;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2012;82.0;78.3
164;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2015;79.5;76.4
165;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2018;76.7;77.6
166;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2021;76.8;77.8
167;Totaal;Particuliere huishoudens;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2024;72.9;77.2
168;Totaal;Particuliere huishoudens;Minder dan 75 m²;Waarde;2002;80.7;79.0
169;Totaal;Particuliere huishoudens;Minder dan 75 m²;Waarde;2006;80.2;79.9
170;Totaal;Particuliere huishoudens;Minder dan 75 m²;Waarde;2009;81.7;78.5
171;Totaal;Particuliere huishoudens;Minder dan 75 m²;Waarde;2012;80.7;78.7
172;Totaal;Particuliere huishoudens;Minder dan 75 m²;Waarde;2015;74.2;74.9
173;Totaal;Particuliere huishoudens;Minder dan 75 m²;Waarde;2018;70.4;74.6
174;Totaal;Particuliere huishoudens;Minder dan 75 m²;Waarde;2021;71.4;75.5
175;Totaal;Particuliere huishoudens;Minder dan 75 m²;Waarde;2024;67.0;74.5
176;Totaal;Particuliere huishoudens;Minder dan 75 m²;Ondergrens 95%-interval;2002;80.0;78.3
177;Totaal;Particuliere huishoudens;Minder dan 75 m²;Ondergrens 95%-interval;2006;79.3;79.1
178;Totaal;Particuliere huishoudens;Minder dan 75 m²;Ondergrens 95%-interval;2009;81.0;77.7
179;Totaal;Particuliere huishoudens;Minder dan 75 m²;Ondergrens 95%-interval;2012;79.9;77.9
180;Totaal;Particuliere huishoudens;Minder dan 75 m²;Ondergrens 95%-interval;2015;73.0;73.8
181;Totaal;Particuliere huishoudens;Minder dan 75 m²;Ondergrens 95%-interval;2018;69.2;73.4
182;Totaal;Particuliere huishoudens;Minder dan 75 m²;Ondergrens 95%-interval;2021;70.0;74.2
183;Totaal;Particuliere huishoudens;Minder dan 75 m²;Ondergrens 95%-interval;2024;65.6;73.2
184;Totaal;Particuliere huishoudens;Minder dan 75 m²;Bovengrens 95%-interval;2002;81.4;79.7
185;Totaal;Particuliere huishoudens;Minder dan 75 m²;Bovengrens 95%-interval;2006;81.0;80.8
186;Totaal;Particuliere huishoudens;Minder dan 75 m²;Bovengrens 95%-interval;2009;82.5;79.3
187;Totaal;Particuliere huishoudens;Minder dan 75 m²;Bovengrens 95%-interval;2012;81.5;79.6
188;Totaal;Particuliere huishoudens;Minder dan 75 m²;Bovengrens 95%-interval;2015;75.3;76.0
189;Totaal;Particuliere huishoudens;Minder dan 75 m²;Bovengrens 95%-interval;2018;71.6;75.7
190;Totaal;Particuliere huishoudens;Minder dan 75 m²;Bovengrens 95%-interval;2021;72.7;76.7
191;Totaal;Particuliere huishoudens;Minder dan 75 m²;Bovengrens 95%-interval;2024;68.4;75.7
192;Totaal;Particuliere huishoudens;75 tot 100 m²;Waarde;2002;86.5;81.1
193;Totaal;Particuliere huishoudens;75 tot 100 m²;Waarde;2006;87.7;81.7
194;Totaal;Particuliere huishoudens;75 tot 100 m²;Waarde;2009;87.4;80.5
195;Totaal;Particuliere huishoudens;75 tot 100 m²;Waarde;2012;86.9;81.7
196;Totaal;Particuliere huishoudens;75 tot 100 m²;Waarde;2015;83.1;77.4
197;Totaal;Particuliere huishoudens;75 tot 100 m²;Waarde;2018;80.4;79.4
198;Totaal;Particuliere huishoudens;75 tot 100 m²;Waarde;2021;80.6;79.6
199;Totaal;Particuliere huishoudens;75 tot 100 m²;Waarde;2024;75.8;77.6
200;Totaal;Particuliere huishoudens;75 tot 100 m²;Ondergrens 95%-interval;2002;85.7;80.2
201;Totaal;Particuliere huishoudens;75 tot 100 m²;Ondergrens 95%-interval;2006;86.8;80.7
202;Totaal;Particuliere huishoudens;75 tot 100 m²;Ondergrens 95%-interval;2009;86.6;79.6
203;Totaal;Particuliere huishoudens;75 tot 100 m²;Ondergrens 95%-interval;2012;86.0;80.7
204;Totaal;Particuliere huishoudens;75 tot 100 m²;Ondergrens 95%-interval;2015;82.3;76.5
205;Totaal;Particuliere huishoudens;75 tot 100 m²;Ondergrens 95%-interval;2018;79.5;78.5
206;Totaal;Particuliere huishoudens;75 tot 100 m²;Ondergrens 95%-interval;2021;79.6;78.6
207;Totaal;Particuliere huishoudens;75 tot 100 m²;Ondergrens 95%-interval;2024;74.7;76.6
208;Totaal;Particuliere huishoudens;75 tot 100 m²;Bovengrens 95%-interval;2002;87.3;82.0
209;Totaal;Particuliere huishoudens;75 tot 100 m²;Bovengrens 95%-interval;2006;88.5;82.6
210;Totaal;Particuliere huishoudens;75 tot 100 m²;Bovengrens 95%-interval;2009;88.2;81.4
211;Totaal;Particuliere huishoudens;75 tot 100 m²;Bovengrens 95%-interval;2012;87.7;82.6
212;Totaal;Particuliere huishoudens;75 tot 100 m²;Bovengrens 95%-interval;2015;84.0;78.3
213;Totaal;Particuliere huishoudens;75 tot 100 m²;Bovengrens 95%-interval;2018;81.3;80.2
214;Totaal;Particuliere huishoudens;75 tot 100 m²;Bovengrens 95%-interval;2021;81.6;80.6
215;Totaal;Particuliere huishoudens;75 tot 100 m²;Bovengrens 95%-interval;2024;76.9;78.6
216;Totaal;Particuliere huishoudens;100 tot 150 m²;Waarde;2002;92.9;86.3
217;Totaal;Particuliere huishoudens;100 tot 150 m²;Waarde;2006;92.9;86.7
218;Totaal;Particuliere huishoudens;100 tot 150 m²;Waarde;2009;92.9;84.7
219;Totaal;Particuliere huishoudens;100 tot 150 m²;Waarde;2012;92.1;85.7
220;Totaal;Particuliere huishoudens;100 tot 150 m²;Waarde;2015;90.9;84.3
221;Totaal;Particuliere huishoudens;100 tot 150 m²;Waarde;2018;88.6;86.1
222;Totaal;Particuliere huishoudens;100 tot 150 m²;Waarde;2021;90.2;85.8
223;Totaal;Particuliere huishoudens;100 tot 150 m²;Waarde;2024;87.8;84.7
224;Totaal;Particuliere huishoudens;100 tot 150 m²;Ondergrens 95%-interval;2002;92.5;85.7
225;Totaal;Particuliere huishoudens;100 tot 150 m²;Ondergrens 95%-interval;2006;92.4;86.1
226;Totaal;Particuliere huishoudens;100 tot 150 m²;Ondergrens 95%-interval;2009;92.5;84.0
227;Totaal;Particuliere huishoudens;100 tot 150 m²;Ondergrens 95%-interval;2012;91.6;85.0
228;Totaal;Particuliere huishoudens;100 tot 150 m²;Ondergrens 95%-interval;2015;90.4;83.7
229;Totaal;Particuliere huishoudens;100 tot 150 m²;Ondergrens 95%-interval;2018;88.1;85.5
230;Totaal;Particuliere huishoudens;100 tot 150 m²;Ondergrens 95%-interval;2021;89.6;85.2
231;Totaal;Particuliere huishoudens;100 tot 150 m²;Ondergrens 95%-interval;2024;87.1;84.0
232;Totaal;Particuliere huishoudens;100 tot 150 m²;Bovengrens 95%-interval;2002;93.3;86.8
233;Totaal;Particuliere huishoudens;100 tot 150 m²;Bovengrens 95%-interval;2006;93.4;87.4
234;Totaal;Particuliere huishoudens;100 tot 150 m²;Bovengrens 95%-interval;2009;93.4;85.3
235;Totaal;Particuliere huishoudens;100 tot 150 m²;Bovengrens 95%-interval;2012;92.6;86.3
236;Totaal;Particuliere huishoudens;100 tot 150 m²;Bovengrens 95%-interval;2015;91.4;84.8
237;Totaal;Particuliere huishoudens;100 tot 150 m²;Bovengrens 95%-interval;2018;89.1;86.6
238;Totaal;Particuliere huishoudens;100 tot 150 m²;Bovengrens 95%-interval;2021;90.7;86.4
239;Totaal;Particuliere huishoudens;100 tot 150 m²;Bovengrens 95%-interval;2024;88.4;85.3
240;Totaal;Particuliere huishoudens;150 m² of meer;Waarde;2002;96.4;90.3
241;Totaal;Particuliere huishoudens;150 m² of meer;Waarde;2006;96.7;89.9
242;Totaal;Particuliere huishoudens;150 m² of meer;Waarde;2009;96.8;88.9
243;Totaal;Particuliere huishoudens;150 m² of meer;Waarde;2012;96.3;90.2
244;Totaal;Particuliere huishoudens;150 m² of meer;Waarde;2015;96.1;90.2
245;Totaal;Particuliere huishoudens;150 m² of meer;Waarde;2018;95.6;91.5
246;Totaal;Particuliere huishoudens;150 m² of meer;Waarde;2021;96.1;92.8
247;Totaal;Particuliere huishoudens;150 m² of meer;Waarde;2024;94.5;91.7
248;Totaal;Particuliere huishoudens;150 m² of meer;Ondergrens 95%-interval;2002;96.0;89.7
249;Totaal;Particuliere huishoudens;150 m² of meer;Ondergrens 95%-interval;2006;96.3;89.3
250;Totaal;Particuliere huishoudens;150 m² of meer;Ondergrens 95%-interval;2009;96.4;88.3
251;Totaal;Particuliere huishoudens;150 m² of meer;Ondergrens 95%-interval;2012;95.9;89.6
252;Totaal;Particuliere huishoudens;150 m² of meer;Ondergrens 95%-interval;2015;95.6;89.4
253;Totaal;Particuliere huishoudens;150 m² of meer;Ondergrens 95%-interval;2018;95.1;90.9
254;Totaal;Particuliere huishoudens;150 m² of meer;Ondergrens 95%-interval;2021;95.5;92.2
255;Totaal;Particuliere huishoudens;150 m² of meer;Ondergrens 95%-interval;2024;94.0;91.0
256;Totaal;Particuliere huishoudens;150 m² of meer;Bovengrens 95%-interval;2002;96.7;90.7
257;Totaal;Particuliere huishoudens;150 m² of meer;Bovengrens 95%-interval;2006;97.0;90.4
258;Totaal;Particuliere huishoudens;150 m² of meer;Bovengrens 95%-interval;2009;97.1;89.5
259;Totaal;Particuliere huishoudens;150 m² of meer;Bovengrens 95%-interval;2012;96.7;90.8
260;Totaal;Particuliere huishoudens;150 m² of meer;Bovengrens 95%-interval;2015;96.5;90.8
261;Totaal;Particuliere huishoudens;150 m² of meer;Bovengrens 95%-interval;2018;96.0;92.1
