ID;Geslacht;Onderwijssoort;Cluster;Herkomstland;GeboortelandOuders;Regiokenmerken;Perioden;LeerlingenOpSpecialeScholen_1
20;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Nederland (LD);2017/'18;5430.0
21;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Nederland (LD);2018/'19;5550.0
22;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Nederland (LD);2019/'20;5680.0
23;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Nederland (LD);2020/'21;5830.0
24;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Nederland (LD);2021/'22;5830.0
25;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Nederland (LD);2022/'23;5940.0
26;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Nederland (LD);2023/'24;6110.0
27;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Nederland (LD);2024/'25;6200.0
28;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2011/'12;19090.0
29;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2012/'13;19450.0
30;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2013/'14;19290.0
31;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2014/'15;18970.0
32;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2015/'16;17810.0
33;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2016/'17;17070.0
34;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2017/'18;16780.0
35;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2018/'19;16730.0
36;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2019/'20;17060.0
37;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2020/'21;17090.0
38;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2021/'22;17320.0
39;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2022/'23;17550.0
40;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2023/'24;18100.0
41;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Oost-Nederland (LD);2024/'25;18510.0
42;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2011/'12;28360.0
43;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2012/'13;28170.0
44;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2013/'14;28900.0
45;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2014/'15;29060.0
46;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2015/'16;28520.0
47;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2016/'17;28520.0
48;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2017/'18;29190.0
49;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2018/'19;29820.0
50;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2019/'20;30490.0
51;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2020/'21;30490.0
52;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2021/'22;31230.0
53;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2022/'23;31450.0
54;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2023/'24;31870.0
55;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;West-Nederland (LD);2024/'25;32130.0
56;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2011/'12;16620.0
57;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2012/'13;16720.0
58;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2013/'14;16960.0
59;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2014/'15;16790.0
60;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2015/'16;16080.0
61;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2016/'17;15810.0
62;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2017/'18;16000.0
63;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2018/'19;16210.0
64;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2019/'20;16470.0
65;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2020/'21;16690.0
66;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2021/'22;17120.0
67;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2022/'23;17140.0
68;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2023/'24;17410.0
69;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2024/'25;17800.0
70;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2011/'12;190.0
71;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2012/'13;230.0
72;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2013/'14;200.0
73;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2014/'15;170.0
74;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2015/'16;130.0
75;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2016/'17;120.0
76;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2017/'18;120.0
77;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2018/'19;130.0
78;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2019/'20;120.0
79;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2020/'21;120.0
80;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2021/'22;100.0
81;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2022/'23;60.0
82;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2023/'24;60.0
83;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Niet in te delen (LD);2024/'25;110.0
84;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2011/'12;1940.0
85;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2012/'13;1930.0
86;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2013/'14;1880.0
87;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2014/'15;1850.0
88;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2015/'16;1760.0
89;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2016/'17;1720.0
90;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2017/'18;1710.0
91;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2018/'19;1790.0
92;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2019/'20;1850.0
93;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2020/'21;1930.0
94;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2021/'22;1890.0
95;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2022/'23;1880.0
96;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2023/'24;1910.0
97;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Groningen (PV);2024/'25;1880.0
98;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2011/'12;2450.0
99;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2012/'13;2440.0
100;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2013/'14;2490.0
101;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2014/'15;2550.0
102;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2015/'16;2430.0
103;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2016/'17;2360.0
104;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2017/'18;2310.0
105;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2018/'19;2320.0
106;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2019/'20;2330.0
107;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2020/'21;2390.0
108;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2021/'22;2400.0
109;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2022/'23;2440.0
110;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2023/'24;2510.0
111;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Fryslân (PV);2024/'25;2560.0
112;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2011/'12;1500.0
113;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2012/'13;1480.0
114;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2013/'14;1510.0
115;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2014/'15;1600.0
116;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2015/'16;1470.0
117;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2016/'17;1440.0
118;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2017/'18;1410.0
119;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2018/'19;1440.0
120;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2019/'20;1500.0
121;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2020/'21;1510.0
122;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2021/'22;1540.0
123;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2022/'23;1610.0
124;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2023/'24;1690.0
125;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Drenthe (PV);2024/'25;1760.0
126;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2011/'12;6150.0
127;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2012/'13;6230.0
128;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2013/'14;6190.0
129;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2014/'15;6020.0
130;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2015/'16;5580.0
131;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2016/'17;5230.0
132;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2017/'18;5010.0
133;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2018/'19;5010.0
134;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2019/'20;5180.0
135;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2020/'21;5280.0
136;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2021/'22;5480.0
137;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2022/'23;5610.0
138;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2023/'24;5810.0
139;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Overijssel (PV);2024/'25;5820.0
140;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2011/'12;2460.0
141;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2012/'13;2520.0
142;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2013/'14;2530.0
143;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2014/'15;2430.0
144;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2015/'16;2290.0
145;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2016/'17;2220.0
146;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2017/'18;2200.0
147;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2018/'19;2270.0
148;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2019/'20;2310.0
149;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2020/'21;2290.0
150;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2021/'22;2280.0
151;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2022/'23;2350.0
152;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2023/'24;2400.0
153;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Flevoland (PV);2024/'25;2490.0
154;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2011/'12;10480.0
155;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2012/'13;10700.0
156;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2013/'14;10580.0
157;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2014/'15;10520.0
158;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2015/'16;9930.0
159;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2016/'17;9620.0
160;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2017/'18;9570.0
161;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2018/'19;9450.0
162;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2019/'20;9570.0
163;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2020/'21;9510.0
164;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2021/'22;9560.0
165;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2022/'23;9600.0
166;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2023/'24;9890.0
167;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Gelderland (PV);2024/'25;10200.0
168;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2011/'12;5110.0
169;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2012/'13;5070.0
170;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2013/'14;5070.0
171;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2014/'15;5000.0
172;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2015/'16;4970.0
173;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2016/'17;4880.0
174;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2017/'18;4820.0
175;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2018/'19;4940.0
176;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2019/'20;5060.0
177;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2020/'21;5130.0
178;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2021/'22;5340.0
179;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2022/'23;5460.0
180;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2023/'24;5600.0
181;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Utrecht (PV);2024/'25;5680.0
182;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Holland (PV);2011/'12;9010.0
183;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Holland (PV);2012/'13;8810.0
184;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Holland (PV);2013/'14;9010.0
185;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Holland (PV);2014/'15;9080.0
186;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Holland (PV);2015/'16;8870.0
187;Totaal mannen en vrouwen;Totaal (voorgezet) speciaal onderwijs ;Totaal;Totaal;Totaal;Noord-Holland (PV);2016/'17;8870.0
