ID;Geslacht;Leeftijd;TypeInstelling;Zorgkenmerken;Diagnose;Perioden;GeslotenDBCS_1;GeopendeDBCS_2;LopendeDBCS_3
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG4 Totaal oogleden;2021;77915.0;78630.0;96920.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2008;15140.0;15110.0;19090.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2009;15155.0;15075.0;19025.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2010;15440.0;15770.0;19645.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2011;16370.0;15610.0;19775.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2012;15180.0;17755.0;21070.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2013;16970.0;17280.0;23140.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2014;16570.0;16110.0;22320.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2015;17320.0;15520.0;21330.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2016;17075.0;17345.0;21385.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2017;16990.0;16725.0;20855.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2018;15610.0;15520.0;19385.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2019;16190.0;16180.0;19950.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2020;12805.0;12085.0;15840.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG5 Totaal traanwegen;2021;13275.0;13740.0;16775.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2008;8430.0;8205.0;12480.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2009;8010.0;7985.0;12035.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2010;8210.0;8185.0;12210.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2011;8460.0;7430.0;11415.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2012;8075.0;9680.0;12665.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2013;8895.0;9075.0;13515.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2014;8670.0;9015.0;13530.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2015;10935.0;9325.0;14060.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2016;11065.0;11160.0;14255.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2017;11370.0;11405.0;14550.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2018;11605.0;11790.0;14970.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2019;12030.0;12140.0;15500.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2020;11290.0;11120.0;14590.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG6 Totaal oogkas;2021;11600.0;11775.0;15075.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2008;100515.0;99785.0;116385.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2009;98550.0;99100.0;114970.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2010;103795.0;105930.0;122355.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2011;111755.0;108295.0;126535.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2012;90130.0;113150.0;129045.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2013;101610.0;98395.0;137650.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2014;93910.0;92225.0;128570.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2015;98470.0;88160.0;123910.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2016;96955.0;96245.0;121815.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2017;93425.0;92930.0;117360.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2018;92360.0;92920.0;116845.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2019;95470.0;95435.0;119910.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2020;80475.0;78410.0;102830.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG7 Totaal bindvlies;2021;86580.0;88905.0;111250.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2008;85730.0;87070.0;105350.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2009;85265.0;85620.0;105240.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2010;85570.0;87605.0;107580.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2011;91530.0;88110.0;109755.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2012;76880.0;91325.0;111305.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2013;81510.0;81295.0;115740.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2014;77115.0;77810.0;112105.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2015;89165.0;77935.0;113735.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2016;89650.0;89990.0;114235.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2017;84225.0;83890.0;106830.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2018;84020.0;84500.0;107100.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2019;87685.0;88345.0;111425.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2020;79855.0;79060.0;102800.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG8 Totaal hoornvlies;2021;83305.0;83985.0;106920.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2008;20645.0;20940.0;29520.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2009;20470.0;20995.0;29870.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2010;22155.0;22610.0;32005.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2011;23935.0;23310.0;33115.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2012;22125.0;25940.0;35290.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2013;23960.0;24790.0;37715.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2014;24675.0;25475.0;39365.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2015;34005.0;29650.0;44700.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2016;37485.0;37830.0;48620.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2017;38140.0;38595.0;49320.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2018;39465.0;40305.0;51475.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2019;42465.0;43125.0;55135.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2020;41595.0;41840.0;54510.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG9 Totaal uvea;2021;45180.0;45595.0;58505.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2008;307365.0;308780.0;368385.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2009;299785.0;293600.0;354620.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2010;299375.0;305465.0;360300.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2011;322375.0;321700.0;382205.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2012;306135.0;361770.0;419485.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2013;349210.0;349920.0;462140.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2014;350665.0;343775.0;458985.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2015;375225.0;348305.0;459150.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2016;381975.0;384545.0;469395.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2017;394880.0;398335.0;484800.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2018;414700.0;417250.0;507135.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2019;430775.0;429075.0;521490.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2020;379325.0;373540.0;464225.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG10 Totaal lens;2021;413475.0;420665.0;505525.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2008;56110.0;56450.0;63685.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2009;57730.0;58945.0;66515.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2010;63940.0;64980.0;73765.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2011;69125.0;67615.0;77295.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2012;57010.0;72900.0;81400.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2013;69940.0;70485.0;94820.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2014;70080.0;69500.0;94585.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2015;77480.0;71725.0;96395.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2016;73660.0;73285.0;92350.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2017;71200.0;71205.0;89390.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2018;73675.0;74365.0;92555.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2019;75105.0;75055.0;93925.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2020;68565.0;67500.0;86320.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG11 Totaal corpus vitreum;2021;70880.0;72220.0;89965.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2008;53245.0;53505.0;71840.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2009;54075.0;54845.0;73445.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2010;60060.0;61280.0;80645.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2011;67430.0;65450.0;85925.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2012;65945.0;79610.0;97735.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2013;81835.0;85120.0;116425.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2014;89995.0;90820.0;125830.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2015;111555.0;99930.0;135760.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2016;120770.0;121890.0;146305.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2017;129025.0;130145.0;155440.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2018;141280.0;142850.0;169255.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2019;153990.0;155490.0;183450.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2020;156740.0;156695.0;186140.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG12 Totaal netvlies;2021;170375.0;172605.0;202000.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2008;95945.0;98045.0;122495.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2009;111805.0;115670.0;142220.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2010;142215.0;149465.0;179880.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2011;180990.0;182545.0;219880.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2012;181655.0;211190.0;250750.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2013;218985.0;226490.0;293990.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2014;251130.0;251180.0;329465.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2015;297970.0;277470.0;356425.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2016;319245.0;321435.0;380790.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2017;335860.0;338195.0;399805.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2018;360540.0;363930.0;427845.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2019;392305.0;395085.0;462360.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2020;396175.0;397620.0;467640.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG13 Totaal gele vlek;2021;436010.0;440625.0;512065.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG14 Totaal diabetische retina;2008;278970.0;274935.0;348130.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG14 Totaal diabetische retina;2009;244540.0;242540.0;311700.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG14 Totaal diabetische retina;2010;219455.0;219730.0;286885.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG14 Totaal diabetische retina;2011;204390.0;194390.0;261505.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG14 Totaal diabetische retina;2012;179320.0;226960.0;284340.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG14 Totaal diabetische retina;2013;190550.0;183775.0;285895.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG14 Totaal diabetische retina;2014;176185.0;165825.0;263230.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;OG14 Totaal diabetische retina;2015;186280.0;142910.0;230405.0
