ID;KenmerkenGebruikers;Cijfersoort;Perioden;HasjOfMarihuana_1;Cocaine_2;Amfetaminen_3;Ecstasy_4;Heroine_5;PrestatieverbeterendeMiddelen_6;LSD_7;HasjOfMarihuana_8;Cocaine_9;Amfetaminen_10;Ecstasy_11;Heroine_12;PrestatieverbeterendeMiddelen_13;LSD_14
44;Leeftijd: 20 tot 25 jaar;Bovengrens;2009;48.2;10.7;6.9;13.1;2.0;6.1;3.1;13.7;2.1;1.9;3.1;2.1;;1.5
45;Leeftijd: 25 tot 30 jaar;Percentages;2007;43.8;11.5;7.9;17.3;0.0;4.7;3.3;8.2;0.6;0.2;0.8;0.0;;0.2
46;Leeftijd: 25 tot 30 jaar;Percentages;2008;43.7;9.3;6.6;16.2;0.8;3.5;3.0;7.3;1.2;0.4;0.9;0.0;;0.0
47;Leeftijd: 25 tot 30 jaar;Percentages;2009;45.0;11.1;7.6;17.2;0.6;4.3;2.5;8.4;1.6;0.8;1.2;0.0;;0.0
48;Leeftijd: 25 tot 30 jaar;Ondergrens;2007;39.0;8.8;5.6;13.9;0.0;3.0;1.8;5.9;0.2;0.0;0.3;0.0;;0.0
49;Leeftijd: 25 tot 30 jaar;Ondergrens;2008;39.2;6.9;4.7;13.1;0.3;2.1;1.7;5.3;0.5;0.1;0.3;0.0;;0.0
50;Leeftijd: 25 tot 30 jaar;Ondergrens;2009;40.4;8.5;5.4;13.9;0.2;2.7;1.4;6.1;0.8;0.3;0.5;0.0;;0.0
51;Leeftijd: 25 tot 30 jaar;Bovengrens;2007;48.6;15.0;11.0;21.4;0.0;7.2;6.0;11.4;2.4;1.4;2.4;0.0;;1.7
52;Leeftijd: 25 tot 30 jaar;Bovengrens;2008;48.3;12.5;9.2;19.9;2.2;5.7;5.2;10.0;2.6;1.8;2.5;0.0;;0.0
53;Leeftijd: 25 tot 30 jaar;Bovengrens;2009;49.8;14.4;10.5;21.2;1.9;6.9;4.7;11.6;3.4;2.1;2.8;0.0;;0.0
54;Leeftijd: 30 tot 40 jaar;Percentages;2007;30.6;5.5;3.3;8.1;0.5;1.7;2.6;4.0;0.6;0.1;0.5;0.1;;0.0
55;Leeftijd: 30 tot 40 jaar;Percentages;2008;31.2;7.5;4.3;10.6;0.7;2.1;2.2;4.4;0.6;0.3;1.0;0.2;;0.0
56;Leeftijd: 30 tot 40 jaar;Percentages;2009;34.2;8.5;5.5;12.6;0.3;1.7;2.7;4.9;1.0;0.2;0.5;0.0;;0.0
57;Leeftijd: 30 tot 40 jaar;Ondergrens;2007;27.9;4.2;2.3;6.6;0.2;1.0;1.8;2.9;0.2;0.0;0.2;0.0;;0.0
58;Leeftijd: 30 tot 40 jaar;Ondergrens;2008;28.5;6.0;3.2;8.9;0.3;1.3;1.4;3.3;0.3;0.1;0.5;0.0;;0.0
59;Leeftijd: 30 tot 40 jaar;Ondergrens;2009;31.4;6.9;4.3;10.7;0.1;1.1;1.8;3.7;0.5;0.1;0.2;0.0;;0.0
60;Leeftijd: 30 tot 40 jaar;Bovengrens;2007;33.5;7.0;4.6;10.0;1.1;2.6;3.8;5.3;1.4;0.4;1.3;0.5;;0.0
61;Leeftijd: 30 tot 40 jaar;Bovengrens;2008;34.1;9.3;5.8;12.7;1.3;3.1;3.3;5.8;1.3;0.9;2.0;0.7;;0.0
62;Leeftijd: 30 tot 40 jaar;Bovengrens;2009;37.2;10.4;7.1;14.8;0.8;2.7;4.0;6.5;1.9;0.8;1.3;0.0;;0.0
63;Leeftijd: 40 tot 50 jaar;Percentages;2007;20.9;2.9;1.9;2.1;0.5;1.0;1.3;2.1;0.1;0.0;0.0;0.0;;0.0
64;Leeftijd: 40 tot 50 jaar;Percentages;2008;21.6;4.2;2.7;3.5;1.1;1.0;0.9;3.1;0.1;0.3;0.1;0.0;;0.0
65;Leeftijd: 40 tot 50 jaar;Percentages;2009;22.2;4.6;1.4;3.4;0.6;1.4;0.7;2.6;0.1;0.0;0.2;0.0;;0.0
66;Leeftijd: 40 tot 50 jaar;Ondergrens;2007;18.6;2.0;1.3;1.4;0.2;0.6;0.8;1.3;0.0;0.0;0.0;0.0;;0.0
67;Leeftijd: 40 tot 50 jaar;Ondergrens;2008;19.4;3.2;1.9;2.6;0.6;0.6;0.5;2.2;0.0;0.1;0.0;0.0;;0.0
68;Leeftijd: 40 tot 50 jaar;Ondergrens;2009;19.9;3.5;0.9;2.5;0.2;0.9;0.4;1.8;0.0;0.0;0.0;0.0;;0.0
69;Leeftijd: 40 tot 50 jaar;Bovengrens;2007;23.4;4.1;2.9;3.3;1.3;1.8;2.1;3.2;0.6;0.0;0.0;0.0;;0.0
70;Leeftijd: 40 tot 50 jaar;Bovengrens;2008;24.0;5.6;3.9;4.8;2.0;1.7;1.7;4.3;0.5;0.8;0.5;0.0;;0.0
71;Leeftijd: 40 tot 50 jaar;Bovengrens;2009;24.7;6.0;2.2;4.7;1.3;2.3;1.4;3.7;1.0;0.0;0.7;0.0;;0.0
72;Leeftijd: 50 tot 65 jaar;Percentages;2007;10.9;2.0;1.5;0.8;0.8;0.3;1.5;1.0;0.0;0.0;0.0;0.1;;0.0
73;Leeftijd: 50 tot 65 jaar;Percentages;2008;14.1;2.0;1.5;0.7;0.6;0.3;1.6;0.8;0.1;0.1;0.0;0.0;;0.0
74;Leeftijd: 50 tot 65 jaar;Percentages;2009;13.4;1.8;1.5;0.7;0.6;0.2;1.2;1.0;0.0;0.0;0.0;0.0;;0.0
75;Leeftijd: 50 tot 65 jaar;Ondergrens;2007;9.5;1.4;0.9;0.4;0.4;0.1;1.0;0.6;0.0;0.0;0.0;0.0;;0.0
76;Leeftijd: 50 tot 65 jaar;Ondergrens;2008;12.5;1.4;1.0;0.4;0.3;0.2;1.1;0.5;0.0;0.0;0.0;0.0;;0.0
77;Leeftijd: 50 tot 65 jaar;Ondergrens;2009;11.7;1.2;1.0;0.4;0.3;0.1;0.8;0.6;0.0;0.0;0.0;0.0;;0.0
78;Leeftijd: 50 tot 65 jaar;Bovengrens;2007;12.6;2.9;2.3;1.3;1.4;0.7;2.3;1.6;0.0;0.0;0.0;0.7;;0.0
79;Leeftijd: 50 tot 65 jaar;Bovengrens;2008;15.8;2.8;2.2;1.3;1.0;0.8;2.3;1.4;0.5;0.5;0.4;0.0;;0.0
80;Leeftijd: 50 tot 65 jaar;Bovengrens;2009;15.2;2.7;2.3;1.3;1.2;0.5;1.9;1.7;0.0;0.0;0.0;0.0;;0.0
81;Onderwijsniveau: lager onderwijs;Percentages;2007;15.7;4.0;2.8;2.5;0.6;1.5;2.2;5.9;0.3;0.0;0.0;0.0;;0.0
82;Onderwijsniveau: lager onderwijs;Percentages;2008;16.4;4.7;2.6;3.3;1.2;0.6;1.5;3.9;0.6;0.2;0.2;0.1;;0.0
83;Onderwijsniveau: lager onderwijs;Percentages;2009;18.2;3.5;2.4;4.5;0.5;1.3;1.5;4.9;0.4;0.0;0.2;0.0;;0.0
84;Onderwijsniveau: lager onderwijs;Ondergrens;2007;13.2;2.8;1.7;1.6;0.3;0.8;1.3;4.3;0.1;0.0;0.0;0.0;;0.0
85;Onderwijsniveau: lager onderwijs;Ondergrens;2008;13.9;3.4;1.7;2.2;0.6;0.3;0.8;2.7;0.2;0.1;0.1;0.0;;0.0
86;Onderwijsniveau: lager onderwijs;Ondergrens;2009;15.4;2.4;1.5;3.2;0.2;0.7;0.9;3.5;0.1;0.0;0.0;0.0;;0.0
87;Onderwijsniveau: lager onderwijs;Bovengrens;2007;18.6;5.7;4.4;4.0;1.5;2.7;3.6;7.9;1.3;0.0;0.0;0.0;;0.0
88;Onderwijsniveau: lager onderwijs;Bovengrens;2008;19.4;6.6;4.1;4.9;2.4;1.5;2.8;5.6;1.4;0.9;0.9;0.9;;0.0
89;Onderwijsniveau: lager onderwijs;Bovengrens;2009;21.5;5.2;3.9;6.5;1.4;2.4;2.8;6.8;1.7;0.0;1.1;0.0;;0.0
90;Onderwijsniveau: lager voortgezet onderw;Percentages;2007;18.9;4.3;2.7;4.7;0.6;1.9;1.3;4.4;0.3;0.1;0.4;0.2;;0.1
91;Onderwijsniveau: lager voortgezet onderw;Percentages;2008;22.2;4.6;3.0;5.9;0.9;1.2;1.8;6.0;0.6;0.3;0.2;0.0;;0.0
92;Onderwijsniveau: lager voortgezet onderw;Percentages;2009;20.8;6.4;3.4;5.1;0.6;1.7;1.7;5.0;0.3;0.0;0.5;0.0;;0.1
93;Onderwijsniveau: lager voortgezet onderw;Ondergrens;2007;16.8;3.3;1.9;3.6;0.3;1.3;0.8;3.4;0.1;0.0;0.2;0.0;;0.0
94;Onderwijsniveau: lager voortgezet onderw;Ondergrens;2008;20.1;3.6;2.2;4.7;0.5;0.7;1.2;4.9;0.3;0.1;0.1;0.0;;0.0
95;Onderwijsniveau: lager voortgezet onderw;Ondergrens;2009;18.5;5.1;2.5;4.0;0.3;1.1;1.1;3.8;0.1;0.0;0.2;0.0;;0.0
96;Onderwijsniveau: lager voortgezet onderw;Bovengrens;2007;21.1;5.6;3.8;6.1;1.3;2.9;2.1;5.7;0.9;0.7;1.0;0.8;;0.6
97;Onderwijsniveau: lager voortgezet onderw;Bovengrens;2008;24.5;6.0;4.1;7.3;1.5;1.9;2.7;7.5;1.3;0.9;0.6;0.0;;0.0
98;Onderwijsniveau: lager voortgezet onderw;Bovengrens;2009;23.3;8.0;4.6;6.5;1.4;2.6;2.7;6.4;0.8;0.0;1.2;0.0;;0.6
99;Onderwijsniveau: hoger voortgezet onderw;Percentages;2007;25.1;4.2;2.4;5.8;0.4;1.5;1.6;4.0;0.5;0.1;0.4;0.0;;0.0
100;Onderwijsniveau: hoger voortgezet onderw;Percentages;2008;26.6;4.9;3.3;7.3;0.6;2.3;1.8;3.8;0.7;0.3;0.6;0.1;;0.0
101;Onderwijsniveau: hoger voortgezet onderw;Percentages;2009;25.6;5.1;3.3;6.6;0.5;2.3;1.4;4.3;0.9;0.6;0.5;0.1;;0.1
102;Onderwijsniveau: hoger voortgezet onderw;Ondergrens;2007;23.1;3.3;1.8;4.7;0.2;1.0;1.1;3.2;0.2;0.0;0.2;0.0;;0.0
103;Onderwijsniveau: hoger voortgezet onderw;Ondergrens;2008;24.7;4.0;2.6;6.2;0.3;1.7;1.3;3.1;0.4;0.1;0.3;0.0;;0.0
104;Onderwijsniveau: hoger voortgezet onderw;Ondergrens;2009;23.7;4.2;2.6;5.5;0.3;1.7;0.9;3.5;0.6;0.3;0.3;0.0;;0.0
105;Onderwijsniveau: hoger voortgezet onderw;Bovengrens;2007;27.1;5.3;3.3;7.0;0.9;2.1;2.3;5.1;1.0;0.5;0.9;0.0;;0.0
106;Onderwijsniveau: hoger voortgezet onderw;Bovengrens;2008;28.6;6.1;4.2;8.6;1.1;3.1;2.5;4.8;1.2;0.8;1.1;0.4;;0.0
107;Onderwijsniveau: hoger voortgezet onderw;Bovengrens;2009;27.6;6.1;4.2;7.8;1.0;3.1;2.0;5.3;1.5;1.0;1.0;0.5;;0.5
108;Onderwijsniveau: hoger onderwijs;Percentages;2007;31.4;4.6;2.9;6.4;0.3;1.1;2.0;2.5;0.1;0.1;0.5;0.0;;0.0
109;Onderwijsniveau: hoger onderwijs;Percentages;2008;32.4;4.7;2.8;5.3;0.3;1.1;1.4;2.8;0.2;0.2;0.7;0.0;;0.0
110;Onderwijsniveau: hoger onderwijs;Percentages;2009;32.7;5.2;2.9;7.2;0.3;0.7;1.6;3.0;0.1;0.0;0.3;0.0;;0.0
111;Onderwijsniveau: hoger onderwijs;Ondergrens;2007;28.9;3.5;2.1;5.1;0.1;0.6;1.3;1.7;0.0;0.0;0.2;0.0;;0.0
112;Onderwijsniveau: hoger onderwijs;Ondergrens;2008;29.9;3.6;2.0;4.2;0.1;0.7;0.9;2.0;0.1;0.0;0.3;0.0;;0.0
113;Onderwijsniveau: hoger onderwijs;Ondergrens;2009;30.3;4.1;2.2;5.9;0.1;0.3;1.0;2.2;0.0;0.0;0.1;0.0;;0.0
114;Onderwijsniveau: hoger onderwijs;Bovengrens;2007;34.1;6.0;4.1;8.0;0.9;1.9;3.1;3.7;0.5;0.4;1.1;0.0;;0.0
115;Onderwijsniveau: hoger onderwijs;Bovengrens;2008;34.9;6.0;3.9;6.8;0.8;1.8;2.2;3.9;0.6;0.6;1.4;0.0;;0.0
116;Onderwijsniveau: hoger onderwijs;Bovengrens;2009;35.2;6.5;4.0;8.8;0.9;1.3;2.5;4.2;0.7;0.0;0.7;0.0;;0.0
117;Stedelijkheid: Zeer sterk stedelijk;Percentages;2007;36.1;8.7;4.1;9.0;0.8;1.7;2.8;8.2;0.5;0.0;1.0;0.2;;0.0
118;Stedelijkheid: Zeer sterk stedelijk;Percentages;2008;37.6;8.0;3.9;9.3;0.7;1.6;2.1;5.4;0.6;0.3;1.2;0.0;;0.0
119;Stedelijkheid: Zeer sterk stedelijk;Percentages;2009;38.7;8.9;4.1;10.3;0.4;1.8;2.7;8.2;1.0;0.2;1.0;0.0;;0.0
120;Stedelijkheid: Zeer sterk stedelijk;Ondergrens;2007;32.7;6.9;2.9;7.1;0.3;1.0;1.9;6.4;0.2;0.0;0.5;0.0;;0.0
121;Stedelijkheid: Zeer sterk stedelijk;Ondergrens;2008;34.4;6.2;2.7;7.4;0.3;0.9;1.3;4.1;0.3;0.1;0.6;0.0;;0.0
122;Stedelijkheid: Zeer sterk stedelijk;Ondergrens;2009;35.4;7.1;3.0;8.4;0.1;1.1;1.8;6.5;0.5;0.0;0.5;0.0;;0.0
123;Stedelijkheid: Zeer sterk stedelijk;Bovengrens;2007;39.5;11.0;5.8;11.3;1.9;2.8;4.3;10.5;1.4;0.0;2.0;1.1;;0.0
124;Stedelijkheid: Zeer sterk stedelijk;Bovengrens;2008;41.1;10.1;5.5;11.5;1.7;2.7;3.5;7.2;1.5;1.2;2.4;0.0;;0.0
125;Stedelijkheid: Zeer sterk stedelijk;Bovengrens;2009;42.0;11.0;5.7;12.7;1.2;3.0;4.0;10.3;2.0;0.7;1.9;0.0;;0.0
126;Stedelijkheid:  Sterk stedelijk;Percentages;2007;25.8;3.1;2.7;4.8;0.4;1.8;1.8;3.8;0.4;0.2;0.3;0.0;;0.1
127;Stedelijkheid:  Sterk stedelijk;Percentages;2008;28.0;5.3;3.1;7.3;0.7;1.9;1.9;5.5;0.7;0.4;0.5;0.1;;0.0
128;Stedelijkheid:  Sterk stedelijk;Percentages;2009;27.6;4.9;3.2;6.4;0.3;2.0;1.5;3.7;0.5;0.2;0.4;0.1;;0.1
129;Stedelijkheid:  Sterk stedelijk;Ondergrens;2007;23.7;2.4;1.9;3.8;0.2;1.3;1.2;2.9;0.2;0.1;0.1;0.0;;0.0
130;Stedelijkheid:  Sterk stedelijk;Ondergrens;2008;25.9;4.3;2.4;6.1;0.4;1.3;1.3;4.5;0.4;0.2;0.2;0.0;;0.0
131;Stedelijkheid:  Sterk stedelijk;Ondergrens;2009;25.4;3.9;2.4;5.3;0.1;1.4;1.0;2.8;0.2;0.1;0.2;0.0;;0.0
132;Stedelijkheid:  Sterk stedelijk;Bovengrens;2007;28.1;4.2;3.7;6.1;0.9;2.7;2.7;4.9;1.0;0.6;0.8;0.0;;0.5
133;Stedelijkheid:  Sterk stedelijk;Bovengrens;2008;30.3;6.5;4.1;8.7;1.3;2.7;2.7;6.8;1.2;0.9;1.0;0.5;;0.0
134;Stedelijkheid:  Sterk stedelijk;Bovengrens;2009;29.9;6.1;4.3;7.8;0.9;2.9;2.3;4.7;1.1;0.7;0.9;0.6;;0.6
135;Stedelijkheid: Matig stedelijk;Percentages;2007;20.9;4.6;2.5;5.4;0.5;1.5;1.7;3.8;0.3;0.1;0.2;0.1;;0.0
136;Stedelijkheid: Matig stedelijk;Percentages;2008;23.0;4.1;3.1;4.5;0.9;1.3;1.4;2.9;0.5;0.2;0.3;0.0;;0.0
137;Stedelijkheid: Matig stedelijk;Percentages;2009;22.9;4.6;2.3;4.7;0.6;1.4;1.0;3.0;0.5;0.3;0.2;0.1;;0.0
138;Stedelijkheid: Matig stedelijk;Ondergrens;2007;18.6;3.5;1.7;4.1;0.2;1.0;1.0;2.8;0.1;0.0;0.0;0.0;;0.0
139;Stedelijkheid: Matig stedelijk;Ondergrens;2008;20.6;3.1;2.2;3.4;0.4;0.8;0.8;2.1;0.2;0.0;0.1;0.0;;0.0
140;Stedelijkheid: Matig stedelijk;Ondergrens;2009;20.3;3.4;1.5;3.6;0.2;0.8;0.5;2.1;0.2;0.1;0.0;0.0;;0.0
141;Stedelijkheid: Matig stedelijk;Bovengrens;2007;23.5;6.1;3.6;6.9;0.9;2.5;2.7;5.2;0.8;0.5;0.8;0.5;;0.0
142;Stedelijkheid: Matig stedelijk;Bovengrens;2008;25.6;5.5;4.4;5.9;1.6;2.1;2.3;4.1;1.1;0.8;1.0;0.0;;0.0
143;Stedelijkheid: Matig stedelijk;Bovengrens;2009;25.6;6.1;3.5;6.2;1.4;2.4;1.9;4.2;1.1;1.0;0.7;1.0;;0.0
144;Stedelijkheid: Weinig stedelijk;Percentages;2007;17.5;3.0;2.0;3.6;0.3;0.9;0.9;2.2;0.2;0.1;0.1;0.0;;0.0
145;Stedelijkheid: Weinig stedelijk;Percentages;2008;18.7;3.1;2.1;3.8;0.5;0.9;1.3;3.4;0.4;0.2;0.1;0.0;;0.0
146;Stedelijkheid: Weinig stedelijk;Percentages;2009;17.5;3.4;2.9;4.2;0.5;1.2;1.1;3.0;0.2;0.3;0.2;0.0;;0.0
147;Stedelijkheid: Weinig stedelijk;Ondergrens;2007;15.4;2.2;1.3;2.7;0.1;0.5;0.5;1.5;0.1;0.0;0.0;0.0;;0.0
148;Stedelijkheid: Weinig stedelijk;Ondergrens;2008;16.6;2.3;1.4;2.8;0.2;0.5;0.8;2.5;0.2;0.0;0.0;0.0;;0.0
149;Stedelijkheid: Weinig stedelijk;Ondergrens;2009;15.5;2.5;2.1;3.2;0.3;0.7;0.6;2.2;0.0;0.1;0.0;0.0;;0.0
150;Stedelijkheid: Weinig stedelijk;Bovengrens;2007;19.8;4.3;3.1;4.9;0.8;1.7;1.8;3.3;0.8;0.9;0.9;0.0;;0.0
151;Stedelijkheid: Weinig stedelijk;Bovengrens;2008;21.0;4.3;3.1;5.1;1.1;1.6;2.2;4.6;0.9;0.7;0.6;0.0;;0.0
152;Stedelijkheid: Weinig stedelijk;Bovengrens;2009;19.7;4.5;4.0;5.5;1.2;2.1;1.8;4.1;0.7;0.8;0.7;0.0;;0.0
153;Stedelijkheid: Niet stedelijk;Percentages;2007;16.2;2.1;1.8;2.8;0.2;1.3;1.3;1.4;0.2;0.0;0.2;0.0;;0.0
154;Stedelijkheid: Niet stedelijk;Percentages;2008;17.8;2.7;2.7;3.5;0.4;1.9;1.2;1.9;0.3;0.1;0.1;0.0;;0.0
155;Stedelijkheid: Niet stedelijk;Percentages;2009;18.6;3.9;3.0;4.4;0.9;0.9;1.1;2.5;0.1;0.0;0.3;0.0;;0.2
156;Stedelijkheid: Niet stedelijk;Ondergrens;2007;13.6;1.2;1.0;1.8;0.1;0.6;0.6;0.7;0.0;0.0;0.0;0.0;;0.0
157;Stedelijkheid: Niet stedelijk;Ondergrens;2008;15.3;1.7;1.7;2.3;0.1;1.1;0.6;1.1;0.1;0.0;0.0;0.0;;0.0
158;Stedelijkheid: Niet stedelijk;Ondergrens;2009;16.0;2.7;2.0;3.1;0.4;0.4;0.5;1.6;0.0;0.0;0.1;0.0;;0.0
159;Stedelijkheid: Niet stedelijk;Bovengrens;2007;19.3;3.5;3.2;4.5;1.1;2.7;2.5;2.6;1.2;0.0;1.1;0.0;;0.0
160;Stedelijkheid: Niet stedelijk;Bovengrens;2008;20.7;4.2;4.3;5.2;1.2;3.3;2.3;3.2;1.1;1.0;1.0;0.0;;0.0
161;Stedelijkheid: Niet stedelijk;Bovengrens;2009;21.5;5.7;4.6;6.3;2.0;2.0;2.2;4.1;0.8;0.0;1.3;0.0;;1.1
