ID;Zorgaanbieders;FinancieringsvormenZorg;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
170;GLZMS: Overige aanb. med. spec. zorg;HF3: Eigen betalingen;2023;1116.0
171;GLZMS: Overige aanb. med. spec. zorg;HF31: Directe eigen betalingen;2021;630.0
172;GLZMS: Overige aanb. med. spec. zorg;HF31: Directe eigen betalingen;2022;812.0
173;GLZMS: Overige aanb. med. spec. zorg;HF31: Directe eigen betalingen;2023;916.0
174;GLZMS: Overige aanb. med. spec. zorg;HF32: Eigen risico en bijdragen;2021;183.0
175;GLZMS: Overige aanb. med. spec. zorg;HF32: Eigen risico en bijdragen;2022;194.0
176;GLZMS: Overige aanb. med. spec. zorg;HF32: Eigen risico en bijdragen;2023;200.0
177;GLZMS: Overige aanb. med. spec. zorg;Overige financieringsvormen;2021;2.0
178;GLZMS: Overige aanb. med. spec. zorg;Overige financieringsvormen;2022;3.0
179;GLZMS: Overige aanb. med. spec. zorg;Overige financieringsvormen;2023;3.0
180;GLZ: Aanb. geestelijke gezondheidszorg;Totaal alle financieringsvormen;2021;8913.0
181;GLZ: Aanb. geestelijke gezondheidszorg;Totaal alle financieringsvormen;2022;9637.0
182;GLZ: Aanb. geestelijke gezondheidszorg;Totaal alle financieringsvormen;2023;10559.0
183;GLZ: Aanb. geestelijke gezondheidszorg;HF11: Overheid;2021;2981.0
184;GLZ: Aanb. geestelijke gezondheidszorg;HF11: Overheid;2022;3188.0
185;GLZ: Aanb. geestelijke gezondheidszorg;HF11: Overheid;2023;3504.0
186;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2021;1185.0
187;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2022;1334.0
188;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2023;1557.0
189;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2021;
190;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2022;
191;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2023;
192;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2021;3617.0
193;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2022;3831.0
194;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2023;4206.0
195;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
196;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
197;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
198;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2021;1129.0
199;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2022;1285.0
200;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2023;1292.0
201;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2021;869.0
202;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2022;973.0
203;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2023;970.0
204;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2021;260.0
205;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2022;311.0
206;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2023;322.0
207;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2021;0.0
208;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2022;0.0
209;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2023;0.0
210;GLZ: Huisartsenpraktijken,gezondh.centra;Totaal alle financieringsvormen;2021;3981.0
211;GLZ: Huisartsenpraktijken,gezondh.centra;Totaal alle financieringsvormen;2022;3939.0
212;GLZ: Huisartsenpraktijken,gezondh.centra;Totaal alle financieringsvormen;2023;4323.0
213;GLZ: Huisartsenpraktijken,gezondh.centra;HF11: Overheid;2021;150.0
214;GLZ: Huisartsenpraktijken,gezondh.centra;HF11: Overheid;2022;100.0
215;GLZ: Huisartsenpraktijken,gezondh.centra;HF11: Overheid;2023;78.0
216;GLZ: Huisartsenpraktijken,gezondh.centra;HF121a: Wlz, AWBZ;2021;0.0
217;GLZ: Huisartsenpraktijken,gezondh.centra;HF121a: Wlz, AWBZ;2022;0.0
218;GLZ: Huisartsenpraktijken,gezondh.centra;HF121a: Wlz, AWBZ;2023;0.0
219;GLZ: Huisartsenpraktijken,gezondh.centra;HF121b: Ziekenfonds;2021;
220;GLZ: Huisartsenpraktijken,gezondh.centra;HF121b: Ziekenfonds;2022;
221;GLZ: Huisartsenpraktijken,gezondh.centra;HF121b: Ziekenfonds;2023;
222;GLZ: Huisartsenpraktijken,gezondh.centra;HF122: Zorgverzekeringswet;2021;3744.0
223;GLZ: Huisartsenpraktijken,gezondh.centra;HF122: Zorgverzekeringswet;2022;3748.0
224;GLZ: Huisartsenpraktijken,gezondh.centra;HF122: Zorgverzekeringswet;2023;4149.0
225;GLZ: Huisartsenpraktijken,gezondh.centra;HF21:Vrijwillige ziektekostenverzekering;2021;10.0
226;GLZ: Huisartsenpraktijken,gezondh.centra;HF21:Vrijwillige ziektekostenverzekering;2022;10.0
227;GLZ: Huisartsenpraktijken,gezondh.centra;HF21:Vrijwillige ziektekostenverzekering;2023;11.0
228;GLZ: Huisartsenpraktijken,gezondh.centra;HF3: Eigen betalingen;2021;72.0
229;GLZ: Huisartsenpraktijken,gezondh.centra;HF3: Eigen betalingen;2022;72.0
230;GLZ: Huisartsenpraktijken,gezondh.centra;HF3: Eigen betalingen;2023;76.0
231;GLZ: Huisartsenpraktijken,gezondh.centra;HF31: Directe eigen betalingen;2021;32.0
232;GLZ: Huisartsenpraktijken,gezondh.centra;HF31: Directe eigen betalingen;2022;33.0
233;GLZ: Huisartsenpraktijken,gezondh.centra;HF31: Directe eigen betalingen;2023;36.0
234;GLZ: Huisartsenpraktijken,gezondh.centra;HF32: Eigen risico en bijdragen;2021;40.0
235;GLZ: Huisartsenpraktijken,gezondh.centra;HF32: Eigen risico en bijdragen;2022;39.0
236;GLZ: Huisartsenpraktijken,gezondh.centra;HF32: Eigen risico en bijdragen;2023;40.0
237;GLZ: Huisartsenpraktijken,gezondh.centra;Overige financieringsvormen;2021;5.0
238;GLZ: Huisartsenpraktijken,gezondh.centra;Overige financieringsvormen;2022;9.0
239;GLZ: Huisartsenpraktijken,gezondh.centra;Overige financieringsvormen;2023;9.0
240;GLZ: Tandartsenpraktijken;Totaal alle financieringsvormen;2021;3080.0
241;GLZ: Tandartsenpraktijken;Totaal alle financieringsvormen;2022;3129.0
242;GLZ: Tandartsenpraktijken;Totaal alle financieringsvormen;2023;3400.0
243;GLZ: Tandartsenpraktijken;HF11: Overheid;2021;10.0
244;GLZ: Tandartsenpraktijken;HF11: Overheid;2022;0.0
245;GLZ: Tandartsenpraktijken;HF11: Overheid;2023;0.0
246;GLZ: Tandartsenpraktijken;HF121a: Wlz, AWBZ;2021;95.0
247;GLZ: Tandartsenpraktijken;HF121a: Wlz, AWBZ;2022;103.0
248;GLZ: Tandartsenpraktijken;HF121a: Wlz, AWBZ;2023;122.0
249;GLZ: Tandartsenpraktijken;HF121b: Ziekenfonds;2021;
250;GLZ: Tandartsenpraktijken;HF121b: Ziekenfonds;2022;
251;GLZ: Tandartsenpraktijken;HF121b: Ziekenfonds;2023;
252;GLZ: Tandartsenpraktijken;HF122: Zorgverzekeringswet;2021;617.0
253;GLZ: Tandartsenpraktijken;HF122: Zorgverzekeringswet;2022;641.0
254;GLZ: Tandartsenpraktijken;HF122: Zorgverzekeringswet;2023;711.0
255;GLZ: Tandartsenpraktijken;HF21:Vrijwillige ziektekostenverzekering;2021;1683.0
256;GLZ: Tandartsenpraktijken;HF21:Vrijwillige ziektekostenverzekering;2022;1679.0
257;GLZ: Tandartsenpraktijken;HF21:Vrijwillige ziektekostenverzekering;2023;1809.0
258;GLZ: Tandartsenpraktijken;HF3: Eigen betalingen;2021;673.0
259;GLZ: Tandartsenpraktijken;HF3: Eigen betalingen;2022;701.0
260;GLZ: Tandartsenpraktijken;HF3: Eigen betalingen;2023;754.0
261;GLZ: Tandartsenpraktijken;HF31: Directe eigen betalingen;2021;581.0
262;GLZ: Tandartsenpraktijken;HF31: Directe eigen betalingen;2022;610.0
263;GLZ: Tandartsenpraktijken;HF31: Directe eigen betalingen;2023;657.0
264;GLZ: Tandartsenpraktijken;HF32: Eigen risico en bijdragen;2021;92.0
265;GLZ: Tandartsenpraktijken;HF32: Eigen risico en bijdragen;2022;91.0
266;GLZ: Tandartsenpraktijken;HF32: Eigen risico en bijdragen;2023;97.0
267;GLZ: Tandartsenpraktijken;Overige financieringsvormen;2021;3.0
268;GLZ: Tandartsenpraktijken;Overige financieringsvormen;2022;4.0
269;GLZ: Tandartsenpraktijken;Overige financieringsvormen;2023;4.0
270;GLZ: Paramedische, verlosk. praktijken;Totaal alle financieringsvormen;2021;4123.0
271;GLZ: Paramedische, verlosk. praktijken;Totaal alle financieringsvormen;2022;4456.0
272;GLZ: Paramedische, verlosk. praktijken;Totaal alle financieringsvormen;2023;4853.0
273;GLZ: Paramedische, verlosk. praktijken;HF11: Overheid;2021;61.0
274;GLZ: Paramedische, verlosk. praktijken;HF11: Overheid;2022;32.0
275;GLZ: Paramedische, verlosk. praktijken;HF11: Overheid;2023;30.0
276;GLZ: Paramedische, verlosk. praktijken;HF121a: Wlz, AWBZ;2021;19.0
277;GLZ: Paramedische, verlosk. praktijken;HF121a: Wlz, AWBZ;2022;25.0
278;GLZ: Paramedische, verlosk. praktijken;HF121a: Wlz, AWBZ;2023;31.0
279;GLZ: Paramedische, verlosk. praktijken;HF121b: Ziekenfonds;2021;
280;GLZ: Paramedische, verlosk. praktijken;HF121b: Ziekenfonds;2022;
281;GLZ: Paramedische, verlosk. praktijken;HF121b: Ziekenfonds;2023;
282;GLZ: Paramedische, verlosk. praktijken;HF122: Zorgverzekeringswet;2021;1133.0
283;GLZ: Paramedische, verlosk. praktijken;HF122: Zorgverzekeringswet;2022;1199.0
284;GLZ: Paramedische, verlosk. praktijken;HF122: Zorgverzekeringswet;2023;1302.0
285;GLZ: Paramedische, verlosk. praktijken;HF21:Vrijwillige ziektekostenverzekering;2021;1326.0
286;GLZ: Paramedische, verlosk. praktijken;HF21:Vrijwillige ziektekostenverzekering;2022;1338.0
287;GLZ: Paramedische, verlosk. praktijken;HF21:Vrijwillige ziektekostenverzekering;2023;1441.0
288;GLZ: Paramedische, verlosk. praktijken;HF3: Eigen betalingen;2021;1584.0
289;GLZ: Paramedische, verlosk. praktijken;HF3: Eigen betalingen;2022;1861.0
290;GLZ: Paramedische, verlosk. praktijken;HF3: Eigen betalingen;2023;2049.0
291;GLZ: Paramedische, verlosk. praktijken;HF31: Directe eigen betalingen;2021;1512.0
292;GLZ: Paramedische, verlosk. praktijken;HF31: Directe eigen betalingen;2022;1785.0
293;GLZ: Paramedische, verlosk. praktijken;HF31: Directe eigen betalingen;2023;1970.0
294;GLZ: Paramedische, verlosk. praktijken;HF32: Eigen risico en bijdragen;2021;72.0
295;GLZ: Paramedische, verlosk. praktijken;HF32: Eigen risico en bijdragen;2022;76.0
296;GLZ: Paramedische, verlosk. praktijken;HF32: Eigen risico en bijdragen;2023;79.0
297;GLZ: Paramedische, verlosk. praktijken;Overige financieringsvormen;2021;0.0
298;GLZ: Paramedische, verlosk. praktijken;Overige financieringsvormen;2022;0.0
299;GLZ: Paramedische, verlosk. praktijken;Overige financieringsvormen;2023;0.0
300;GLZ: Aanb. verpleging, verzorg., kraam;Totaal alle financieringsvormen;2021;22391.0
301;GLZ: Aanb. verpleging, verzorg., kraam;Totaal alle financieringsvormen;2022;22755.0
302;GLZ: Aanb. verpleging, verzorg., kraam;Totaal alle financieringsvormen;2023;24818.0
303;GLZ: Aanb. verpleging, verzorg., kraam;HF11: Overheid;2021;2288.0
304;GLZ: Aanb. verpleging, verzorg., kraam;HF11: Overheid;2022;2071.0
305;GLZ: Aanb. verpleging, verzorg., kraam;HF11: Overheid;2023;2167.0
306;GLZ: Aanb. verpleging, verzorg., kraam;HF121a: Wlz, AWBZ;2021;13667.0
307;GLZ: Aanb. verpleging, verzorg., kraam;HF121a: Wlz, AWBZ;2022;14443.0
308;GLZ: Aanb. verpleging, verzorg., kraam;HF121a: Wlz, AWBZ;2023;16073.0
309;GLZ: Aanb. verpleging, verzorg., kraam;HF121b: Ziekenfonds;2021;
310;GLZ: Aanb. verpleging, verzorg., kraam;HF121b: Ziekenfonds;2022;
311;GLZ: Aanb. verpleging, verzorg., kraam;HF121b: Ziekenfonds;2023;
312;GLZ: Aanb. verpleging, verzorg., kraam;HF122: Zorgverzekeringswet;2021;4941.0
