ID;Geslacht;SamenstellingHuishouden;Regio;Bewoners_1
673;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Drenthe;333.0
674;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Overijssel;1838.0
675;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gelderland;6349.0
676;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Utrecht (provincie);3155.0
677;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Noord-Holland;8533.0
678;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Zuid-Holland;9129.0
679;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Zeeland;658.0
680;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Noord-Brabant;12993.0
681;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Limburg;9999.0
682;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gemeenten met meer dan 100000 inwoners;11775.0
683;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gemeenten met 50001 - 100000 inwoners;8098.0
684;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gemeenten met 20001 - 50000 inwoners;8197.0
685;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gemeenten met 10001 - 20000 inwoners;8694.0
686;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gemeenten met 5001 - 10000 inwoners;8238.0
687;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gemeenten met 2001 - 5000 inwoners;7292.0
688;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gemeenten met 1001 - 2000 inwoners;2025.0
689;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gemeenten met 501 - 1000 inwoners;214.0
690;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gemeenten met 500 of minder inwoners;24.0
691;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Amsterdam;3958.0
692;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Rotterdam;2070.0
693;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;'s-Gravenhage;2681.0
694;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Utrecht;1447.0
695;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Haarlem;873.0
696;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Groningen;746.0
697;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Eindhoven;703.0
698;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Nijmegen;1280.0
699;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Tilburg;1280.0
700;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Arnhem;913.0
701;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Leiden;739.0
702;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Maastricht;1122.0
703;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Apeldoorn;562.0
704;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Hilversum;401.0
705;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Dordrecht;230.0
706;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Schiedam;218.0
707;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Enschede;153.0
708;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Delft;497.0
709;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Leeuwarden;288.0
710;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Heerlen;719.0
711;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Breda;656.0
712;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;'s-Hertogenbosch;1101.0
713;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Velsen;191.0
714;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Emmen;40.0
715;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Zwolle;285.0
716;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Amersfoort;583.0
717;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Kerkrade;469.0
718;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Deventer;321.0
719;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Hengelo (O.);101.0
720;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Zaandam;99.0
721;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Almelo;201.0
722;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Lonneker;29.0
723;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Ede;65.0
724;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Helder (Den);40.0
725;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Gouda;167.0
726;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Alkmaar;298.0
727;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Vlaardingen;44.0
728;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Haarlemmermeer;17.0
729;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Helmond;193.0
730;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Bussum;187.0
731;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Zeist;467.0
732;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Rheden;158.0
733;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Venlo;498.0
734;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Roosendaal en Nispen;424.0
735;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Vlissingen;91.0
736;Totaal mannen en vrouwen;Bestuurders, enz., afz. levend;Bergen op Zoom;465.0
737;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Nederland;3373.0
738;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Groningen (provincie);130.0
739;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Friesland;178.0
740;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Drenthe;942.0
741;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Overijssel;72.0
742;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gelderland;387.0
743;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Utrecht (provincie);161.0
744;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Noord-Holland;682.0
745;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Zuid-Holland;562.0
746;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Zeeland;49.0
747;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Noord-Brabant;159.0
748;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Limburg;51.0
749;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gemeenten met meer dan 100000 inwoners;931.0
750;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gemeenten met 50001 - 100000 inwoners;230.0
751;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gemeenten met 20001 - 50000 inwoners;262.0
752;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gemeenten met 10001 - 20000 inwoners;379.0
753;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gemeenten met 5001 - 10000 inwoners;343.0
754;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gemeenten met 2001 - 5000 inwoners;1145.0
755;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gemeenten met 1001 - 2000 inwoners;70.0
756;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gemeenten met 501 - 1000 inwoners;11.0
757;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gemeenten met 500 of minder inwoners;2.0
758;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Amsterdam;320.0
759;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Rotterdam;81.0
760;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;'s-Gravenhage;281.0
761;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Utrecht;77.0
762;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Haarlem;134.0
763;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Groningen;38.0
764;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Eindhoven;0.0
765;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Nijmegen;39.0
766;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Tilburg;0.0
767;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Arnhem;79.0
768;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Leiden;37.0
769;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Maastricht;2.0
770;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Apeldoorn;19.0
771;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Hilversum;20.0
772;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Dordrecht;6.0
773;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Schiedam;9.0
774;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Enschede;2.0
775;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Delft;17.0
776;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Leeuwarden;54.0
777;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Heerlen;14.0
778;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Breda;36.0
779;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;'s-Hertogenbosch;10.0
780;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Velsen;4.0
781;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Emmen;4.0
782;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Zwolle;10.0
783;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Amersfoort;21.0
784;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Kerkrade;0.0
785;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Deventer;26.0
786;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Hengelo (O.);2.0
787;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Zaandam;2.0
788;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Almelo;5.0
789;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Lonneker;0.0
790;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Ede;6.0
791;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Helder (Den);6.0
792;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Gouda;3.0
793;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Alkmaar;22.0
794;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Vlaardingen;5.0
795;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Haarlemmermeer;0.0
796;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Helmond;0.0
797;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Bussum;4.0
798;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Zeist;17.0
799;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Rheden;4.0
800;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Venlo;0.0
801;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Roosendaal en Nispen;0.0
802;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Vlissingen;7.0
803;Totaal mannen en vrouwen;Bestuurders enz., met gezinnen;Bergen op Zoom;0.0
804;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Nederland;112342.0
805;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Groningen (provincie);2569.0
806;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Friesland;2891.0
807;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Drenthe;2973.0
808;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Overijssel;3638.0
809;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gelderland;14497.0
810;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Utrecht (provincie);5781.0
811;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Noord-Holland;19882.0
812;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Zuid-Holland;18150.0
813;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Zeeland;2116.0
814;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Noord-Brabant;24798.0
815;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Limburg;15047.0
816;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gemeenten met meer dan 100000 inwoners;21171.0
817;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gemeenten met 50001 - 100000 inwoners;12328.0
818;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gemeenten met 20001 - 50000 inwoners;16097.0
819;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gemeenten met 10001 - 20000 inwoners;20438.0
820;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gemeenten met 5001 - 10000 inwoners;19603.0
821;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gemeenten met 2001 - 5000 inwoners;18829.0
822;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gemeenten met 1001 - 2000 inwoners;3401.0
823;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gemeenten met 501 - 1000 inwoners;402.0
824;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gemeenten met 500 of minder inwoners;73.0
825;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Amsterdam;8871.0
826;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Rotterdam;3257.0
827;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;'s-Gravenhage;4826.0
828;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Utrecht;1603.0
829;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Haarlem;1323.0
830;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Groningen;1291.0
831;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Eindhoven;1608.0
832;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Nijmegen;2361.0
833;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Tilburg;1483.0
834;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Arnhem;1348.0
835;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Leiden;556.0
836;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Maastricht;1241.0
837;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Apeldoorn;1565.0
838;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Hilversum;418.0
839;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Dordrecht;189.0
840;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Schiedam;398.0
841;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Enschede;96.0
842;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Delft;1065.0
843;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Leeuwarden;991.0
844;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Heerlen;408.0
845;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Breda;1363.0
846;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;'s-Hertogenbosch;1457.0
847;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Velsen;337.0
848;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Emmen;111.0
849;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Zwolle;508.0
850;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Amersfoort;1269.0
851;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Kerkrade;755.0
852;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Deventer;1212.0
853;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Hengelo (O.);48.0
854;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Zaandam;187.0
855;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Almelo;163.0
856;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Lonneker;20.0
857;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Ede;121.0
858;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Helder (Den);1359.0
859;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Gouda;201.0
860;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Alkmaar;356.0
861;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Vlaardingen;79.0
862;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Haarlemmermeer;0.0
863;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Helmond;120.0
864;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Bussum;168.0
865;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Zeist;1394.0
866;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Rheden;438.0
867;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Venlo;582.0
868;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Roosendaal en Nispen;499.0
869;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Vlissingen;605.0
870;Totaal mannen en vrouwen;Tot. bev. voor wie de inst. is bestemd;Bergen op Zoom;1346.0
871;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Nederland;4684.0
872;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Groningen (provincie);370.0
873;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Friesland;394.0
874;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Drenthe;178.0
875;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Overijssel;603.0
876;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gelderland;239.0
877;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Utrecht (provincie);104.0
878;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Noord-Holland;1065.0
879;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Zuid-Holland;355.0
880;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Zeeland;193.0
881;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Noord-Brabant;677.0
882;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Limburg;306.0
883;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gemeenten met meer dan 100000 inwoners;1071.0
884;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gemeenten met 50001 - 100000 inwoners;370.0
885;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gemeenten met 20001 - 50000 inwoners;1008.0
886;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gemeenten met 10001 - 20000 inwoners;740.0
887;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gemeenten met 5001 - 10000 inwoners;679.0
888;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gemeenten met 2001 - 5000 inwoners;680.0
889;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gemeenten met 1001 - 2000 inwoners;121.0
890;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gemeenten met 501 - 1000 inwoners;15.0
891;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gemeenten met 500 of minder inwoners;0.0
892;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Amsterdam;703.0
893;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Rotterdam;6.0
894;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;'s-Gravenhage;118.0
895;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Utrecht;10.0
896;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Haarlem;55.0
897;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Groningen;179.0
898;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Eindhoven;0.0
899;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Nijmegen;71.0
900;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Tilburg;67.0
901;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Arnhem;90.0
902;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Leiden;8.0
903;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Maastricht;12.0
904;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Apeldoorn;54.0
905;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Hilversum;11.0
906;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Dordrecht;8.0
907;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Schiedam;14.0
908;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Enschede;0.0
909;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Delft;35.0
910;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Leeuwarden;219.0
911;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Heerlen;20.0
912;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Breda;54.0
913;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;'s-Hertogenbosch;12.0
914;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Velsen;8.0
915;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Emmen;39.0
916;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Zwolle;158.0
917;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Amersfoort;41.0
918;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Kerkrade;0.0
919;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Deventer;212.0
920;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Hengelo (O.);18.0
921;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Zaandam;18.0
922;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Almelo;9.0
923;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Lonneker;16.0
924;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Ede;0.0
925;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Helder (Den);0.0
926;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Gouda;4.0
927;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Alkmaar;55.0
928;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Vlaardingen;0.0
929;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Haarlemmermeer;0.0
930;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Helmond;9.0
931;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Bussum;19.0
932;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Zeist;4.0
933;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Rheden;2.0
934;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Venlo;13.0
935;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Roosendaal en Nispen;14.0
936;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Vlissingen;18.0
937;Totaal mannen en vrouwen;Gezinsbev. voor wie de inst. is bestemd;Bergen op Zoom;46.0
938;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Nederland;107658.0
939;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Groningen (provincie);2199.0
940;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Friesland;2497.0
941;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Drenthe;2795.0
942;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Overijssel;3035.0
943;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Gelderland;14258.0
944;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Utrecht (provincie);5677.0
945;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Noord-Holland;18817.0
946;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Zuid-Holland;17795.0
947;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Zeeland;1923.0
948;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Noord-Brabant;24121.0
949;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Limburg;14741.0
950;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Gemeenten met meer dan 100000 inwoners;20100.0
951;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Gemeenten met 50001 - 100000 inwoners;11958.0
952;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Gemeenten met 20001 - 50000 inwoners;15089.0
953;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Gemeenten met 10001 - 20000 inwoners;19698.0
954;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Gemeenten met 5001 - 10000 inwoners;18924.0
955;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Gemeenten met 2001 - 5000 inwoners;18149.0
956;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Gemeenten met 1001 - 2000 inwoners;3280.0
957;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Gemeenten met 501 - 1000 inwoners;387.0
958;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Gemeenten met 500 of minder inwoners;73.0
959;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Amsterdam;8168.0
960;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Rotterdam;3251.0
961;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;'s-Gravenhage;4708.0
962;Totaal mannen en vrouwen;Ov. bev. voor wie de inst. is bestemd;Utrecht;1593.0
