ID;Geslacht;Leeftijd;Migratieachtergrond;Inkomensgroepen;Cijfersoort;Perioden;TotaalContacten_1;ConsultenOpDePraktijk_2;Visites_3;TelefonischeConsulten_4;TotaalContacten_5;ConsultenOpDePraktijk_6;Visites_7;TelefonischeConsulten_8;TotaalContacten_9;ConsultenOpDePraktijk_10;Visites_11;TelefonischeConsulten_12
29;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Waarde;2009;75.0;70.7;6.3;35.7;4.1;2.9;0.3;0.8;5.3;3.8;0.4;1.1
30;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Waarde;2010;73.3;69.1;5.0;36.5;4.2;3.0;0.3;0.9;5.7;4.0;0.4;1.2
31;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Waarde;2011;73.7;69.8;4.2;36.1;4.0;2.8;0.2;1.0;5.3;3.7;0.3;1.3
32;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Waarde;2012;73.7;69.4;4.2;38.6;4.1;2.9;0.2;1.0;5.5;3.9;0.2;1.4
33;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Waarde;2013;74.3;70.0;4.0;39.8;4.0;2.8;0.2;1.0;5.3;3.7;0.2;1.4
34;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Waarde;2014;71.8;67.5;3.4;38.2;3.8;2.7;0.1;1.0;5.2;3.7;0.2;1.3
35;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Waarde;2015;71.5;67.0;3.7;38.9;4.0;2.8;0.1;1.0;5.4;3.8;0.2;1.4
36;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Waarde;2016;74.8;69.9;4.4;42.7;4.3;2.9;0.2;1.2;5.7;3.8;0.2;1.6
37;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Waarde;2017;74.5;69.8;4.4;42.9;4.4;3.0;0.2;1.3;5.8;3.9;0.2;1.7
38;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Waarde;2018;75.2;70.3;4.6;44.7;4.5;2.9;0.2;1.3;5.8;3.8;0.2;1.8
39;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2006;0.3;0.3;0.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2007;0.3;0.3;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2008;0.3;0.3;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2009;0.4;0.4;0.2;0.4;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
43;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2010;0.4;0.4;0.2;0.4;0.1;0.0;0.0;0.0;0.1;0.1;0.0;0.0
44;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2011;0.5;0.5;0.2;0.6;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
45;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2012;0.1;0.2;0.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2013;0.1;0.1;0.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2014;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2015;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2016;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2017;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51;Totaal mannen en vrouwen;10000;Totaal;1e 10%-groep (personen) (laag inkomen);Standaardfout;2018;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2006;77.2;72.4;10.9;34.4;4.5;3.2;0.5;0.8;5.9;4.1;0.7;1.1
53;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2007;76.3;71.6;10.9;35.3;4.4;3.1;0.5;0.9;5.8;4.0;0.7;1.1
54;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2008;80.3;75.2;12.2;40.3;5.1;3.5;0.6;1.1;6.4;4.3;0.7;1.3
55;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2009;81.2;75.9;13.1;43.2;5.4;3.6;0.7;1.2;6.7;4.4;0.8;1.4
56;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2010;80.8;75.0;12.1;46.0;6.1;3.9;0.8;1.4;7.6;4.8;1.0;1.8
57;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2011;81.1;76.3;11.0;46.1;5.6;3.6;0.6;1.4;6.9;4.4;0.7;1.8
58;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2012;81.0;76.0;10.0;47.4;5.7;3.7;0.5;1.5;7.0;4.5;0.6;1.8
59;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2013;80.9;75.8;9.9;48.2;5.5;3.5;0.5;1.5;6.8;4.3;0.6;1.9
60;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2014;80.4;75.3;9.4;47.5;5.5;3.5;0.5;1.5;6.8;4.4;0.6;1.9
61;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2015;80.2;75.2;10.0;48.3;5.7;3.6;0.5;1.6;7.0;4.5;0.6;2.0
62;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2016;81.9;76.7;10.9;51.9;6.0;3.7;0.5;1.8;7.3;4.5;0.6;2.2
63;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2017;81.6;76.6;11.0;52.1;6.1;3.7;0.5;1.9;7.5;4.6;0.6;2.3
64;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Waarde;2018;81.8;76.4;11.4;53.7;6.1;3.7;0.5;1.9;7.4;4.5;0.6;2.3
65;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2006;0.3;0.3;0.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2007;0.3;0.3;0.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2008;0.2;0.2;0.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2009;0.3;0.4;0.3;0.4;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
69;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2010;0.3;0.3;0.3;0.4;0.1;0.1;0.0;0.0;0.1;0.1;0.0;0.0
70;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2011;0.4;0.5;0.3;0.5;0.1;0.0;0.0;0.0;0.1;0.1;0.0;0.0
71;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2012;0.1;0.1;0.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2013;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2014;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2015;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2016;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2017;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;Totaal mannen en vrouwen;10000;Totaal;2e 10%-groep (personen);Standaardfout;2018;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2006;76.3;72.3;9.2;32.9;4.2;3.1;0.4;0.7;5.4;4.0;0.5;0.9
79;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2007;75.9;71.5;9.4;34.6;4.1;2.9;0.4;0.8;5.4;3.9;0.5;1.0
80;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2008;79.2;74.8;10.0;38.6;4.7;3.3;0.4;0.9;5.9;4.1;0.5;1.2
81;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2009;80.9;76.5;10.9;41.6;4.9;3.5;0.4;1.0;6.1;4.3;0.5;1.2
82;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2010;80.7;75.9;11.3;45.4;5.9;4.0;0.6;1.3;7.3;4.9;0.8;1.7
83;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2011;81.1;76.5;11.4;45.9;5.5;3.6;0.6;1.3;6.7;4.4;0.7;1.6
84;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2012;81.3;76.3;11.3;47.7;5.6;3.6;0.5;1.5;6.9;4.4;0.7;1.8
85;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2013;81.3;76.2;11.5;48.3;5.5;3.5;0.5;1.5;6.7;4.3;0.6;1.8
86;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2014;81.7;76.5;12.3;49.1;5.7;3.6;0.6;1.5;7.0;4.4;0.7;1.9
87;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2015;82.0;76.7;14.0;50.6;6.1;3.7;0.7;1.7;7.4;4.6;0.8;2.1
88;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2016;82.0;77.0;12.6;52.3;6.1;3.7;0.6;1.8;7.4;4.5;0.7;2.2
89;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2017;81.8;76.9;12.6;52.1;6.1;3.7;0.6;1.8;7.4;4.5;0.7;2.2
90;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Waarde;2018;81.9;76.5;12.2;53.1;5.9;3.5;0.5;1.8;7.2;4.3;0.7;2.2
91;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2006;0.3;0.3;0.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2007;0.3;0.3;0.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2008;0.2;0.2;0.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2009;0.3;0.4;0.3;0.4;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
95;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2010;0.3;0.3;0.2;0.4;0.1;0.0;0.0;0.0;0.1;0.1;0.0;0.0
96;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2011;0.4;0.5;0.4;0.6;0.1;0.0;0.0;0.0;0.1;0.1;0.0;0.0
97;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2012;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2013;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2014;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2015;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
101;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2016;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
102;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2017;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;Totaal mannen en vrouwen;10000;Totaal;3e 10%-groep (personen);Standaardfout;2018;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
104;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2006;74.9;71.4;6.6;31.2;3.8;2.9;0.2;0.7;5.1;3.9;0.3;0.9
105;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2007;74.7;71.0;6.8;32.4;3.7;2.7;0.3;0.7;4.9;3.6;0.4;0.9
106;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2008;77.7;73.7;6.7;36.1;4.1;3.0;0.3;0.8;5.3;3.9;0.3;1.1
107;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2009;79.7;75.6;7.7;40.2;4.4;3.2;0.3;0.9;5.5;4.0;0.4;1.1
108;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2010;79.6;75.2;7.9;42.2;5.0;3.5;0.4;1.1;6.3;4.4;0.5;1.4
109;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2011;79.9;75.4;7.8;43.5;4.8;3.3;0.4;1.1;6.0;4.1;0.5;1.4
110;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2012;80.4;75.8;8.3;45.7;5.0;3.4;0.3;1.3;6.2;4.2;0.4;1.6
111;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2013;80.5;75.9;8.2;46.2;4.9;3.3;0.3;1.3;6.1;4.1;0.4;1.6
112;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2014;80.7;76.0;9.4;47.2;5.2;3.4;0.4;1.4;6.4;4.2;0.5;1.7
113;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2015;80.9;75.9;11.1;48.4;5.5;3.5;0.5;1.5;6.8;4.3;0.6;1.8
114;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2016;80.2;75.5;7.7;48.2;5.0;3.3;0.3;1.4;6.3;4.1;0.4;1.7
115;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2017;79.9;75.3;7.4;47.9;5.0;3.3;0.3;1.4;6.3;4.1;0.4;1.8
116;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Waarde;2018;79.6;74.8;7.0;49.1;4.9;3.2;0.3;1.4;6.1;4.0;0.4;1.8
117;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2006;0.3;0.3;0.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
118;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2007;0.3;0.3;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2008;0.2;0.2;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
120;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2009;0.4;0.4;0.2;0.4;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
121;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2010;0.3;0.3;0.2;0.4;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
122;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2011;0.4;0.5;0.3;0.5;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
123;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2012;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
124;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2013;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2014;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
126;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2015;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
127;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2016;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
128;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2017;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
129;Totaal mannen en vrouwen;10000;Totaal;4e 10%-groep (personen);Standaardfout;2018;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
130;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2006;73.4;70.0;5.1;29.4;3.4;2.7;0.2;0.6;4.7;3.6;0.3;0.8
131;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2007;73.5;70.0;5.1;30.8;3.4;2.6;0.2;0.6;4.6;3.5;0.2;0.9
132;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2008;77.2;73.6;5.5;34.8;3.8;2.9;0.2;0.8;4.9;3.7;0.2;1.0
133;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2009;78.4;74.4;6.1;38.5;4.1;3.0;0.2;0.8;5.2;3.9;0.3;1.0
134;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2010;78.6;74.1;6.0;41.7;4.6;3.3;0.3;1.0;5.9;4.2;0.3;1.3
135;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2011;78.3;73.6;5.9;41.8;4.3;3.0;0.2;1.0;5.4;3.8;0.3;1.3
136;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2012;79.0;74.6;5.9;43.4;4.5;3.1;0.2;1.1;5.7;4.0;0.3;1.4
137;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2013;78.9;74.5;5.7;44.0;4.4;3.0;0.2;1.1;5.5;3.8;0.3;1.4
138;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2014;78.7;74.4;6.1;44.2;4.5;3.1;0.2;1.2;5.7;3.9;0.3;1.5
139;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2015;78.8;74.1;7.3;45.2;4.7;3.1;0.3;1.2;5.9;4.0;0.4;1.6
140;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2016;79.0;74.5;5.6;46.2;4.5;3.1;0.2;1.2;5.7;3.9;0.3;1.6
141;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2017;78.3;73.8;5.2;45.9;4.5;3.0;0.2;1.2;5.7;3.9;0.3;1.6
142;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Waarde;2018;78.3;73.4;5.0;47.0;4.4;2.9;0.2;1.3;5.6;3.7;0.2;1.6
143;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Standaardfout;2006;0.3;0.3;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
144;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Standaardfout;2007;0.3;0.3;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
145;Totaal mannen en vrouwen;10000;Totaal;5e 10%-groep (personen);Standaardfout;2008;0.2;0.2;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
