ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;Perioden;TotaalAantalPersonenInHuishoudens_1;ThuiswonendKind_2;Alleenstaand_3;TotaalSamenwonendePersonen_4;PartnerInNietGehuwdPaarZonderKi_5;PartnerInGehuwdPaarZonderKinderen_6;PartnerInNietGehuwdPaarMetKinderen_7;PartnerInGehuwdPaarMetKinderen_8;OuderInEenouderhuishouden_9;OverigLidHuishouden_10;PersonenInInstitutioneleHuishoudens_11
10;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2007;16357992.0;4601146.0;2536891.0;8291831.0;992062.0;3167912.0;561743.0;3570114.0;458881.0;262511.0;206732.0
11;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2008;16405399.0;4585036.0;2571014.0;8309482.0;1002666.0;3192638.0;597154.0;3517024.0;465704.0;267299.0;206864.0
12;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2009;16485787.0;4579646.0;2619394.0;8331248.0;1010074.0;3218836.0;629132.0;3473206.0;474909.0;273587.0;207003.0
13;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2010;16574989.0;4582223.0;2669516.0;8351932.0;1011414.0;3243236.0;661046.0;3436236.0;486250.0;276381.0;208687.0
14;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2011;16655799.0;4584272.0;2708251.0;8390655.0;1028748.0;3259025.0;699207.0;3403675.0;496272.0;257034.0;219315.0
15;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2012;16730348.0;4590769.0;2761764.0;8392958.0;1023588.0;3273354.0;722336.0;3373680.0;510894.0;254739.0;219224.0
16;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2013;16779575.0;4584600.0;2802182.0;8405274.0;1035156.0;3284622.0;750330.0;3335166.0;521578.0;251157.0;214784.0
17;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2014;16829289.0;4575606.0;2803852.0;8416336.0;1057062.0;3291278.0;776920.0;3291076.0;535870.0;247683.0;249942.0
18;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2015;16900726.0;4569209.0;2867797.0;8420057.0;1062311.0;3302758.0;807030.0;3247958.0;545289.0;253580.0;244794.0
19;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2016;16979120.0;4575382.0;2906334.0;8430396.0;1081262.0;3306646.0;826886.0;3215602.0;557426.0;254694.0;254888.0
20;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2017;17081507.0;4590985.0;2961228.0;8458470.0;1096652.0;3314754.0;854552.0;3192512.0;562124.0;263398.0;245302.0
21;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2018;17181084.0;4607972.0;2997617.0;8494992.0;1124866.0;3325188.0;870430.0;3174508.0;572419.0;259312.0;248772.0
22;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2019;17282163.0;4626741.0;3037622.0;8528704.0;1150080.0;3333292.0;881918.0;3163414.0;582106.0;260329.0;246661.0
23;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2020;17407585.0;4643605.0;3079778.0;8574862.0;1179832.0;3344778.0;894568.0;3155684.0;589975.0;260502.0;258863.0
24;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2021;17475415.0;4637308.0;3097117.0;8622770.0;1240158.0;3340610.0;915288.0;3126714.0;593871.0;265589.0;258760.0
25;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2022;17590672.0;4638955.0;3172564.0;8655582.0;1266754.0;3349236.0;932163.0;3107429.0;596408.0;264624.0;262539.0
26;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;2023;17811291.0;4683450.0;3266042.0;8702082.0;1277524.0;3355286.0;940378.0;3128894.0;610633.0;273060.0;276024.0
27;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;1997;13012809.0;3732166.0;1753411.0;6897575.0;779650.0;2583614.0;188202.0;3346109.0;266751.0;150125.0;212781.0
28;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;1998;13033792.0;3705624.0;1780217.0;6927541.0;804581.0;2616431.0;206969.0;3299560.0;266147.0;145665.0;208598.0
29;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;1999;13060991.0;3675392.0;1817516.0;6955596.0;817588.0;2658151.0;227199.0;3252658.0;266414.0;143726.0;202347.0
30;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2000;13088648.0;3668908.0;1824569.0;6983417.0;827693.0;2681447.0;251645.0;3222632.0;266671.0;148466.0;196617.0
31;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2001;13116851.0;3676722.0;1838662.0;6986336.0;824871.0;2691225.0;276026.0;3194214.0;272131.0;151317.0;191683.0
32;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2002;13140334.0;3686256.0;1850331.0;6983288.0;827731.0;2692130.0;306712.0;3156715.0;280081.0;152308.0;188070.0
33;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2003;13153814.0;3679906.0;1869322.0;6979573.0;827356.0;2706065.0;335020.0;3111132.0;286492.0;153182.0;185339.0
34;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2004;13169880.0;3674441.0;1898464.0;6967734.0;818918.0;2716100.0;363572.0;3069144.0;292478.0;152018.0;184745.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2005;13182809.0;3665541.0;1918335.0;6962977.0;821979.0;2726947.0;392125.0;3021926.0;299110.0;153882.0;182964.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2006;13186595.0;3647301.0;1956780.0;6946226.0;816630.0;2740905.0;419684.0;2969007.0;304296.0;152604.0;179388.0
37;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2007;13187586.0;3624980.0;1982885.0;6942386.0;818397.0;2761146.0;448056.0;2914787.0;308460.0;151843.0;177032.0
38;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2008;13189983.0;3601974.0;2002555.0;6943792.0;824119.0;2782268.0;476081.0;2861324.0;312882.0;151824.0;176956.0
39;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2009;13198081.0;3585116.0;2022630.0;6944806.0;825894.0;2802012.0;501907.0;2814993.0;317943.0;151124.0;176462.0
40;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2010;13215387.0;3572101.0;2049961.0;6942936.0;822801.0;2819624.0;525993.0;2774518.0;324163.0;149399.0;176827.0
41;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2011;13228780.0;3560055.0;2060054.0;6936813.0;819455.0;2829077.0;552635.0;2735646.0;330817.0;157797.0;183244.0
42;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2012;13236155.0;3550327.0;2092193.0;6917221.0;809246.0;2838416.0;571039.0;2698520.0;340153.0;154168.0;182093.0
43;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2013;13236494.0;3531820.0;2121608.0;6906640.0;813680.0;2845597.0;592563.0;2654800.0;347255.0;151616.0;177555.0
44;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2014;13234545.0;3509777.0;2121852.0;6893867.0;828280.0;2847574.0;613109.0;2604904.0;356751.0;150115.0;202183.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2015;13235405.0;3487070.0;2158709.0;6876024.0;829982.0;2854661.0;636762.0;2554619.0;361985.0;154977.0;196640.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2016;13226829.0;3473102.0;2171970.0;6856542.0;840423.0;2853674.0;652110.0;2510335.0;369051.0;154194.0;201970.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2017;13218754.0;3462408.0;2194324.0;6846958.0;848175.0;2855151.0;671649.0;2471983.0;369729.0;160549.0;184786.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2018;13209225.0;3449835.0;2200428.0;6836678.0;863511.0;2857170.0;681179.0;2434818.0;374600.0;157416.0;190268.0
49;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2019;13196025.0;3440385.0;2211760.0;6818529.0;873173.0;2854751.0;686694.0;2403911.0;379380.0;155939.0;190032.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2020;13186880.0;3430019.0;2218983.0;6805706.0;885196.0;2852837.0;693223.0;2374450.0;382566.0;154207.0;195399.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2021;13169507.0;3406341.0;2228320.0;6803281.0;921292.0;2843321.0;705869.0;2332799.0;383069.0;155864.0;192632.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2022;13151772.0;3386430.0;2254036.0;6782195.0;929163.0;2840697.0;715947.0;2296388.0;381283.0;153675.0;194153.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;2023;13116429.0;3377644.0;2258984.0;6744989.0;919082.0;2827429.0;715385.0;2283093.0;381081.0;155265.0;198466.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;1997;2554298.0;813040.0;404150.0;1119517.0;140092.0;327560.0;58372.0;593493.0;104891.0;83944.0;28756.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;1998;2620400.0;830371.0;421101.0;1146428.0;146914.0;337645.0;61127.0;600742.0;108957.0;85399.0;28144.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;1999;2699234.0;850324.0;437115.0;1179819.0;154476.0;349893.0;67880.0;607570.0;113213.0;90575.0;28188.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2000;2775295.0;872194.0;447650.0;1212615.0;161566.0;360679.0;73886.0;616484.0;117647.0;97678.0;27511.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2001;2870223.0;901273.0;468413.0;1245488.0;166201.0;370219.0;80750.0;628318.0;124222.0;103463.0;27364.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2002;2964949.0;929315.0;494572.0;1274398.0;170447.0;377654.0;87478.0;638819.0;131610.0;106335.0;28719.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2003;3038758.0;949086.0;514258.0;1299183.0;172527.0;387247.0;93247.0;646162.0;137632.0;109163.0;29436.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2004;3088152.0;960884.0;525486.0;1318598.0;171165.0;396586.0;99441.0;651406.0;141494.0;111523.0;30167.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2005;3122717.0;969143.0;531043.0;1335530.0;174765.0;400669.0;104958.0;655138.0;145014.0;111749.0;30238.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2006;3147615.0;973044.0;545304.0;1341147.0;173066.0;403399.0;108635.0;656047.0;148074.0;110781.0;29265.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2007;3170406.0;976166.0;554006.0;1349445.0;173665.0;406766.0;113687.0;655327.0;150421.0;110668.0;29700.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2008;3215416.0;983062.0;568459.0;1365690.0;178547.0;410370.0;121073.0;655700.0;152822.0;115475.0;29908.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2009;3287706.0;994530.0;596764.0;1386442.0;184180.0;416824.0;127225.0;658213.0;156966.0;122463.0;30541.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2010;3359602.0;1010122.0;619555.0;1408996.0;188613.0;423612.0;135053.0;661718.0;162087.0;126982.0;31860.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2011;3427019.0;1024217.0;648197.0;1453842.0;209293.0;429948.0;146572.0;668029.0;165455.0;99237.0;36071.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2012;3494193.0;1040442.0;669571.0;1475737.0;214342.0;434938.0;151297.0;675160.0;170741.0;100571.0;37131.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2013;3543081.0;1052780.0;680574.0;1498634.0;221476.0;439025.0;157767.0;680366.0;174323.0;99541.0;37229.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2014;3594744.0;1065829.0;682000.0;1522469.0;228782.0;443704.0;163811.0;686172.0;179119.0;97568.0;47759.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2015;3665321.0;1082139.0;709088.0;1544033.0;232329.0;448097.0;170268.0;693339.0;183304.0;98603.0;48154.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2016;3752291.0;1102280.0;734364.0;1573854.0;240839.0;452972.0;174776.0;705267.0;188375.0;100500.0;52918.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2017;3862753.0;1128577.0;766904.0;1611512.0;248477.0;459603.0;182903.0;720529.0;192395.0;102849.0;60516.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2018;3971859.0;1158137.0;797189.0;1658314.0;261355.0;468018.0;189251.0;739690.0;197819.0;101896.0;58504.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2019;4086138.0;1186356.0;825862.0;1710175.0;276907.0;478541.0;195224.0;759503.0;202726.0;104390.0;56629.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2020;4220705.0;1213586.0;860795.0;1769156.0;294636.0;491941.0;201345.0;781234.0;207409.0;106295.0;63464.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2021;4305908.0;1230967.0;868797.0;1819489.0;318866.0;497289.0;209419.0;793915.0;210802.0;109725.0;66128.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2022;4438900.0;1252525.0;918528.0;1873387.0;337591.0;508539.0;216216.0;811041.0;215125.0;110949.0;68386.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Met migratieachtergrond;2023;4694862.0;1305806.0;1007058.0;1957093.0;358442.0;527857.0;224993.0;845801.0;229552.0;117795.0;77558.0
81;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1997;1310705.0;183251.0;266478.0;696977.0;75235.0;177859.0;40006.0;403877.0;81484.0;64820.0;17695.0
82;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1998;1345719.0;182968.0;278234.0;716692.0;79100.0;183100.0;40906.0;413586.0;85009.0;65844.0;16972.0
83;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1999;1390141.0;184159.0;287593.0;743067.0;84798.0;190633.0;45468.0;422168.0;88504.0;69865.0;16953.0
84;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2000;1431115.0;186889.0;293591.0;767848.0;89777.0;197372.0;49043.0;431656.0;91987.0;74490.0;16310.0
85;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2001;1488959.0;193403.0;309478.0;794354.0;93686.0;204005.0;53086.0;443577.0;97118.0;78413.0;16193.0
86;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2002;1547079.0;199109.0;330141.0;817615.0;96683.0;209946.0;56816.0;454170.0;103005.0;79819.0;17390.0
87;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2003;1585927.0;199157.0;344196.0;836035.0;97529.0;216693.0;59879.0;461934.0;107542.0;81029.0;17968.0
88;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2004;1602730.0;194533.0;348309.0;850193.0;96274.0;223458.0;63263.0;467198.0;109924.0;81469.0;18302.0
89;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2005;1606664.0;187446.0;347215.0;861732.0;98921.0;225947.0;66140.0;470724.0;111863.0;80440.0;17968.0
90;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2006;1604259.0;179554.0;352524.0;863686.0;97002.0;227463.0;67185.0;472036.0;113250.0;78397.0;16848.0
91;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2007;1601194.0;172223.0;354217.0;866348.0;95987.0;229557.0;69476.0;471328.0;114149.0;77356.0;16901.0
92;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2008;1619314.0;168025.0;363152.0;875315.0;99019.0;231356.0;73430.0;471510.0;115248.0;80959.0;16615.0
93;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2009;1661505.0;166474.0;385114.0;888680.0;103158.0;235885.0;76838.0;472799.0;117665.0;86834.0;16738.0
94;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2010;1699750.0;166541.0;401322.0;903063.0;106622.0;240556.0;81663.0;474222.0;120921.0;90495.0;17408.0
95;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2011;1735217.0;166480.0;427535.0;941266.0;127716.0;245479.0;89825.0;478246.0;122649.0;57258.0;20029.0
96;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2012;1772204.0;165680.0;444257.0;957469.0;132844.0;249592.0;92657.0;482376.0;125590.0;58663.0;20545.0
97;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2013;1793189.0;163678.0;451326.0;972941.0;138286.0;253226.0;96164.0;485265.0;127236.0;57734.0;20274.0
98;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2014;1818497.0;164638.0;450453.0;988673.0;143055.0;257252.0;99432.0;488934.0;129434.0;56795.0;28504.0
99;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2015;1860977.0;168422.0;470194.0;1004183.0;146269.0;261108.0;103001.0;493805.0;131602.0;57292.0;29284.0
100;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2016;1920877.0;177071.0;491211.0;1026947.0;152953.0;265733.0;105519.0;502742.0;134171.0;58756.0;32721.0
101;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2017;2001175.0;189060.0;518678.0;1056387.0;159465.0;272018.0;110581.0;514323.0;136398.0;60465.0;40187.0
102;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2018;2079329.0;204400.0;543701.0;1094813.0;170301.0;279915.0;115081.0;529516.0;139272.0;60069.0;37074.0
103;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2019;2161684.0;217721.0;567798.0;1137311.0;183870.0;289784.0;119315.0;544342.0;142101.0;62346.0;34407.0
104;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2020;2262256.0;230300.0;597577.0;1186313.0;199468.0;302829.0;123488.0;560528.0;144603.0;63480.0;39983.0
105;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2021;2312921.0;236072.0;599110.0;1223805.0;217800.0;308306.0;128581.0;569118.0;146126.0;65816.0;41992.0
106;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2022;2412344.0;247213.0;639450.0;1266369.0;234497.0;318382.0;132576.0;580914.0;148713.0;67184.0;43415.0
107;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;2023;2638675.0;288102.0;722593.0;1340644.0;254944.0;337743.0;139407.0;608550.0;161299.0;74132.0;51905.0
108;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1997;1243584.0;629789.0;137672.0;422540.0;64857.0;149701.0;18366.0;189616.0;23407.0;19115.0;11061.0
109;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1998;1274681.0;647403.0;142867.0;429736.0;67814.0;154545.0;20221.0;187156.0;23948.0;19555.0;11172.0
110;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1999;1309093.0;666165.0;149522.0;436752.0;69678.0;159260.0;22412.0;185402.0;24709.0;20710.0;11235.0
111;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2000;1344180.0;685305.0;154059.0;444767.0;71789.0;163307.0;24843.0;184828.0;25660.0;23188.0;11201.0
112;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2001;1381264.0;707870.0;158935.0;451134.0;72515.0;166214.0;27664.0;184741.0;27104.0;25050.0;11171.0
113;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2002;1417870.0;730206.0;164431.0;456783.0;73764.0;167708.0;30662.0;184649.0;28605.0;26516.0;11329.0
114;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2003;1452831.0;749929.0;170062.0;463148.0;74998.0;170554.0;33368.0;184228.0;30090.0;28134.0;11468.0
115;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2004;1485422.0;766351.0;177177.0;468405.0;74891.0;173128.0;36178.0;184208.0;31570.0;30054.0;11865.0
116;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2005;1516053.0;781697.0;183828.0;473798.0;75844.0;174722.0;38818.0;184414.0;33151.0;31309.0;12270.0
117;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2006;1543356.0;793490.0;192780.0;477461.0;76064.0;175936.0;41450.0;184011.0;34824.0;32384.0;12417.0
118;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2007;1569212.0;803943.0;199789.0;483097.0;77678.0;177209.0;44211.0;183999.0;36272.0;33312.0;12799.0
119;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2008;1596102.0;815037.0;205307.0;490375.0;79528.0;179014.0;47643.0;184190.0;37574.0;34516.0;13293.0
120;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2009;1626201.0;828056.0;211650.0;497762.0;81022.0;180939.0;50387.0;185414.0;39301.0;35629.0;13803.0
121;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2010;1659852.0;843581.0;218233.0;505933.0;81991.0;183056.0;53390.0;187496.0;41166.0;36487.0;14452.0
122;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2011;1691802.0;857737.0;220662.0;512576.0;81577.0;184469.0;56747.0;189783.0;42806.0;41979.0;16042.0
123;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2012;1721989.0;874762.0;225314.0;518268.0;81498.0;185346.0;58640.0;192784.0;45151.0;41908.0;16586.0
124;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2013;1749892.0;889102.0;229248.0;525693.0;83190.0;185799.0;61603.0;195101.0;47087.0;41807.0;16955.0
125;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2014;1776247.0;901191.0;231547.0;533796.0;85727.0;186452.0;64379.0;197238.0;49685.0;40773.0;19255.0
126;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2015;1804344.0;913717.0;238894.0;539850.0;86060.0;186989.0;67267.0;199534.0;51702.0;41311.0;18870.0
127;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2016;1831414.0;925209.0;243153.0;546907.0;87886.0;187239.0;69257.0;202525.0;54204.0;41744.0;20197.0
128;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2017;1861578.0;939517.0;248226.0;555125.0;89012.0;187585.0;72322.0;206206.0;55997.0;42384.0;20329.0
129;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2018;1892530.0;953737.0;253488.0;563501.0;91054.0;188103.0;74170.0;210174.0;58547.0;41827.0;21430.0
130;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2019;1924454.0;968635.0;258064.0;572864.0;93037.0;188757.0;75909.0;215161.0;60625.0;42044.0;22222.0
131;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2020;1958449.0;983286.0;263218.0;582843.0;95168.0;189112.0;77857.0;220706.0;62806.0;42815.0;23481.0
132;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2021;1992987.0;994895.0;269687.0;595684.0;101066.0;188983.0;80838.0;224797.0;64676.0;43909.0;24136.0
133;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2022;2026556.0;1005312.0;279078.0;607018.0;103094.0;190157.0;83640.0;230127.0;66412.0;43765.0;24971.0
134;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;2023;2056187.0;1017704.0;284465.0;616449.0;103498.0;190114.0;85586.0;237251.0;68253.0;43663.0;25653.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Generatie onbekend;1997;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Generatie onbekend;1998;;;;;;;;;;;
137;Totaal mannen en vrouwen;Totaal;Totaal;Generatie onbekend;1999;;;;;;;;;;;
