ID;Geslacht;Leeftijdsklasse;Herkomstgroepering;SBI93;Perioden;AantalWerknemers_1;PercentageWerknemersInEconAct_2;GemiddeldBrutoLoonSVPerWerknemer_3
130;Totaal mannen en vrouwen;0;0;65-67 Financiële instellingen;vrijdag 24 september 1999;267.8;4.0;31.4
131;Totaal mannen en vrouwen;0;0;65-67 Financiële instellingen;vrijdag 29 september 2000;274.1;4.0;33.7
132;Totaal mannen en vrouwen;0;0;65-67 Financiële instellingen;vrijdag 28 september 2001;279.3;4.0;37.6
133;Totaal mannen en vrouwen;0;0;65-67 Financiële instellingen;vrijdag 27 september 2002;269.4;4.0;39.6
134;Totaal mannen en vrouwen;0;0;65-67 Financiële instellingen;vrijdag 26 september 2003;266.5;4.0;40.7
135;Totaal mannen en vrouwen;0;0;65-67 Financiële instellingen;vrijdag 24 september 2004;260.3;4.0;42.6
136;Totaal mannen en vrouwen;0;0;65-67 Financiële instellingen;vrijdag 30 september 2005;265.6;4.0;45.1
137;Totaal mannen en vrouwen;0;0;65-67 Financiële instellingen;vrijdag 29 september 2006;316.2;4.0;47.1
138;Totaal mannen en vrouwen;0;0;65-67 Financiële instellingen;vrijdag 28 september 2007;335.0;5.0;49.9
139;Totaal mannen en vrouwen;0;0;65-67 Financiële instellingen;vrijdag 26 september 2008;343.1;5.0;50.4
140;Totaal mannen en vrouwen;0;0;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 24 september 1999;1174.2;17.0;20.2
141;Totaal mannen en vrouwen;0;0;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 29 september 2000;1181.2;17.0;21.7
142;Totaal mannen en vrouwen;0;0;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 28 september 2001;1181.9;17.0;24.0
143;Totaal mannen en vrouwen;0;0;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 27 september 2002;1167.1;16.0;25.0
144;Totaal mannen en vrouwen;0;0;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 26 september 2003;1119.9;16.0;26.1
145;Totaal mannen en vrouwen;0;0;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 24 september 2004;1135.6;16.0;26.3
146;Totaal mannen en vrouwen;0;0;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 30 september 2005;1186.1;17.0;26.4
147;Totaal mannen en vrouwen;0;0;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 29 september 2006;1323.2;19.0;28.3
148;Totaal mannen en vrouwen;0;0;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 28 september 2007;1371.8;19.0;29.6
149;Totaal mannen en vrouwen;0;0;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 26 september 2008;1387.7;19.0;30.9
150;Totaal mannen en vrouwen;0;0;74501 Uitzendbureaus;vrijdag 24 september 1999;343.3;5.0;10.4
151;Totaal mannen en vrouwen;0;0;74501 Uitzendbureaus;vrijdag 29 september 2000;311.9;5.0;11.2
152;Totaal mannen en vrouwen;0;0;74501 Uitzendbureaus;vrijdag 28 september 2001;283.0;4.0;12.3
153;Totaal mannen en vrouwen;0;0;74501 Uitzendbureaus;vrijdag 27 september 2002;253.1;4.0;12.9
154;Totaal mannen en vrouwen;0;0;74501 Uitzendbureaus;vrijdag 26 september 2003;236.8;3.0;13.2
155;Totaal mannen en vrouwen;0;0;74501 Uitzendbureaus;vrijdag 24 september 2004;254.7;4.0;13.1
156;Totaal mannen en vrouwen;0;0;74501 Uitzendbureaus;vrijdag 30 september 2005;284.0;4.0;13.1
157;Totaal mannen en vrouwen;0;0;74501 Uitzendbureaus;vrijdag 29 september 2006;349.4;5.0;13.5
158;Totaal mannen en vrouwen;0;0;74501 Uitzendbureaus;vrijdag 28 september 2007;356.7;5.0;14.5
159;Totaal mannen en vrouwen;0;0;74501 Uitzendbureaus;vrijdag 26 september 2008;344.7;5.0;15.2
160;Totaal mannen en vrouwen;0;0;747 Reiniging gebouwen,transportmiddelen;vrijdag 24 september 1999;126.0;2.0;9.5
161;Totaal mannen en vrouwen;0;0;747 Reiniging gebouwen,transportmiddelen;vrijdag 29 september 2000;124.2;2.0;10.2
162;Totaal mannen en vrouwen;0;0;747 Reiniging gebouwen,transportmiddelen;vrijdag 28 september 2001;126.5;2.0;11.6
163;Totaal mannen en vrouwen;0;0;747 Reiniging gebouwen,transportmiddelen;vrijdag 27 september 2002;125.5;2.0;11.6
164;Totaal mannen en vrouwen;0;0;747 Reiniging gebouwen,transportmiddelen;vrijdag 26 september 2003;126.0;2.0;12.0
165;Totaal mannen en vrouwen;0;0;747 Reiniging gebouwen,transportmiddelen;vrijdag 24 september 2004;120.2;2.0;11.6
166;Totaal mannen en vrouwen;0;0;747 Reiniging gebouwen,transportmiddelen;vrijdag 30 september 2005;121.2;2.0;11.8
167;Totaal mannen en vrouwen;0;0;747 Reiniging gebouwen,transportmiddelen;vrijdag 29 september 2006;118.7;2.0;12.8
168;Totaal mannen en vrouwen;0;0;747 Reiniging gebouwen,transportmiddelen;vrijdag 28 september 2007;118.8;2.0;13.7
169;Totaal mannen en vrouwen;0;0;747 Reiniging gebouwen,transportmiddelen;vrijdag 26 september 2008;116.2;2.0;14.3
170;Totaal mannen en vrouwen;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 24 september 1999;704.9;10.0;26.8
171;Totaal mannen en vrouwen;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 29 september 2000;745.1;11.0;28.0
172;Totaal mannen en vrouwen;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 28 september 2001;772.4;11.0;30.4
173;Totaal mannen en vrouwen;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 27 september 2002;788.5;11.0;31.0
174;Totaal mannen en vrouwen;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 26 september 2003;757.0;11.0;32.4
175;Totaal mannen en vrouwen;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 24 september 2004;760.8;11.0;33.0
176;Totaal mannen en vrouwen;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 30 september 2005;780.9;11.0;33.6
177;Totaal mannen en vrouwen;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 29 september 2006;855.1;12.0;36.5
178;Totaal mannen en vrouwen;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 28 september 2007;896.3;12.0;37.8
179;Totaal mannen en vrouwen;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 26 september 2008;926.8;13.0;38.9
180;Totaal mannen en vrouwen;0;0;75-99 Niet-commerciële dienstverlening;vrijdag 24 september 1999;1957.8;29.0;21.8
181;Totaal mannen en vrouwen;0;0;75-99 Niet-commerciële dienstverlening;vrijdag 29 september 2000;2021.9;29.0;22.3
182;Totaal mannen en vrouwen;0;0;75-99 Niet-commerciële dienstverlening;vrijdag 28 september 2001;2124.3;30.0;23.9
183;Totaal mannen en vrouwen;0;0;75-99 Niet-commerciële dienstverlening;vrijdag 27 september 2002;2219.3;31.0;24.6
184;Totaal mannen en vrouwen;0;0;75-99 Niet-commerciële dienstverlening;vrijdag 26 september 2003;2297.1;33.0;25.1
185;Totaal mannen en vrouwen;0;0;75-99 Niet-commerciële dienstverlening;vrijdag 24 september 2004;2276.1;33.0;25.3
186;Totaal mannen en vrouwen;0;0;75-99 Niet-commerciële dienstverlening;vrijdag 30 september 2005;2290.5;33.0;25.5
187;Totaal mannen en vrouwen;0;0;75-99 Niet-commerciële dienstverlening;vrijdag 29 september 2006;2296.7;32.0;26.7
188;Totaal mannen en vrouwen;0;0;75-99 Niet-commerciële dienstverlening;vrijdag 28 september 2007;2383.4;33.0;27.1
189;Totaal mannen en vrouwen;0;0;75-99 Niet-commerciële dienstverlening;vrijdag 26 september 2008;2406.5;32.0;28.1
190;Totaal mannen en vrouwen;0;0;75 Openbaar bestuur, soc. verzekeringen;vrijdag 24 september 1999;470.8;7.0;28.2
191;Totaal mannen en vrouwen;0;0;75 Openbaar bestuur, soc. verzekeringen;vrijdag 29 september 2000;481.7;7.0;28.8
192;Totaal mannen en vrouwen;0;0;75 Openbaar bestuur, soc. verzekeringen;vrijdag 28 september 2001;506.6;7.0;30.8
193;Totaal mannen en vrouwen;0;0;75 Openbaar bestuur, soc. verzekeringen;vrijdag 27 september 2002;523.2;7.0;31.7
194;Totaal mannen en vrouwen;0;0;75 Openbaar bestuur, soc. verzekeringen;vrijdag 26 september 2003;537.8;8.0;32.2
195;Totaal mannen en vrouwen;0;0;75 Openbaar bestuur, soc. verzekeringen;vrijdag 24 september 2004;512.8;7.0;33.2
196;Totaal mannen en vrouwen;0;0;75 Openbaar bestuur, soc. verzekeringen;vrijdag 30 september 2005;513.5;7.0;33.3
197;Totaal mannen en vrouwen;0;0;75 Openbaar bestuur, soc. verzekeringen;vrijdag 29 september 2006;485.7;7.0;36.8
198;Totaal mannen en vrouwen;0;0;75 Openbaar bestuur, soc. verzekeringen;vrijdag 28 september 2007;502.5;7.0;36.0
199;Totaal mannen en vrouwen;0;0;75 Openbaar bestuur, soc. verzekeringen;vrijdag 26 september 2008;491.4;7.0;38.2
200;Totaal mannen en vrouwen;0;0;80 Onderwijs;vrijdag 24 september 1999;393.9;6.0;25.1
201;Totaal mannen en vrouwen;0;0;80 Onderwijs;vrijdag 29 september 2000;405.4;6.0;25.8
202;Totaal mannen en vrouwen;0;0;80 Onderwijs;vrijdag 28 september 2001;415.3;6.0;27.5
203;Totaal mannen en vrouwen;0;0;80 Onderwijs;vrijdag 27 september 2002;433.4;6.0;28.3
204;Totaal mannen en vrouwen;0;0;80 Onderwijs;vrijdag 26 september 2003;449.9;6.0;28.6
205;Totaal mannen en vrouwen;0;0;80 Onderwijs;vrijdag 24 september 2004;445.1;6.0;28.7
206;Totaal mannen en vrouwen;0;0;80 Onderwijs;vrijdag 30 september 2005;454.4;6.0;28.7
207;Totaal mannen en vrouwen;0;0;80 Onderwijs;vrijdag 29 september 2006;438.3;6.0;30.1
208;Totaal mannen en vrouwen;0;0;80 Onderwijs;vrijdag 28 september 2007;460.8;6.0;30.7
209;Totaal mannen en vrouwen;0;0;80 Onderwijs;vrijdag 26 september 2008;471.1;6.0;31.4
210;Totaal mannen en vrouwen;0;0;85 Gezondheids- en welzijnszorg;vrijdag 24 september 1999;852.5;13.0;17.4
211;Totaal mannen en vrouwen;0;0;85 Gezondheids- en welzijnszorg;vrijdag 29 september 2000;885.3;13.0;17.9
212;Totaal mannen en vrouwen;0;0;85 Gezondheids- en welzijnszorg;vrijdag 28 september 2001;942.3;13.0;19.4
213;Totaal mannen en vrouwen;0;0;85 Gezondheids- en welzijnszorg;vrijdag 27 september 2002;996.3;14.0;20.2
214;Totaal mannen en vrouwen;0;0;85 Gezondheids- en welzijnszorg;vrijdag 26 september 2003;1043.9;15.0;20.6
215;Totaal mannen en vrouwen;0;0;85 Gezondheids- en welzijnszorg;vrijdag 24 september 2004;1053.0;15.0;20.7
216;Totaal mannen en vrouwen;0;0;85 Gezondheids- en welzijnszorg;vrijdag 30 september 2005;1058.9;15.0;20.9
217;Totaal mannen en vrouwen;0;0;85 Gezondheids- en welzijnszorg;vrijdag 29 september 2006;1078.2;15.0;21.6
218;Totaal mannen en vrouwen;0;0;85 Gezondheids- en welzijnszorg;vrijdag 28 september 2007;1115.4;15.0;22.3
219;Totaal mannen en vrouwen;0;0;85 Gezondheids- en welzijnszorg;vrijdag 26 september 2008;1137.7;15.0;23.2
220;Totaal mannen en vrouwen;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 24 september 1999;240.5;4.0;19.0
221;Totaal mannen en vrouwen;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 29 september 2000;249.4;4.0;19.6
222;Totaal mannen en vrouwen;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 28 september 2001;260.1;4.0;21.0
223;Totaal mannen en vrouwen;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 27 september 2002;266.4;4.0;21.5
224;Totaal mannen en vrouwen;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 26 september 2003;265.5;4.0;22.2
225;Totaal mannen en vrouwen;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 24 september 2004;265.2;4.0;22.5
226;Totaal mannen en vrouwen;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 30 september 2005;263.7;4.0;23.0
227;Totaal mannen en vrouwen;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 29 september 2006;294.6;4.0;23.9
228;Totaal mannen en vrouwen;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 28 september 2007;304.7;4.0;24.2
229;Totaal mannen en vrouwen;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 26 september 2008;306.3;4.0;24.9
230;Totaal mannen en vrouwen;0;0;Onbekend;vrijdag 24 september 1999;33.5;0.0;39.8
231;Totaal mannen en vrouwen;0;0;Onbekend;vrijdag 29 september 2000;37.4;1.0;40.8
232;Totaal mannen en vrouwen;0;0;Onbekend;vrijdag 28 september 2001;41.6;1.0;44.0
233;Totaal mannen en vrouwen;0;0;Onbekend;vrijdag 27 september 2002;54.1;1.0;43.2
234;Totaal mannen en vrouwen;0;0;Onbekend;vrijdag 26 september 2003;53.1;1.0;43.7
235;Totaal mannen en vrouwen;0;0;Onbekend;vrijdag 24 september 2004;57.9;1.0;44.2
236;Totaal mannen en vrouwen;0;0;Onbekend;vrijdag 30 september 2005;65.9;1.0;44.1
237;Totaal mannen en vrouwen;0;0;Onbekend;vrijdag 29 september 2006;4.8;0.0;26.2
238;Totaal mannen en vrouwen;0;0;Onbekend;vrijdag 28 september 2007;8.4;0.0;23.1
239;Totaal mannen en vrouwen;0;0;Onbekend;vrijdag 26 september 2008;7.3;0.0;25.4
240;Totaal mannen en vrouwen;0;1;0;vrijdag 24 september 1999;5730.8;100.0;21.9
241;Totaal mannen en vrouwen;0;1;0;vrijdag 29 september 2000;5827.1;100.0;22.8
242;Totaal mannen en vrouwen;0;1;0;vrijdag 28 september 2001;5926.1;100.0;24.5
243;Totaal mannen en vrouwen;0;1;0;vrijdag 27 september 2002;5960.0;100.0;25.3
244;Totaal mannen en vrouwen;0;1;0;vrijdag 26 september 2003;5928.2;100.0;25.9
245;Totaal mannen en vrouwen;0;1;0;vrijdag 24 september 2004;5861.9;100.0;26.4
246;Totaal mannen en vrouwen;0;1;0;vrijdag 30 september 2005;5864.8;100.0;26.8
247;Totaal mannen en vrouwen;0;1;0;vrijdag 29 september 2006;5906.9;100.0;28.2
