ID;SamenstellingHuishoudenInEersteJaar;SamenstellingHuishoudenInTweedeJaar;Perioden;Koopkrachtontwikkeling_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageVanCategorieIn1eJaar_8;PercentageMetInkomensdaling_9
74;Totaal personen;Alleenstaande man, 65 jaar of ouder;2015;0.4;-13.0;-2.4;0.4;2.7;13.0;2.0;2.0;44.0
75;Totaal personen;Alleenstaande vrouw;2001;2.8;-20.0;-3.4;2.8;8.3;22.0;8.0;8.0;36.0
76;Totaal personen;Alleenstaande vrouw;2002;1.2;-22.0;-2.5;1.2;4.8;16.0;8.0;8.0;34.0
77;Totaal personen;Alleenstaande vrouw;2003;-0.1;-20.0;-3.4;-0.1;3.0;15.0;8.0;8.0;51.0
78;Totaal personen;Alleenstaande vrouw;2004;-0.1;-19.0;-3.8;-0.1;3.0;15.0;8.0;8.0;52.0
79;Totaal personen;Alleenstaande vrouw;2005;-1.2;-20.0;-4.6;-1.2;2.2;14.0;8.0;8.0;63.0
80;Totaal personen;Alleenstaande vrouw;2006;1.7;-16.0;-2.7;1.7;6.2;19.0;8.0;8.0;35.0
81;Totaal personen;Alleenstaande vrouw;2007;1.4;-16.0;-1.7;1.4;5.8;18.0;9.0;9.0;32.0
82;Totaal personen;Alleenstaande vrouw;2008;0.2;-19.0;-3.1;0.2;4.5;16.0;9.0;9.0;47.0
83;Totaal personen;Alleenstaande vrouw;2009;1.4;-26.0;-4.3;1.4;5.6;22.0;9.0;9.0;41.0
84;Totaal personen;Alleenstaande vrouw;2010;-0.7;-32.0;-7.3;-0.7;2.1;16.0;9.0;9.0;62.0
85;Totaal personen;Alleenstaande vrouw;2011;-1.5;-27.0;-5.9;-1.5;1.8;17.0;9.0;9.0;68.0
86;Totaal personen;Alleenstaande vrouw;2012;-1.3;-30.0;-5.8;-1.3;2.0;14.0;9.0;9.0;66.0
87;Totaal personen;Alleenstaande vrouw;2013;-1.8;-27.0;-6.7;-1.8;1.8;15.0;9.0;9.0;68.0
88;Totaal personen;Alleenstaande vrouw;2014;1.3;-27.0;-2.9;1.3;5.1;21.0;9.0;9.0;36.0
89;Totaal personen;Alleenstaande vrouw;2015;0.4;-28.0;-4.3;0.4;3.2;15.0;9.0;9.0;45.0
90;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2001;3.8;-30.0;-4.4;3.8;13.3;30.0;5.0;5.0;33.0
91;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2002;0.8;-34.0;-8.1;0.8;7.1;21.0;5.0;5.0;42.0
92;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2003;-0.4;-31.0;-8.5;-0.4;5.1;20.0;5.0;5.0;55.0
93;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2004;-0.5;-32.0;-7.9;-0.5;5.5;22.0;5.0;5.0;55.0
94;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2005;-2.3;-33.0;-9.3;-2.3;3.8;18.0;5.0;5.0;62.0
95;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2006;1.8;-28.0;-5.8;1.8;9.3;26.0;5.0;5.0;39.0
96;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2007;1.9;-28.0;-5.3;1.9;8.8;24.0;5.0;5.0;38.0
97;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2008;-0.2;-31.0;-7.4;-0.2;6.6;21.0;5.0;5.0;51.0
98;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2009;1.5;-44.0;-9.6;1.5;9.7;35.0;5.0;5.0;44.0
99;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2010;-1.0;-46.0;-15.6;-1.0;4.9;25.0;5.0;5.0;57.0
100;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2011;-1.3;-42.0;-10.3;-1.3;5.6;29.0;5.0;5.0;60.0
101;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2012;-1.9;-46.0;-14.4;-1.9;3.7;20.0;5.0;5.0;63.0
102;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2013;-1.5;-45.0;-11.7;-1.5;5.3;25.0;5.0;5.0;58.0
103;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2014;1.7;-45.0;-10.0;1.7;8.5;31.0;5.0;5.0;40.0
104;Totaal personen;Alleenstaande vrouw, tot 65 jaar;2015;0.2;-43.0;-11.8;0.2;6.0;23.0;5.0;5.0;48.0
105;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2001;2.2;-11.0;-3.2;2.2;4.3;11.0;4.0;4.0;39.0
106;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2002;1.3;-6.0;0.0;1.3;3.4;10.0;4.0;4.0;25.0
107;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2003;0.0;-7.0;-1.1;0.0;1.8;9.0;4.0;4.0;48.0
108;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2004;0.0;-7.0;-1.7;0.0;1.9;8.0;4.0;4.0;49.0
109;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2005;-1.0;-7.0;-2.5;-1.0;1.3;8.0;4.0;4.0;65.0
110;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2006;1.7;-7.0;-0.8;1.7;4.1;12.0;4.0;4.0;31.0
111;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2007;1.2;-5.0;-0.2;1.2;3.3;10.0;4.0;4.0;27.0
112;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2008;0.3;-6.0;-1.1;0.3;2.9;12.0;4.0;4.0;43.0
113;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2009;1.3;-8.0;-2.0;1.3;3.5;10.0;4.0;4.0;39.0
114;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2010;-0.6;-12.0;-3.4;-0.6;0.3;7.0;4.0;4.0;68.0
115;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2011;-1.5;-12.0;-3.5;-1.5;-0.5;7.0;4.0;4.0;78.0
116;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2012;-1.1;-9.0;-2.6;-1.1;0.6;9.0;4.0;4.0;70.0
117;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2013;-2.1;-11.0;-4.8;-2.1;-0.2;5.0;4.0;4.0;78.0
118;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2014;1.1;-8.0;-0.8;1.1;2.5;11.0;4.0;4.0;32.0
119;Totaal personen;Alleenstaande vrouw, 65 jaar of ouder;2015;0.4;-8.0;-1.5;0.4;1.7;6.0;4.0;4.0;41.0
120;Totaal personen;Totaal meerpersoonshuishouden;2001;5.6;-15.0;-2.6;5.6;15.7;33.0;85.0;85.0;31.0
121;Totaal personen;Totaal meerpersoonshuishouden;2002;1.8;-19.0;-5.4;1.8;9.4;23.0;85.0;85.0;40.0
122;Totaal personen;Totaal meerpersoonshuishouden;2003;0.3;-19.0;-6.5;0.3;7.1;20.0;85.0;85.0;48.0
123;Totaal personen;Totaal meerpersoonshuishouden;2004;1.0;-17.0;-5.4;1.0;8.8;24.0;85.0;85.0;45.0
124;Totaal personen;Totaal meerpersoonshuishouden;2005;0.0;-19.0;-6.6;0.0;8.3;24.0;85.0;85.0;50.0
125;Totaal personen;Totaal meerpersoonshuishouden;2006;3.4;-15.0;-3.7;3.4;12.6;29.0;85.0;85.0;36.0
126;Totaal personen;Totaal meerpersoonshuishouden;2007;3.5;-13.0;-2.4;3.5;12.3;29.0;84.0;84.0;33.0
127;Totaal personen;Totaal meerpersoonshuishouden;2008;1.7;-17.0;-4.6;1.7;9.6;24.0;84.0;84.0;41.0
128;Totaal personen;Totaal meerpersoonshuishouden;2009;2.0;-18.0;-5.2;2.0;9.4;23.0;84.0;84.0;41.0
129;Totaal personen;Totaal meerpersoonshuishouden;2010;-0.5;-19.0;-7.2;-0.5;6.5;22.0;84.0;84.0;53.0
130;Totaal personen;Totaal meerpersoonshuishouden;2011;-0.4;-18.0;-6.3;-0.4;6.7;21.0;84.0;84.0;52.0
131;Totaal personen;Totaal meerpersoonshuishouden;2012;-1.0;-19.0;-7.2;-1.0;5.4;20.0;83.0;83.0;56.0
132;Totaal personen;Totaal meerpersoonshuishouden;2013;-1.0;-19.0;-7.1;-1.0;6.2;21.0;83.0;83.0;55.0
133;Totaal personen;Totaal meerpersoonshuishouden;2014;2.0;-16.0;-4.1;2.0;9.8;27.0;83.0;83.0;38.0
134;Totaal personen;Totaal meerpersoonshuishouden;2015;1.4;-17.0;-4.2;1.4;8.6;23.0;83.0;83.0;42.0
135;Totaal personen;Totaal paar;2001;5.5;-14.0;-2.4;5.5;15.3;32.0;74.0;74.0;31.0
136;Totaal personen;Totaal paar;2002;1.7;-18.0;-5.1;1.7;8.9;22.0;74.0;74.0;40.0
137;Totaal personen;Totaal paar;2003;0.2;-19.0;-6.2;0.2;6.8;18.0;74.0;74.0;49.0
138;Totaal personen;Totaal paar;2004;0.9;-17.0;-5.2;0.9;8.3;23.0;73.0;73.0;45.0
139;Totaal personen;Totaal paar;2005;0.0;-18.0;-6.3;0.0;7.9;22.0;73.0;73.0;50.0
140;Totaal personen;Totaal paar;2006;3.2;-14.0;-3.5;3.2;12.0;27.0;73.0;73.0;36.0
141;Totaal personen;Totaal paar;2007;3.5;-12.0;-2.2;3.5;11.8;28.0;72.0;72.0;32.0
142;Totaal personen;Totaal paar;2008;1.6;-16.0;-4.4;1.6;9.1;22.0;72.0;72.0;41.0
143;Totaal personen;Totaal paar;2009;2.0;-17.0;-4.9;2.0;9.0;21.0;72.0;72.0;41.0
144;Totaal personen;Totaal paar;2010;-0.5;-18.0;-7.0;-0.5;6.0;20.0;73.0;73.0;54.0
145;Totaal personen;Totaal paar;2011;-0.4;-17.0;-6.0;-0.4;6.3;20.0;73.0;73.0;52.0
146;Totaal personen;Totaal paar;2012;-1.1;-18.0;-6.9;-1.1;5.1;18.0;73.0;73.0;57.0
147;Totaal personen;Totaal paar;2013;-1.0;-18.0;-6.9;-1.0;5.8;19.0;73.0;73.0;55.0
148;Totaal personen;Totaal paar;2014;2.0;-15.0;-3.8;2.0;9.3;26.0;72.0;72.0;38.0
149;Totaal personen;Totaal paar;2015;1.3;-16.0;-3.9;1.3;8.0;22.0;72.0;72.0;42.0
150;Totaal personen;Paar, zonder kinderen;2001;3.8;-14.0;-2.4;3.8;12.7;32.0;26.0;26.0;32.0
151;Totaal personen;Paar, zonder kinderen;2002;1.4;-17.0;-4.1;1.4;6.6;21.0;26.0;26.0;39.0
152;Totaal personen;Paar, zonder kinderen;2003;-0.1;-18.0;-5.1;-0.1;4.8;18.0;26.0;26.0;51.0
153;Totaal personen;Paar, zonder kinderen;2004;-0.1;-16.0;-4.9;-0.1;5.1;20.0;26.0;26.0;51.0
154;Totaal personen;Paar, zonder kinderen;2005;-0.6;-17.0;-5.3;-0.6;6.1;21.0;26.0;26.0;54.0
155;Totaal personen;Paar, zonder kinderen;2006;1.3;-15.0;-4.4;1.3;8.1;25.0;26.0;26.0;43.0
156;Totaal personen;Paar, zonder kinderen;2007;2.2;-12.0;-2.1;2.2;8.8;25.0;26.0;26.0;33.0
157;Totaal personen;Paar, zonder kinderen;2008;0.9;-15.0;-3.7;0.9;7.2;21.0;26.0;26.0;43.0
158;Totaal personen;Paar, zonder kinderen;2009;1.0;-17.0;-4.5;1.0;7.2;21.0;26.0;26.0;44.0
159;Totaal personen;Paar, zonder kinderen;2010;-1.0;-19.0;-6.9;-1.0;3.8;19.0;26.0;26.0;59.0
160;Totaal personen;Paar, zonder kinderen;2011;-1.2;-17.0;-5.6;-1.2;4.0;18.0;26.0;26.0;60.0
161;Totaal personen;Paar, zonder kinderen;2012;-1.3;-17.0;-5.9;-1.3;3.3;17.0;26.0;26.0;62.0
162;Totaal personen;Paar, zonder kinderen;2013;-2.4;-18.0;-6.9;-2.4;3.2;18.0;26.0;26.0;64.0
163;Totaal personen;Paar, zonder kinderen;2014;1.0;-15.0;-3.3;1.0;6.8;23.0;26.0;26.0;40.0
164;Totaal personen;Paar, zonder kinderen;2015;0.2;-15.0;-3.8;0.2;5.1;19.0;27.0;27.0;48.0
165;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2001;5.4;-16.0;-2.6;5.4;16.4;40.0;18.0;18.0;31.0
166;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2002;1.1;-20.0;-5.9;1.1;8.0;25.0;18.0;18.0;44.0
167;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2003;-0.3;-21.0;-7.0;-0.3;6.5;23.0;17.0;17.0;52.0
168;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2004;-0.2;-20.0;-6.7;-0.2;7.2;27.0;17.0;17.0;51.0
169;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2005;-0.5;-21.0;-7.2;-0.5;7.6;26.0;17.0;17.0;52.0
170;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2006;2.0;-19.0;-5.4;2.0;11.1;31.0;17.0;17.0;42.0
171;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2007;2.9;-15.0;-3.3;2.9;11.4;32.0;17.0;17.0;35.0
172;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2008;1.2;-19.0;-5.2;1.2;9.0;27.0;17.0;17.0;44.0
173;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2009;1.7;-19.0;-5.6;1.7;9.6;27.0;16.0;16.0;43.0
174;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2010;-0.7;-21.0;-7.8;-0.7;6.3;26.0;17.0;17.0;54.0
175;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2011;-0.7;-20.0;-7.1;-0.7;6.7;26.0;16.0;16.0;54.0
176;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2012;-1.4;-21.0;-7.6;-1.4;5.7;25.0;15.0;15.0;58.0
177;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2013;-0.9;-21.0;-7.8;-0.9;6.8;28.0;16.0;16.0;54.0
178;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2014;2.4;-19.0;-4.4;2.4;10.7;35.0;15.0;15.0;38.0
179;Totaal personen;Paar, zonder kinderen, kostwinner < 65;2015;1.6;-18.0;-4.2;1.6;9.2;29.0;14.0;14.0;41.0
180;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2001;2.4;-10.0;-2.0;2.4;6.6;15.0;8.0;8.0;35.0
181;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2002;1.6;-9.0;-0.8;1.6;4.3;13.0;8.0;8.0;30.0
182;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2003;0.0;-10.0;-2.0;0.0;2.6;9.0;8.0;8.0;50.0
183;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2004;0.0;-10.0;-2.3;0.0;2.5;9.0;8.0;8.0;50.0
184;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2005;-0.8;-9.0;-2.9;-0.8;3.3;12.0;9.0;9.0;58.0
185;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2006;0.6;-10.0;-3.2;0.6;3.9;12.0;9.0;9.0;44.0
186;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2007;1.7;-7.0;-0.7;1.7;5.0;14.0;9.0;9.0;29.0
187;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2008;0.7;-9.0;-1.8;0.7;4.6;13.0;9.0;9.0;41.0
188;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2009;0.4;-11.0;-3.4;0.4;3.7;12.0;10.0;10.0;47.0
189;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2010;-1.2;-15.0;-5.7;-1.2;0.8;8.0;10.0;10.0;68.0
190;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2011;-1.5;-12.0;-4.4;-1.5;0.9;8.0;10.0;10.0;69.0
191;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2012;-1.3;-12.0;-3.9;-1.3;1.1;9.0;11.0;11.0;68.0
192;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2013;-3.5;-13.0;-6.3;-3.5;-0.6;6.0;11.0;11.0;78.0
193;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2014;0.5;-11.0;-2.3;0.5;2.9;11.0;11.0;11.0;43.0
194;Totaal personen;Paar, zonder kinderen, kostwinner >= 65;2015;-0.5;-12.0;-3.4;-0.5;1.7;8.0;12.0;12.0;57.0
195;Totaal personen;Paar, alleen kinderen < 18;2001;5.9;-15.0;-3.3;5.9;15.4;31.0;33.0;33.0;32.0
196;Totaal personen;Paar, alleen kinderen < 18;2002;1.5;-20.0;-6.9;1.5;8.7;20.0;33.0;33.0;43.0
197;Totaal personen;Paar, alleen kinderen < 18;2003;0.0;-20.0;-7.8;0.0;6.5;17.0;33.0;33.0;50.0
198;Totaal personen;Paar, alleen kinderen < 18;2004;1.5;-18.0;-6.0;1.5;9.0;23.0;33.0;33.0;43.0
199;Totaal personen;Paar, alleen kinderen < 18;2005;0.0;-19.0;-7.5;0.0;8.1;21.0;33.0;33.0;50.0
200;Totaal personen;Paar, alleen kinderen < 18;2006;4.6;-14.0;-3.1;4.6;13.0;28.0;32.0;32.0;33.0
201;Totaal personen;Paar, alleen kinderen < 18;2007;3.9;-13.0;-2.5;3.9;11.8;27.0;32.0;32.0;33.0
202;Totaal personen;Paar, alleen kinderen < 18;2008;1.6;-17.0;-5.5;1.6;8.5;20.0;32.0;32.0;43.0
203;Totaal personen;Paar, alleen kinderen < 18;2009;2.4;-18.0;-5.2;2.4;9.1;20.0;32.0;32.0;40.0
204;Totaal personen;Paar, alleen kinderen < 18;2010;-0.5;-19.0;-7.5;-0.5;5.8;19.0;32.0;32.0;53.0
