ID;Geslacht;Leeftijd;IndicatieGrondslag;IndicatieZZV;GebruikZZV;RegioS;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3;UrenInJaar_4;DagdelenInJaar_5
15;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Oost-Nederland (LD);2012;202695.0;5.62;157955.0;;
16;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Oost-Nederland (LD);2013;201840.0;5.58;158220.0;;
17;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Oost-Nederland (LD);2014;202575.0;5.59;159830.0;;
18;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;West-Nederland (LD);2009;349480.0;4.42;264760.0;;
19;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;West-Nederland (LD);2010;374930.0;4.7;281690.0;;
20;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;West-Nederland (LD);2011;387535.0;4.83;294485.0;;
21;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;West-Nederland (LD);2012;386850.0;4.79;297055.0;;
22;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;West-Nederland (LD);2013;380675.0;4.7;285190.0;;
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;West-Nederland (LD);2014;370720.0;4.55;285785.0;;
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Nederland (LD);2009;184280.0;5.08;140785.0;;
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Nederland (LD);2010;196340.0;5.4;148520.0;;
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Nederland (LD);2011;204740.0;5.62;157675.0;;
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Nederland (LD);2012;205235.0;5.62;160155.0;;
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Nederland (LD);2013;202750.0;5.54;159025.0;;
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Nederland (LD);2014;201445.0;5.49;158805.0;;
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Groningen (PV);2009;33950.0;5.79;26470.0;;
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Groningen (PV);2010;36760.0;6.24;28310.0;;
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Groningen (PV);2011;38285.0;6.47;29890.0;;
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Groningen (PV);2012;38705.0;6.53;30645.0;;
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Groningen (PV);2013;38465.0;6.48;30570.0;;
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Groningen (PV);2014;38320.0;6.42;30490.0;;
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Friesland (PV);2009;35915.0;5.48;27775.0;;
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Friesland (PV);2010;38715.0;5.89;29050.0;;
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Friesland (PV);2011;39960.0;6.08;31135.0;;
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Friesland (PV);2012;40425.0;6.15;31415.0;;
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Friesland (PV);2013;39045.0;5.94;30510.0;;
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Friesland (PV);2014;39455.0;6.01;31250.0;;
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Drenthe (PV);2009;29155.0;5.86;22310.0;;
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Drenthe (PV);2010;31505.0;6.32;23795.0;;
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Drenthe (PV);2011;32865.0;6.59;25355.0;;
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Drenthe (PV);2012;33225.0;6.68;25815.0;;
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Drenthe (PV);2013;30345.0;6.11;22980.0;;
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Drenthe (PV);2014;32205.0;6.5;25260.0;;
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2009;65820.0;5.74;51360.0;;
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2010;68735.0;5.97;52635.0;;
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2011;71815.0;6.22;55785.0;;
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2012;72105.0;6.23;57035.0;;
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2013;71845.0;6.2;57010.0;;
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2014;72425.0;6.25;57710.0;;
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2009;15435.0;3.92;11750.0;;
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2010;16650.0;4.19;12200.0;;
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2011;17355.0;4.32;13115.0;;
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2012;17545.0;4.33;13540.0;;
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2013;17460.0;4.27;13605.0;;
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2014;17395.0;4.23;13630.0;;
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2009;99770.0;4.92;76185.0;;
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2010;106420.0;5.23;80750.0;;
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2011;111935.0;5.49;86295.0;;
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2012;113045.0;5.53;87380.0;;
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2013;112535.0;5.49;87605.0;;
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2014;112760.0;5.49;88490.0;;
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2009;51070.0;4.13;38570.0;;
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2010;56350.0;4.52;42340.0;;
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2011;58870.0;4.7;44415.0;;
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2012;58300.0;4.62;44565.0;;
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2013;57350.0;4.51;44520.0;;
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2014;57120.0;4.46;44190.0;;
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2009;115945.0;4.27;87440.0;;
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2010;123865.0;4.52;93025.0;;
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2011;127755.0;4.62;96905.0;;
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2012;127080.0;4.57;97315.0;;
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2013;125025.0;4.47;96710.0;;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2014;124850.0;4.43;96795.0;;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2009;160325.0;4.49;122085.0;;
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2010;170930.0;4.75;128740.0;;
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2011;176825.0;4.88;134970.0;;
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2012;177350.0;4.87;136810.0;;
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2013;174465.0;4.77;125750.0;;
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2014;165065.0;4.5;126675.0;;
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2009;22140.0;5.71;16660.0;;
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2010;23785.0;6.13;17585.0;;
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2011;24085.0;6.19;18200.0;;
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2012;24115.0;6.2;18365.0;;
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2013;23840.0;6.14;18205.0;;
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2014;23685.0;6.11;18125.0;;
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2009;118610.0;4.78;90605.0;;
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2010;125310.0;5.03;94725.0;;
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2011;130645.0;5.22;100280.0;;
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2012;131110.0;5.23;101960.0;;
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2013;129905.0;5.16;101135.0;;
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2014;128875.0;5.1;100805.0;;
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2009;65670.0;5.75;50180.0;;
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2010;71030.0;6.21;53795.0;;
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2011;74095.0;6.48;57395.0;;
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2012;74130.0;6.48;58195.0;;
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2013;72845.0;6.38;57890.0;;
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2014;72570.0;6.35;58000.0;;
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2009;;;;;
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2010;;;;;
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2011;;;;;
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2012;;;;;
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2013;;;;;
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2014;;;;;
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2009;;;;;
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2010;;;;;
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2011;;;;;
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2012;;;;;
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2013;;;;;
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2014;;;;;
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2009;;;;;
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2010;;;;;
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2011;;;;;
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2012;;;;;
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2013;;;;;
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2014;;;;;
