ID;Persoonskenmerken;Cijfersoort;Perioden;PersonenMetMinimaal1Contact_1;GemiddeldAantalContactenBevolking_2;GemiddeldAantalContactenPatient_3;BijDeArts_4;ThuisBijPatient_5;Telefonisch_6;Overig_7;EigenInitiatief_8;InitiatiefVanDeHuisarts_9;HerhalingsconsultOfOproep_10;Doorverwijzing_11;TevredenheidMetDeHuisarts_12;PersonenMetMinimaal1Contact_13;GemiddeldAantalContactenBevolking_14;GemiddeldAantalContactenPatient_15;InPolikliniekVanEenZiekenhuis_16;Telefonisch_17;Anders_18;EersteContact_19;Herhalingsbezoek_20;EigenInitiatief_21;DoorverwijzingHuisarts_22;OproepVanSpecialist_23;Anders_24;TevredenheidMetDeSpecialist_25;PersonenMetMinimaal1Contact_26;GemiddeldAantalContactenBevolking_27;GemiddeldAantalContactenPatient_28;VanwegeAcutePijn_29;PeriodiekeControle_30;Behandeling_31;Controle_32;VerwijderenTandsteen_33;Fluorbehandeling_34;VullenVanTandOfKies_35;TrekkenVanTandOfKies_36;MakenVanKroonOfBrug_37;Wortelkanaalbehandeling_38;RechtzettenVanTanden_39;OverigeBehandelingen_40;TevredenheidMetDeTandarts_41;PersonenMetMinimaal1Contact_42;GemiddeldAantalContactenBevolking_43;GemiddeldAantalContactenPatient_44;TevredenheidMetDeFysiotherapeut_45;OnderBehandelingAlternatieveGenezer_46;PersonenMetOvernachtingEn_47;k_1Tot8Nachten_48;k_8Tot15Nachten_49;k_15Tot22Nachten_50;k_22NachtenOfMeer_51;AantalOpnamenPer100Personen_52;AantalOpnamenPer100Patienten_53;PersonenMetDagopname_54;AantalDagopnamenPer100Personen_55;AantalDagopnamenPer100Patienten_56;TevredenheidMetHetZiekenhuis_57;GebruikVoorgeschrevenIn2Weken_58;GebruikNietVoorgeschrevenIn2Weken_59
10;Mannen;Percentages/aantallen;2012;65.8;3.4;5.1;78.1;2.4;12.8;6.7;76.7;6.2;15.3;1.8;7.7;34.2;1.7;5.0;82.9;4.5;12.7;33.6;66.4;30.1;42.6;14.7;12.6;7.9;77.3;2.0;2.5;4.3;63.9;31.8;43.9;21.9;5.0;14.7;1.8;2.7;1.8;0.0;8.2;7.9;17.9;2.9;16.2;7.9;3.9;6.4;85.9;9.0;2.3;2.9;8.5;133.2;7.2;12.4;172.7;7.7;32.5;26.6
11;Mannen;Percentages/aantallen;2013;66.6;3.3;4.9;79.6;3.0;12.3;5.0;77.4;8.2;11.8;2.5;7.8;34.3;1.9;5.4;81.7;5.4;13.0;32.6;67.4;24.0;46.7;13.8;15.5;7.9;76.9;2.1;2.8;6.0;61.4;32.6;41.4;22.2;5.6;12.5;2.6;2.9;1.9;0.1;10.6;7.9;18.8;2.8;15.0;7.9;4.3;6.6;82.9;10.2;3.0;3.9;9.0;137.7;7.1;11.7;166.0;7.7;33.5;28.0
12;Mannen;Standaardfout;2010;0.5;0.1;0.2;0.6;0.3;0.5;0.3;0.6;0.4;0.5;0.2;0.0;0.5;0.1;0.3;;;;1.4;1.4;2.3;2.7;2.0;1.7;0.0;0.5;0.1;0.1;0.7;1.3;1.3;1.0;0.9;0.5;0.7;0.4;0.4;0.4;0.1;0.6;0.0;0.4;0.1;0.7;0.0;0.2;0.3;1.5;1.2;0.6;0.8;0.4;3.1;0.3;1.3;14.7;0.0;0.5;0.5
13;Mannen;Standaardfout;2011;0.6;0.1;0.2;1.0;0.4;0.8;0.6;1.0;0.5;0.8;0.4;0.0;0.6;0.1;0.4;1.2;0.6;1.1;1.5;1.5;2.3;2.8;2.0;1.9;0.0;0.5;0.1;0.1;0.7;1.4;1.3;1.1;0.9;0.5;0.8;0.3;0.4;0.4;0.1;0.6;0.0;0.5;0.1;0.6;0.0;0.2;0.3;1.6;1.3;0.8;0.7;0.4;3.5;0.3;1.3;15.7;0.0;0.6;0.5
14;Mannen;Standaardfout;2012;0.6;0.1;0.2;1.1;0.4;0.9;0.6;1.1;0.6;0.9;0.3;0.0;0.6;0.1;0.3;1.3;0.7;1.1;1.6;1.6;2.7;2.9;2.1;2.0;0.0;0.5;0.1;0.1;0.6;1.5;1.5;1.2;1.0;0.5;0.9;0.3;0.4;0.3;;0.7;0.0;0.5;0.1;0.7;0.0;0.2;0.3;1.5;1.2;0.6;0.7;0.4;3.5;0.3;1.2;15.4;0.0;0.6;0.5
15;Mannen;Standaardfout;2013;0.6;0.1;0.2;1.0;0.4;0.9;0.6;1.1;0.7;0.8;0.4;0.0;0.6;0.1;0.3;1.3;0.8;1.2;1.6;1.6;2.6;3.0;2.1;2.2;0.0;0.5;0.1;0.1;0.7;1.5;1.4;1.2;1.0;0.5;0.8;0.4;0.4;0.3;0.1;0.7;0.0;0.5;0.1;0.6;0.0;0.2;0.3;1.6;1.3;0.7;0.8;0.5;3.5;0.3;1.0;12.8;0.0;0.6;0.5
16;Vrouwen;Percentages/aantallen;2010;77.0;4.8;6.3;73.0;5.0;17.1;4.9;77.5;7.5;13.0;2.0;7.7;40.3;2.5;6.3;;;;33.4;66.6;24.7;47.0;12.4;15.9;7.7;79.2;2.3;2.9;5.7;61.8;32.5;43.5;20.1;5.1;12.6;2.3;2.2;3.0;0.2;10.8;7.8;24.5;4.2;17.4;7.9;7.5;6.8;79.8;12.4;4.2;3.5;8.8;129.0;7.8;13.8;175.9;7.6;38.1;39.6
17;Vrouwen;Percentages/aantallen;2011;76.8;5.1;6.6;75.1;4.8;16.3;3.7;75.9;7.7;14.0;2.4;7.7;42.5;2.5;5.8;80.9;7.0;12.0;34.8;65.2;24.6;46.9;11.6;16.7;7.8;79.7;2.4;3.0;5.7;63.0;31.4;43.5;20.4;5.4;10.8;2.1;3.5;2.2;0.2;12.0;7.9;26.4;4.6;17.6;7.9;8.3;6.8;86.2;9.6;2.8;1.4;8.3;122.1;8.2;13.1;161.0;7.6;41.1;42.2
18;Vrouwen;Percentages/aantallen;2012;76.8;4.9;6.4;75.4;3.5;16.8;4.4;77.7;7.4;13.0;1.9;7.7;41.5;2.5;6.0;81.2;5.8;13.0;34.0;66.0;27.6;51.0;10.6;10.8;7.8;79.7;2.2;2.8;5.3;63.2;31.5;44.5;19.5;5.1;11.8;2.2;2.4;2.2;0.3;12.1;7.8;24.4;4.1;17.1;8.0;7.5;6.7;83.8;9.8;2.5;3.9;8.8;131.8;8.4;14.3;171.2;7.7;41.0;38.3
19;Vrouwen;Percentages/aantallen;2013;76.4;4.8;6.3;75.8;3.9;16.9;3.4;76.7;7.8;12.9;2.6;7.8;41.2;2.4;5.9;80.8;7.8;11.4;34.2;65.8;27.9;49.6;8.2;13.9;7.8;80.4;2.2;2.7;5.5;65.3;29.2;45.6;21.9;4.6;10.3;2.6;2.6;2.3;0.3;9.8;7.9;25.2;4.2;16.7;8.0;8.3;7.0;85.8;10.1;2.5;1.6;9.1;130.2;7.4;13.1;177.8;7.7;40.4;38.7
20;Vrouwen;Standaardfout;2010;0.5;0.2;0.2;0.9;0.4;0.7;0.4;0.8;0.5;0.7;0.3;0.0;0.5;0.1;0.3;;;;1.3;1.3;2.1;2.4;1.6;1.8;0.0;0.4;0.1;0.1;0.6;1.3;1.3;1.1;0.8;0.5;0.7;0.3;0.3;0.4;0.1;0.7;0.0;0.5;0.2;0.5;0.0;0.3;0.3;1.5;1.3;0.8;0.7;0.4;3.0;0.3;1.3;15.5;0.0;0.5;0.5
21;Vrouwen;Standaardfout;2011;0.5;0.2;0.2;0.9;0.4;0.8;0.4;0.9;0.6;0.7;0.3;0.0;0.6;0.1;0.3;1.2;0.7;1.0;1.4;1.4;2.1;2.5;1.6;1.9;0.0;0.5;0.1;0.1;0.7;1.4;1.3;1.1;0.9;0.5;0.7;0.3;0.4;0.3;0.1;0.7;0.0;0.5;0.2;0.5;0.0;0.3;0.3;1.4;1.2;0.7;0.5;0.4;2.6;0.3;0.9;8.7;0.0;0.6;0.6
22;Vrouwen;Standaardfout;2012;0.5;0.2;0.2;0.9;0.4;0.8;0.4;0.9;0.5;0.7;0.3;0.0;0.6;0.1;0.3;1.1;0.7;1.0;1.4;1.4;2.3;2.5;1.6;1.6;0.0;0.5;0.1;0.1;0.7;1.4;1.3;1.1;0.9;0.5;0.7;0.3;0.3;0.3;0.1;0.7;0.0;0.5;0.2;0.6;0.0;0.3;0.3;1.5;1.2;0.6;0.8;0.4;3.2;0.3;1.1;11.8;0.0;0.6;0.6
23;Vrouwen;Standaardfout;2013;0.5;0.2;0.2;0.9;0.4;0.8;0.4;0.9;0.6;0.7;0.3;0.0;0.6;0.1;0.3;1.2;0.8;1.0;1.5;1.5;2.4;2.7;1.5;1.8;0.0;0.5;0.1;0.1;0.7;1.4;1.4;1.2;1.0;0.5;0.7;0.4;0.4;0.4;0.1;0.7;0.0;0.5;0.2;0.6;0.0;0.3;0.3;1.4;1.2;0.6;0.5;0.5;3.1;0.3;1.0;10.5;0.0;0.6;0.6
24;Leeftijd: 0 tot 4 jaar;Percentages/aantallen;2010;77.1;4.4;5.8;77.2;0.4;12.1;10.3;90.6;3.0;5.7;0.7;7.7;31.0;2.4;7.7;;;;36.9;63.1;;;;;7.8;32.1;0.6;1.8;;;;;;;;;;;;;7.8;10.0;0.9;9.3;7.6;6.4;7.1;83.1;8.9;2.6;5.4;8.5;118.9;7.3;8.2;113.0;7.7;15.1;43.2
25;Leeftijd: 0 tot 4 jaar;Percentages/aantallen;2011;79.6;4.1;5.2;78.4;0.5;11.3;9.8;89.8;5.3;1.5;3.4;7.7;32.1;1.3;4.1;75.0;6.7;18.3;40.0;60.0;;;;;7.9;34.6;1.1;3.1;;;;;;;;;;;;;7.9;9.5;0.7;7.0;8.1;5.2;9.9;81.0;12.2;4.0;2.8;11.9;120.5;7.5;10.3;138.2;7.5;15.3;46.7
26;Leeftijd: 0 tot 4 jaar;Percentages/aantallen;2012;77.2;4.0;5.2;75.2;0.0;15.9;8.9;86.6;1.5;6.3;5.7;7.6;30.7;1.2;3.8;78.9;7.0;14.1;47.9;52.1;;;;;7.9;34.0;0.6;1.9;;;;;;;;;;;;;7.9;7.9;1.0;13.0;8.3;3.9;6.3;87.8;10.6;1.6;0.0;7.5;;6.5;9.2;142.9;8.0;15.1;40.1
27;Leeftijd: 0 tot 4 jaar;Percentages/aantallen;2013;75.9;3.9;5.2;76.2;0.0;15.0;8.8;86.9;2.2;7.9;3.1;7.7;31.2;1.2;3.7;73.0;16.5;10.5;32.4;67.6;;;;;7.9;33.3;0.8;2.5;;;;;;;;;;;;;8.0;8.6;0.6;6.7;;6.4;8.4;85.4;11.3;1.5;1.8;10.1;120.3;6.2;7.1;;7.7;14.7;38.1
28;Leeftijd: 0 tot 4 jaar;Standaardfout;2010;1.6;0.4;0.5;2.9;0.5;2.2;2.1;2.0;1.2;1.6;0.6;0.1;1.7;0.7;2.1;;;;5.4;5.4;;;;;0.1;1.7;0.1;0.4;;;;;;;;;;;;;0.1;1.1;0.2;1.4;0.2;0.9;1.0;4.8;3.6;2.0;2.9;1.2;6.9;1.0;1.2;5.8;0.1;1.3;1.8
29;Leeftijd: 0 tot 4 jaar;Standaardfout;2011;1.6;0.4;0.5;3.0;0.5;2.3;2.2;2.2;1.6;0.9;1.3;0.1;1.8;0.3;1.0;5.4;3.1;4.8;6.1;6.1;;;;;0.1;1.9;0.2;0.6;;;;;;;;;;;;;0.1;1.2;0.2;1.6;0.2;0.9;1.2;4.6;3.8;2.3;1.9;1.5;6.2;1.0;2.3;24.5;0.1;1.4;2.0
30;Leeftijd: 0 tot 4 jaar;Standaardfout;2012;1.7;0.4;0.6;3.4;;2.9;2.2;2.7;0.9;1.9;1.8;0.1;1.8;0.3;0.8;5.3;3.3;4.5;6.5;6.5;;;;;0.1;1.9;0.2;0.5;;;;;;;;;;;;;0.1;1.1;0.4;4.4;0.2;0.8;1.0;4.9;4.6;1.9;;1.3;;1.0;2.5;32.9;0.1;1.4;1.9
31;Leeftijd: 0 tot 4 jaar;Standaardfout;2013;1.7;0.5;0.7;3.5;;3.0;2.4;2.8;1.2;2.2;1.4;0.1;1.9;0.2;0.7;6.7;5.6;4.6;7.0;7.0;;;;;0.1;1.9;0.2;0.5;;;;;;;;;;;;;0.1;1.1;0.1;1.0;;1.0;1.1;4.6;4.2;1.6;1.7;1.5;6.9;1.0;1.2;;0.1;1.4;2.0
32;Leeftijd: 4 tot 12 jaar;Percentages/aantallen;2010;59.2;2.3;3.9;75.5;0.4;17.7;6.5;88.1;3.7;6.4;1.8;7.8;27.0;1.3;4.8;;;;31.8;68.2;;;;;8.0;95.0;2.4;2.5;3.9;78.4;17.7;53.0;7.6;20.6;9.1;3.2;0.0;0.5;0.3;5.6;8.1;8.2;1.4;17.1;8.3;4.1;2.6;;;;;2.9;;6.5;9.7;150.7;7.8;14.5;27.9
33;Leeftijd: 4 tot 12 jaar;Percentages/aantallen;2011;58.1;2.5;4.3;76.0;0.9;14.4;8.7;90.6;3.3;5.0;1.0;7.9;28.5;1.2;4.2;75.4;8.7;15.9;30.2;69.8;;;;;7.9;94.3;2.2;2.4;1.8;84.2;14.0;53.7;6.6;23.1;7.4;1.5;0.0;0.0;0.8;6.8;8.1;6.2;1.0;16.5;8.1;3.6;1.9;;;;;2.0;105.5;5.8;6.8;117.8;7.8;13.9;27.5
34;Leeftijd: 4 tot 12 jaar;Percentages/aantallen;2012;59.3;2.3;3.8;77.7;0.4;16.0;6.0;87.1;2.4;8.8;1.7;7.9;25.5;1.0;3.8;79.0;4.6;16.5;31.1;68.9;;;;;8.0;94.1;2.6;2.7;3.0;78.0;19.0;54.0;5.4;20.9;9.1;3.1;0.0;0.0;0.0;7.4;8.0;6.1;0.9;15.4;8.2;3.0;1.5;;;;;1.6;;4.4;5.3;119.8;7.8;14.1;26.3
35;Leeftijd: 4 tot 12 jaar;Percentages/aantallen;2013;59.6;2.3;3.9;77.3;0.0;16.5;6.2;80.6;5.0;10.8;3.6;7.9;27.9;1.1;4.0;72.7;8.4;18.9;32.9;67.1;;;;;7.9;95.6;2.5;2.7;4.8;76.9;18.3;52.3;8.4;19.8;7.8;3.6;0.0;0.4;0.4;7.3;8.1;6.6;0.8;12.6;8.0;3.4;1.5;;;;;1.9;;4.8;5.4;114.4;7.7;14.8;26.5
36;Leeftijd: 4 tot 12 jaar;Standaardfout;2010;1.2;0.2;0.4;2.8;0.4;2.5;1.6;2.1;1.3;1.6;0.9;0.0;1.1;0.2;0.6;;;;4.1;4.1;;;;;0.1;0.5;0.2;0.2;1.1;2.4;2.2;2.3;1.2;1.9;1.3;0.8;0.0;0.3;0.2;1.1;0.0;0.7;0.2;1.8;0.1;0.5;0.4;;;;;0.5;;0.6;2.5;35.3;0.1;0.9;1.1
37;Leeftijd: 4 tot 12 jaar;Standaardfout;2011;1.3;0.3;0.4;2.9;0.7;2.4;1.9;2.0;1.2;1.5;0.7;0.0;1.2;0.2;0.6;4.0;2.7;3.4;4.3;4.3;;;;;0.1;0.6;0.2;0.2;0.8;2.3;2.2;2.5;1.2;2.1;1.3;0.6;0.0;0.0;0.5;1.3;0.0;0.6;0.2;2.9;0.2;0.5;0.4;;;;;0.4;4.5;0.6;0.8;5.9;0.1;0.9;1.2
38;Leeftijd: 4 tot 12 jaar;Standaardfout;2012;1.3;0.2;0.4;2.9;0.4;2.6;1.7;2.4;1.1;2.0;0.9;0.0;1.2;0.1;0.5;4.2;2.1;3.8;4.7;4.7;;;;;0.1;0.6;0.2;0.2;1.1;2.7;2.5;2.5;1.2;2.1;1.5;0.9;;;;1.3;0.0;0.7;0.2;1.9;0.2;0.5;0.3;;;;;0.4;;0.6;0.8;11.6;0.1;0.9;1.2
39;Leeftijd: 4 tot 12 jaar;Standaardfout;2013;1.4;0.2;0.4;3.0;;2.7;1.7;2.8;1.6;2.2;1.3;0.0;1.3;0.2;0.6;4.3;2.7;3.8;4.6;4.6;;;;;0.1;0.6;0.2;0.2;1.4;2.7;2.5;2.6;1.4;2.1;1.4;1.0;;0.3;0.3;1.4;0.0;0.7;0.1;1.7;0.1;0.5;0.3;;;;;0.5;;0.6;0.8;7.7;0.1;1.0;1.2
40;Leeftijd: 12 tot 16 jaar;Percentages/aantallen;2010;62.0;2.9;4.6;83.6;0.6;5.6;10.2;84.1;3.9;10.4;1.6;7.8;22.5;1.4;6.3;;;;33.6;66.4;;;;;7.9;94.6;3.3;3.5;1.0;75.1;23.9;51.2;10.5;18.8;5.3;1.9;0.0;0.0;1.2;11.2;8.0;10.5;1.4;13.5;8.0;3.4;1.1;;;;;1.1;;4.1;5.4;;8.0;20.1;26.9
41;Leeftijd: 12 tot 16 jaar;Percentages/aantallen;2011;58.3;2.5;4.3;81.2;1.0;10.0;7.8;86.6;0.0;11.5;1.9;7.9;21.7;1.0;4.4;72.6;6.9;20.5;33.5;66.5;;;;;7.9;94.3;2.6;2.8;0.6;79.4;20.0;51.0;10.9;19.5;5.4;1.7;0.0;1.2;0.7;9.7;8.0;14.0;1.4;10.1;8.1;3.2;1.7;;;;;2.4;143.1;2.9;5.3;186.2;7.9;17.6;26.1
42;Leeftijd: 12 tot 16 jaar;Percentages/aantallen;2012;57.8;2.1;3.7;80.2;0.0;8.6;11.2;89.4;3.9;5.7;1.1;7.8;23.7;0.8;3.3;;;;;;;;;;8.0;93.9;2.3;2.4;4.6;76.1;19.3;49.6;13.5;20.6;6.5;0.8;0.6;0.6;0.0;7.9;8.0;13.7;1.5;10.8;8.2;3.4;2.0;;;;;2.5;;4.3;6.2;;7.6;19.0;26.5
43;Leeftijd: 12 tot 16 jaar;Percentages/aantallen;2013;57.5;1.5;2.5;87.7;1.6;7.1;3.6;84.8;6.0;7.8;1.4;7.9;21.2;0.5;2.6;;;;;;;;;;8.0;94.4;2.4;2.6;1.6;76.3;22.2;46.7;12.7;18.2;7.2;2.8;0.9;0.0;0.4;10.7;8.0;14.3;1.5;10.8;8.2;2.1;2.0;;;;;2.6;;2.9;5.2;;;14.6;28.5
44;Leeftijd: 12 tot 16 jaar;Standaardfout;2010;1.7;0.4;0.6;3.0;0.6;1.9;2.5;3.0;1.6;2.5;1.0;0.1;1.5;0.3;1.2;;;;6.3;6.3;;;;;0.1;0.8;0.3;0.3;0.7;3.3;3.2;2.9;1.8;2.3;1.3;0.8;0.0;0.0;0.6;1.8;0.0;1.1;0.2;1.6;0.2;0.7;0.4;;;;;0.4;;0.7;1.2;;0.2;1.4;1.6
45;Leeftijd: 12 tot 16 jaar;Standaardfout;2011;1.9;0.3;0.6;3.9;1.0;3.0;2.7;3.4;0.0;3.2;1.4;0.1;1.6;0.2;0.9;6.4;3.6;5.8;6.8;6.8;;;;;0.1;0.9;0.3;0.3;0.6;3.4;3.3;3.2;2.0;2.5;1.5;0.8;0.0;0.7;0.5;1.9;0.0;1.3;0.2;1.1;0.1;0.7;0.5;;;;;0.9;30.8;0.6;1.7;43.3;7.6;1.5;1.7
46;Leeftijd: 12 tot 16 jaar;Standaardfout;2012;1.9;0.3;0.6;4.1;;2.9;3.2;3.2;2.0;2.4;1.0;0.1;1.6;0.2;0.8;;;;;;;;;;0.1;0.9;0.3;0.3;1.9;3.9;3.6;3.5;2.4;2.9;1.7;0.6;0.5;0.5;;1.9;0.0;1.3;0.2;1.4;0.1;0.7;0.5;;;;;0.9;;0.8;1.7;;0.2;1.5;1.7
47;Leeftijd: 12 tot 16 jaar;Standaardfout;2013;1.9;0.3;0.5;3.8;1.4;3.0;2.1;4.1;2.7;3.1;1.4;0.1;1.6;0.2;0.7;;;;;;;;;;0.1;0.9;0.3;0.3;1.1;3.8;3.7;3.3;2.2;2.6;1.7;1.1;0.6;;0.4;2.0;0.0;1.4;0.3;1.5;0.1;0.6;0.5;;;;;0.7;;0.7;2.3;;;1.4;1.8
48;Leeftijd: 16 tot 20 jaar;Percentages/aantallen;2010;72.1;3.3;4.5;73.2;0.5;16.2;10.1;84.1;5.7;8.2;2.0;7.5;24.5;1.1;4.6;;;;38.2;61.8;;;;;7.4;91.0;2.9;3.1;5.4;74.9;19.7;48.2;16.3;10.4;11.1;0.8;1.9;3.3;0.0;8.0;7.7;16.2;1.9;11.8;7.8;4.4;3.2;;;;;3.6;;6.5;17.9;273.7;7.3;16.6;27.5
49;Leeftijd: 16 tot 20 jaar;Percentages/aantallen;2011;72.3;3.4;4.6;74.9;0.0;14.1;10.9;87.7;3.6;8.0;0.7;7.6;26.8;1.5;5.7;64.8;3.9;31.4;43.7;56.3;;;;;7.6;89.5;2.2;2.5;4.2;72.7;23.1;49.5;19.6;9.3;13.8;0.0;0.0;0.5;0.0;7.3;7.8;17.9;2.3;13.0;7.7;5.2;3.6;;;;;4.6;128.0;6.9;10.7;154.9;7.3;19.2;34.7
