ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;BevolkingOp1Januari_1
4529;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Europa;Saba;2018;0
4530;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Europa;Saba;2019;0
4531;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Europa;Saba;2020;0
4532;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Europa;Saba;2021;0
4533;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Europa;Saba;2022;0
4534;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Europa;Saba;2023;0
4535;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Europa;Saba;2024;0
4536;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2011;2
4537;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2012;3
4538;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2013;3
4539;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2014;2
4540;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2015;2
4541;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2016;1
4542;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2017;1
4543;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2018;2
4544;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2019;3
4545;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2020;4
4546;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2021;4
4547;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2022;4
4548;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2023;4
4549;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2024;3
4550;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2011;0
4551;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2012;0
4552;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2013;0
4553;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2014;0
4554;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2015;2
4555;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2016;1
4556;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2017;1
4557;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2018;1
4558;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2019;2
4559;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2020;2
4560;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2021;2
4561;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2022;2
4562;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2023;3
4563;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2024;3
4564;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2011;2
4565;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2012;3
4566;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2013;2
4567;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2014;2
4568;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2015;0
4569;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2016;0
4570;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2017;0
4571;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2018;1
4572;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2019;1
4573;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2020;2
4574;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2021;2
4575;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2022;2
4576;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2023;1
4577;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2024;0
4578;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2011;0
4579;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2012;0
4580;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2013;1
4581;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2014;0
4582;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2015;0
4583;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2016;0
4584;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2017;0
4585;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2018;0
4586;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2019;0
4587;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2020;0
4588;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2021;0
4589;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2022;0
4590;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2023;0
4591;Totaal mannen en vrouwen;0 tot 5 jaar;Overig Midden- en Zuid-Amerika;Saba;2024;0
4592;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2011;1321
4593;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2012;1348
4594;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2013;1327
4595;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2014;1381
4596;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2015;1474
4597;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2016;1489
4598;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2017;1488
4599;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2018;1513
4600;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2019;1530
4601;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2020;1546
4602;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2021;1518
4603;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2022;1519
4604;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2023;1534
4605;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Caribisch Nederland;2024;1562
4606;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2011;981
4607;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2012;1011
4608;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2013;1014
4609;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2014;1067
4610;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2015;1144
4611;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2016;1161
4612;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2017;1184
4613;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2018;1208
4614;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2019;1227
4615;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2020;1245
4616;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2021;1227
4617;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2022;1236
4618;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2023;1248
4619;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Bonaire;2024;1289
4620;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2011;240
4621;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2012;238
4622;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2013;222
4623;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2014;215
4624;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2015;222
4625;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2016;222
4626;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2017;210
4627;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2018;208
4628;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2019;213
4629;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2020;210
4630;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2021;192
4631;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2022;184
4632;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2023;183
4633;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Sint Eustatius;2024;173
4634;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2011;100
4635;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2012;99
4636;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2013;91
4637;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2014;99
4638;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2015;108
4639;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2016;106
4640;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2017;94
4641;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2018;97
4642;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2019;90
4643;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2020;91
4644;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2021;99
4645;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2022;99
4646;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2023;103
4647;Totaal mannen en vrouwen;5 tot 10 jaar;Totaal;Saba;2024;100
4648;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2011;756
4649;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2012;764
4650;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2013;721
4651;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2014;740
4652;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2015;757
4653;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2016;741
4654;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2017;736
4655;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2018;735
4656;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2019;701
4657;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2020;713
4658;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2021;687
4659;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2022;670
4660;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2023;692
4661;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2024;725
4662;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2011;551
4663;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2012;557
4664;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2013;522
4665;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2014;531
4666;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2015;534
4667;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2016;520
4668;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2017;530
4669;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2018;524
4670;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2019;503
4671;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2020;505
4672;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2021;475
4673;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2022;458
4674;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2023;476
4675;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Bonaire;2024;512
4676;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2011;126
4677;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2012;135
4678;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2013;135
4679;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2014;138
4680;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2015;141
4681;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2016;138
4682;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2017;129
4683;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2018;127
4684;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2019;117
4685;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2020;123
4686;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2021;120
4687;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2022;119
4688;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2023;125
4689;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2024;129
4690;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2011;79
4691;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2012;72
4692;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2013;64
4693;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2014;71
4694;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2015;82
4695;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2016;83
4696;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2017;77
4697;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2018;84
4698;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2019;81
4699;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2020;85
4700;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2021;92
4701;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2022;93
4702;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2023;91
4703;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch Nederland geboren;Saba;2024;84
4704;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2011;325
4705;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2012;353
4706;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2013;342
4707;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2014;342
4708;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2015;343
4709;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2016;356
4710;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2017;378
4711;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2018;382
4712;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2019;387
4713;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2020;418
4714;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2021;396
4715;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2022;370
4716;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2023;393
4717;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2024;394
4718;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2011;245
4719;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2012;274
4720;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2013;275
4721;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2014;276
4722;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2015;271
4723;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2016;285
4724;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2017;314
4725;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2018;322
4726;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2019;331
4727;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2020;356
4728;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2021;334
4729;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2022;313
4730;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2023;329
4731;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Bonaire;2024;340
4732;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2011;62
4733;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2012;67
4734;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2013;58
4735;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2014;54
4736;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2015;53
4737;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2016;46
4738;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2017;35
4739;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2018;33
4740;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2019;30
4741;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2020;32
4742;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2021;31
4743;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2022;27
4744;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2023;35
4745;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Sint Eustatius;2024;31
4746;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2011;18
4747;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2012;12
4748;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2013;9
4749;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2014;12
4750;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2015;19
4751;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2016;25
4752;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2017;29
4753;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2018;27
4754;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2019;26
4755;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2020;30
4756;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2021;31
4757;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2022;30
4758;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2023;29
4759;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Caribisch deel Koninkrijk der ...;Saba;2024;23
4760;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2011;123
4761;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2012;113
4762;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2013;109
4763;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2014;116
4764;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2015;119
4765;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2016;126
4766;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2017;135
4767;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2018;146
4768;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2019;165
4769;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2020;196
4770;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2021;184
4771;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2022;178
4772;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2023;200
4773;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2024;212
4774;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2011;72
4775;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2012;67
4776;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2013;74
