ID;Geslacht;Leeftijd;BurgerlijkeStaat;Herkomstland;GeboortelandOuders;Perioden;GemiddeldAantalVerzekerdeJarenAOW_1;GemiddeldOpbouwpercentageAOW_2
87;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren in Nederland;2023;33.0;99.6
88;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren buiten Nederland;2020;9.0;37.1
89;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren buiten Nederland;2021;10.0;37.6
90;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren buiten Nederland;2022;10.0;36.7
91;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren buiten Nederland;2023;10.0;36.5
92;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren in NL, ouders in NL;2020;33.0;99.6
93;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren in NL, ouders in NL;2021;33.0;99.6
94;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren in NL, ouders in NL;2022;34.0;99.6
95;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren in NL, ouders in NL;2023;34.0;99.7
96;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2020;28.0;99.2
97;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2021;28.0;99.2
98;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2022;28.0;99.3
99;Totaal mannen en vrouwen;10000;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2023;28.0;99.3
100;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Totaal;2020;33.0;99.6
101;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Totaal;2021;33.0;99.6
102;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Totaal;2022;34.0;99.6
103;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Totaal;2023;34.0;99.7
104;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in Nederland;2020;33.0;99.6
105;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in Nederland;2021;33.0;99.6
106;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in Nederland;2022;34.0;99.6
107;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in Nederland;2023;34.0;99.7
108;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren buiten Nederland;2020;;
109;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren buiten Nederland;2021;;
110;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren buiten Nederland;2022;;
111;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren buiten Nederland;2023;;
112;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in NL, ouders in NL;2020;33.0;99.6
113;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in NL, ouders in NL;2021;33.0;99.6
114;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in NL, ouders in NL;2022;34.0;99.6
115;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in NL, ouders in NL;2023;34.0;99.7
116;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;
117;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;
118;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;
119;Totaal mannen en vrouwen;10000;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;
120;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Totaal;2020;15.0;50.8
121;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Totaal;2021;15.0;50.7
122;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Totaal;2022;14.0;48.2
123;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Totaal;2023;14.0;47.5
124;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2020;33.0;99.0
125;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2021;33.0;99.1
126;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2022;33.0;99.1
127;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2023;33.0;99.1
128;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2020;9.0;34.9
129;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2021;9.0;35.8
130;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2022;9.0;34.4
131;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2023;9.0;34.6
132;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;
133;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;
134;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;
135;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;
136;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;33.0;99.0
137;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;33.0;99.1
138;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;33.0;99.1
139;Totaal mannen en vrouwen;10000;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;33.0;99.1
140;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Totaal;2020;14.0;55.8
141;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Totaal;2021;14.0;55.7
142;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Totaal;2022;14.0;54.8
143;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Totaal;2023;14.0;54.1
144;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in Nederland;2020;26.0;99.2
145;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in Nederland;2021;26.0;99.3
146;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in Nederland;2022;26.0;99.3
147;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in Nederland;2023;26.0;99.4
148;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren buiten Nederland;2020;10.0;38.3
149;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren buiten Nederland;2021;10.0;38.5
150;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren buiten Nederland;2022;10.0;37.9
151;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren buiten Nederland;2023;10.0;37.6
152;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2020;;
153;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2021;;
154;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2022;;
155;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2023;;
156;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2020;26.0;99.2
157;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2021;26.0;99.3
158;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2022;26.0;99.3
159;Totaal mannen en vrouwen;10000;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2023;26.0;99.4
160;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Totaal;2020;15.0;81.5
161;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Totaal;2021;15.0;80.7
162;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Totaal;2022;15.0;79.1
163;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Totaal;2023;15.0;78.1
164;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in Nederland;2020;19.0;99.6
165;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in Nederland;2021;19.0;99.6
166;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in Nederland;2022;19.0;99.6
167;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in Nederland;2023;19.0;99.7
168;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren buiten Nederland;2020;5.0;32.8
169;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren buiten Nederland;2021;5.0;32.6
170;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren buiten Nederland;2022;5.0;31.8
171;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren buiten Nederland;2023;5.0;32.0
172;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in NL, ouders in NL;2020;20.0;99.7
173;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in NL, ouders in NL;2021;20.0;99.7
174;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in NL, ouders in NL;2022;20.0;99.7
175;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in NL, ouders in NL;2023;20.0;99.7
176;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2020;14.0;99.2
177;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2021;14.0;99.2
178;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2022;15.0;99.3
179;Totaal mannen en vrouwen;10000;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2023;15.0;99.3
180;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Totaal;2020;20.0;99.7
181;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Totaal;2021;20.0;99.7
182;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Totaal;2022;20.0;99.7
183;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Totaal;2023;20.0;99.7
184;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in Nederland;2020;20.0;99.7
185;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in Nederland;2021;20.0;99.7
186;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in Nederland;2022;20.0;99.7
187;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in Nederland;2023;20.0;99.7
188;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren buiten Nederland;2020;;
189;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren buiten Nederland;2021;;
190;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren buiten Nederland;2022;;
191;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren buiten Nederland;2023;;
192;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2020;20.0;99.7
193;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2021;20.0;99.7
194;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2022;20.0;99.7
195;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2023;20.0;99.7
196;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;
197;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;
198;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;
199;Totaal mannen en vrouwen;10000;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;
200;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2020;6.0;37.4
201;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2021;6.0;37.0
202;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2022;6.0;35.4
203;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2023;6.0;35.4
204;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2020;18.0;98.9
205;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2021;17.0;98.9
206;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2022;17.0;98.9
207;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2023;17.0;99.0
208;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2020;4.0;27.0
209;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2021;4.0;27.1
210;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2022;4.0;26.3
211;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2023;4.0;26.7
212;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;
213;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;
214;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;
215;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;
216;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;18.0;98.9
217;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;17.0;98.9
218;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;17.0;98.9
219;Totaal mannen en vrouwen;10000;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;17.0;99.0
220;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Totaal;2020;9.0;61.7
221;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Totaal;2021;9.0;61.2
222;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Totaal;2022;9.0;60.4
223;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Totaal;2023;9.0;59.8
224;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2020;13.0;99.3
225;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2021;14.0;99.3
226;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2022;14.0;99.3
227;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2023;14.0;99.4
228;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2020;6.0;39.2
229;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2021;6.0;38.9
230;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2022;6.0;38.5
231;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2023;6.0;38.4
232;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2020;;
233;Totaal mannen en vrouwen;10000;Niet-gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2021;;
