ID;KenmerkenWerknemers;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
12;Totaal;Ondergrens 95%-interval;2015;20.0;6.8;8.6;4.1;;;;;;;;;;;;15.4;8.3;7.0;5.0;;;;;;;;;10.0;34.1;3.9
13;Totaal;Ondergrens 95%-interval;2016;19.9;7.0;8.7;3.9;;;;;;;;;;;;15.4;8.6;7.5;5.4;;;;;;;;;9.8;33.5;3.9
14;Totaal;Ondergrens 95%-interval;2017;20.6;7.2;9.2;4.1;;;;;;;;;;;;15.4;8.9;7.8;5.5;;;;;;;;;10.5;33.7;4.0
15;Totaal;Ondergrens 95%-interval;2018;19.8;7.3;8.4;;15.2;1.8;5.5;1.7;5.1;4.4;2.1;2.4;2.4;0.4;2.4;15.3;8.8;7.9;6.1;;;;;;;;;10.4;32.7;4.0
16;Totaal;Ondergrens 95%-interval;2019;19.7;7.6;8.3;;15.3;1.9;5.6;1.7;5.0;4.4;2.1;2.5;2.5;0.4;2.3;15.1;8.8;8.1;6.2;;;;;;;;;10.4;32.0;4.0
17;Totaal;Ondergrens 95%-interval;2020;17.3;6.5;7.8;;12.5;1.6;4.3;1.5;3.8;3.5;1.6;1.9;1.9;0.3;2.3;13.1;7.7;6.8;9.6;;;;;;;;;8.9;29.4;4.4
18;Totaal;Ondergrens 95%-interval;2021;17.8;6.4;7.9;;13.0;1.6;4.8;1.5;4.0;3.8;1.8;1.9;1.9;0.4;2.2;13.6;7.7;6.9;9.5;;;;;;;;;9.4;29.1;4.4
19;Totaal;Ondergrens 95%-interval;2022;19.8;6.3;7.2;;13.2;1.6;4.7;1.4;4.1;3.7;1.8;2.0;2.1;0.3;2.1;;;;;6.1;51.8;13.4;40.9;1.4;1.7;0.8;2.7;9.1;28.3;4.3
20;Totaal;Ondergrens 95%-interval;2023;18.8;6.2;7.1;;12.4;1.5;4.4;1.2;4.1;3.3;1.7;1.9;2.0;0.3;1.8;;;;;5.9;46.0;12.8;34.2;1.5;1.5;0.9;2.8;9.0;27.6;4.3
21;Totaal;Ondergrens 95%-interval;2024;19.4;6.9;7.5;;13.3;1.7;4.8;1.3;4.5;3.7;1.8;2.0;2.1;0.4;2.0;;;;;6.4;44.9;12.8;32.9;1.5;1.7;0.8;3.0;9.3;27.9;4.4
22;Totaal;Bovengrens 95%-interval;2014;20.9;7.0;9.0;4.1;;;;;;;;;;;;16.7;9.0;7.5;5.4;;;;;;;;;10.4;34.8;3.9
23;Totaal;Bovengrens 95%-interval;2015;20.8;7.3;9.2;4.5;;;;;;;;;;;;16.1;8.9;7.5;5.4;;;;;;;;;10.6;35.0;3.9
24;Totaal;Bovengrens 95%-interval;2016;20.7;7.5;9.3;4.3;;;;;;;;;;;;16.1;9.3;8.1;5.9;;;;;;;;;10.4;34.4;4.0
25;Totaal;Bovengrens 95%-interval;2017;21.4;7.8;9.8;4.5;;;;;;;;;;;;16.2;9.5;8.3;6.0;;;;;;;;;11.1;34.7;4.0
26;Totaal;Bovengrens 95%-interval;2018;20.5;7.8;8.9;;15.8;2.1;5.9;2.0;5.4;4.7;2.3;2.7;2.7;0.5;2.7;15.9;9.3;8.4;6.5;;;;;;;;;11.0;33.5;4.0
27;Totaal;Bovengrens 95%-interval;2019;20.4;8.1;8.8;;16.0;2.2;6.0;2.0;5.4;4.7;2.4;2.8;2.8;0.5;2.6;15.7;9.3;8.6;6.7;;;;;;;;;10.9;32.8;4.1
28;Totaal;Bovengrens 95%-interval;2020;18.0;6.9;8.3;;13.1;1.8;4.7;1.7;4.2;3.8;1.8;2.2;2.2;0.4;2.5;13.7;8.2;7.2;10.2;;;;;;;;;9.5;30.2;4.4
29;Totaal;Bovengrens 95%-interval;2021;18.6;6.9;8.5;;13.7;1.9;5.3;1.8;4.4;4.2;2.1;2.2;2.2;0.5;2.5;14.2;8.2;7.5;10.1;;;;;;;;;10.0;29.9;4.5
30;Totaal;Bovengrens 95%-interval;2022;20.5;6.7;7.7;;13.8;1.8;5.1;1.6;4.5;4.1;2.1;2.2;2.3;0.5;2.4;;;;;6.6;52.6;13.8;41.7;1.6;1.9;0.9;3.0;9.6;29.1;4.4
31;Totaal;Bovengrens 95%-interval;2023;19.4;6.6;7.6;;13.0;1.7;4.8;1.4;4.4;3.7;1.9;2.1;2.2;0.4;2.1;;;;;6.4;46.8;13.2;35.0;1.8;1.7;1.0;3.1;9.5;28.4;4.4
32;Totaal;Bovengrens 95%-interval;2024;20.1;7.3;7.9;;13.8;1.9;5.2;1.5;4.8;4.1;2.1;2.3;2.4;0.5;2.2;;;;;6.8;45.6;13.2;33.6;1.8;1.9;1.0;3.3;9.8;28.7;4.4
33;Herkomst: geboren in Nederland;Waarde;2014;20.5;6.3;8.5;3.9;;;;;;;;;;;;15.9;8.2;6.8;5.0;;;;;;;;;10.0;34.0;3.9
34;Herkomst: geboren in Nederland;Waarde;2015;20.5;6.7;8.9;4.3;;;;;;;;;;;;15.3;8.1;6.9;5.0;;;;;;;;;10.2;34.5;3.9
35;Herkomst: geboren in Nederland;Waarde;2016;20.4;7.0;9.0;4.1;;;;;;;;;;;;15.4;8.5;7.5;5.5;;;;;;;;;10.1;33.9;3.9
36;Herkomst: geboren in Nederland;Waarde;2017;21.0;7.1;9.2;4.2;;;;;;;;;;;;15.4;8.7;7.7;5.7;;;;;;;;;10.7;34.0;4.0
37;Herkomst: geboren in Nederland;Waarde;2018;20.3;7.2;8.5;;15.7;2.0;5.9;1.9;5.3;4.7;2.2;2.6;2.6;0.4;2.5;15.3;8.5;7.7;6.1;;;;;;;;;10.7;32.9;4.0
38;Herkomst: geboren in Nederland;Waarde;2019;20.2;7.4;8.4;;15.9;2.1;5.9;1.9;5.2;4.8;2.2;2.8;2.7;0.5;2.5;15.0;8.4;7.9;6.3;;;;;;;;;10.6;32.2;4.0
39;Herkomst: geboren in Nederland;Waarde;2020;17.8;6.3;8.0;;13.0;1.7;4.6;1.6;4.0;3.8;1.7;2.1;2.0;0.3;2.3;12.9;7.5;6.6;9.8;;;;;;;;;9.3;29.8;4.3
40;Herkomst: geboren in Nederland;Waarde;2021;18.3;6.3;8.1;;13.5;1.8;5.1;1.6;4.2;4.1;1.9;2.1;2.1;0.4;2.3;13.4;7.4;6.6;9.7;;;;;;;;;9.8;29.4;4.3
41;Herkomst: geboren in Nederland;Waarde;2022;20.4;6.2;7.3;;13.7;1.7;5.1;1.6;4.3;4.0;2.0;2.2;2.2;0.4;2.2;;;;;6.2;54.1;14.3;43.0;1.6;1.9;0.8;2.9;9.5;28.5;4.3
42;Herkomst: geboren in Nederland;Waarde;2023;19.6;6.0;7.2;;12.9;1.6;4.6;1.4;4.2;3.7;1.7;2.2;2.1;0.3;1.9;;;;;5.9;48.4;13.8;36.1;1.8;1.7;0.9;2.9;9.3;27.7;4.3
43;Herkomst: geboren in Nederland;Waarde;2024;20.1;6.8;7.7;;13.8;1.8;5.1;1.5;4.6;4.1;1.9;2.3;2.3;0.4;2.1;;;;;6.4;47.4;13.9;34.8;1.8;1.9;0.9;3.2;9.7;28.0;4.3
44;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2014;20.0;6.0;8.2;3.7;;;;;;;;;;;;15.5;7.9;6.5;4.7;;;;;;;;;9.6;33.4;3.8
45;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2015;20.1;6.5;8.6;4.1;;;;;;;;;;;;14.9;7.9;6.6;4.8;;;;;;;;;9.9;34.0;3.8
46;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2016;20.0;6.7;8.7;3.9;;;;;;;;;;;;15.0;8.2;7.2;5.3;;;;;;;;;9.8;33.4;3.9
47;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2017;20.6;6.8;8.9;4.0;;;;;;;;;;;;15.0;8.4;7.4;5.4;;;;;;;;;10.4;33.5;3.9
48;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2018;20.0;6.9;8.3;;15.3;1.9;5.7;1.8;5.1;4.5;2.0;2.5;2.4;0.4;2.4;15.0;8.3;7.4;5.9;;;;;;;;;10.4;32.5;3.9
49;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2019;19.8;7.1;8.1;;15.6;2.0;5.7;1.8;5.0;4.6;2.1;2.7;2.5;0.4;2.3;14.7;8.2;7.7;6.1;;;;;;;;;10.3;31.7;4.0
50;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2020;17.4;6.1;7.7;;12.6;1.6;4.4;1.5;3.8;3.6;1.6;1.9;1.9;0.3;2.2;12.6;7.2;6.4;9.6;;;;;;;;;9.0;29.3;4.3
51;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2021;17.9;6.1;7.8;;13.1;1.7;4.9;1.5;4.0;3.9;1.8;2.0;2.0;0.3;2.1;13.1;7.1;6.3;9.4;;;;;;;;;9.5;29.0;4.3
52;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2022;20.0;6.0;7.1;;13.4;1.6;4.9;1.4;4.2;3.8;1.8;2.0;2.1;0.3;2.1;;;;;6.0;53.7;14.0;42.5;1.5;1.8;0.7;2.7;9.3;28.1;4.2
53;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2023;19.3;5.8;7.0;;12.6;1.5;4.4;1.3;4.0;3.5;1.6;2.1;2.0;0.3;1.8;;;;;5.7;48.0;13.6;35.7;1.6;1.5;0.8;2.8;9.1;27.3;4.2
54;Herkomst: geboren in Nederland;Ondergrens 95%-interval;2024;19.8;6.6;7.4;;13.5;1.7;4.9;1.4;4.4;3.9;1.8;2.2;2.1;0.3;1.9;;;;;6.1;47.0;13.6;34.4;1.7;1.7;0.8;3.0;9.4;27.6;4.3
55;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2014;21.0;6.6;8.8;4.1;;;;;;;;;;;;16.3;8.5;7.1;5.2;;;;;;;;;10.3;34.5;3.9
56;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2015;20.9;7.0;9.2;4.5;;;;;;;;;;;;15.6;8.4;7.1;5.2;;;;;;;;;10.5;35.0;3.9
57;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2016;20.8;7.2;9.3;4.3;;;;;;;;;;;;15.8;8.8;7.8;5.8;;;;;;;;;10.4;34.4;3.9
58;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2017;21.5;7.4;9.6;4.5;;;;;;;;;;;;15.7;9.0;8.0;5.9;;;;;;;;;11.1;34.5;4.0
59;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2018;20.7;7.4;8.8;;16.0;2.1;6.1;2.0;5.5;4.9;2.3;2.8;2.7;0.5;2.7;15.6;8.8;7.9;6.3;;;;;;;;;11.0;33.3;4.0
60;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2019;20.5;7.6;8.6;;16.3;2.2;6.2;2.0;5.4;5.0;2.4;3.0;2.8;0.6;2.6;15.4;8.7;8.2;6.5;;;;;;;;;10.9;32.6;4.0
61;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2020;18.2;6.6;8.2;;13.3;1.8;4.8;1.8;4.2;4.0;1.8;2.2;2.2;0.4;2.5;13.2;7.7;6.8;10.1;;;;;;;;;9.6;30.2;4.4
62;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2021;18.7;6.6;8.4;;13.8;1.9;5.3;1.8;4.5;4.3;2.1;2.3;2.3;0.5;2.5;13.8;7.6;6.8;10.0;;;;;;;;;10.1;29.9;4.4
63;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2022;20.8;6.4;7.6;;14.0;1.9;5.3;1.7;4.5;4.2;2.1;2.3;2.3;0.5;2.3;;;;;6.4;54.5;14.5;43.4;1.7;2.0;0.9;3.0;9.8;29.0;4.3
64;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2023;20.0;6.2;7.5;;13.2;1.8;4.8;1.5;4.4;3.8;1.9;2.4;2.2;0.4;2.1;;;;;6.2;48.8;14.1;36.5;1.9;1.8;1.0;3.1;9.6;28.1;4.3
65;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2024;20.5;7.0;7.9;;14.1;2.0;5.3;1.6;4.8;4.2;2.0;2.5;2.4;0.5;2.2;;;;;6.6;47.9;14.1;35.3;1.9;2.0;0.9;3.4;10.0;28.4;4.3
66;Herkomst: geboren buiten Nederland;Waarde;2014;19.9;10.1;9.9;3.8;;;;;;;;;;;;19.2;12.9;10.6;6.3;;;;;;;;;10.4;37.4;4.0
67;Herkomst: geboren buiten Nederland;Waarde;2015;20.1;9.3;8.9;4.5;;;;;;;;;;;;20.0;12.1;10.5;7.3;;;;;;;;;11.1;35.2;4.2
68;Herkomst: geboren buiten Nederland;Waarde;2016;19.7;9.2;9.2;3.7;;;;;;;;;;;;18.7;12.4;10.6;6.6;;;;;;;;;10.1;33.9;4.2
69;Herkomst: geboren buiten Nederland;Waarde;2017;20.5;10.5;11.2;4.5;;;;;;;;;;;;19.3;13.2;11.1;6.4;;;;;;;;;11.4;35.4;4.4
70;Herkomst: geboren buiten Nederland;Waarde;2018;18.9;10.2;9.4;;14.0;1.7;4.6;1.4;5.1;3.6;2.6;2.1;2.5;0.6;3.0;17.7;12.8;11.9;7.6;;;;;;;;;10.7;34.5;4.3
71;Herkomst: geboren buiten Nederland;Waarde;2019;19.4;11.1;10.1;;13.5;1.9;4.6;1.5;5.0;2.6;2.2;1.8;2.5;0.3;2.5;18.0;13.4;11.0;7.6;;;;;;;;;10.9;33.9;4.6
72;Herkomst: geboren buiten Nederland;Waarde;2020;16.4;9.1;8.7;;11.8;1.6;4.0;1.1;4.0;2.7;1.9;1.8;1.9;0.4;2.7;16.9;11.2;9.7;10.2;;;;;;;;;8.7;30.3;4.9
73;Herkomst: geboren buiten Nederland;Waarde;2021;17.5;8.8;9.2;;12.8;1.6;4.6;1.7;4.2;3.4;1.9;1.6;2.0;0.6;2.4;17.1;11.6;11.2;10.3;;;;;;;;;9.3;29.9;5.1
74;Herkomst: geboren buiten Nederland;Waarde;2022;18.4;8.3;8.3;;12.3;1.5;4.2;0.9;4.0;3.2;1.9;1.5;2.0;0.4;2.3;;;;;7.2;40.7;9.6;31.2;0.9;1.5;1.2;3.0;8.3;29.9;4.9
75;Herkomst: geboren buiten Nederland;Waarde;2023;16.3;8.6;7.8;;11.8;1.5;4.5;1.0;4.3;2.7;2.2;0.9;2.1;0.3;1.8;;;;;7.4;35.3;8.3;26.4;1.0;1.4;1.3;2.9;8.6;30.0;4.8
76;Herkomst: geboren buiten Nederland;Waarde;2024;17.7;8.4;7.7;;12.4;1.7;4.3;1.1;5.1;3.0;2.4;1.3;2.1;0.5;2.2;;;;;7.9;33.6;8.2;24.8;0.8;1.4;1.1;2.9;8.6;30.1;4.8
77;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2014;18.4;9.0;8.8;3.1;;;;;;;;;;;;17.8;11.7;9.5;5.4;;;;;;;;;9.3;35.6;3.9
78;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2015;18.7;8.3;8.0;3.8;;;;;;;;;;;;18.7;11.0;9.5;6.4;;;;;;;;;10.1;33.6;4.1
79;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2016;18.4;8.3;8.2;3.1;;;;;;;;;;;;17.4;11.4;9.6;5.8;;;;;;;;;9.1;32.3;4.1
80;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2017;19.2;9.5;10.2;3.9;;;;;;;;;;;;18.0;12.1;10.1;5.6;;;;;;;;;10.3;33.7;4.3
81;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2018;17.8;9.4;8.6;;13.1;1.4;4.1;1.1;4.5;3.1;2.2;1.7;2.1;0.4;2.5;16.7;11.9;11.0;6.9;;;;;;;;;9.8;33.1;4.2
82;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2019;18.3;10.2;9.3;;12.5;1.5;4.1;1.2;4.3;2.2;1.8;1.4;2.0;0.1;2.1;16.9;12.4;10.2;6.9;;;;;;;;;10.0;32.5;4.5
83;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2020;15.3;8.3;7.9;;10.9;1.3;3.5;0.9;3.5;2.2;1.5;1.5;1.6;0.3;2.3;15.9;10.3;8.9;9.3;;;;;;;;;7.9;29.0;4.8
84;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2021;16.4;8.0;8.3;;11.8;1.3;4.0;1.4;3.6;2.9;1.5;1.3;1.6;0.4;1.9;15.9;10.7;10.2;9.4;;;;;;;;;8.4;28.5;5.0
85;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2022;17.3;7.6;7.5;;11.4;1.2;3.6;0.7;3.5;2.7;1.6;1.2;1.7;0.2;1.9;;;;;6.5;39.3;8.7;29.9;0.7;1.2;0.9;2.6;7.6;28.7;4.8
86;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2023;15.3;7.9;7.1;;11.0;1.2;4.0;0.8;3.8;2.3;1.8;0.7;1.7;0.2;1.5;;;;;6.7;34.1;7.6;25.3;0.7;1.1;1.0;2.5;7.9;28.8;4.7
87;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2024;16.7;7.7;7.1;;11.6;1.4;3.8;0.9;4.5;2.6;2.1;1.0;1.8;0.3;1.9;;;;;7.2;32.4;7.5;23.7;0.6;1.1;0.9;2.5;7.9;28.9;4.8
88;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2014;21.5;11.3;11.1;4.6;;;;;;;;;;;;20.8;14.3;11.8;7.3;;;;;;;;;11.7;39.3;4.1
89;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2015;21.5;10.4;10.0;5.2;;;;;;;;;;;;21.4;13.3;11.6;8.2;;;;;;;;;12.3;36.9;4.3
90;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2016;21.2;10.3;10.3;4.4;;;;;;;;;;;;20.0;13.6;11.7;7.5;;;;;;;;;11.2;35.5;4.3
91;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2017;21.9;11.6;12.4;5.3;;;;;;;;;;;;20.7;14.4;12.2;7.3;;;;;;;;;12.5;37.0;4.5
92;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2018;20.1;11.1;10.3;;15.1;2.1;5.3;1.8;5.8;4.1;3.1;2.6;3.0;0.9;3.6;18.8;13.8;12.9;8.4;;;;;;;;;11.6;35.9;4.4
93;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2019;20.6;12.1;11.0;;14.5;2.4;5.3;1.9;5.7;3.1;2.7;2.2;3.0;0.5;3.0;19.2;14.4;12.0;8.5;;;;;;;;;11.8;35.3;4.7
94;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2020;17.5;10.0;9.6;;12.8;2.0;4.6;1.5;4.7;3.2;2.3;2.2;2.4;0.6;3.2;18.0;12.1;10.6;11.1;;;;;;;;;9.5;31.7;5.0
95;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2021;18.8;9.7;10.1;;13.9;2.1;5.3;2.2;4.9;4.1;2.4;2.0;2.5;0.9;3.0;18.3;12.7;12.3;11.3;;;;;;;;;10.2;31.3;5.2
96;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2022;19.5;9.1;9.1;;13.2;1.9;4.8;1.2;4.6;3.7;2.4;1.9;2.5;0.6;2.8;;;;;8.0;42.1;10.4;32.5;1.2;1.9;1.5;3.5;9.1;31.2;4.9
97;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2023;17.3;9.4;8.6;;12.7;1.8;5.1;1.3;4.9;3.2;2.6;1.2;2.5;0.5;2.2;;;;;8.1;36.6;9.1;27.6;1.3;1.7;1.6;3.4;9.3;31.2;4.9
98;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2024;18.7;9.1;8.4;;13.3;2.1;4.8;1.4;5.7;3.5;2.9;1.6;2.5;0.7;2.6;;;;;8.6;34.8;8.9;25.9;1.1;1.7;1.4;3.4;9.3;31.2;4.9
99;Herkomst: geb. in NL, ouders in NL;Waarde;2014;20.7;6.4;8.6;3.9;;;;;;;;;;;;16.2;8.3;6.9;5.0;;;;;;;;;10.1;33.7;3.8
100;Herkomst: geb. in NL, ouders in NL;Waarde;2015;20.6;6.7;9.0;4.3;;;;;;;;;;;;15.3;8.1;6.9;5.0;;;;;;;;;10.4;34.3;3.9
101;Herkomst: geb. in NL, ouders in NL;Waarde;2016;20.6;7.0;9.2;4.1;;;;;;;;;;;;15.6;8.6;7.6;5.5;;;;;;;;;10.2;33.7;3.9
102;Herkomst: geb. in NL, ouders in NL;Waarde;2017;21.1;7.2;9.4;4.2;;;;;;;;;;;;15.5;8.7;7.7;5.6;;;;;;;;;10.9;33.8;3.9
103;Herkomst: geb. in NL, ouders in NL;Waarde;2018;20.6;7.2;8.7;;15.9;2.0;6.0;1.9;5.3;4.7;2.2;2.6;2.6;0.4;2.5;15.5;8.5;7.7;6.1;;;;;;;;;10.9;32.9;3.9
104;Herkomst: geb. in NL, ouders in NL;Waarde;2019;20.6;7.5;8.6;;16.2;2.2;6.1;2.0;5.3;5.0;2.2;2.8;2.7;0.5;2.5;15.2;8.5;8.0;6.2;;;;;;;;;10.9;32.1;4.0
105;Herkomst: geb. in NL, ouders in NL;Waarde;2020;18.2;6.5;8.2;;13.2;1.7;4.7;1.7;4.1;3.9;1.7;2.1;2.1;0.4;2.4;13.2;7.6;6.6;9.8;;;;;;;;;9.4;29.6;4.3
106;Herkomst: geb. in NL, ouders in NL;Waarde;2021;18.7;6.4;8.2;;13.7;1.9;5.2;1.7;4.3;4.2;1.9;2.1;2.0;0.4;2.3;13.6;7.3;6.5;9.6;;;;;;;;;9.9;29.2;4.3
107;Herkomst: geb. in NL, ouders in NL;Waarde;2022;20.9;6.2;7.6;;13.8;1.8;5.2;1.6;4.4;4.1;2.0;2.2;2.2;0.4;2.2;;;;;6.3;54.4;14.5;43.0;1.7;1.9;0.8;3.0;9.8;28.5;4.2
108;Herkomst: geb. in NL, ouders in NL;Waarde;2023;20.0;6.0;7.4;;13.1;1.7;4.7;1.4;4.3;3.7;1.8;2.2;2.1;0.3;1.9;;;;;6.0;48.7;14.2;36.2;1.9;1.7;0.9;2.9;9.5;27.6;4.2
109;Herkomst: geb. in NL, ouders in NL;Waarde;2024;20.5;6.8;7.9;;14.1;1.9;5.3;1.5;4.7;4.2;1.9;2.3;2.3;0.4;2.1;;;;;6.4;47.8;14.1;34.9;1.9;1.8;0.8;3.2;9.9;27.8;4.3
110;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2014;20.2;6.1;8.3;3.7;;;;;;;;;;;;15.7;7.9;6.6;4.7;;;;;;;;;9.7;33.1;3.8
111;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2015;20.2;6.5;8.7;4.1;;;;;;;;;;;;15.0;7.8;6.6;4.7;;;;;;;;;10.1;33.7;3.8
112;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2016;20.2;6.7;8.9;3.9;;;;;;;;;;;;15.2;8.2;7.3;5.3;;;;;;;;;9.9;33.2;3.8
113;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2017;20.7;6.9;9.1;4.0;;;;;;;;;;;;15.1;8.4;7.4;5.4;;;;;;;;;10.6;33.3;3.9
114;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2018;20.3;7.0;8.4;;15.5;1.9;5.8;1.8;5.1;4.5;2.0;2.5;2.4;0.4;2.4;15.1;8.2;7.5;5.9;;;;;;;;;10.6;32.5;3.9
