ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;UitkeringsontvangersTotaal_1;Werkloosheid_2;BijstandEnBijstandsgerelateerdTotaal_3;Bijstandsuitkering_4;IOAWUitkering_5;IOAZUitkering_6;ArbeidsongeschiktheidTotaal_7;WAOUitkering_8;WIAUitkeringRegelingWGA_9;WIAUitkeringRegelingIVA_10;WAZUitkering_11;WajongUitkering_12;AOW_13
17;Totaal mannen en vrouwen;Totaal;Totaal;2008 juni ;1315710.0;156260.0;379240.0;350620.0;9070.0;2600.0;808220.0;565370.0;36220.0;11160.0;37600.0;165990.0;
18;Totaal mannen en vrouwen;Totaal;Totaal;2008 juli;1315300.0;157390.0;377820.0;349240.0;9060.0;2600.0;807620.0;562690.0;37180.0;11540.0;37320.0;167000.0;
19;Totaal mannen en vrouwen;Totaal;Totaal;2008 augustus;1303050.0;152260.0;375840.0;347210.0;9130.0;2580.0;801840.0;556550.0;38000.0;11970.0;36640.0;166520.0;
20;Totaal mannen en vrouwen;Totaal;Totaal;2008 september;1297100.0;148740.0;373520.0;344810.0;9150.0;2520.0;801150.0;553220.0;39510.0;12470.0;36310.0;167440.0;
21;Totaal mannen en vrouwen;Totaal;Totaal;2008 oktober;1298930.0;151640.0;373030.0;344010.0;9210.0;2500.0;800140.0;550040.0;40850.0;12980.0;36000.0;168060.0;
22;Totaal mannen en vrouwen;Totaal;Totaal;2008 november;1303420.0;157280.0;371590.0;342550.0;9310.0;2440.0;800220.0;547320.0;42320.0;13550.0;35740.0;169110.0;
23;Totaal mannen en vrouwen;Totaal;Totaal;2008 december;1321200.0;173870.0;373720.0;344200.0;9520.0;2430.0;799450.0;544300.0;43480.0;14030.0;35450.0;170030.0;
24;Totaal mannen en vrouwen;Totaal;Totaal;2009 januari;1333190.0;184180.0;375900.0;346010.0;9860.0;2440.0;798830.0;541090.0;45010.0;14620.0;35110.0;170840.0;
25;Totaal mannen en vrouwen;Totaal;Totaal;2009 februari;1343920.0;191470.0;379800.0;349340.0;10010.0;2430.0;798460.0;538260.0;46420.0;15120.0;34770.0;171710.0;
26;Totaal mannen en vrouwen;Totaal;Totaal;2009 maart;1353290.0;196190.0;382410.0;351540.0;10260.0;2380.0;800350.0;536280.0;48010.0;15600.0;34520.0;173780.0;
27;Totaal mannen en vrouwen;Totaal;Totaal;2009 april;1362320.0;202410.0;385660.0;354340.0;10500.0;2360.0;799840.0;533380.0;49220.0;16070.0;34190.0;174800.0;
28;Totaal mannen en vrouwen;Totaal;Totaal;2009 mei;1372350.0;209400.0;388980.0;357280.0;10710.0;2360.0;799580.0;530410.0;50580.0;16540.0;33850.0;176080.0;
29;Totaal mannen en vrouwen;Totaal;Totaal;2009 juni;1380610.0;215620.0;391260.0;359130.0;10890.0;2350.0;799360.0;527530.0;51920.0;17080.0;33520.0;177210.0;
30;Totaal mannen en vrouwen;Totaal;Totaal;2009 juli;1394130.0;226570.0;394140.0;361720.0;11060.0;2320.0;798830.0;524640.0;53040.0;17450.0;33190.0;178340.0;
31;Totaal mannen en vrouwen;Totaal;Totaal;2009 augustus;1399070.0;233270.0;396040.0;363410.0;11230.0;2310.0;794890.0;519890.0;53970.0;18020.0;32660.0;178010.0;
32;Totaal mannen en vrouwen;Totaal;Totaal;2009 september;1403480.0;234980.0;398030.0;364950.0;11420.0;2290.0;795350.0;517660.0;55740.0;18680.0;32340.0;178710.0;
33;Totaal mannen en vrouwen;Totaal;Totaal;2009 oktober;1414480.0;242520.0;401700.0;368140.0;11610.0;2280.0;795140.0;514890.0;57280.0;19280.0;32010.0;179360.0;
34;Totaal mannen en vrouwen;Totaal;Totaal;2009 november;1433590.0;254330.0;403060.0;369220.0;11800.0;2270.0;801710.0;516090.0;58820.0;19940.0;32620.0;182340.0;
35;Totaal mannen en vrouwen;Totaal;Totaal;2009 december;1456400.0;272140.0;408150.0;373760.0;12150.0;2290.0;801980.0;513570.0;60150.0;20490.0;32370.0;183580.0;
36;Totaal mannen en vrouwen;Totaal;Totaal;2010 januari;1467280.0;279340.0;414830.0;379840.0;12340.0;2300.0;798630.0;507950.0;61740.0;21130.0;31590.0;184220.0;
37;Totaal mannen en vrouwen;Totaal;Totaal;2010 februari;1470890.0;277790.0;420790.0;385060.0;12530.0;2310.0;797640.0;504830.0;63000.0;21730.0;31240.0;184860.0;
38;Totaal mannen en vrouwen;Totaal;Totaal;2010 maart;1466390.0;267250.0;425070.0;388920.0;12760.0;2270.0;798930.0;502300.0;64970.0;22330.0;30980.0;186450.0;
39;Totaal mannen en vrouwen;Totaal;Totaal;2010 april;1461670.0;259760.0;428370.0;391900.0;12910.0;2270.0;797960.0;499120.0;66240.0;22950.0;30650.0;187050.0;
40;Totaal mannen en vrouwen;Totaal;Totaal;2010 mei;1460650.0;257870.0;429100.0;392450.0;13040.0;2280.0;798040.0;496100.0;67820.0;23630.0;30360.0;188270.0;
41;Totaal mannen en vrouwen;Totaal;Totaal;2010 juni;1458960.0;255020.0;429820.0;393040.0;13200.0;2270.0;798400.0;493510.0;69230.0;24190.0;30060.0;189530.0;
42;Totaal mannen en vrouwen;Totaal;Totaal;2010 juli;1458280.0;253910.0;430520.0;393780.0;13280.0;2270.0;797580.0;490200.0;70360.0;24660.0;29760.0;190590.0;
43;Totaal mannen en vrouwen;Totaal;Totaal;2010 augustus;1451070.0;248100.0;431770.0;394890.0;13420.0;2240.0;794610.0;486050.0;71370.0;25400.0;29350.0;190290.0;
44;Totaal mannen en vrouwen;Totaal;Totaal;2010 september;1448200.0;243560.0;432240.0;395080.0;13590.0;2230.0;795630.0;483710.0;73190.0;26140.0;29100.0;191390.0;
45;Totaal mannen en vrouwen;Totaal;Totaal;2010 oktober;1451370.0;243480.0;434440.0;397070.0;13650.0;2250.0;796580.0;481430.0;74740.0;26810.0;28880.0;192550.0;
46;Totaal mannen en vrouwen;Totaal;Totaal;2010 november;1461100.0;250560.0;435610.0;398190.0;13670.0;2210.0;798260.0;479470.0;76590.0;27620.0;28710.0;193780.0;
47;Totaal mannen en vrouwen;Totaal;Totaal;2010 december;1482350.0;268520.0;440070.0;402400.0;13790.0;2220.0;797020.0;476760.0;77420.0;27890.0;28400.0;194190.0;
48;Totaal mannen en vrouwen;Totaal;Totaal;2011 januari;1490580.0;271010.0;444120.0;406270.0;13850.0;2270.0;798960.0;474320.0;79740.0;29010.0;28180.0;195540.0;
49;Totaal mannen en vrouwen;Totaal;Totaal;2011 februari;1488160.0;265550.0;447480.0;409360.0;13880.0;2270.0;798390.0;471240.0;81290.0;29710.0;27810.0;196180.0;
50;Totaal mannen en vrouwen;Totaal;Totaal;2011 maart;1480280.0;253710.0;449810.0;411610.0;13880.0;2250.0;799980.0;468030.0;83650.0;30450.0;27550.0;198380.0;
51;Totaal mannen en vrouwen;Totaal;Totaal;2011 april;1473760.0;246990.0;450710.0;412650.0;13830.0;2210.0;799010.0;464380.0;85120.0;31070.0;27170.0;199270.0;
52;Totaal mannen en vrouwen;Totaal;Totaal;2011 mei;1468450.0;242580.0;450620.0;412750.0;13720.0;2190.0;798110.0;460530.0;86720.0;31650.0;26810.0;200330.0;
53;Totaal mannen en vrouwen;Totaal;Totaal;2011 juni;1469450.0;244590.0;450160.0;412380.0;13640.0;2170.0;797400.0;456900.0;88410.0;32250.0;26410.0;201340.0;
54;Totaal mannen en vrouwen;Totaal;Totaal;2011 juli;1470310.0;246810.0;449950.0;412320.0;13550.0;2150.0;795880.0;452940.0;89680.0;32690.0;26030.0;202400.0;
55;Totaal mannen en vrouwen;Totaal;Totaal;2011 augustus;1461530.0;242930.0;448980.0;411540.0;13490.0;2140.0;791780.0;448260.0;90740.0;33300.0;25500.0;201560.0;
56;Totaal mannen en vrouwen;Totaal;Totaal;2011 september;1459380.0;241610.0;448110.0;410710.0;13530.0;2120.0;791820.0;445010.0;92790.0;33990.0;25170.0;202450.0;
57;Totaal mannen en vrouwen;Totaal;Totaal;2011 oktober;1466440.0;247610.0;449810.0;412260.0;13490.0;2130.0;791290.0;441750.0;94470.0;34660.0;24830.0;203150.0;
58;Totaal mannen en vrouwen;Totaal;Totaal;2011 november;1474670.0;254340.0;449840.0;412440.0;13510.0;2100.0;792810.0;439570.0;96900.0;35470.0;24650.0;204010.0;
59;Totaal mannen en vrouwen;Totaal;Totaal;2011 december;1498070.0;275640.0;453120.0;415550.0;13540.0;2100.0;792040.0;436550.0;98150.0;36060.0;24410.0;204640.0;
60;Totaal mannen en vrouwen;Totaal;Totaal;2012 januari;1506960.0;287240.0;451580.0;413910.0;13540.0;2140.0;790840.0;432430.0;100060.0;36840.0;23900.0;205340.0;
61;Totaal mannen en vrouwen;Totaal;Totaal;2012 februari;1507640.0;287020.0;453200.0;415420.0;13620.0;2140.0;790140.0;429240.0;101460.0;37540.0;23600.0;206140.0;
62;Totaal mannen en vrouwen;Totaal;Totaal;2012 maart;1504560.0;281590.0;453840.0;415900.0;13720.0;2150.0;791940.0;426440.0;103650.0;38130.0;23400.0;208170.0;
63;Totaal mannen en vrouwen;Totaal;Totaal;2012 april;1502610.0;279460.0;454540.0;416460.0;13810.0;2150.0;791280.0;423130.0;104990.0;38560.0;23100.0;209130.0;
64;Totaal mannen en vrouwen;Totaal;Totaal;2012 mei;1500540.0;276550.0;455920.0;417560.0;14000.0;2140.0;790520.0;419700.0;106310.0;39170.0;22760.0;210300.0;
65;Totaal mannen en vrouwen;Totaal;Totaal;2012 juni;1501930.0;277990.0;456470.0;417920.0;14010.0;2130.0;789810.0;416500.0;107610.0;39760.0;22400.0;211360.0;
66;Totaal mannen en vrouwen;Totaal;Totaal;2012 juli;1510820.0;290480.0;454000.0;418400.0;14090.0;2140.0;788710.0;413010.0;108740.0;40210.0;22110.0;212350.0;
67;Totaal mannen en vrouwen;Totaal;Totaal;2012 augustus;1507920.0;291070.0;454010.0;418270.0;14220.0;2140.0;785080.0;408880.0;109590.0;40860.0;21710.0;211740.0;
68;Totaal mannen en vrouwen;Totaal;Totaal;2012 september;1509840.0;292490.0;454650.0;418450.0;14440.0;2130.0;785150.0;405980.0;111420.0;41570.0;21440.0;212570.0;
69;Totaal mannen en vrouwen;Totaal;Totaal;2012 oktober;1520590.0;301060.0;457200.0;420620.0;14640.0;2120.0;784990.0;402930.0;113110.0;42050.0;21170.0;213450.0;
70;Totaal mannen en vrouwen;Totaal;Totaal;2012 november;1540070.0;315970.0;461210.0;424320.0;14840.0;2120.0;786080.0;400310.0;114880.0;42770.0;20960.0;215190.0;
71;Totaal mannen en vrouwen;Totaal;Totaal;2012 december;1577460.0;351230.0;465090.0;427790.0;15120.0;2140.0;785580.0;397310.0;116410.0;43300.0;20720.0;215970.0;
72;Totaal mannen en vrouwen;Totaal;Totaal;2013 januari;4644520.0;354590.0;470000.0;432340.0;15550.0;2250.0;767400.0;394230.0;118280.0;43580.0;20520.0;196810.0;3120720.0
73;Totaal mannen en vrouwen;Totaal;Totaal;2013 februari;4663830.0;358710.0;475370.0;437200.0;15800.0;2270.0;769390.0;391740.0;120330.0;44140.0;20320.0;198990.0;3129420.0
74;Totaal mannen en vrouwen;Totaal;Totaal;2013 maart;4675720.0;358260.0;479930.0;441190.0;16190.0;2270.0;769420.0;388930.0;121690.0;44780.0;20070.0;200130.0;3137210.0
75;Totaal mannen en vrouwen;Totaal;Totaal;2013 april;4685420.0;356030.0;483860.0;444960.0;16400.0;2260.0;769240.0;385860.0;123020.0;45500.0;19830.0;201220.0;3145480.0
76;Totaal mannen en vrouwen;Totaal;Totaal;2013 mei;4693670.0;355410.0;486550.0;447470.0;16600.0;2280.0;765760.0;382190.0;123370.0;46170.0;19480.0;200640.0;3155340.0
77;Totaal mannen en vrouwen;Totaal;Totaal;2013 juni;4707200.0;357990.0;487450.0;448140.0;16860.0;2270.0;765040.0;379230.0;124390.0;46750.0;19260.0;201520.0;3166060.0
78;Totaal mannen en vrouwen;Totaal;Totaal;2013 juli;4728720.0;369340.0;488590.0;449330.0;17130.0;2300.0;764900.0;376520.0;125490.0;47390.0;19000.0;202620.0;3175100.0
79;Totaal mannen en vrouwen;Totaal;Totaal;2013 augustus;4738590.0;368450.0;488210.0;448550.0;17410.0;2290.0;764540.0;373290.0;126950.0;48010.0;18750.0;203680.0;3187030.0
80;Totaal mannen en vrouwen;Totaal;Totaal;2013 september;4748650.0;368080.0;489000.0;449030.0;17630.0;2320.0;764880.0;370640.0;128500.0;48730.0;18540.0;204620.0;3196560.0
81;Totaal mannen en vrouwen;Totaal;Totaal;2013 oktober;4773730.0;378550.0;492430.0;452190.0;17840.0;2310.0;766050.0;368160.0;130080.0;49570.0;18340.0;206090.0;3209380.0
82;Totaal mannen en vrouwen;Totaal;Totaal;2013 november;4797340.0;390150.0;496570.0;455870.0;18090.0;2290.0;766140.0;365640.0;131060.0;50560.0;18150.0;206930.0;3217980.0
83;Totaal mannen en vrouwen;Totaal;Totaal;2013 december;4837450.0;418590.0;501240.0;460150.0;18380.0;2310.0;766150.0;363140.0;132220.0;51170.0;17940.0;207900.0;3225720.0
84;Totaal mannen en vrouwen;Totaal;Totaal;2014 januari;4844630.0;425350.0;506530.0;465130.0;18840.0;2430.0;772410.0;363420.0;134380.0;52480.0;17990.0;210500.0;3215040.0
85;Totaal mannen en vrouwen;Totaal;Totaal;2014 februari;4852610.0;422630.0;511070.0;469180.0;19210.0;2440.0;771550.0;360660.0;135150.0;53200.0;17700.0;211210.0;3222330.0
86;Totaal mannen en vrouwen;Totaal;Totaal;2014 maart;4849580.0;405790.0;515100.0;472730.0;19630.0;2440.0;771730.0;357800.0;136520.0;53980.0;17470.0;212350.0;3231980.0
87;Totaal mannen en vrouwen;Totaal;Totaal;2014 april;4855380.0;400570.0;518450.0;475790.0;19900.0;2450.0;772160.0;355360.0;137660.0;54980.0;17250.0;213340.0;3239430.0
88;Totaal mannen en vrouwen;Totaal;Totaal;2014 mei;4858270.0;395260.0;520140.0;477240.0;20140.0;2430.0;768470.0;351830.0;137730.0;55710.0;16950.0;212570.0;3249390.0
89;Totaal mannen en vrouwen;Totaal;Totaal;2014 juni;4867210.0;395620.0;520500.0;477470.0;20450.0;2430.0;768400.0;349210.0;138770.0;56520.0;16750.0;213470.0;3257720.0
90;Totaal mannen en vrouwen;Totaal;Totaal;2014 juli;4876640.0;395400.0;520890.0;477950.0;20610.0;2440.0;768090.0;346530.0;139510.0;57330.0;16550.0;214490.0;3266810.0
91;Totaal mannen en vrouwen;Totaal;Totaal;2014 augustus;4875010.0;386010.0;518720.0;475600.0;20830.0;2390.0;768200.0;344070.0;140770.0;57950.0;16390.0;215380.0;3276330.0
92;Totaal mannen en vrouwen;Totaal;Totaal;2014 september;4872680.0;375880.0;517110.0;473670.0;21090.0;2380.0;768080.0;341160.0;142190.0;58710.0;16190.0;216210.0;3285220.0
93;Totaal mannen en vrouwen;Totaal;Totaal;2014 oktober;4887370.0;379120.0;519190.0;475490.0;21350.0;2400.0;768950.0;338570.0;143540.0;59590.0;16060.0;217610.0;3294190.0
94;Totaal mannen en vrouwen;Totaal;Totaal;2014 november;4903430.0;385060.0;522700.0;478430.0;21670.0;2400.0;769010.0;336090.0;144610.0;60430.0;15870.0;218430.0;3301230.0
95;Totaal mannen en vrouwen;Totaal;Totaal;2014 december;4939430.0;411470.0;525960.0;481220.0;22020.0;2410.0;769970.0;333710.0;145840.0;60980.0;15690.0;220230.0;3307290.0
96;Totaal mannen en vrouwen;Totaal;Totaal;2015 januari;4930970.0;412030.0;528880.0;483800.0;22510.0;2510.0;771890.0;333390.0;146920.0;62270.0;15670.0;220150.0;3290960.0
97;Totaal mannen en vrouwen;Totaal;Totaal;2015 februari;4933930.0;407110.0;532430.0;486710.0;22900.0;2520.0;772940.0;331530.0;148010.0;63200.0;15540.0;221240.0;3294490.0
98;Totaal mannen en vrouwen;Totaal;Totaal;2015 maart;4924930.0;389040.0;536030.0;489700.0;23370.0;2500.0;772160.0;329170.0;148740.0;64310.0;15350.0;221180.0;3300310.0
99;Totaal mannen en vrouwen;Totaal;Totaal;2015 april;4924900.0;379300.0;538110.0;491600.0;23570.0;2500.0;770970.0;326590.0;149480.0;65190.0;15150.0;221180.0;3308950.0
100;Totaal mannen en vrouwen;Totaal;Totaal;2015 mei;4920140.0;371670.0;538910.0;492090.0;23890.0;2480.0;766070.0;323480.0;149180.0;65890.0;14920.0;219120.0;3315870.0
101;Totaal mannen en vrouwen;Totaal;Totaal;2015 juni;4930870.0;376810.0;537830.0;490680.0;24120.0;2450.0;764850.0;320990.0;149740.0;66920.0;14740.0;219040.0;3323890.0
102;Totaal mannen en vrouwen;Totaal;Totaal;2015 juli;4938170.0;376520.0;534650.0;487350.0;24360.0;2440.0;763420.0;318700.0;149860.0;67910.0;14570.0;218990.0;3332890.0
103;Totaal mannen en vrouwen;Totaal;Totaal;2015 augustus;4934950.0;367080.0;532730.0;485110.0;24630.0;2430.0;762320.0;316240.0;150730.0;68630.0;14420.0;218960.0;3341740.0
104;Totaal mannen en vrouwen;Totaal;Totaal;2015 september;4938330.0;362980.0;533930.0;485840.0;24960.0;2430.0;761140.0;313870.0;151670.0;69490.0;14220.0;218570.0;3349280.0
105;Totaal mannen en vrouwen;Totaal;Totaal;2015 oktober;4950790.0;366040.0;536750.0;488350.0;25190.0;2400.0;760260.0;311060.0;152890.0;70340.0;14070.0;218600.0;3357960.0
106;Totaal mannen en vrouwen;Totaal;Totaal;2015 november;4969240.0;375160.0;540950.0;492050.0;25410.0;2390.0;759370.0;308580.0;153980.0;71150.0;13930.0;218390.0;3365110.0
107;Totaal mannen en vrouwen;Totaal;Totaal;2015 december;4996410.0;393020.0;546090.0;496600.0;25800.0;2390.0;757890.0;306070.0;154850.0;71620.0;13750.0;218280.0;3371730.0
108;Totaal mannen en vrouwen;Totaal;Totaal;2016 januari;4995190.0;396840.0;550610.0;500450.0;26360.0;2490.0;759870.0;305430.0;156020.0;73140.0;13740.0;218260.0;3360350.0
109;Totaal mannen en vrouwen;Totaal;Totaal;2016 februari;4993180.0;397660.0;554290.0;503300.0;26970.0;2530.0;766120.0;306820.0;158110.0;74240.0;13790.0;220000.0;3347560.0
110;Totaal mannen en vrouwen;Totaal;Totaal;2016 maart;4980070.0;390040.0;557840.0;505980.0;27680.0;2550.0;768470.0;306560.0;159490.0;75530.0;13730.0;220040.0;3336050.0
111;Totaal mannen en vrouwen;Totaal;Totaal;2016 april;4982480.0;385200.0;559290.0;507260.0;27880.0;2550.0;768090.0;304490.0;160460.0;76350.0;13590.0;220120.0;3342160.0
112;Totaal mannen en vrouwen;Totaal;Totaal;2016 mei;4962490.0;363540.0;560720.0;508320.0;28000.0;2560.0;762140.0;300000.0;160360.0;77090.0;13300.0;218130.0;3347580.0
113;Totaal mannen en vrouwen;Totaal;Totaal;2016 juni;4967120.0;362830.0;560370.0;508020.0;27970.0;2540.0;761830.0;297880.0;161070.0;78120.0;13150.0;218370.0;3353970.0
114;Totaal mannen en vrouwen;Totaal;Totaal;2016 juli;4970030.0;358070.0;560520.0;508160.0;28150.0;2550.0;760820.0;295190.0;161650.0;78850.0;13050.0;218870.0;3361810.0
115;Totaal mannen en vrouwen;Totaal;Totaal;2016 augustus;4978550.0;360690.0;559270.0;506720.0;28280.0;2550.0;761490.0;293210.0;162600.0;79940.0;12920.0;219630.0;3368440.0
116;Totaal mannen en vrouwen;Totaal;Totaal;2016 september;4978890.0;353680.0;559330.0;506600.0;28450.0;2530.0;760550.0;290720.0;163640.0;80940.0;12760.0;219300.0;3376680.0
117;Totaal mannen en vrouwen;Totaal;Totaal;2016 oktober;4989500.0;354980.0;560900.0;507980.0;28530.0;2510.0;760830.0;288730.0;164520.0;82210.0;12760.0;219470.0;3384320.0
118;Totaal mannen en vrouwen;Totaal;Totaal;2016 november;4999840.0;356470.0;564100.0;510740.0;28710.0;2510.0;759720.0;286430.0;164900.0;83700.0;12570.0;218980.0;3391680.0
119;Totaal mannen en vrouwen;Totaal;Totaal;2016 december;5013840.0;362900.0;567690.0;513980.0;28970.0;2510.0;757880.0;284170.0;165260.0;84540.0;12410.0;218340.0;3398110.0
120;Totaal mannen en vrouwen;Totaal;Totaal;2017 januari;5003530.0;360560.0;570590.0;516250.0;29340.0;2620.0;760010.0;283770.0;166080.0;86600.0;12380.0;218040.0;3384480.0
121;Totaal mannen en vrouwen;Totaal;Totaal;2017 februari;4995850.0;358070.0;573900.0;518870.0;29730.0;2650.0;765690.0;284810.0;167670.0;88120.0;12430.0;219620.0;3370280.0
122;Totaal mannen en vrouwen;Totaal;Totaal;2017 maart;4977670.0;346550.0;576360.0;520790.0;30010.0;2670.0;768190.0;284570.0;168660.0;89850.0;12410.0;219710.0;3358270.0
123;Totaal mannen en vrouwen;Totaal;Totaal;2017 april;4978030.0;339060.0;575800.0;520480.0;29960.0;2680.0;767720.0;282490.0;169520.0;90680.0;12250.0;219870.0;3367300.0
124;Totaal mannen en vrouwen;Totaal;Totaal;2017 mei;4962750.0;319370.0;574150.0;519050.0;29920.0;2680.0;767550.0;280440.0;170270.0;91710.0;12090.0;220130.0;3373050.0
125;Totaal mannen en vrouwen;Totaal;Totaal;2017 juni;4959850.0;317660.0;573090.0;518080.0;29900.0;2680.0;760630.0;276280.0;169960.0;92530.0;11820.0;216910.0;3380270.0
126;Totaal mannen en vrouwen;Totaal;Totaal;2017 juli;4960280.0;312150.0;571290.0;516430.0;29920.0;2650.0;760480.0;274490.0;170360.0;93320.0;11690.0;217460.0;3387610.0
127;Totaal mannen en vrouwen;Totaal;Totaal;2017 augustus;4961930.0;311740.0;567380.0;512780.0;29870.0;2660.0;761090.0;272710.0;171520.0;94270.0;11560.0;217840.0;3392690.0
128;Totaal mannen en vrouwen;Totaal;Totaal;2017 september;4955050.0;302640.0;564330.0;509750.0;29640.0;2630.0;759470.0;270380.0;172470.0;95120.0;11380.0;216940.0;3399190.0
129;Totaal mannen en vrouwen;Totaal;Totaal;2017 oktober;4960360.0;302960.0;562730.0;508140.0;29520.0;2620.0;760180.0;267990.0;174020.0;96650.0;11250.0;217160.0;3405460.0
130;Totaal mannen en vrouwen;Totaal;Totaal;2017 november;4964980.0;300830.0;562890.0;508230.0;29520.0;2620.0;759370.0;265910.0;174780.0;97710.0;11090.0;216760.0;3413160.0
131;Totaal mannen en vrouwen;Totaal;Totaal;2017 december;4977430.0;307430.0;563020.0;508480.0;29440.0;2590.0;757410.0;263830.0;175280.0;97970.0;10940.0;216270.0;3421470.0
132;Totaal mannen en vrouwen;Totaal;Totaal;2018 januari;4949770.0;301090.0;563000.0;508360.0;29490.0;2650.0;748890.0;263850.0;164390.0;99850.0;10940.0;216740.0;3407850.0
133;Totaal mannen en vrouwen;Totaal;Totaal;2018 februari;4939590.0;297190.0;562620.0;507710.0;29640.0;2660.0;755460.0;264630.0;166850.0;101210.0;10990.0;218840.0;3395470.0
134;Totaal mannen en vrouwen;Totaal;Totaal;2018 maart;4914310.0;285370.0;561790.0;506790.0;29780.0;2690.0;757750.0;264360.0;168050.0;102600.0;10980.0;218870.0;3379990.0
135;Totaal mannen en vrouwen;Totaal;Totaal;2018 april;4910090.0;277650.0;558970.0;504350.0;29530.0;2680.0;757850.0;262440.0;169040.0;103510.0;10860.0;219100.0;3386260.0
136;Totaal mannen en vrouwen;Totaal;Totaal;2018 mei;4896370.0;258590.0;556730.0;502300.0;29420.0;2630.0;757560.0;260410.0;169780.0;104570.0;10730.0;219210.0;3393840.0
137;Totaal mannen en vrouwen;Totaal;Totaal;2018 juni;4891290.0;258030.0;553670.0;499610.0;29090.0;2630.0;749860.0;256810.0;168480.0;105630.0;10490.0;215350.0;3400420.0
138;Totaal mannen en vrouwen;Totaal;Totaal;2018 juli;4889700.0;250970.0;551030.0;497510.0;28750.0;2630.0;749670.0;254740.0;169020.0;106700.0;10380.0;215750.0;3408590.0
139;Totaal mannen en vrouwen;Totaal;Totaal;2018 augustus;4892370.0;249480.0;545960.0;492710.0;28560.0;2600.0;749360.0;252650.0;169680.0;107760.0;10230.0;215980.0;3418250.0
140;Totaal mannen en vrouwen;Totaal;Totaal;2018 september;4887290.0;242630.0;541640.0;488670.0;28330.0;2580.0;748540.0;250540.0;170130.0;108970.0;10080.0;215740.0;3425000.0
