ID;Geslacht;Leeftijd;DiagnosenGGZ;RegioS;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
15;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Groningen (PV);2015;32990.0;32990.0;6868.0;6868.0
16;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Groningen (PV);2016;34385.0;34385.0;7143.0;7143.0
17;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Groningen (PV);2017;28505.0;28505.0;5910.0;5910.0
18;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Fryslân (PV);2015;27500.0;27500.0;5337.0;5337.0
19;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Fryslân (PV);2016;27180.0;27180.0;5256.0;5256.0
20;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Fryslân (PV);2017;27710.0;27710.0;5333.0;5333.0
21;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Drenthe (PV);2015;20805.0;20805.0;5302.0;5302.0
22;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Drenthe (PV);2016;18915.0;18915.0;4791.0;4791.0
23;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Drenthe (PV);2017;18105.0;18105.0;4557.0;4557.0
24;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Overijssel (PV);2015;39805.0;39805.0;4416.0;4416.0
25;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Overijssel (PV);2016;39045.0;39045.0;4303.0;4303.0
26;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Overijssel (PV);2017;40020.0;40020.0;4381.0;4381.0
27;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Flevoland (PV);2015;14425.0;14425.0;4682.0;4682.0
28;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Flevoland (PV);2016;14305.0;14305.0;4587.0;4587.0
29;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Flevoland (PV);2017;14640.0;14640.0;4637.0;4637.0
30;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Gelderland (PV);2015;74815.0;74815.0;4607.0;4607.0
31;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Gelderland (PV);2016;75250.0;75250.0;4594.0;4594.0
32;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Gelderland (PV);2017;79435.0;79435.0;4806.0;4806.0
33;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Utrecht (PV);2015;50855.0;50855.0;5081.0;5081.0
34;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Utrecht (PV);2016;51755.0;51755.0;5118.0;5118.0
35;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Utrecht (PV);2017;56335.0;56335.0;5511.0;5511.0
36;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Noord-Holland (PV);2015;127225.0;127225.0;5687.0;5687.0
37;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Noord-Holland (PV);2016;126100.0;126100.0;5577.0;5577.0
38;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Noord-Holland (PV);2017;126895.0;126895.0;5553.0;5553.0
39;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Zuid-Holland (PV);2015;150510.0;150510.0;5208.0;5208.0
40;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Zuid-Holland (PV);2016;150260.0;150260.0;5154.0;5154.0
41;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Zuid-Holland (PV);2017;152820.0;152820.0;5192.0;5192.0
42;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Zeeland (PV);2015;13480.0;13480.0;4374.0;4374.0
43;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Zeeland (PV);2016;13370.0;13370.0;4317.0;4317.0
44;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Zeeland (PV);2017;12945.0;12945.0;4166.0;4166.0
45;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Noord-Brabant (PV);2015;94640.0;94640.0;4693.0;4693.0
46;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Noord-Brabant (PV);2016;96375.0;96375.0;4741.0;4741.0
47;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Noord-Brabant (PV);2017;93355.0;93355.0;4553.0;4553.0
48;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Limburg (PV);2015;50475.0;50475.0;5416.0;5416.0
49;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Limburg (PV);2016;49740.0;49740.0;5320.0;5320.0
50;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Limburg (PV);2017;48220.0;48220.0;5143.0;5143.0
51;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Groningen (GG);2015;32990.0;32990.0;6868.0;6868.0
52;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Groningen (GG);2016;34385.0;34385.0;7143.0;7143.0
53;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Groningen (GG);2017;28505.0;28505.0;5910.0;5910.0
54;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Drenthe (GG);2015;20805.0;20805.0;5302.0;5302.0
55;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Drenthe (GG);2016;18915.0;18915.0;4791.0;4791.0
56;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Drenthe (GG);2017;18105.0;18105.0;4557.0;4557.0
57;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD IJsselland (GG);2015;19325.0;19325.0;4791.0;4791.0
58;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD IJsselland (GG);2016;18940.0;18940.0;4653.0;4653.0
59;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD IJsselland (GG);2017;18680.0;18680.0;4547.0;4547.0
60;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Regio Twente (GG);2015;20480.0;20480.0;4112.0;4112.0
61;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Regio Twente (GG);2016;20105.0;20105.0;4018.0;4018.0
62;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Regio Twente (GG);2017;21340.0;21340.0;4246.0;4246.0
63;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Noord- en Oost-Gelderland (GG);2015;30425.0;30425.0;4674.0;4674.0
64;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Noord- en Oost-Gelderland (GG);2016;30370.0;30370.0;4632.0;4632.0
65;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Noord- en Oost-Gelderland (GG);2017;32525.0;32525.0;4926.0;4926.0
66;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Veiligh. en Gez. Gelderland-Midden (GG);2015;23960.0;23960.0;4480.0;4480.0
67;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Veiligh. en Gez. Gelderland-Midden (GG);2016;24185.0;24185.0;4474.0;4474.0
68;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Veiligh. en Gez. Gelderland-Midden (GG);2017;26255.0;26255.0;4811.0;4811.0
69;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Gelderland-Zuid (GG);2015;20430.0;20430.0;4663.0;4663.0
70;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Gelderland-Zuid (GG);2016;20700.0;20700.0;4682.0;4682.0
71;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Gelderland-Zuid (GG);2017;20650.0;20650.0;4621.0;4621.0
72;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Flevoland (GG);2015;14425.0;14425.0;4682.0;4682.0
73;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Flevoland (GG);2016;14305.0;14305.0;4587.0;4587.0
74;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Flevoland (GG);2017;14640.0;14640.0;4637.0;4637.0
75;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Regio Utrecht (GG);2015;50855.0;50855.0;5081.0;5081.0
76;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Regio Utrecht (GG);2016;51755.0;51755.0;5118.0;5118.0
77;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Regio Utrecht (GG);2017;56335.0;56335.0;5511.0;5511.0
78;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Hollands-Noorden (GG);2015;21800.0;21800.0;4203.0;4203.0
79;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Hollands-Noorden (GG);2016;21385.0;21385.0;4091.0;4091.0
80;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Hollands-Noorden (GG);2017;21010.0;21010.0;3987.0;3987.0
81;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Kennemerland (GG);2015;23490.0;23490.0;5525.0;5525.0
82;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Kennemerland (GG);2016;22920.0;22920.0;5343.0;5343.0
83;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Kennemerland (GG);2017;22475.0;22475.0;5195.0;5195.0
84;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Amsterdam (GG);2015;59840.0;59840.0;7190.0;7190.0
85;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Amsterdam (GG);2016;59580.0;59580.0;7060.0;7060.0
86;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Amsterdam (GG);2017;58675.0;58675.0;6857.0;6857.0
87;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Gooi en Vechtstreek (GG);2015;8970.0;8970.0;4555.0;4555.0
88;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Gooi en Vechtstreek (GG);2016;8595.0;8595.0;4322.0;4322.0
89;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Gooi en Vechtstreek (GG);2017;10360.0;10360.0;5154.0;5154.0
90;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Hollands-Midden (GG);2015;29315.0;29315.0;4719.0;4719.0
91;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Hollands-Midden (GG);2016;29505.0;29505.0;4700.0;4700.0
92;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Hollands-Midden (GG);2017;29505.0;29505.0;4644.0;4644.0
93;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Rotterdam-Rijnmond (GG);2015;54475.0;54475.0;5289.0;5289.0
94;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Rotterdam-Rijnmond (GG);2016;54490.0;54490.0;5248.0;5248.0
95;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Rotterdam-Rijnmond (GG);2017;57485.0;57485.0;5491.0;5491.0
96;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zuid-Holland-Zuid (GG);2015;15030.0;15030.0;3914.0;3914.0
97;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zuid-Holland-Zuid (GG);2016;;;;
98;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zuid-Holland-Zuid (GG);2017;;;;
99;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Dienst Gezondheid & Jeugd ZHZ (GG);2015;;;;
100;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Dienst Gezondheid & Jeugd ZHZ (GG);2016;15120.0;15120.0;3914.0;3914.0
101;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Dienst Gezondheid & Jeugd ZHZ (GG);2017;15785.0;15785.0;4058.0;4058.0
102;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zeeland (GG);2015;13480.0;13480.0;4374.0;4374.0
103;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zeeland (GG);2016;13370.0;13370.0;4317.0;4317.0
104;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zeeland (GG);2017;12945.0;12945.0;4166.0;4166.0
105;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD West-Brabant (GG);2015;26885.0;26885.0;4776.0;4776.0
106;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD West-Brabant (GG);2016;27470.0;27470.0;4848.0;4848.0
107;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD West-Brabant (GG);2017;24775.0;24775.0;4338.0;4338.0
108;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Hart voor Brabant (GG);2015;35405.0;35405.0;4205.0;4205.0
109;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Hart voor Brabant (GG);2016;35495.0;35495.0;4182.0;4182.0
110;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Hart voor Brabant (GG);2017;39480.0;39480.0;4612.0;4612.0
111;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2015;32345.0;32345.0;5290.0;5290.0
112;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2016;33410.0;33410.0;5412.0;5412.0
113;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2017;29100.0;29100.0;4669.0;4669.0
114;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Limburg-Noord (GG);2015;16175.0;16175.0;3823.0;3823.0
115;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Limburg-Noord (GG);2016;16740.0;16740.0;3934.0;3934.0
116;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Limburg-Noord (GG);2017;19255.0;19255.0;4501.0;4501.0
117;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zuid-Limburg (GG);2015;34295.0;34295.0;6742.0;6742.0
118;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zuid-Limburg (GG);2016;33000.0;33000.0;6477.0;6477.0
119;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zuid-Limburg (GG);2017;28965.0;28965.0;5681.0;5681.0
120;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Haaglanden (GG);2015;51695.0;51695.0;6047.0;6047.0
121;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Haaglanden (GG);2016;51145.0;51145.0;5926.0;5926.0
122;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Haaglanden (GG);2017;50040.0;50040.0;5738.0;5738.0
123;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Fryslân (GG);2015;27500.0;27500.0;5337.0;5337.0
124;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Fryslân (GG);2016;27180.0;27180.0;5256.0;5256.0
125;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Fryslân (GG);2017;27710.0;27710.0;5333.0;5333.0
126;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zaanstreek/Waterland (GG);2015;13125.0;13125.0;4971.0;4971.0
127;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zaanstreek/Waterland (GG);2016;13615.0;13615.0;5108.0;5108.0
128;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;GGD Zaanstreek/Waterland (GG);2017;14370.0;14370.0;5343.0;5343.0
129;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Nederland;2015;71545.0;105030.0;525.0;772.0
130;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Nederland;2016;69465.0;105330.0;506.0;768.0
131;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Nederland;2017;75395.0;114425.0;545.0;827.0
132;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Noord-Nederland (LD);2015;9005.0;13250.0;648.0;954.0
133;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Noord-Nederland (LD);2016;8295.0;12495.0;595.0;896.0
134;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Noord-Nederland (LD);2017;9375.0;13610.0;670.0;972.0
135;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Oost-Nederland (LD);2015;15530.0;22390.0;548.0;790.0
136;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Oost-Nederland (LD);2016;14890.0;22505.0;521.0;787.0
137;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Oost-Nederland (LD);2017;16865.0;25230.0;585.0;875.0
138;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;West-Nederland (LD);2015;31060.0;46475.0;482.0;722.0
139;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;West-Nederland (LD);2016;30450.0;46810.0;468.0;720.0
140;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;West-Nederland (LD);2017;33080.0;51420.0;504.0;783.0
141;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Zuid-Nederland (LD);2015;15955.0;22920.0;541.0;777.0
142;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Zuid-Nederland (LD);2016;15830.0;23520.0;533.0;792.0
143;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Zuid-Nederland (LD);2017;16070.0;24165.0;537.0;808.0
144;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Groningen (PV);2015;2965.0;4220.0;617.0;878.0
145;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Groningen (PV);2016;2605.0;3920.0;541.0;814.0
146;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Groningen (PV);2017;2895.0;4215.0;600.0;874.0
147;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Fryslân (PV);2015;3395.0;5235.0;659.0;1016.0
148;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Fryslân (PV);2016;3490.0;5355.0;674.0;1035.0
149;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Fryslân (PV);2017;3945.0;5890.0;759.0;1133.0
150;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Drenthe (PV);2015;2645.0;3795.0;674.0;967.0
151;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Drenthe (PV);2016;2200.0;3220.0;557.0;815.0
152;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Drenthe (PV);2017;2540.0;3505.0;639.0;882.0
153;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Overijssel (PV);2015;5070.0;7230.0;562.0;801.0
154;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Overijssel (PV);2016;4660.0;6975.0;513.0;768.0
155;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Overijssel (PV);2017;5565.0;8100.0;609.0;886.0
156;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Flevoland (PV);2015;1675.0;2395.0;543.0;777.0
157;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Flevoland (PV);2016;1785.0;2610.0;571.0;836.0
158;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Flevoland (PV);2017;2130.0;2965.0;674.0;938.0
159;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Gelderland (PV);2015;8780.0;12765.0;540.0;786.0
160;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Gelderland (PV);2016;8450.0;12920.0;515.0;788.0
161;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Gelderland (PV);2017;9170.0;14165.0;554.0;857.0
162;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Utrecht (PV);2015;5040.0;7605.0;503.0;760.0
163;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Utrecht (PV);2016;4880.0;7770.0;482.0;768.0
164;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Utrecht (PV);2017;5270.0;8650.0;515.0;846.0
165;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Noord-Holland (PV);2015;9380.0;14560.0;419.0;650.0
166;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Noord-Holland (PV);2016;9325.0;14870.0;412.0;657.0
167;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Noord-Holland (PV);2017;10640.0;17150.0;465.0;750.0
168;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Zuid-Holland (PV);2015;15510.0;22655.0;536.0;783.0
169;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Zuid-Holland (PV);2016;15015.0;22345.0;515.0;766.0
170;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Zuid-Holland (PV);2017;15875.0;23555.0;539.0;800.0
171;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Zeeland (PV);2015;1135.0;1655.0;367.0;537.0
172;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Zeeland (PV);2016;1225.0;1825.0;396.0;589.0
173;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Zeeland (PV);2017;1295.0;2060.0;417.0;663.0
174;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Noord-Brabant (PV);2015;12240.0;17495.0;607.0;867.0
175;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Noord-Brabant (PV);2016;11920.0;17720.0;586.0;871.0
176;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Noord-Brabant (PV);2017;11905.0;17845.0;580.0;870.0
177;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Limburg (PV);2015;3710.0;5425.0;398.0;581.0
178;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Limburg (PV);2016;3910.0;5800.0;418.0;620.0
179;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Limburg (PV);2017;4165.0;6320.0;444.0;674.0
180;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;GGD Groningen (GG);2015;2965.0;4220.0;617.0;878.0
181;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;GGD Groningen (GG);2016;2605.0;3920.0;541.0;814.0
182;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;GGD Groningen (GG);2017;2895.0;4215.0;600.0;874.0
183;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;GGD Drenthe (GG);2015;2645.0;3795.0;674.0;967.0
184;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;GGD Drenthe (GG);2016;2200.0;3220.0;557.0;815.0
185;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;GGD Drenthe (GG);2017;2540.0;3505.0;639.0;882.0
186;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;GGD IJsselland (GG);2015;2935.0;4205.0;728.0;1042.0
