ID;Herkomstgroepering;Geslacht;Leeftijd;Perioden;DigiDBezittersRelatief_1;DigiDBezittersAbsoluut_2;Bevolking_3
55;Totale bevolking;Mannen en vrouwen;26 jaar;2009 1 januari;59.3;115805;195383
56;Totale bevolking;Mannen en vrouwen;27 jaar;2008 1 juli;61.5;124598;202553
57;Totale bevolking;Mannen en vrouwen;27 jaar;2009 1 januari;60.4;121302;200982
58;Totale bevolking;Mannen en vrouwen;28 jaar;2008 1 juli;62.1;123449;198642
59;Totale bevolking;Mannen en vrouwen;28 jaar;2009 1 januari;60.5;123558;204156
60;Totale bevolking;Mannen en vrouwen;29 jaar;2008 1 juli;62.5;122825;196670
61;Totale bevolking;Mannen en vrouwen;29 jaar;2009 1 januari;61.0;120955;198236
62;Totale bevolking;Mannen en vrouwen;30 jaar;2008 1 juli;63.1;125134;198314
63;Totale bevolking;Mannen en vrouwen;30 jaar;2009 1 januari;61.7;122943;199377
64;Totale bevolking;Mannen en vrouwen;31 jaar;2008 1 juli;63.4;124955;197178
65;Totale bevolking;Mannen en vrouwen;31 jaar;2009 1 januari;62.1;122294;196957
66;Totale bevolking;Mannen en vrouwen;32 jaar;2008 1 juli;63.4;125242;197622
67;Totale bevolking;Mannen en vrouwen;32 jaar;2009 1 januari;62.3;124185;199327
68;Totale bevolking;Mannen en vrouwen;33 jaar;2008 1 juli;63.4;131295;207053
69;Totale bevolking;Mannen en vrouwen;33 jaar;2009 1 januari;62.2;125398;201739
70;Totale bevolking;Mannen en vrouwen;34 jaar;2008 1 juli;62.8;133076;211787
71;Totale bevolking;Mannen en vrouwen;34 jaar;2009 1 januari;62.0;130894;211020
72;Totale bevolking;Mannen en vrouwen;35 jaar;2008 1 juli;62.5;142796;228546
73;Totale bevolking;Mannen en vrouwen;35 jaar;2009 1 januari;61.3;134471;219239
74;Totale bevolking;Mannen en vrouwen;36 jaar;2008 1 juli;61.7;151446;245284
75;Totale bevolking;Mannen en vrouwen;36 jaar;2009 1 januari;60.8;144593;238000
76;Totale bevolking;Mannen en vrouwen;37 jaar;2008 1 juli;60.9;156383;256628
77;Totale bevolking;Mannen en vrouwen;37 jaar;2009 1 januari;59.8;149530;250022
78;Totale bevolking;Mannen en vrouwen;38 jaar;2008 1 juli;60.2;160117;266023
79;Totale bevolking;Mannen en vrouwen;38 jaar;2009 1 januari;58.8;153858;261601
80;Totale bevolking;Mannen en vrouwen;39 jaar;2008 1 juli;59.3;155853;262897
81;Totale bevolking;Mannen en vrouwen;39 jaar;2009 1 januari;58.0;155335;267747
82;Totale bevolking;Mannen en vrouwen;40 jaar;2008 1 juli;58.2;148391;254778
83;Totale bevolking;Mannen en vrouwen;40 jaar;2009 1 januari;56.8;145853;256790
84;Totale bevolking;Mannen en vrouwen;41 jaar;2008 1 juli;57.5;146181;254222
85;Totale bevolking;Mannen en vrouwen;41 jaar;2009 1 januari;55.8;142272;254774
86;Totale bevolking;Mannen en vrouwen;42 jaar;2008 1 juli;56.4;147119;260921
87;Totale bevolking;Mannen en vrouwen;42 jaar;2009 1 januari;54.6;140125;256551
88;Totale bevolking;Mannen en vrouwen;43 jaar;2008 1 juli;55.6;146674;263761
89;Totale bevolking;Mannen en vrouwen;43 jaar;2009 1 januari;53.6;139949;261342
90;Totale bevolking;Mannen en vrouwen;44 jaar;2008 1 juli;54.9;145474;265019
91;Totale bevolking;Mannen en vrouwen;44 jaar;2009 1 januari;52.6;140040;266112
92;Totale bevolking;Mannen en vrouwen;45 jaar;2008 1 juli;54.3;140958;259392
93;Totale bevolking;Mannen en vrouwen;45 jaar;2009 1 januari;52.0;136417;262189
94;Totale bevolking;Mannen en vrouwen;46 jaar;2008 1 juli;54.0;138926;257355
95;Totale bevolking;Mannen en vrouwen;46 jaar;2009 1 januari;51.3;132361;257799
96;Totale bevolking;Mannen en vrouwen;47 jaar;2008 1 juli;53.6;135633;252819
97;Totale bevolking;Mannen en vrouwen;47 jaar;2009 1 januari;51.0;130326;255462
98;Totale bevolking;Mannen en vrouwen;48 jaar;2008 1 juli;53.1;131667;247837
99;Totale bevolking;Mannen en vrouwen;48 jaar;2009 1 januari;50.4;125661;249102
100;Totale bevolking;Mannen en vrouwen;49 jaar;2008 1 juli;52.9;130359;246553
101;Totale bevolking;Mannen en vrouwen;49 jaar;2009 1 januari;49.9;123223;246996
102;Totale bevolking;Mannen en vrouwen;50 jaar;2008 1 juli;52.3;124241;237769
103;Totale bevolking;Mannen en vrouwen;50 jaar;2009 1 januari;49.3;118693;240523
104;Totale bevolking;Mannen en vrouwen;51 jaar;2008 1 juli;52.0;121311;233331
105;Totale bevolking;Mannen en vrouwen;51 jaar;2009 1 januari;48.9;115168;235743
106;Totale bevolking;Mannen en vrouwen;52 jaar;2008 1 juli;51.7;119054;230307
107;Totale bevolking;Mannen en vrouwen;52 jaar;2009 1 januari;48.4;112327;231871
108;Totale bevolking;Mannen en vrouwen;53 jaar;2008 1 juli;51.2;115379;225285
109;Totale bevolking;Mannen en vrouwen;53 jaar;2009 1 januari;48.0;108633;226360
110;Totale bevolking;Mannen en vrouwen;54 jaar;2008 1 juli;50.3;111245;220952
111;Totale bevolking;Mannen en vrouwen;54 jaar;2009 1 januari;47.5;106033;223183
112;Totale bevolking;Mannen en vrouwen;55 jaar;2008 1 juli;49.9;110522;221567
113;Totale bevolking;Mannen en vrouwen;55 jaar;2009 1 januari;46.6;102523;219914
114;Totale bevolking;Mannen en vrouwen;56 jaar;2008 1 juli;49.2;106817;217177
115;Totale bevolking;Mannen en vrouwen;56 jaar;2009 1 januari;46.1;101395;220105
116;Totale bevolking;Mannen en vrouwen;57 jaar;2008 1 juli;48.6;102811;211545
117;Totale bevolking;Mannen en vrouwen;57 jaar;2009 1 januari;45.4;96494;212354
118;Totale bevolking;Mannen en vrouwen;58 jaar;2008 1 juli;47.7;102656;215248
119;Totale bevolking;Mannen en vrouwen;58 jaar;2009 1 januari;44.7;95180;213145
120;Totale bevolking;Mannen en vrouwen;59 jaar;2008 1 juli;46.9;102737;219283
121;Totale bevolking;Mannen en vrouwen;59 jaar;2009 1 januari;43.9;94559;215614
122;Totale bevolking;Mannen en vrouwen;60 jaar;2008 1 juli;46.1;104369;226549
123;Totale bevolking;Mannen en vrouwen;60 jaar;2009 1 januari;43.2;95701;221563
124;Totale bevolking;Mannen en vrouwen;61 jaar;2008 1 juli;45.5;108950;239618
125;Totale bevolking;Mannen en vrouwen;61 jaar;2009 1 januari;42.5;98882;232554
126;Totale bevolking;Mannen en vrouwen;62 jaar;2008 1 juli;44.9;89159;198698
127;Totale bevolking;Mannen en vrouwen;62 jaar;2009 1 januari;42.2;100696;238756
128;Totale bevolking;Mannen en vrouwen;63 jaar;2008 1 juli;44.8;81820;182829
129;Totale bevolking;Mannen en vrouwen;63 jaar;2009 1 januari;41.6;70923;170560
130;Totale bevolking;Mannen en vrouwen;64 jaar;2008 1 juli;45.5;79860;175538
131;Totale bevolking;Mannen en vrouwen;64 jaar;2009 1 januari;43.7;77363;177164
132;Totale bevolking;Mannen en vrouwen;65 jaar;2008 1 juli;53.2;84160;158175
133;Totale bevolking;Mannen en vrouwen;65 jaar;2009 1 januari;47.3;78850;166541
134;Totale bevolking;Mannen en vrouwen;66 jaar;2008 1 juli;45.7;67383;147458
135;Totale bevolking;Mannen en vrouwen;66 jaar;2009 1 januari;43.0;65595;152559
136;Totale bevolking;Mannen en vrouwen;67 jaar;2008 1 juli;43.8;64576;147422
137;Totale bevolking;Mannen en vrouwen;67 jaar;2009 1 januari;41.2;59260;143990
138;Totale bevolking;Mannen en vrouwen;68 jaar;2008 1 juli;42.6;61195;143686
139;Totale bevolking;Mannen en vrouwen;68 jaar;2009 1 januari;39.5;57621;146016
140;Totale bevolking;Mannen en vrouwen;69 jaar;2008 1 juli;42.3;57673;136204
141;Totale bevolking;Mannen en vrouwen;69 jaar;2009 1 januari;38.8;53805;138653
142;Totale bevolking;Mannen en vrouwen;70 jaar;2008 1 juli;40.8;53188;130462
143;Totale bevolking;Mannen en vrouwen;70 jaar;2009 1 januari;37.9;50603;133592
144;Totale bevolking;Mannen en vrouwen;71 jaar;2008 1 juli;39.9;49387;123769
145;Totale bevolking;Mannen en vrouwen;71 jaar;2009 1 januari;36.6;45183;123457
146;Totale bevolking;Mannen en vrouwen;72 jaar;2008 1 juli;39.3;46679;118748
147;Totale bevolking;Mannen en vrouwen;72 jaar;2009 1 januari;36.3;43726;120528
148;Totale bevolking;Mannen en vrouwen;73 jaar;2008 1 juli;38.8;44630;114978
149;Totale bevolking;Mannen en vrouwen;73 jaar;2009 1 januari;35.8;41169;115068
150;Totale bevolking;Mannen en vrouwen;74 jaar;2008 1 juli;37.8;41583;110001
151;Totale bevolking;Mannen en vrouwen;74 jaar;2009 1 januari;34.9;38712;110865
152;Totale bevolking;Mannen en vrouwen;75 jaar of ouder;2008 1 juli;35.1;389945;1109446
153;Totale bevolking;Mannen en vrouwen;75 jaar of ouder;2009 1 januari;33.1;370674;1120546
154;Totale bevolking;Mannen en vrouwen;0 tot 5 jaar;2008 1 juli;0.2;1856;937011
155;Totale bevolking;Mannen en vrouwen;0 tot 5 jaar;2009 1 januari;0.2;1519;931556
156;Totale bevolking;Mannen en vrouwen;0 tot 10 jaar;2008 1 juli;0.2;3502;1949063
157;Totale bevolking;Mannen en vrouwen;0 tot 10 jaar;2009 1 januari;0.1;2740;1942190
158;Totale bevolking;Mannen en vrouwen;0 tot 20 jaar;2008 1 juli;7.3;287532;3931607
159;Totale bevolking;Mannen en vrouwen;0 tot 20 jaar;2009 1 januari;7.8;306649;3933585
160;Totale bevolking;Mannen en vrouwen;5 tot 10 jaar;2008 1 juli;0.2;1646;1012052
161;Totale bevolking;Mannen en vrouwen;5 tot 10 jaar;2009 1 januari;0.1;1221;1010634
162;Totale bevolking;Mannen en vrouwen;10 tot 15 jaar;2008 1 juli;0.5;4594;977823
163;Totale bevolking;Mannen en vrouwen;10 tot 15 jaar;2009 1 januari;0.3;3305;980868
164;Totale bevolking;Mannen en vrouwen;10 tot 20 jaar;2008 1 juli;14.3;284030;1982544
165;Totale bevolking;Mannen en vrouwen;10 tot 20 jaar;2009 1 januari;15.3;303909;1991395
166;Totale bevolking;Mannen en vrouwen;15 tot 20 jaar;2008 1 juli;27.8;279436;1004721
167;Totale bevolking;Mannen en vrouwen;15 tot 20 jaar;2009 1 januari;29.7;300604;1010527
168;Totale bevolking;Mannen en vrouwen;20 tot 25 jaar;2008 1 juli;52.4;516665;986077
169;Totale bevolking;Mannen en vrouwen;20 tot 25 jaar;2009 1 januari;54.1;539072;996859
170;Totale bevolking;Mannen en vrouwen;20 tot 30 jaar;2008 1 juli;56.8;1121229;1973314
171;Totale bevolking;Mannen en vrouwen;20 tot 30 jaar;2009 1 januari;57.0;1134219;1988832
172;Totale bevolking;Mannen en vrouwen;20 tot 65 jaar;2008 1 juli;54.9;5519839;10062999
173;Totale bevolking;Mannen en vrouwen;20 tot 65 jaar;2009 1 januari;53.1;5348517;10080387
174;Totale bevolking;Mannen en vrouwen;25 tot 30 jaar;2008 1 juli;61.2;604564;987237
175;Totale bevolking;Mannen en vrouwen;25 tot 30 jaar;2009 1 januari;60.0;595147;991973
176;Totale bevolking;Mannen en vrouwen;30 tot 35 jaar;2008 1 juli;63.2;639702;1011954
177;Totale bevolking;Mannen en vrouwen;30 tot 35 jaar;2009 1 januari;62.0;625714;1008420
178;Totale bevolking;Mannen en vrouwen;30 tot 40 jaar;2008 1 juli;61.9;1406297;2271332
179;Totale bevolking;Mannen en vrouwen;30 tot 40 jaar;2009 1 januari;60.7;1363501;2245029
180;Totale bevolking;Mannen en vrouwen;35 tot 40 jaar;2008 1 juli;60.9;766595;1259378
181;Totale bevolking;Mannen en vrouwen;35 tot 40 jaar;2009 1 januari;59.7;737787;1236609
182;Totale bevolking;Mannen en vrouwen;40 tot 45 jaar;2008 1 juli;56.5;733839;1298701
183;Totale bevolking;Mannen en vrouwen;40 tot 45 jaar;2009 1 januari;54.7;708239;1295569
184;Totale bevolking;Mannen en vrouwen;40 tot 50 jaar;2008 1 juli;55.1;1411382;2562657
185;Totale bevolking;Mannen en vrouwen;40 tot 50 jaar;2009 1 januari;52.8;1356227;2567117
186;Totale bevolking;Mannen en vrouwen;45 tot 50 jaar;2008 1 juli;53.6;677543;1263956
187;Totale bevolking;Mannen en vrouwen;45 tot 50 jaar;2009 1 januari;51.0;647988;1271548
188;Totale bevolking;Mannen en vrouwen;50 tot 55 jaar;2008 1 juli;51.5;591230;1147644
189;Totale bevolking;Mannen en vrouwen;50 tot 55 jaar;2009 1 januari;48.4;560854;1157680
190;Totale bevolking;Mannen en vrouwen;50 tot 60 jaar;2008 1 juli;50.0;1116773;2232464
191;Totale bevolking;Mannen en vrouwen;50 tot 60 jaar;2009 1 januari;46.9;1051005;2238812
192;Totale bevolking;Mannen en vrouwen;55 tot 60 jaar;2008 1 juli;48.4;525543;1084820
193;Totale bevolking;Mannen en vrouwen;55 tot 60 jaar;2009 1 januari;45.3;490151;1081132
194;Totale bevolking;Mannen en vrouwen;60 tot 65 jaar;2008 1 juli;45.4;464158;1023232
195;Totale bevolking;Mannen en vrouwen;60 tot 65 jaar;2009 1 januari;42.6;443565;1040597
196;Totale bevolking;Mannen en vrouwen;60 tot 70 jaar;2008 1 juli;45.5;799145;1756177
197;Totale bevolking;Mannen en vrouwen;60 tot 70 jaar;2009 1 januari;42.4;758696;1788356
198;Totale bevolking;Mannen en vrouwen;65 tot 70 jaar;2008 1 juli;45.7;334987;732945
199;Totale bevolking;Mannen en vrouwen;65 tot 70 jaar;2009 1 januari;42.1;315131;747759
200;Totale bevolking;Mannen en vrouwen;65 jaar of ouder;2008 1 juli;39.4;960399;2440349
201;Totale bevolking;Mannen en vrouwen;65 jaar of ouder;2009 1 januari;36.6;905198;2471815
202;Totale bevolking;Mannen en vrouwen;70 tot 75 jaar;2008 1 juli;39.4;235467;597958
203;Totale bevolking;Mannen en vrouwen;70 tot 75 jaar;2009 1 januari;36.4;219393;603510
204;Totale bevolking;Mannen en vrouwen;70 jaar of ouder;2008 1 juli;36.6;625412;1707404
205;Totale bevolking;Mannen en vrouwen;70 jaar of ouder;2009 1 januari;34.2;590067;1724056
206;Totale bevolking;Mannen en vrouwen;75 jaar of ouder;2008 1 juli;35.1;389945;1109446
207;Totale bevolking;Mannen en vrouwen;75 jaar of ouder;2009 1 januari;33.1;370674;1120546
208;Totale bevolking;Mannen;Totale bevolking (alle leeftijden);2008 1 juli;41.5;3377300;8129756
209;Totale bevolking;Mannen;Totale bevolking (alle leeftijden);2009 1 januari;40.5;3302168;8156396
210;Totale bevolking;Mannen;0 jaar;2008 1 juli;0.2;219;93359
211;Totale bevolking;Mannen;0 jaar;2009 1 januari;0.2;212;94691
212;Totale bevolking;Mannen;1 jaar;2008 1 juli;0.3;256;93423
213;Totale bevolking;Mannen;1 jaar;2009 1 januari;0.3;250;92606
214;Totale bevolking;Mannen;2 jaar;2008 1 juli;0.2;164;94634
215;Totale bevolking;Mannen;2 jaar;2009 1 januari;0.1;131;94857
216;Totale bevolking;Mannen;3 jaar;2008 1 juli;0.2;156;97308
217;Totale bevolking;Mannen;3 jaar;2009 1 januari;0.1;105;95888
218;Totale bevolking;Mannen;4 jaar;2008 1 juli;0.1;146;100643
219;Totale bevolking;Mannen;4 jaar;2009 1 januari;0.1;99;98630
220;Totale bevolking;Mannen;5 jaar;2008 1 juli;0.2;170;103171
221;Totale bevolking;Mannen;5 jaar;2009 1 januari;0.1;91;102276
222;Totale bevolking;Mannen;6 jaar;2008 1 juli;0.2;159;102268
223;Totale bevolking;Mannen;6 jaar;2009 1 januari;0.1;125;102762
224;Totale bevolking;Mannen;7 jaar;2008 1 juli;0.2;169;104431
225;Totale bevolking;Mannen;7 jaar;2009 1 januari;0.1;122;103510
226;Totale bevolking;Mannen;8 jaar;2008 1 juli;0.1;153;104553
227;Totale bevolking;Mannen;8 jaar;2009 1 januari;0.1;142;105166
228;Totale bevolking;Mannen;9 jaar;2008 1 juli;0.2;206;103352
229;Totale bevolking;Mannen;9 jaar;2009 1 januari;0.2;167;103282
230;Totale bevolking;Mannen;10 jaar;2008 1 juli;0.2;234;99195
231;Totale bevolking;Mannen;10 jaar;2009 1 januari;0.2;168;102407
232;Totale bevolking;Mannen;11 jaar;2008 1 juli;0.3;302;100160
233;Totale bevolking;Mannen;11 jaar;2009 1 januari;0.2;208;99103
234;Totale bevolking;Mannen;12 jaar;2008 1 juli;0.6;569;98301
235;Totale bevolking;Mannen;12 jaar;2009 1 januari;0.4;438;99403
236;Totale bevolking;Mannen;13 jaar;2008 1 juli;0.6;616;100147
237;Totale bevolking;Mannen;13 jaar;2009 1 januari;0.4;422;99109
238;Totale bevolking;Mannen;14 jaar;2008 1 juli;0.6;649;102387
239;Totale bevolking;Mannen;14 jaar;2009 1 januari;0.5;461;101951
240;Totale bevolking;Mannen;15 jaar;2008 1 juli;1.1;1165;101705
241;Totale bevolking;Mannen;15 jaar;2009 1 januari;0.7;727;101718
242;Totale bevolking;Mannen;16 jaar;2008 1 juli;4.6;4757;104335
243;Totale bevolking;Mannen;16 jaar;2009 1 januari;2.6;2696;103270
244;Totale bevolking;Mannen;17 jaar;2008 1 juli;19.5;20405;104795
245;Totale bevolking;Mannen;17 jaar;2009 1 januari;16.1;16862;104492
246;Totale bevolking;Mannen;18 jaar;2008 1 juli;58.8;60435;102758
247;Totale bevolking;Mannen;18 jaar;2009 1 januari;65.4;68977;105437
248;Totale bevolking;Mannen;19 jaar;2008 1 juli;48.8;48906;100137
249;Totale bevolking;Mannen;19 jaar;2009 1 januari;56.8;57554;101335
250;Totale bevolking;Mannen;20 jaar;2008 1 juli;44.1;44526;100892
251;Totale bevolking;Mannen;20 jaar;2009 1 januari;47.6;48058;101018
252;Totale bevolking;Mannen;21 jaar;2008 1 juli;46.6;47107;101000
253;Totale bevolking;Mannen;21 jaar;2009 1 januari;48.7;49738;102211
254;Totale bevolking;Mannen;22 jaar;2008 1 juli;49.2;49310;100198
255;Totale bevolking;Mannen;22 jaar;2009 1 januari;50.9;51638;101445
256;Totale bevolking;Mannen;23 jaar;2008 1 juli;51.6;51038;98880
257;Totale bevolking;Mannen;23 jaar;2009 1 januari;52.3;52261;99895
258;Totale bevolking;Mannen;24 jaar;2008 1 juli;53.9;52921;98163
259;Totale bevolking;Mannen;24 jaar;2009 1 januari;53.8;53624;99748
260;Totale bevolking;Mannen;25 jaar;2008 1 juli;56.0;54160;96689
261;Totale bevolking;Mannen;25 jaar;2009 1 januari;55.4;53879;97342
262;Totale bevolking;Mannen;26 jaar;2008 1 juli;57.6;57047;98969
263;Totale bevolking;Mannen;26 jaar;2009 1 januari;56.1;55281;98461
264;Totale bevolking;Mannen;27 jaar;2008 1 juli;58.9;59823;101481
265;Totale bevolking;Mannen;27 jaar;2009 1 januari;57.5;57919;100717
266;Totale bevolking;Mannen;28 jaar;2008 1 juli;59.5;59187;99438
267;Totale bevolking;Mannen;28 jaar;2009 1 januari;57.9;59311;102466
268;Totale bevolking;Mannen;29 jaar;2008 1 juli;60.3;59424;98605
269;Totale bevolking;Mannen;29 jaar;2009 1 januari;58.6;58269;99390
270;Totale bevolking;Mannen;30 jaar;2008 1 juli;61.1;60563;99054
271;Totale bevolking;Mannen;30 jaar;2009 1 januari;59.4;59222;99655
272;Totale bevolking;Mannen;31 jaar;2008 1 juli;61.3;60552;98783
273;Totale bevolking;Mannen;31 jaar;2009 1 januari;59.9;59020;98512
274;Totale bevolking;Mannen;32 jaar;2008 1 juli;61.5;60899;99020
275;Totale bevolking;Mannen;32 jaar;2009 1 januari;60.5;60524;100067
276;Totale bevolking;Mannen;33 jaar;2008 1 juli;62.1;64331;103614
277;Totale bevolking;Mannen;33 jaar;2009 1 januari;60.7;61204;100852
278;Totale bevolking;Mannen;34 jaar;2008 1 juli;61.8;65322;105676
279;Totale bevolking;Mannen;34 jaar;2009 1 januari;60.9;64278;105478
280;Totale bevolking;Mannen;35 jaar;2008 1 juli;61.7;70328;114004
281;Totale bevolking;Mannen;35 jaar;2009 1 januari;60.7;66441;109448
282;Totale bevolking;Mannen;36 jaar;2008 1 juli;61.2;75075;122648
283;Totale bevolking;Mannen;36 jaar;2009 1 januari;60.1;71342;118714
284;Totale bevolking;Mannen;37 jaar;2008 1 juli;60.5;78266;129268
285;Totale bevolking;Mannen;37 jaar;2009 1 januari;59.7;74967;125675
286;Totale bevolking;Mannen;38 jaar;2008 1 juli;60.0;80377;133853
287;Totale bevolking;Mannen;38 jaar;2009 1 januari;58.8;77458;131637
288;Totale bevolking;Mannen;39 jaar;2008 1 juli;59.4;78853;132794
289;Totale bevolking;Mannen;39 jaar;2009 1 januari;58.4;78897;135188
290;Totale bevolking;Mannen;40 jaar;2008 1 juli;58.5;75544;129027
291;Totale bevolking;Mannen;40 jaar;2009 1 januari;57.3;74277;129541
292;Totale bevolking;Mannen;41 jaar;2008 1 juli;57.9;74417;128598
293;Totale bevolking;Mannen;41 jaar;2009 1 januari;56.6;72981;128903
294;Totale bevolking;Mannen;42 jaar;2008 1 juli;56.7;75100;132359
295;Totale bevolking;Mannen;42 jaar;2009 1 januari;55.3;71865;129949
296;Totale bevolking;Mannen;43 jaar;2008 1 juli;56.2;75203;133874
297;Totale bevolking;Mannen;43 jaar;2009 1 januari;54.6;72402;132603
298;Totale bevolking;Mannen;44 jaar;2008 1 juli;55.4;74221;133938
299;Totale bevolking;Mannen;44 jaar;2009 1 januari;53.7;72377;134725
300;Totale bevolking;Mannen;45 jaar;2008 1 juli;55.1;72288;131145
301;Totale bevolking;Mannen;45 jaar;2009 1 januari;53.3;70785;132771
302;Totale bevolking;Mannen;46 jaar;2008 1 juli;54.9;71193;129785
303;Totale bevolking;Mannen;46 jaar;2009 1 januari;52.8;68602;129940
304;Totale bevolking;Mannen;47 jaar;2008 1 juli;54.7;69722;127406
305;Totale bevolking;Mannen;47 jaar;2009 1 januari;52.7;67715;128554
306;Totale bevolking;Mannen;48 jaar;2008 1 juli;54.3;67772;124846
307;Totale bevolking;Mannen;48 jaar;2009 1 januari;52.3;65699;125587
308;Totale bevolking;Mannen;49 jaar;2008 1 juli;54.3;67483;124215
309;Totale bevolking;Mannen;49 jaar;2009 1 januari;51.9;64443;124151
310;Totale bevolking;Mannen;50 jaar;2008 1 juli;53.9;64363;119443
311;Totale bevolking;Mannen;50 jaar;2009 1 januari;51.6;62367;120953
312;Totale bevolking;Mannen;51 jaar;2008 1 juli;53.7;62908;117084
313;Totale bevolking;Mannen;51 jaar;2009 1 januari;51.3;60727;118345
314;Totale bevolking;Mannen;52 jaar;2008 1 juli;53.7;62241;115957
