ID;Geslacht;Leeftijd;BeroepenEnSpecialismen;Sector;Perioden;GemiddeldAantalWerkurenPerWeekSEC_1;MedischGeschooldenWerknemersSEC_2;MinderDan25UurPerWeek_3;MinderDan12UurPerWeek_4;k_12Tot20UurPerWeek_5;k_20Tot25UurPerWeek_6;k_25Tot35UurPerWeek_7;k_25Tot30UurPerWeek_8;k_30Tot35UurPerWeek_9;k_35Tot55UurPerWeek_10;k_35Tot40UurPerWeek_11;k_40Tot45UurPerWeek_12;k_45Tot50UurPerWeek_13;k_50Tot55UurPerWeek_14;MinderDan25UurPerWeek_15;MinderDan12UurPerWeek_16;k_12Tot20UurPerWeek_17;k_20Tot25UurPerWeek_18;k_25Tot35UurPerWeek_19;k_25Tot30UurPerWeek_20;k_30Tot35UurPerWeek_21;k_35Tot55UurPerWeek_22;k_35Tot40UurPerWeek_23;k_40Tot45UurPerWeek_24;k_45Tot50UurPerWeek_25;k_50Tot55UurPerWeek_26
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2015;33.2;25805;17.4;0.7;3.8;12.9;35.4;10.7;24.6;47.2;33.7;3.3;10.0;0.1;21.2;8.5;17.0;23.1;30.8;27.6;32.1;39.4;37.2;42.0;45.8;
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2016;33.3;26555;16.4;0.4;3.2;12.7;36.7;11.1;25.5;46.9;33.9;3.5;9.4;0.1;21.5;8.2;16.9;23.1;30.8;27.6;32.2;39.4;37.2;42.0;45.9;
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2017;33.1;27155;16.0;0.4;3.2;12.3;38.3;11.5;26.8;45.7;34.0;3.7;7.9;0.2;21.4;8.2;16.9;23.1;30.8;27.6;32.2;39.2;37.2;42.1;46.0;
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2018;32.9;28360;16.2;0.4;3.4;12.3;39.7;11.9;27.9;44.1;33.2;3.7;7.1;0.2;21.4;8.5;16.9;23.1;30.8;27.6;32.2;39.1;37.2;42.0;46.0;
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2019;32.9;28680;15.9;0.5;3.1;12.3;40.8;12.1;28.7;43.4;32.8;3.9;6.5;0.3;21.4;8.7;16.8;23.1;30.9;27.7;32.2;39.0;37.2;42.1;46.0;
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2020;32.9;29115;15.1;0.4;3.0;11.7;42.1;12.2;29.9;42.9;32.9;3.7;6.1;0.2;21.5;8.4;16.7;23.2;30.9;27.7;32.2;38.9;37.2;42.0;46.0;
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2021;32.9;29440;14.8;0.4;2.8;11.6;43.2;12.2;31.0;42.1;32.1;3.9;5.9;0.3;21.6;7.9;16.8;23.2;30.9;27.7;32.2;38.9;37.2;41.9;46.0;
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2022;32.8;29450;15.2;0.5;2.7;12.0;44.1;12.5;31.6;40.7;31.0;4.1;5.3;0.3;21.6;8.3;16.7;23.2;30.9;27.7;32.2;38.9;37.2;41.9;46.0;
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Universitair medische centra;2023;32.9;28565;14.2;0.4;2.6;11.2;44.9;12.4;32.4;40.9;30.8;4.2;5.6;0.4;21.6;8.7;16.7;23.2;30.9;27.7;32.1;39.0;37.2;42.0;46.1;52.0
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2013;29.0;73315;35.1;1.4;11.9;21.8;34.9;13.4;21.5;30.0;26.9;1.7;1.3;0.1;20.4;9.0;17.2;22.9;30.4;27.6;32.2;37.4;36.6;41.9;45.5;
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2014;29.0;68975;34.8;1.1;11.2;22.4;36.5;14.1;22.4;28.8;26.0;1.4;1.3;0.1;20.7;9.1;17.3;23.0;30.4;27.6;32.2;37.3;36.6;41.9;45.3;
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2015;29.1;69465;33.9;0.9;9.1;23.9;38.2;14.6;23.6;27.9;24.8;1.5;1.5;0.1;20.9;9.0;16.9;22.8;30.4;27.6;32.2;37.4;36.6;41.9;45.4;
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2016;29.3;69810;32.8;0.8;8.3;23.7;40.0;15.3;24.7;27.2;23.7;1.6;1.4;0.5;21.0;9.2;16.8;22.9;30.4;27.5;32.2;37.7;36.6;42.0;46.4;51.8
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2017;29.4;71780;31.9;0.8;7.8;23.4;41.7;16.0;25.7;26.4;22.7;1.9;1.3;0.5;21.1;9.2;16.8;22.9;30.4;27.6;32.2;37.7;36.6;42.0;46.6;51.8
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2018;29.5;70610;31.1;0.7;7.1;23.2;43.2;15.9;27.2;25.7;22.2;1.8;1.3;0.5;21.2;9.0;16.8;23.0;30.5;27.6;32.2;37.8;36.6;41.9;46.5;51.8
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2019;29.6;70625;30.0;0.6;6.4;23.0;44.9;16.4;28.5;25.1;21.5;1.8;1.3;0.5;21.4;9.1;16.8;23.0;30.5;27.6;32.2;37.8;36.6;41.9;46.5;51.8
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2020;29.8;71935;28.6;0.6;5.9;22.0;46.4;16.8;29.5;25.0;21.2;2.0;1.3;0.5;21.5;9.2;16.8;23.1;30.6;27.6;32.3;37.9;36.7;41.9;46.6;51.9
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2021;29.9;71960;27.6;0.5;5.4;21.7;47.9;17.1;30.8;24.5;20.6;2.1;1.2;0.5;21.6;9.2;16.8;23.1;30.6;27.6;32.2;37.9;36.7;41.9;46.6;51.7
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2022;29.9;72560;27.3;0.5;5.3;21.5;49.5;17.4;32.1;23.2;19.4;2.1;1.2;0.5;21.6;8.9;16.8;23.1;30.6;27.6;32.2;38.0;36.7;41.9;46.6;51.8
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Algemene ziekenhuizen;2023;30.0;72040;26.4;0.5;5.0;20.8;50.8;17.4;33.3;22.8;18.8;2.4;1.2;0.5;21.6;9.0;16.8;23.1;30.6;27.6;32.2;38.1;36.7;41.9;46.7;51.8
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2013;29.8;6470;29.9;1.4;9.3;19.2;40.2;15.8;24.5;29.9;22.3;3.7;3.2;0.7;20.4;;16.9;22.9;30.3;27.5;32.2;38.5;36.7;41.1;45.4;
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2014;29.9;6120;29.7;1.3;8.9;19.5;40.7;15.5;25.2;29.6;21.6;4.1;3.3;0.6;20.6;;17.1;23.0;30.4;27.5;32.2;38.6;36.7;41.3;45.4;
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2015;30.6;7260;26.9;1.2;7.8;18.0;38.1;14.6;23.5;35.0;25.8;5.2;3.4;0.6;20.6;;17.0;22.9;30.4;27.5;32.2;38.6;36.9;41.3;45.4;
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2016;30.9;7715;26.5;0.9;7.4;18.2;37.7;14.8;22.9;35.8;25.7;6.0;3.4;0.6;20.8;;16.9;23.0;30.4;27.5;32.2;38.8;37.0;41.1;46.0;
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2017;30.9;7970;25.4;1.0;6.8;17.6;39.4;15.8;23.6;35.2;26.9;4.2;3.2;0.9;20.9;;17.0;23.1;30.3;27.5;32.2;38.8;37.0;41.8;46.2;
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2018;31.2;8665;24.3;1.0;6.2;17.2;39.3;15.8;23.4;36.4;26.8;5.2;3.3;1.1;21.0;;17.1;23.1;30.3;27.5;32.2;39.0;37.0;41.9;46.3;
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2019;31.4;8545;23.6;0.8;5.7;17.1;39.2;15.4;23.8;37.2;27.5;5.4;3.1;1.3;21.1;;16.9;23.1;30.4;27.6;32.2;39.0;37.0;41.9;46.5;51.8
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2020;31.3;9075;23.8;0.8;5.6;17.5;39.9;15.9;24.0;36.3;26.6;5.6;3.1;1.1;21.3;;16.9;23.2;30.3;27.5;32.2;39.0;37.1;41.8;46.4;51.8
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2021;31.7;9975;22.4;0.8;5.0;16.6;38.6;15.4;23.3;39.0;28.6;6.3;3.1;1.0;21.3;;17.0;23.2;30.3;27.5;32.2;39.0;37.1;41.8;46.5;
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2022;31.6;10335;22.4;0.8;4.9;16.7;40.0;15.9;24.0;37.6;27.7;6.0;2.9;1.0;21.2;;16.8;23.2;30.3;27.5;32.2;39.0;37.1;41.9;46.6;
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Categorale ziekenhuizen en overige MSZ;2023;31.5;10355;22.5;0.8;5.0;16.6;40.3;15.9;24.4;37.3;27.4;5.8;3.0;1.1;21.2;;16.9;23.1;30.4;27.6;32.2;39.0;37.1;41.9;46.6;51.7
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2013;30.7;30660;20.9;0.6;4.7;15.6;46.9;15.0;31.8;32.2;30.0;1.6;0.5;0.1;21.4;8.6;16.9;23.2;30.7;27.6;32.2;36.9;36.4;41.8;46.6;
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2014;30.7;28540;20.8;0.4;4.4;16.0;48.4;15.3;33.1;30.8;28.8;1.5;0.5;0.1;21.6;9.0;16.9;23.2;30.7;27.6;32.2;36.8;36.4;41.8;46.5;
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2015;30.7;28830;20.4;0.4;4.0;16.0;49.4;16.4;33.1;30.2;28.1;1.5;0.5;0.1;21.8;9.1;16.9;23.3;30.7;27.6;32.2;36.8;36.4;41.7;46.4;
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2016;30.6;27635;20.9;0.4;4.0;16.4;50.1;17.0;33.1;29.1;27.2;1.3;0.4;0.1;21.7;8.5;16.9;23.3;30.6;27.6;32.2;36.8;36.4;42.0;46.4;
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2017;30.6;27380;20.8;0.4;3.9;16.6;50.4;17.8;32.6;28.8;26.3;1.7;0.6;0.2;21.9;;16.9;23.3;30.6;27.6;32.2;37.1;36.4;41.9;46.7;
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2018;30.5;27895;21.2;0.4;3.9;16.9;51.0;18.5;32.5;27.9;25.5;1.8;0.5;0.1;21.9;9.1;16.8;23.3;30.5;27.6;32.2;37.1;36.5;41.8;46.7;
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2019;30.5;28085;21.0;0.4;3.8;16.8;51.5;19.2;32.3;27.5;25.2;1.7;0.5;0.2;21.9;8.8;16.9;23.3;30.5;27.6;32.2;37.0;36.4;41.9;46.7;
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2020;30.5;29425;21.2;0.3;3.6;17.2;51.8;19.1;32.7;27.0;24.8;1.6;0.5;0.1;22.0;8.7;16.8;23.4;30.5;27.6;32.1;37.0;36.5;41.8;46.7;
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2021;30.4;29955;20.7;0.3;3.5;16.9;52.9;19.6;33.3;26.4;24.2;1.6;0.5;0.1;22.0;;16.8;23.4;30.5;27.6;32.1;37.0;36.5;41.8;46.7;
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2022;30.3;30090;21.3;0.4;3.8;17.1;52.6;20.2;32.4;26.1;24.0;1.5;0.5;0.1;22.0;8.9;16.9;23.4;30.4;27.6;32.1;37.0;36.4;41.8;46.6;
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Geestelijke gezondheidszorg;2023;30.3;31440;21.2;0.4;3.7;17.1;53.7;20.4;33.2;25.1;23.0;1.6;0.4;0.1;22.0;8.9;16.9;23.4;30.4;27.7;32.1;37.1;36.5;41.8;46.6;
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2013;26.8;23280;42.1;2.5;15.5;24.1;40.6;20.1;20.5;17.3;16.0;1.1;0.2;0.1;19.7;8.9;16.9;22.7;29.9;27.5;32.1;36.8;36.3;41.3;;
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2014;26.7;16745;42.3;1.6;15.7;25.0;43.3;22.0;21.2;14.4;13.2;0.9;0.2;0.1;20.1;9.4;17.0;22.7;29.8;27.5;32.1;36.9;36.4;41.4;;
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2015;26.8;16390;41.8;1.6;14.7;25.5;44.1;22.4;21.7;14.1;13.0;0.8;0.2;0.0;20.1;9.3;17.0;22.7;29.8;27.5;32.1;36.9;36.5;41.3;;
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2016;26.8;16055;41.3;1.4;13.9;26.0;44.8;23.2;21.6;13.8;12.7;1.0;0.1;0.1;20.3;9.1;17.0;22.7;29.7;27.5;32.1;37.0;36.5;41.5;;
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2017;27.0;15925;39.9;1.3;12.7;25.8;46.8;24.7;22.1;13.3;12.1;1.0;0.2;0.0;20.4;9.0;17.0;22.7;29.7;27.4;32.1;37.1;36.5;41.6;;
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2018;27.1;15430;39.8;1.2;12.4;26.2;46.6;24.7;21.9;13.6;12.2;1.1;0.2;0.1;20.6;8.9;17.0;22.8;29.7;27.5;32.1;37.2;36.5;41.7;;
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2019;27.5;13795;37.2;0.8;10.8;25.6;49.1;25.8;23.3;13.7;12.3;1.1;0.3;0.1;20.9;9.1;17.0;22.9;29.7;27.5;32.1;37.2;36.5;41.5;;
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2020;27.7;14280;35.8;0.8;9.9;25.0;50.2;25.7;24.5;14.1;12.5;1.2;0.2;0.1;21.0;8.8;17.1;22.9;29.8;27.5;32.1;37.3;36.6;41.6;;
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2021;27.7;14275;35.2;1.0;9.7;24.5;50.9;25.5;25.4;14.0;12.4;1.2;0.3;0.0;21.0;9.3;17.1;22.9;29.8;27.6;32.1;37.2;36.5;41.7;;
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2022;27.8;14155;34.6;1.0;9.1;24.5;51.2;25.6;25.6;14.3;12.8;1.1;0.2;0.1;21.0;9.2;17.0;23.0;29.8;27.6;32.1;37.2;36.6;41.6;;
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Gehandicaptenzorg;2023;28.1;12755;32.7;0.8;8.2;23.6;52.6;25.9;26.7;14.7;13.2;1.2;0.2;0.1;21.2;8.9;16.9;23.1;29.9;27.6;32.1;37.2;36.5;41.5;;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2013;26.6;45970;42.0;4.5;16.2;21.3;41.3;19.3;22.0;16.7;14.6;1.5;0.4;0.2;18.9;8.5;16.6;22.8;30.0;27.5;32.3;37.4;36.5;41.9;46.9;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Verpleeg-, verzorgingshuizen, thuiszorg;2014;27.1;41015;38.8;3.1;13.9;21.8;45.8;21.9;23.9;15.4;13.3;1.5;0.4;0.1;19.6;8.8;16.8;22.8;30.0;27.5;32.3;37.5;36.6;41.8;46.9;
