ID;Geslacht;Leeftijd;Migratieachtergrond;TypeClient;TypeDelict;Perioden;ClientenVanSlachtofferhulpNederland_1;ClientenVanSHNPer100000Inwoners_2
26;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Geweldsdelicten;2012;66590.0;397.0
27;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Geweldsdelicten;2013;61750.0;367.0
28;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Geweldsdelicten;2014;60960.0;361.0
29;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Geweldsdelicten;2015;65550.0;387.0
30;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Geweldsdelicten;2016;68500.0;402.0
31;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Geweldsdelicten;2017;64710.0;377.0
32;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Geweldsdelicten;2018;62550.0;362.0
33;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Geweldsdelicten;2019;63120.0;363.0
34;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Geweldsdelicten;2020;60340.0;346.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Geweldsdelicten;2021;60110.0;342.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2004;;
37;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2005;;
38;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2006;;
39;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2007;;
40;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2008;;
41;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2009;3840.0;23.0
42;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2010;3880.0;23.0
43;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2011;4350.0;26.0
44;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2012;4890.0;29.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2013;4820.0;29.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2014;4710.0;28.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2015;4760.0;28.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2016;5950.0;35.0
49;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2017;6130.0;36.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2018;7030.0;41.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2019;7230.0;42.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2020;6450.0;37.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Zedendelicten;2021;6930.0;39.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2004;;
55;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2005;;
56;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2006;;
57;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2007;;
58;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2008;;
59;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2009;21520.0;130.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2010;19340.0;116.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2011;22460.0;134.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2012;26540.0;158.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2013;27250.0;162.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2014;29240.0;173.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2015;30060.0;177.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2016;28300.0;166.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2017;29330.0;171.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2018;26250.0;152.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2019;27050.0;156.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2020;24290.0;139.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Verkeersongevallen;2021;24950.0;142.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2004;;
73;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2005;;
74;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2006;;
75;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2007;;
76;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2008;;
77;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2009;33950.0;205.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2010;45260.0;272.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2011;61020.0;365.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2012;83180.0;496.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2013;85690.0;509.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2014;76980.0;456.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2015;76290.0;450.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2016;78100.0;458.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2017;70470.0;411.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2018;65950.0;382.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2019;70500.0;406.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2020;69420.0;398.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Vermogensdelicten;2021;63990.0;364.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2004;;
91;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2005;;
92;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2006;;
93;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2007;;
94;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2008;;
95;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2009;5810.0;35.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2010;6700.0;40.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2011;7020.0;42.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2012;5940.0;35.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2013;7540.0;45.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2014;10780.0;64.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2015;9550.0;56.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2016;8290.0;49.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2017;9820.0;57.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2018;9880.0;57.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2019;12590.0;72.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2020;13900.0;80.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Alle cliënttypen;Overige delicten;2021;17400.0;99.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2004;;
109;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2005;;
110;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2006;;
111;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2007;;
112;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2008;;
113;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2009;91930.0;555.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2010;108830.0;654.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2011;134650.0;805.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2012;164020.0;978.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2013;164580.0;978.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2014;160060.0;948.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2015;163170.0;962.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2016;163030.0;956.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2017;166230.0;969.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2018;164160.0;951.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2019;169650.0;976.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2020;159600.0;914.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Alle delicten;2021;156490.0;891.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2004;;
127;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2005;;
128;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2006;;
129;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2007;;
130;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2008;;
131;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2009;43990.0;266.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2010;49540.0;298.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2011;58060.0;347.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2012;60330.0;360.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2013;56360.0;335.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2014;55780.0;330.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2015;59940.0;354.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2016;63530.0;372.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2017;61580.0;359.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2018;60930.0;353.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2019;61070.0;351.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2020;58210.0;333.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Geweldsdelicten;2021;57810.0;329.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2004;;
145;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2005;;
146;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2006;;
147;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2007;;
148;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2008;;
149;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2009;3010.0;18.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2010;3230.0;19.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2011;3480.0;21.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2012;4200.0;25.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2013;4110.0;24.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2014;3910.0;23.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2015;4010.0;24.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2016;5370.0;31.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2017;5630.0;33.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2018;6590.0;38.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2019;6620.0;38.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2020;5900.0;34.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Zedendelicten;2021;6290.0;36.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2004;;
163;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2005;;
164;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2006;;
165;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2007;;
166;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2008;;
167;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2009;11290.0;68.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2010;10690.0;64.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2011;11860.0;71.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2012;16520.0;99.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2013;17270.0;103.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2014;19220.0;114.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2015;18950.0;112.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2016;11710.0;69.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2017;21330.0;124.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2018;23130.0;134.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2019;23150.0;133.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2020;19880.0;114.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Verkeersongevallen;2021;20530.0;117.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2004;;
181;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2005;;
182;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2006;;
183;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2007;;
184;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2008;;
185;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2009;30160.0;182.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2010;41320.0;248.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2011;56810.0;340.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2012;79370.0;473.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2013;82330.0;489.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2014;73500.0;435.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2015;73200.0;432.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2016;75990.0;445.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2017;70220.0;409.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2018;65640.0;380.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2019;70050.0;403.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2020;68970.0;395.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Vermogensdelicten;2021;63650.0;362.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2004;;
199;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2005;;
200;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2006;;
201;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2007;;
202;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2008;;
203;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2009;3480.0;21.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2010;4050.0;24.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2011;4440.0;27.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2012;3600.0;21.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2013;4510.0;27.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2014;7640.0;45.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2015;7070.0;42.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2016;6430.0;38.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2017;7460.0;43.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2018;7860.0;46.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2019;8760.0;50.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2020;6640.0;38.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Slachtoffer;Overige delicten;2021;8210.0;47.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2004;;
217;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2005;;
218;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2006;;
219;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2007;;
220;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2008;;
221;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2009;23780.0;144.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2010;22630.0;136.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2011;26280.0;157.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2012;21830.0;130.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2013;20980.0;125.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2014;21050.0;125.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2015;21490.0;127.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2016;24860.0;146.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2017;12350.0;72.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2018;5260.0;30.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2019;7460.0;43.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2020;12800.0;73.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Alle delicten;2021;14500.0;83.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2004;;
235;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2005;;
236;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2006;;
237;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2007;;
238;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2008;;
239;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2009;8290.0;50.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2010;7890.0;47.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2011;9030.0;54.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2012;6010.0;36.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2013;5140.0;31.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2014;4790.0;28.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2015;5250.0;31.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2016;4610.0;27.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2017;2610.0;15.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2018;1110.0;6.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2019;1490.0;9.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2020;1730.0;10.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Geweldsdelicten;2021;1770.0;10.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Zedendelicten;2004;;
253;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Zedendelicten;2005;;
254;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Zedendelicten;2006;;
255;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Zedendelicten;2007;;
256;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Zedendelicten;2008;;
257;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Zedendelicten;2009;820.0;5.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Betrokkene;Zedendelicten;2010;650.0;4.0
